Action,CAN,Cap,Game,Opponent,Opponent name,Period,Player,Score,Seconds,Team,Time
5m shot - Blocked,5,5.0,5,2,KAZ,2.0,USHAKOV V,5 - 2,37,KAZ,0:37
20 sec. exclusion in centre,5,7.0,5,2,KAZ,2.0,SHAKENOV M,5 - 2,21,KAZ,0:21
Extra player shot - Goal,6,12.0,5,2,KAZ,2.0,MCELROY J,6 - 2,17,CAN,0:17
5m shot - Saved,6,9.0,5,2,KAZ,2.0,UKUMANOV R,6 - 2,1,KAZ,0:01
Starting goalkeeper,6,1.0,5,2,KAZ,3.0,RANDALL R,6 - 2,480,CAN,8:00
Starting goalkeeper,6,1.0,5,2,KAZ,3.0,FEDOROV A,6 - 2,480,KAZ,8:00
Sprint won possession,6,8.0,5,2,KAZ,3.0,GRAHAM K,6 - 2,480,CAN,8:00
Turnover foul,6,12.0,5,2,KAZ,3.0,MCELROY J,6 - 2,460,CAN,7:40
20 sec. exclusion in centre,6,8.0,5,2,KAZ,3.0,GRAHAM K,6 - 2,447,CAN,7:27
Extra player shot - Blocked,6,3.0,5,2,KAZ,3.0,AXENOV A,6 - 2,424,KAZ,7:04
5m shot - Saved,6,11.0,5,2,KAZ,3.0,TORAKIS G,6 - 2,402,CAN,6:42
Turnover foul,6,11.0,5,2,KAZ,3.0,TORAKIS G,6 - 2,376,CAN,6:16
Steal,6,5.0,5,2,KAZ,3.0,USHAKOV V,6 - 2,376,KAZ,6:16
Counter attack - Goal,6,3.0,5,3,KAZ,3.0,AXENOV A,6 - 3,360,KAZ,6:00
Action shot - Post,6,10.0,5,3,KAZ,3.0,CONWAY J,6 - 3,340,CAN,5:40
20 sec. exclusion in centre,6,7.0,5,3,KAZ,3.0,TASCHEREAU A,6 - 3,315,CAN,5:15
Extra player shot - Goal,6,4.0,5,4,KAZ,3.0,PILIPENKO R,6 - 4,308,KAZ,5:08
Time-Out,6,,5,4,KAZ,3.0,,6 - 4,308,CAN,5:08
Action shot - Missed,6,8.0,5,4,KAZ,3.0,GRAHAM K,6 - 4,277,CAN,4:37
Action shot - Saved,6,5.0,5,4,KAZ,3.0,USHAKOV V,6 - 4,258,KAZ,4:18
Turnover foul,6,4.0,5,4,KAZ,3.0,CONSTANTIN-BICARI,6 - 4,245,CAN,4:05
Turnover foul,6,6.0,5,4,KAZ,3.0,SHMIDER A,6 - 4,216,KAZ,3:36
20 sec. exclusion in centre,6,5.0,5,4,KAZ,3.0,USHAKOV V,6 - 4,195,KAZ,3:15
Extra player shot - Goal,7,3.0,5,4,KAZ,3.0,VIKALO O,7 - 4,178,CAN,2:58
5m shot - Post,7,3.0,5,4,KAZ,3.0,AXENOV A,7 - 4,160,KAZ,2:40
Turnover foul,7,6.0,5,4,KAZ,3.0,LAPINS D,7 - 4,135,CAN,2:15
Steal,7,1.0,5,4,KAZ,3.0,FEDOROV A,7 - 4,135,KAZ,2:15
5m shot - Post,7,3.0,5,4,KAZ,3.0,AXENOV A,7 - 4,111,KAZ,1:51
5m shot - Goal,8,10.0,5,4,KAZ,3.0,CONWAY J,8 - 4,99,CAN,1:39
20 sec. exclusion in centre,8,12.0,5,4,KAZ,3.0,MCELROY J,8 - 4,81,CAN,1:21
Extra player shot - Blocked,8,2.0,5,4,KAZ,3.0,GUBAREV S,8 - 4,63,KAZ,1:03
5m shot - Saved,8,2.0,5,4,KAZ,3.0,KUDABA C,8 - 4,36,CAN,0:36
Centre shot - Goal,8,12.0,5,5,KAZ,3.0,PEKOVICH B,8 - 5,15,KAZ,0:15
Turnover foul,8,5.0,5,5,KAZ,3.0,BOYD J,8 - 5,2,CAN,0:02
Starting goalkeeper,8,1.0,5,5,KAZ,4.0,RANDALL R,8 - 5,480,CAN,8:00
Starting goalkeeper,8,1.0,5,5,KAZ,4.0,FEDOROV A,8 - 5,480,KAZ,8:00
Sprint won possession,8,8.0,5,5,KAZ,4.0,GRAHAM K,8 - 5,480,CAN,8:00
Turnover foul,8,2.0,5,5,KAZ,4.0,KUDABA C,8 - 5,449,CAN,7:29
5m shot - Saved,8,7.0,5,5,KAZ,4.0,SHAKENOV M,8 - 5,429,KAZ,7:09
Centre shot - Saved,8,3.0,5,5,KAZ,4.0,AXENOV A,8 - 5,409,KAZ,6:49
20 sec. exclusion in centre,8,11.0,5,5,KAZ,4.0,MANAFOV R,8 - 5,389,KAZ,6:29
Action shot - Blocked,8,10.0,5,5,KAZ,4.0,CONWAY J,8 - 5,375,CAN,6:15
20 sec. exclusion in centre,8,12.0,5,5,KAZ,4.0,MCELROY J,8 - 5,351,CAN,5:51
Action shot - Missed,8,9.0,5,5,KAZ,4.0,UKUMANOV R,8 - 5,327,KAZ,5:27
Turnover foul,8,4.0,5,5,KAZ,4.0,CONSTANTIN-BICARI,8 - 5,303,CAN,5:03
Turnover foul,8,7.0,5,5,KAZ,4.0,SHAKENOV M,8 - 5,284,KAZ,4:44
Steal,8,8.0,5,5,KAZ,4.0,GRAHAM K,8 - 5,284,CAN,4:44
Time-Out,8,,5,5,KAZ,4.0,,8 - 5,284,CAN,4:44
Action shot - Saved,8,12.0,5,5,KAZ,4.0,MCELROY J,8 - 5,264,CAN,4:24
Action shot - Missed,8,12.0,5,5,KAZ,4.0,PEKOVICH B,8 - 5,238,KAZ,3:58
Turnover foul,8,8.0,5,5,KAZ,4.0,GRAHAM K,8 - 5,210,CAN,3:30
Turnover foul,8,5.0,5,5,KAZ,4.0,USHAKOV V,8 - 5,210,KAZ,3:30
20 sec. exclusion in centre,8,3.0,5,5,KAZ,4.0,AXENOV A,8 - 5,196,KAZ,3:16
Extra player shot - Goal,9,12.0,5,5,KAZ,4.0,MCELROY J,9 - 5,191,CAN,3:11
Time-Out,9,,5,5,KAZ,4.0,,9 - 5,191,KAZ,3:11
Action shot - Saved,9,12.0,5,5,KAZ,4.0,PEKOVICH B,9 - 5,173,KAZ,2:53
Action shot - Goal,9,2.0,5,6,KAZ,4.0,GUBAREV S,9 - 6,159,KAZ,2:39
Action shot - Saved,9,10.0,5,6,KAZ,4.0,CONWAY J,9 - 6,128,CAN,2:08
Centre shot - Goal,9,2.0,5,7,KAZ,4.0,GUBAREV S,9 - 7,118,KAZ,1:58
5m shot - Saved,9,11.0,5,7,KAZ,4.0,TORAKIS G,9 - 7,93,CAN,1:33
Turnover foul,9,12.0,5,7,KAZ,4.0,PEKOVICH B,9 - 7,76,KAZ,1:16
Turnover foul,9,8.0,5,7,KAZ,4.0,GRAHAM K,9 - 7,49,CAN,0:49
Turnover foul,9,9.0,5,7,KAZ,4.0,UKUMANOV R,9 - 7,28,KAZ,0:28
Starting goalkeeper,0,1.0,6,0,BRA,1.0,RANDALL R,0 - 0,480,CAN,8:00
Starting goalkeeper,0,1.0,6,0,BRA,1.0,ANTONELLI V,0 - 0,480,BRA,8:00
Sprint won possession,0,8.0,6,0,BRA,1.0,GRAHAM K,0 - 0,480,CAN,8:00
Turnover foul,0,10.0,6,0,BRA,1.0,CONWAY J,0 - 0,451,CAN,7:31
5m shot - Post,0,6.0,6,0,BRA,1.0,GOMES B,0 - 0,424,BRA,7:04
Action shot - Post,0,5.0,6,0,BRA,1.0,BOYD J,0 - 0,397,CAN,6:37
Turnover foul,0,8.0,6,0,BRA,1.0,SILVA F,0 - 0,377,BRA,6:17
Action shot - Post,0,4.0,6,0,BRA,1.0,CONSTANTIN-BICARI,0 - 0,339,CAN,5:39
Turnover foul,0,2.0,6,0,BRA,1.0,KUDABA C,0 - 0,324,CAN,5:24
Steal,0,12.0,6,0,BRA,1.0,VRLIC J,0 - 0,324,BRA,5:24
Turnover foul,0,10.0,6,0,BRA,1.0,PERRONE F,0 - 0,305,BRA,5:05
Steal,0,8.0,6,0,BRA,1.0,GRAHAM K,0 - 0,305,CAN,5:05
Centre shot - Missed,0,5.0,6,0,BRA,1.0,BOYD J,0 - 0,286,CAN,4:46
5m shot - Missed,0,10.0,6,0,BRA,1.0,PERRONE F,0 - 0,260,BRA,4:20
Turnover foul,0,4.0,6,0,BRA,1.0,CONSTANTIN-BICARI,0 - 0,239,CAN,3:59
Steal,0,6.0,6,0,BRA,1.0,GOMES B,0 - 0,239,BRA,3:59
Action shot - Saved,0,8.0,6,0,BRA,1.0,SILVA F,0 - 0,223,BRA,3:43
Turnover foul,0,7.0,6,0,BRA,1.0,DELGADO A,0 - 0,205,BRA,3:25
Action shot - Goal,1,2.0,6,0,BRA,1.0,KUDABA C,1 - 0,188,CAN,3:08
20 sec. exclusion in centre,1,11.0,6,0,BRA,1.0,TORAKIS G,1 - 0,166,CAN,2:46
Extra player shot - Missed,1,4.0,6,0,BRA,1.0,GONZALEZ I,1 - 0,146,BRA,2:26
Turnover foul,1,3.0,6,0,BRA,1.0,VIKALO O,1 - 0,120,CAN,2:00
Action shot - Goal,1,10.0,6,1,BRA,1.0,PERRONE F,1 - 1,94,BRA,1:34
Penalty foul,1,9.0,6,1,BRA,1.0,ROCHA B,1 - 1,68,BRA,1:08
Penalty shot - Goal,2,10.0,6,1,BRA,1.0,CONWAY J,2 - 1,68,CAN,1:08
Action shot - Saved,2,3.0,6,1,BRA,1.0,GOMES G,2 - 1,43,BRA,0:43
Action shot - Saved,2,3.0,6,1,BRA,1.0,GOMES G,2 - 1,28,BRA,0:28
Action shot - Goal,2,11.0,6,2,BRA,1.0,GUIMARAES G,2 - 2,3,BRA,0:03
Time-Out,2,,6,2,BRA,1.0,,2 - 2,3,CAN,0:03
Starting goalkeeper,2,1.0,6,2,BRA,2.0,RANDALL R,2 - 2,480,CAN,8:00
Starting goalkeeper,2,1.0,6,2,BRA,2.0,ANTONELLI V,2 - 2,480,BRA,8:00
Sprint won possession,2,8.0,6,2,BRA,2.0,GRAHAM K,2 - 2,480,CAN,8:00
Turnover foul,2,8.0,6,2,BRA,2.0,GRAHAM K,2 - 2,453,CAN,7:33
Steal,2,1.0,6,2,BRA,2.0,ANTONELLI V,2 - 2,453,BRA,7:33
Action shot - Saved,2,7.0,6,2,BRA,2.0,DELGADO A,2 - 2,427,BRA,7:07
5m shot - Saved,2,12.0,6,2,BRA,2.0,MCELROY J,2 - 2,401,CAN,6:41
Turnover foul,2,10.0,6,2,BRA,2.0,PERRONE F,2 - 2,372,BRA,6:12
20 sec. exclusion in field,2,12.0,6,2,BRA,2.0,VRLIC J,2 - 2,358,BRA,5:58
Extra player shot - Goal,3,2.0,6,2,BRA,2.0,KUDABA C,3 - 2,345,CAN,5:45
Turnover foul,3,7.0,6,2,BRA,2.0,DELGADO A,3 - 2,320,BRA,5:20
Steal,3,5.0,6,2,BRA,2.0,BOYD J,3 - 2,320,CAN,5:20
20 sec. exclusion in centre,3,2.0,6,2,BRA,2.0,CRIVELLA J,3 - 2,303,BRA,5:03
Extra player shot - Post,3,5.0,6,2,BRA,2.0,BOYD J,3 - 2,295,CAN,4:55
Action shot - Saved,3,8.0,6,2,BRA,2.0,SILVA F,3 - 2,266,BRA,4:26
Action shot - Blocked,3,10.0,6,2,BRA,2.0,CONWAY J,3 - 2,236,CAN,3:56
Action shot - Goal,3,12.0,6,3,BRA,2.0,VRLIC J,3 - 3,213,BRA,3:33
Turnover foul,3,2.0,6,3,BRA,2.0,KUDABA C,3 - 3,196,CAN,3:16
Steal,3,11.0,6,3,BRA,2.0,GUIMARAES G,3 - 3,196,BRA,3:16
Counter attack - Saved,3,11.0,6,3,BRA,2.0,GUIMARAES G,3 - 3,185,BRA,3:05
20 sec. exclusion in centre,3,8.0,6,3,BRA,2.0,SILVA F,3 - 3,167,BRA,2:47
Extra player shot - Saved,3,3.0,6,3,BRA,2.0,VIKALO O,3 - 3,147,CAN,2:27
5m shot - Saved,3,10.0,6,3,BRA,2.0,PERRONE F,3 - 3,120,BRA,2:00
5m shot - Saved,3,10.0,6,3,BRA,2.0,PERRONE F,3 - 3,115,BRA,1:55
Time-Out,3,,6,3,BRA,2.0,,3 - 3,113,CAN,1:53
Turnover foul,3,8.0,6,3,BRA,2.0,GRAHAM K,3 - 3,93,CAN,1:33
Action shot - Saved,3,11.0,6,3,BRA,2.0,GUIMARAES G,3 - 3,76,BRA,1:16
5m shot - Saved,3,2.0,6,3,BRA,2.0,KUDABA C,3 - 3,47,CAN,0:47
Time-Out,3,,6,3,BRA,2.0,,3 - 3,44,BRA,0:44
20 sec. exclusion in centre,3,11.0,6,3,BRA,2.0,TORAKIS G,3 - 3,21,CAN,0:21
Turnover foul,3,10.0,6,3,BRA,2.0,PERRONE F,3 - 3,0,BRA,0:00
Steal,3,11.0,6,3,BRA,2.0,TORAKIS G,3 - 3,0,CAN,0:00
5m shot - Missed,3,11.0,6,3,BRA,2.0,TORAKIS G,3 - 3,0,CAN,0:00
Starting goalkeeper,3,1.0,6,3,BRA,3.0,RANDALL R,3 - 3,480,CAN,8:00
Starting goalkeeper,3,1.0,6,3,BRA,3.0,ANTONELLI V,3 - 3,480,BRA,8:00
Time-Out,3,,6,3,BRA,4.0,,3 - 3,80,BRA,1:20
Extra player shot - Post,3,10.0,6,3,BRA,4.0,PERRONE F,3 - 3,54,BRA,0:54
20 sec. exclusion in centre,3,3.0,6,3,BRA,4.0,GOMES G,3 - 3,38,BRA,0:38
Time-Out,3,,6,3,BRA,4.0,,3 - 3,38,CAN,0:38
Action shot - Saved,3,4.0,6,3,BRA,4.0,CONSTANTIN-BICARI,3 - 3,16,CAN,0:16
Action shot - Saved,3,10.0,6,3,BRA,4.0,PERRONE F,3 - 3,2,BRA,0:02
Sprint won possession,8,8.0,6,7,BRA,3.0,GRAHAM K,8 - 7,480,CAN,8:00
Action shot - Goal,4,10.0,6,3,BRA,3.0,CONWAY J,4 - 3,452,CAN,7:32
Turnover foul,4,2.0,6,3,BRA,3.0,CRIVELLA J,4 - 3,436,BRA,7:16
Steal,4,4.0,6,3,BRA,3.0,CONSTANTIN-BICARI,4 - 3,436,CAN,7:16
Turnover foul,4,4.0,6,3,BRA,3.0,CONSTANTIN-BICARI,4 - 3,420,CAN,7:00
Steal,4,10.0,6,3,BRA,3.0,PERRONE F,4 - 3,420,BRA,7:00
Penalty foul,4,2.0,6,3,BRA,3.0,KUDABA C,4 - 3,398,CAN,6:38
Penalty shot - Goal,4,7.0,6,4,BRA,3.0,DELGADO A,4 - 4,398,BRA,6:38
20 sec. exclusion in centre,4,2.0,6,4,BRA,3.0,CRIVELLA J,4 - 4,379,BRA,6:19
Action shot - Saved,4,4.0,6,4,BRA,3.0,CONSTANTIN-BICARI,4 - 4,357,CAN,5:57
Turnover foul,4,10.0,6,4,BRA,3.0,CONWAY J,4 - 4,352,CAN,5:52
Turnover foul,4,1.0,6,4,BRA,3.0,ANTONELLI V,4 - 4,329,BRA,5:29
Steal,4,5.0,6,4,BRA,3.0,BOYD J,4 - 4,329,CAN,5:29
Turnover foul,4,10.0,6,4,BRA,3.0,CONWAY J,4 - 4,306,CAN,5:06
Steal,4,1.0,6,4,BRA,3.0,ANTONELLI V,4 - 4,306,BRA,5:06
20 sec. exclusion in centre,4,12.0,6,4,BRA,3.0,MCELROY J,4 - 4,288,CAN,4:48
Yellow card,4,,6,4,BRA,3.0,Team Official,4 - 4,281,CAN,4:41
Extra player shot - Saved,4,12.0,6,4,BRA,3.0,VRLIC J,4 - 4,258,BRA,4:18
20 sec. exclusion in centre,4,8.0,6,4,BRA,3.0,SILVA F,4 - 4,240,BRA,4:00
Action shot - Saved,4,10.0,6,4,BRA,3.0,CONWAY J,4 - 4,215,CAN,3:35
Centre shot - Goal,4,12.0,6,5,BRA,3.0,VRLIC J,4 - 5,208,BRA,3:28
Turnover foul,4,10.0,6,5,BRA,3.0,CONWAY J,4 - 5,183,CAN,3:03
Steal,4,5.0,6,5,BRA,3.0,SALEMI P,4 - 5,183,BRA,3:03
Action shot - Missed,4,4.0,6,5,BRA,3.0,GONZALEZ I,4 - 5,162,BRA,2:42
Turnover foul,4,8.0,6,5,BRA,3.0,GRAHAM K,4 - 5,141,CAN,2:21
Turnover foul,4,5.0,6,5,BRA,3.0,SALEMI P,4 - 5,116,BRA,1:56
20 sec. exclusion in centre,4,5.0,6,5,BRA,3.0,SALEMI P,4 - 5,116,BRA,1:56
Extra player shot - Saved,4,3.0,6,5,BRA,3.0,VIKALO O,4 - 5,98,CAN,1:38
20 sec. exclusion in centre,4,7.0,6,5,BRA,3.0,TASCHEREAU A,4 - 5,75,CAN,1:15
Time-Out,4,,6,5,BRA,3.0,,4 - 5,75,BRA,1:15
Action shot - Saved,4,7.0,6,5,BRA,3.0,DELGADO A,4 - 5,52,BRA,0:52
Turnover foul,4,3.0,6,5,BRA,3.0,VIKALO O,4 - 5,32,CAN,0:32
20 sec. exclusion in field,4,7.0,6,5,BRA,3.0,TASCHEREAU A,4 - 5,19,CAN,0:19
Extra player shot - Goal,4,7.0,6,6,BRA,3.0,DELGADO A,4 - 6,5,BRA,0:05
Time-Out,4,,6,6,BRA,3.0,,4 - 6,5,CAN,0:05
Action shot - Goal,5,4.0,6,6,BRA,3.0,CONSTANTIN-BICARI,5 - 6,1,CAN,0:01
Starting goalkeeper,5,1.0,6,6,BRA,4.0,RANDALL R,5 - 6,480,CAN,8:00
Starting goalkeeper,5,1.0,6,6,BRA,4.0,ANTONELLI V,5 - 6,480,BRA,8:00
Sprint won possession,5,8.0,6,6,BRA,4.0,GRAHAM K,5 - 6,480,CAN,8:00
Turnover foul,5,12.0,6,6,BRA,4.0,MCELROY J,5 - 6,460,CAN,7:40
Steal,5,2.0,6,6,BRA,4.0,CRIVELLA J,5 - 6,460,BRA,7:40
Turnover foul,5,11.0,6,6,BRA,4.0,GUIMARAES G,5 - 6,444,BRA,7:24
Steal,5,1.0,6,6,BRA,4.0,RANDALL R,5 - 6,444,CAN,7:24
Turnover foul,5,5.0,6,6,BRA,4.0,BOYD J,5 - 6,415,CAN,6:55
20 sec. exclusion in centre,5,5.0,6,6,BRA,4.0,BOYD J,5 - 6,397,CAN,6:37
Action shot - Saved,5,12.0,6,6,BRA,4.0,VRLIC J,5 - 6,378,BRA,6:18
Action shot - Saved,5,2.0,6,6,BRA,4.0,CRIVELLA J,5 - 6,372,BRA,6:12
20 sec. exclusion in field,5,9.0,6,6,BRA,4.0,ROCHA B,5 - 6,370,BRA,6:10
Action shot - Goal,6,5.0,6,6,BRA,4.0,BOYD J,6 - 6,348,CAN,5:48
Action shot - Goal,6,7.0,6,7,BRA,4.0,DELGADO A,6 - 7,321,BRA,5:21
Turnover foul,6,8.0,6,7,BRA,4.0,GRAHAM K,6 - 7,299,CAN,4:59
Steal,6,6.0,6,7,BRA,4.0,GOMES B,6 - 7,299,BRA,4:59
Action shot - Blocked,6,7.0,6,7,BRA,4.0,DELGADO A,6 - 7,272,BRA,4:32
Turnover foul,6,5.0,6,7,BRA,4.0,SALEMI P,6 - 7,247,BRA,4:07
20 sec. exclusion in centre,6,8.0,6,7,BRA,4.0,SILVA F,6 - 7,228,BRA,3:48
Exclusion with substitution,6,8.0,6,7,BRA,4.0,SILVA F,6 - 7,228,BRA,3:48
Centre shot - Goal,7,12.0,6,7,BRA,4.0,MCELROY J,7 - 7,207,CAN,3:27
Turnover foul,7,10.0,6,7,BRA,4.0,PERRONE F,7 - 7,182,BRA,3:02
Turnover foul,7,4.0,6,7,BRA,4.0,CONSTANTIN-BICARI,7 - 7,162,CAN,2:42
Steal,7,10.0,6,7,BRA,4.0,PERRONE F,7 - 7,162,BRA,2:42
20 sec. exclusion in centre,7,8.0,6,7,BRA,4.0,GRAHAM K,7 - 7,140,CAN,2:20
Extra player shot - Saved,7,10.0,6,7,BRA,4.0,PERRONE F,7 - 7,128,BRA,2:08
5m shot - Missed,7,8.0,6,7,BRA,4.0,GRAHAM K,7 - 7,104,CAN,1:44
20 sec. exclusion in centre,7,12.0,6,7,BRA,4.0,MCELROY J,7 - 7,80,CAN,1:20
