Action,CAN,Cap,Game,Opponent,Opponent name,Period,Player,Score,Seconds,Team,Time
20 sec. exclusion in centre,4,4.0,1,11,CRO,4.0,LONCAR L,11 - 4,391,CRO,6:31
Action shot - Saved,4,8.0,1,11,CRO,4.0,GRAHAM K,11 - 4,367,CAN,6:07
Action shot - Saved,4,7.0,1,11,CRO,4.0,MUSLIM P,11 - 4,350,CRO,5:50
Turnover foul,4,8.0,1,11,CRO,4.0,BUSLJE A,11 - 4,335,CRO,5:35
Steal,4,8.0,1,11,CRO,4.0,GRAHAM K,11 - 4,335,CAN,5:35
20 sec. exclusion in centre,4,11.0,1,11,CRO,4.0,TORAKIS G,11 - 4,321,CAN,5:21
Action shot - Goal,5,4.0,1,11,CRO,4.0,CONSTANTIN-BICARI,11 - 5,290,CAN,4:50
Turnover foul,5,4.0,1,11,CRO,4.0,LONCAR L,11 - 5,270,CRO,4:30
5m shot - Goal,6,2.0,1,11,CRO,4.0,KUDABA C,11 - 6,245,CAN,4:05
Action shot - Goal,6,12.0,1,12,CRO,4.0,OBRADOVIC P,12 - 6,230,CRO,3:50
5m shot - Blocked,6,2.0,1,12,CRO,4.0,KUDABA C,12 - 6,202,CAN,3:22
Turnover foul,6,5.0,1,12,CRO,4.0,BOYD J,12 - 6,178,CAN,2:58
Steal,6,9.0,1,12,CRO,4.0,SUKNO S,12 - 6,178,CRO,2:58
Turnover foul,6,3.0,1,12,CRO,4.0,PETKOVIC A,12 - 6,153,CRO,2:33
Steal,6,8.0,1,12,CRO,4.0,GRAHAM K,12 - 6,153,CAN,2:33
Counter attack - Goal,7,10.0,1,12,CRO,4.0,CONWAY J,12 - 7,146,CAN,2:26
Centre shot - Saved,7,7.0,1,12,CRO,4.0,MUSLIM P,12 - 7,129,CRO,2:09
5m shot - Saved,7,5.0,1,12,CRO,4.0,BOYD J,12 - 7,108,CAN,1:48
Time-Out,7,,1,12,CRO,4.0,,12 - 7,107,CRO,1:47
Turnover foul,7,2.0,1,12,CRO,4.0,BURIC D,12 - 7,78,CRO,1:18
Steal,7,1.0,1,12,CRO,4.0,RANDALL R,12 - 7,78,CAN,1:18
5m shot - Saved,7,5.0,1,12,CRO,4.0,BOYD J,12 - 7,55,CAN,0:55
Turnover foul,7,9.0,1,12,CRO,4.0,SUKNO S,12 - 7,28,CRO,0:28
Time-Out,7,,1,12,CRO,4.0,,12 - 7,28,CAN,0:28
Turnover foul,7,2.0,1,12,CRO,4.0,KUDABA C,12 - 7,2,CAN,0:02
Starting goalkeeper,0,1.0,2,0,CHN,1.0,WU H,0 - 0,480,CHN,8:00
Starting goalkeeper,0,1.0,2,0,CHN,1.0,RANDALL R,0 - 0,480,CAN,8:00
Sprint won possession,0,8.0,2,0,CHN,1.0,GRAHAM K,0 - 0,480,CAN,8:00
Turnover foul,0,12.0,2,0,CHN,1.0,MCELROY J,0 - 0,455,CAN,7:35
Turnover foul,0,8.0,2,0,CHN,1.0,GRAHAM K,0 - 0,417,CAN,6:57
5m shot - Post,0,11.0,2,0,CHN,1.0,ZHANG C,0 - 0,395,CHN,6:35
Action shot - Post,0,4.0,2,0,CHN,1.0,CONSTANTIN-BICARI,0 - 0,372,CAN,6:12
5m shot - Missed,0,5.0,2,0,CHN,1.0,LU W,0 - 0,352,CHN,5:52
Action shot - Missed,0,5.0,2,0,CHN,1.0,BOYD J,0 - 0,335,CAN,5:35
Centre shot - Saved,0,6.0,2,0,CHN,1.0,LI L,0 - 0,320,CHN,5:20
5m shot - Blocked,0,2.0,2,0,CHN,1.0,TAN F,0 - 0,294,CHN,4:54
Turnover foul,0,2.0,2,0,CHN,1.0,TAN F,0 - 0,290,CHN,4:50
Action shot - Saved,0,10.0,2,0,CHN,1.0,CONWAY J,0 - 0,265,CAN,4:25
Time-Out,0,,2,0,CHN,1.0,,0 - 0,261,CHN,4:21
Turnover foul,0,3.0,2,0,CHN,1.0,HU Z,0 - 0,252,CHN,4:12
Action shot - Saved,0,8.0,2,0,CHN,1.0,GRAHAM K,0 - 0,241,CAN,4:01
5m shot - Post,0,11.0,2,0,CHN,1.0,ZHANG C,0 - 0,212,CHN,3:32
Turnover foul,0,12.0,2,0,CHN,1.0,LIANG N,0 - 0,183,CHN,3:03
20 sec. exclusion in centre,0,7.0,2,0,CHN,1.0,CHEN Z,0 - 0,155,CHN,2:35
Extra player shot - Goal,1,2.0,2,0,CHN,1.0,KUDABA C,0 - 1,138,CAN,2:18
5m shot - Blocked,1,3.0,2,0,CHN,1.0,HU Z,0 - 1,114,CHN,1:54
5m shot - Goal,2,12.0,2,0,CHN,1.0,MCELROY J,0 - 2,97,CAN,1:37
5m shot - Blocked,2,4.0,2,0,CHN,1.0,DONG T,0 - 2,73,CHN,1:13
20 sec. exclusion in centre,2,2.0,2,0,CHN,1.0,TAN F,0 - 2,65,CHN,1:05
Action shot - Goal,3,12.0,2,0,CHN,1.0,MCELROY J,0 - 3,42,CAN,0:42
5m shot - Saved,3,2.0,2,0,CHN,1.0,TAN F,0 - 3,17,CHN,0:17
Time-Out,3,,2,0,CHN,1.0,,0 - 3,16,CAN,0:16
Turnover foul,3,12.0,2,0,CHN,1.0,MCELROY J,0 - 3,4,CAN,0:04
Steal,3,5.0,2,0,CHN,1.0,LU W,0 - 3,4,CHN,0:04
Starting goalkeeper,3,1.0,2,0,CHN,2.0,WU H,0 - 3,480,CHN,8:00
Starting goalkeeper,3,1.0,2,0,CHN,2.0,RANDALL R,0 - 3,480,CAN,8:00
Sprint won possession,3,8.0,2,0,CHN,2.0,GRAHAM K,0 - 3,480,CAN,8:00
5m shot - Saved,3,8.0,2,0,CHN,2.0,GRAHAM K,0 - 3,456,CAN,7:36
Turnover foul,3,1.0,2,0,CHN,2.0,WU H,0 - 3,450,CHN,7:30
Action shot - Goal,4,4.0,2,0,CHN,2.0,CONSTANTIN-BICARI,0 - 4,441,CAN,7:21
Action shot - Saved,4,12.0,2,0,CHN,2.0,LIANG N,0 - 4,420,CHN,7:00
Turnover foul,4,12.0,2,0,CHN,2.0,MCELROY J,0 - 4,402,CAN,6:42
5m shot - Saved,4,6.0,2,0,CHN,2.0,LI L,0 - 4,383,CHN,6:23
5m shot - Saved,4,5.0,2,0,CHN,2.0,BOYD J,0 - 4,360,CAN,6:00
Action shot - Saved,4,7.0,2,0,CHN,2.0,TASCHEREAU A,0 - 4,344,CAN,5:44
Penalty foul,4,8.0,2,0,CHN,2.0,LI L,0 - 4,322,CHN,5:22
Penalty shot - Goal,5,12.0,2,0,CHN,2.0,MCELROY J,0 - 5,322,CAN,5:22
Action shot - Saved,5,10.0,2,0,CHN,2.0,CONWAY J,0 - 5,293,CAN,4:53
Turnover foul,5,4.0,2,0,CHN,2.0,DONG T,0 - 5,269,CHN,4:29
5m shot - Post,5,5.0,2,0,CHN,2.0,BOYD J,0 - 5,246,CAN,4:06
Turnover foul,5,3.0,2,0,CHN,2.0,HU Z,0 - 5,227,CHN,3:47
5m shot - Goal,6,5.0,2,0,CHN,2.0,BOYD J,0 - 6,205,CAN,3:25
Action shot - Saved,6,3.0,2,0,CHN,2.0,HU Z,0 - 6,184,CHN,3:04
Turnover foul,6,4.0,2,0,CHN,2.0,CONSTANTIN-BICARI,0 - 6,164,CAN,2:44
5m shot - Saved,6,11.0,2,0,CHN,2.0,ZHANG C,0 - 6,138,CHN,2:18
Time-Out,6,,2,0,CHN,2.0,,0 - 6,129,CAN,2:09
Turnover foul,6,10.0,2,0,CHN,2.0,CONWAY J,0 - 6,106,CAN,1:46
20 sec. exclusion in centre,6,9.0,2,0,CHN,2.0,HALAJIAN M,0 - 6,88,CAN,1:28
Time-Out,6,,2,0,CHN,2.0,,0 - 6,88,CHN,1:28
Action shot - Blocked,6,6.0,2,0,CHN,2.0,LI L,0 - 6,61,CHN,1:01
Turnover foul,6,12.0,2,0,CHN,2.0,MCELROY J,0 - 6,32,CAN,0:32
Turnover foul,6,10.0,2,0,CHN,2.0,CHEN J,0 - 6,20,CHN,0:20
Action shot - Saved,6,8.0,2,0,CHN,2.0,GRAHAM K,0 - 6,5,CAN,0:05
Action shot - Saved,6,10.0,2,0,CHN,2.0,CONWAY J,0 - 6,1,CAN,0:01
Starting goalkeeper,6,1.0,2,0,CHN,3.0,WU H,0 - 6,480,CHN,8:00
Starting goalkeeper,6,1.0,2,0,CHN,3.0,RANDALL R,0 - 6,480,CAN,8:00
Sprint won possession,6,8.0,2,0,CHN,3.0,GRAHAM K,0 - 6,480,CAN,8:00
20 sec. exclusion in centre,6,6.0,2,0,CHN,3.0,LI L,0 - 6,460,CHN,7:40
Action shot - Saved,6,12.0,2,0,CHN,3.0,MCELROY J,0 - 6,447,CAN,7:27
5m shot - Missed,6,3.0,2,0,CHN,3.0,HU Z,0 - 6,426,CHN,7:06
Action shot - Saved,6,4.0,2,0,CHN,3.0,CONSTANTIN-BICARI,0 - 6,411,CAN,6:51
20 sec. exclusion in centre,6,8.0,2,0,CHN,3.0,GRAHAM K,0 - 6,394,CAN,6:34
Extra player shot - Goal,6,2.0,2,1,CHN,3.0,TAN F,1 - 6,372,CHN,6:12
Turnover foul,6,2.0,2,1,CHN,3.0,KUDABA C,1 - 6,348,CAN,5:48
Steal,6,11.0,2,1,CHN,3.0,ZHANG C,1 - 6,341,CHN,5:41
5m shot - Missed,6,2.0,2,1,CHN,3.0,TAN F,1 - 6,326,CHN,5:26
20 sec. exclusion in field,6,12.0,2,1,CHN,3.0,LIANG N,1 - 6,322,CHN,5:22
Time-Out,6,,2,1,CHN,3.0,,1 - 6,322,CAN,5:22
Extra player shot - Saved,6,10.0,2,1,CHN,3.0,CONWAY J,1 - 6,285,CAN,4:45
Action shot - Saved,6,12.0,2,1,CHN,3.0,MCELROY J,1 - 6,276,CAN,4:36
20 sec. exclusion in centre,6,2.0,2,1,CHN,3.0,KUDABA C,1 - 6,275,CAN,4:35
Extra player shot - Saved,6,11.0,2,1,CHN,3.0,ZHANG C,1 - 6,255,CHN,4:15
Action shot - Goal,7,3.0,2,1,CHN,3.0,VIKALO O,1 - 7,231,CAN,3:51
5m shot - Saved,7,3.0,2,1,CHN,3.0,HU Z,1 - 7,209,CHN,3:29
5m shot - Saved,7,6.0,2,1,CHN,3.0,LI L,1 - 7,185,CHN,3:05
Turnover foul,7,8.0,2,1,CHN,3.0,GRAHAM K,1 - 7,163,CAN,2:43
Steal,7,3.0,2,1,CHN,3.0,HU Z,1 - 7,163,CHN,2:43
Time-Out,7,,2,1,CHN,3.0,,1 - 7,163,CHN,2:43
Turnover foul,7,3.0,2,1,CHN,3.0,HU Z,1 - 7,151,CHN,2:31
5m shot - Saved,7,5.0,2,1,CHN,3.0,BOYD J,1 - 7,128,CAN,2:08
Turnover foul,7,5.0,2,1,CHN,3.0,BOYD J,1 - 7,116,CAN,1:56
Steal,7,4.0,2,1,CHN,3.0,DONG T,1 - 7,116,CHN,1:56
5m shot - Saved,7,12.0,2,1,CHN,3.0,LIANG N,1 - 7,90,CHN,1:30
Turnover foul,7,5.0,2,1,CHN,3.0,BOYD J,1 - 7,64,CAN,1:04
Steal,7,4.0,2,1,CHN,3.0,DONG T,1 - 7,64,CHN,1:04
5m shot - Post,7,3.0,2,1,CHN,3.0,HU Z,1 - 7,38,CHN,0:38
Turnover foul,7,10.0,2,1,CHN,3.0,CONWAY J,1 - 7,12,CAN,0:12
Starting goalkeeper,7,1.0,2,1,CHN,4.0,WU H,1 - 7,480,CHN,8:00
Starting goalkeeper,7,1.0,2,1,CHN,4.0,RANDALL R,1 - 7,480,CAN,8:00
Sprint won possession,7,3.0,2,1,CHN,4.0,HU Z,1 - 7,480,CHN,8:00
20 sec. exclusion in centre,7,8.0,2,1,CHN,4.0,GRAHAM K,1 - 7,463,CAN,7:43
Extra player shot - Saved,7,11.0,2,1,CHN,4.0,ZHANG C,1 - 7,443,CHN,7:23
Turnover foul,7,10.0,2,1,CHN,4.0,CONWAY J,1 - 7,417,CAN,6:57
5m shot - Saved,7,2.0,2,1,CHN,4.0,TAN F,1 - 7,400,CHN,6:40
5m shot - Saved,7,10.0,2,1,CHN,4.0,CHEN J,1 - 7,342,CHN,5:42
Turnover foul,7,11.0,2,1,CHN,4.0,TORAKIS G,1 - 7,310,CAN,5:10
5m shot - Saved,7,12.0,2,1,CHN,4.0,LIANG N,1 - 7,285,CHN,4:45
Time-Out,7,,2,1,CHN,4.0,,1 - 7,283,CAN,4:43
Turnover foul,7,8.0,2,1,CHN,4.0,GRAHAM K,1 - 7,257,CAN,4:17
Turnover foul,7,12.0,2,1,CHN,4.0,LIANG N,1 - 7,244,CHN,4:04
Action shot - Saved,7,9.0,2,1,CHN,4.0,HALAJIAN M,1 - 7,230,CAN,3:50
20 sec. exclusion in centre,7,12.0,2,1,CHN,4.0,MCELROY J,1 - 7,210,CAN,3:30
Extra player shot - Missed,7,2.0,2,1,CHN,4.0,TAN F,1 - 7,191,CHN,3:11
Turnover foul,7,8.0,2,1,CHN,4.0,GRAHAM K,1 - 7,180,CAN,3:00
Steal,7,4.0,2,1,CHN,4.0,DONG T,1 - 7,180,CHN,3:00
20 sec. exclusion in centre,7,5.0,2,1,CHN,4.0,LU W,1 - 7,136,CHN,2:16
Extra player shot - Post,7,12.0,2,1,CHN,4.0,MCELROY J,1 - 7,119,CAN,1:59
Action shot - Goal,8,2.0,2,1,CHN,4.0,KUDABA C,1 - 8,113,CAN,1:53
Action shot - Goal,8,2.0,2,2,CHN,4.0,TAN F,2 - 8,95,CHN,1:35
Action shot - Saved,8,8.0,2,2,CHN,4.0,GRAHAM K,2 - 8,67,CAN,1:07
Turnover foul,8,2.0,2,2,CHN,4.0,TAN F,2 - 8,51,CHN,0:51
Turnover foul,8,2.0,2,2,CHN,4.0,KUDABA C,2 - 8,29,CAN,0:29
Time-Out,8,,2,2,CHN,4.0,,2 - 8,29,CHN,0:29
Yellow card,8,,2,2,CHN,4.0,Team Official,2 - 8,29,CHN,0:29
5m shot - Saved,8,2.0,2,2,CHN,4.0,TAN F,2 - 8,11,CHN,0:11
Starting goalkeeper,0,1.0,3,0,BRA,1.0,ANTONELLI V,0 - 0,480,BRA,8:00
Starting goalkeeper,0,1.0,3,0,BRA,1.0,RANDALL R,0 - 0,480,CAN,8:00
Sprint won possession,0,8.0,3,0,BRA,1.0,GRAHAM K,0 - 0,480,CAN,8:00
Turnover foul,0,12.0,3,0,BRA,1.0,MCELROY J,0 - 0,452,CAN,7:32
5m shot - Saved,0,6.0,3,0,BRA,1.0,GOMES B,0 - 0,424,BRA,7:04
20 sec. exclusion in field,0,8.0,3,0,BRA,1.0,GRAHAM K,0 - 0,402,CAN,6:42
Action shot - Blocked,0,2.0,3,0,BRA,1.0,CRIVELLA J,0 - 0,376,BRA,6:16
20 sec. exclusion in field,0,6.0,3,0,BRA,1.0,GOMES B,0 - 0,361,BRA,6:01
Extra player shot - Blocked,0,12.0,3,0,BRA,1.0,MCELROY J,0 - 0,341,CAN,5:41
Turnover foul,0,12.0,3,0,BRA,1.0,VRLIC J,0 - 0,319,BRA,5:19
Action shot - Goal,1,2.0,3,0,BRA,1.0,KUDABA C,0 - 1,304,CAN,5:04
Action shot - Saved,1,7.0,3,0,BRA,1.0,DELGADO A,0 - 1,274,BRA,4:34
20 sec. exclusion in centre,1,2.0,3,0,BRA,1.0,CRIVELLA J,0 - 1,251,BRA,4:11
Extra player shot - Missed,1,5.0,3,0,BRA,1.0,BOYD J,0 - 1,235,CAN,3:55
Action shot - Blocked,1,7.0,3,0,BRA,1.0,DELGADO A,0 - 1,209,BRA,3:29
Turnover foul,1,10.0,3,0,BRA,1.0,PERRONE F,0 - 1,194,BRA,3:14
Steal,1,1.0,3,0,BRA,1.0,RANDALL R,0 - 1,194,CAN,3:14
Counter attack - Saved,1,5.0,3,0,BRA,1.0,BOYD J,0 - 1,175,CAN,2:55
Action shot - Blocked,1,10.0,3,0,BRA,1.0,PERRONE F,0 - 1,150,BRA,2:30
Centre shot - Goal,2,4.0,3,0,BRA,1.0,CONSTANTIN-BICARI,0 - 2,130,CAN,2:10
5m shot - Saved,2,10.0,3,0,BRA,1.0,PERRONE F,0 - 2,104,BRA,1:44
5m shot - Goal,3,12.0,3,0,BRA,1.0,MCELROY J,0 - 3,84,CAN,1:24
Turnover foul,3,2.0,3,0,BRA,1.0,CRIVELLA J,0 - 3,54,BRA,0:54
Turnover foul,3,3.0,3,0,BRA,1.0,VIKALO O,0 - 3,31,CAN,0:31
20 sec. exclusion in field,3,12.0,3,0,BRA,1.0,MCELROY J,0 - 3,31,CAN,0:31
Time-Out,3,,3,0,BRA,1.0,,0 - 3,31,BRA,0:31
Extra player shot - Blocked,3,10.0,3,0,BRA,1.0,PERRONE F,0 - 3,7,BRA,0:07
Action shot - Post,3,10.0,3,0,BRA,1.0,PERRONE F,0 - 3,1,BRA,0:01
Time-Out,3,,3,0,BRA,1.0,,0 - 3,1,CAN,0:01
Starting goalkeeper,3,1.0,3,0,BRA,2.0,ANTONELLI V,0 - 3,480,BRA,8:00
Starting goalkeeper,3,1.0,3,0,BRA,2.0,RANDALL R,0 - 3,480,CAN,8:00
Sprint won possession,3,8.0,3,0,BRA,2.0,GRAHAM K,0 - 3,480,CAN,8:00
Turnover foul,3,2.0,3,0,BRA,2.0,KUDABA C,0 - 3,451,CAN,7:31
Steal,3,10.0,3,0,BRA,2.0,PERRONE F,0 - 3,451,BRA,7:31
20 sec. exclusion in centre,3,2.0,3,0,BRA,2.0,KUDABA C,0 - 3,433,CAN,7:13
Extra player shot - Post,3,6.0,3,0,BRA,2.0,GOMES B,0 - 3,413,BRA,6:53
Action shot - Goal,4,5.0,3,0,BRA,2.0,BOYD J,0 - 4,397,CAN,6:37
