Action,Cap,Game,Opponent,Opponent name,Period,Player,RUS,Score,Seconds,Team,Time
Extra player shot - Goal,6.0,5,1,HUN,1.0,HOSNYANSZKY N,0,1 - 0,421,HUN,7:01
Action shot - Saved,7.0,5,1,HUN,1.0,MERKULOV D,0,1 - 0,395,RUS,6:35
20 sec. exclusion in centre,8.0,5,1,HUN,1.0,GOR-NAGY M,0,1 - 0,373,HUN,6:13
Extra player shot - Blocked,11.0,5,1,HUN,1.0,LISUNOV S,0,1 - 0,358,RUS,5:58
Action shot - Blocked,9.0,5,1,HUN,1.0,ERDELYI B,0,1 - 0,332,HUN,5:32
Action shot - Saved,8.0,5,1,HUN,1.0,NAGAEV I,0,1 - 0,312,RUS,5:12
Turnover foul,7.0,5,1,HUN,1.0,MERKULOV D,0,1 - 0,256,RUS,4:16
5m shot - Goal,10.0,5,2,HUN,1.0,VARGA D,0,2 - 0,241,HUN,4:01
Time-Out,,5,2,HUN,1.0,,0,2 - 0,241,RUS,4:01
20 sec. exclusion in centre,2.0,5,2,HUN,1.0,TOROK B,0,2 - 0,228,HUN,3:48
Action shot - Missed,8.0,5,2,HUN,1.0,NAGAEV I,0,2 - 0,203,RUS,3:23
Centre shot - Saved,3.0,5,2,HUN,1.0,MANHERCZ K,0,2 - 0,192,HUN,3:12
Action shot - Post,12.0,5,2,HUN,1.0,SHEPELEV R,0,2 - 0,166,RUS,2:46
Action shot - Goal,3.0,5,3,HUN,1.0,MANHERCZ K,0,3 - 0,140,HUN,2:20
Turnover foul,4.0,5,3,HUN,1.0,DEREVIANKIN N,0,3 - 0,127,RUS,2:07
5m shot - Goal,6.0,5,4,HUN,1.0,HOSNYANSZKY N,0,4 - 0,106,HUN,1:46
Action shot - Post,7.0,5,4,HUN,1.0,MERKULOV D,0,4 - 0,79,RUS,1:19
20 sec. exclusion in centre,2.0,5,4,HUN,1.0,LAZAREV N,0,4 - 0,53,RUS,0:53
Time-Out,,5,4,HUN,1.0,,0,4 - 0,53,HUN,0:53
Extra player shot - Goal,5.0,5,5,HUN,1.0,VAMOS M,0,5 - 0,42,HUN,0:42
20 sec. exclusion in centre,8.0,5,5,HUN,1.0,GOR-NAGY M,0,5 - 0,21,HUN,0:21
Extra player shot - Saved,4.0,5,5,HUN,1.0,DEREVIANKIN N,0,5 - 0,4,RUS,0:04
Centre shot - Saved,6.0,5,5,HUN,1.0,ASHAEV A,0,5 - 0,1,RUS,0:01
Starting goalkeeper,1.0,5,5,HUN,2.0,NAGY V,0,5 - 0,480,HUN,8:00
Starting goalkeeper,13.0,5,5,HUN,2.0,STATSENKO V,0,5 - 0,480,RUS,8:00
Sprint won possession,10.0,5,5,HUN,2.0,KHOLOD D,0,5 - 0,480,RUS,8:00
Turnover foul,11.0,5,5,HUN,2.0,LISUNOV S,0,5 - 0,465,RUS,7:45
Turnover foul,5.0,5,5,HUN,2.0,VAMOS M,0,5 - 0,439,HUN,7:19
Turnover foul,11.0,5,5,HUN,2.0,MEZEI T,0,5 - 0,434,HUN,7:14
Steal,10.0,5,5,HUN,2.0,KHOLOD D,0,5 - 0,434,RUS,7:14
5m shot - Saved,9.0,5,5,HUN,2.0,SUCHKOV I,0,5 - 0,411,RUS,6:51
Turnover foul,11.0,5,5,HUN,2.0,LISUNOV S,0,5 - 0,398,RUS,6:38
Steal,6.0,5,5,HUN,2.0,HOSNYANSZKY N,0,5 - 0,398,HUN,6:38
5m shot - Goal,10.0,5,6,HUN,2.0,VARGA D,0,6 - 0,374,HUN,6:14
Goalkeeper substitution,1.0,5,6,HUN,2.0,KORNEEV K,0,6 - 0,374,RUS,6:14
5m shot - Post,10.0,5,6,HUN,2.0,KHOLOD D,0,6 - 0,349,RUS,5:49
20 sec. exclusion in centre,2.0,5,6,HUN,2.0,TOROK B,0,6 - 0,330,HUN,5:30
Extra player shot - Goal,8.0,5,6,HUN,2.0,NAGAEV I,1,6 - 1,317,RUS,5:17
5m shot - Missed,6.0,5,6,HUN,2.0,HOSNYANSZKY N,1,6 - 1,289,HUN,4:49
Action shot - Saved,10.0,5,6,HUN,2.0,KHOLOD D,1,6 - 1,263,RUS,4:23
Turnover foul,4.0,5,6,HUN,2.0,DEREVIANKIN N,1,6 - 1,253,RUS,4:13
Steal,1.0,5,6,HUN,2.0,NAGY V,1,6 - 1,253,HUN,4:13
20 sec. exclusion in centre,6.0,5,6,HUN,2.0,ASHAEV A,1,6 - 1,230,RUS,3:50
Time-Out,,5,6,HUN,2.0,,1,6 - 1,230,HUN,3:50
Extra player shot - Missed,7.0,5,6,HUN,2.0,DECKER A,1,6 - 1,212,HUN,3:32
5m shot - Saved,10.0,5,6,HUN,2.0,KHOLOD D,1,6 - 1,189,RUS,3:09
20 sec. exclusion in centre,7.0,5,6,HUN,2.0,DECKER A,1,6 - 1,180,HUN,3:00
Time-Out,,5,6,HUN,2.0,,1,6 - 1,180,RUS,3:00
Extra player shot - Saved,2.0,5,6,HUN,2.0,LAZAREV N,1,6 - 1,161,RUS,2:41
Turnover foul,4.0,5,6,HUN,2.0,DEREVIANKIN N,1,6 - 1,147,RUS,2:27
Steal,9.0,5,6,HUN,2.0,ERDELYI B,1,6 - 1,147,HUN,2:27
5m shot - Goal,5.0,5,7,HUN,2.0,VAMOS M,1,7 - 1,128,HUN,2:08
5m shot - Saved,8.0,5,7,HUN,2.0,NAGAEV I,1,7 - 1,105,RUS,1:45
20 sec. exclusion in field,8.0,5,7,HUN,2.0,NAGAEV I,1,7 - 1,88,RUS,1:28
Extra player shot - Blocked,4.0,5,7,HUN,2.0,ZALANKI G,1,7 - 1,73,HUN,1:13
Action shot - Saved,3.0,5,7,HUN,4.0,VASILYEV E,1,7 - 1,90,RUS,1:30
Action shot - Missed,5.0,5,7,HUN,4.0,VAMOS M,1,7 - 1,61,HUN,1:01
20 sec. exclusion in field,5.0,5,7,HUN,4.0,VAMOS M,1,7 - 1,56,HUN,0:56
20 sec. exclusion in field,4.0,5,7,HUN,2.0,ZALANKI G,1,7 - 1,69,HUN,1:09
Action shot - Blocked,5.0,5,7,HUN,2.0,BUGAYCHUK A,1,7 - 1,45,RUS,0:45
5m shot - Goal,10.0,5,8,HUN,2.0,VARGA D,1,8 - 1,25,HUN,0:25
5m shot - Saved,10.0,5,8,HUN,2.0,KHOLOD D,1,8 - 1,5,RUS,0:05
Starting goalkeeper,1.0,5,8,HUN,3.0,NAGY V,1,8 - 1,480,HUN,8:00
Starting goalkeeper,1.0,5,8,HUN,3.0,KORNEEV K,1,8 - 1,480,RUS,8:00
Sprint won possession,4.0,5,8,HUN,3.0,ZALANKI G,1,8 - 1,480,HUN,8:00
20 sec. exclusion in centre,9.0,5,8,HUN,3.0,SUCHKOV I,1,8 - 1,461,RUS,7:41
Extra player shot - Goal,12.0,5,9,HUN,3.0,HARAI B,1,9 - 1,441,HUN,7:21
Centre shot - Saved,11.0,5,9,HUN,3.0,LISUNOV S,1,9 - 1,424,RUS,7:04
20 sec. exclusion in field,8.0,5,9,HUN,3.0,NAGAEV I,1,9 - 1,409,RUS,6:49
Extra player shot - Goal,3.0,5,10,HUN,3.0,MANHERCZ K,1,10 - 1,396,HUN,6:36
Turnover foul,11.0,5,10,HUN,3.0,LISUNOV S,1,10 - 1,378,RUS,6:18
Steal,10.0,5,10,HUN,3.0,VARGA D,1,10 - 1,378,HUN,6:18
Turnover foul,5.0,5,10,HUN,3.0,VAMOS M,1,10 - 1,375,HUN,6:15
5m shot - Goal,5.0,5,10,HUN,3.0,BUGAYCHUK A,2,10 - 2,349,RUS,5:49
Turnover foul,11.0,5,10,HUN,3.0,MEZEI T,2,10 - 2,319,HUN,5:19
Steal,6.0,5,10,HUN,3.0,ASHAEV A,2,10 - 2,319,RUS,5:19
Action shot - Saved,2.0,5,10,HUN,3.0,LAZAREV N,2,10 - 2,291,RUS,4:51
Turnover foul,10.0,5,10,HUN,3.0,KHOLOD D,2,10 - 2,260,RUS,4:20
Steal,10.0,5,10,HUN,3.0,VARGA D,2,10 - 2,260,HUN,4:20
Action shot - Post,10.0,5,10,HUN,3.0,VARGA D,2,10 - 2,243,HUN,4:03
20 sec. exclusion in centre,8.0,5,10,HUN,3.0,GOR-NAGY M,2,10 - 2,224,HUN,3:44
Exclusion with substitution,8.0,5,10,HUN,3.0,GOR-NAGY M,2,10 - 2,224,HUN,3:44
Time-Out,,5,10,HUN,3.0,,2,10 - 2,222,RUS,3:42
Extra player shot - Goal,5.0,5,10,HUN,3.0,BUGAYCHUK A,3,10 - 3,205,RUS,3:25
Action shot - Blocked,9.0,5,10,HUN,3.0,ERDELYI B,3,10 - 3,180,HUN,3:00
Turnover foul,10.0,5,10,HUN,3.0,KHOLOD D,3,10 - 3,155,RUS,2:35
Steal,1.0,5,10,HUN,3.0,NAGY V,3,10 - 3,155,HUN,2:35
Centre shot - Saved,12.0,5,10,HUN,3.0,HARAI B,3,10 - 3,130,HUN,2:10
20 sec. exclusion in centre,4.0,5,10,HUN,3.0,ZALANKI G,3,10 - 3,107,HUN,1:47
Action shot - Goal,4.0,5,10,HUN,3.0,DEREVIANKIN N,4,10 - 4,85,RUS,1:25
20 sec. exclusion in centre,9.0,5,10,HUN,3.0,SUCHKOV I,4,10 - 4,70,RUS,1:10
Extra player shot - Goal,6.0,5,11,HUN,3.0,HOSNYANSZKY N,4,11 - 4,63,HUN,1:03
Turnover foul,4.0,5,11,HUN,3.0,DEREVIANKIN N,4,11 - 4,41,RUS,0:41
Action shot - Saved,6.0,5,11,HUN,3.0,HOSNYANSZKY N,4,11 - 4,16,HUN,0:16
5m shot - Saved,7.0,5,11,HUN,3.0,MERKULOV D,4,11 - 4,1,RUS,0:01
Starting goalkeeper,1.0,5,11,HUN,4.0,NAGY V,4,11 - 4,480,HUN,8:00
Starting goalkeeper,1.0,5,11,HUN,4.0,KORNEEV K,4,11 - 4,480,RUS,8:00
Sprint won possession,12.0,5,11,HUN,4.0,SHEPELEV R,4,11 - 4,480,RUS,8:00
5m shot - Missed,10.0,5,11,HUN,4.0,KHOLOD D,4,11 - 4,453,RUS,7:33
5m shot - Post,5.0,5,11,HUN,4.0,VAMOS M,4,11 - 4,442,HUN,7:22
Action shot - Blocked,8.0,5,11,HUN,4.0,NAGAEV I,4,11 - 4,416,RUS,6:56
Centre shot - Saved,2.0,5,11,HUN,4.0,TOROK B,4,11 - 4,393,HUN,6:33
20 sec. exclusion in centre,3.0,5,11,HUN,4.0,VASILYEV E,4,11 - 4,371,RUS,6:11
Extra player shot - Goal,10.0,5,12,HUN,4.0,VARGA D,4,12 - 4,360,HUN,6:00
20 sec. exclusion in centre,7.0,5,12,HUN,4.0,DECKER A,4,12 - 4,340,HUN,5:40
Extra player shot - Goal,11.0,5,12,HUN,4.0,LISUNOV S,5,12 - 5,328,RUS,5:28
20 sec. exclusion in centre,7.0,5,12,HUN,4.0,MERKULOV D,5,12 - 5,309,RUS,5:09
Extra player shot - Goal,3.0,5,13,HUN,4.0,MANHERCZ K,5,13 - 5,303,HUN,5:03
5m shot - Saved,12.0,5,13,HUN,4.0,SHEPELEV R,5,13 - 5,277,RUS,4:37
Action shot - Saved,4.0,5,13,HUN,4.0,ZALANKI G,5,13 - 5,249,HUN,4:09
Action shot - Missed,2.0,5,13,HUN,4.0,LAZAREV N,5,13 - 5,225,RUS,3:45
Centre shot - Saved,7.0,5,13,HUN,4.0,DECKER A,5,13 - 5,199,HUN,3:19
20 sec. exclusion in field,4.0,5,13,HUN,4.0,ZALANKI G,5,13 - 5,185,HUN,3:05
Exclusion with substitution,4.0,5,13,HUN,4.0,ZALANKI G,5,13 - 5,185,HUN,3:05
Time-Out,,5,13,HUN,4.0,,5,13 - 5,185,RUS,3:05
5m shot - Post,8.0,5,13,HUN,4.0,NAGAEV I,5,13 - 5,160,RUS,2:40
5m shot - Goal,6.0,5,14,HUN,4.0,HOSNYANSZKY N,5,14 - 5,142,HUN,2:22
20 sec. exclusion in centre,2.0,5,14,HUN,4.0,TOROK B,5,14 - 5,116,HUN,1:56
Exclusion with substitution,2.0,5,14,HUN,4.0,TOROK B,5,14 - 5,116,HUN,1:56
Extra player shot - Missed,4.0,5,14,HUN,4.0,DEREVIANKIN N,5,14 - 5,49,RUS,0:49
Action shot - Saved,3.0,5,14,HUN,4.0,MANHERCZ K,5,14 - 5,36,HUN,0:36
5m shot - Saved,2.0,5,14,HUN,4.0,LAZAREV N,5,14 - 5,7,RUS,0:07
Starting goalkeeper,13.0,6,0,MNE,1.0,SCEPANOVIC M,0,0 - 0,480,MNE,8:00
Starting goalkeeper,13.0,6,0,MNE,1.0,STATSENKO V,0,0 - 0,480,RUS,8:00
Sprint won possession,12.0,6,0,MNE,1.0,SHEPELEV R,0,0 - 0,480,RUS,8:00
Centre shot - Post,11.0,6,0,MNE,1.0,LISUNOV S,0,0 - 0,454,RUS,7:34
Centre shot - Post,7.0,6,0,MNE,1.0,DRASKOVIC D,0,0 - 0,440,MNE,7:20
Turnover foul,10.0,6,0,MNE,1.0,KHOLOD D,0,0 - 0,411,RUS,6:51
Steal,4.0,6,0,MNE,1.0,PETKOVIC M,0,0 - 0,411,MNE,6:51
20 sec. exclusion in centre,3.0,6,0,MNE,1.0,VASILYEV E,0,0 - 0,394,RUS,6:34
Turnover foul,10.0,6,0,MNE,1.0,MISIC S,0,0 - 0,358,MNE,5:58
Action shot - Goal,12.0,6,0,MNE,1.0,SHEPELEV R,1,0 - 1,352,RUS,5:52
Centre shot - Missed,12.0,6,0,MNE,1.0,MURISIC N,1,0 - 1,335,MNE,5:35
Turnover foul,10.0,6,0,MNE,1.0,KHOLOD D,1,0 - 1,302,RUS,5:02
Steal,2.0,6,0,MNE,1.0,BRGULJAN D,1,0 - 1,302,MNE,5:02
5m shot - Saved,2.0,6,0,MNE,1.0,BRGULJAN D,1,0 - 1,276,MNE,4:36
Action shot - Saved,4.0,6,0,MNE,1.0,PETKOVIC M,1,0 - 1,257,MNE,4:17
5m shot - Blocked,9.0,6,0,MNE,1.0,SUCHKOV I,1,0 - 1,229,RUS,3:49
Counter attack - Goal,3.0,6,1,MNE,1.0,BANICEVIC B,1,1 - 1,214,MNE,3:34
5m shot - Saved,6.0,6,1,MNE,1.0,RADOVIC A,1,1 - 1,160,MNE,2:40
Action shot - Saved,2.0,6,1,MNE,1.0,LAZAREV N,1,1 - 1,132,RUS,2:12
Action shot - Post,8.0,6,1,MNE,1.0,UKROPINA A,1,1 - 1,109,MNE,1:49
Centre shot - Missed,11.0,6,1,MNE,1.0,LISUNOV S,1,1 - 1,88,RUS,1:28
Time-Out,,6,1,MNE,1.0,,1,1 - 1,80,MNE,1:20
5m shot - Post,5.0,6,1,MNE,1.0,BRGULJAN D,1,1 - 1,55,MNE,0:55
20 sec. exclusion in centre,8.0,6,1,MNE,1.0,UKROPINA A,1,1 - 1,38,MNE,0:38
Time-Out,,6,1,MNE,1.0,,1,1 - 1,38,RUS,0:38
5m shot - Post,8.0,6,1,MNE,1.0,NAGAEV I,1,1 - 1,9,RUS,0:09
Turnover foul,5.0,6,1,MNE,1.0,BUGAYCHUK A,1,1 - 1,5,RUS,0:05
Steal,2.0,6,1,MNE,1.0,BRGULJAN D,1,1 - 1,5,MNE,0:05
5m shot - Saved,2.0,6,1,MNE,1.0,BRGULJAN D,1,1 - 1,1,MNE,0:01
Starting goalkeeper,13.0,6,1,MNE,2.0,SCEPANOVIC M,1,1 - 1,480,MNE,8:00
Starting goalkeeper,13.0,6,1,MNE,2.0,STATSENKO V,1,1 - 1,480,RUS,8:00
Sprint won possession,10.0,6,1,MNE,2.0,KHOLOD D,1,1 - 1,480,RUS,8:00
Turnover foul,8.0,6,1,MNE,2.0,NAGAEV I,1,1 - 1,451,RUS,7:31
Steal,7.0,6,1,MNE,2.0,DRASKOVIC D,1,1 - 1,451,MNE,7:31
5m shot - Saved,2.0,6,1,MNE,2.0,BRGULJAN D,1,1 - 1,422,MNE,7:02
20 sec. exclusion in centre,10.0,6,1,MNE,2.0,KHOLOD D,1,1 - 1,411,RUS,6:51
Extra player shot - Goal,2.0,6,2,MNE,2.0,BRGULJAN D,1,2 - 1,403,MNE,6:43
20 sec. exclusion in centre,11.0,6,2,MNE,2.0,CUCKOVIC U,1,2 - 1,379,MNE,6:19
Extra player shot - Goal,11.0,6,2,MNE,2.0,LISUNOV S,2,2 - 2,377,RUS,6:17
Turnover foul,10.0,6,2,MNE,2.0,MISIC S,2,2 - 2,347,MNE,5:47
Steal,13.0,6,2,MNE,2.0,STATSENKO V,2,2 - 2,347,RUS,5:47
5m shot - Blocked,7.0,6,2,MNE,2.0,MERKULOV D,2,2 - 2,325,RUS,5:25
5m shot - Goal,6.0,6,3,MNE,2.0,RADOVIC A,2,3 - 2,305,MNE,5:05
20 sec. exclusion in centre,3.0,6,3,MNE,2.0,BANICEVIC B,2,3 - 2,284,MNE,4:44
Time-Out,,6,3,MNE,2.0,,2,3 - 2,284,RUS,4:44
Extra player shot - Saved,10.0,6,3,MNE,2.0,KHOLOD D,2,3 - 2,263,RUS,4:23
5m shot - Goal,7.0,6,3,MNE,2.0,MERKULOV D,3,3 - 3,257,RUS,4:17
Turnover foul,8.0,6,3,MNE,2.0,UKROPINA A,3,3 - 3,239,MNE,3:59
Steal,9.0,6,3,MNE,2.0,SUCHKOV I,3,3 - 3,239,RUS,3:59
5m shot - Missed,10.0,6,3,MNE,2.0,KHOLOD D,3,3 - 3,215,RUS,3:35
20 sec. exclusion in centre,9.0,6,3,MNE,2.0,SUCHKOV I,3,3 - 3,190,RUS,3:10
Extra player shot - Saved,5.0,6,3,MNE,2.0,BRGULJAN D,3,3 - 3,171,MNE,2:51
Turnover foul,11.0,6,3,MNE,2.0,LISUNOV S,3,3 - 3,140,RUS,2:20
Steal,13.0,6,3,MNE,2.0,SCEPANOVIC M,3,3 - 3,140,MNE,2:20
Time-Out,,6,3,MNE,2.0,,3,3 - 3,140,MNE,2:20
20 sec. exclusion in centre,3.0,6,3,MNE,2.0,VASILYEV E,3,3 - 3,133,RUS,2:13
Extra player shot - Goal,10.0,6,4,MNE,2.0,MISIC S,3,4 - 3,122,MNE,2:02
5m shot - Blocked,2.0,6,4,MNE,2.0,LAZAREV N,3,4 - 3,96,RUS,1:36
5m shot - Saved,6.0,6,4,MNE,2.0,RADOVIC A,3,4 - 3,70,MNE,1:10
20 sec. exclusion in centre,2.0,6,4,MNE,2.0,LAZAREV N,3,4 - 3,49,RUS,0:49
Extra player shot - Goal,2.0,6,5,MNE,2.0,BRGULJAN D,3,5 - 3,30,MNE,0:30
Centre shot - Saved,12.0,6,5,MNE,4.0,SHEPELEV R,3,5 - 3,134,RUS,2:14
Turnover foul,12.0,6,5,MNE,4.0,SHEPELEV R,3,5 - 3,127,RUS,2:07
5m shot - Saved,7.0,6,5,MNE,4.0,DRASKOVIC D,3,5 - 3,106,MNE,1:46
Turnover foul,6.0,6,5,MNE,4.0,RADOVIC A,3,5 - 3,83,MNE,1:23
Steal,2.0,6,5,MNE,4.0,LAZAREV N,3,5 - 3,83,RUS,1:23
20 sec. exclusion in field,6.0,6,5,MNE,4.0,RADOVIC A,3,5 - 3,77,MNE,1:17
20 sec. exclusion in field,7.0,6,5,MNE,2.0,DRASKOVIC D,3,5 - 3,11,MNE,0:11
Extra player shot - Saved,7.0,6,5,MNE,2.0,MERKULOV D,3,5 - 3,1,RUS,0:01
Starting goalkeeper,13.0,6,5,MNE,3.0,SCEPANOVIC M,3,5 - 3,480,MNE,8:00
Starting goalkeeper,13.0,6,5,MNE,3.0,STATSENKO V,3,5 - 3,480,RUS,8:00
Sprint won possession,12.0,6,5,MNE,3.0,SHEPELEV R,3,5 - 3,480,RUS,8:00
5m shot - Goal,8.0,6,5,MNE,3.0,NAGAEV I,4,5 - 4,452,RUS,7:32
Turnover foul,12.0,6,5,MNE,3.0,MURISIC N,4,5 - 4,428,MNE,7:08
Steal,8.0,6,5,MNE,3.0,NAGAEV I,4,5 - 4,428,RUS,7:08
Turnover foul,8.0,6,5,MNE,3.0,NAGAEV I,4,5 - 4,403,RUS,6:43
Steal,11.0,6,5,MNE,3.0,CUCKOVIC U,4,5 - 4,403,MNE,6:43
Turnover foul,2.0,6,5,MNE,3.0,BRGULJAN D,4,5 - 4,384,MNE,6:24
Steal,12.0,6,5,MNE,3.0,SHEPELEV R,4,5 - 4,384,RUS,6:24
Counter attack - Goal,11.0,6,5,MNE,3.0,LISUNOV S,5,5 - 5,377,RUS,6:17
20 sec. exclusion in centre,6.0,6,5,MNE,3.0,ASHAEV A,5,5 - 5,356,RUS,5:56
Extra player shot - Goal,2.0,6,6,MNE,3.0,BRGULJAN D,5,6 - 5,348,MNE,5:48
20 sec. exclusion in centre,3.0,6,6,MNE,3.0,BANICEVIC B,5,6 - 5,321,MNE,5:21
Extra player shot - Goal,4.0,6,6,MNE,3.0,DEREVIANKIN N,6,6 - 6,308,RUS,5:08
Penalty foul,9.0,6,6,MNE,3.0,SUCHKOV I,6,6 - 6,295,RUS,4:55
Penalty shot - Goal,6.0,6,7,MNE,3.0,RADOVIC A,6,7 - 6,295,MNE,4:55
Turnover foul,4.0,6,7,MNE,3.0,DEREVIANKIN N,6,7 - 6,273,RUS,4:33
5m shot - Saved,7.0,6,7,MNE,3.0,DRASKOVIC D,6,7 - 6,256,MNE,4:16
Turnover foul,6.0,6,7,MNE,3.0,RADOVIC A,6,7 - 6,237,MNE,3:57
Turnover foul,10.0,6,7,MNE,3.0,KHOLOD D,6,7 - 6,222,RUS,3:42
Steal,7.0,6,7,MNE,3.0,DRASKOVIC D,6,7 - 6,222,MNE,3:42
20 sec. exclusion in centre,2.0,6,7,MNE,3.0,LAZAREV N,6,7 - 6,207,RUS,3:27
Turnover foul,9.0,6,7,MNE,3.0,RADOVIC D,6,7 - 6,192,MNE,3:12
20 sec. exclusion in field,2.0,6,7,MNE,3.0,BRGULJAN D,6,7 - 6,178,MNE,2:58
Action shot - Goal,10.0,6,7,MNE,3.0,KHOLOD D,7,7 - 7,154,RUS,2:34
5m shot - Blocked,5.0,6,7,MNE,3.0,BRGULJAN D,7,7 - 7,131,MNE,2:11
20 sec. exclusion in centre,4.0,6,7,MNE,3.0,PETKOVIC M,7,7 - 7,120,MNE,2:00
Time-Out,,6,7,MNE,3.0,,7,7 - 7,120,RUS,2:00
Turnover foul,7.0,6,7,MNE,3.0,MERKULOV D,7,7 - 7,104,RUS,1:44
Steal,2.0,6,7,MNE,3.0,BRGULJAN D,7,7 - 7,104,MNE,1:44
20 sec. exclusion in field,12.0,6,7,MNE,3.0,SHEPELEV R,7,7 - 7,104,RUS,1:44
Time-Out,,6,7,MNE,3.0,,7,7 - 7,104,MNE,1:44
Extra player shot - Missed,4.0,6,7,MNE,3.0,PETKOVIC M,7,7 - 7,85,MNE,1:25
20 sec. exclusion in field,4.0,6,7,MNE,3.0,PETKOVIC M,7,7 - 7,83,MNE,1:23
Centre shot - Saved,11.0,6,7,MNE,3.0,LISUNOV S,7,7 - 7,55,RUS,0:55
Centre shot - Saved,11.0,6,7,MNE,3.0,LISUNOV S,7,7 - 7,5,RUS,0:05
Starting goalkeeper,13.0,6,7,MNE,4.0,SCEPANOVIC M,7,7 - 7,480,MNE,8:00
Starting goalkeeper,13.0,6,7,MNE,4.0,STATSENKO V,7,7 - 7,480,RUS,8:00
Sprint won possession,2.0,6,7,MNE,4.0,BRGULJAN D,7,7 - 7,480,MNE,8:00
5m shot - Blocked,6.0,6,7,MNE,4.0,RADOVIC A,7,7 - 7,451,MNE,7:31
Turnover foul,4.0,6,7,MNE,4.0,DEREVIANKIN N,7,7 - 7,422,RUS,7:02
Action shot - Goal,2.0,6,8,MNE,4.0,BRGULJAN D,7,8 - 7,407,MNE,6:47
5m shot - Goal,7.0,6,8,MNE,4.0,MERKULOV D,8,8 - 8,383,RUS,6:23
20 sec. exclusion in field,6.0,6,8,MNE,4.0,ASHAEV A,8,8 - 8,376,RUS,6:16
Extra player shot - Blocked,6.0,6,8,MNE,4.0,RADOVIC A,8,8 - 8,366,MNE,6:06
5m shot - Saved,9.0,6,8,MNE,4.0,SUCHKOV I,8,8 - 8,327,RUS,5:27
5m shot - Goal,6.0,6,9,MNE,4.0,RADOVIC A,8,9 - 8,303,MNE,5:03
Turnover foul,6.0,6,9,MNE,4.0,ASHAEV A,8,9 - 8,272,RUS,4:32
Steal,11.0,6,9,MNE,4.0,CUCKOVIC U,8,9 - 8,272,MNE,4:32
Turnover foul,7.0,6,9,MNE,4.0,DRASKOVIC D,8,9 - 8,244,MNE,4:04
Steal,10.0,6,9,MNE,4.0,KHOLOD D,8,9 - 8,244,RUS,4:04
Turnover foul,9.0,6,9,MNE,4.0,SUCHKOV I,8,9 - 8,218,RUS,3:38
Steal,4.0,6,9,MNE,4.0,PETKOVIC M,8,9 - 8,218,MNE,3:38
5m shot - Saved,11.0,6,9,MNE,4.0,CUCKOVIC U,8,9 - 8,198,MNE,3:18
Turnover foul,12.0,6,9,MNE,4.0,MURISIC N,8,9 - 8,178,MNE,2:58
Steal,7.0,6,9,MNE,4.0,MERKULOV D,8,9 - 8,178,RUS,2:58
20 sec. exclusion in centre,11.0,6,9,MNE,4.0,CUCKOVIC U,8,9 - 8,160,MNE,2:40
Time-Out,,6,9,MNE,4.0,,8,9 - 8,160,RUS,2:40
Turnover foul,12.0,6,9,MNE,4.0,SHEPELEV R,8,9 - 8,67,RUS,1:07
Steal,2.0,6,9,MNE,4.0,BRGULJAN D,8,9 - 8,67,MNE,1:07
Time-Out,,6,9,MNE,4.0,,8,9 - 8,58,MNE,0:58
5m shot - Blocked,6.0,6,9,MNE,4.0,RADOVIC A,8,9 - 8,39,MNE,0:39
20 sec. exclusion in field,8.0,6,9,MNE,4.0,NAGAEV I,8,9 - 8,28,RUS,0:28
Centre shot - Saved,11.0,6,9,MNE,4.0,CUCKOVIC U,8,9 - 8,1,MNE,0:01
Starting goalkeeper,1.0,7,0,AUS,1.0,KORNEEV K,0,0 - 0,480,RUS,8:00
Starting goalkeeper,13.0,7,0,AUS,1.0,HRYSANTHOS A,0,0 - 0,480,AUS,8:00
Sprint won possession,10.0,7,0,AUS,1.0,KHOLOD D,0,0 - 0,480,RUS,8:00
Centre shot - Goal,11.0,7,0,AUS,1.0,LISUNOV S,1,1 - 0,453,RUS,7:33
Centre shot - Goal,6.0,7,1,AUS,1.0,EDWARDS L,1,1 - 1,430,AUS,7:10
Turnover foul,12.0,7,1,AUS,1.0,SHEPELEV R,1,1 - 1,418,RUS,6:58
Action shot - Goal,7.0,7,2,AUS,1.0,GILCHRIST J,1,1 - 2,394,AUS,6:34
Turnover foul,8.0,7,2,AUS,1.0,NAGAEV I,1,1 - 2,368,RUS,6:08
Steal,9.0,7,2,AUS,1.0,FORD A,1,1 - 2,368,AUS,6:08
Centre shot - Missed,4.0,7,2,AUS,1.0,KAYES J,1,1 - 2,343,AUS,5:43
5m shot - Goal,10.0,7,2,AUS,1.0,KHOLOD D,2,2 - 2,316,RUS,5:16
20 sec. exclusion in centre,3.0,7,2,AUS,1.0,VASILYEV E,2,2 - 2,295,RUS,4:55
Extra player shot - Goal,5.0,7,3,AUS,1.0,POWER N,2,2 - 3,282,AUS,4:42
Turnover foul,8.0,7,3,AUS,1.0,NAGAEV I,2,2 - 3,262,RUS,4:22
Steal,11.0,7,3,AUS,1.0,HOLLIS L,2,2 - 3,262,AUS,4:22
20 sec. exclusion in centre,4.0,7,3,AUS,1.0,DEREVIANKIN N,2,2 - 3,244,RUS,4:04
Extra player shot - Goal,11.0,7,4,AUS,1.0,HOLLIS L,2,2 - 4,226,AUS,3:46
Turnover foul,3.0,7,4,AUS,1.0,VASILYEV E,2,2 - 4,202,RUS,3:22
