Action,Cap,Game,HUN,Opponent,Opponent name,Period,Player,Score,Seconds,Team,Time
Turnover foul,11.0,1,3,1,CHN,1.0,BEDO K,3 - 1,128,HUN,2:08
Centre shot - Post,11.0,1,3,1,CHN,1.0,BEDO K,3 - 1,79,HUN,1:19
Turnover foul,4.0,1,3,1,CHN,1.0,BATORI B,3 - 1,30,HUN,0:30
Steal,9.0,1,3,1,CHN,1.0,XIE J,3 - 1,30,CHN,0:30
20 sec. exclusion in field,6.0,1,3,1,CHN,1.0,HOSNYANSZKY N,3 - 1,12,HUN,0:12
Extra player shot - Saved,5.0,1,3,1,CHN,1.0,GUO J,3 - 1,2,CHN,0:02
Starting goalkeeper,1.0,1,3,1,CHN,2.0,NAGY V,3 - 1,480,HUN,8:00
Starting goalkeeper,1.0,1,3,1,CHN,2.0,GE W,3 - 1,480,CHN,8:00
Sprint won possession,8.0,1,3,1,CHN,2.0,WANG Y,3 - 1,480,CHN,8:00
Turnover foul,4.0,1,3,1,CHN,2.0,JIANG B,3 - 1,452,CHN,7:32
Steal,3.0,1,3,1,CHN,2.0,MADARAS N,3 - 1,452,HUN,7:32
Turnover foul,10.0,1,3,1,CHN,2.0,VARGA D,3 - 1,424,HUN,7:04
Steal,3.0,1,3,1,CHN,2.0,LIANG Z,3 - 1,424,CHN,7:04
20 sec. exclusion in field,5.0,1,3,1,CHN,2.0,VAMOS M,3 - 1,401,HUN,6:41
Extra player shot - Blocked,5.0,1,3,1,CHN,2.0,GUO J,3 - 1,383,CHN,6:23
5m shot - Saved,2.0,1,3,1,CHN,2.0,GOR-NAGY M,3 - 1,359,HUN,5:59
5m shot - Goal,3.0,1,3,2,CHN,2.0,LIANG Z,3 - 2,332,CHN,5:32
20 sec. exclusion in field,10.0,1,3,2,CHN,2.0,ZHANG J,3 - 2,321,CHN,5:21
Extra player shot - Saved,3.0,1,3,2,CHN,2.0,MADARAS N,3 - 2,313,HUN,5:13
Centre shot - Goal,12.0,1,4,2,CHN,2.0,HARAI B,4 - 2,300,HUN,5:00
Turnover foul,8.0,1,4,2,CHN,2.0,WANG Y,4 - 2,281,CHN,4:41
Steal,8.0,1,4,2,CHN,2.0,SZIVOS M,4 - 2,281,HUN,4:41
5m shot - Goal,8.0,1,5,2,CHN,2.0,SZIVOS M,5 - 2,261,HUN,4:21
5m shot - Blocked,9.0,1,5,2,CHN,2.0,XIE J,5 - 2,246,CHN,4:06
20 sec. exclusion in field,10.0,1,5,2,CHN,2.0,ZHANG J,5 - 2,233,CHN,3:53
Extra player shot - Goal,10.0,1,6,2,CHN,2.0,VARGA D,6 - 2,220,HUN,3:40
Turnover foul,12.0,1,6,2,CHN,2.0,LIANG N,6 - 2,193,CHN,3:13
Action shot - Saved,3.0,1,6,2,CHN,2.0,MADARAS N,6 - 2,176,HUN,2:56
Centre shot - Post,11.0,1,6,2,CHN,2.0,BEDO K,6 - 2,162,HUN,2:42
20 sec. exclusion in field,11.0,1,6,2,CHN,2.0,BEDO K,6 - 2,160,HUN,2:40
Time-Out,,1,6,2,CHN,2.0,,6 - 2,160,CHN,2:40
Centre shot - Saved,11.0,1,6,2,CHN,2.0,ZHANG C,6 - 2,132,CHN,2:12
Turnover foul,12.0,1,6,2,CHN,2.0,HARAI B,6 - 2,108,HUN,1:48
Steal,8.0,1,6,2,CHN,2.0,WANG Y,6 - 2,108,CHN,1:48
Turnover foul,12.0,1,6,2,CHN,2.0,LIANG N,6 - 2,92,CHN,1:32
Action shot - Goal,6.0,1,7,2,CHN,2.0,HOSNYANSZKY N,7 - 2,78,HUN,1:18
5m shot - Saved,6.0,1,7,2,CHN,2.0,PAN N,7 - 2,56,CHN,0:56
Turnover foul,7.0,1,7,2,CHN,2.0,DECKER A,7 - 2,29,HUN,0:29
Steal,3.0,1,7,2,CHN,2.0,LIANG Z,7 - 2,29,CHN,0:29
5m shot - Post,6.0,1,7,2,CHN,4.0,PAN N,7 - 2,42,CHN,0:42
20 sec. exclusion in field,4.0,1,7,2,CHN,4.0,BATORI B,7 - 2,41,HUN,0:41
5m shot - Blocked,7.0,1,7,2,CHN,2.0,LI B,7 - 2,10,CHN,0:10
Centre shot - Post,12.0,1,7,2,CHN,2.0,HARAI B,7 - 2,2,HUN,0:02
Starting goalkeeper,1.0,1,7,2,CHN,3.0,NAGY V,7 - 2,480,HUN,8:00
Starting goalkeeper,1.0,1,7,2,CHN,3.0,GE W,7 - 2,480,CHN,8:00
Sprint won possession,5.0,1,7,2,CHN,3.0,VAMOS M,7 - 2,480,HUN,8:00
Turnover foul,11.0,1,7,2,CHN,3.0,BEDO K,7 - 2,453,HUN,7:33
Turnover foul,4.0,1,7,2,CHN,3.0,JIANG B,7 - 2,432,CHN,7:12
Steal,9.0,1,7,2,CHN,3.0,VARGA D,7 - 2,432,HUN,7:12
Turnover foul,11.0,1,7,2,CHN,3.0,BEDO K,7 - 2,413,HUN,6:53
Steal,3.0,1,7,2,CHN,3.0,LIANG Z,7 - 2,413,CHN,6:53
5m shot - Blocked,7.0,1,7,2,CHN,3.0,LI B,7 - 2,385,CHN,6:25
5m shot - Goal,6.0,1,8,2,CHN,3.0,HOSNYANSZKY N,8 - 2,362,HUN,6:02
Turnover foul,3.0,1,8,2,CHN,3.0,LIANG Z,8 - 2,344,CHN,5:44
Steal,10.0,1,8,2,CHN,3.0,VARGA D,8 - 2,344,HUN,5:44
Centre shot - Post,12.0,1,8,2,CHN,3.0,HARAI B,8 - 2,315,HUN,5:15
20 sec. exclusion in centre,2.0,1,8,2,CHN,3.0,GOR-NAGY M,8 - 2,299,HUN,4:59
Extra player shot - Goal,4.0,1,8,3,CHN,3.0,JIANG B,8 - 3,280,CHN,4:40
5m shot - Post,3.0,1,8,3,CHN,3.0,MADARAS N,8 - 3,251,HUN,4:11
Turnover foul,3.0,1,8,3,CHN,3.0,LIANG Z,8 - 3,228,CHN,3:48
Steal,10.0,1,8,3,CHN,3.0,VARGA D,8 - 3,228,HUN,3:48
Turnover foul,11.0,1,8,3,CHN,3.0,BEDO K,8 - 3,202,HUN,3:22
Action shot - Saved,3.0,1,8,3,CHN,3.0,LIANG Z,8 - 3,186,CHN,3:06
20 sec. exclusion in field,3.0,1,8,3,CHN,3.0,LIANG Z,8 - 3,160,CHN,2:40
Extra player shot - Goal,11.0,1,9,3,CHN,3.0,BEDO K,9 - 3,156,HUN,2:36
Turnover foul,12.0,1,9,3,CHN,3.0,LIANG N,9 - 3,130,CHN,2:10
Steal,4.0,1,9,3,CHN,3.0,BATORI B,9 - 3,130,HUN,2:10
5m shot - Saved,2.0,1,9,3,CHN,3.0,GOR-NAGY M,9 - 3,110,HUN,1:50
Turnover foul,12.0,1,9,3,CHN,3.0,LIANG N,9 - 3,89,CHN,1:29
Steal,2.0,1,9,3,CHN,3.0,GOR-NAGY M,9 - 3,89,HUN,1:29
Centre shot - Goal,12.0,1,10,3,CHN,3.0,HARAI B,10 - 3,69,HUN,1:09
Centre shot - Goal,2.0,1,10,4,CHN,3.0,TAN F,10 - 4,48,CHN,0:48
Turnover foul,12.0,1,10,4,CHN,3.0,HARAI B,10 - 4,22,HUN,0:22
5m shot - Missed,3.0,1,10,4,CHN,3.0,LIANG Z,10 - 4,9,CHN,0:09
5m shot - Post,4.0,1,10,4,CHN,3.0,BATORI B,10 - 4,2,HUN,0:02
Starting goalkeeper,1.0,1,10,4,CHN,4.0,NAGY V,10 - 4,480,HUN,8:00
Starting goalkeeper,1.0,1,10,4,CHN,4.0,GE W,10 - 4,480,CHN,8:00
Sprint won possession,4.0,1,10,4,CHN,4.0,BATORI B,10 - 4,480,HUN,8:00
Turnover foul,4.0,1,10,4,CHN,4.0,BATORI B,10 - 4,451,HUN,7:31
Steal,3.0,1,10,4,CHN,4.0,LIANG Z,10 - 4,451,CHN,7:31
5m shot - Missed,5.0,1,10,4,CHN,4.0,GUO J,10 - 4,428,CHN,7:08
Turnover foul,11.0,1,10,4,CHN,4.0,BEDO K,10 - 4,412,HUN,6:52
Steal,5.0,1,10,4,CHN,4.0,GUO J,10 - 4,412,CHN,6:52
Action shot - Missed,6.0,1,10,4,CHN,4.0,PAN N,10 - 4,387,CHN,6:27
Action shot - Goal,4.0,1,11,4,CHN,4.0,BATORI B,11 - 4,370,HUN,6:10
Turnover foul,2.0,1,11,4,CHN,4.0,TAN F,11 - 4,350,CHN,5:50
Steal,9.0,1,11,4,CHN,4.0,VARGA D,11 - 4,350,HUN,5:50
Counter attack - Goal,9.0,1,12,4,CHN,4.0,VARGA D,12 - 4,338,HUN,5:38
Action shot - Goal,6.0,1,12,5,CHN,4.0,PAN N,12 - 5,318,CHN,5:18
Turnover foul,4.0,1,12,5,CHN,4.0,BATORI B,12 - 5,288,HUN,4:48
Steal,8.0,1,12,5,CHN,4.0,WANG Y,12 - 5,288,CHN,4:48
20 sec. exclusion in centre,10.0,1,12,5,CHN,4.0,VARGA D,12 - 5,276,HUN,4:36
Exclusion with substitution,10.0,1,12,5,CHN,4.0,VARGA D,12 - 5,276,HUN,4:36
Action shot - Post,3.0,1,12,5,CHN,4.0,LIANG Z,12 - 5,259,CHN,4:19
Turnover foul,12.0,1,12,5,CHN,4.0,LIANG N,12 - 5,202,CHN,3:22
Steal,1.0,1,12,5,CHN,4.0,NAGY V,12 - 5,202,HUN,3:22
Action shot - Saved,11.0,1,12,5,CHN,4.0,BEDO K,12 - 5,172,HUN,2:52
5m shot - Saved,6.0,1,12,5,CHN,4.0,HOSNYANSZKY N,12 - 5,148,HUN,2:28
5m shot - Missed,3.0,1,12,5,CHN,4.0,LIANG Z,12 - 5,128,CHN,2:08
Time-Out,,1,12,5,CHN,4.0,,12 - 5,128,HUN,2:08
Turnover foul,12.0,1,12,5,CHN,4.0,HARAI B,12 - 5,109,HUN,1:49
Time-Out,,1,12,5,CHN,4.0,,12 - 5,106,CHN,1:46
5m shot - Post,6.0,1,12,5,CHN,4.0,PAN N,12 - 5,85,CHN,1:25
5m shot - Saved,8.0,1,12,5,CHN,4.0,SZIVOS M,12 - 5,65,HUN,1:05
Extra player shot - Saved,8.0,1,12,5,CHN,4.0,WANG Y,12 - 5,28,CHN,0:28
Action shot - Goal,5.0,1,13,5,CHN,4.0,VAMOS M,13 - 5,9,HUN,0:09
Starting goalkeeper,1.0,2,0,0,SRB,1.0,NAGY V,0 - 0,480,HUN,8:00
Starting goalkeeper,1.0,2,0,0,SRB,1.0,MITROVIC B,0 - 0,480,SRB,8:00
Sprint won possession,10.0,2,0,0,SRB,1.0,VARGA D,0 - 0,480,HUN,8:00
20 sec. exclusion in centre,8.0,2,0,0,SRB,1.0,ALEKSIC M,0 - 0,458,SRB,7:38
Turnover foul,3.0,2,0,0,SRB,1.0,GOCIC Z,0 - 0,399,SRB,6:39
Steal,9.0,2,0,0,SRB,1.0,VARGA D,0 - 0,399,HUN,6:39
20 sec. exclusion in centre,3.0,2,0,0,SRB,1.0,GOCIC Z,0 - 0,374,SRB,6:14
Extra player shot - Goal,8.0,2,1,0,SRB,1.0,SZIVOS M,0 - 1,366,HUN,6:06
Turnover foul,7.0,2,1,0,SRB,1.0,NIKIC S,0 - 1,352,SRB,5:52
20 sec. exclusion in centre,2.0,2,1,0,SRB,1.0,MANDIC D,0 - 1,339,SRB,5:39
Extra player shot - Goal,10.0,2,2,0,SRB,1.0,VARGA D,0 - 2,322,HUN,5:22
20 sec. exclusion in centre,2.0,2,2,0,SRB,1.0,GOR-NAGY M,0 - 2,304,HUN,5:04
Extra player shot - Goal,10.0,2,2,1,SRB,1.0,FILIPOVIC F,1 - 2,289,SRB,4:49
20 sec. exclusion in field,6.0,2,2,1,SRB,1.0,PIJETLOVIC D,1 - 2,272,SRB,4:32
Extra player shot - Saved,10.0,2,2,1,SRB,1.0,VARGA D,1 - 2,260,HUN,4:20
5m shot - Saved,10.0,2,2,1,SRB,1.0,FILIPOVIC F,1 - 2,233,SRB,3:53
Turnover foul,7.0,2,2,1,SRB,1.0,DECKER A,1 - 2,208,HUN,3:28
Action shot - Goal,11.0,2,2,2,SRB,1.0,PRLAINOVIC A,2 - 2,181,SRB,3:01
Centre shot - Post,12.0,2,2,2,SRB,1.0,HARAI B,2 - 2,153,HUN,2:33
20 sec. exclusion in centre,2.0,2,2,2,SRB,1.0,GOR-NAGY M,2 - 2,138,HUN,2:18
Extra player shot - Saved,8.0,2,2,2,SRB,1.0,ALEKSIC M,2 - 2,122,SRB,2:02
Action shot - Saved,12.0,2,2,2,SRB,1.0,MITROVIC S,2 - 2,112,SRB,1:52
5m shot - Blocked,4.0,2,2,2,SRB,1.0,BATORI B,2 - 2,95,HUN,1:35
20 sec. exclusion in field,12.0,2,2,2,SRB,1.0,HARAI B,2 - 2,86,HUN,1:26
Extra player shot - Blocked,8.0,2,2,2,SRB,1.0,ALEKSIC M,2 - 2,67,SRB,1:07
Action shot - Post,5.0,2,2,2,SRB,1.0,CUK M,2 - 2,49,SRB,0:49
20 sec. exclusion in centre,12.0,2,2,2,SRB,1.0,MITROVIC S,2 - 2,37,SRB,0:37
Extra player shot - Goal,5.0,2,3,2,SRB,1.0,VAMOS M,2 - 3,20,HUN,0:20
Turnover foul,7.0,2,3,2,SRB,1.0,NIKIC S,2 - 3,12,SRB,0:12
5m shot - Saved,3.0,2,3,2,SRB,1.0,MADARAS N,2 - 3,1,HUN,0:01
Starting goalkeeper,1.0,2,3,2,SRB,2.0,MITROVIC B,2 - 3,480,SRB,8:00
Starting goalkeeper,1.0,2,3,2,SRB,2.0,NAGY V,2 - 3,480,HUN,8:00
Sprint won possession,3.0,2,3,2,SRB,2.0,GOCIC Z,2 - 3,480,SRB,8:00
Action shot - Goal,10.0,2,3,3,SRB,2.0,FILIPOVIC F,3 - 3,453,SRB,7:33
Centre shot - Missed,12.0,2,3,3,SRB,2.0,HARAI B,3 - 3,431,HUN,7:11
Centre shot - Goal,6.0,2,3,4,SRB,2.0,PIJETLOVIC D,4 - 3,415,SRB,6:55
20 sec. exclusion in field,3.0,2,3,4,SRB,2.0,GOCIC Z,4 - 3,396,SRB,6:36
Extra player shot - Goal,3.0,2,4,4,SRB,2.0,MADARAS N,4 - 4,381,HUN,6:21
20 sec. exclusion in centre,6.0,2,4,4,SRB,2.0,HOSNYANSZKY N,4 - 4,360,HUN,6:00
Action shot - Missed,2.0,2,4,4,SRB,2.0,MANDIC D,4 - 4,335,SRB,5:35
20 sec. exclusion in centre,9.0,2,4,4,SRB,2.0,RADEN N,4 - 4,317,SRB,5:17
Extra player shot - Saved,12.0,2,4,4,SRB,2.0,HARAI B,4 - 4,301,HUN,5:01
Counter attack - Goal,4.0,2,4,5,SRB,2.0,UDOVICIC V,5 - 4,287,SRB,4:47
Turnover foul,11.0,2,4,5,SRB,2.0,BEDO K,5 - 4,259,HUN,4:19
Steal,8.0,2,4,5,SRB,2.0,ALEKSIC M,5 - 4,259,SRB,4:19
20 sec. exclusion in centre,11.0,2,4,5,SRB,2.0,BEDO K,5 - 4,240,HUN,4:00
Extra player shot - Goal,7.0,2,4,6,SRB,2.0,NIKIC S,6 - 4,225,SRB,3:45
Time-Out,,2,4,6,SRB,2.0,,6 - 4,225,HUN,3:45
Turnover foul,11.0,2,4,6,SRB,2.0,BEDO K,6 - 4,202,HUN,3:22
Steal,11.0,2,4,6,SRB,2.0,PRLAINOVIC A,6 - 4,202,SRB,3:22
Turnover foul,10.0,2,4,6,SRB,2.0,FILIPOVIC F,6 - 4,188,SRB,3:08
Steal,8.0,2,4,6,SRB,2.0,SZIVOS M,6 - 4,188,HUN,3:08
5m shot - Blocked,3.0,2,4,6,SRB,2.0,MADARAS N,6 - 4,158,HUN,2:38
20 sec. exclusion in centre,7.0,2,4,6,SRB,2.0,NIKIC S,6 - 4,130,SRB,2:10
Extra player shot - Goal,11.0,2,5,6,SRB,2.0,BEDO K,6 - 5,123,HUN,2:03
20 sec. exclusion in field,12.0,2,5,6,SRB,2.0,HARAI B,6 - 5,110,HUN,1:50
Action shot - Missed,11.0,2,5,6,SRB,2.0,PRLAINOVIC A,6 - 5,87,SRB,1:27
20 sec. exclusion in centre,4.0,2,5,6,SRB,2.0,UDOVICIC V,6 - 5,66,SRB,1:06
Extra player shot - Missed,3.0,2,5,6,SRB,2.0,MADARAS N,6 - 5,51,HUN,0:51
20 sec. exclusion in centre,7.0,2,5,6,SRB,2.0,DECKER A,6 - 5,35,HUN,0:35
Time-Out,,2,5,6,SRB,2.0,,6 - 5,35,SRB,0:35
Extra player shot - Goal,11.0,2,5,7,SRB,2.0,PRLAINOVIC A,7 - 5,19,SRB,0:19
Turnover foul,12.0,2,5,7,SRB,2.0,HARAI B,7 - 5,7,HUN,0:07
Extra player shot - Goal,12.0,2,10,12,SRB,4.0,MITROVIC S,12 - 10,185,SRB,3:05
5m shot - Blocked,9.0,2,10,12,SRB,4.0,VARGA D,12 - 10,159,HUN,2:39
Action shot - Post,11.0,2,10,12,SRB,4.0,PRLAINOVIC A,12 - 10,135,SRB,2:15
20 sec. exclusion in field,2.0,2,10,12,SRB,4.0,MANDIC D,12 - 10,129,SRB,2:09
Action shot - Blocked,3.0,2,10,12,SRB,4.0,MADARAS N,12 - 10,102,HUN,1:42
Starting goalkeeper,1.0,2,10,12,SRB,3.0,NAGY V,12 - 10,480,HUN,8:00
Starting goalkeeper,1.0,2,10,12,SRB,3.0,MITROVIC B,12 - 10,480,SRB,8:00
Sprint won possession,2.0,2,10,12,SRB,3.0,MANDIC D,12 - 10,480,SRB,8:00
Turnover foul,10.0,2,10,12,SRB,3.0,FILIPOVIC F,12 - 10,453,SRB,7:33
Steal,8.0,2,10,12,SRB,3.0,SZIVOS M,12 - 10,453,HUN,7:33
5m shot - Saved,9.0,2,10,12,SRB,3.0,VARGA D,12 - 10,425,HUN,7:05
Action shot - Saved,8.0,2,10,12,SRB,3.0,ALEKSIC M,12 - 10,396,SRB,6:36
5m shot - Saved,10.0,2,10,12,SRB,3.0,VARGA D,12 - 10,369,HUN,6:09
Turnover foul,7.0,2,10,12,SRB,3.0,NIKIC S,12 - 10,344,SRB,5:44
20 sec. exclusion in field,10.0,2,10,12,SRB,3.0,FILIPOVIC F,12 - 10,339,SRB,5:39
Action shot - Saved,3.0,2,10,12,SRB,3.0,MADARAS N,12 - 10,313,HUN,5:13
Action shot - Missed,2.0,2,10,12,SRB,3.0,MANDIC D,12 - 10,285,SRB,4:45
Turnover foul,12.0,2,10,12,SRB,3.0,HARAI B,12 - 10,268,HUN,4:28
20 sec. exclusion in centre,2.0,2,10,12,SRB,3.0,GOR-NAGY M,12 - 10,254,HUN,4:14
Exclusion with substitution,2.0,2,10,12,SRB,3.0,GOR-NAGY M,12 - 10,254,HUN,4:14
Action shot - Goal,2.0,2,5,8,SRB,3.0,MANDIC D,8 - 5,232,SRB,3:52
Action shot - Post,3.0,2,5,8,SRB,3.0,MADARAS N,8 - 5,220,HUN,3:40
Turnover foul,11.0,2,5,8,SRB,3.0,PRLAINOVIC A,8 - 5,205,SRB,3:25
Steal,5.0,2,5,8,SRB,3.0,VAMOS M,8 - 5,205,HUN,3:25
20 sec. exclusion in field,6.0,2,5,8,SRB,3.0,PIJETLOVIC D,8 - 5,202,SRB,3:22
Time-Out,,2,5,8,SRB,3.0,,8 - 5,202,HUN,3:22
Action shot - Saved,6.0,2,5,8,SRB,3.0,HOSNYANSZKY N,8 - 5,173,HUN,2:53
20 sec. exclusion in centre,6.0,2,5,8,SRB,3.0,HOSNYANSZKY N,8 - 5,148,HUN,2:28
Extra player shot - Blocked,4.0,2,5,8,SRB,3.0,UDOVICIC V,8 - 5,130,SRB,2:10
Action shot - Blocked,3.0,2,5,8,SRB,3.0,GOCIC Z,8 - 5,126,SRB,2:06
5m shot - Goal,10.0,2,6,8,SRB,3.0,VARGA D,8 - 6,108,HUN,1:48
Turnover foul,4.0,2,6,8,SRB,3.0,UDOVICIC V,8 - 6,88,SRB,1:28
Steal,5.0,2,6,8,SRB,3.0,VAMOS M,8 - 6,88,HUN,1:28
20 sec. exclusion in field,10.0,2,6,8,SRB,3.0,FILIPOVIC F,8 - 6,71,SRB,1:11
Extra player shot - Goal,5.0,2,7,8,SRB,3.0,VAMOS M,8 - 7,56,HUN,0:56
20 sec. exclusion in centre,9.0,2,7,8,SRB,3.0,VARGA D,8 - 7,39,HUN,0:39
Extra player shot - Goal,5.0,2,7,9,SRB,3.0,CUK M,9 - 7,30,SRB,0:30
Turnover foul,12.0,2,7,9,SRB,3.0,HARAI B,9 - 7,9,HUN,0:09
Steal,11.0,2,7,9,SRB,3.0,PRLAINOVIC A,9 - 7,9,SRB,0:09
Turnover foul,4.0,2,7,9,SRB,3.0,UDOVICIC V,9 - 7,6,SRB,0:06
5m shot - Blocked,8.0,2,7,9,SRB,3.0,SZIVOS M,9 - 7,1,HUN,0:01
Starting goalkeeper,1.0,2,7,9,SRB,4.0,MITROVIC B,9 - 7,480,SRB,8:00
Starting goalkeeper,1.0,2,7,9,SRB,4.0,NAGY V,9 - 7,480,HUN,8:00
Sprint won possession,2.0,2,7,9,SRB,4.0,MANDIC D,9 - 7,480,SRB,8:00
20 sec. exclusion in centre,7.0,2,7,9,SRB,4.0,DECKER A,9 - 7,456,HUN,7:36
Extra player shot - Goal,7.0,2,7,10,SRB,4.0,NIKIC S,10 - 7,446,SRB,7:26
Turnover foul,8.0,2,7,10,SRB,4.0,SZIVOS M,10 - 7,427,HUN,7:07
Penalty foul,4.0,2,7,10,SRB,4.0,BATORI B,10 - 7,412,HUN,6:52
Penalty shot - Goal,11.0,2,7,11,SRB,4.0,PRLAINOVIC A,11 - 7,412,SRB,6:52
20 sec. exclusion in centre,5.0,2,7,11,SRB,4.0,CUK M,11 - 7,393,SRB,6:33
Extra player shot - Blocked,3.0,2,7,11,SRB,4.0,MADARAS N,11 - 7,377,HUN,6:17
Centre shot - Saved,8.0,2,7,11,SRB,4.0,SZIVOS M,11 - 7,367,HUN,6:07
Action shot - Blocked,4.0,2,7,11,SRB,4.0,UDOVICIC V,11 - 7,345,SRB,5:45
5m shot - Post,10.0,2,7,11,SRB,4.0,VARGA D,11 - 7,315,HUN,5:15
Action shot - Goal,3.0,2,8,11,SRB,4.0,MADARAS N,11 - 8,303,HUN,5:03
5m shot - Post,10.0,2,8,11,SRB,4.0,FILIPOVIC F,11 - 8,287,SRB,4:47
20 sec. exclusion in centre,3.0,2,8,11,SRB,4.0,GOCIC Z,11 - 8,270,SRB,4:30
Exclusion with substitution,3.0,2,8,11,SRB,4.0,GOCIC Z,11 - 8,270,SRB,4:30
Extra player shot - Goal,10.0,2,9,11,SRB,4.0,VARGA D,11 - 9,262,HUN,4:22
Turnover foul,7.0,2,9,11,SRB,4.0,NIKIC S,11 - 9,240,SRB,4:00
Steal,10.0,2,9,11,SRB,4.0,VARGA D,11 - 9,240,HUN,4:00
Action shot - Goal,12.0,2,10,11,SRB,4.0,HARAI B,11 - 10,217,HUN,3:37
Time-Out,,2,10,11,SRB,4.0,,11 - 10,217,SRB,3:37
Double exclusion,7.0,2,10,11,SRB,4.0,DECKER A,11 - 10,209,HUN,3:29
Exclusion with substitution,7.0,2,10,11,SRB,4.0,DECKER A,11 - 10,209,HUN,3:29
Double exclusion,6.0,2,10,11,SRB,4.0,PIJETLOVIC D,11 - 10,209,SRB,3:29
Exclusion with substitution,6.0,2,10,11,SRB,4.0,PIJETLOVIC D,11 - 10,209,SRB,3:29
20 sec. exclusion in centre,12.0,2,10,11,SRB,4.0,HARAI B,11 - 10,191,HUN,3:11
20 sec. exclusion in field,11.0,2,10,11,SRB,4.0,BEDO K,11 - 10,82,HUN,1:22
Extra player shot - Goal,7.0,2,10,13,SRB,4.0,NIKIC S,13 - 10,64,SRB,1:04
5m shot - Saved,9.0,2,10,13,SRB,4.0,VARGA D,13 - 10,34,HUN,0:34
5m shot - Missed,8.0,2,10,13,SRB,4.0,SZIVOS M,13 - 10,1,HUN,0:01
Starting goalkeeper,13.0,3,0,0,AUS,1.0,CLARK J,0 - 0,480,AUS,8:00
Starting goalkeeper,13.0,3,0,0,AUS,1.0,DECKER A,0 - 0,480,HUN,8:00
Sprint won possession,11.0,3,0,0,AUS,1.0,HOWDEN R,0 - 0,480,AUS,8:00
Action shot - Saved,11.0,3,0,0,AUS,1.0,HOWDEN R,0 - 0,455,AUS,7:35
Action shot - Blocked,3.0,3,0,0,AUS,1.0,MADARAS N,0 - 0,403,HUN,6:43
Turnover foul,8.0,3,0,0,AUS,1.0,SZIVOS M,0 - 0,379,HUN,6:19
Steal,11.0,3,0,0,AUS,1.0,HOWDEN R,0 - 0,379,AUS,6:19
Action shot - Saved,2.0,3,0,0,AUS,1.0,CAMPBELL R,0 - 0,348,AUS,5:48
20 sec. exclusion in centre,5.0,3,0,0,AUS,1.0,POWER N,0 - 0,318,AUS,5:18
Extra player shot - Goal,12.0,3,1,0,AUS,1.0,HARAI B,1 - 0,301,HUN,5:01
20 sec. exclusion in centre,6.0,3,1,0,AUS,1.0,HOSNYANSZKY N,1 - 0,279,HUN,4:39
Action shot - Post,11.0,3,1,0,AUS,1.0,HOWDEN R,1 - 0,257,AUS,4:17
Centre shot - Goal,8.0,3,1,1,AUS,1.0,YOUNGER A,1 - 1,238,AUS,3:58
20 sec. exclusion in field,7.0,3,1,1,AUS,1.0,ROACH A,1 - 1,225,AUS,3:45
