Action,Cap,Game,Opponent,Opponent name,Period,Player,Score,Seconds,Team,Time,USA
Turnover foul,9.0,1,2,CRO,2.0,SUKNO S,2 - 2,224,CRO,3:44,2
Steal,10.0,1,2,CRO,2.0,HUTTEN T,2 - 2,224,USA,3:44,2
Action shot - Saved,2.0,1,2,CRO,2.0,WIGO J,2 - 2,202,USA,3:22,2
Turnover foul,10.0,1,2,CRO,2.0,DOBUD N,2 - 2,185,CRO,3:05,2
Turnover foul,8.0,1,2,CRO,2.0,AZEVEDO A,2 - 2,162,USA,2:42,2
Steal,12.0,1,2,CRO,2.0,OBRADOVIC P,2 - 2,162,CRO,2:42,2
Action shot - Post,11.0,1,2,CRO,2.0,SETKA A,2 - 2,142,CRO,2:22,2
Action shot - Post,7.0,1,2,CRO,2.0,MUSLIM P,2 - 2,123,CRO,2:03,2
20 sec. exclusion in field,9.0,1,2,CRO,2.0,SUKNO S,2 - 2,100,CRO,1:40,2
Time-Out,,1,2,CRO,2.0,,2 - 2,100,USA,1:40,2
Action shot - Goal,5.0,1,2,CRO,2.0,de TRANE M,2 - 3,76,USA,1:16,3
Action shot - Goal,12.0,1,3,CRO,2.0,OBRADOVIC P,3 - 3,49,CRO,0:49,3
20 sec. exclusion in field,7.0,1,3,CRO,2.0,KRUMPHOLZ J,3 - 3,20,USA,0:20,3
Turnover foul,7.0,1,3,CRO,2.0,KRUMPHOLZ J,3 - 3,15,USA,0:15,3
Extra player shot - Post,9.0,1,3,CRO,2.0,SUKNO S,3 - 3,1,CRO,0:01,3
Steal,9.0,1,3,CRO,4.0,BUCKNER S,3 - 3,29,USA,0:29,3
Centre shot - Goal,12.0,1,9,CRO,4.0,MANN J,9 - 7,6,USA,0:06,7
Starting goalkeeper,1.0,1,9,CRO,3.0,PAVIC J,9 - 7,480,CRO,8:00,7
Starting goalkeeper,1.0,1,9,CRO,3.0,MOSES M,9 - 7,480,USA,8:00,7
Sprint won possession,11.0,1,9,CRO,3.0,SETKA A,9 - 7,480,CRO,8:00,7
20 sec. exclusion in field,8.0,1,9,CRO,3.0,AZEVEDO A,9 - 7,460,USA,7:40,7
Extra player shot - Blocked,8.0,1,9,CRO,3.0,BUSLJE A,9 - 7,440,CRO,7:20,7
20 sec. exclusion in field,11.0,1,9,CRO,3.0,SETKA A,9 - 7,403,CRO,6:43,7
Extra player shot - Saved,4.0,1,9,CRO,3.0,BOWEN A,9 - 7,386,USA,6:26,7
Action shot - Saved,2.0,1,9,CRO,3.0,WIGO J,9 - 7,375,USA,6:15,7
Action shot - Goal,5.0,1,4,CRO,3.0,JOKOVIC M,4 - 3,357,CRO,5:57,3
Action shot - Saved,8.0,1,4,CRO,3.0,AZEVEDO A,4 - 3,327,USA,5:27,3
Turnover foul,9.0,1,4,CRO,3.0,BUCKNER S,4 - 3,308,USA,5:08,3
Steal,5.0,1,4,CRO,3.0,JOKOVIC M,4 - 3,308,CRO,5:08,3
20 sec. exclusion in field,5.0,1,4,CRO,3.0,de TRANE M,4 - 3,283,USA,4:43,3
Extra player shot - Goal,10.0,1,5,CRO,3.0,DOBUD N,5 - 3,265,CRO,4:25,3
Turnover foul,7.0,1,5,CRO,3.0,KRUMPHOLZ J,5 - 3,245,USA,4:05,3
Steal,3.0,1,5,CRO,3.0,MILAKOVIC I,5 - 3,245,CRO,4:05,3
20 sec. exclusion in centre,7.0,1,5,CRO,3.0,KRUMPHOLZ J,5 - 3,225,USA,3:45,3
Time-Out,,1,5,CRO,3.0,,5 - 3,225,CRO,3:45,3
Extra player shot - Blocked,12.0,1,5,CRO,3.0,OBRADOVIC P,5 - 3,196,CRO,3:16,3
20 sec. exclusion in centre,9.0,1,5,CRO,3.0,BUCKNER S,5 - 3,179,USA,2:59,3
Extra player shot - Goal,7.0,1,6,CRO,3.0,MUSLIM P,6 - 3,159,CRO,2:39,3
Time-Out,,1,6,CRO,3.0,,6 - 3,158,USA,2:38,3
20 sec. exclusion in field,11.0,1,6,CRO,3.0,SETKA A,6 - 3,147,CRO,2:27,3
Extra player shot - Saved,8.0,1,6,CRO,3.0,AZEVEDO A,6 - 3,140,USA,2:20,3
Turnover foul,6.0,1,6,CRO,3.0,BUKIC L,6 - 3,118,CRO,1:58,3
20 sec. exclusion in centre,4.0,1,6,CRO,3.0,PASKVALIN F,6 - 3,97,CRO,1:37,3
Extra player shot - Goal,5.0,1,6,CRO,3.0,de TRANE M,6 - 4,78,USA,1:18,4
20 sec. exclusion in centre,3.0,1,6,CRO,3.0,OBERT A,6 - 4,59,USA,0:59,4
Extra player shot - Post,8.0,1,6,CRO,3.0,BUSLJE A,6 - 4,40,CRO,0:40,4
Turnover foul,11.0,1,6,CRO,3.0,ROSENTHAL M,6 - 4,24,USA,0:24,4
Steal,7.0,1,6,CRO,3.0,MUSLIM P,6 - 4,24,CRO,0:24,4
20 sec. exclusion in field,12.0,1,6,CRO,3.0,MANN J,6 - 4,4,USA,0:04,4
Starting goalkeeper,1.0,1,6,CRO,4.0,MOSES M,6 - 4,480,USA,8:00,4
Starting goalkeeper,1.0,1,6,CRO,4.0,PAVIC J,6 - 4,480,CRO,8:00,4
Sprint won possession,11.0,1,6,CRO,4.0,ROSENTHAL M,6 - 4,480,USA,8:00,4
5m shot - Blocked,12.0,1,6,CRO,4.0,MANN J,6 - 4,451,USA,7:31,4
Turnover foul,12.0,1,6,CRO,4.0,MANN J,6 - 4,429,USA,7:09,4
Steal,10.0,1,6,CRO,4.0,DOBUD N,6 - 4,429,CRO,7:09,4
20 sec. exclusion in centre,4.0,1,6,CRO,4.0,BOWEN A,6 - 4,410,USA,6:50,4
Centre shot - Goal,10.0,1,7,CRO,4.0,DOBUD N,7 - 4,388,CRO,6:28,4
Turnover foul,9.0,1,7,CRO,4.0,BUCKNER S,7 - 4,375,USA,6:15,4
Turnover foul,12.0,1,7,CRO,4.0,OBRADOVIC P,7 - 4,349,CRO,5:49,4
Steal,9.0,1,7,CRO,4.0,BUCKNER S,7 - 4,349,USA,5:49,4
20 sec. exclusion in centre,8.0,1,7,CRO,4.0,BUSLJE A,7 - 4,327,CRO,5:27,4
Extra player shot - Goal,9.0,1,7,CRO,4.0,BUCKNER S,7 - 5,314,USA,5:14,5
Penalty foul,9.0,1,7,CRO,4.0,BUCKNER S,7 - 5,290,USA,4:50,5
Penalty shot - Saved,9.0,1,7,CRO,4.0,SUKNO S,7 - 5,290,CRO,4:50,5
20 sec. exclusion in field,5.0,1,7,CRO,4.0,de TRANE M,7 - 5,284,USA,4:44,5
Exclusion with substitution,5.0,1,7,CRO,4.0,de TRANE M,7 - 5,284,USA,4:44,5
Turnover foul,11.0,1,7,CRO,4.0,SETKA A,7 - 5,264,CRO,4:24,5
Action shot - Saved,10.0,1,7,CRO,4.0,HUTTEN T,7 - 5,238,USA,3:58,5
Time-Out,,1,7,CRO,4.0,,7 - 5,229,CRO,3:49,5
5m shot - Saved,9.0,1,7,CRO,4.0,SUKNO S,7 - 5,202,CRO,3:22,5
Turnover foul,12.0,1,7,CRO,4.0,OBRADOVIC P,7 - 5,174,CRO,2:54,5
Turnover foul,2.0,1,7,CRO,4.0,WIGO J,7 - 5,161,USA,2:41,5
Steal,7.0,1,7,CRO,4.0,MUSLIM P,7 - 5,161,CRO,2:41,5
Action shot - Goal,7.0,1,8,CRO,4.0,MUSLIM P,8 - 5,139,CRO,2:19,5
Action shot - Goal,4.0,1,8,CRO,4.0,BOWEN A,8 - 6,121,USA,2:01,6
20 sec. exclusion in field,4.0,1,8,CRO,4.0,BOWEN A,8 - 6,107,USA,1:47,6
Action shot - Saved,5.0,1,8,CRO,4.0,JOKOVIC M,8 - 6,83,CRO,1:23,6
Centre shot - Goal,4.0,1,9,CRO,4.0,PASKVALIN F,9 - 6,82,CRO,1:22,6
Centre shot - Saved,12.0,1,9,CRO,4.0,MANN J,9 - 6,48,USA,0:48,6
Turnover foul,12.0,1,9,CRO,4.0,OBRADOVIC P,9 - 6,29,CRO,0:29,6
5m shot - Saved,12.0,1,9,CRO,4.0,OBRADOVIC P,9 - 6,1,CRO,0:01,6
Starting goalkeeper,1.0,2,0,RSA,1.0,FLATSCHER D,0 - 0,480,RSA,8:00,0
Starting goalkeeper,13.0,2,0,RSA,1.0,STEVENS A,0 - 0,480,USA,8:00,0
Sprint won possession,11.0,2,0,RSA,1.0,ROSENTHAL M,0 - 0,480,USA,8:00,0
5m shot - Goal,4.0,2,0,RSA,1.0,BOWEN A,0 - 1,454,USA,7:34,1
5m shot - Post,8.0,2,0,RSA,1.0,BELL R,0 - 1,432,RSA,7:12,1
5m shot - Post,8.0,2,0,RSA,1.0,AZEVEDO A,0 - 1,404,USA,6:44,1
20 sec. exclusion in field,10.0,2,0,RSA,1.0,HUTTEN T,0 - 1,380,USA,6:20,1
Turnover foul,2.0,2,0,RSA,1.0,le ROUX E,0 - 1,358,RSA,5:58,1
Centre shot - Goal,12.0,2,0,RSA,1.0,MANN J,0 - 2,338,USA,5:38,2
Turnover foul,7.0,2,0,RSA,1.0,DOWNES R,0 - 2,318,RSA,5:18,2
20 sec. exclusion in field,7.0,2,0,RSA,1.0,DOWNES R,0 - 2,311,RSA,5:11,2
Centre shot - Goal,12.0,2,0,RSA,1.0,MANN J,0 - 3,290,USA,4:50,3
20 sec. exclusion in centre,3.0,2,0,RSA,1.0,OBERT A,0 - 3,267,USA,4:27,3
Action shot - Missed,10.0,2,0,RSA,1.0,le ROUX P,0 - 3,237,RSA,3:57,3
20 sec. exclusion in centre,13.0,2,0,RSA,1.0,STEWART D,0 - 3,214,RSA,3:34,3
Extra player shot - Blocked,9.0,2,0,RSA,1.0,BUCKNER S,0 - 3,201,USA,3:21,3
20 sec. exclusion in centre,6.0,2,0,RSA,1.0,KYTE J,0 - 3,157,RSA,2:37,3
Extra player shot - Goal,2.0,2,0,RSA,1.0,WIGO J,0 - 4,141,USA,2:21,4
Turnover foul,4.0,2,0,RSA,1.0,BADENHORST I,0 - 4,121,RSA,2:01,4
Steal,4.0,2,0,RSA,1.0,BOWEN A,0 - 4,121,USA,2:01,4
Turnover foul,13.0,2,0,RSA,1.0,STEVENS A,0 - 4,111,USA,1:51,4
Steal,11.0,2,0,RSA,1.0,MOLYNEUX N,0 - 4,111,RSA,1:51,4
Turnover foul,10.0,2,0,RSA,1.0,le ROUX P,0 - 4,88,RSA,1:28,4
Steal,4.0,2,0,RSA,1.0,BOWEN A,0 - 4,88,USA,1:28,4
Turnover foul,4.0,2,0,RSA,1.0,BOWEN A,0 - 4,64,USA,1:04,4
Steal,1.0,2,0,RSA,1.0,FLATSCHER D,0 - 4,64,RSA,1:04,4
5m shot - Blocked,2.0,2,0,RSA,1.0,le ROUX E,0 - 4,36,RSA,0:36,4
Action shot - Blocked,8.0,2,0,RSA,1.0,AZEVEDO A,0 - 4,5,USA,0:05,4
Action shot - Blocked,12.0,2,0,RSA,1.0,MANN J,0 - 4,1,USA,0:01,4
Starting goalkeeper,13.0,2,0,RSA,2.0,STEVENS A,0 - 4,480,USA,8:00,4
Starting goalkeeper,1.0,2,0,RSA,2.0,FLATSCHER D,0 - 4,480,RSA,8:00,4
Sprint won possession,11.0,2,0,RSA,2.0,MOLYNEUX N,0 - 4,480,RSA,8:00,4
Turnover foul,7.0,2,0,RSA,2.0,DOWNES R,0 - 4,464,RSA,7:44,4
Counter attack - Goal,12.0,2,0,RSA,2.0,MANN J,0 - 5,457,USA,7:37,5
Turnover foul,10.0,2,0,RSA,2.0,le ROUX P,0 - 5,440,RSA,7:20,5
Steal,8.0,2,0,RSA,2.0,AZEVEDO A,0 - 5,440,USA,7:20,5
Turnover foul,12.0,2,0,RSA,2.0,MANN J,0 - 5,426,USA,7:06,5
5m shot - Goal,8.0,2,1,RSA,2.0,BELL R,1 - 5,398,RSA,6:38,5
20 sec. exclusion in centre,6.0,2,1,RSA,2.0,KYTE J,1 - 5,383,RSA,6:23,5
Action shot - Goal,10.0,2,1,RSA,2.0,HUTTEN T,1 - 6,361,USA,6:01,6
Turnover foul,2.0,2,1,RSA,2.0,le ROUX E,1 - 6,337,RSA,5:37,6
Steal,11.0,2,1,RSA,2.0,ROSENTHAL M,1 - 6,337,USA,5:37,6
Turnover foul,7.0,2,1,RSA,2.0,KRUMPHOLZ J,1 - 6,326,USA,5:26,6
Centre shot - Saved,3.0,2,1,RSA,2.0,CARD D,1 - 6,310,RSA,5:10,6
Action shot - Saved,7.0,2,1,RSA,2.0,DOWNES R,1 - 6,253,RSA,4:13,6
5m shot - Missed,2.0,2,1,RSA,2.0,WIGO J,1 - 6,229,USA,3:49,6
5m shot - Missed,2.0,2,1,RSA,2.0,le ROUX E,1 - 6,210,RSA,3:30,6
Centre shot - Goal,7.0,2,1,RSA,2.0,KRUMPHOLZ J,1 - 7,184,USA,3:04,7
Action shot - Post,8.0,2,1,RSA,2.0,BELL R,1 - 7,159,RSA,2:39,7
20 sec. exclusion in field,3.0,2,1,RSA,2.0,OBERT A,1 - 7,146,USA,2:26,7
Turnover foul,5.0,2,1,RSA,2.0,RODDA N,1 - 7,131,RSA,2:11,7
Steal,8.0,2,1,RSA,2.0,AZEVEDO A,1 - 7,131,USA,2:11,7
Turnover foul,3.0,2,1,RSA,2.0,OBERT A,1 - 7,101,USA,1:41,7
Steal,1.0,2,1,RSA,2.0,FLATSCHER D,1 - 7,101,RSA,1:41,7
Centre shot - Saved,13.0,2,1,RSA,2.0,STEWART D,1 - 7,73,RSA,1:13,7
Counter attack - Goal,6.0,2,1,RSA,2.0,RAMIREZ C,1 - 8,54,USA,0:54,8
20 sec. exclusion in centre,6.0,2,1,RSA,2.0,RAMIREZ C,1 - 8,39,USA,0:39,8
Extra player shot - Post,5.0,2,1,RSA,2.0,RODDA N,1 - 8,22,RSA,0:22,8
Counter attack - Goal,2.0,2,1,RSA,2.0,WIGO J,1 - 9,7,USA,0:07,9
5m shot - Blocked,8.0,2,1,RSA,2.0,BELL R,1 - 9,1,RSA,0:01,9
Starting goalkeeper,1.0,2,1,RSA,3.0,FLATSCHER D,1 - 9,480,RSA,8:00,9
Starting goalkeeper,13.0,2,1,RSA,3.0,STEVENS A,1 - 9,480,USA,8:00,9
Sprint won possession,4.0,2,1,RSA,3.0,BADENHORST I,1 - 9,480,RSA,8:00,9
5m shot - Missed,2.0,2,1,RSA,3.0,le ROUX E,1 - 9,452,RSA,7:32,9
Centre shot - Goal,12.0,2,1,RSA,3.0,MANN J,1 - 10,433,USA,7:13,10
5m shot - Saved,8.0,2,1,RSA,3.0,BELL R,1 - 10,408,RSA,6:48,10
20 sec. exclusion in centre,11.0,2,1,RSA,3.0,MOLYNEUX N,1 - 10,386,RSA,6:26,10
Action shot - Saved,11.0,2,1,RSA,3.0,ROSENTHAL M,1 - 10,365,USA,6:05,10
Action shot - Goal,8.0,2,1,RSA,3.0,AZEVEDO A,1 - 11,319,USA,5:19,11
Turnover foul,10.0,2,1,RSA,3.0,le ROUX P,1 - 11,311,RSA,5:11,11
Steal,8.0,2,1,RSA,3.0,AZEVEDO A,1 - 11,311,USA,5:11,11
Counter attack - Goal,8.0,2,1,RSA,3.0,AZEVEDO A,1 - 12,302,USA,5:02,12
Centre shot - Blocked,10.0,2,1,RSA,3.0,le ROUX P,1 - 12,286,RSA,4:46,12
Time-Out,,2,1,RSA,3.0,,1 - 12,286,USA,4:46,12
5m shot - Post,5.0,2,1,RSA,3.0,de TRANE M,1 - 12,261,USA,4:21,12
Turnover foul,9.0,2,1,RSA,3.0,BUCKNER S,1 - 12,240,USA,4:00,12
Centre shot - Saved,3.0,2,1,RSA,3.0,CARD D,1 - 12,212,RSA,3:32,12
Turnover foul,3.0,2,1,RSA,3.0,OBERT A,1 - 12,211,USA,3:31,12
5m shot - Saved,6.0,2,1,RSA,3.0,KYTE J,1 - 12,191,RSA,3:11,12
5m shot - Missed,9.0,2,1,RSA,3.0,BUCKNER S,1 - 12,163,USA,2:43,12
Centre shot - Goal,11.0,2,2,RSA,3.0,MOLYNEUX N,2 - 12,147,RSA,2:27,12
20 sec. exclusion in centre,6.0,2,2,RSA,3.0,KYTE J,2 - 12,127,RSA,2:07,12
Exclusion with substitution,6.0,2,2,RSA,3.0,KYTE J,2 - 12,127,RSA,2:07,12
Turnover foul,12.0,2,2,RSA,3.0,MANN J,2 - 12,111,USA,1:51,12
Steal,2.0,2,2,RSA,3.0,le ROUX E,2 - 12,111,RSA,1:51,12
5m shot - Goal,8.0,2,3,RSA,3.0,BELL R,3 - 12,83,RSA,1:23,12
20 sec. exclusion in centre,8.0,2,3,RSA,3.0,BELL R,3 - 12,63,RSA,1:03,12
Extra player shot - Saved,4.0,2,3,RSA,3.0,BOWEN A,3 - 12,47,USA,0:47,12
Action shot - Goal,6.0,2,3,RSA,3.0,RAMIREZ C,3 - 13,41,USA,0:41,13
Action shot - Missed,13.0,2,3,RSA,3.0,STEWART D,3 - 13,18,RSA,0:18,13
Counter attack - Goal,4.0,2,3,RSA,3.0,BOWEN A,3 - 14,7,USA,0:07,14
5m shot - Missed,8.0,2,3,RSA,3.0,BELL R,3 - 14,1,RSA,0:01,14
Starting goalkeeper,13.0,2,3,RSA,4.0,STEVENS A,3 - 14,480,USA,8:00,14
Starting goalkeeper,1.0,2,3,RSA,4.0,FLATSCHER D,3 - 14,480,RSA,8:00,14
Sprint won possession,7.0,2,3,RSA,4.0,DOWNES R,3 - 14,480,RSA,8:00,14
Turnover foul,8.0,2,3,RSA,4.0,BELL R,3 - 14,456,RSA,7:36,14
Counter attack - Saved,2.0,2,3,RSA,4.0,WIGO J,3 - 14,445,USA,7:25,14
Turnover foul,7.0,2,3,RSA,4.0,KRUMPHOLZ J,3 - 14,425,USA,7:05,14
Steal,8.0,2,3,RSA,4.0,BELL R,3 - 14,425,RSA,7:05,14
5m shot - Saved,2.0,2,3,RSA,4.0,WIGO J,3 - 14,366,USA,6:06,14
20 sec. exclusion in centre,8.0,2,3,RSA,4.0,BELL R,3 - 14,310,RSA,5:10,14
Extra player shot - Missed,2.0,2,3,RSA,4.0,WIGO J,3 - 14,295,USA,4:55,14
Time-Out,,2,3,RSA,4.0,,3 - 14,295,RSA,4:55,14
20 sec. exclusion in field,3.0,2,3,RSA,4.0,OBERT A,3 - 14,270,USA,4:30,14
Exclusion with substitution,3.0,2,3,RSA,4.0,OBERT A,3 - 14,270,USA,4:30,14
Extra player shot - Saved,10.0,2,3,RSA,4.0,le ROUX P,3 - 14,260,RSA,4:20,14
20 sec. exclusion in centre,4.0,2,3,RSA,4.0,BADENHORST I,3 - 14,239,RSA,3:59,14
Time-Out,,2,3,RSA,4.0,,3 - 14,238,USA,3:58,14
Extra player shot - Missed,9.0,2,3,RSA,4.0,BUCKNER S,3 - 14,220,USA,3:40,14
5m shot - Saved,4.0,2,3,RSA,4.0,BADENHORST I,3 - 14,195,RSA,3:15,14
Counter attack - Saved,12.0,2,3,RSA,4.0,MANN J,3 - 14,182,USA,3:02,14
Action shot - Blocked,5.0,2,3,RSA,4.0,de TRANE M,3 - 14,130,USA,2:10,14
Centre shot - Goal,12.0,2,3,RSA,4.0,MANN J,3 - 15,115,USA,1:55,15
Turnover foul,4.0,2,3,RSA,4.0,BADENHORST I,3 - 15,100,RSA,1:40,15
Steal,10.0,2,3,RSA,4.0,HUTTEN T,3 - 15,100,USA,1:40,15
20 sec. exclusion in field,9.0,2,3,RSA,4.0,WHYTE D,3 - 15,80,RSA,1:20,15
Extra player shot - Saved,7.0,2,3,RSA,4.0,KRUMPHOLZ J,3 - 15,78,USA,1:18,15
Extra player shot - Goal,4.0,2,3,RSA,4.0,BOWEN A,3 - 16,65,USA,1:05,16
Action shot - Post,10.0,2,3,RSA,4.0,le ROUX P,3 - 16,41,RSA,0:41,16
Action shot - Missed,4.0,2,3,RSA,4.0,BOWEN A,3 - 16,25,USA,0:25,16
Time-Out,,2,3,RSA,4.0,,3 - 16,18,RSA,0:18,16
Turnover foul,8.0,2,3,RSA,4.0,BELL R,3 - 16,1,RSA,0:01,16
Steal,4.0,2,3,RSA,4.0,BOWEN A,3 - 16,1,USA,0:01,16
Starting goalkeeper,1.0,3,0,CAN,1.0,MOSES M,0 - 0,480,USA,8:00,0
Starting goalkeeper,1.0,3,0,CAN,1.0,RANDALL R,0 - 0,480,CAN,8:00,0
Sprint won possession,8.0,3,0,CAN,1.0,GRAHAM K,0 - 0,480,CAN,8:00,0
5m shot - Post,8.0,3,0,CAN,1.0,GRAHAM K,0 - 0,452,CAN,7:32,0
Turnover foul,7.0,3,0,CAN,1.0,KRUMPHOLZ J,0 - 0,421,USA,7:01,0
Steal,10.0,3,0,CAN,1.0,CONWAY J,0 - 0,421,CAN,7:01,0
Turnover foul,8.0,3,0,CAN,1.0,GRAHAM K,0 - 0,392,CAN,6:32,0
Turnover foul,7.0,3,0,CAN,1.0,KRUMPHOLZ J,0 - 0,365,USA,6:05,0
Turnover foul,4.0,3,0,CAN,1.0,CONSTANTIN-BICARI,0 - 0,349,CAN,5:49,0
20 sec. exclusion in field,2.0,3,0,CAN,1.0,KUDABA C,0 - 0,347,CAN,5:47,0
Action shot - Goal,4.0,3,0,CAN,1.0,BOWEN A,0 - 1,324,USA,5:24,1
Action shot - Saved,9.0,3,0,CAN,1.0,DIGGLE D,0 - 1,297,CAN,4:57,1
Action shot - Saved,11.0,3,0,CAN,1.0,ROSENTHAL M,0 - 1,284,USA,4:44,1
Centre shot - Missed,4.0,3,0,CAN,1.0,CONSTANTIN-BICARI,0 - 1,266,CAN,4:26,1
20 sec. exclusion in centre,6.0,3,0,CAN,1.0,ROBINSON S,0 - 1,254,CAN,4:14,1
Extra player shot - Missed,8.0,3,0,CAN,1.0,AZEVEDO A,0 - 1,243,USA,4:03,1
5m shot - Blocked,6.0,3,0,CAN,1.0,ROBINSON S,0 - 1,217,CAN,3:37,1
Action shot - Blocked,2.0,3,0,CAN,1.0,KUDABA C,0 - 1,157,CAN,2:37,1
Action shot - Goal,4.0,3,0,CAN,1.0,BOWEN A,0 - 2,134,USA,2:14,2
Action shot - Saved,5.0,3,0,CAN,1.0,BOYD J,0 - 2,106,CAN,1:46,2
Action shot - Saved,9.0,3,0,CAN,1.0,BUCKNER S,0 - 2,87,USA,1:27,2
5m shot - Goal,12.0,3,1,CAN,1.0,McELROY J,1 - 2,61,CAN,1:01,2
Turnover foul,11.0,3,1,CAN,1.0,ROSENTHAL M,1 - 2,35,USA,0:35,2
20 sec. exclusion in field,11.0,3,1,CAN,1.0,ROSENTHAL M,1 - 2,17,USA,0:17,2
Extra player shot - Goal,12.0,3,2,CAN,1.0,McELROY J,2 - 2,0,CAN,0:00,2
Starting goalkeeper,1.0,3,2,CAN,2.0,RANDALL R,2 - 2,480,CAN,8:00,2
Starting goalkeeper,1.0,3,2,CAN,2.0,MOSES M,2 - 2,480,USA,8:00,2
Sprint won possession,8.0,3,2,CAN,2.0,GRAHAM K,2 - 2,480,CAN,8:00,2
