Action,Cap,Game,Opponent,Opponent name,Period,Player,Score,Seconds,Team,Time,USA,Result,Goal
5m shot,6.0,3,0,CAN,1.0,ROBINSON S,0 - 1,217,CAN,3:37,1,Blocked,0
Action shot,2.0,3,0,CAN,1.0,KUDABA C,0 - 1,157,CAN,2:37,1,Blocked,0
Action shot,4.0,3,0,CAN,1.0,BOWEN A,0 - 2,134,USA,2:14,2,Goal,1
Action shot,5.0,3,0,CAN,1.0,BOYD J,0 - 2,106,CAN,1:46,2,Saved,0
Action shot,9.0,3,0,CAN,1.0,BUCKNER S,0 - 2,87,USA,1:27,2,Saved,0
5m shot,12.0,3,1,CAN,1.0,McELROY J,1 - 2,61,CAN,1:01,2,Goal,1
Extra player shot,12.0,3,2,CAN,1.0,McELROY J,2 - 2,0,CAN,0:00,2,Goal,1
Centre shot,4.0,3,2,CAN,2.0,CONSTANTIN-BICARI,2 - 2,452,CAN,7:32,2,Saved,0
Centre shot,12.0,3,2,CAN,2.0,MANN J,2 - 3,427,USA,7:07,3,Goal,1
Extra player shot,12.0,3,2,CAN,2.0,McELROY J,2 - 3,386,CAN,6:26,3,Saved,0
Extra player shot,9.0,3,2,CAN,2.0,BUCKNER S,2 - 3,367,USA,6:07,3,Missed,0
Action shot,2.0,3,2,CAN,2.0,KUDABA C,2 - 3,346,CAN,5:46,3,Saved,0
Action shot,8.0,3,2,CAN,2.0,AZEVEDO A,2 - 3,308,USA,5:08,3,Saved,0
Action shot,12.0,3,2,CAN,2.0,McELROY J,2 - 3,282,CAN,4:42,3,Blocked,0
5m shot,8.0,3,2,CAN,2.0,GRAHAM K,2 - 3,233,CAN,3:53,3,Saved,0
Action shot,9.0,3,2,CAN,2.0,BUCKNER S,2 - 3,34,USA,0:34,3,Post,0
5m shot,5.0,3,2,CAN,2.0,de TRANE M,2 - 3,1,USA,0:01,3,Saved,0
Action shot,4.0,3,2,CAN,3.0,BOWEN A,2 - 4,451,USA,7:31,4,Goal,1
Action shot,2.0,3,2,CAN,3.0,WIGO J,2 - 4,381,USA,6:21,4,Blocked,0
Action shot,9.0,3,2,CAN,3.0,DIGGLE D,2 - 4,360,CAN,6:00,4,Saved,0
Extra player shot,12.0,3,2,CAN,3.0,MANN J,2 - 5,315,USA,5:15,5,Goal,1
Action shot,4.0,3,2,CAN,3.0,CONSTANTIN-BICARI,2 - 5,238,CAN,3:58,5,Missed,0
Action shot,9.0,3,2,CAN,3.0,DIGGLE D,2 - 5,201,CAN,3:21,5,Blocked,0
5m shot,4.0,3,2,CAN,3.0,BOWEN A,2 - 5,171,USA,2:51,5,Post,0
Extra player shot,2.0,3,2,CAN,3.0,KUDABA C,2 - 5,125,CAN,2:05,5,Saved,0
Counter attack,4.0,3,3,CAN,3.0,CONSTANTIN-BICARI,3 - 5,38,CAN,0:38,5,Goal,1
Action shot,4.0,3,3,CAN,3.0,BOWEN A,3 - 5,13,USA,0:13,5,Blocked,0
5m shot,10.0,3,3,CAN,3.0,CONWAY J,3 - 5,1,CAN,0:01,5,Saved,0
Action shot,12.0,3,4,CAN,4.0,McELROY J,4 - 5,455,CAN,7:35,5,Goal,1
Action shot,5.0,3,4,CAN,4.0,de TRANE M,4 - 6,431,USA,7:11,6,Goal,1
Centre shot,7.0,3,4,CAN,4.0,KRUMPHOLZ J,4 - 6,398,USA,6:38,6,Saved,0
Action shot,9.0,3,4,CAN,4.0,DIGGLE D,4 - 6,371,CAN,6:11,6,Missed,0
Extra player shot,4.0,3,4,CAN,4.0,BOWEN A,4 - 6,335,USA,5:35,6,Post,0
Action shot,2.0,3,4,CAN,4.0,WIGO J,4 - 7,324,USA,5:24,7,Goal,1
Action shot,2.0,3,4,CAN,4.0,KUDABA C,4 - 7,305,CAN,5:05,7,Post,0
Action shot,10.0,3,5,CAN,4.0,CONWAY J,5 - 7,262,CAN,4:22,7,Goal,1
5m shot,8.0,3,5,CAN,4.0,AZEVEDO A,5 - 7,234,USA,3:54,7,Post,0
Action shot,5.0,3,5,CAN,4.0,BOYD J,5 - 7,213,CAN,3:33,7,Saved,0
Action shot,2.0,3,6,CAN,4.0,KUDABA C,6 - 7,195,CAN,3:15,7,Goal,1
Centre shot,8.0,3,6,CAN,4.0,AZEVEDO A,6 - 7,175,USA,2:55,7,Post,0
5m shot,12.0,3,6,CAN,4.0,McELROY J,6 - 7,147,CAN,2:27,7,Missed,0
Penalty shot,8.0,3,6,CAN,4.0,AZEVEDO A,6 - 8,130,USA,2:10,8,Goal,1
Action shot,9.0,3,6,CAN,4.0,DIGGLE D,6 - 8,81,CAN,1:21,8,Saved,0
Extra player shot,8.0,3,7,CAN,4.0,GRAHAM K,7 - 8,50,CAN,0:50,8,Goal,1
Action shot,2.0,3,7,CAN,4.0,WIGO J,7 - 8,22,USA,0:22,8,Blocked,0
Penalty shot,5.0,4,0,ESP,1.0,MOLINA G,0 - 0,435,ESP,7:15,0,Saved,0
Action shot,2.0,4,0,ESP,1.0,WIGO J,1 - 0,409,USA,6:49,1,Goal,1
Extra player shot,10.0,4,1,ESP,1.0,PERRONE F,1 - 1,379,ESP,6:19,1,Goal,1
5m shot,10.0,4,1,ESP,1.0,PERRONE F,1 - 1,332,ESP,5:32,1,Post,0
Action shot,8.0,4,1,ESP,1.0,ESPANOL A,1 - 1,310,ESP,5:10,1,Missed,0
Action shot,4.0,4,1,ESP,1.0,BOWEN A,1 - 1,285,USA,4:45,1,Missed,0
Extra player shot,6.0,4,1,ESP,1.0,MINGUELL M,1 - 1,249,ESP,4:09,1,Saved,0
Extra player shot,10.0,4,1,ESP,1.0,PERRONE F,1 - 1,245,ESP,4:05,1,Post,0
Centre shot,6.0,4,1,ESP,1.0,MINGUELL M,1 - 1,240,ESP,4:00,1,Saved,0
Centre shot,12.0,4,1,ESP,1.0,GARCIA X,1 - 1,238,ESP,3:58,1,Saved,0
Counter attack,8.0,4,1,ESP,1.0,AZEVEDO A,2 - 1,219,USA,3:39,2,Goal,1
5m shot,3.0,4,1,ESP,1.0,de LERA R,2 - 1,195,ESP,3:15,2,Saved,0
Action shot,5.0,4,1,ESP,1.0,de TRANE M,2 - 1,172,USA,2:52,2,Missed,0
Extra player shot,10.0,4,2,ESP,1.0,PERRONE F,2 - 2,157,ESP,2:37,2,Goal,1
Extra player shot,12.0,4,2,ESP,1.0,MANN J,2 - 2,118,USA,1:58,2,Missed,0
Action shot,5.0,4,3,ESP,1.0,MOLINA G,2 - 3,105,ESP,1:45,2,Goal,1
Extra player shot,5.0,4,3,ESP,1.0,de TRANE M,2 - 3,62,USA,1:02,2,Blocked,0
Action shot,8.0,4,4,ESP,1.0,ESPANOL A,2 - 4,44,ESP,0:44,2,Goal,1
5m shot,12.0,4,4,ESP,1.0,GARCIA X,2 - 4,3,ESP,0:03,2,Saved,0
Centre shot,8.0,4,4,ESP,1.0,ESPANOL A,2 - 4,1,ESP,0:01,2,Saved,0
Extra player shot,10.0,4,4,ESP,2.0,HUTTEN T,2 - 4,451,USA,7:31,2,Blocked,0
Extra player shot,12.0,4,4,ESP,2.0,MANN J,3 - 4,450,USA,7:30,3,Goal,1
Penalty shot,8.0,4,5,ESP,2.0,ESPANOL A,3 - 5,423,ESP,7:03,3,Goal,1
Action shot,8.0,4,5,ESP,2.0,ESPANOL A,3 - 5,378,ESP,6:18,3,Saved,0
5m shot,6.0,4,5,ESP,2.0,MINGUELL M,3 - 5,353,ESP,5:53,3,Saved,0
Centre shot,9.0,4,5,ESP,2.0,VALLES X,3 - 5,301,ESP,5:01,3,Saved,0
5m shot,6.0,4,5,ESP,2.0,MINGUELL M,3 - 5,252,ESP,4:12,3,Post,0
Action shot,2.0,4,5,ESP,2.0,WIGO J,3 - 5,228,USA,3:48,3,Saved,0
Action shot,2.0,4,5,ESP,2.0,WIGO J,4 - 5,185,USA,3:05,4,Goal,1
Centre shot,5.0,4,5,ESP,2.0,MOLINA G,4 - 5,161,ESP,2:41,4,Missed,0
Action shot,3.0,4,5,ESP,2.0,OBERT A,4 - 5,137,USA,2:17,4,Blocked,0
Action shot,6.0,4,9,ESP,4.0,MINGUELL M,6 - 9,252,ESP,4:12,6,Goal,1
Extra player shot,11.0,4,9,ESP,4.0,ROSENTHAL M,6 - 9,222,USA,3:42,6,Missed,0
Action shot,12.0,4,9,ESP,4.0,GARCIA X,6 - 9,197,ESP,3:17,6,Saved,0
Centre shot,12.0,4,9,ESP,4.0,GARCIA X,6 - 9,157,ESP,2:37,6,Saved,0
Counter attack,10.0,4,9,ESP,2.0,PERRONE F,6 - 9,68,ESP,1:08,6,Missed,0
Extra player shot,9.0,4,9,ESP,2.0,BUCKNER S,6 - 9,29,USA,0:29,6,Saved,0
Action shot,5.0,4,9,ESP,2.0,MOLINA G,6 - 9,12,ESP,0:12,6,Saved,0
Action shot,12.0,4,9,ESP,2.0,GARCIA X,6 - 9,1,ESP,0:01,6,Saved,0
Penalty shot,8.0,4,6,ESP,3.0,ESPANOL A,4 - 6,455,ESP,7:35,4,Goal,1
Action shot,4.0,4,6,ESP,3.0,BOWEN A,4 - 6,427,USA,7:07,4,Saved,0
Centre shot,12.0,4,6,ESP,3.0,MANN J,4 - 6,370,USA,6:10,4,Saved,0
5m shot,5.0,4,7,ESP,3.0,MOLINA G,4 - 7,346,ESP,5:46,4,Goal,1
Action shot,3.0,4,7,ESP,3.0,OBERT A,4 - 7,331,USA,5:31,4,Missed,0
Extra player shot,11.0,4,7,ESP,3.0,ESTRANY P,4 - 7,286,ESP,4:46,4,Saved,0
Action shot,2.0,4,7,ESP,3.0,WIGO J,4 - 7,256,USA,4:16,4,Post,0
Extra player shot,4.0,4,7,ESP,3.0,BOWEN A,4 - 7,237,USA,3:57,4,Blocked,0
Action shot,2.0,4,7,ESP,3.0,WIGO J,4 - 7,197,USA,3:17,4,Saved,0
5m shot,9.0,4,7,ESP,3.0,VALLES X,4 - 7,169,ESP,2:49,4,Saved,0
Action shot,10.0,4,7,ESP,3.0,PERRONE F,4 - 7,127,ESP,2:07,4,Saved,0
Extra player shot,8.0,4,7,ESP,3.0,ESPANOL A,4 - 7,87,ESP,1:27,4,Saved,0
Extra player shot,2.0,4,7,ESP,3.0,WIGO J,5 - 7,49,USA,0:49,5,Goal,1
5m shot,3.0,4,7,ESP,3.0,de LERA R,5 - 7,5,ESP,0:05,5,Saved,0
5m shot,9.0,4,7,ESP,3.0,BUCKNER S,5 - 7,1,USA,0:01,5,Post,0
Action shot,8.0,4,7,ESP,4.0,ESPANOL A,5 - 7,433,ESP,7:13,5,Saved,0
Penalty shot,8.0,4,7,ESP,4.0,AZEVEDO A,6 - 7,398,USA,6:38,6,Goal,1
Action shot,5.0,4,8,ESP,4.0,MOLINA G,6 - 8,296,ESP,4:56,6,Goal,1
Action shot,2.0,4,8,ESP,4.0,WIGO J,6 - 8,126,USA,2:06,6,Saved,0
Action shot,5.0,4,8,ESP,4.0,de TRANE M,6 - 8,116,USA,1:56,6,Saved,0
Action shot,8.0,4,10,ESP,4.0,ESPANOL A,6 - 10,83,ESP,1:23,6,Goal,1
Extra player shot,2.0,4,10,ESP,4.0,WIGO J,6 - 10,56,USA,0:56,6,Post,0
Extra player shot,11.0,4,10,ESP,4.0,ROSENTHAL M,6 - 10,51,USA,0:51,6,Post,0
Extra player shot,8.0,4,10,ESP,4.0,AZEVEDO A,6 - 10,6,USA,0:06,6,Saved,0
