Action,Cap,FRA,Game,Opponent,Opponent name,Period,Player,Score,Seconds,Team,Time
Turnover foul,9.0,9,4,6,CAN,4.0,MARZOUKI M,6 - 9,43,FRA,0:43
Steal,4.0,9,4,6,CAN,4.0,CONSTANTIN-BICARI,6 - 9,43,CAN,0:43
Turnover foul,4.0,9,4,6,CAN,4.0,CONSTANTIN-BICARI,6 - 9,26,CAN,0:26
Steal,1.0,9,4,6,CAN,4.0,GARSAU R,6 - 9,26,FRA,0:26
20 sec. exclusion in field,4.0,9,4,6,CAN,4.0,CONSTANTIN-BICARI,6 - 9,1,CAN,0:01
Exclusion with substitution,4.0,9,4,6,CAN,4.0,CONSTANTIN-BICARI,6 - 9,1,CAN,0:01
Starting goalkeeper,1.0,0,5,0,USA,1.0,GARSAU R,0 - 0,480,FRA,8:00
Starting goalkeeper,1.0,0,5,0,USA,1.0,BARON M,0 - 0,480,USA,8:00
Sprint won possession,2.0,0,5,0,USA,1.0,HOOPER J,0 - 0,480,USA,8:00
20 sec. exclusion in centre,4.0,0,5,0,USA,1.0,PIOT L,0 - 0,453,FRA,7:33
Extra player shot - Post,7.0,0,5,0,USA,1.0,DUNSTAN T,0 - 0,434,USA,7:14
5m shot - Post,6.0,0,5,0,USA,1.0,SIMON T,0 - 0,407,FRA,6:47
Turnover foul,5.0,0,5,0,USA,1.0,HALLOCK B,0 - 0,381,USA,6:21
Steal,2.0,0,5,0,USA,1.0,SAUDADIER R,0 - 0,381,FRA,6:21
Turnover foul,12.0,0,5,0,USA,1.0,CAMARASA A,0 - 0,357,FRA,5:57
Action shot - Post,2.0,0,5,0,USA,1.0,HOOPER J,0 - 0,337,USA,5:37
5m shot - Saved,6.0,0,5,0,USA,1.0,CUPIDO L,0 - 0,317,USA,5:17
5m shot - Saved,2.0,0,5,0,USA,1.0,HOOPER J,0 - 0,308,USA,5:08
5m shot - Blocked,7.0,0,5,0,USA,1.0,CROUSILLAT U,0 - 0,284,FRA,4:44
Turnover foul,7.0,0,5,0,USA,1.0,DUNSTAN T,0 - 0,262,USA,4:22
Steal,7.0,0,5,0,USA,1.0,CROUSILLAT U,0 - 0,262,FRA,4:22
Turnover foul,9.0,0,5,0,USA,1.0,MARZOUKI M,0 - 0,241,FRA,4:01
Turnover foul,5.0,0,5,0,USA,1.0,HALLOCK B,0 - 0,218,USA,3:38
Steal,3.0,0,5,0,USA,1.0,KOVACEVIC I,0 - 0,218,FRA,3:38
Turnover foul,12.0,0,5,0,USA,1.0,CAMARASA A,0 - 0,197,FRA,3:17
5m shot - Blocked,11.0,0,5,0,USA,1.0,ROELSE A,0 - 0,167,USA,2:47
5m shot - Saved,9.0,0,5,0,USA,1.0,MARZOUKI M,0 - 0,143,FRA,2:23
Centre shot - Saved,2.0,0,5,0,USA,1.0,SAUDADIER R,0 - 0,128,FRA,2:08
Time-Out,,0,5,0,USA,1.0,,0 - 0,127,USA,2:07
Centre shot - Saved,4.0,0,5,0,USA,1.0,OBERT A,0 - 0,97,USA,1:37
Turnover foul,10.0,0,5,0,USA,1.0,LAVERSANNE M,0 - 0,71,FRA,1:11
20 sec. exclusion in field,10.0,0,5,0,USA,1.0,LAVERSANNE M,0 - 0,71,FRA,1:11
20 sec. exclusion in field,4.0,0,5,0,USA,1.0,OBERT A,0 - 0,40,USA,0:40
Time-Out,,0,5,0,USA,1.0,,0 - 0,40,FRA,0:40
Action shot - Goal,7.0,1,5,0,USA,1.0,CROUSILLAT U,1 - 0,18,FRA,0:18
Turnover foul,4.0,1,5,0,USA,1.0,OBERT A,1 - 0,4,USA,0:04
Steal,6.0,1,5,0,USA,1.0,SIMON T,1 - 0,4,FRA,0:04
Starting goalkeeper,1.0,1,5,0,USA,2.0,GARSAU R,1 - 0,480,FRA,8:00
Starting goalkeeper,1.0,1,5,0,USA,2.0,BARON M,1 - 0,480,USA,8:00
Sprint won possession,5.0,1,5,0,USA,2.0,GUILLAUME D,1 - 0,480,FRA,8:00
5m shot - Goal,3.0,2,5,0,USA,2.0,KOVACEVIC I,2 - 0,450,FRA,7:30
5m shot - Missed,9.0,2,5,0,USA,2.0,BOWEN A,2 - 0,427,USA,7:07
5m shot - Saved,7.0,2,5,0,USA,2.0,CROUSILLAT U,2 - 0,406,FRA,6:46
Turnover foul,2.0,2,5,0,USA,2.0,HOOPER J,2 - 0,404,USA,6:44
Turnover foul,11.0,2,5,0,USA,2.0,PEISSON M,2 - 0,399,FRA,6:39
5m shot - Saved,2.0,2,5,0,USA,2.0,HOOPER J,2 - 0,381,USA,6:21
Turnover foul,2.0,2,5,0,USA,2.0,SAUDADIER R,2 - 0,366,FRA,6:06
Counter attack - Goal,11.0,2,5,1,USA,2.0,ROELSE A,2 - 1,357,USA,5:57
Turnover foul,7.0,2,5,1,USA,2.0,CROUSILLAT U,2 - 1,344,FRA,5:44
20 sec. exclusion in centre,9.0,2,5,1,USA,2.0,MARZOUKI M,2 - 1,319,FRA,5:19
Extra player shot - Goal,8.0,2,5,2,USA,2.0,CARNIGLIA N,2 - 2,301,USA,5:01
5m shot - Missed,7.0,2,5,2,USA,2.0,CROUSILLAT U,2 - 2,277,FRA,4:37
5m shot - Saved,10.0,2,5,2,USA,2.0,RAMIREZ C,2 - 2,249,USA,4:09
Time-Out,,2,5,2,USA,2.0,,2 - 2,249,USA,4:09
5m shot - Post,6.0,2,5,2,USA,2.0,CUPIDO L,2 - 2,232,USA,3:52
Turnover foul,9.0,2,5,2,USA,2.0,MARZOUKI M,2 - 2,208,FRA,3:28
Steal,2.0,2,5,2,USA,2.0,HOOPER J,2 - 2,208,USA,3:28
20 sec. exclusion in field,7.0,2,5,2,USA,2.0,CROUSILLAT U,2 - 2,182,FRA,3:02
Double exclusion,11.0,2,5,2,USA,2.0,PEISSON M,2 - 2,175,FRA,2:55
Double exclusion,5.0,2,5,2,USA,2.0,HALLOCK B,2 - 2,175,USA,2:55
Extra player shot - Goal,12.0,2,5,3,USA,2.0,IRVING M,2 - 3,163,USA,2:43
20 sec. exclusion in field,6.0,2,5,3,USA,2.0,CUPIDO L,2 - 3,153,USA,2:33
Extra player shot - Goal,9.0,3,5,3,USA,2.0,MARZOUKI M,3 - 3,137,FRA,2:17
Turnover foul,4.0,3,5,3,USA,2.0,OBERT A,3 - 3,115,USA,1:55
Turnover foul,11.0,3,5,3,USA,2.0,PEISSON M,3 - 3,91,FRA,1:31
Steal,4.0,3,5,3,USA,2.0,OBERT A,3 - 3,91,USA,1:31
Turnover foul,6.0,3,5,3,USA,2.0,CUPIDO L,3 - 3,72,USA,1:12
Extra player shot - Saved,10.0,3,5,3,USA,4.0,RAMIREZ C,3 - 3,182,USA,3:02
5m shot - Post,6.0,3,5,3,USA,4.0,CUPIDO L,3 - 3,176,USA,2:56
Action shot - Saved,9.0,3,5,3,USA,4.0,MARZOUKI M,3 - 3,155,FRA,2:35
5m shot - Goal,9.0,8,5,9,USA,4.0,BOWEN A,8 - 9,130,USA,2:10
Turnover foul,7.0,8,5,9,USA,4.0,CROUSILLAT U,8 - 9,102,FRA,1:42
Steal,6.0,8,5,9,USA,4.0,CUPIDO L,8 - 9,102,USA,1:42
Turnover foul,5.0,8,5,9,USA,4.0,HALLOCK B,8 - 9,76,USA,1:16
Action shot - Saved,7.0,8,5,9,USA,2.0,CROUSILLAT U,8 - 9,43,FRA,0:43
5m shot - Saved,11.0,8,5,9,USA,2.0,ROELSE A,8 - 9,15,USA,0:15
Time-Out,,8,5,9,USA,2.0,,8 - 9,13,FRA,0:13
5m shot - Saved,9.0,8,5,9,USA,2.0,MARZOUKI M,8 - 9,1,FRA,0:01
Starting goalkeeper,1.0,8,5,9,USA,3.0,GARSAU R,8 - 9,480,FRA,8:00
Starting goalkeeper,1.0,8,5,9,USA,3.0,BARON M,8 - 9,480,USA,8:00
Sprint won possession,3.0,8,5,9,USA,3.0,KOVACEVIC I,8 - 9,480,FRA,8:00
Centre shot - Goal,12.0,4,5,3,USA,3.0,CAMARASA A,4 - 3,450,FRA,7:30
Action shot - Goal,9.0,4,5,4,USA,3.0,BOWEN A,4 - 4,422,USA,7:02
Turnover foul,7.0,4,5,4,USA,3.0,CROUSILLAT U,4 - 4,403,FRA,6:43
Steal,1.0,4,5,4,USA,3.0,BARON M,4 - 4,403,USA,6:43
Action shot - Goal,7.0,4,5,5,USA,3.0,DUNSTAN T,4 - 5,379,USA,6:19
Turnover foul,2.0,4,5,5,USA,3.0,SAUDADIER R,4 - 5,363,FRA,6:03
Centre shot - Saved,4.0,4,5,5,USA,3.0,OBERT A,4 - 5,344,USA,5:44
5m shot - Blocked,9.0,4,5,5,USA,3.0,MARZOUKI M,4 - 5,318,FRA,5:18
Turnover foul,4.0,4,5,5,USA,3.0,OBERT A,4 - 5,288,USA,4:48
20 sec. exclusion in centre,9.0,4,5,5,USA,3.0,BOWEN A,4 - 5,273,USA,4:33
Time-Out,,4,5,5,USA,3.0,,4 - 5,273,FRA,4:33
Action shot - Goal,6.0,5,5,5,USA,3.0,SIMON T,5 - 5,248,FRA,4:08
Turnover foul,6.0,5,5,5,USA,3.0,CUPIDO L,5 - 5,232,USA,3:52
Steal,5.0,5,5,5,USA,3.0,GUILLAUME D,5 - 5,232,FRA,3:52
Action shot - Goal,7.0,6,5,5,USA,3.0,CROUSILLAT U,6 - 5,213,FRA,3:33
Turnover foul,2.0,6,5,5,USA,3.0,HOOPER J,6 - 5,188,USA,3:08
Steal,10.0,6,5,5,USA,3.0,LAVERSANNE M,6 - 5,188,FRA,3:08
5m shot - Saved,7.0,6,5,5,USA,3.0,CROUSILLAT U,6 - 5,162,FRA,2:42
5m shot - Goal,6.0,6,5,6,USA,3.0,CUPIDO L,6 - 6,154,USA,2:34
Centre shot - Saved,12.0,6,5,6,USA,3.0,CAMARASA A,6 - 6,123,FRA,2:03
Action shot - Goal,8.0,6,5,7,USA,3.0,CARNIGLIA N,6 - 7,107,USA,1:47
Action shot - Saved,9.0,6,5,7,USA,3.0,MARZOUKI M,6 - 7,82,FRA,1:22
20 sec. exclusion in field,9.0,6,5,7,USA,3.0,MARZOUKI M,6 - 7,79,FRA,1:19
Time-Out,,6,5,7,USA,3.0,,6 - 7,79,USA,1:19
Extra player shot - Post,9.0,6,5,7,USA,3.0,BOWEN A,6 - 7,58,USA,0:58
Turnover foul,2.0,6,5,7,USA,3.0,SAUDADIER R,6 - 7,32,FRA,0:32
Steal,10.0,6,5,7,USA,3.0,RAMIREZ C,6 - 7,32,USA,0:32
Turnover foul,9.0,6,5,7,USA,3.0,BOWEN A,6 - 7,16,USA,0:16
20 sec. exclusion in field,9.0,6,5,7,USA,3.0,BOWEN A,6 - 7,13,USA,0:13
Extra player shot - Post,6.0,6,5,7,USA,3.0,SIMON T,6 - 7,9,FRA,0:09
5m shot - Saved,7.0,6,5,7,USA,3.0,DUNSTAN T,6 - 7,1,USA,0:01
Starting goalkeeper,1.0,6,5,7,USA,4.0,GARSAU R,6 - 7,480,FRA,8:00
Starting goalkeeper,1.0,6,5,7,USA,4.0,BARON M,6 - 7,480,USA,8:00
Sprint won possession,2.0,6,5,7,USA,4.0,HOOPER J,6 - 7,480,USA,8:00
Penalty foul,2.0,6,5,7,USA,4.0,SAUDADIER R,6 - 7,453,FRA,7:33
Penalty shot - Goal,6.0,6,5,8,USA,4.0,CUPIDO L,6 - 8,453,USA,7:33
5m shot - Goal,9.0,7,5,8,USA,4.0,MARZOUKI M,7 - 8,439,FRA,7:19
Turnover foul,5.0,7,5,8,USA,4.0,HALLOCK B,7 - 8,418,USA,6:58
20 sec. exclusion in centre,7.0,7,5,8,USA,4.0,DUNSTAN T,7 - 8,396,USA,6:36
Turnover foul,12.0,7,5,8,USA,4.0,CAMARASA A,7 - 8,376,FRA,6:16
5m shot - Post,11.0,7,5,8,USA,4.0,ROELSE A,7 - 8,347,USA,5:47
5m shot - Missed,6.0,7,5,8,USA,4.0,SIMON T,7 - 8,323,FRA,5:23
Action shot - Saved,11.0,7,5,8,USA,4.0,ROELSE A,7 - 8,305,USA,5:05
Turnover foul,5.0,7,5,8,USA,4.0,HALLOCK B,7 - 8,293,USA,4:53
Steal,1.0,7,5,8,USA,4.0,GARSAU R,7 - 8,293,FRA,4:53
20 sec. exclusion in centre,12.0,7,5,8,USA,4.0,IRVING M,7 - 8,273,USA,4:33
Extra player shot - Goal,2.0,8,5,8,USA,4.0,SAUDADIER R,8 - 8,262,FRA,4:22
5m shot - Saved,9.0,8,5,8,USA,4.0,BOWEN A,8 - 8,242,USA,4:02
Turnover foul,11.0,8,5,8,USA,4.0,PEISSON M,8 - 8,241,FRA,4:01
Action shot - Saved,10.0,8,5,8,USA,4.0,RAMIREZ C,8 - 8,226,USA,3:46
5m shot - Missed,6.0,8,5,8,USA,4.0,CUPIDO L,8 - 8,217,USA,3:37
Turnover foul,11.0,8,5,8,USA,4.0,PEISSON M,8 - 8,202,FRA,3:22
20 sec. exclusion in field,11.0,8,5,8,USA,4.0,PEISSON M,8 - 8,200,FRA,3:20
Time-Out,,8,5,8,USA,4.0,,8 - 8,197,USA,3:17
5m shot - Saved,9.0,8,5,8,USA,4.0,MARZOUKI M,8 - 8,64,FRA,1:04
5m shot - Goal,6.0,8,5,10,USA,4.0,CUPIDO L,8 - 10,43,USA,0:43
Time-Out,,8,5,10,USA,4.0,,8 - 10,43,FRA,0:43
20 sec. exclusion in centre,11.0,8,5,10,USA,4.0,ROELSE A,8 - 10,36,USA,0:36
Extra player shot - Saved,3.0,8,5,10,USA,4.0,KOVACEVIC I,8 - 10,30,FRA,0:30
Centre shot - Goal,12.0,8,5,11,USA,4.0,IRVING M,8 - 11,1,USA,0:01
