ARG,Action,Cap,Game,Opponent,Opponent name,Period,Player,Score,Seconds,Team,Time
7,Turnover foul,2.0,5,10,CHN,3.0,TAN F,10 - 7,314,CHN,5:14
7,Steal,10.0,5,10,CHN,3.0,DASZCZYK J,10 - 7,314,ARG,5:14
7,20 sec. exclusion in field,10.0,5,10,CHN,3.0,CHEN J,10 - 7,302,CHN,5:02
7,Extra player shot - Missed,2.0,5,10,CHN,3.0,VEICH R,10 - 7,281,ARG,4:41
7,Turnover foul,8.0,5,10,CHN,3.0,LI L,10 - 7,256,CHN,4:16
7,Steal,13.0,5,10,CHN,3.0,TESTA F,10 - 7,256,ARG,4:16
7,Turnover foul,5.0,5,10,CHN,3.0,LOPEZ E,10 - 7,241,ARG,4:01
7,Centre shot - Goal,8.0,5,11,CHN,3.0,LI L,11 - 7,219,CHN,3:39
7,Turnover foul,6.0,5,11,CHN,3.0,BULGHERONI T,11 - 7,191,ARG,3:11
7,Steal,7.0,5,11,CHN,3.0,CHEN Z,11 - 7,191,CHN,3:11
7,Turnover foul,1.0,5,11,CHN,3.0,WU H,11 - 7,189,CHN,3:09
7,Steal,5.0,5,11,CHN,3.0,LOPEZ E,11 - 7,189,ARG,3:09
8,Counter attack - Goal,2.0,5,11,CHN,3.0,VEICH R,11 - 8,189,ARG,3:09
8,20 sec. exclusion in field,3.0,5,11,CHN,3.0,GALIMBERTI T,11 - 8,172,ARG,2:52
8,Extra player shot - Goal,6.0,5,12,CHN,3.0,LI L,12 - 8,153,CHN,2:33
8,Time-Out,,5,12,CHN,3.0,,12 - 8,153,ARG,2:33
8,5m shot - Blocked,2.0,5,12,CHN,3.0,VEICH R,12 - 8,139,ARG,2:19
8,Counter attack - Goal,10.0,5,13,CHN,3.0,CHEN J,13 - 8,126,CHN,2:06
8,Turnover foul,5.0,5,13,CHN,3.0,LOPEZ E,13 - 8,108,ARG,1:48
8,5m shot - Saved,11.0,5,13,CHN,3.0,ZHANG C,13 - 8,84,CHN,1:24
8,Turnover foul,12.0,5,13,CHN,3.0,YANEZ G,13 - 8,64,ARG,1:04
8,Steal,1.0,5,13,CHN,3.0,WU H,13 - 8,64,CHN,1:04
8,Time-Out,,5,13,CHN,3.0,,13 - 8,64,CHN,1:04
8,5m shot - Saved,2.0,5,13,CHN,3.0,TAN F,13 - 8,40,CHN,0:40
8,Turnover foul,9.0,5,13,CHN,3.0,CARABANTES I,13 - 8,16,ARG,0:16
8,5m shot - Missed,2.0,5,13,CHN,3.0,TAN F,13 - 8,1,CHN,0:01
8,Starting goalkeeper,1.0,5,13,CHN,4.0,WU H,13 - 8,480,CHN,8:00
8,Starting goalkeeper,13.0,5,13,CHN,4.0,TESTA F,13 - 8,480,ARG,8:00
8,Sprint won possession,10.0,5,13,CHN,4.0,DASZCZYK J,13 - 8,480,ARG,8:00
8,Turnover foul,5.0,5,13,CHN,4.0,LOPEZ E,13 - 8,451,ARG,7:31
8,5m shot - Missed,4.0,5,13,CHN,4.0,DONG T,13 - 8,435,CHN,7:15
8,Turnover foul,5.0,5,13,CHN,4.0,LOPEZ E,13 - 8,415,ARG,6:55
8,Turnover foul,2.0,5,13,CHN,4.0,TAN F,13 - 8,393,CHN,6:33
8,Steal,9.0,5,13,CHN,4.0,CARABANTES I,13 - 8,393,ARG,6:33
8,Turnover foul,5.0,5,13,CHN,4.0,LOPEZ E,13 - 8,391,ARG,6:31
8,Action shot - Saved,10.0,5,13,CHN,4.0,CHEN J,13 - 8,371,CHN,6:11
8,Turnover foul,8.0,5,13,CHN,4.0,CORSI E,13 - 8,345,ARG,5:45
8,Turnover foul,4.0,5,13,CHN,4.0,DONG T,13 - 8,317,CHN,5:17
8,Steal,8.0,5,13,CHN,4.0,CORSI E,13 - 8,317,ARG,5:17
8,Action shot - Saved,12.0,5,13,CHN,4.0,YANEZ G,13 - 8,288,ARG,4:48
8,Action shot - Blocked,4.0,5,13,CHN,4.0,DONG T,13 - 8,267,CHN,4:27
8,5m shot - Blocked,6.0,5,13,CHN,4.0,LI L,13 - 8,239,CHN,3:59
8,Counter attack - Saved,2.0,5,13,CHN,4.0,VEICH R,13 - 8,223,ARG,3:43
8,Time-Out,,5,13,CHN,4.0,,13 - 8,223,CHN,3:43
8,Yellow card,,5,13,CHN,4.0,Team Official,13 - 8,223,CHN,3:43
8,Goalkeeper substitution,13.0,5,13,CHN,4.0,LIANG Z,13 - 8,223,CHN,3:43
8,20 sec. exclusion in centre,2.0,5,13,CHN,4.0,VEICH R,13 - 8,209,ARG,3:29
8,Extra player shot - Goal,3.0,5,14,CHN,4.0,HU Z,14 - 8,182,CHN,3:02
8,Turnover foul,12.0,5,14,CHN,4.0,YANEZ G,14 - 8,166,ARG,2:46
8,20 sec. exclusion in centre,8.0,5,14,CHN,4.0,CORSI E,14 - 8,152,ARG,2:32
9,Extra player shot - Goal,12.0,5,15,CHN,4.0,YANEZ G,15 - 9,68,ARG,1:08
9,Turnover foul,10.0,5,15,CHN,4.0,CHEN J,15 - 9,50,CHN,0:50
9,Turnover foul,5.0,5,15,CHN,4.0,LOPEZ E,15 - 9,26,ARG,0:26
9,Steal,4.0,5,15,CHN,4.0,DONG T,15 - 9,26,CHN,0:26
9,20 sec. exclusion in field,8.0,5,15,CHN,4.0,CORSI E,15 - 9,13,ARG,0:13
9,Extra player shot - Goal,4.0,5,16,CHN,4.0,DONG T,16 - 9,2,CHN,0:02
9,5m shot - Missed,2.0,5,16,CHN,4.0,VEICH R,16 - 9,0,ARG,0:00
