Action,Cap,Game,ITA,Opponent,Opponent name,Period,Player,Score,Seconds,Team,Time
Starting goalkeeper,1.0,1,0,0,ROU,1.0,STOENESCU D,0 - 0,480,ROU,8:00
Starting goalkeeper,1.0,1,0,0,ROU,1.0,TEMPESTI S,0 - 0,480,ITA,8:00
Sprint won possession,10.0,1,0,0,ROU,1.0,FIORENTINI D,0 - 0,480,ITA,8:00
Centre shot - Goal,11.0,1,1,0,ROU,1.0,AICARDI M,1 - 0,462,ITA,7:42
Turnover foul,8.0,1,1,0,ROU,1.0,CHIOVEANU M,1 - 0,433,ROU,7:13
Steal,8.0,1,1,0,ROU,1.0,GALLO V,1 - 0,433,ITA,7:13
20 sec. exclusion in field,11.0,1,1,0,ROU,1.0,GHIBAN A,1 - 0,418,ROU,6:58
Extra player shot - Goal,11.0,1,2,0,ROU,1.0,AICARDI M,2 - 0,412,ITA,6:52
Action shot - Missed,11.0,1,2,0,ROU,1.0,GHIBAN A,2 - 0,389,ROU,6:29
Turnover foul,8.0,1,2,0,ROU,1.0,GALLO V,2 - 0,373,ITA,6:13
Turnover foul,3.0,1,2,0,ROU,1.0,GITTO N,2 - 0,316,ITA,5:16
20 sec. exclusion in field,5.0,1,2,0,ROU,1.0,GIORGETTI A,2 - 0,295,ITA,4:55
Turnover foul,3.0,1,2,0,ROU,1.0,NEGREAN T,2 - 0,277,ROU,4:37
20 sec. exclusion in centre,6.0,1,2,0,ROU,1.0,BUSILA A,2 - 0,255,ROU,4:15
Extra player shot - Goal,6.0,1,3,0,ROU,1.0,FELUGO M,3 - 0,241,ITA,4:01
Turnover foul,2.0,1,3,0,ROU,1.0,IANC P,3 - 0,224,ROU,3:44
20 sec. exclusion in field,5.0,1,3,0,ROU,1.0,TEOHARI D,3 - 0,214,ROU,3:34
Action shot - Saved,8.0,1,3,0,ROU,1.0,GALLO V,3 - 0,188,ITA,3:08
Turnover foul,10.0,1,3,0,ROU,1.0,GEORGESCU R,3 - 0,171,ROU,2:51
5m shot - Goal,9.0,1,4,0,ROU,1.0,PRESCIUTTI C,4 - 0,142,ITA,2:22
Turnover foul,10.0,1,4,0,ROU,1.0,GEORGESCU R,4 - 0,114,ROU,1:54
Steal,4.0,1,4,0,ROU,1.0,FIGLIOLI P,4 - 0,114,ITA,1:54
5m shot - Blocked,9.0,1,4,0,ROU,1.0,PRESCIUTTI C,4 - 0,88,ITA,1:28
5m shot - Goal,3.0,1,4,1,ROU,1.0,NEGREAN T,4 - 1,61,ROU,1:01
Turnover foul,11.0,1,4,1,ROU,1.0,AICARDI M,4 - 1,43,ITA,0:43
20 sec. exclusion in field,11.0,1,4,1,ROU,1.0,AICARDI M,4 - 1,42,ITA,0:42
Action shot - Post,10.0,1,4,1,ROU,1.0,GEORGESCU R,4 - 1,18,ROU,0:18
5m shot - Saved,7.0,1,4,1,ROU,1.0,FIGARI N,4 - 1,1,ITA,0:01
Starting goalkeeper,1.0,1,4,1,ROU,2.0,STOENESCU D,4 - 1,480,ROU,8:00
Starting goalkeeper,1.0,1,4,1,ROU,2.0,TEMPESTI S,4 - 1,480,ITA,8:00
Sprint won possession,4.0,1,4,1,ROU,2.0,FIGLIOLI P,4 - 1,480,ITA,8:00
Turnover foul,5.0,1,4,1,ROU,2.0,GIORGETTI A,4 - 1,456,ITA,7:36
Steal,1.0,1,4,1,ROU,2.0,STOENESCU D,4 - 1,456,ROU,7:36
5m shot - Saved,11.0,1,4,1,ROU,2.0,GHIBAN A,4 - 1,432,ROU,7:12
Counter attack - Goal,8.0,1,5,1,ROU,2.0,GALLO V,5 - 1,421,ITA,7:01
Turnover foul,11.0,1,5,1,ROU,2.0,GHIBAN A,5 - 1,395,ROU,6:35
Steal,3.0,1,5,1,ROU,2.0,GITTO N,5 - 1,395,ITA,6:35
5m shot - Blocked,4.0,1,5,1,ROU,2.0,FIGLIOLI P,5 - 1,368,ITA,6:08
20 sec. exclusion in field,5.0,1,5,1,ROU,2.0,GIORGETTI A,5 - 1,352,ITA,5:52
Action shot - Goal,8.0,1,5,2,ROU,2.0,CHIOVEANU M,5 - 2,328,ROU,5:28
20 sec. exclusion in field,7.0,1,5,2,ROU,2.0,MATEI A,5 - 2,309,ROU,5:09
Extra player shot - Blocked,4.0,1,5,2,ROU,2.0,FIGLIOLI P,5 - 2,307,ITA,5:07
Action shot - Saved,10.0,1,5,2,ROU,2.0,GEORGESCU R,5 - 2,273,ROU,4:33
Action shot - Saved,9.0,1,5,2,ROU,2.0,GOANTA D,5 - 2,251,ROU,4:11
20 sec. exclusion in field,9.0,1,5,2,ROU,2.0,GOANTA D,5 - 2,250,ROU,4:10
Action shot - Saved,4.0,1,5,2,ROU,2.0,FIGLIOLI P,5 - 2,226,ITA,3:46
Turnover foul,5.0,1,5,2,ROU,2.0,TEOHARI D,5 - 2,205,ROU,3:25
Steal,12.0,1,5,2,ROU,2.0,NAPOLITANO C,5 - 2,205,ITA,3:25
5m shot - Missed,4.0,1,5,2,ROU,2.0,FIGLIOLI P,5 - 2,181,ITA,3:01
Centre shot - Saved,12.0,1,5,2,ROU,2.0,NAPOLITANO C,5 - 2,138,ITA,2:18
Turnover foul,3.0,1,5,2,ROU,2.0,NEGREAN T,5 - 2,119,ROU,1:59
Steal,12.0,1,5,2,ROU,2.0,NAPOLITANO C,5 - 2,119,ITA,1:59
20 sec. exclusion in field,10.0,1,5,2,ROU,2.0,GEORGESCU R,5 - 2,92,ROU,1:32
Time-Out,,1,5,2,ROU,2.0,,5 - 2,92,ITA,1:32
Extra player shot - Saved,11.0,1,5,2,ROU,2.0,AICARDI M,5 - 2,72,ITA,1:12
20 sec. exclusion in field,9.0,1,5,2,ROU,2.0,PRESCIUTTI C,5 - 2,52,ITA,0:52
Extra player shot - Saved,3.0,1,5,2,ROU,2.0,NEGREAN T,5 - 2,34,ROU,0:34
Turnover foul,8.0,1,5,2,ROU,2.0,CHIOVEANU M,5 - 2,22,ROU,0:22
Penalty foul,11.0,1,5,2,ROU,2.0,GHIBAN A,5 - 2,1,ROU,0:01
Penalty shot - Post,5.0,1,5,2,ROU,2.0,GIORGETTI A,5 - 2,1,ITA,0:01
Starting goalkeeper,1.0,1,5,2,ROU,3.0,STOENESCU D,5 - 2,480,ROU,8:00
Starting goalkeeper,1.0,1,5,2,ROU,3.0,TEMPESTI S,5 - 2,480,ITA,8:00
Sprint won possession,4.0,1,5,2,ROU,3.0,FIGLIOLI P,5 - 2,480,ITA,8:00
5m shot - Blocked,4.0,1,5,2,ROU,3.0,FIGLIOLI P,5 - 2,450,ITA,7:30
5m shot - Saved,9.0,1,5,2,ROU,3.0,PRESCIUTTI C,5 - 2,423,ITA,7:03
Turnover foul,11.0,1,5,2,ROU,3.0,AICARDI M,5 - 2,417,ITA,6:57
Action shot - Blocked,4.0,1,5,2,ROU,3.0,DIACONU N,5 - 2,394,ROU,6:34
20 sec. exclusion in field,6.0,1,5,2,ROU,3.0,BUSILA A,5 - 2,377,ROU,6:17
Extra player shot - Goal,2.0,1,6,2,ROU,3.0,PEREZ A,6 - 2,365,ITA,6:05
5m shot - Saved,11.0,1,6,2,ROU,3.0,GHIBAN A,6 - 2,339,ROU,5:39
20 sec. exclusion in field,5.0,1,6,2,ROU,3.0,GIORGETTI A,6 - 2,314,ITA,5:14
Exclusion with substitution,5.0,1,6,2,ROU,3.0,GIORGETTI A,6 - 2,314,ITA,5:14
Time-Out,,1,6,2,ROU,3.0,,6 - 2,314,ROU,5:14
5m shot - Saved,6.0,1,6,2,ROU,3.0,BUSILA A,6 - 2,287,ROU,4:47
Turnover foul,7.0,1,6,2,ROU,3.0,FIGARI N,6 - 2,280,ITA,4:40
Turnover foul,8.0,1,6,2,ROU,3.0,CHIOVEANU M,6 - 2,279,ROU,4:39
20 sec. exclusion in field,7.0,1,6,2,ROU,3.0,FIGARI N,6 - 2,264,ITA,4:24
Turnover foul,3.0,1,6,2,ROU,3.0,NEGREAN T,6 - 2,249,ROU,4:09
Action shot - Blocked,12.0,1,6,2,ROU,3.0,NAPOLITANO C,6 - 2,233,ITA,3:53
5m shot - Goal,7.0,1,6,3,ROU,3.0,MATEI A,6 - 3,211,ROU,3:31
5m shot - Saved,6.0,1,6,3,ROU,3.0,FELUGO M,6 - 3,179,ITA,2:59
Action shot - Saved,2.0,1,6,3,ROU,3.0,PEREZ A,6 - 3,149,ITA,2:29
20 sec. exclusion in field,4.0,1,6,3,ROU,3.0,DIACONU N,6 - 3,131,ROU,2:11
Action shot - Goal,4.0,1,7,3,ROU,3.0,FIGLIOLI P,7 - 3,110,ITA,1:50
5m shot - Goal,4.0,1,7,4,ROU,3.0,DIACONU N,7 - 4,85,ROU,1:25
Turnover foul,11.0,1,7,4,ROU,3.0,AICARDI M,7 - 4,59,ITA,0:59
Steal,1.0,1,7,4,ROU,3.0,STOENESCU D,7 - 4,59,ROU,0:59
Turnover foul,10.0,1,7,4,ROU,3.0,GEORGESCU R,7 - 4,32,ROU,0:32
Steal,1.0,1,7,4,ROU,3.0,TEMPESTI S,7 - 4,32,ITA,0:32
5m shot - Saved,6.0,1,7,4,ROU,3.0,FELUGO M,7 - 4,8,ITA,0:08
Starting goalkeeper,1.0,1,7,4,ROU,4.0,TEMPESTI S,7 - 4,480,ITA,8:00
Starting goalkeeper,1.0,1,7,4,ROU,4.0,STOENESCU D,7 - 4,480,ROU,8:00
Sprint won possession,4.0,1,7,4,ROU,4.0,FIGLIOLI P,7 - 4,480,ITA,8:00
5m shot - Saved,8.0,1,7,4,ROU,4.0,GALLO V,7 - 4,452,ITA,7:32
Turnover foul,12.0,1,7,4,ROU,4.0,NAPOLITANO C,7 - 4,447,ITA,7:27
Turnover foul,8.0,1,7,4,ROU,4.0,CHIOVEANU M,7 - 4,435,ROU,7:15
5m shot - Blocked,8.0,1,7,4,ROU,4.0,GALLO V,7 - 4,422,ITA,7:02
5m shot - Missed,8.0,1,7,4,ROU,4.0,GALLO V,7 - 4,418,ITA,6:58
5m shot - Saved,4.0,1,7,4,ROU,4.0,DIACONU N,7 - 4,397,ROU,6:37
Centre shot - Missed,4.0,1,7,4,ROU,4.0,FIGLIOLI P,7 - 4,380,ITA,6:20
5m shot - Missed,7.0,1,7,4,ROU,4.0,MATEI A,7 - 4,356,ROU,5:56
5m shot - Missed,4.0,1,7,4,ROU,4.0,FIGLIOLI P,7 - 4,338,ITA,5:38
20 sec. exclusion in field,12.0,1,7,4,ROU,4.0,NAPOLITANO C,7 - 4,336,ITA,5:36
Time-Out,,1,7,4,ROU,4.0,,7 - 4,336,ROU,5:36
5m shot - Missed,11.0,1,7,4,ROU,4.0,GHIBAN A,7 - 4,313,ROU,5:13
Centre shot - Saved,9.0,1,7,4,ROU,4.0,PRESCIUTTI C,7 - 4,287,ITA,4:47
20 sec. exclusion in field,10.0,1,7,4,ROU,4.0,FIORENTINI D,7 - 4,268,ITA,4:28
Action shot - Missed,12.0,1,7,4,ROU,4.0,CRETU A,7 - 4,245,ROU,4:05
Centre shot - Goal,11.0,1,8,4,ROU,4.0,AICARDI M,8 - 4,218,ITA,3:38
Turnover foul,7.0,1,8,4,ROU,4.0,MATEI A,8 - 4,197,ROU,3:17
Centre shot - Post,11.0,1,8,4,ROU,4.0,AICARDI M,8 - 4,179,ITA,2:59
Action shot - Goal,2.0,1,9,4,ROU,4.0,PEREZ A,9 - 4,155,ITA,2:35
5m shot - Blocked,7.0,1,9,4,ROU,4.0,MATEI A,9 - 4,123,ROU,2:03
5m shot - Missed,8.0,1,9,4,ROU,4.0,GALLO V,9 - 4,99,ITA,1:39
5m shot - Missed,8.0,1,9,4,ROU,4.0,CHIOVEANU M,9 - 4,71,ROU,1:11
Action shot - Goal,4.0,1,10,4,ROU,4.0,FIGLIOLI P,10 - 4,52,ITA,0:52
5m shot - Blocked,7.0,1,10,4,ROU,4.0,MATEI A,10 - 4,27,ROU,0:27
5m shot - Missed,9.0,1,10,4,ROU,4.0,PRESCIUTTI C,10 - 4,2,ITA,0:02
5m shot - Saved,4.0,1,10,4,ROU,4.0,DIACONU N,10 - 4,1,ROU,0:01
Starting goalkeeper,1.0,2,0,0,GER,1.0,KONG R,0 - 0,480,GER,8:00
Starting goalkeeper,1.0,2,0,0,GER,1.0,TEMPESTI S,0 - 0,480,ITA,8:00
Sprint won possession,10.0,2,0,0,GER,1.0,FIORENTINI D,0 - 0,480,ITA,8:00
Turnover foul,10.0,2,0,0,GER,1.0,FIORENTINI D,0 - 0,460,ITA,7:40
Steal,9.0,2,0,0,GER,1.0,STAMM M,0 - 0,460,GER,7:40
Turnover foul,2.0,2,0,0,GER,1.0,BUKOWSKI E,0 - 0,439,GER,7:19
Steal,5.0,2,0,0,GER,1.0,GIORGETTI A,0 - 0,439,ITA,7:19
Centre shot - Saved,3.0,2,0,0,GER,1.0,GITTO N,0 - 0,418,ITA,6:58
5m shot - Missed,6.0,2,0,0,GER,1.0,FELUGO M,0 - 0,393,ITA,6:33
5m shot - Saved,4.0,2,0,0,GER,1.0,REAL J,0 - 0,367,GER,6:07
Turnover foul,7.0,2,0,0,GER,1.0,NOSSEK H,0 - 0,339,GER,5:39
Steal,1.0,2,0,0,GER,1.0,TEMPESTI S,0 - 0,339,ITA,5:39
Turnover foul,8.0,2,0,0,GER,1.0,GALLO V,0 - 0,324,ITA,5:24
20 sec. exclusion in field,10.0,2,0,0,GER,1.0,FIORENTINI D,0 - 0,321,ITA,5:21
Centre shot - Goal,4.0,2,0,1,GER,1.0,REAL J,0 - 1,297,GER,4:57
Turnover foul,12.0,2,0,1,GER,1.0,NAPOLITANO C,0 - 1,272,ITA,4:32
Steal,4.0,2,0,1,GER,1.0,REAL J,0 - 1,272,GER,4:32
5m shot - Saved,4.0,2,0,1,GER,1.0,REAL J,0 - 1,250,GER,4:10
Turnover foul,12.0,2,0,1,GER,1.0,NAPOLITANO C,0 - 1,230,ITA,3:50
Steal,1.0,2,0,1,GER,1.0,KONG R,0 - 1,230,GER,3:50
5m shot - Saved,9.0,2,0,1,GER,1.0,STAMM M,0 - 1,201,GER,3:21
5m shot - Goal,4.0,2,1,1,GER,1.0,FIGLIOLI P,1 - 1,177,ITA,2:57
5m shot - Saved,6.0,2,1,1,GER,1.0,JUENGLING M,1 - 1,147,GER,2:27
Action shot - Saved,12.0,2,1,1,GER,1.0,EIDNER D,1 - 1,132,GER,2:12
20 sec. exclusion in field,9.0,2,1,1,GER,1.0,STAMM M,1 - 1,117,GER,1:57
Extra player shot - Goal,5.0,2,2,1,GER,1.0,GIORGETTI A,2 - 1,104,ITA,1:44
5m shot - Saved,4.0,2,2,1,GER,1.0,REAL J,2 - 1,76,GER,1:16
Centre shot - Goal,11.0,2,3,1,GER,1.0,AICARDI M,3 - 1,56,ITA,0:56
20 sec. exclusion in centre,4.0,2,3,1,GER,1.0,FIGLIOLI P,3 - 1,41,ITA,0:41
Centre shot - Post,2.0,2,3,1,GER,1.0,BUKOWSKI E,3 - 1,17,GER,0:17
Starting goalkeeper,1.0,2,3,1,GER,2.0,KONG R,3 - 1,480,GER,8:00
Starting goalkeeper,1.0,2,3,1,GER,2.0,TEMPESTI S,3 - 1,480,ITA,8:00
Sprint won possession,10.0,2,3,1,GER,2.0,FIORENTINI D,3 - 1,480,ITA,8:00
20 sec. exclusion in field,4.0,2,3,1,GER,2.0,REAL J,3 - 1,453,GER,7:33
20 sec. exclusion in centre,11.0,2,3,1,GER,2.0,SCHLOTTERBECK A,3 - 1,446,GER,7:26
Extra player shot - Missed,10.0,2,3,1,GER,2.0,FIORENTINI D,3 - 1,433,ITA,7:13
Turnover foul,9.0,2,3,1,GER,2.0,STAMM M,3 - 1,411,GER,6:51
Steal,6.0,2,3,1,GER,2.0,FELUGO M,3 - 1,411,ITA,6:51
5m shot - Saved,6.0,2,3,1,GER,2.0,FELUGO M,3 - 1,385,ITA,6:25
Turnover foul,12.0,2,3,1,GER,2.0,NAPOLITANO C,3 - 1,381,ITA,6:21
20 sec. exclusion in field,8.0,2,3,1,GER,2.0,GALLO V,3 - 1,367,ITA,6:07
Turnover foul,7.0,2,3,1,GER,2.0,NOSSEK H,3 - 1,352,GER,5:52
Action shot - Goal,6.0,2,4,1,GER,2.0,FELUGO M,4 - 1,331,ITA,5:31
Turnover foul,2.0,2,4,1,GER,2.0,BUKOWSKI E,4 - 1,303,GER,5:03
Steal,7.0,2,4,1,GER,2.0,FIGARI N,4 - 1,303,ITA,5:03
Centre shot - Goal,11.0,2,5,1,GER,2.0,AICARDI M,5 - 1,279,ITA,4:39
Time-Out,,2,5,1,GER,2.0,,5 - 1,279,GER,4:39
Turnover foul,9.0,2,5,1,GER,2.0,STAMM M,5 - 1,251,GER,4:11
Steal,9.0,2,5,1,GER,2.0,PRESCIUTTI C,5 - 1,251,ITA,4:11
Action shot - Saved,7.0,2,5,1,GER,2.0,FIGARI N,5 - 1,223,ITA,3:43
20 sec. exclusion in centre,2.0,2,5,1,GER,2.0,PEREZ A,5 - 1,207,ITA,3:27
Extra player shot - Goal,8.0,2,5,2,GER,2.0,SCHUELER P,5 - 2,189,GER,3:09
Turnover foul,4.0,2,5,2,GER,2.0,FIGLIOLI P,5 - 2,170,ITA,2:50
Turnover foul,12.0,2,5,2,GER,2.0,EIDNER D,5 - 2,146,GER,2:26
Turnover foul,5.0,2,5,2,GER,2.0,GIORGETTI A,5 - 2,135,ITA,2:15
Steal,9.0,2,5,2,GER,2.0,STAMM M,5 - 2,135,GER,2:15
5m shot - Saved,7.0,2,5,2,GER,2.0,NOSSEK H,5 - 2,117,GER,1:57
20 sec. exclusion in centre,7.0,2,5,2,GER,2.0,FIGARI N,5 - 2,97,ITA,1:37
Turnover foul,2.0,2,5,2,GER,2.0,BUKOWSKI E,5 - 2,75,GER,1:15
Steal,5.0,2,5,2,GER,2.0,GIORGETTI A,5 - 2,75,ITA,1:15
20 sec. exclusion in field,7.0,2,5,2,GER,2.0,NOSSEK H,5 - 2,48,GER,0:48
Extra player shot - Goal,9.0,2,6,2,GER,2.0,PRESCIUTTI C,6 - 2,32,ITA,0:32
20 sec. exclusion in field,6.0,2,6,2,GER,2.0,FELUGO M,6 - 2,11,ITA,0:11
Extra player shot - Saved,10.0,2,6,2,GER,2.0,OELER M,6 - 2,5,GER,0:05
Starting goalkeeper,1.0,2,6,2,GER,3.0,TEMPESTI S,6 - 2,480,ITA,8:00
Starting goalkeeper,13.0,2,6,2,GER,3.0,SCHENKEL M,6 - 2,480,GER,8:00
Sprint won possession,4.0,2,6,2,GER,3.0,FIGLIOLI P,6 - 2,480,ITA,8:00
5m shot - Goal,5.0,2,7,2,GER,3.0,GIORGETTI A,7 - 2,451,ITA,7:31
Turnover foul,11.0,2,7,2,GER,3.0,SCHLOTTERBECK A,7 - 2,431,GER,7:11
Steal,11.0,2,7,2,GER,3.0,AICARDI M,7 - 2,431,ITA,7:11
20 sec. exclusion in field,11.0,2,7,2,GER,3.0,SCHLOTTERBECK A,7 - 2,410,GER,6:50
Extra player shot - Saved,5.0,2,7,2,GER,3.0,GIORGETTI A,7 - 2,391,ITA,6:31
20 sec. exclusion in field,12.0,2,7,2,GER,3.0,EIDNER D,7 - 2,368,GER,6:08
Extra player shot - Goal,8.0,2,8,2,GER,3.0,GALLO V,8 - 2,360,ITA,6:00
Turnover foul,4.0,2,8,2,GER,3.0,REAL J,8 - 2,332,GER,5:32
Steal,9.0,2,8,2,GER,3.0,PRESCIUTTI C,8 - 2,332,ITA,5:32
Penalty foul,4.0,2,8,2,GER,3.0,REAL J,8 - 2,305,GER,5:05
Penalty shot - Saved,8.0,2,8,2,GER,3.0,GALLO V,8 - 2,305,ITA,5:05
Turnover foul,9.0,2,8,2,GER,3.0,STAMM M,8 - 2,278,GER,4:38
5m shot - Saved,7.0,2,8,2,GER,3.0,FIGARI N,8 - 2,258,ITA,4:18
