Action,Cap,Game,ITA,Opponent,Opponent name,Period,Player,Score,Seconds,Team,Time,Result,Goal
5m shot,10.0,1,5,3,KAZ,2.0,GRITSENKO M,5 - 3,124,KAZ,2:04,Post,0
Action shot,11.0,1,5,3,KAZ,4.0,COTTI A,5 - 3,187,ITA,3:07,Saved,0
Extra player shot,8.0,1,9,6,KAZ,4.0,BIANCONI R,9 - 6,123,ITA,2:03,Goal,1
Action shot,9.0,1,9,6,KAZ,4.0,JAKAYEVA A,9 - 6,110,KAZ,1:50,Post,0
5m shot,8.0,1,9,6,KAZ,4.0,BIANCONI R,9 - 6,89,ITA,1:29,Post,0
Action shot,3.0,1,9,6,KAZ,4.0,AKILBAYEVA A,9 - 6,62,KAZ,1:02,Saved,0
Centre shot,12.0,1,9,6,KAZ,2.0,FRASSINETTI T,9 - 6,87,ITA,1:27,Saved,0
Centre shot,12.0,1,9,6,KAZ,2.0,FRASSINETTI T,9 - 6,39,ITA,0:39,Saved,0
Extra player shot,11.0,1,9,6,KAZ,2.0,COTTI A,9 - 6,10,ITA,0:10,Saved,0
Extra player shot,11.0,1,6,3,KAZ,2.0,COTTI A,6 - 3,8,ITA,0:08,Goal,1
5m shot,9.0,1,7,3,KAZ,3.0,EMMOLO G,7 - 3,457,ITA,7:37,Goal,1
Centre shot,10.0,1,7,3,KAZ,3.0,PALMIERI V,7 - 3,413,ITA,6:53,Blocked,0
5m shot,8.0,1,7,3,KAZ,3.0,BIANCONI R,7 - 3,400,ITA,6:40,Missed,0
5m shot,7.0,1,7,3,KAZ,3.0,ALEXANDROVA N,7 - 3,379,KAZ,6:19,Missed,0
5m shot,4.0,1,7,3,KAZ,3.0,RADICCHI F,7 - 3,355,ITA,5:55,Blocked,0
5m shot,10.0,1,7,3,KAZ,3.0,GRITSENKO M,7 - 3,331,KAZ,5:31,Post,0
Action shot,2.0,1,7,3,KAZ,3.0,SHEPELINA N,7 - 3,299,KAZ,4:59,Saved,0
Centre shot,10.0,1,8,3,KAZ,3.0,PALMIERI V,8 - 3,283,ITA,4:43,Goal,1
5m shot,3.0,1,8,3,KAZ,3.0,AKILBAYEVA A,8 - 3,256,KAZ,4:16,Post,0
5m shot,9.0,1,8,3,KAZ,3.0,EMMOLO G,8 - 3,237,ITA,3:57,Saved,0
5m shot,4.0,1,8,3,KAZ,3.0,TUROVA A,8 - 3,214,KAZ,3:34,Missed,0
5m shot,4.0,1,8,4,KAZ,3.0,TUROVA A,8 - 4,172,KAZ,2:52,Goal,1
5m shot,8.0,1,8,4,KAZ,3.0,BIANCONI R,8 - 4,155,ITA,2:35,Missed,0
5m shot,10.0,1,8,4,KAZ,3.0,GRITSENKO M,8 - 4,128,KAZ,2:08,Post,0
5m shot,2.0,1,8,4,KAZ,3.0,POMERI F,8 - 4,80,ITA,1:20,Missed,0
Extra player shot,3.0,1,8,5,KAZ,3.0,AKILBAYEVA A,8 - 5,54,KAZ,0:54,Goal,1
5m shot,3.0,1,8,5,KAZ,3.0,AKILBAYEVA A,8 - 5,25,KAZ,0:25,Saved,0
Extra player shot,10.0,1,8,6,KAZ,3.0,GRITSENKO M,8 - 6,1,KAZ,0:01,Goal,1
5m shot,10.0,1,8,6,KAZ,4.0,GRITSENKO M,8 - 6,389,KAZ,6:29,Blocked,0
Action shot,7.0,1,8,6,KAZ,4.0,di MARIO T,8 - 6,371,ITA,6:11,Saved,0
Extra player shot,2.0,1,8,6,KAZ,4.0,SHEPELINA N,8 - 6,327,KAZ,5:27,Post,0
Extra player shot,3.0,1,8,6,KAZ,4.0,AKILBAYEVA A,8 - 6,266,KAZ,4:26,Saved,0
5m shot,7.0,1,8,6,KAZ,4.0,di MARIO T,8 - 6,243,ITA,4:03,Missed,0
Action shot,9.0,1,8,6,KAZ,4.0,JAKAYEVA A,8 - 6,210,KAZ,3:30,Blocked,0
Extra player shot,3.0,1,9,7,KAZ,4.0,AKILBAYEVA A,9 - 7,23,KAZ,0:23,Goal,1
Action shot,12.0,1,9,7,KAZ,4.0,FRASSINETTI T,9 - 7,11,ITA,0:11,Post,0
Action shot,9.0,1,9,7,KAZ,4.0,JAKAYEVA A,9 - 7,2,KAZ,0:02,Missed,0
Action shot,7.0,2,0,0,HUN,1.0,MISKOLCZI I,0 - 0,443,HUN,7:23,Saved,0
5m shot,3.0,2,1,0,HUN,1.0,GARIBOTTI A,0 - 1,371,ITA,6:11,Goal,1
5m shot,4.0,2,1,0,HUN,1.0,RADICCHI F,0 - 1,337,ITA,5:37,Missed,0
Action shot,8.0,2,1,1,HUN,1.0,KESZTHELYI R,1 - 1,267,HUN,4:27,Goal,1
Action shot,11.0,2,1,1,HUN,1.0,COTTI A,1 - 1,239,ITA,3:59,Post,0
Centre shot,6.0,2,1,1,HUN,1.0,TAKACS O,1 - 1,216,HUN,3:36,Saved,0
5m shot,11.0,2,1,1,HUN,1.0,COTTI A,1 - 1,190,ITA,3:10,Blocked,0
5m shot,8.0,2,1,2,HUN,1.0,KESZTHELYI R,2 - 1,169,HUN,2:49,Goal,1
5m shot,6.0,2,1,2,HUN,1.0,AIELLO R,2 - 1,141,ITA,2:21,Saved,0
5m shot,11.0,2,1,2,HUN,1.0,GARDA K,2 - 1,120,HUN,2:00,Post,0
Action shot,10.0,2,1,2,HUN,1.0,BUJKA B,2 - 1,101,HUN,1:41,Saved,0
5m shot,11.0,2,1,2,HUN,1.0,GARDA K,2 - 1,58,HUN,0:58,Blocked,0
5m shot,8.0,2,1,2,HUN,1.0,BIANCONI R,2 - 1,39,ITA,0:39,Missed,0
Extra player shot,10.0,2,1,3,HUN,1.0,BUJKA B,3 - 1,12,HUN,0:12,Goal,1
Extra player shot,3.0,2,1,3,HUN,2.0,ANTAL D,3 - 1,396,HUN,6:36,Saved,0
Extra player shot,9.0,2,1,3,HUN,2.0,EMMOLO G,3 - 1,355,ITA,5:55,Post,0
Centre shot,10.0,2,1,4,HUN,2.0,BUJKA B,4 - 1,336,HUN,5:36,Goal,1
5m shot,9.0,2,2,4,HUN,2.0,EMMOLO G,4 - 2,319,ITA,5:19,Goal,1
5m shot,8.0,2,2,4,HUN,2.0,KESZTHELYI R,4 - 2,295,HUN,4:55,Saved,0
Action shot,7.0,2,2,4,HUN,2.0,di MARIO T,4 - 2,274,ITA,4:34,Post,0
Extra player shot,8.0,2,2,5,HUN,2.0,KESZTHELYI R,5 - 2,251,HUN,4:11,Goal,1
Action shot,9.0,2,2,5,HUN,2.0,EMMOLO G,5 - 2,230,ITA,3:50,Post,0
Action shot,9.0,2,2,5,HUN,2.0,EMMOLO G,5 - 2,182,ITA,3:02,Missed,0
5m shot,2.0,2,2,5,HUN,2.0,POMERI F,5 - 2,142,ITA,2:22,Saved,0
Action shot,8.0,2,2,5,HUN,2.0,KESZTHELYI R,5 - 2,124,HUN,2:04,Saved,0
5m shot,2.0,2,2,5,HUN,2.0,POMERI F,5 - 2,99,ITA,1:39,Saved,0
5m shot,10.0,2,2,5,HUN,2.0,BUJKA B,5 - 2,73,HUN,1:13,Blocked,0
Action shot,9.0,2,2,5,HUN,2.0,EMMOLO G,5 - 2,48,ITA,0:48,Saved,0
Action shot,10.0,2,2,6,HUN,2.0,BUJKA B,6 - 2,3,HUN,0:03,Goal,1
5m shot,7.0,2,2,6,HUN,2.0,di MARIO T,6 - 2,1,ITA,0:01,Blocked,0
Action shot,5.0,2,2,6,HUN,3.0,QUEIROLO E,6 - 2,431,ITA,7:11,Saved,0
Centre shot,10.0,2,2,7,HUN,3.0,BUJKA B,7 - 2,408,HUN,6:48,Goal,1
5m shot,4.0,2,3,7,HUN,3.0,RADICCHI F,7 - 3,388,ITA,6:28,Goal,1
5m shot,8.0,2,3,8,HUN,3.0,KESZTHELYI R,8 - 3,371,HUN,6:11,Goal,1
Extra player shot,4.0,2,3,8,HUN,3.0,RADICCHI F,8 - 3,332,ITA,5:32,Blocked,0
Action shot,3.0,2,3,8,HUN,3.0,GARIBOTTI A,8 - 3,297,ITA,4:57,Saved,0
5m shot,3.0,2,3,8,HUN,3.0,ANTAL D,8 - 3,271,HUN,4:31,Missed,0
Extra player shot,3.0,2,3,8,HUN,3.0,GARIBOTTI A,8 - 3,241,ITA,4:01,Blocked,0
5m shot,11.0,2,3,8,HUN,3.0,GARDA K,8 - 3,214,HUN,3:34,Saved,0
Action shot,9.0,2,3,8,HUN,3.0,TOTH I,8 - 3,187,HUN,3:07,Post,0
Extra player shot,3.0,2,3,9,HUN,3.0,ANTAL D,9 - 3,149,HUN,2:29,Goal,1
Extra player shot,8.0,2,3,9,HUN,3.0,BIANCONI R,9 - 3,122,ITA,2:02,Post,0
5m shot,8.0,2,3,9,HUN,3.0,KESZTHELYI R,9 - 3,88,HUN,1:28,Blocked,0
5m shot,12.0,2,3,9,HUN,3.0,MENCZINGER K,9 - 3,61,HUN,1:01,Saved,0
5m shot,8.0,2,3,9,HUN,3.0,BIANCONI R,9 - 3,40,ITA,0:40,Post,0
5m shot,12.0,2,3,9,HUN,3.0,MENCZINGER K,9 - 3,10,HUN,0:10,Saved,0
5m shot,9.0,2,3,9,HUN,3.0,EMMOLO G,9 - 3,3,ITA,0:03,Missed,0
5m shot,7.0,2,3,9,HUN,4.0,di MARIO T,9 - 3,463,ITA,7:43,Saved,0
Action shot,4.0,2,3,9,HUN,4.0,RADICCHI F,9 - 3,440,ITA,7:20,Post,0
Penalty shot,5.0,2,3,10,HUN,4.0,SZUCS G,10 - 3,428,HUN,7:08,Goal,1
5m shot,4.0,2,3,10,HUN,4.0,RADICCHI F,10 - 3,405,ITA,6:45,Saved,0
Centre shot,10.0,2,3,10,HUN,4.0,BUJKA B,10 - 3,381,HUN,6:21,Saved,0
5m shot,7.0,2,3,10,HUN,4.0,di MARIO T,10 - 3,362,ITA,6:02,Missed,0
Centre shot,4.0,2,3,10,HUN,4.0,KISTELEKI D,10 - 3,352,HUN,5:52,Post,0
5m shot,4.0,2,3,10,HUN,4.0,RADICCHI F,10 - 3,326,ITA,5:26,Saved,0
5m shot,9.0,2,3,10,HUN,4.0,EMMOLO G,10 - 3,311,ITA,5:11,Saved,0
Centre shot,10.0,2,3,10,HUN,4.0,BUJKA B,10 - 3,246,HUN,4:06,Saved,0
5m shot,12.0,2,4,10,HUN,4.0,FRASSINETTI T,10 - 4,229,ITA,3:49,Goal,1
Action shot,12.0,2,4,10,HUN,4.0,MENCZINGER K,10 - 4,199,HUN,3:19,Saved,0
5m shot,4.0,2,4,10,HUN,4.0,RADICCHI F,10 - 4,169,ITA,2:49,Post,0
Action shot,9.0,2,4,10,HUN,4.0,TOTH I,10 - 4,139,HUN,2:19,Post,0
Centre shot,6.0,2,4,10,HUN,4.0,TAKACS O,10 - 4,75,HUN,1:15,Saved,0
Extra player shot,6.0,2,4,10,HUN,4.0,AIELLO R,10 - 4,52,ITA,0:52,Blocked,0
Action shot,11.0,2,4,10,HUN,4.0,COTTI A,10 - 4,3,ITA,0:03,Post,0
Counter attack,3.0,3,0,1,BRA,1.0,ZABLITH M,0 - 1,448,BRA,7:28,Goal,1
Action shot,8.0,3,1,1,BRA,1.0,BIANCONI R,1 - 1,431,ITA,7:11,Goal,1
Action shot,7.0,3,1,1,BRA,1.0,DIAS M,1 - 1,405,BRA,6:45,Saved,0
Action shot,8.0,3,1,1,BRA,1.0,CHIAPPINI I,1 - 1,357,BRA,5:57,Missed,0
Penalty shot,8.0,3,2,1,BRA,1.0,BIANCONI R,2 - 1,307,ITA,5:07,Goal,1
Centre shot,12.0,3,2,1,BRA,1.0,FRASSINETTI T,2 - 1,264,ITA,4:24,Saved,0
Extra player shot,11.0,3,2,1,BRA,1.0,COUTINHO M,2 - 1,220,BRA,3:40,Saved,0
Action shot,7.0,3,2,1,BRA,1.0,DIAS M,2 - 1,167,BRA,2:47,Post,0
Action shot,9.0,3,2,1,BRA,1.0,EMMOLO G,2 - 1,153,ITA,2:33,Missed,0
5m shot,8.0,3,2,1,BRA,1.0,CHIAPPINI I,2 - 1,133,BRA,2:13,Blocked,0
Action shot,4.0,3,2,1,BRA,1.0,CANETTI M,2 - 1,90,BRA,1:30,Post,0
Action shot,11.0,3,2,1,BRA,1.0,COTTI A,2 - 1,72,ITA,1:12,Missed,0
Action shot,11.0,3,2,1,BRA,1.0,COTTI A,2 - 1,27,ITA,0:27,Saved,0
Action shot,10.0,3,2,1,BRA,1.0,VIGNA F,2 - 1,1,BRA,0:01,Saved,0
Action shot,8.0,3,2,1,BRA,2.0,CHIAPPINI I,2 - 1,451,BRA,7:31,Post,0
Action shot,7.0,3,2,1,BRA,2.0,di MARIO T,2 - 1,433,ITA,7:13,Blocked,0
Action shot,11.0,3,2,1,BRA,2.0,COUTINHO M,2 - 1,416,BRA,6:56,Missed,0
Centre shot,10.0,3,2,1,BRA,2.0,PALMIERI V,2 - 1,399,ITA,6:39,Post,0
5m shot,8.0,3,2,1,BRA,2.0,CHIAPPINI I,2 - 1,370,BRA,6:10,Missed,0
5m shot,7.0,3,2,1,BRA,2.0,di MARIO T,2 - 1,358,ITA,5:58,Post,0
5m shot,8.0,3,2,1,BRA,2.0,CHIAPPINI I,2 - 1,330,BRA,5:30,Saved,0
Action shot,3.0,3,3,1,BRA,2.0,GARIBOTTI A,3 - 1,307,ITA,5:07,Goal,1
5m shot,7.0,3,3,1,BRA,2.0,DIAS M,3 - 1,222,BRA,3:42,Saved,0
Action shot,3.0,3,4,1,BRA,2.0,GARIBOTTI A,4 - 1,194,ITA,3:14,Goal,1
Action shot,9.0,3,5,1,BRA,2.0,EMMOLO G,5 - 1,153,ITA,2:33,Goal,1
Extra player shot,9.0,3,6,1,BRA,2.0,EMMOLO G,6 - 1,101,ITA,1:41,Goal,1
Action shot,8.0,3,6,1,BRA,2.0,CHIAPPINI I,6 - 1,74,BRA,1:14,Missed,0
Extra player shot,10.0,3,7,1,BRA,2.0,PALMIERI V,7 - 1,51,ITA,0:51,Goal,1
Action shot,8.0,3,7,1,BRA,2.0,CHIAPPINI I,7 - 1,28,BRA,0:28,Missed,0
Action shot,3.0,3,8,1,BRA,2.0,GARIBOTTI A,8 - 1,7,ITA,0:07,Goal,1
5m shot,3.0,3,8,1,BRA,2.0,ZABLITH M,8 - 1,4,BRA,0:04,Missed,0
Action shot,3.0,3,8,1,BRA,3.0,ZABLITH M,8 - 1,451,BRA,7:31,Saved,0
Extra player shot,7.0,3,8,1,BRA,3.0,di MARIO T,8 - 1,407,ITA,6:47,Saved,0
Action shot,8.0,3,8,1,BRA,3.0,BIANCONI R,8 - 1,308,ITA,5:08,Blocked,0
Centre shot,10.0,3,8,2,BRA,3.0,VIGNA F,8 - 2,282,BRA,4:42,Goal,1
Penalty shot,5.0,3,9,2,BRA,3.0,QUEIROLO E,9 - 2,268,ITA,4:28,Goal,1
Action shot,5.0,3,10,2,BRA,3.0,QUEIROLO E,10 - 2,227,ITA,3:47,Goal,1
Action shot,11.0,3,10,2,BRA,3.0,COUTINHO M,10 - 2,181,BRA,3:01,Saved,0
5m shot,3.0,3,10,2,BRA,3.0,ZABLITH M,10 - 2,95,BRA,1:35,Blocked,0
5m shot,8.0,3,10,2,BRA,3.0,BIANCONI R,10 - 2,78,ITA,1:18,Post,0
5m shot,8.0,3,10,2,BRA,3.0,BIANCONI R,10 - 2,1,ITA,0:01,Saved,0
Action shot,7.0,3,10,2,BRA,4.0,DIAS M,10 - 2,451,BRA,7:31,Saved,0
Action shot,7.0,3,10,2,BRA,4.0,di MARIO T,10 - 2,422,ITA,7:02,Blocked,0
Centre shot,10.0,3,10,2,BRA,4.0,PALMIERI V,10 - 2,372,ITA,6:12,Post,0
5m shot,3.0,3,10,2,BRA,4.0,ZABLITH M,10 - 2,347,BRA,5:47,Missed,0
Action shot,7.0,3,11,2,BRA,4.0,di MARIO T,11 - 2,331,ITA,5:31,Goal,1
Action shot,10.0,3,11,2,BRA,4.0,VIGNA F,11 - 2,311,BRA,5:11,Saved,0
Action shot,4.0,3,11,2,BRA,4.0,RADICCHI F,11 - 2,284,ITA,4:44,Blocked,0
Action shot,2.0,3,11,2,BRA,4.0,ABLA D,11 - 2,252,BRA,4:12,Saved,0
Action shot,8.0,3,11,3,BRA,4.0,CHIAPPINI I,11 - 3,207,BRA,3:27,Goal,1
Action shot,3.0,3,11,3,BRA,4.0,GARIBOTTI A,11 - 3,181,ITA,3:01,Saved,0
Extra player shot,9.0,3,12,3,BRA,4.0,EMMOLO G,12 - 3,120,ITA,2:00,Goal,1
5m shot,7.0,3,12,4,BRA,4.0,DIAS M,12 - 4,72,BRA,1:12,Goal,1
Counter attack,3.0,3,12,5,BRA,4.0,ZABLITH M,12 - 5,37,BRA,0:37,Goal,1
Penalty shot,8.0,3,13,5,BRA,4.0,BIANCONI R,13 - 5,13,ITA,0:13,Goal,1
5m shot,8.0,3,13,5,BRA,4.0,CHIAPPINI I,13 - 5,3,BRA,0:03,Missed,0
5m shot,13.0,3,13,5,BRA,4.0,SPARANO L,13 - 5,1,ITA,0:01,Saved,0
Action shot,8.0,4,0,0,GRE,1.0,ROUMPESI A,0 - 0,438,GRE,7:18,Blocked,0
Penalty shot,7.0,4,0,0,GRE,1.0,di MARIO T,0 - 0,417,ITA,6:57,Saved,0
Action shot,10.0,4,0,0,GRE,1.0,MANOLIOUDAKI T,0 - 0,347,GRE,5:47,Post,0
Action shot,8.0,4,1,0,GRE,1.0,BIANCONI R,1 - 0,326,ITA,5:26,Goal,1
Counter attack,9.0,4,1,0,GRE,1.0,EMMOLO G,1 - 0,288,ITA,4:48,Missed,0
Action shot,4.0,4,1,0,GRE,1.0,PSOUNI I,1 - 0,222,GRE,3:42,Blocked,0
Counter attack,12.0,4,1,0,GRE,1.0,FRASSINETTI T,1 - 0,210,ITA,3:30,Missed,0
Extra player shot,7.0,4,1,1,GRE,1.0,ASIMAKI A,1 - 1,200,GRE,3:20,Goal,1
5m shot,7.0,4,2,1,GRE,1.0,di MARIO T,2 - 1,179,ITA,2:59,Goal,1
Action shot,8.0,4,2,1,GRE,1.0,ROUMPESI A,2 - 1,152,GRE,2:32,Post,0
Extra player shot,8.0,4,2,1,GRE,1.0,BIANCONI R,2 - 1,107,ITA,1:47,Blocked,0
Action shot,8.0,4,2,2,GRE,1.0,ROUMPESI A,2 - 2,81,GRE,1:21,Goal,1
Centre shot,10.0,4,2,2,GRE,1.0,PALMIERI V,2 - 2,63,ITA,1:03,Saved,0
Action shot,3.0,4,2,2,GRE,1.0,DIAMANTOPOULOU V,2 - 2,11,GRE,0:11,Saved,0
5m shot,5.0,4,2,2,GRE,1.0,QUEIROLO E,2 - 2,1,ITA,0:01,Missed,0
Action shot,6.0,4,2,2,GRE,2.0,AVRAMIDOU A,2 - 2,436,GRE,7:16,Missed,0
Action shot,11.0,4,2,2,GRE,2.0,PLEVRITOU E,2 - 2,413,GRE,6:53,Blocked,0
Penalty shot,8.0,4,3,2,GRE,2.0,BIANCONI R,3 - 2,387,ITA,6:27,Goal,1
5m shot,8.0,4,3,3,GRE,2.0,ROUMPESI A,3 - 3,358,GRE,5:58,Goal,1
5m shot,8.0,4,3,3,GRE,2.0,BIANCONI R,3 - 3,289,ITA,4:49,Missed,0
Action shot,2.0,4,3,3,GRE,2.0,TSOUKALA C,3 - 3,263,GRE,4:23,Saved,0
5m shot,3.0,4,3,3,GRE,2.0,GARIBOTTI A,3 - 3,241,ITA,4:01,Blocked,0
Action shot,6.0,4,3,3,GRE,2.0,AVRAMIDOU A,3 - 3,219,GRE,3:39,Post,0
Centre shot,7.0,4,3,4,GRE,2.0,ASIMAKI A,3 - 4,218,GRE,3:38,Goal,1
Action shot,2.0,4,3,5,GRE,2.0,TSOUKALA C,3 - 5,173,GRE,2:53,Goal,1
Extra player shot,10.0,4,3,5,GRE,2.0,MANOLIOUDAKI T,3 - 5,112,GRE,1:52,Post,0
Action shot,3.0,4,3,5,GRE,2.0,GARIBOTTI A,3 - 5,85,ITA,1:25,Blocked,0
Action shot,3.0,4,4,5,GRE,2.0,GARIBOTTI A,4 - 5,47,ITA,0:47,Goal,1
Action shot,6.0,4,4,5,GRE,2.0,AVRAMIDOU A,4 - 5,22,GRE,0:22,Saved,0
5m shot,8.0,4,4,5,GRE,4,ROUMPESI A,4 - 5,1,GRE,0:01,Saved,0
Action shot,10.0,4,4,5,GRE,ET1,MANOLIOUDAKI T,4 - 5,88,GRE,1:28,Missed,0
Extra player shot,9.0,4,10,9,GRE,ET1,EMMOLO G,10 - 9,44,ITA,0:44,Goal,1
Extra player shot,10.0,4,10,10,GRE,ET1,MANOLIOUDAKI T,10 - 10,10,GRE,0:10,Goal,1
5m shot,8.0,4,10,10,GRE,ET1,BIANCONI R,10 - 10,1,ITA,0:01,Blocked,0
5m shot,9.0,4,10,10,GRE,ET2,EMMOLO G,10 - 10,150,ITA,2:30,Blocked,0
Centre shot,7.0,4,10,10,GRE,ET2,ASIMAKI A,10 - 10,120,GRE,2:00,Saved,0
5m shot,4.0,4,10,10,GRE,3.0,RADICCHI F,10 - 10,455,ITA,7:35,Missed,0
Action shot,2.0,4,4,6,GRE,3.0,TSOUKALA C,4 - 6,433,GRE,7:13,Goal,1
Action shot,10.0,4,4,6,GRE,3.0,MANOLIOUDAKI T,4 - 6,376,GRE,6:16,Post,0
Action shot,9.0,4,4,6,GRE,3.0,EMMOLO G,4 - 6,342,ITA,5:42,Missed,0
5m shot,2.0,4,4,6,GRE,3.0,TSOUKALA C,4 - 6,274,GRE,4:34,Saved,0
Action shot,7.0,4,5,6,GRE,3.0,di MARIO T,5 - 6,261,ITA,4:21,Goal,1
Action shot,11.0,4,5,6,GRE,3.0,PLEVRITOU E,5 - 6,239,GRE,3:59,Blocked,0
Centre shot,7.0,4,5,6,GRE,3.0,ASIMAKI A,5 - 6,109,GRE,1:49,Saved,0
Centre shot,10.0,4,5,7,GRE,3.0,MANOLIOUDAKI T,5 - 7,107,GRE,1:47,Goal,1
5m shot,5.0,4,5,7,GRE,3.0,QUEIROLO E,5 - 7,92,ITA,1:32,Missed,0
Action shot,2.0,4,5,7,GRE,3.0,TSOUKALA C,5 - 7,73,GRE,1:13,Missed,0
5m shot,7.0,4,5,7,GRE,3.0,di MARIO T,5 - 7,3,ITA,0:03,Post,0
Action shot,11.0,4,5,7,GRE,3.0,COTTI A,5 - 7,1,ITA,0:01,Saved,0
5m shot,4.0,4,6,7,GRE,4.0,RADICCHI F,6 - 7,464,ITA,7:44,Goal,1
Action shot,10.0,4,6,8,GRE,4.0,MANOLIOUDAKI T,6 - 8,440,GRE,7:20,Goal,1
5m shot,4.0,4,7,8,GRE,4.0,RADICCHI F,7 - 8,419,ITA,6:59,Goal,1
Action shot,4.0,4,7,8,GRE,4.0,PSOUNI I,7 - 8,399,GRE,6:39,Missed,0
Penalty shot,8.0,4,8,8,GRE,4.0,BIANCONI R,8 - 8,374,ITA,6:14,Goal,1
Centre shot,7.0,4,8,8,GRE,4.0,ASIMAKI A,8 - 8,350,GRE,5:50,Blocked,0
5m shot,8.0,4,8,8,GRE,4.0,BIANCONI R,8 - 8,322,ITA,5:22,Saved,0
5m shot,9.0,4,8,8,GRE,4.0,EMMOLO G,8 - 8,303,ITA,5:03,Blocked,0
Extra player shot,8.0,4,8,8,GRE,4.0,ROUMPESI A,8 - 8,277,GRE,4:37,Saved,0
Action shot,11.0,4,8,8,GRE,4.0,COTTI A,8 - 8,251,ITA,4:11,Saved,0
Action shot,6.0,4,8,8,GRE,4.0,AVRAMIDOU A,8 - 8,194,GRE,3:14,Blocked,0
5m shot,7.0,4,8,8,GRE,4.0,di MARIO T,8 - 8,168,ITA,2:48,Missed,0
Counter attack,11.0,4,9,8,GRE,4.0,COTTI A,9 - 8,129,ITA,2:09,Goal,1
Action shot,10.0,4,9,8,GRE,4.0,MANOLIOUDAKI T,9 - 8,102,GRE,1:42,Saved,0
Action shot,10.0,4,9,9,GRE,4.0,MANOLIOUDAKI T,9 - 9,31,GRE,0:31,Goal,1
Action shot,3.0,4,9,9,GRE,ET2,GARIBOTTI A,9 - 9,18,ITA,0:18,Saved,0
5m shot,3.0,4,9,9,GRE,ET2,GARIBOTTI A,9 - 9,2,ITA,0:02,Missed,0
5m shot,8.0,4,9,9,GRE,ET2,ROUMPESI A,9 - 9,1,GRE,0:01,Saved,0
