Action,CRO,Cap,Game,Opponent,Opponent name,Period,Player,Score,Seconds,Team,Time
Steal,2,1.0,3,0,RSA,1.0,FLATSCHER D,2 - 0,134,RSA,2:14
Centre shot - Missed,2,13.0,3,0,RSA,1.0,STEWART D,2 - 0,108,RSA,1:48
Action shot - Goal,3,12.0,3,0,RSA,1.0,OBRADOVIC P,3 - 0,86,CRO,1:26
20 sec. exclusion in centre,3,2.0,3,0,RSA,1.0,LONCAR L,3 - 0,72,CRO,1:12
Extra player shot - Post,3,8.0,3,0,RSA,1.0,BELL R,3 - 0,57,RSA,0:57
Extra player shot - Blocked,3,11.0,3,0,RSA,1.0,MOLYNEUX N,3 - 0,40,RSA,0:40
Turnover foul,3,4.0,3,0,RSA,1.0,BADENHORST I,3 - 0,26,RSA,0:26
Steal,3,11.0,3,0,RSA,1.0,SETKA A,3 - 0,26,CRO,0:26
Turnover foul,3,5.0,3,0,RSA,1.0,JOKOVIC M,3 - 0,16,CRO,0:16
Steal,3,11.0,3,0,RSA,1.0,MOLYNEUX N,3 - 0,16,RSA,0:16
5m shot - Missed,3,13.0,3,0,RSA,1.0,STEWART D,3 - 0,1,RSA,0:01
Starting goalkeeper,3,1.0,3,0,RSA,2.0,PAVIC J,3 - 0,480,CRO,8:00
Starting goalkeeper,3,1.0,3,0,RSA,2.0,FLATSCHER D,3 - 0,480,RSA,8:00
Sprint won possession,3,11.0,3,0,RSA,2.0,SETKA A,3 - 0,480,CRO,8:00
Turnover foul,3,9.0,3,0,RSA,2.0,SUKNO S,3 - 0,455,CRO,7:35
5m shot - Post,3,8.0,3,0,RSA,2.0,BELL R,3 - 0,426,RSA,7:06
Action shot - Goal,4,2.0,3,0,RSA,2.0,LONCAR L,4 - 0,412,CRO,6:52
Turnover foul,4,4.0,3,0,RSA,2.0,BADENHORST I,4 - 0,386,RSA,6:26
Steal,4,3.0,3,0,RSA,2.0,MILAKOVIC I,4 - 0,386,CRO,6:26
Turnover foul,4,9.0,3,0,RSA,2.0,SUKNO S,4 - 0,364,CRO,6:04
Steal,4,10.0,3,0,RSA,2.0,le ROUX P,4 - 0,364,RSA,6:04
20 sec. exclusion in field,4,5.0,3,0,RSA,2.0,JOKOVIC M,4 - 0,351,CRO,5:51
Extra player shot - Saved,4,5.0,3,0,RSA,2.0,RODDA N,4 - 0,345,RSA,5:45
20 sec. exclusion in field,4,5.0,3,0,RSA,2.0,RODDA N,4 - 0,342,RSA,5:42
Extra player shot - Post,4,9.0,3,0,RSA,2.0,SUKNO S,4 - 0,326,CRO,5:26
Turnover foul,4,8.0,3,0,RSA,2.0,BELL R,4 - 0,299,RSA,4:59
Steal,4,4.0,3,0,RSA,2.0,PASKVALIN F,4 - 0,299,CRO,4:59
Action shot - Goal,5,5.0,3,0,RSA,2.0,JOKOVIC M,5 - 0,273,CRO,4:33
Turnover foul,5,8.0,3,0,RSA,2.0,BELL R,5 - 0,268,RSA,4:28
Counter attack - Goal,6,11.0,3,0,RSA,2.0,SETKA A,6 - 0,264,CRO,4:24
Turnover foul,6,7.0,3,0,RSA,2.0,DOWNES R,6 - 0,256,RSA,4:16
Steal,6,3.0,3,0,RSA,2.0,MILAKOVIC I,6 - 0,256,CRO,4:16
Counter attack - Post,6,6.0,3,0,RSA,2.0,BUKIC L,6 - 0,241,CRO,4:01
Counter attack - Saved,6,13.0,3,0,RSA,2.0,STEWART D,6 - 0,227,RSA,3:47
Centre shot - Saved,6,7.0,3,0,RSA,2.0,MUSLIM P,6 - 0,207,CRO,3:27
20 sec. exclusion in centre,6,12.0,3,0,RSA,2.0,OBRADOVIC P,6 - 0,184,CRO,3:04
Centre shot - Saved,6,3.0,3,0,RSA,2.0,CARD D,6 - 0,162,RSA,2:42
Centre shot - Saved,6,4.0,3,0,RSA,2.0,PASKVALIN F,6 - 0,137,CRO,2:17
Counter attack - Goal,18,11.0,3,0,RSA,4.0,SETKA A,18 - 0,130,CRO,2:10
20 sec. exclusion in field,18,7.0,3,0,RSA,4.0,MUSLIM P,18 - 0,106,CRO,1:46
Extra player shot - Saved,18,8.0,3,0,RSA,4.0,BELL R,18 - 0,90,RSA,1:30
20 sec. exclusion in field,18,13.0,3,0,RSA,4.0,STEWART D,18 - 0,73,RSA,1:13
Extra player shot - Goal,19,9.0,3,0,RSA,4.0,SUKNO S,19 - 0,55,CRO,0:55
Turnover foul,19,8.0,3,0,RSA,4.0,BELL R,19 - 0,41,RSA,0:41
Turnover foul,19,2.0,3,0,RSA,2.0,le ROUX E,19 - 0,116,RSA,1:56
Action shot - Goal,7,7.0,3,0,RSA,2.0,MUSLIM P,7 - 0,105,CRO,1:45
Centre shot - Missed,7,10.0,3,0,RSA,2.0,le ROUX P,7 - 0,77,RSA,1:17
Centre shot - Missed,7,10.0,3,0,RSA,2.0,DOBUD N,7 - 0,51,CRO,0:51
Action shot - Blocked,7,10.0,3,0,RSA,2.0,le ROUX P,7 - 0,33,RSA,0:33
5m shot - Saved,7,7.0,3,0,RSA,2.0,MUSLIM P,7 - 0,10,CRO,0:10
Starting goalkeeper,7,13.0,3,0,RSA,3.0,BIJAC M,7 - 0,480,CRO,8:00
Starting goalkeeper,7,1.0,3,0,RSA,3.0,FLATSCHER D,7 - 0,480,RSA,8:00
Sprint won possession,7,6.0,3,0,RSA,3.0,BUKIC L,7 - 0,480,CRO,8:00
Centre shot - Saved,7,10.0,3,0,RSA,3.0,DOBUD N,7 - 0,452,CRO,7:32
5m shot - Post,7,9.0,3,0,RSA,3.0,SUKNO S,7 - 0,429,CRO,7:09
Action shot - Goal,8,12.0,3,0,RSA,3.0,OBRADOVIC P,8 - 0,413,CRO,6:53
20 sec. exclusion in centre,8,8.0,3,0,RSA,3.0,BUSLJE A,8 - 0,389,CRO,6:29
5m shot - Blocked,8,2.0,3,0,RSA,3.0,le ROUX E,8 - 0,361,RSA,6:01
20 sec. exclusion in field,8,2.0,3,0,RSA,3.0,le ROUX E,8 - 0,336,RSA,5:36
Extra player shot - Goal,9,10.0,3,0,RSA,3.0,DOBUD N,9 - 0,335,CRO,5:35
5m shot - Saved,9,8.0,3,0,RSA,3.0,BELL R,9 - 0,317,RSA,5:17
Centre shot - Goal,10,10.0,3,0,RSA,3.0,DOBUD N,10 - 0,294,CRO,4:54
Turnover foul,10,6.0,3,0,RSA,3.0,KYTE J,10 - 0,279,RSA,4:39
Steal,10,5.0,3,0,RSA,3.0,JOKOVIC M,10 - 0,279,CRO,4:39
Action shot - Saved,10,4.0,3,0,RSA,3.0,PASKVALIN F,10 - 0,261,CRO,4:21
20 sec. exclusion in centre,10,6.0,3,0,RSA,3.0,KYTE J,10 - 0,246,RSA,4:06
Extra player shot - Post,10,9.0,3,0,RSA,3.0,SUKNO S,10 - 0,230,CRO,3:50
Turnover foul,10,12.0,3,0,RSA,3.0,KAJEE A,10 - 0,211,RSA,3:31
Steal,10,9.0,3,0,RSA,3.0,SUKNO S,10 - 0,211,CRO,3:31
Counter attack - Goal,11,11.0,3,0,RSA,3.0,SETKA A,11 - 0,196,CRO,3:16
20 sec. exclusion in centre,11,11.0,3,0,RSA,3.0,SETKA A,11 - 0,168,CRO,2:48
Time-Out,11,,3,0,RSA,3.0,,11 - 0,168,RSA,2:48
5m shot - Saved,11,6.0,3,0,RSA,3.0,KYTE J,11 - 0,143,RSA,2:23
Counter attack - Goal,12,9.0,3,0,RSA,3.0,SUKNO S,12 - 0,135,CRO,2:15
5m shot - Saved,12,8.0,3,0,RSA,3.0,BELL R,12 - 0,113,RSA,1:53
Turnover foul,12,3.0,3,0,RSA,3.0,CARD D,12 - 0,102,RSA,1:42
Action shot - Goal,13,9.0,3,0,RSA,3.0,SUKNO S,13 - 0,87,CRO,1:27
Turnover foul,13,8.0,3,0,RSA,3.0,BELL R,13 - 0,59,RSA,0:59
Steal,13,5.0,3,0,RSA,3.0,JOKOVIC M,13 - 0,59,CRO,0:59
20 sec. exclusion in centre,13,11.0,3,0,RSA,3.0,MOLYNEUX N,13 - 0,41,RSA,0:41
Extra player shot - Goal,14,6.0,3,0,RSA,3.0,BUKIC L,14 - 0,26,CRO,0:26
Turnover foul,14,10.0,3,0,RSA,3.0,le ROUX P,14 - 0,5,RSA,0:05
5m shot - Saved,14,7.0,3,0,RSA,3.0,MUSLIM P,14 - 0,1,CRO,0:01
Starting goalkeeper,14,13.0,3,0,RSA,4.0,BIJAC M,14 - 0,480,CRO,8:00
Starting goalkeeper,14,1.0,3,0,RSA,4.0,FLATSCHER D,14 - 0,480,RSA,8:00
Sprint won possession,14,6.0,3,0,RSA,4.0,BUKIC L,14 - 0,480,CRO,8:00
5m shot - Missed,14,5.0,3,0,RSA,4.0,JOKOVIC M,14 - 0,452,CRO,7:32
20 sec. exclusion in centre,14,7.0,3,0,RSA,4.0,MUSLIM P,14 - 0,437,CRO,7:17
Centre shot - Missed,14,4.0,3,0,RSA,4.0,BADENHORST I,14 - 0,414,RSA,6:54
20 sec. exclusion in centre,14,8.0,3,0,RSA,4.0,BELL R,14 - 0,390,RSA,6:30
Extra player shot - Goal,15,12.0,3,0,RSA,4.0,OBRADOVIC P,15 - 0,389,CRO,6:29
5m shot - Blocked,15,6.0,3,0,RSA,4.0,KYTE J,15 - 0,367,RSA,6:07
Turnover foul,15,10.0,3,0,RSA,4.0,DOBUD N,15 - 0,342,CRO,5:42
Steal,15,1.0,3,0,RSA,4.0,FLATSCHER D,15 - 0,342,RSA,5:42
Centre shot - Saved,15,10.0,3,0,RSA,4.0,le ROUX P,15 - 0,312,RSA,5:12
Action shot - Goal,16,12.0,3,0,RSA,4.0,OBRADOVIC P,16 - 0,288,CRO,4:48
20 sec. exclusion in centre,16,2.0,3,0,RSA,4.0,LONCAR L,16 - 0,269,CRO,4:29
Action shot - Saved,16,2.0,3,0,RSA,4.0,le ROUX E,16 - 0,244,RSA,4:04
Counter attack - Goal,17,10.0,3,0,RSA,4.0,DOBUD N,17 - 0,232,CRO,3:52
Turnover foul,17,7.0,3,0,RSA,4.0,DOWNES R,17 - 0,219,RSA,3:39
Steal,17,11.0,3,0,RSA,4.0,SETKA A,17 - 0,219,CRO,3:39
Turnover foul,17,11.0,3,0,RSA,4.0,SETKA A,17 - 0,210,CRO,3:30
Steal,17,7.0,3,0,RSA,4.0,DOWNES R,17 - 0,210,RSA,3:30
Counter attack - Saved,17,2.0,3,0,RSA,4.0,le ROUX E,17 - 0,192,RSA,3:12
5m shot - Saved,17,5.0,3,0,RSA,4.0,JOKOVIC M,17 - 0,165,CRO,2:45
Turnover foul,17,11.0,3,0,RSA,4.0,MOLYNEUX N,17 - 0,145,RSA,2:25
Steal,17,9.0,3,0,RSA,4.0,SUKNO S,17 - 0,145,CRO,2:25
Steal,17,12.0,3,0,RSA,4.0,OBRADOVIC P,17 - 0,41,CRO,0:41
Turnover foul,17,7.0,3,0,RSA,4.0,MUSLIM P,17 - 0,22,CRO,0:22
Steal,17,4.0,3,0,RSA,4.0,BADENHORST I,17 - 0,22,RSA,0:22
20 sec. exclusion in centre,17,4.0,3,0,RSA,4.0,PASKVALIN F,17 - 0,6,CRO,0:06
Extra player shot - Post,17,8.0,3,0,RSA,4.0,BELL R,17 - 0,1,RSA,0:01
Starting goalkeeper,0,1.0,4,0,NZL,1.0,PAVIC J,0 - 0,480,CRO,8:00
Starting goalkeeper,0,1.0,4,0,NZL,1.0,KINGSMILL T,0 - 0,480,NZL,8:00
Sprint won possession,0,5.0,4,0,NZL,1.0,JOKOVIC M,0 - 0,480,CRO,8:00
Turnover foul,0,9.0,4,0,NZL,1.0,SUKNO S,0 - 0,461,CRO,7:41
Steal,0,1.0,4,0,NZL,1.0,KINGSMILL T,0 - 0,461,NZL,7:41
20 sec. exclusion in centre,0,11.0,4,0,NZL,1.0,TIJSEN L,0 - 0,414,NZL,6:54
Extra player shot - Goal,1,9.0,4,0,NZL,1.0,SUKNO S,1 - 0,401,CRO,6:41
Action shot - Saved,1,5.0,4,0,NZL,1.0,ROSS J,1 - 0,372,NZL,6:12
Penalty foul,1,10.0,4,0,NZL,1.0,BRYANT M,1 - 0,353,NZL,5:53
Penalty shot - Post,1,9.0,4,0,NZL,1.0,SUKNO S,1 - 0,353,CRO,5:53
Turnover foul,1,10.0,4,0,NZL,1.0,BRYANT M,1 - 0,326,NZL,5:26
Steal,1,8.0,4,0,NZL,1.0,BUSLJE A,1 - 0,326,CRO,5:26
Action shot - Goal,2,9.0,4,0,NZL,1.0,SUKNO S,2 - 0,313,CRO,5:13
5m shot - Saved,2,12.0,4,0,NZL,1.0,PYE A,2 - 0,288,NZL,4:48
20 sec. exclusion in centre,2,5.0,4,0,NZL,1.0,ROSS J,2 - 0,268,NZL,4:28
Extra player shot - Goal,3,12.0,4,0,NZL,1.0,OBRADOVIC P,3 - 0,260,CRO,4:20
Turnover foul,3,7.0,4,0,NZL,1.0,JACKSON D,3 - 0,242,NZL,4:02
Steal,3,12.0,4,0,NZL,1.0,OBRADOVIC P,3 - 0,242,CRO,4:02
Counter attack - Goal,4,5.0,4,0,NZL,1.0,JOKOVIC M,4 - 0,233,CRO,3:53
Turnover foul,4,7.0,4,0,NZL,1.0,JACKSON D,4 - 0,204,NZL,3:24
Steal,4,7.0,4,0,NZL,1.0,MUSLIM P,4 - 0,204,CRO,3:24
Action shot - Saved,4,8.0,4,0,NZL,1.0,BUSLJE A,4 - 0,129,CRO,2:09
Action shot - Saved,4,12.0,4,0,NZL,1.0,PYE A,4 - 0,100,NZL,1:40
Penalty foul,4,9.0,4,0,NZL,1.0,LUI-FAKAOTIMANAVA,4 - 0,83,NZL,1:23
Penalty shot - Goal,5,7.0,4,0,NZL,1.0,MUSLIM P,5 - 0,83,CRO,1:23
Turnover foul,5,11.0,4,0,NZL,1.0,TIJSEN L,5 - 0,68,NZL,1:08
Steal,5,11.0,4,0,NZL,1.0,SETKA A,5 - 0,68,CRO,1:08
Action shot - Goal,6,9.0,4,0,NZL,1.0,SUKNO S,6 - 0,54,CRO,0:54
20 sec. exclusion in centre,6,6.0,4,0,NZL,1.0,BUKIC L,6 - 0,40,CRO,0:40
Extra player shot - Blocked,6,7.0,4,0,NZL,1.0,JACKSON D,6 - 0,26,NZL,0:26
Extra player shot - Saved,6,11.0,4,0,NZL,1.0,TIJSEN L,6 - 0,21,NZL,0:21
Turnover foul,6,4.0,4,0,NZL,1.0,PASKVALIN F,6 - 0,18,CRO,0:18
Steal,6,3.0,4,0,NZL,1.0,CURRY S,6 - 0,18,NZL,0:18
Counter attack - Goal,6,5.0,4,1,NZL,1.0,ROSS J,6 - 1,14,NZL,0:14
Starting goalkeeper,6,1.0,4,1,NZL,2.0,PAVIC J,6 - 1,480,CRO,8:00
Starting goalkeeper,6,1.0,4,1,NZL,2.0,KINGSMILL T,6 - 1,480,NZL,8:00
Sprint won possession,6,11.0,4,1,NZL,2.0,SETKA A,6 - 1,480,CRO,8:00
20 sec. exclusion in centre,6,3.0,4,1,NZL,2.0,CURRY S,6 - 1,454,NZL,7:34
Extra player shot - Goal,7,4.0,4,1,NZL,2.0,PASKVALIN F,7 - 1,453,CRO,7:33
Turnover foul,7,5.0,4,1,NZL,2.0,ROSS J,7 - 1,428,NZL,7:08
Steal,7,7.0,4,1,NZL,2.0,MUSLIM P,7 - 1,428,CRO,7:08
Turnover foul,7,4.0,4,1,NZL,2.0,PASKVALIN F,7 - 1,411,CRO,6:51
20 sec. exclusion in centre,7,6.0,4,1,NZL,2.0,BUKIC L,7 - 1,389,CRO,6:29
Extra player shot - Goal,7,2.0,4,2,NZL,2.0,LEWIS M,7 - 2,385,NZL,6:25
20 sec. exclusion in field,7,4.0,4,2,NZL,2.0,LOWERY F,7 - 2,368,NZL,6:08
Extra player shot - Post,7,5.0,4,2,NZL,2.0,JOKOVIC M,7 - 2,349,CRO,5:49
Action shot - Saved,7,11.0,4,2,NZL,2.0,SETKA A,7 - 2,342,CRO,5:42
Action shot - Blocked,7,6.0,4,2,NZL,2.0,SIEPRATH A,7 - 2,311,NZL,5:11
Action shot - Saved,7,11.0,4,2,NZL,2.0,SETKA A,7 - 2,286,CRO,4:46
Turnover foul,7,11.0,4,2,NZL,2.0,SETKA A,7 - 2,285,CRO,4:45
Steal,7,3.0,4,2,NZL,2.0,CURRY S,7 - 2,285,NZL,4:45
Turnover foul,7,9.0,4,2,NZL,2.0,LUI-FAKAOTIMANAVA,7 - 2,267,NZL,4:27
Steal,7,7.0,4,2,NZL,2.0,MUSLIM P,7 - 2,267,CRO,4:27
Time-Out,7,,4,2,NZL,2.0,,7 - 2,266,CRO,4:26
20 sec. exclusion in centre,7,10.0,4,2,NZL,2.0,BRYANT M,7 - 2,256,NZL,4:16
Extra player shot - Saved,7,10.0,4,2,NZL,2.0,DOBUD N,7 - 2,243,CRO,4:03
Turnover foul,7,6.0,4,2,NZL,2.0,SIEPRATH A,7 - 2,226,NZL,3:46
Steal,7,12.0,4,2,NZL,2.0,OBRADOVIC P,7 - 2,226,CRO,3:46
Turnover foul,7,6.0,4,2,NZL,2.0,BUKIC L,7 - 2,213,CRO,3:33
Turnover foul,7,11.0,4,2,NZL,2.0,TIJSEN L,7 - 2,186,NZL,3:06
Steal,7,7.0,4,2,NZL,2.0,MUSLIM P,7 - 2,186,CRO,3:06
20 sec. exclusion in centre,7,3.0,4,2,NZL,2.0,CURRY S,7 - 2,170,NZL,2:50
Turnover foul,7,10.0,4,2,NZL,2.0,DOBUD N,7 - 2,164,CRO,2:44
Centre shot - Missed,7,11.0,4,2,NZL,4.0,SETKA A,7 - 2,299,CRO,4:59
Turnover foul,7,11.0,4,2,NZL,4.0,TIJSEN L,7 - 2,277,NZL,4:37
Steal,7,4.0,4,2,NZL,4.0,PASKVALIN F,7 - 2,277,CRO,4:37
Action shot - Saved,7,7.0,4,2,NZL,4.0,MUSLIM P,7 - 2,255,CRO,4:15
20 sec. exclusion in centre,7,6.0,4,2,NZL,4.0,BUKIC L,7 - 2,228,CRO,3:48
Exclusion with substitution,7,6.0,4,2,NZL,4.0,BUKIC L,7 - 2,228,CRO,3:48
Extra player shot - Goal,20,11.0,4,4,NZL,4.0,TIJSEN L,20 - 4,210,NZL,3:30
Penalty foul,20,12.0,4,4,NZL,4.0,PYE A,20 - 4,184,NZL,3:04
Penalty shot - Goal,21,7.0,4,4,NZL,4.0,MUSLIM P,21 - 4,184,CRO,3:04
5m shot - Missed,21,12.0,4,4,NZL,4.0,PYE A,21 - 4,159,NZL,2:39
Steal,21,6.0,4,4,NZL,2.0,SIEPRATH A,21 - 4,164,NZL,2:44
Centre shot - Goal,8,10.0,4,2,NZL,2.0,DOBUD N,8 - 2,119,CRO,1:59
Turnover foul,8,9.0,4,2,NZL,2.0,LUI-FAKAOTIMANAVA,8 - 2,99,NZL,1:39
Steal,8,12.0,4,2,NZL,2.0,OBRADOVIC P,8 - 2,99,CRO,1:39
Counter attack - Goal,9,11.0,4,2,NZL,2.0,SETKA A,9 - 2,91,CRO,1:31
Penalty foul,9,11.0,4,2,NZL,2.0,SETKA A,9 - 2,72,CRO,1:12
Penalty shot - Goal,9,10.0,4,3,NZL,2.0,BRYANT M,9 - 3,72,NZL,1:12
5m shot - Post,9,9.0,4,3,NZL,2.0,SUKNO S,9 - 3,51,CRO,0:51
Action shot - Goal,10,9.0,4,3,NZL,2.0,SUKNO S,10 - 3,35,CRO,0:35
Starting goalkeeper,10,13.0,4,3,NZL,3.0,BIJAC M,10 - 3,480,CRO,8:00
Starting goalkeeper,10,1.0,4,3,NZL,3.0,KINGSMILL T,10 - 3,480,NZL,8:00
Sprint won possession,10,9.0,4,3,NZL,3.0,SUKNO S,10 - 3,480,CRO,8:00
20 sec. exclusion in field,10,9.0,4,3,NZL,3.0,LUI-FAKAOTIMANAVA,10 - 3,465,NZL,7:45
Extra player shot - Goal,11,7.0,4,3,NZL,3.0,MUSLIM P,11 - 3,445,CRO,7:25
Turnover foul,11,4.0,4,3,NZL,3.0,LOWERY F,11 - 3,436,NZL,7:16
Counter attack - Post,11,11.0,4,3,NZL,3.0,SETKA A,11 - 3,429,CRO,7:09
Centre shot - Goal,12,9.0,4,3,NZL,3.0,SUKNO S,12 - 3,427,CRO,7:07
5m shot - Post,12,5.0,4,3,NZL,3.0,ROSS J,12 - 3,399,NZL,6:39
Turnover foul,12,12.0,4,3,NZL,3.0,PYE A,12 - 3,392,NZL,6:32
Steal,12,12.0,4,3,NZL,3.0,OBRADOVIC P,12 - 3,392,CRO,6:32
5m shot - Goal,13,12.0,4,3,NZL,3.0,OBRADOVIC P,13 - 3,374,CRO,6:14
Turnover foul,13,5.0,4,3,NZL,3.0,ROSS J,13 - 3,349,NZL,5:49
Steal,13,4.0,4,3,NZL,3.0,PASKVALIN F,13 - 3,349,CRO,5:49
Action shot - Saved,13,5.0,4,3,NZL,3.0,JOKOVIC M,13 - 3,326,CRO,5:26
Turnover foul,13,5.0,4,3,NZL,3.0,ROSS J,13 - 3,305,NZL,5:05
Steal,13,4.0,4,3,NZL,3.0,PASKVALIN F,13 - 3,305,CRO,5:05
Centre shot - Goal,14,7.0,4,3,NZL,3.0,MUSLIM P,14 - 3,291,CRO,4:51
Time-Out,14,,4,3,NZL,3.0,,14 - 3,291,NZL,4:51
Turnover foul,14,7.0,4,3,NZL,3.0,JACKSON D,14 - 3,279,NZL,4:39
Action shot - Saved,14,5.0,4,3,NZL,3.0,JOKOVIC M,14 - 3,268,CRO,4:28
Centre shot - Goal,15,10.0,4,3,NZL,3.0,DOBUD N,15 - 3,255,CRO,4:15
Centre shot - Saved,15,10.0,4,3,NZL,3.0,BRYANT M,15 - 3,233,NZL,3:53
Action shot - Goal,16,5.0,4,3,NZL,3.0,JOKOVIC M,16 - 3,216,CRO,3:36
20 sec. exclusion in centre,16,2.0,4,3,NZL,3.0,LEWIS M,16 - 3,169,NZL,2:49
Extra player shot - Blocked,16,10.0,4,3,NZL,3.0,DOBUD N,16 - 3,153,CRO,2:33
Action shot - Saved,16,2.0,4,3,NZL,3.0,LEWIS M,16 - 3,127,NZL,2:07
Action shot - Goal,17,6.0,4,3,NZL,3.0,BUKIC L,17 - 3,111,CRO,1:51
5m shot - Blocked,17,11.0,4,3,NZL,3.0,TIJSEN L,17 - 3,90,NZL,1:30
20 sec. exclusion in centre,17,2.0,4,3,NZL,3.0,LEWIS M,17 - 3,81,NZL,1:21
Turnover foul,17,10.0,4,3,NZL,3.0,DOBUD N,17 - 3,78,CRO,1:18
5m shot - Saved,17,5.0,4,3,NZL,3.0,ROSS J,17 - 3,52,NZL,0:52
Turnover foul,17,4.0,4,3,NZL,3.0,LOWERY F,17 - 3,32,NZL,0:32
Steal,17,8.0,4,3,NZL,3.0,BUSLJE A,17 - 3,32,CRO,0:32
20 sec. exclusion in centre,17,3.0,4,3,NZL,3.0,CURRY S,17 - 3,19,NZL,0:19
Exclusion with substitution,17,3.0,4,3,NZL,3.0,CURRY S,17 - 3,19,NZL,0:19
Extra player shot - Goal,18,12.0,4,3,NZL,3.0,OBRADOVIC P,18 - 3,17,CRO,0:17
Action shot - Missed,18,5.0,4,3,NZL,3.0,ROSS J,18 - 3,2,NZL,0:02
5m shot - Missed,18,12.0,4,3,NZL,3.0,OBRADOVIC P,18 - 3,1,CRO,0:01
Starting goalkeeper,18,1.0,4,3,NZL,4.0,KINGSMILL T,18 - 3,480,NZL,8:00
Starting goalkeeper,18,13.0,4,3,NZL,4.0,BIJAC M,18 - 3,480,CRO,8:00
Sprint won possession,18,6.0,4,3,NZL,4.0,BUKIC L,18 - 3,480,CRO,8:00
Action shot - Post,18,11.0,4,3,NZL,4.0,SETKA A,18 - 3,452,CRO,7:32
Penalty foul,18,10.0,4,3,NZL,4.0,BRYANT M,18 - 3,432,NZL,7:12
Exclusion with substitution,18,10.0,4,3,NZL,4.0,BRYANT M,18 - 3,432,NZL,7:12
Penalty shot - Goal,19,7.0,4,3,NZL,4.0,MUSLIM P,19 - 3,432,CRO,7:12
Action shot - Saved,19,9.0,4,3,NZL,4.0,LUI-FAKAOTIMANAVA,19 - 3,405,NZL,6:45
20 sec. exclusion in centre,19,4.0,4,3,NZL,4.0,LOWERY F,19 - 3,383,NZL,6:23
Action shot - Goal,20,4.0,4,3,NZL,4.0,PASKVALIN F,20 - 3,362,CRO,6:02
20 sec. exclusion in field,20,4.0,4,3,NZL,4.0,PASKVALIN F,20 - 3,333,CRO,5:33
Time-Out,20,,4,3,NZL,4.0,,20 - 3,333,NZL,5:33
Goalkeeper substitution,20,13.0,4,3,NZL,4.0,SMITH D,20 - 3,333,NZL,5:33
Turnover foul,20,9.0,4,3,NZL,4.0,LUI-FAKAOTIMANAVA,20 - 3,312,NZL,5:12
Steal,20,2.0,4,3,NZL,4.0,LONCAR L,20 - 3,312,CRO,5:12
Turnover foul,20,10.0,4,3,NZL,4.0,DOBUD N,20 - 3,148,CRO,2:28
Steal,20,13.0,4,3,NZL,4.0,SMITH D,20 - 3,148,NZL,2:28
Centre shot - Saved,20,10.0,4,3,NZL,4.0,DOBUD N,20 - 3,99,CRO,1:39
Turnover foul,20,11.0,4,3,NZL,4.0,SETKA A,20 - 3,80,CRO,1:20
Steal,20,9.0,4,3,NZL,4.0,LUI-FAKAOTIMANAVA,20 - 3,80,NZL,1:20
5m shot - Saved,20,5.0,4,3,NZL,4.0,ROSS J,20 - 3,58,NZL,0:58
Turnover foul,20,3.0,4,3,NZL,4.0,MILAKOVIC I,20 - 3,39,CRO,0:39
Steal,20,5.0,4,3,NZL,4.0,ROSS J,20 - 3,39,NZL,0:39
5m shot - Saved,20,9.0,4,3,NZL,4.0,LUI-FAKAOTIMANAVA,20 - 3,22,NZL,0:22
Action shot - Post,20,7.0,4,3,NZL,4.0,MUSLIM P,20 - 3,2,CRO,0:02
Starting goalkeeper,0,1.0,5,0,AUS,1.0,PAVIC J,0 - 0,480,CRO,8:00
Starting goalkeeper,0,13.0,5,0,AUS,1.0,CLARK J,0 - 0,480,AUS,8:00
Sprint won possession,0,11.0,5,0,AUS,1.0,HOWDEN R,0 - 0,480,AUS,8:00
5m shot - Missed,0,11.0,5,0,AUS,1.0,HOWDEN R,0 - 0,451,AUS,7:31
Turnover foul,0,10.0,5,0,AUS,1.0,DOBUD N,0 - 0,423,CRO,7:03
5m shot - Saved,0,7.0,5,0,AUS,1.0,MUSLIM P,0 - 0,368,CRO,6:08
Turnover foul,0,7.0,5,0,AUS,1.0,ROACH A,0 - 0,339,AUS,5:39
Steal,0,7.0,5,0,AUS,1.0,MUSLIM P,0 - 0,339,CRO,5:39
Turnover foul,0,7.0,5,0,AUS,1.0,MUSLIM P,0 - 0,323,CRO,5:23
Steal,0,11.0,5,0,AUS,1.0,HOWDEN R,0 - 0,323,AUS,5:23
Action shot - Blocked,0,2.0,5,0,AUS,1.0,CAMPBELL R,0 - 0,293,AUS,4:53
Action shot - Missed,0,2.0,5,0,AUS,1.0,CAMPBELL R,0 - 0,264,AUS,4:24
20 sec. exclusion in centre,0,8.0,5,0,AUS,1.0,YOUNGER A,0 - 0,245,AUS,4:05
Extra player shot - Goal,1,12.0,5,0,AUS,1.0,OBRADOVIC P,1 - 0,226,CRO,3:46
Action shot - Blocked,1,12.0,5,0,AUS,1.0,MILLER W,1 - 0,198,AUS,3:18
Turnover foul,1,2.0,5,0,AUS,1.0,LONCAR L,1 - 0,169,CRO,2:49
Steal,1,4.0,5,0,AUS,1.0,COTTERILL J,1 - 0,169,AUS,2:49
Action shot - Blocked,1,12.0,5,0,AUS,1.0,MILLER W,1 - 0,140,AUS,2:20
Turnover foul,1,4.0,5,0,AUS,1.0,COTTERILL J,1 - 0,82,AUS,1:22
Turnover foul,1,4.0,5,0,AUS,1.0,PASKVALIN F,1 - 0,58,CRO,0:58
