Action,BRA,Cap,Game,Opponent,Opponent name,Period,Player,Score,Seconds,Team,Time
Starting goalkeeper,0,1.0,1,0,USA,1.0,OLIVEIRA T,0 - 0,480,BRA,8:00
Starting goalkeeper,0,13.0,1,0,USA,1.0,JOHNSON A,0 - 0,480,USA,8:00
Sprint won possession,0,3.0,1,0,USA,1.0,ZABLITH M,0 - 0,480,BRA,8:00
20 sec. exclusion in centre,0,6.0,1,0,USA,1.0,CHIAPPINI I,0 - 0,450,BRA,7:30
Extra player shot - Goal,0,6.0,1,1,USA,1.0,STEFFENS M,0 - 1,435,USA,7:15
Turnover foul,0,12.0,1,1,USA,1.0,MANTELLATO G,0 - 1,402,BRA,6:42
Action shot - Goal,0,12.0,1,2,USA,1.0,CRAIG K,0 - 2,390,USA,6:30
Action shot - Saved,0,7.0,1,2,USA,1.0,OLIVEIRA A,0 - 2,357,BRA,5:57
Action shot - Saved,0,5.0,1,2,USA,1.0,WILLIAMS A,0 - 2,342,USA,5:42
Turnover foul,0,5.0,1,2,USA,1.0,BARRONCAS L,0 - 2,315,BRA,5:15
Steal,0,13.0,1,2,USA,1.0,JOHNSON A,0 - 2,315,USA,5:15
Action shot - Goal,0,4.0,1,3,USA,1.0,FATTAL R,0 - 3,305,USA,5:05
Turnover foul,0,7.0,1,3,USA,1.0,OLIVEIRA A,0 - 3,288,BRA,4:48
Action shot - Saved,0,10.0,1,3,USA,1.0,GILCHRIST K,0 - 3,270,USA,4:30
Penalty foul,0,7.0,1,3,USA,1.0,OLIVEIRA A,0 - 3,270,BRA,4:30
Penalty shot - Goal,0,11.0,1,4,USA,1.0,FISCHER M,0 - 4,270,USA,4:30
5m shot - Missed,0,6.0,1,4,USA,1.0,CHIAPPINI I,0 - 4,244,BRA,4:04
Action shot - Missed,0,8.0,1,4,USA,1.0,NEUSHUL K,0 - 4,221,USA,3:41
20 sec. exclusion in centre,0,3.0,1,4,USA,1.0,SEIDEMANN M,0 - 4,206,USA,3:26
Action shot - Missed,0,6.0,1,4,USA,1.0,CHIAPPINI I,0 - 4,190,BRA,3:10
Turnover foul,0,8.0,1,4,USA,1.0,NEUSHUL K,0 - 4,148,USA,2:28
Steal,0,1.0,1,4,USA,1.0,OLIVEIRA T,0 - 4,148,BRA,2:28
Action shot - Goal,0,11.0,1,5,USA,1.0,FISCHER M,0 - 5,115,USA,1:55
20 sec. exclusion in centre,0,3.0,1,5,USA,1.0,ZABLITH M,0 - 5,75,BRA,1:15
Extra player shot - Goal,0,7.0,1,6,USA,1.0,MATHEWSON C,0 - 6,65,USA,1:05
Time-Out,0,,1,6,USA,1.0,,0 - 6,57,BRA,0:57
Turnover foul,0,9.0,1,6,USA,1.0,DIAS M,0 - 6,34,BRA,0:34
Time-Out,0,,1,6,USA,1.0,,0 - 6,34,USA,0:34
20 sec. exclusion in centre,0,3.0,1,6,USA,1.0,ZABLITH M,0 - 6,19,BRA,0:19
Extra player shot - Post,0,7.0,1,6,USA,1.0,MATHEWSON C,0 - 6,0,USA,0:00
Starting goalkeeper,0,1.0,1,6,USA,2.0,OLIVEIRA T,0 - 6,480,BRA,8:00
Starting goalkeeper,0,13.0,1,6,USA,2.0,JOHNSON A,0 - 6,480,USA,8:00
Sprint won possession,0,8.0,1,6,USA,2.0,NEUSHUL K,0 - 6,480,USA,8:00
Turnover foul,0,6.0,1,6,USA,2.0,STEFFENS M,0 - 6,445,USA,7:25
Turnover foul,0,6.0,1,6,USA,2.0,CHIAPPINI I,0 - 6,415,BRA,6:55
Steal,0,4.0,1,6,USA,2.0,FATTAL R,0 - 6,415,USA,6:55
Turnover foul,0,5.0,1,6,USA,2.0,WILLIAMS A,0 - 6,382,USA,6:22
Turnover foul,0,9.0,1,6,USA,2.0,DIAS M,0 - 6,365,BRA,6:05
Action shot - Saved,0,8.0,1,6,USA,2.0,NEUSHUL K,0 - 6,354,USA,5:54
5m shot - Saved,0,12.0,1,6,USA,2.0,MANTELLATO G,0 - 6,329,BRA,5:29
Action shot - Goal,0,4.0,1,7,USA,2.0,FATTAL R,0 - 7,313,USA,5:13
20 sec. exclusion in centre,0,2.0,1,7,USA,2.0,MUSSELMAN M,0 - 7,298,USA,4:58
Action shot - Saved,0,4.0,1,7,USA,2.0,DUARTE M,0 - 7,274,BRA,4:34
Turnover foul,0,10.0,1,7,USA,2.0,GILCHRIST K,0 - 7,242,USA,4:02
Steal,0,10.0,1,7,USA,2.0,BAHIA V,0 - 7,242,BRA,4:02
Turnover foul,0,8.0,1,7,USA,2.0,CARVALHO L,0 - 7,226,BRA,3:46
Action shot - Goal,0,2.0,1,8,USA,2.0,MUSSELMAN M,0 - 8,213,USA,3:33
20 sec. exclusion in centre,0,11.0,1,8,USA,2.0,FISCHER M,0 - 8,198,USA,3:18
Action shot - Saved,0,9.0,1,8,USA,2.0,DIAS M,0 - 8,179,BRA,2:59
Action shot - Goal,0,10.0,1,9,USA,2.0,GILCHRIST K,0 - 9,148,USA,2:28
5m shot - Saved,0,9.0,1,9,USA,2.0,DIAS M,0 - 9,122,BRA,2:02
Centre shot - Saved,0,9.0,1,9,USA,2.0,GROSSMAN A,0 - 9,96,USA,1:36
Turnover foul,0,3.0,1,9,USA,2.0,ZABLITH M,0 - 9,74,BRA,1:14
Steal,0,13.0,1,9,USA,2.0,JOHNSON A,0 - 9,74,USA,1:14
5m shot - Post,0,4.0,1,9,USA,2.0,FATTAL R,0 - 9,48,USA,0:48
Time-Out,0,,1,9,USA,2.0,,0 - 9,34,BRA,0:34
5m shot - Saved,0,10.0,1,9,USA,2.0,BAHIA V,0 - 9,19,BRA,0:19
Time-Out,0,,1,9,USA,2.0,,0 - 9,16,USA,0:16
Action shot - Missed,0,6.0,1,9,USA,2.0,STEFFENS M,0 - 9,2,USA,0:02
Starting goalkeeper,0,13.0,1,9,USA,3.0,CHAMORRO V,0 - 9,480,BRA,8:00
Starting goalkeeper,0,13.0,1,9,USA,3.0,JOHNSON A,0 - 9,480,USA,8:00
Sprint won possession,0,8.0,1,9,USA,3.0,NEUSHUL K,0 - 9,480,USA,8:00
5m shot - Goal,0,8.0,1,10,USA,3.0,NEUSHUL K,0 - 10,451,USA,7:31
5m shot - Missed,0,6.0,1,10,USA,3.0,CHIAPPINI I,0 - 10,422,BRA,7:02
20 sec. exclusion in centre,0,10.0,1,10,USA,3.0,BAHIA V,0 - 10,405,BRA,6:45
Extra player shot - Goal,0,6.0,1,11,USA,3.0,STEFFENS M,0 - 11,381,USA,6:21
Action shot - Goal,1,7.0,1,11,USA,3.0,OLIVEIRA A,1 - 11,356,BRA,5:56
Turnover foul,1,5.0,1,11,USA,3.0,WILLIAMS A,1 - 11,332,USA,5:32
20 sec. exclusion in field,1,5.0,1,11,USA,3.0,WILLIAMS A,1 - 11,326,USA,5:26
Time-Out,1,,1,11,USA,3.0,,1 - 11,324,BRA,5:24
Action shot - Saved,1,12.0,1,11,USA,3.0,MANTELLATO G,1 - 11,304,BRA,5:04
Turnover foul,1,6.0,1,11,USA,3.0,STEFFENS M,1 - 11,280,USA,4:40
Turnover foul,1,9.0,1,11,USA,3.0,DIAS M,1 - 11,261,BRA,4:21
Steal,1,6.0,1,11,USA,3.0,STEFFENS M,1 - 11,261,USA,4:21
20 sec. exclusion in centre,1,9.0,1,11,USA,3.0,DIAS M,1 - 11,244,BRA,4:04
Extra player shot - Post,1,2.0,1,11,USA,3.0,MUSSELMAN M,1 - 11,225,USA,3:45
5m shot - Saved,1,10.0,1,11,USA,3.0,BAHIA V,1 - 11,194,BRA,3:14
Action shot - Missed,1,3.0,1,11,USA,3.0,SEIDEMANN M,1 - 11,166,USA,2:46
5m shot - Saved,1,7.0,1,11,USA,3.0,OLIVEIRA A,1 - 11,145,BRA,2:25
Time-Out,1,,1,11,USA,3.0,,1 - 11,145,USA,2:25
Action shot - Blocked,1,11.0,1,11,USA,3.0,FISCHER M,1 - 11,122,USA,2:02
5m shot - Saved,1,9.0,1,11,USA,3.0,DIAS M,1 - 11,94,BRA,1:34
Action shot - Saved,1,11.0,1,11,USA,3.0,FISCHER M,1 - 11,80,USA,1:20
5m shot - Missed,1,4.0,1,11,USA,3.0,FATTAL R,1 - 11,56,USA,0:56
5m shot - Saved,1,12.0,1,11,USA,3.0,MANTELLATO G,1 - 11,25,BRA,0:25
5m shot - Post,1,2.0,1,11,USA,3.0,MUSSELMAN M,1 - 11,3,USA,0:03
Starting goalkeeper,1,13.0,1,11,USA,4.0,CHAMORRO V,1 - 11,480,BRA,8:00
Starting goalkeeper,1,13.0,1,11,USA,4.0,JOHNSON A,1 - 11,480,USA,8:00
Sprint won possession,1,8.0,1,11,USA,4.0,NEUSHUL K,1 - 11,480,USA,8:00
Action shot - Goal,1,8.0,1,12,USA,4.0,NEUSHUL K,1 - 12,451,USA,7:31
5m shot - Missed,1,4.0,1,12,USA,4.0,DUARTE M,1 - 12,426,BRA,7:06
5m shot - Goal,1,6.0,1,13,USA,4.0,STEFFENS M,1 - 13,402,USA,6:42
5m shot - Saved,1,6.0,1,13,USA,4.0,CHIAPPINI I,1 - 13,376,BRA,6:16
Turnover foul,1,4.0,1,13,USA,4.0,DUARTE M,1 - 13,343,BRA,5:43
Action shot - Blocked,1,4.0,1,13,USA,4.0,FATTAL R,1 - 13,318,USA,5:18
Action shot - Saved,1,12.0,1,13,USA,4.0,MANTELLATO G,1 - 13,279,BRA,4:39
Turnover foul,1,8.0,1,13,USA,4.0,NEUSHUL K,1 - 13,259,USA,4:19
Steal,1,3.0,1,13,USA,4.0,ZABLITH M,1 - 13,259,BRA,4:19
Action shot - Saved,1,4.0,1,13,USA,4.0,DUARTE M,1 - 13,248,BRA,4:08
Turnover foul,1,6.0,1,13,USA,4.0,CHIAPPINI I,1 - 13,222,BRA,3:42
Time-Out,1,,1,13,USA,4.0,,1 - 13,212,USA,3:32
5m shot - Goal,2,6.0,1,13,USA,4.0,CHIAPPINI I,2 - 13,168,BRA,2:48
5m shot - Saved,2,3.0,1,13,USA,4.0,SEIDEMANN M,2 - 13,137,USA,2:17
20 sec. exclusion in centre,2,11.0,1,13,USA,4.0,FISCHER M,2 - 13,114,USA,1:54
Time-Out,2,,1,13,USA,4.0,,2 - 13,112,BRA,1:52
Action shot - Blocked,2,6.0,1,13,USA,4.0,CHIAPPINI I,2 - 13,94,BRA,1:34
Action shot - Post,2,8.0,1,13,USA,4.0,NEUSHUL K,2 - 13,60,USA,1:00
Action shot - Blocked,2,8.0,1,13,USA,4.0,NEUSHUL K,2 - 13,40,USA,0:40
Turnover foul,2,3.0,1,13,USA,4.0,ZABLITH M,2 - 13,21,BRA,0:21
Steal,2,13.0,1,13,USA,4.0,JOHNSON A,2 - 13,21,USA,0:21
Starting goalkeeper,0,1.0,2,0,JPN,1.0,OLIVEIRA T,0 - 0,480,BRA,8:00
Starting goalkeeper,0,1.0,2,0,JPN,1.0,MIURA R,0 - 0,480,JPN,8:00
Sprint won possession,0,3.0,2,0,JPN,1.0,ZABLITH M,0 - 0,480,BRA,8:00
20 sec. exclusion in field,0,8.0,2,0,JPN,1.0,HASHIGUCHI M,0 - 0,462,JPN,7:42
Extra player shot - Saved,0,6.0,2,0,JPN,1.0,CHIAPPINI I,0 - 0,451,BRA,7:31
Centre shot - Goal,1,6.0,2,0,JPN,1.0,CHIAPPINI I,1 - 0,436,BRA,7:16
Turnover foul,1,12.0,2,0,JPN,1.0,SUZUKI K,1 - 0,419,JPN,6:59
Centre shot - Goal,2,9.0,2,0,JPN,1.0,DIAS M,2 - 0,403,BRA,6:43
Turnover foul,2,7.0,2,0,JPN,1.0,NAKANO Y,2 - 0,376,JPN,6:16
Steal,2,3.0,2,0,JPN,1.0,ZABLITH M,2 - 0,376,BRA,6:16
Turnover foul,2,3.0,2,0,JPN,1.0,ZABLITH M,2 - 0,361,BRA,6:01
Steal,2,1.0,2,0,JPN,1.0,MIURA R,2 - 0,361,JPN,6:01
20 sec. exclusion in centre,2,6.0,2,0,JPN,1.0,CHIAPPINI I,2 - 0,342,BRA,5:42
Extra player shot - Blocked,2,10.0,2,0,JPN,1.0,MORI T,2 - 0,326,JPN,5:26
Action shot - Saved,2,7.0,2,0,JPN,1.0,NAKANO Y,2 - 0,312,JPN,5:12
Action shot - Saved,2,11.0,2,0,JPN,1.0,TOKUMOTO M,2 - 0,302,JPN,5:02
20 sec. exclusion in field,2,10.0,2,0,JPN,1.0,MORI T,2 - 0,300,JPN,5:00
Action shot - Blocked,2,7.0,2,0,JPN,1.0,NAKANO Y,2 - 0,265,JPN,4:25
Turnover foul,2,7.0,2,0,JPN,1.0,OLIVEIRA A,2 - 0,234,BRA,3:54
Counter attack - Goal,2,7.0,2,1,JPN,1.0,NAKANO Y,2 - 1,221,JPN,3:41
20 sec. exclusion in centre,2,11.0,2,1,JPN,1.0,TOKUMOTO M,2 - 1,193,JPN,3:13
Time-Out,2,,2,1,JPN,1.0,,2 - 1,193,BRA,3:13
Extra player shot - Goal,3,12.0,2,1,JPN,1.0,MANTELLATO G,3 - 1,181,BRA,3:01
Turnover foul,3,2.0,2,1,JPN,1.0,SAKANOUE C,3 - 1,153,JPN,2:33
Steal,3,6.0,2,1,JPN,1.0,CHIAPPINI I,3 - 1,153,BRA,2:33
Penalty foul,3,3.0,2,1,JPN,1.0,KAZAMA Y,3 - 1,130,JPN,2:10
Penalty shot - Goal,4,6.0,2,1,JPN,1.0,CHIAPPINI I,4 - 1,130,BRA,2:10
5m shot - Post,4,7.0,2,1,JPN,1.0,NAKANO Y,4 - 1,108,JPN,1:48
Turnover foul,4,9.0,2,1,JPN,1.0,DIAS M,4 - 1,91,BRA,1:31
5m shot - Post,4,7.0,2,1,JPN,1.0,NAKANO Y,4 - 1,59,JPN,0:59
Action shot - Goal,4,6.0,2,2,JPN,1.0,TAKAHASHI A,4 - 2,26,JPN,0:26
Turnover foul,4,8.0,2,2,JPN,1.0,CARVALHO L,4 - 2,5,BRA,0:05
Starting goalkeeper,4,1.0,2,2,JPN,2.0,OLIVEIRA T,4 - 2,480,BRA,8:00
Starting goalkeeper,4,1.0,2,2,JPN,2.0,MIURA R,4 - 2,480,JPN,8:00
Sprint won possession,4,5.0,2,2,JPN,2.0,BARRONCAS L,4 - 2,480,BRA,8:00
Action shot - Saved,4,4.0,2,2,JPN,2.0,MAGARIYAMA S,4 - 2,437,JPN,7:17
Turnover foul,4,4.0,2,2,JPN,2.0,MAGARIYAMA S,4 - 2,413,JPN,6:53
Action shot - Missed,4,3.0,2,2,JPN,2.0,ZABLITH M,4 - 2,383,BRA,6:23
5m shot - Missed,4,4.0,2,2,JPN,2.0,MAGARIYAMA S,4 - 2,376,JPN,6:16
Turnover foul,4,6.0,2,2,JPN,2.0,CHIAPPINI I,4 - 2,360,BRA,6:00
Turnover foul,4,7.0,2,2,JPN,2.0,NAKANO Y,4 - 2,344,JPN,5:44
Steal,4,10.0,2,2,JPN,2.0,BAHIA V,4 - 2,344,BRA,5:44
Turnover foul,4,8.0,2,2,JPN,2.0,CARVALHO L,4 - 2,317,BRA,5:17
Steal,4,1.0,2,2,JPN,2.0,MIURA R,4 - 2,317,JPN,5:17
Action shot - Saved,4,2.0,2,2,JPN,2.0,SAKANOUE C,4 - 2,299,JPN,4:59
5m shot - Goal,5,6.0,2,2,JPN,2.0,CHIAPPINI I,5 - 2,277,BRA,4:37
5m shot - Saved,5,12.0,2,2,JPN,2.0,SUZUKI K,5 - 2,255,JPN,4:15
Turnover foul,5,12.0,2,2,JPN,2.0,MANTELLATO G,5 - 2,227,BRA,3:47
Steal,5,12.0,2,2,JPN,2.0,SUZUKI K,5 - 2,227,JPN,3:47
Action shot - Saved,5,9.0,2,2,JPN,2.0,HOSOYA K,5 - 2,211,JPN,3:31
20 sec. exclusion in field,5,9.0,2,2,JPN,2.0,HOSOYA K,5 - 2,202,JPN,3:22
Time-Out,5,,2,2,JPN,2.0,,5 - 2,202,BRA,3:22
Extra player shot - Goal,6,9.0,2,2,JPN,2.0,DIAS M,6 - 2,186,BRA,3:06
Action shot - Saved,6,4.0,2,2,JPN,2.0,MAGARIYAMA S,6 - 2,154,JPN,2:34
Turnover foul,6,9.0,2,2,JPN,2.0,DIAS M,6 - 2,132,BRA,2:12
Steal,6,1.0,2,2,JPN,2.0,MIURA R,6 - 2,132,JPN,2:12
Action shot - Goal,6,4.0,2,3,JPN,2.0,MAGARIYAMA S,6 - 3,109,JPN,1:49
Turnover foul,6,6.0,2,3,JPN,2.0,CHIAPPINI I,6 - 3,81,BRA,1:21
Turnover foul,6,11.0,2,3,JPN,2.0,TOKUMOTO M,6 - 3,69,JPN,1:09
Steal,6,10.0,2,3,JPN,2.0,BAHIA V,6 - 3,69,BRA,1:09
20 sec. exclusion in centre,6,11.0,2,3,JPN,2.0,TOKUMOTO M,6 - 3,47,JPN,0:47
Extra player shot - Saved,6,6.0,2,3,JPN,2.0,CHIAPPINI I,6 - 3,22,BRA,0:22
5m shot - Post,6,7.0,2,3,JPN,2.0,NAKANO Y,6 - 3,0,JPN,0:00
Starting goalkeeper,6,1.0,2,3,JPN,3.0,OLIVEIRA T,6 - 3,480,BRA,8:00
Starting goalkeeper,6,1.0,2,3,JPN,3.0,MIURA R,6 - 3,480,JPN,8:00
Sprint won possession,6,5.0,2,3,JPN,3.0,BARRONCAS L,6 - 3,480,BRA,8:00
Turnover foul,6,10.0,2,3,JPN,3.0,BAHIA V,6 - 3,407,BRA,6:47
Steal,6,2.0,2,3,JPN,3.0,SAKANOUE C,6 - 3,407,JPN,6:47
Turnover foul,6,4.0,2,3,JPN,3.0,MAGARIYAMA S,6 - 3,385,JPN,6:25
Steal,6,6.0,2,3,JPN,3.0,CHIAPPINI I,6 - 3,385,BRA,6:25
Counter attack - Goal,6,3.0,2,4,JPN,3.0,KAZAMA Y,6 - 4,349,JPN,5:49
20 sec. exclusion in centre,6,4.0,2,4,JPN,3.0,MAGARIYAMA S,6 - 4,317,JPN,5:17
Extra player shot - Saved,6,5.0,2,4,JPN,3.0,BARRONCAS L,6 - 4,308,BRA,5:08
Turnover foul,6,3.0,2,4,JPN,3.0,KAZAMA Y,6 - 4,301,JPN,5:01
Action shot - Goal,7,6.0,2,4,JPN,3.0,CHIAPPINI I,7 - 4,281,BRA,4:41
Penalty foul,7,5.0,2,4,JPN,3.0,BARRONCAS L,7 - 4,250,BRA,4:10
Penalty shot - Goal,7,7.0,2,5,JPN,3.0,NAKANO Y,7 - 5,250,JPN,4:10
Action shot - Goal,8,8.0,2,5,JPN,3.0,CARVALHO L,8 - 5,235,BRA,3:55
5m shot - Missed,8,5.0,2,5,JPN,3.0,NAKATA M,8 - 5,212,JPN,3:32
20 sec. exclusion in centre,8,9.0,2,5,JPN,3.0,HOSOYA K,8 - 5,198,JPN,3:18
Time-Out,8,,2,5,JPN,3.0,,8 - 5,197,BRA,3:17
Extra player shot - Goal,9,9.0,2,5,JPN,3.0,DIAS M,9 - 5,183,BRA,3:03
20 sec. exclusion in centre,9,3.0,2,5,JPN,3.0,ZABLITH M,9 - 5,160,BRA,2:40
Extra player shot - Saved,9,10.0,2,5,JPN,3.0,MORI T,9 - 5,146,JPN,2:26
Turnover foul,9,8.0,2,5,JPN,3.0,CARVALHO L,9 - 5,116,BRA,1:56
Steal,9,4.0,2,5,JPN,3.0,MAGARIYAMA S,9 - 5,116,JPN,1:56
20 sec. exclusion in centre,9,7.0,2,5,JPN,3.0,OLIVEIRA A,9 - 5,96,BRA,1:36
Action shot - Goal,9,7.0,2,6,JPN,3.0,NAKANO Y,9 - 6,78,JPN,1:18
Turnover foul,9,3.0,2,6,JPN,3.0,ZABLITH M,9 - 6,59,BRA,0:59
Steal,9,2.0,2,6,JPN,3.0,SAKANOUE C,9 - 6,59,JPN,0:59
Centre shot - Saved,9,12.0,2,6,JPN,3.0,SUZUKI K,9 - 6,42,JPN,0:42
Action shot - Goal,10,6.0,2,6,JPN,3.0,CHIAPPINI I,10 - 6,37,BRA,0:37
Action shot - Blocked,10,3.0,2,6,JPN,3.0,KAZAMA Y,10 - 6,30,JPN,0:30
Starting goalkeeper,10,1.0,2,6,JPN,4.0,OLIVEIRA T,10 - 6,480,BRA,8:00
Starting goalkeeper,10,1.0,2,6,JPN,4.0,MIURA R,10 - 6,480,JPN,8:00
Sprint won possession,10,5.0,2,6,JPN,4.0,BARRONCAS L,10 - 6,480,BRA,8:00
5m shot - Goal,11,7.0,2,6,JPN,4.0,OLIVEIRA A,11 - 6,459,BRA,7:39
5m shot - Post,11,7.0,2,6,JPN,4.0,NAKANO Y,11 - 6,436,JPN,7:16
Turnover foul,11,12.0,2,6,JPN,4.0,MANTELLATO G,11 - 6,403,BRA,6:43
Turnover foul,11,12.0,2,6,JPN,4.0,MANTELLATO G,11 - 6,371,BRA,6:11
5m shot - Post,11,4.0,2,6,JPN,4.0,MAGARIYAMA S,11 - 6,360,JPN,6:00
Turnover foul,11,12.0,2,6,JPN,4.0,MANTELLATO G,11 - 6,338,BRA,5:38
5m shot - Blocked,11,10.0,2,6,JPN,4.0,MORI T,11 - 6,311,JPN,5:11
Turnover foul,11,9.0,2,6,JPN,4.0,DIAS M,11 - 6,285,BRA,4:45
Yellow card,11,,2,6,JPN,4.0,Team Official,11 - 6,280,BRA,4:40
Turnover foul,11,9.0,2,6,JPN,4.0,DIAS M,11 - 6,253,BRA,4:13
Steal,11,4.0,2,6,JPN,4.0,MAGARIYAMA S,11 - 6,253,JPN,4:13
Turnover foul,11,6.0,2,6,JPN,4.0,TAKAHASHI A,11 - 6,239,JPN,3:59
Turnover foul,11,9.0,2,6,JPN,4.0,DIAS M,11 - 6,219,BRA,3:39
Steal,11,10.0,2,6,JPN,4.0,MORI T,11 - 6,219,JPN,3:39
Turnover foul,11,8.0,2,6,JPN,4.0,HASHIGUCHI M,11 - 6,207,JPN,3:27
Time-Out,11,,2,6,JPN,4.0,,11 - 6,206,BRA,3:26
Goalkeeper substitution,11,13.0,2,6,JPN,4.0,UMEDA Y,11 - 6,206,JPN,3:26
20 sec. exclusion in centre,11,2.0,2,6,JPN,4.0,SAKANOUE C,11 - 6,187,JPN,3:07
Action shot - Goal,11,12.0,2,7,JPN,4.0,SUZUKI K,11 - 7,157,JPN,2:37
Turnover foul,11,2.0,2,7,JPN,4.0,ABLA D,11 - 7,137,BRA,2:17
Turnover foul,11,3.0,2,7,JPN,4.0,KAZAMA Y,11 - 7,127,JPN,2:07
Steal,11,10.0,2,7,JPN,4.0,BAHIA V,11 - 7,127,BRA,2:07
Turnover foul,11,10.0,2,7,JPN,4.0,BAHIA V,11 - 7,99,BRA,1:39
20 sec. exclusion in centre,11,2.0,2,7,JPN,4.0,ABLA D,11 - 7,84,BRA,1:24
5m shot - Goal,11,3.0,2,8,JPN,4.0,KAZAMA Y,11 - 8,43,JPN,0:43
Turnover foul,11,7.0,2,8,JPN,4.0,OLIVEIRA A,11 - 8,15,BRA,0:15
Steal,11,8.0,2,8,JPN,4.0,HASHIGUCHI M,11 - 8,15,JPN,0:15
Turnover foul,11,6.0,2,8,JPN,4.0,TAKAHASHI A,11 - 8,2,JPN,0:02
Steal,11,1.0,2,8,JPN,4.0,OLIVEIRA T,11 - 8,2,BRA,0:02
Starting goalkeeper,0,1.0,3,0,ITA,1.0,OLIVEIRA T,0 - 0,480,BRA,8:00
Starting goalkeeper,0,1.0,3,0,ITA,1.0,GORLERO G,0 - 0,480,ITA,8:00
Sprint won possession,0,7.0,3,0,ITA,1.0,DI MARIO T,0 - 0,480,ITA,8:00
5m shot - Post,0,5.0,3,0,ITA,1.0,RADICCHI F,0 - 0,454,ITA,7:34
Turnover foul,0,9.0,3,0,ITA,1.0,DIAS M,0 - 0,439,BRA,7:19
Steal,0,5.0,3,0,ITA,1.0,RADICCHI F,0 - 0,439,ITA,7:19
5m shot - Post,0,5.0,3,0,ITA,1.0,RADICCHI F,0 - 0,417,ITA,6:57
Action shot - Goal,0,7.0,3,1,ITA,1.0,DI MARIO T,0 - 1,396,ITA,6:36
Action shot - Saved,0,7.0,3,1,ITA,1.0,OLIVEIRA A,0 - 1,368,BRA,6:08
Turnover foul,0,7.0,3,1,ITA,1.0,DI MARIO T,0 - 1,349,ITA,5:49
5m shot - Saved,0,9.0,3,1,ITA,1.0,DIAS M,0 - 1,324,BRA,5:24
5m shot - Goal,0,5.0,3,2,ITA,1.0,RADICCHI F,0 - 2,299,ITA,4:59
Action shot - Saved,0,7.0,3,2,ITA,1.0,OLIVEIRA A,0 - 2,275,BRA,4:35
Turnover foul,0,6.0,3,2,ITA,1.0,CHIAPPINI I,0 - 2,268,BRA,4:28
Turnover foul,0,5.0,3,2,ITA,1.0,RADICCHI F,0 - 2,246,ITA,4:06
5m shot - Missed,0,6.0,3,2,ITA,1.0,CHIAPPINI I,0 - 2,225,BRA,3:45
Action shot - Goal,0,5.0,3,3,ITA,1.0,RADICCHI F,0 - 3,213,ITA,3:33
Turnover foul,0,10.0,3,3,ITA,1.0,BAHIA V,0 - 3,200,BRA,3:20
Action shot - Post,0,4.0,3,3,ITA,1.0,QUEIROLO E,0 - 3,175,ITA,2:55
5m shot - Post,0,6.0,3,3,ITA,1.0,CHIAPPINI I,0 - 3,145,BRA,2:25
20 sec. exclusion in centre,0,7.0,3,3,ITA,1.0,OLIVEIRA A,0 - 3,125,BRA,2:05
Time-Out,0,,3,3,ITA,1.0,,0 - 3,125,ITA,2:05
Turnover foul,0,8.0,3,3,ITA,1.0,BIANCONI R,0 - 3,109,ITA,1:49
Steal,0,6.0,3,3,ITA,1.0,CHIAPPINI I,0 - 3,109,BRA,1:49
5m shot - Saved,0,9.0,3,3,ITA,1.0,DIAS M,0 - 3,81,BRA,1:21
20 sec. exclusion in centre,0,8.0,3,3,ITA,1.0,CARVALHO L,0 - 3,60,BRA,1:00
Turnover foul,0,10.0,3,3,ITA,1.0,POMERI F,0 - 3,42,ITA,0:42
Steal,0,6.0,3,3,ITA,1.0,CHIAPPINI I,0 - 3,42,BRA,0:42
Time-Out,0,,3,3,ITA,1.0,,0 - 3,30,BRA,0:30
5m shot - Missed,0,9.0,3,3,ITA,1.0,DIAS M,0 - 3,15,BRA,0:15
Action shot - Post,0,4.0,3,3,ITA,1.0,QUEIROLO E,0 - 3,1,ITA,0:01
Centre shot - Post,0,2.0,3,3,ITA,1.0,TABANI C,0 - 3,1,ITA,0:01
Starting goalkeeper,0,1.0,3,3,ITA,2.0,OLIVEIRA T,0 - 3,480,BRA,8:00
Starting goalkeeper,0,1.0,3,3,ITA,2.0,GORLERO G,0 - 3,480,ITA,8:00
Sprint won possession,0,9.0,3,3,ITA,2.0,EMMOLO G,0 - 3,480,ITA,8:00
5m shot - Missed,0,7.0,3,3,ITA,2.0,DI MARIO T,0 - 3,455,ITA,7:35
Turnover foul,0,10.0,3,3,ITA,2.0,BAHIA V,0 - 3,426,BRA,7:06
Steal,0,8.0,3,3,ITA,2.0,BIANCONI R,0 - 3,426,ITA,7:06
5m shot - Goal,0,9.0,3,4,ITA,2.0,EMMOLO G,0 - 4,402,ITA,6:42
20 sec. exclusion in centre,0,12.0,3,4,ITA,2.0,FRASSINETTI T,0 - 4,385,ITA,6:25
Action shot - Saved,0,12.0,3,4,ITA,2.0,MANTELLATO G,0 - 4,360,BRA,6:00
20 sec. exclusion in centre,0,12.0,3,4,ITA,2.0,MANTELLATO G,0 - 4,338,BRA,5:38
Extra player shot - Saved,0,6.0,3,4,ITA,2.0,AIELLO R,0 - 4,328,ITA,5:28
5m shot - Missed,0,6.0,3,4,ITA,2.0,CHIAPPINI I,0 - 4,306,BRA,5:06
Penalty foul,0,8.0,3,4,ITA,2.0,CARVALHO L,0 - 4,299,BRA,4:59
