Action,Cap,Game,MNE,Opponent,Opponent name,Period,Player,Score,Seconds,Team,Time
20 sec. exclusion in centre,9.0,7,1,3,HUN,2.0,IVOVIC A,3 - 1,170,MNE,2:50
Extra player shot - Blocked,3.0,7,1,3,HUN,2.0,MADARAS N,3 - 1,164,HUN,2:44
Action shot - Saved,2.0,7,1,3,HUN,2.0,BRGULJAN D,3 - 1,134,MNE,2:14
Penalty foul,2.0,7,1,3,HUN,2.0,BRGULJAN D,3 - 1,111,MNE,1:51
Penalty shot - Saved,6.0,7,1,3,HUN,2.0,HOSNYANSZKY N,3 - 1,111,HUN,1:51
20 sec. exclusion in field,10.0,7,1,3,HUN,2.0,VARGA D,3 - 1,107,HUN,1:47
Action shot - Goal,9.0,7,2,3,HUN,2.0,IVOVIC A,3 - 2,80,MNE,1:20
Turnover foul,12.0,7,2,3,HUN,2.0,HARAI B,3 - 2,62,HUN,1:02
20 sec. exclusion in field,12.0,7,2,3,HUN,2.0,HARAI B,3 - 2,47,HUN,0:47
Extra player shot - Saved,8.0,7,2,3,HUN,2.0,JANOVIC N,3 - 2,27,MNE,0:27
5m shot - Saved,8.0,7,2,3,HUN,2.0,SZIVOS M,3 - 2,4,HUN,0:04
Turnover foul,6.0,7,2,3,HUN,2.0,HOSNYANSZKY N,3 - 2,1,HUN,0:01
Steal,9.0,7,2,3,HUN,2.0,IVOVIC A,3 - 2,1,MNE,0:01
Starting goalkeeper,1.0,7,2,3,HUN,3.0,NAGY V,3 - 2,480,HUN,8:00
Starting goalkeeper,13.0,7,2,3,HUN,3.0,SCEPANOVIC M,3 - 2,480,MNE,8:00
Sprint won possession,2.0,7,2,3,HUN,3.0,BRGULJAN D,3 - 2,480,MNE,8:00
20 sec. exclusion in centre,7.0,7,2,3,HUN,3.0,DECKER A,3 - 2,462,HUN,7:42
Extra player shot - Saved,4.0,7,2,3,HUN,3.0,PETROVIC A,3 - 2,452,MNE,7:32
Extra player shot - Goal,4.0,7,3,3,HUN,3.0,PETROVIC A,3 - 3,446,MNE,7:26
20 sec. exclusion in centre,7.0,7,3,3,HUN,3.0,JANOVIC M,3 - 3,424,MNE,7:04
Extra player shot - Goal,5.0,7,3,4,HUN,3.0,VAMOS M,4 - 3,406,HUN,6:46
Turnover foul,12.0,7,3,4,HUN,3.0,JOKIC P,4 - 3,385,MNE,6:25
Centre shot - Saved,10.0,7,3,4,HUN,3.0,VARGA D,4 - 3,365,HUN,6:05
20 sec. exclusion in centre,12.0,7,3,4,HUN,3.0,HARAI B,4 - 3,345,HUN,5:45
Extra player shot - Goal,6.0,7,4,4,HUN,3.0,CROUSILLAT U,4 - 4,327,MNE,5:27
Centre shot - Goal,8.0,7,4,5,HUN,3.0,SZIVOS M,5 - 4,305,HUN,5:05
Centre shot - Post,4.0,7,4,5,HUN,3.0,PETROVIC A,5 - 4,278,MNE,4:38
5m shot - Saved,9.0,7,4,5,HUN,3.0,VARGA D,5 - 4,254,HUN,4:14
Turnover foul,12.0,7,4,5,HUN,3.0,JOKIC P,5 - 4,238,MNE,3:58
Turnover foul,8.0,7,4,5,HUN,3.0,SZIVOS M,5 - 4,212,HUN,3:32
Steal,3.0,7,4,5,HUN,3.0,PASKOVIC V,5 - 4,212,MNE,3:32
Action shot - Missed,3.0,7,4,5,HUN,3.0,PASKOVIC V,5 - 4,187,MNE,3:07
Turnover foul,12.0,7,4,5,HUN,3.0,HARAI B,5 - 4,164,HUN,2:44
20 sec. exclusion in centre,8.0,7,4,5,HUN,3.0,SZIVOS M,5 - 4,141,HUN,2:21
Extra player shot - Saved,12.0,7,4,5,HUN,3.0,JOKIC P,5 - 4,123,MNE,2:03
Action shot - Goal,9.0,7,4,6,HUN,3.0,VARGA D,6 - 4,102,HUN,1:42
20 sec. exclusion in centre,7.0,7,4,6,HUN,3.0,DECKER A,6 - 4,78,HUN,1:18
Exclusion with substitution,7.0,7,4,6,HUN,3.0,DECKER A,6 - 4,78,HUN,1:18
Centre shot - Goal,11.0,7,5,6,HUN,3.0,KLIKOVAK F,6 - 5,55,MNE,0:55
20 sec. exclusion in centre,4.0,7,5,6,HUN,3.0,PETROVIC A,6 - 5,30,MNE,0:30
20 sec. exclusion in centre,3.0,7,5,6,HUN,3.0,PASKOVIC V,6 - 5,17,MNE,0:17
Extra player shot - Saved,6.0,7,5,6,HUN,3.0,HOSNYANSZKY N,6 - 5,3,HUN,0:03
Extra player shot - Saved,10.0,7,5,6,HUN,3.0,VARGA D,6 - 5,1,HUN,0:01
Starting goalkeeper,1.0,7,5,6,HUN,4.0,NAGY V,6 - 5,480,HUN,8:00
Starting goalkeeper,13.0,7,5,6,HUN,4.0,SCEPANOVIC M,6 - 5,480,MNE,8:00
Sprint won possession,3.0,7,5,6,HUN,4.0,PASKOVIC V,6 - 5,480,MNE,8:00
5m shot - Saved,8.0,7,5,6,HUN,4.0,JANOVIC N,6 - 5,452,MNE,7:32
5m shot - Blocked,9.0,7,5,6,HUN,4.0,VARGA D,6 - 5,426,HUN,7:06
5m shot - Goal,9.0,7,6,6,HUN,4.0,IVOVIC A,6 - 6,401,MNE,6:41
Turnover foul,12.0,7,6,6,HUN,4.0,HARAI B,6 - 6,375,HUN,6:15
Steal,4.0,7,6,6,HUN,4.0,PETROVIC A,6 - 6,375,MNE,6:15
Turnover foul,7.0,7,6,6,HUN,4.0,JANOVIC M,6 - 6,352,MNE,5:52
20 sec. exclusion in centre,9.0,7,6,6,HUN,4.0,IVOVIC A,6 - 6,333,MNE,5:33
Time-Out,,7,6,6,HUN,4.0,,6 - 6,329,HUN,5:29
Action shot - Goal,6.0,7,6,7,HUN,4.0,HOSNYANSZKY N,7 - 6,312,HUN,5:12
20 sec. exclusion in field,10.0,7,6,7,HUN,4.0,VARGA D,7 - 6,300,HUN,5:00
Extra player shot - Post,4.0,7,6,7,HUN,4.0,PETROVIC A,7 - 6,280,MNE,4:40
5m shot - Post,7.0,7,6,7,HUN,4.0,JANOVIC M,7 - 6,267,MNE,4:27
20 sec. exclusion in centre,4.0,7,6,7,HUN,4.0,PETROVIC A,7 - 6,248,MNE,4:08
Action shot - Saved,3.0,7,6,7,HUN,4.0,MADARAS N,7 - 6,225,HUN,3:45
Action shot - Saved,2.0,7,6,7,HUN,4.0,BRGULJAN D,7 - 6,196,MNE,3:16
Turnover foul,6.0,7,6,7,HUN,4.0,HOSNYANSZKY N,7 - 6,168,HUN,2:48
Steal,7.0,7,6,7,HUN,4.0,JANOVIC M,7 - 6,168,MNE,2:48
20 sec. exclusion in centre,9.0,7,6,7,HUN,4.0,VARGA D,7 - 6,146,HUN,2:26
Time-Out,,7,6,7,HUN,4.0,,7 - 6,146,MNE,2:26
Action shot - Goal,9.0,7,7,7,HUN,4.0,IVOVIC A,7 - 7,124,MNE,2:04
20 sec. exclusion in centre,12.0,7,7,7,HUN,4.0,JOKIC P,7 - 7,99,MNE,1:39
Time-Out,,7,7,7,HUN,4.0,,7 - 7,99,HUN,1:39
Extra player shot - Goal,8.0,7,7,8,HUN,4.0,SZIVOS M,8 - 7,79,HUN,1:19
Action shot - Missed,2.0,7,7,8,HUN,4.0,BRGULJAN D,8 - 7,51,MNE,0:51
5m shot - Saved,8.0,7,7,8,HUN,4.0,SZIVOS M,8 - 7,20,HUN,0:20
20 sec. exclusion in centre,6.0,7,7,8,HUN,4.0,HOSNYANSZKY N,8 - 7,6,HUN,0:06
Extra player shot - Saved,2.0,7,7,8,HUN,4.0,BRGULJAN D,8 - 7,1,MNE,0:01
