AUS,Action,Cap,Game,Opponent,Opponent name,Period,Player,Score,Seconds,Team,Time,Result,Goal
18,Action shot,3.0,2,1,RSA,4.0,BUCKLING H,18 - 1,325,AUS,5:25,Goal,1
18,5m shot,12.0,2,1,RSA,4.0,WHITE K,18 - 1,297,RSA,4:57,Saved,0
18,5m shot,8.0,2,1,RSA,4.0,MCGHIE G,18 - 1,270,AUS,4:30,Missed,0
18,Counter attack,12.0,2,1,RSA,4.0,ZAGAME N,18 - 1,236,AUS,3:56,Saved,0
18,Action shot,2.0,2,1,RSA,4.0,PARKES M,18 - 1,204,RSA,3:24,Blocked,0
19,Extra player shot,2.0,2,1,RSA,4.0,BEADSWORTH G,19 - 1,169,AUS,2:49,Goal,1
19,5m shot,7.0,2,1,RSA,4.0,WEBSTER R,19 - 1,74,AUS,1:14,Missed,0
19,5m shot,12.0,2,1,RSA,4.0,WHITE K,19 - 1,40,RSA,0:40,Saved,0
0,5m shot,11.0,3,0,NED,1.0,KLAASSEN L,0 - 0,451,NED,7:31,Saved,0
0,Action shot,8.0,3,0,NED,1.0,MCGHIE G,0 - 0,422,AUS,7:02,Saved,0
1,Counter attack,6.0,3,0,NED,1.0,KNOX B,1 - 0,386,AUS,6:26,Goal,1
1,Extra player shot,11.0,3,0,NED,1.0,KLAASSEN L,1 - 0,288,NED,4:48,Blocked,0
1,Action shot,7.0,3,0,NED,1.0,NIJHUIS M,1 - 0,170,NED,2:50,Blocked,0
1,Action shot,8.0,3,0,NED,1.0,SEVENICH V,1 - 0,35,NED,0:35,Post,0
2,Centre shot,12.0,3,0,NED,1.0,ZAGAME N,2 - 0,12,AUS,0:12,Goal,1
3,5m shot,7.0,3,0,NED,2.0,WEBSTER R,3 - 0,425,AUS,7:05,Goal,1
3,Counter attack,10.0,3,0,NED,2.0,SOUTHERN A,3 - 0,401,AUS,6:41,Saved,0
3,Extra player shot,11.0,3,1,NED,2.0,KLAASSEN L,3 - 1,368,NED,6:08,Goal,1
3,Action shot,8.0,3,1,NED,2.0,MCGHIE G,3 - 1,283,AUS,4:43,Saved,0
3,Centre shot,8.0,3,1,NED,2.0,MCGHIE G,3 - 1,236,AUS,3:56,Saved,0
3,Action shot,6.0,3,1,NED,2.0,KNOX B,3 - 1,180,AUS,3:00,Missed,0
3,Action shot,7.0,3,1,NED,2.0,WEBSTER R,3 - 1,121,AUS,2:01,Post,0
3,5m shot,2.0,3,1,NED,2.0,SMIT M,3 - 1,91,NED,1:31,Saved,0
4,Penalty shot,10.0,3,1,NED,2.0,SOUTHERN A,4 - 1,80,AUS,1:20,Goal,1
4,Action shot,4.0,3,2,NED,2.0,VAN DER SLOOT C,4 - 2,31,NED,0:31,Goal,1
4,Action shot,8.0,3,2,NED,2.0,MCGHIE G,4 - 2,1,AUS,0:01,Post,0
4,5m shot,6.0,3,2,NED,3.0,KNOX B,4 - 2,401,AUS,6:41,Post,0
4,Extra player shot,8.0,3,3,NED,3.0,SEVENICH V,4 - 3,370,NED,6:10,Goal,1
5,Extra player shot,10.0,3,3,NED,3.0,SOUTHERN A,5 - 3,288,AUS,4:48,Goal,1
5,Action shot,9.0,3,3,NED,3.0,MEGENS M,5 - 3,266,NED,4:26,Missed,0
5,Action shot,8.0,3,3,NED,3.0,SEVENICH V,5 - 3,217,NED,3:37,Saved,0
5,Penalty shot,7.0,3,3,NED,3.0,WEBSTER R,5 - 3,205,AUS,3:25,Saved,0
5,Extra player shot,8.0,3,4,NED,3.0,SEVENICH V,5 - 4,182,NED,3:02,Goal,1
5,Action shot,6.0,3,4,NED,3.0,KNOX B,5 - 4,97,AUS,1:37,Saved,0
5,Action shot,10.0,3,4,NED,3.0,SOUTHERN A,5 - 4,78,AUS,1:18,Missed,0
5,Extra player shot,9.0,3,4,NED,3.0,MEGENS M,5 - 4,57,NED,0:57,Saved,0
6,Counter attack,12.0,3,4,NED,3.0,ZAGAME N,6 - 4,42,AUS,0:42,Goal,1
6,5m shot,11.0,3,4,NED,3.0,KLAASSEN L,6 - 4,10,NED,0:10,Saved,0
7,Counter attack,11.0,3,4,NED,3.0,HALLIGAN B,7 - 4,2,AUS,0:02,Goal,1
7,5m shot,11.0,3,4,NED,3.0,KLAASSEN L,7 - 4,1,NED,0:01,Saved,0
7,5m shot,8.0,3,4,NED,4.0,MCGHIE G,7 - 4,443,AUS,7:23,Blocked,0
7,5m shot,8.0,3,4,NED,4.0,MCGHIE G,7 - 4,359,AUS,5:59,Saved,0
7,Action shot,11.0,3,4,NED,4.0,HALLIGAN B,7 - 4,320,AUS,5:20,Blocked,0
7,Extra player shot,2.0,3,5,NED,4.0,SMIT M,7 - 5,285,NED,4:45,Goal,1
8,Action shot,8.0,3,5,NED,4.0,MCGHIE G,8 - 5,243,AUS,4:03,Goal,1
8,5m shot,3.0,3,5,NED,4.0,GENEE D,8 - 5,218,NED,3:38,Missed,0
8,5m shot,9.0,3,5,NED,4.0,ARANCINI Z,8 - 5,198,AUS,3:18,Missed,0
8,Action shot,6.0,3,5,NED,4.0,STOMPHORST N,8 - 5,174,NED,2:54,Saved,0
8,Counter attack,12.0,3,5,NED,4.0,ZAGAME N,8 - 5,114,AUS,1:54,Saved,0
8,Extra player shot,3.0,3,5,NED,4.0,GENEE D,8 - 5,88,NED,1:28,Saved,0
8,Centre shot,10.0,3,5,NED,4.0,SOUTHERN A,8 - 5,57,AUS,0:57,Saved,0
8,Extra player shot,6.0,3,6,NED,4.0,STOMPHORST N,8 - 6,2,NED,0:02,Goal,1
0,Action shot,10.0,4,0,CHN,1.0,SOUTHERN A,0 - 0,450,AUS,7:30,Post,0
0,Action shot,9.0,4,0,CHN,1.0,ZHAO Z,0 - 0,370,CHN,6:10,Saved,0
0,Action shot,11.0,4,1,CHN,1.0,WANG X,0 - 1,355,CHN,5:55,Goal,1
1,Action shot,3.0,4,1,CHN,1.0,BUCKLING H,1 - 1,310,AUS,5:10,Goal,1
1,5m shot,7.0,4,1,CHN,1.0,WEBSTER R,1 - 1,279,AUS,4:39,Saved,0
1,Action shot,9.0,4,2,CHN,1.0,ZHAO Z,1 - 2,207,CHN,3:27,Goal,1
2,Action shot,9.0,4,2,CHN,1.0,ARANCINI Z,2 - 2,179,AUS,2:59,Goal,1
2,5m shot,10.0,4,2,CHN,1.0,SOUTHERN A,2 - 2,106,AUS,1:46,Saved,0
2,Penalty shot,9.0,4,3,CHN,1.0,ZHAO Z,2 - 3,91,CHN,1:31,Goal,1
2,5m shot,7.0,4,3,CHN,1.0,WEBSTER R,2 - 3,2,AUS,0:02,Missed,0
2,Counter attack,7.0,4,4,CHN,2.0,SONG D,2 - 4,403,CHN,6:43,Goal,1
2,5m shot,8.0,4,4,CHN,2.0,ZHANG C,2 - 4,354,CHN,5:54,Post,0
2,Extra player shot,5.0,4,4,CHN,2.0,GOFERS K,2 - 4,311,AUS,5:11,Saved,0
2,Action shot,7.0,4,4,CHN,2.0,SONG D,2 - 4,266,CHN,4:26,Blocked,0
2,Action shot,9.0,4,4,CHN,2.0,ARANCINI Z,2 - 4,232,AUS,3:52,Saved,0
2,5m shot,11.0,4,4,CHN,2.0,WANG X,2 - 4,202,CHN,3:22,Missed,0
2,Action shot,3.0,4,4,CHN,2.0,BUCKLING H,2 - 4,143,AUS,2:23,Saved,0
2,Centre shot,4.0,4,4,CHN,2.0,LINCOLN-SMITH H,2 - 4,120,AUS,2:00,Missed,0
2,5m shot,9.0,4,4,CHN,2.0,ZHAO Z,2 - 4,90,CHN,1:30,Saved,0
2,Action shot,9.0,4,4,CHN,2.0,ARANCINI Z,2 - 4,67,AUS,1:07,Saved,0
2,Extra player shot,2.0,4,4,CHN,2.0,BEADSWORTH G,2 - 4,18,AUS,0:18,Saved,0
2,5m shot,9.0,4,4,CHN,2.0,ZHAO Z,2 - 4,5,CHN,0:05,Saved,0
3,5m shot,10.0,4,4,CHN,3.0,SOUTHERN A,3 - 4,451,AUS,7:31,Goal,1
3,Extra player shot,5.0,4,5,CHN,3.0,NIU G,3 - 5,425,CHN,7:05,Goal,1
3,Action shot,7.0,4,5,CHN,3.0,WEBSTER R,3 - 5,395,AUS,6:35,Saved,0
3,5m shot,6.0,4,5,CHN,3.0,KNOX B,3 - 5,332,AUS,5:32,Blocked,0
3,Extra player shot,11.0,4,5,CHN,3.0,WANG X,3 - 5,313,CHN,5:13,Saved,0
3,Action shot,12.0,4,5,CHN,3.0,ZHANG J,3 - 5,276,CHN,4:36,Post,0
4,Action shot,6.0,4,5,CHN,3.0,KNOX B,4 - 5,256,AUS,4:16,Goal,1
5,Action shot,11.0,4,5,CHN,3.0,HALLIGAN B,5 - 5,180,AUS,3:00,Goal,1
5,Extra player shot,10.0,4,6,CHN,3.0,ZHANG W,5 - 6,142,CHN,2:22,Goal,1
6,Penalty shot,7.0,4,6,CHN,3.0,WEBSTER R,6 - 6,124,AUS,2:04,Goal,1
6,Counter attack,8.0,4,6,CHN,3.0,MCGHIE G,6 - 6,88,AUS,1:28,Saved,0
6,Action shot,2.0,4,6,CHN,3.0,BEADSWORTH G,6 - 6,64,AUS,1:04,Saved,0
6,5m shot,8.0,4,6,CHN,3.0,ZHANG C,6 - 6,35,CHN,0:35,Saved,0
6,5m shot,7.0,4,6,CHN,4.0,SONG D,6 - 6,416,CHN,6:56,Post,0
6,Action shot,10.0,4,6,CHN,4.0,SOUTHERN A,6 - 6,340,AUS,5:40,Saved,0
6,Extra player shot,7.0,4,7,CHN,4.0,SONG D,6 - 7,291,CHN,4:51,Goal,1
7,Counter attack,8.0,4,7,CHN,4.0,MCGHIE G,7 - 7,276,AUS,4:36,Goal,1
7,Action shot,8.0,4,7,CHN,4.0,MCGHIE G,7 - 7,231,AUS,3:51,Saved,0
7,5m shot,9.0,4,7,CHN,4.0,ZHAO Z,7 - 7,203,CHN,3:23,Saved,0
7,Action shot,7.0,4,7,CHN,4.0,WEBSTER R,7 - 7,119,AUS,1:59,Blocked,0
7,Action shot,8.0,4,7,CHN,4.0,MCGHIE G,7 - 7,78,AUS,1:18,Blocked,0
7,Action shot,11.0,4,7,CHN,4.0,HALLIGAN B,7 - 7,25,AUS,0:25,Saved,0
7,5m shot,9.0,4,7,CHN,4.0,ZHAO Z,7 - 7,0,CHN,0:00,Saved,0
0,Action shot,8.0,5,0,USA,1.0,MCGHIE G,0 - 0,452,AUS,7:32,Blocked,0
0,Action shot,12.0,5,1,USA,1.0,CRAIG K,1 - 0,427,USA,7:07,Goal,1
0,Action shot,5.0,5,1,USA,1.0,GOFERS K,1 - 0,401,AUS,6:41,Post,0
0,Action shot,12.0,5,1,USA,1.0,ZAGAME N,1 - 0,306,AUS,5:06,Post,0
1,Extra player shot,5.0,5,1,USA,1.0,GOFERS K,1 - 1,252,AUS,4:12,Goal,1
1,Action shot,9.0,5,1,USA,1.0,GROSSMAN A,1 - 1,190,USA,3:10,Saved,0
2,Action shot,4.0,5,1,USA,1.0,LINCOLN-SMITH H,1 - 2,171,AUS,2:51,Goal,1
2,Action shot,2.0,5,2,USA,1.0,MUSSELMAN M,2 - 2,104,USA,1:44,Goal,1
2,Action shot,8.0,5,2,USA,1.0,MCGHIE G,2 - 2,74,AUS,1:14,Saved,0
2,5m shot,10.0,5,2,USA,1.0,GILCHRIST K,2 - 2,47,USA,0:47,Saved,0
2,Action shot,10.0,5,2,USA,1.0,SOUTHERN A,2 - 2,14,AUS,0:14,Missed,0
2,Action shot,8.0,5,2,USA,1.0,NEUSHUL K,2 - 2,0,USA,0:00,Blocked,0
2,Extra player shot,6.0,5,2,USA,2.0,KNOX B,2 - 2,429,AUS,7:09,Post,0
3,Action shot,12.0,5,2,USA,2.0,ZAGAME N,2 - 3,424,AUS,7:04,Goal,1
3,5m shot,4.0,5,2,USA,2.0,FATTAL R,2 - 3,401,USA,6:41,Blocked,0
3,Action shot,6.0,5,3,USA,2.0,STEFFENS M,3 - 3,346,USA,5:46,Goal,1
3,5m shot,3.0,5,3,USA,2.0,BUCKLING H,3 - 3,325,AUS,5:25,Saved,0
3,Counter attack,11.0,5,4,USA,2.0,FISCHER M,4 - 3,307,USA,5:07,Goal,1
3,5m shot,8.0,5,4,USA,2.0,MCGHIE G,4 - 3,277,AUS,4:37,Blocked,0
4,Centre shot,10.0,5,4,USA,2.0,SOUTHERN A,4 - 4,221,AUS,3:41,Goal,1
4,5m shot,4.0,5,4,USA,2.0,FATTAL R,4 - 4,196,USA,3:16,Missed,0
5,Action shot,8.0,5,4,USA,2.0,MCGHIE G,4 - 5,171,AUS,2:51,Goal,1
5,Centre shot,12.0,5,4,USA,2.0,CRAIG K,4 - 5,140,USA,2:20,Missed,0
5,Action shot,7.0,5,4,USA,2.0,WEBSTER R,4 - 5,113,AUS,1:53,Saved,0
5,Centre shot,8.0,5,4,USA,2.0,NEUSHUL K,4 - 5,96,USA,1:36,Missed,0
5,Action shot,7.0,5,4,USA,2.0,MATHEWSON C,4 - 5,43,USA,0:43,Post,0
5,5m shot,4.0,5,5,USA,2.0,FATTAL R,5 - 5,1,USA,0:01,Goal,1
5,5m shot,8.0,5,5,USA,3.0,NEUSHUL K,5 - 5,454,USA,7:34,Saved,0
5,Action shot,6.0,5,6,USA,3.0,STEFFENS M,6 - 5,370,USA,6:10,Goal,1
5,Action shot,8.0,5,6,USA,3.0,MCGHIE G,6 - 5,309,AUS,5:09,Saved,0
5,5m shot,7.0,5,6,USA,3.0,MATHEWSON C,6 - 5,291,USA,4:51,Missed,0
5,5m shot,10.0,5,6,USA,3.0,SOUTHERN A,6 - 5,271,AUS,4:31,Missed,0
5,Action shot,8.0,5,6,USA,3.0,NEUSHUL K,6 - 5,247,USA,4:07,Missed,0
5,Action shot,7.0,5,6,USA,3.0,MATHEWSON C,6 - 5,178,USA,2:58,Post,0
5,Action shot,2.0,5,6,USA,3.0,BEADSWORTH G,6 - 5,147,AUS,2:27,Post,0
5,Action shot,10.0,5,6,USA,3.0,SOUTHERN A,6 - 5,102,AUS,1:42,Blocked,0
5,5m shot,8.0,5,6,USA,3.0,MCGHIE G,6 - 5,36,AUS,0:36,Saved,0
5,5m shot,4.0,5,7,USA,4.0,FATTAL R,7 - 5,451,USA,7:31,Goal,1
5,5m shot,6.0,5,7,USA,4.0,STEFFENS M,7 - 5,398,USA,6:38,Blocked,0
5,5m shot,10.0,5,7,USA,4.0,SOUTHERN A,7 - 5,291,AUS,4:51,Saved,0
5,5m shot,6.0,5,7,USA,4.0,STEFFENS M,7 - 5,262,USA,4:22,Blocked,0
5,5m shot,6.0,5,7,USA,4.0,KNOX B,7 - 5,231,AUS,3:51,Saved,0
5,5m shot,3.0,5,8,USA,4.0,SEIDEMANN M,8 - 5,168,USA,2:48,Goal,1
5,Penalty shot,9.0,5,8,USA,4.0,ARANCINI Z,8 - 5,143,AUS,2:23,Saved,0
5,Counter attack,3.0,5,8,USA,4.0,BUCKLING H,8 - 5,116,AUS,1:56,Saved,0
6,Extra player shot,9.0,5,8,USA,4.0,ARANCINI Z,8 - 6,70,AUS,1:10,Goal,1
6,5m shot,10.0,5,8,USA,4.0,SOUTHERN A,8 - 6,25,AUS,0:25,Saved,0
0,Counter attack,12.0,6,0,ITA,1.0,ZAGAME N,0 - 0,431,AUS,7:11,Saved,0
1,Counter attack,7.0,6,0,ITA,1.0,WEBSTER R,1 - 0,363,AUS,6:03,Goal,1
1,5m shot,7.0,6,0,ITA,1.0,DI MARIO T,1 - 0,337,ITA,5:37,Saved,0
2,Action shot,10.0,6,0,ITA,1.0,SOUTHERN A,2 - 0,304,AUS,5:04,Goal,1
2,Action shot,5.0,6,0,ITA,1.0,GOFERS K,2 - 0,267,AUS,4:27,Missed,0
2,Action shot,8.0,6,0,ITA,1.0,BIANCONI R,2 - 0,194,ITA,3:14,Missed,0
2,Extra player shot,8.0,6,1,ITA,1.0,BIANCONI R,2 - 1,154,ITA,2:34,Goal,1
2,Extra player shot,3.0,6,2,ITA,1.0,GARIBOTTI A,2 - 2,97,ITA,1:37,Goal,1
2,Action shot,9.0,6,2,ITA,1.0,ARANCINI Z,2 - 2,69,AUS,1:09,Saved,0
2,5m shot,8.0,6,2,ITA,1.0,MCGHIE G,2 - 2,46,AUS,0:46,Missed,0
2,Counter attack,6.0,6,3,ITA,1.0,AIELLO R,2 - 3,34,ITA,0:34,Goal,1
2,5m shot,7.0,6,3,ITA,1.0,WEBSTER R,2 - 3,0,AUS,0:00,Missed,0
3,Action shot,7.0,6,3,ITA,2.0,WEBSTER R,3 - 3,435,AUS,7:15,Goal,1
3,Action shot,7.0,6,4,ITA,2.0,DI MARIO T,3 - 4,396,ITA,6:36,Goal,1
3,Action shot,8.0,6,4,ITA,2.0,MCGHIE G,3 - 4,366,AUS,6:06,Saved,0
3,5m shot,7.0,6,4,ITA,2.0,WEBSTER R,3 - 4,333,AUS,5:33,Saved,0
3,5m shot,8.0,6,4,ITA,2.0,MCGHIE G,3 - 4,269,AUS,4:29,Blocked,0
3,5m shot,10.0,6,4,ITA,2.0,SOUTHERN A,3 - 4,217,AUS,3:37,Saved,0
3,Counter attack,5.0,6,4,ITA,2.0,GOFERS K,3 - 4,175,AUS,2:55,Post,0
3,5m shot,7.0,6,5,ITA,2.0,DI MARIO T,3 - 5,143,ITA,2:23,Goal,1
3,Centre shot,12.0,6,5,ITA,4.0,FRASSINETTI T,3 - 5,63,ITA,1:03,Saved,0
3,Action shot,10.0,6,5,ITA,4.0,SOUTHERN A,3 - 5,26,AUS,0:26,Missed,0
3,5m shot,3.0,6,5,ITA,4.0,GARIBOTTI A,3 - 5,6,ITA,0:06,Blocked,0
3,5m shot,7.0,6,5,ITA,4.0,WEBSTER R,3 - 5,0,AUS,0:00,Saved,0
