Action,Cap,Game,NZL,Opponent,Opponent name,Period,Player,Score,Seconds,Team,Time
Time-Out,,3,0,5,KAZ,2.0,,5 - 0,305,KAZ,5:05
Extra player shot - Missed,11.0,3,0,5,KAZ,2.0,MIRSHINA A,5 - 0,287,KAZ,4:47
Action shot - Blocked,8.0,3,0,5,KAZ,2.0,LOPES DA SILVA C,5 - 0,264,NZL,4:24
Action shot - Goal,3.0,3,0,6,KAZ,2.0,AKILBAYEVA A,6 - 0,240,KAZ,4:00
Time-Out,,3,0,6,KAZ,2.0,,6 - 0,240,NZL,4:00
Goalkeeper substitution,13.0,3,0,6,KAZ,2.0,CURNOW K,6 - 0,240,NZL,4:00
Turnover foul,11.0,3,0,6,KAZ,2.0,HUDSON K,6 - 0,212,NZL,3:32
Turnover foul,2.0,3,0,6,KAZ,2.0,YEGEMBERDIYEVA A,6 - 0,185,KAZ,3:05
Turnover foul,8.0,3,0,6,KAZ,2.0,LOPES DA SILVA C,6 - 0,176,NZL,2:56
20 sec. exclusion in field,8.0,3,0,6,KAZ,2.0,LOPES DA SILVA C,6 - 0,179,NZL,2:59
20 sec. exclusion in field,4.0,3,0,6,KAZ,2.0,TUROVA A,6 - 0,130,KAZ,2:10
Action shot - Saved,11.0,3,0,6,KAZ,2.0,HUDSON K,6 - 0,67,NZL,1:07
Counter attack - Goal,12.0,3,0,7,KAZ,2.0,MUSSAROVA A,7 - 0,60,KAZ,1:00
20 sec. exclusion in centre,2.0,3,0,7,KAZ,2.0,YEGEMBERDIYEVA A,7 - 0,48,KAZ,0:48
Action shot - Saved,6.0,3,0,7,KAZ,2.0,LANDRY S,7 - 0,25,NZL,0:25
5m shot - Saved,11.0,3,0,7,KAZ,2.0,MIRSHINA A,7 - 0,1,KAZ,0:01
Starting goalkeeper,1.0,3,0,7,KAZ,3.0,ZHARKIMBAYEVA A,7 - 0,480,KAZ,8:00
Steal,4.0,3,0,7,KAZ,4.0,TUROVA A,7 - 0,68,KAZ,1:08
Centre shot - Goal,8.0,3,4,14,KAZ,4.0,SAICHUK O,14 - 4,53,KAZ,0:53
Starting goalkeeper,13.0,3,4,14,KAZ,3.0,CURNOW K,14 - 4,480,NZL,8:00
Sprint won possession,4.0,3,4,14,KAZ,3.0,LEWIS D,14 - 4,480,NZL,8:00
20 sec. exclusion in centre,4.0,3,4,14,KAZ,3.0,TUROVA A,14 - 4,459,KAZ,7:39
Extra player shot - Saved,4.0,3,4,14,KAZ,3.0,LEWIS D,14 - 4,456,NZL,7:36
Extra player shot - Goal,4.0,3,1,7,KAZ,3.0,LEWIS D,7 - 1,441,NZL,7:21
5m shot - Goal,2.0,3,1,8,KAZ,3.0,YEGEMBERDIYEVA A,8 - 1,425,KAZ,7:05
Turnover foul,4.0,3,1,8,KAZ,3.0,LEWIS D,8 - 1,412,NZL,6:52
Steal,2.0,3,1,8,KAZ,3.0,YEGEMBERDIYEVA A,8 - 1,412,KAZ,6:52
Action shot - Saved,3.0,3,1,8,KAZ,3.0,AKILBAYEVA A,8 - 1,390,KAZ,6:30
Turnover foul,12.0,3,1,8,KAZ,3.0,MYLES J,8 - 1,368,NZL,6:08
Steal,2.0,3,1,8,KAZ,3.0,YEGEMBERDIYEVA A,8 - 1,368,KAZ,6:08
20 sec. exclusion in centre,10.0,3,1,8,KAZ,3.0,DANCE L,8 - 1,341,NZL,5:41
Extra player shot - Saved,2.0,3,1,8,KAZ,3.0,YEGEMBERDIYEVA A,8 - 1,328,KAZ,5:28
Turnover foul,2.0,3,1,8,KAZ,3.0,LEWIS N,8 - 1,305,NZL,5:05
Turnover foul,11.0,3,1,8,KAZ,3.0,MIRSHINA A,8 - 1,280,KAZ,4:40
Steal,13.0,3,1,8,KAZ,3.0,CURNOW K,8 - 1,280,NZL,4:40
Turnover foul,6.0,3,1,8,KAZ,3.0,LANDRY S,8 - 1,259,NZL,4:19
Action shot - Goal,3.0,3,1,9,KAZ,3.0,AKILBAYEVA A,9 - 1,248,KAZ,4:08
Action shot - Blocked,2.0,3,1,9,KAZ,3.0,LEWIS N,9 - 1,228,NZL,3:48
Action shot - Saved,7.0,3,1,9,KAZ,3.0,MYRZABEKOVA Z,9 - 1,212,KAZ,3:32
Turnover foul,10.0,3,1,9,KAZ,3.0,ROGA D,9 - 1,194,KAZ,3:14
Steal,6.0,3,1,9,KAZ,3.0,LANDRY S,9 - 1,194,NZL,3:14
Turnover foul,11.0,3,1,9,KAZ,3.0,HUDSON K,9 - 1,177,NZL,2:57
Time-Out,,3,1,9,KAZ,3.0,,9 - 1,175,KAZ,2:55
5m shot - Goal,11.0,3,1,10,KAZ,3.0,MIRSHINA A,10 - 1,165,KAZ,2:45
5m shot - Saved,12.0,3,1,10,KAZ,3.0,MYLES J,10 - 1,155,NZL,2:35
Action shot - Saved,2.0,3,1,10,KAZ,3.0,LEWIS N,10 - 1,143,NZL,2:23
20 sec. exclusion in field,7.0,3,1,10,KAZ,3.0,CHASE M,10 - 1,122,NZL,2:02
Action shot - Blocked,8.0,3,1,10,KAZ,3.0,SAICHUK O,10 - 1,93,KAZ,1:33
Time-Out,,3,1,10,KAZ,3.0,,10 - 1,93,NZL,1:33
20 sec. exclusion in field,12.0,3,1,10,KAZ,3.0,MUSSAROVA A,10 - 1,75,KAZ,1:15
Action shot - Saved,8.0,3,1,10,KAZ,3.0,LOPES DA SILVA C,10 - 1,48,NZL,0:48
Action shot - Goal,5.0,3,1,11,KAZ,3.0,ZAKIROVA K,11 - 1,22,KAZ,0:22
Centre shot - Missed,2.0,3,1,11,KAZ,3.0,LEWIS N,11 - 1,2,NZL,0:02
Starting goalkeeper,1.0,3,1,11,KAZ,4.0,ZHARKIMBAYEVA A,11 - 1,480,KAZ,8:00
Starting goalkeeper,1.0,3,1,11,KAZ,4.0,MILLAR B,11 - 1,480,NZL,8:00
Sprint won possession,3.0,3,1,11,KAZ,4.0,AKILBAYEVA A,11 - 1,480,KAZ,8:00
Action shot - Saved,10.0,3,1,11,KAZ,4.0,ROGA D,11 - 1,455,KAZ,7:35
Counter attack - Goal,4.0,3,2,11,KAZ,4.0,LEWIS D,11 - 2,445,NZL,7:25
5m shot - Missed,2.0,3,2,11,KAZ,4.0,YEGEMBERDIYEVA A,11 - 2,415,KAZ,6:55
Centre shot - Goal,4.0,3,3,11,KAZ,4.0,LEWIS D,11 - 3,404,NZL,6:44
Action shot - Saved,11.0,3,3,11,KAZ,4.0,MIRSHINA A,11 - 3,388,KAZ,6:28
Turnover foul,7.0,3,3,11,KAZ,4.0,MYRZABEKOVA Z,11 - 3,379,KAZ,6:19
Steal,2.0,3,3,11,KAZ,4.0,LEWIS N,11 - 3,379,NZL,6:19
Turnover foul,8.0,3,3,11,KAZ,4.0,LOPES DA SILVA C,11 - 3,361,NZL,6:01
Steal,12.0,3,3,11,KAZ,4.0,MUSSAROVA A,11 - 3,361,KAZ,6:01
Counter attack - Post,11.0,3,3,11,KAZ,4.0,MIRSHINA A,11 - 3,356,KAZ,5:56
Action shot - Post,8.0,3,3,11,KAZ,4.0,LOPES DA SILVA C,11 - 3,328,NZL,5:28
Centre shot - Saved,7.0,3,3,11,KAZ,4.0,MYRZABEKOVA Z,11 - 3,306,KAZ,5:06
Action shot - Goal,8.0,3,4,11,KAZ,4.0,LOPES DA SILVA C,11 - 4,294,NZL,4:54
Action shot - Goal,3.0,3,4,12,KAZ,4.0,AKILBAYEVA A,12 - 4,282,KAZ,4:42
Action shot - Saved,6.0,3,4,12,KAZ,4.0,LANDRY S,12 - 4,255,NZL,4:15
20 sec. exclusion in field,6.0,3,4,12,KAZ,4.0,LANDRY S,12 - 4,255,NZL,4:15
Time-Out,,3,4,12,KAZ,4.0,,12 - 4,255,KAZ,4:15
Extra player shot - Goal,3.0,3,4,13,KAZ,4.0,AKILBAYEVA A,13 - 4,239,KAZ,3:59
5m shot - Saved,9.0,3,4,13,KAZ,4.0,STONEMAN E,13 - 4,210,NZL,3:30
Action shot - Blocked,11.0,3,4,13,KAZ,4.0,MIRSHINA A,13 - 4,184,KAZ,3:04
5m shot - Saved,7.0,3,4,13,KAZ,4.0,CHASE M,13 - 4,160,NZL,2:40
Turnover foul,11.0,3,4,13,KAZ,4.0,MIRSHINA A,13 - 4,132,KAZ,2:12
Time-Out,,3,4,13,KAZ,4.0,,13 - 4,132,NZL,2:12
Turnover foul,10.0,3,4,13,KAZ,4.0,DANCE L,13 - 4,120,NZL,2:00
20 sec. exclusion in field,10.0,3,4,13,KAZ,4.0,DANCE L,13 - 4,112,NZL,1:52
Extra player shot - Post,5.0,3,4,13,KAZ,4.0,ZAKIROVA K,13 - 4,90,KAZ,1:30
Turnover foul,4.0,3,4,13,KAZ,4.0,LEWIS D,13 - 4,68,NZL,1:08
Action shot - Post,2.0,3,4,13,KAZ,4.0,LEWIS N,13 - 4,31,NZL,0:31
Turnover foul,6.0,3,4,13,KAZ,4.0,TIKHONOVA O,13 - 4,3,KAZ,0:03
Starting goalkeeper,1.0,4,0,0,RSA,1.0,MILLAR B,0 - 0,480,NZL,8:00
Starting goalkeeper,1.0,4,0,0,RSA,1.0,THOMAS R,0 - 0,480,RSA,8:00
Sprint won possession,6.0,4,0,0,RSA,1.0,LANDRY S,0 - 0,480,NZL,8:00
Turnover foul,4.0,4,0,0,RSA,1.0,LEWIS D,0 - 0,463,NZL,7:43
Steal,6.0,4,0,0,RSA,1.0,HALLENDORFF A,0 - 0,463,RSA,7:43
Action shot - Saved,7.0,4,0,0,RSA,1.0,KAY K,0 - 0,434,RSA,7:14
5m shot - Missed,12.0,4,0,0,RSA,1.0,MYLES J,0 - 0,414,NZL,6:54
Turnover foul,7.0,4,0,0,RSA,1.0,KAY K,0 - 0,387,RSA,6:27
Steal,1.0,4,0,0,RSA,1.0,MILLAR B,0 - 0,387,NZL,6:27
Centre shot - Saved,2.0,4,0,0,RSA,1.0,LEWIS N,0 - 0,367,NZL,6:07
Turnover foul,9.0,4,0,0,RSA,1.0,STONEMAN E,0 - 0,348,NZL,5:48
Steal,6.0,4,0,0,RSA,1.0,HALLENDORFF A,0 - 0,348,RSA,5:48
Turnover foul,12.0,4,0,0,RSA,1.0,WHITE K,0 - 0,319,RSA,5:19
Steal,6.0,4,0,0,RSA,1.0,LANDRY S,0 - 0,319,NZL,5:19
Turnover foul,2.0,4,0,0,RSA,1.0,LEWIS N,0 - 0,301,NZL,5:01
Turnover foul,5.0,4,0,0,RSA,1.0,SCHOOLING M,0 - 0,271,RSA,4:31
5m shot - Goal,9.0,4,1,0,RSA,1.0,STONEMAN E,1 - 0,250,NZL,4:10
Turnover foul,12.0,4,1,0,RSA,1.0,WHITE K,1 - 0,233,RSA,3:53
Counter attack - Missed,4.0,4,1,0,RSA,1.0,LEWIS D,1 - 0,221,NZL,3:41
Time-Out,,4,1,0,RSA,1.0,,1 - 0,221,RSA,3:41
20 sec. exclusion in centre,10.0,4,1,0,RSA,1.0,DANCE L,1 - 0,210,NZL,3:30
Action shot - Saved,6.0,4,1,0,RSA,1.0,HALLENDORFF A,1 - 0,185,RSA,3:05
Turnover foul,3.0,4,1,0,RSA,1.0,PATTISON S,1 - 0,162,NZL,2:42
Turnover foul,10.0,4,1,0,RSA,1.0,KILLEEN L,1 - 0,149,RSA,2:29
Turnover foul,9.0,4,1,0,RSA,1.0,STONEMAN E,1 - 0,123,NZL,2:03
Turnover foul,12.0,4,1,0,RSA,1.0,WHITE K,1 - 0,107,RSA,1:47
Centre shot - Post,4.0,4,1,0,RSA,1.0,LEWIS D,1 - 0,90,NZL,1:30
5m shot - Post,3.0,4,1,0,RSA,1.0,PALEY K,1 - 0,65,RSA,1:05
Turnover foul,4.0,4,1,0,RSA,1.0,LEWIS D,1 - 0,45,NZL,0:45
Steal,5.0,4,1,0,RSA,1.0,SCHOOLING M,1 - 0,45,RSA,0:45
Turnover foul,5.0,4,1,0,RSA,1.0,SCHOOLING M,1 - 0,31,RSA,0:31
20 sec. exclusion in centre,2.0,4,1,0,RSA,1.0,PARKES M,1 - 0,31,RSA,0:31
Time-Out,,4,1,0,RSA,1.0,,1 - 0,31,NZL,0:31
Extra player shot - Goal,12.0,4,2,0,RSA,1.0,MYLES J,2 - 0,14,NZL,0:14
20 sec. exclusion in centre,8.0,4,2,0,RSA,1.0,LOPES DA SILVA C,2 - 0,2,NZL,0:02
Starting goalkeeper,1.0,4,2,0,RSA,2.0,MILLAR B,2 - 0,480,NZL,8:00
Starting goalkeeper,1.0,4,2,0,RSA,2.0,THOMAS R,2 - 0,480,RSA,8:00
Sprint won possession,6.0,4,2,0,RSA,2.0,LANDRY S,2 - 0,480,NZL,8:00
20 sec. exclusion in centre,4.0,4,2,0,RSA,2.0,VERSFELD R,2 - 0,454,RSA,7:34
Extra player shot - Goal,11.0,4,3,0,RSA,2.0,HUDSON K,3 - 0,440,NZL,7:20
Turnover foul,6.0,4,3,0,RSA,2.0,HALLENDORFF A,3 - 0,426,RSA,7:06
5m shot - Saved,4.0,4,3,0,RSA,2.0,LEWIS D,3 - 0,416,NZL,6:56
5m shot - Post,6.0,4,3,0,RSA,2.0,LANDRY S,3 - 0,398,NZL,6:38
Action shot - Missed,5.0,4,3,0,RSA,2.0,SCHOOLING M,3 - 0,372,RSA,6:12
20 sec. exclusion in centre,11.0,4,3,0,RSA,2.0,HUDSON K,3 - 0,357,NZL,5:57
Turnover foul,2.0,4,3,0,RSA,2.0,LEWIS N,3 - 0,353,NZL,5:53
Turnover foul,5.0,4,3,0,RSA,2.0,SCHOOLING M,3 - 0,330,RSA,5:30
20 sec. exclusion in centre,2.0,4,3,0,RSA,2.0,PARKES M,3 - 0,314,RSA,5:14
Extra player shot - Saved,2.0,4,3,0,RSA,2.0,LEWIS N,3 - 0,310,NZL,5:10
5m shot - Missed,2.0,4,3,0,RSA,2.0,PARKES M,3 - 0,286,RSA,4:46
5m shot - Missed,6.0,4,3,0,RSA,2.0,LANDRY S,3 - 0,268,NZL,4:28
Turnover foul,6.0,4,3,0,RSA,2.0,HALLENDORFF A,3 - 0,239,RSA,3:59
Steal,1.0,4,3,0,RSA,2.0,MILLAR B,3 - 0,239,NZL,3:59
Counter attack - Saved,6.0,4,3,0,RSA,2.0,LANDRY S,3 - 0,225,NZL,3:45
Yellow card,,4,3,0,RSA,2.0,Team Official,3 - 0,225,RSA,3:45
Turnover foul,8.0,4,3,0,RSA,2.0,LOPES DA SILVA C,3 - 0,213,NZL,3:33
Steal,5.0,4,3,0,RSA,2.0,SCHOOLING M,3 - 0,213,RSA,3:33
5m shot - Saved,11.0,4,3,0,RSA,2.0,O'HANLON D,3 - 0,197,RSA,3:17
Turnover foul,12.0,4,3,0,RSA,2.0,WHITE K,3 - 0,179,RSA,2:59
Action shot - Post,2.0,4,3,0,RSA,2.0,LEWIS N,3 - 0,159,NZL,2:39
Time-Out,,4,3,0,RSA,2.0,,3 - 0,153,RSA,2:33
Centre shot - Saved,7.0,4,3,0,RSA,2.0,KAY K,3 - 0,136,RSA,2:16
Action shot - Missed,10.0,4,3,0,RSA,2.0,DANCE L,3 - 0,111,NZL,1:51
Action shot - Saved,3.0,4,3,0,RSA,2.0,PALEY K,3 - 0,90,RSA,1:30
Turnover foul,12.0,4,3,0,RSA,4.0,MYLES J,3 - 0,214,NZL,3:34
Steal,5.0,4,3,0,RSA,4.0,SCHOOLING M,3 - 0,214,RSA,3:34
Time-Out,,4,3,0,RSA,4.0,,3 - 0,214,RSA,3:34
5m shot - Post,10.0,4,3,0,RSA,4.0,KILLEEN L,3 - 0,188,RSA,3:08
Action shot - Saved,4.0,4,3,0,RSA,4.0,LEWIS D,3 - 0,172,NZL,2:52
20 sec. exclusion in centre,7.0,4,3,0,RSA,4.0,KAY K,3 - 0,170,RSA,2:50
Extra player shot - Goal,12.0,4,11,3,RSA,4.0,MYLES J,11 - 3,151,NZL,2:31
5m shot - Saved,10.0,4,11,3,RSA,4.0,KILLEEN L,11 - 3,126,RSA,2:06
Counter attack - Saved,4.0,4,11,3,RSA,4.0,LEWIS D,11 - 3,117,NZL,1:57
5m shot - Saved,10.0,4,11,3,RSA,2.0,DANCE L,11 - 3,69,NZL,1:09
20 sec. exclusion in centre,4.0,4,11,3,RSA,2.0,VERSFELD R,11 - 3,64,RSA,1:04
Extra player shot - Goal,7.0,4,4,0,RSA,2.0,CHASE M,4 - 0,48,NZL,0:48
Action shot - Saved,12.0,4,4,0,RSA,2.0,WHITE K,4 - 0,21,RSA,0:21
Time-Out,,4,4,0,RSA,2.0,,4 - 0,20,NZL,0:20
20 sec. exclusion in centre,10.0,4,4,0,RSA,2.0,KILLEEN L,4 - 0,17,RSA,0:17
Extra player shot - Saved,3.0,4,4,0,RSA,2.0,PATTISON S,4 - 0,1,NZL,0:01
Starting goalkeeper,1.0,4,4,0,RSA,3.0,MILLAR B,4 - 0,480,NZL,8:00
Starting goalkeeper,1.0,4,4,0,RSA,3.0,THOMAS R,4 - 0,480,RSA,8:00
Sprint won possession,6.0,4,4,0,RSA,3.0,LANDRY S,4 - 0,480,NZL,8:00
Action shot - Blocked,2.0,4,4,0,RSA,3.0,LEWIS N,4 - 0,454,NZL,7:34
Turnover foul,12.0,4,4,0,RSA,3.0,WHITE K,4 - 0,426,RSA,7:06
Steal,8.0,4,4,0,RSA,3.0,LOPES DA SILVA C,4 - 0,426,NZL,7:06
5m shot - Blocked,2.0,4,4,0,RSA,3.0,LEWIS N,4 - 0,402,NZL,6:42
20 sec. exclusion in centre,12.0,4,4,0,RSA,3.0,MYLES J,4 - 0,395,NZL,6:35
Extra player shot - Goal,7.0,4,4,1,RSA,3.0,KAY K,4 - 1,377,RSA,6:17
Action shot - Saved,10.0,4,4,1,RSA,3.0,DANCE L,4 - 1,363,NZL,6:03
20 sec. exclusion in centre,7.0,4,4,1,RSA,3.0,CHASE M,4 - 1,361,NZL,6:01
Time-Out,,4,4,1,RSA,3.0,,4 - 1,361,RSA,6:01
Extra player shot - Missed,7.0,4,4,1,RSA,3.0,KAY K,4 - 1,340,RSA,5:40
5m shot - Saved,4.0,4,4,1,RSA,3.0,LEWIS D,4 - 1,316,NZL,5:16
Action shot - Goal,10.0,4,5,1,RSA,3.0,DANCE L,5 - 1,310,NZL,5:10
Turnover foul,7.0,4,5,1,RSA,3.0,KAY K,5 - 1,296,RSA,4:56
Steal,4.0,4,5,1,RSA,3.0,LEWIS D,5 - 1,296,NZL,4:56
Turnover foul,11.0,4,5,1,RSA,3.0,HUDSON K,5 - 1,267,NZL,4:27
Steal,5.0,4,5,1,RSA,3.0,SCHOOLING M,5 - 1,267,RSA,4:27
20 sec. exclusion in centre,11.0,4,5,1,RSA,3.0,HUDSON K,5 - 1,258,NZL,4:18
Centre shot - Goal,12.0,4,5,2,RSA,3.0,WHITE K,5 - 2,235,RSA,3:55
Turnover foul,10.0,4,5,2,RSA,3.0,DANCE L,5 - 2,209,NZL,3:29
20 sec. exclusion in centre,10.0,4,5,2,RSA,3.0,DANCE L,5 - 2,194,NZL,3:14
20 sec. exclusion in centre,7.0,4,5,2,RSA,3.0,CHASE M,5 - 2,176,NZL,2:56
Extra player shot - Goal,3.0,4,5,3,RSA,3.0,PALEY K,5 - 3,174,RSA,2:54
Time-Out,,4,5,3,RSA,3.0,,5 - 3,174,NZL,2:54
Action shot - Saved,12.0,4,5,3,RSA,3.0,MYLES J,5 - 3,156,NZL,2:36
20 sec. exclusion in centre,2.0,4,5,3,RSA,3.0,PARKES M,5 - 3,156,RSA,2:36
Exclusion with substitution,2.0,4,5,3,RSA,3.0,PARKES M,5 - 3,156,RSA,2:36
Extra player shot - Missed,2.0,4,5,3,RSA,3.0,LEWIS N,5 - 3,142,NZL,2:22
5m shot - Saved,4.0,4,5,3,RSA,3.0,VERSFELD R,5 - 3,111,RSA,1:51
Action shot - Blocked,4.0,4,5,3,RSA,3.0,LEWIS D,5 - 3,94,NZL,1:34
5m shot - Goal,12.0,4,6,3,RSA,3.0,MYLES J,6 - 3,86,NZL,1:26
Turnover foul,12.0,4,6,3,RSA,3.0,WHITE K,6 - 3,57,RSA,0:57
Turnover foul,7.0,4,6,3,RSA,3.0,CHASE M,6 - 3,35,NZL,0:35
Centre shot - Saved,2.0,4,6,3,RSA,3.0,LEWIS N,6 - 3,32,NZL,0:32
Centre shot - Goal,2.0,4,7,3,RSA,3.0,LEWIS N,7 - 3,31,NZL,0:31
Turnover foul,10.0,4,7,3,RSA,3.0,KILLEEN L,7 - 3,19,RSA,0:19
Steal,4.0,4,7,3,RSA,3.0,LEWIS D,7 - 3,19,NZL,0:19
20 sec. exclusion in centre,12.0,4,7,3,RSA,3.0,WHITE K,7 - 3,20,RSA,0:20
Extra player shot - Goal,4.0,4,8,3,RSA,3.0,LEWIS D,8 - 3,12,NZL,0:12
5m shot - Saved,3.0,4,8,3,RSA,3.0,PALEY K,8 - 3,0,RSA,0:00
Starting goalkeeper,1.0,4,8,3,RSA,4.0,MILLAR B,8 - 3,480,NZL,8:00
Starting goalkeeper,1.0,4,8,3,RSA,4.0,THOMAS R,8 - 3,480,RSA,8:00
Sprint won possession,11.0,4,8,3,RSA,4.0,O'HANLON D,8 - 3,480,RSA,8:00
Turnover foul,7.0,4,8,3,RSA,4.0,KAY K,8 - 3,465,RSA,7:45
Counter attack - Saved,10.0,4,8,3,RSA,4.0,DANCE L,8 - 3,458,NZL,7:38
Action shot - Saved,7.0,4,8,3,RSA,4.0,KAY K,8 - 3,444,RSA,7:24
Turnover foul,8.0,4,8,3,RSA,4.0,LOPES DA SILVA C,8 - 3,415,NZL,6:55
Turnover foul,3.0,4,8,3,RSA,4.0,PALEY K,8 - 3,399,RSA,6:39
Turnover foul,6.0,4,8,3,RSA,4.0,LANDRY S,8 - 3,380,NZL,6:20
5m shot - Goal,11.0,4,9,3,RSA,4.0,HUDSON K,9 - 3,322,NZL,5:22
Turnover foul,6.0,4,9,3,RSA,4.0,HALLENDORFF A,9 - 3,298,RSA,4:58
Steal,4.0,4,9,3,RSA,4.0,LEWIS D,9 - 3,298,NZL,4:58
Action shot - Goal,4.0,4,10,3,RSA,4.0,LEWIS D,10 - 3,280,NZL,4:40
20 sec. exclusion in centre,3.0,4,10,3,RSA,4.0,PATTISON S,10 - 3,256,NZL,4:16
Action shot - Saved,7.0,4,10,3,RSA,4.0,KAY K,10 - 3,234,RSA,3:54
Turnover foul,10.0,4,10,3,RSA,4.0,KILLEEN L,10 - 3,87,RSA,1:27
Steal,4.0,4,10,3,RSA,4.0,LEWIS D,10 - 3,87,NZL,1:27
Counter attack - Saved,4.0,4,10,3,RSA,4.0,LEWIS D,10 - 3,77,NZL,1:17
Action shot - Saved,7.0,4,10,3,RSA,4.0,KAY K,10 - 3,53,RSA,0:53
Time-Out,,4,10,3,RSA,4.0,,10 - 3,50,NZL,0:50
Action shot - Saved,8.0,4,10,3,RSA,4.0,LOPES DA SILVA C,10 - 3,37,NZL,0:37
20 sec. exclusion in centre,12.0,4,10,3,RSA,4.0,MYLES J,10 - 3,16,NZL,0:16
Extra player shot - Post,12.0,4,10,3,RSA,4.0,WHITE K,10 - 3,5,RSA,0:05
Starting goalkeeper,1.0,5,0,0,FRA,1.0,MILLAR B,0 - 0,480,NZL,8:00
Starting goalkeeper,1.0,5,0,0,FRA,1.0,DERENTY L,0 - 0,480,FRA,8:00
Sprint won possession,5.0,5,0,0,FRA,1.0,GUILLET L,0 - 0,480,FRA,8:00
Action shot - Goal,8.0,5,0,1,FRA,1.0,TARDY M,0 - 1,452,FRA,7:32
Action shot - Saved,2.0,5,0,1,FRA,1.0,LEWIS N,0 - 1,435,NZL,7:15
Action shot - Missed,2.0,5,0,1,FRA,1.0,MILLOT E,0 - 1,414,FRA,6:54
5m shot - Saved,6.0,5,0,1,FRA,1.0,LANDRY S,0 - 1,387,NZL,6:27
Action shot - Saved,12.0,5,0,1,FRA,1.0,MYLES J,0 - 1,375,NZL,6:15
5m shot - Saved,2.0,5,0,1,FRA,1.0,MILLOT E,0 - 1,345,FRA,5:45
5m shot - Blocked,12.0,5,0,1,FRA,1.0,MYLES J,0 - 1,318,NZL,5:18
5m shot - Blocked,12.0,5,0,1,FRA,1.0,JASKOVA M,0 - 1,287,FRA,4:47
5m shot - Saved,8.0,5,0,1,FRA,1.0,LOPES DA SILVA C,0 - 1,266,NZL,4:26
5m shot - Saved,3.0,5,0,1,FRA,1.0,BACHELIER L,0 - 1,236,FRA,3:56
20 sec. exclusion in centre,3.0,5,0,1,FRA,1.0,BACHELIER L,0 - 1,226,FRA,3:46
Extra player shot - Goal,12.0,5,1,1,FRA,1.0,MYLES J,1 - 1,207,NZL,3:27
20 sec. exclusion in field,4.0,5,1,1,FRA,1.0,LEWIS D,1 - 1,199,NZL,3:19
Action shot - Saved,2.0,5,1,1,FRA,1.0,MILLOT E,1 - 1,173,FRA,2:53
Turnover foul,3.0,5,1,1,FRA,1.0,BACHELIER L,1 - 1,155,FRA,2:35
Steal,12.0,5,1,1,FRA,1.0,MYLES J,1 - 1,155,NZL,2:35
5m shot - Missed,10.0,5,1,1,FRA,1.0,DANCE L,1 - 1,139,NZL,2:19
20 sec. exclusion in centre,9.0,5,1,1,FRA,1.0,STONEMAN E,1 - 1,126,NZL,2:06
Time-Out,,5,1,1,FRA,1.0,,1 - 1,126,FRA,2:06
Extra player shot - Blocked,2.0,5,1,1,FRA,1.0,MILLOT E,1 - 1,104,FRA,1:44
Action shot - Missed,10.0,5,1,1,FRA,1.0,DANCE L,1 - 1,82,NZL,1:22
5m shot - Saved,5.0,5,1,1,FRA,1.0,LEWIS S,1 - 1,66,NZL,1:06
Time-Out,,5,1,1,FRA,1.0,,1 - 1,66,NZL,1:06
5m shot - Post,12.0,5,1,1,FRA,1.0,MYLES J,1 - 1,53,NZL,0:53
5m shot - Goal,2.0,5,1,2,FRA,1.0,MILLOT E,1 - 2,27,FRA,0:27
Turnover foul,12.0,5,1,2,FRA,1.0,MYLES J,1 - 2,3,NZL,0:03
Steal,2.0,5,1,2,FRA,1.0,MILLOT E,1 - 2,3,FRA,0:03
5m shot - Saved,5.0,5,1,2,FRA,1.0,GUILLET L,1 - 2,0,FRA,0:00
Starting goalkeeper,1.0,5,1,2,FRA,2.0,MILLAR B,1 - 2,480,NZL,8:00
Starting goalkeeper,1.0,5,1,2,FRA,2.0,DERENTY L,1 - 2,480,FRA,8:00
Sprint won possession,4.0,5,1,2,FRA,2.0,LEWIS D,1 - 2,480,NZL,8:00
20 sec. exclusion in centre,3.0,5,1,2,FRA,2.0,BACHELIER L,1 - 2,458,FRA,7:38
Extra player shot - Goal,4.0,5,2,2,FRA,2.0,LEWIS D,2 - 2,449,NZL,7:29
Turnover foul,5.0,5,2,2,FRA,2.0,GUILLET L,2 - 2,410,FRA,6:50
Centre shot - Post,8.0,5,2,2,FRA,2.0,LOPES DA SILVA C,2 - 2,394,NZL,6:34
Turnover foul,8.0,5,2,2,FRA,2.0,TARDY M,2 - 2,372,FRA,6:12
Steal,1.0,5,2,2,FRA,2.0,MILLAR B,2 - 2,372,NZL,6:12
Turnover foul,7.0,5,2,2,FRA,2.0,CHASE M,2 - 2,343,NZL,5:43
Steal,8.0,5,2,2,FRA,2.0,TARDY M,2 - 2,343,FRA,5:43
5m shot - Missed,7.0,5,2,2,FRA,2.0,BARBIEUX M,2 - 2,320,FRA,5:20
5m shot - Post,9.0,5,2,2,FRA,2.0,STONEMAN E,2 - 2,291,NZL,4:51
Action shot - Goal,6.0,5,2,3,FRA,2.0,MAHIEU G,2 - 3,267,FRA,4:27
5m shot - Post,6.0,5,2,3,FRA,2.0,LANDRY S,2 - 3,243,NZL,4:03
Action shot - Goal,10.0,5,3,3,FRA,2.0,DANCE L,3 - 3,237,NZL,3:57
