Action,CAN,Cap,Game,Opponent,Opponent name,Period,Player,Score,Seconds,Team,Time,Result,Goal
Extra player shot,6,9.0,5,3,RSA,3.0,RADOJCIC D,6 - 3,401,CAN,6:41,Goal,1
Extra player shot,6,8.0,5,3,RSA,3.0,RODDA N,6 - 3,353,RSA,5:53,Post,0
Centre shot,6,4.0,5,3,RSA,3.0,CONSTANTIN-BICARI,6 - 3,333,CAN,5:33,Saved,0
5m shot,6,4.0,5,3,RSA,3.0,BADENHORST N,6 - 3,303,RSA,5:03,Saved,0
Counter attack,6,4.0,5,3,RSA,3.0,CONSTANTIN-BICARI,6 - 3,248,CAN,4:08,Saved,0
Action shot,6,4.0,5,3,RSA,3.0,CONSTANTIN-BICARI,6 - 3,193,CAN,3:13,Saved,0
Action shot,6,5.0,5,3,RSA,3.0,HALAJIAN M,6 - 3,174,CAN,2:54,Saved,0
Centre shot,6,4.0,5,3,RSA,3.0,CONSTANTIN-BICARI,6 - 3,155,CAN,2:35,Saved,0
Extra player shot,7,7.0,5,3,RSA,3.0,D'SOUZA R,7 - 3,131,CAN,2:11,Goal,1
Action shot,7,7.0,5,3,RSA,3.0,D'SOUZA R,7 - 3,51,CAN,0:51,Saved,0
Action shot,7,11.0,5,3,RSA,3.0,TORAKIS G,7 - 3,29,CAN,0:29,Saved,0
Extra player shot,7,9.0,5,4,RSA,3.0,WHYTE D,7 - 4,1,RSA,0:01,Goal,1
Extra player shot,7,8.0,5,4,RSA,4.0,LAPINS D,7 - 4,430,CAN,7:10,Post,0
Centre shot,8,4.0,5,4,RSA,4.0,CONSTANTIN-BICARI,8 - 4,418,CAN,6:58,Goal,1
Action shot,9,10.0,5,4,RSA,4.0,SOLEIMANIPAK A,9 - 4,372,CAN,6:12,Goal,1
Penalty shot,9,10.0,5,4,RSA,4.0,le ROUX P,9 - 4,347,RSA,5:47,Saved,0
Action shot,9,12.0,5,4,RSA,4.0,THUMWOOD D,9 - 4,322,CAN,5:22,Missed,0
Action shot,9,4.0,5,4,RSA,4.0,CONSTANTIN-BICARI,9 - 4,280,CAN,4:40,Missed,0
5m shot,9,11.0,5,4,RSA,4.0,TORAKIS G,9 - 4,140,CAN,2:20,Missed,0
Action shot,9,12.0,5,4,RSA,4.0,OLVER R,9 - 4,89,RSA,1:29,Saved,0
5m shot,9,5.0,5,4,RSA,4.0,HALAJIAN M,9 - 4,63,CAN,1:03,Missed,0
Centre shot,9,3.0,5,6,RSA,4.0,CARD D,9 - 6,47,RSA,0:47,Goal,1
5m shot,9,11.0,5,6,RSA,4.0,TORAKIS G,9 - 6,18,CAN,0:18,Missed,0
5m shot,9,5.0,5,6,RSA,4.0,BROWN C,9 - 6,3,RSA,0:03,Post,0
