Action,CAN,Cap,Game,Opponent,Opponent name,Period,Player,Score,Seconds,Team,Time
Action shot - Saved,2,9.0,2,2,KAZ,2.0,UKUMANOV R,2 - 2,451,KAZ,7:31
Turnover foul,2,12.0,2,2,KAZ,2.0,THUMWOOD D,2 - 2,435,CAN,7:15
Steal,2,13.0,2,2,KAZ,2.0,SHLEMOV V,2 - 2,435,KAZ,7:15
Goalkeeper substitution,2,1.0,2,2,KAZ,2.0,RADENOVIC M,2 - 2,408,CAN,6:48
Turnover foul,2,2.0,2,2,KAZ,2.0,MEDVEDEV Y,2 - 2,407,KAZ,6:47
Centre shot - Goal,3,4.0,2,2,KAZ,2.0,CONSTANTIN-BICARI,3 - 2,387,CAN,6:27
20 sec. exclusion in centre,3,9.0,2,2,KAZ,2.0,RADOJCIC D,3 - 2,365,CAN,6:05
Extra player shot - Post,3,7.0,2,2,KAZ,2.0,SHAKENOV M,3 - 2,347,KAZ,5:47
Action shot - Missed,3,4.0,2,2,KAZ,2.0,PILIPENKO R,3 - 2,324,KAZ,5:24
Action shot - Missed,3,10.0,2,2,KAZ,2.0,SOLEIMANIPAK A,3 - 2,300,CAN,5:00
Centre shot - Goal,3,10.0,2,3,KAZ,2.0,RUDAY M,3 - 3,274,KAZ,4:34
Turnover foul,3,3.0,2,3,KAZ,2.0,BLANCHARD J,3 - 3,246,CAN,4:06
Steal,3,6.0,2,3,KAZ,2.0,SHMIDER A,3 - 3,246,KAZ,4:06
Action shot - Blocked,3,9.0,2,3,KAZ,2.0,UKUMANOV R,3 - 3,219,KAZ,3:39
20 sec. exclusion in field,3,9.0,2,3,KAZ,2.0,UKUMANOV R,3 - 3,199,KAZ,3:19
Time-Out,3,,2,3,KAZ,2.0,,3 - 3,199,CAN,3:19
Action shot - Saved,3,8.0,2,3,KAZ,2.0,LAPINS D,3 - 3,178,CAN,2:58
20 sec. exclusion in centre,3,11.0,2,3,KAZ,2.0,TORAKIS G,3 - 3,154,CAN,2:34
Time-Out,3,,2,3,KAZ,2.0,,3 - 3,154,KAZ,2:34
Extra player shot - Goal,3,2.0,2,4,KAZ,2.0,MEDVEDEV Y,3 - 4,134,KAZ,2:14
Centre shot - Saved,3,4.0,2,4,KAZ,2.0,CONSTANTIN-BICARI,3 - 4,104,CAN,1:44
5m shot - Missed,3,7.0,2,4,KAZ,2.0,D'SOUZA R,3 - 4,90,CAN,1:30
5m shot - Goal,3,9.0,2,5,KAZ,2.0,UKUMANOV R,3 - 5,67,KAZ,1:07
Centre shot - Goal,8,9.0,2,10,KAZ,4.0,UKUMANOV R,8 - 10,136,KAZ,2:16
20 sec. exclusion in centre,8,12.0,2,10,KAZ,4.0,TURLYKHANOV B,8 - 10,116,KAZ,1:56
Exclusion with substitution,8,12.0,2,10,KAZ,4.0,TURLYKHANOV B,8 - 10,116,KAZ,1:56
Action shot - Goal,9,6.0,2,10,KAZ,4.0,ROBINSON S,9 - 10,98,CAN,1:38
Turnover foul,9,2.0,2,10,KAZ,4.0,MEDVEDEV Y,9 - 10,67,KAZ,1:07
Steal,9,4.0,2,10,KAZ,4.0,CONSTANTIN-BICARI,9 - 10,67,CAN,1:07
Action shot - Goal,4,12.0,2,5,KAZ,2.0,THUMWOOD D,4 - 5,44,CAN,0:44
Action shot - Blocked,4,6.0,2,5,KAZ,2.0,SHMIDER A,4 - 5,14,KAZ,0:14
Penalty foul,4,12.0,2,5,KAZ,2.0,TURLYKHANOV B,4 - 5,3,KAZ,0:03
Penalty shot - Goal,5,12.0,2,5,KAZ,2.0,THUMWOOD D,5 - 5,3,CAN,0:03
Starting goalkeeper,5,1.0,2,5,KAZ,3.0,RADENOVIC M,5 - 5,480,CAN,8:00
Starting goalkeeper,5,13.0,2,5,KAZ,3.0,SHLEMOV V,5 - 5,480,KAZ,8:00
Sprint won possession,5,2.0,2,5,KAZ,3.0,MEDVEDEV Y,5 - 5,480,KAZ,8:00
Action shot - Blocked,5,6.0,2,5,KAZ,3.0,SHMIDER A,5 - 5,456,KAZ,7:36
Turnover foul,5,4.0,2,5,KAZ,3.0,CONSTANTIN-BICARI,5 - 5,437,CAN,7:17
5m shot - Saved,5,9.0,2,5,KAZ,3.0,UKUMANOV R,5 - 5,409,KAZ,6:49
Turnover foul,5,11.0,2,5,KAZ,3.0,MANAFOV R,5 - 5,384,KAZ,6:24
Steal,5,6.0,2,5,KAZ,3.0,ROBINSON S,5 - 5,384,CAN,6:24
Centre shot - Goal,6,4.0,2,5,KAZ,3.0,CONSTANTIN-BICARI,6 - 5,362,CAN,6:02
20 sec. exclusion in field,6,5.0,2,5,KAZ,3.0,HALAJIAN M,6 - 5,349,CAN,5:49
Action shot - Goal,6,2.0,2,6,KAZ,3.0,MEDVEDEV Y,6 - 6,321,KAZ,5:21
20 sec. exclusion in centre,6,12.0,2,6,KAZ,3.0,TURLYKHANOV B,6 - 6,305,KAZ,5:05
Extra player shot - Goal,7,4.0,2,6,KAZ,3.0,CONSTANTIN-BICARI,7 - 6,290,CAN,4:50
Turnover foul,7,10.0,2,6,KAZ,3.0,RUDAY M,7 - 6,270,KAZ,4:30
Steal,7,9.0,2,6,KAZ,3.0,RADOJCIC D,7 - 6,270,CAN,4:30
Turnover foul,7,7.0,2,6,KAZ,3.0,D'SOUZA R,7 - 6,250,CAN,4:10
Steal,7,13.0,2,6,KAZ,3.0,SHLEMOV V,7 - 6,250,KAZ,4:10
Time-Out,7,,2,6,KAZ,3.0,,7 - 6,250,KAZ,4:10
Turnover foul,7,4.0,2,6,KAZ,3.0,PILIPENKO R,7 - 6,233,KAZ,3:53
Steal,7,4.0,2,6,KAZ,3.0,CONSTANTIN-BICARI,7 - 6,233,CAN,3:53
5m shot - Missed,7,4.0,2,6,KAZ,3.0,CONSTANTIN-BICARI,7 - 6,206,CAN,3:26
5m shot - Goal,7,2.0,2,7,KAZ,3.0,MEDVEDEV Y,7 - 7,179,KAZ,2:59
5m shot - Post,7,2.0,2,7,KAZ,3.0,PATTERSON G,7 - 7,150,CAN,2:30
Turnover foul,7,7.0,2,7,KAZ,3.0,SHAKENOV M,7 - 7,120,KAZ,2:00
Time-Out,7,,2,7,KAZ,3.0,,7 - 7,120,CAN,2:00
Turnover foul,7,12.0,2,7,KAZ,3.0,THUMWOOD D,7 - 7,104,CAN,1:44
20 sec. exclusion in field,7,12.0,2,7,KAZ,3.0,THUMWOOD D,7 - 7,104,CAN,1:44
Action shot - Post,7,8.0,2,7,KAZ,3.0,VERDESH Y,7 - 7,78,KAZ,1:18
Action shot - Goal,8,12.0,2,7,KAZ,3.0,THUMWOOD D,8 - 7,72,CAN,1:12
20 sec. exclusion in centre,8,9.0,2,7,KAZ,3.0,RADOJCIC D,8 - 7,49,CAN,0:49
Extra player shot - Missed,8,7.0,2,7,KAZ,3.0,SHAKENOV M,8 - 7,35,KAZ,0:35
Turnover foul,8,11.0,2,7,KAZ,3.0,TORAKIS G,8 - 7,8,CAN,0:08
Steal,8,9.0,2,7,KAZ,3.0,UKUMANOV R,8 - 7,8,KAZ,0:08
Starting goalkeeper,8,1.0,2,7,KAZ,4.0,RADENOVIC M,8 - 7,480,CAN,8:00
Starting goalkeeper,8,13.0,2,7,KAZ,4.0,SHLEMOV V,8 - 7,480,KAZ,8:00
Sprint won possession,8,12.0,2,7,KAZ,4.0,TURLYKHANOV B,8 - 7,480,KAZ,8:00
Action shot - Goal,8,12.0,2,8,KAZ,4.0,TURLYKHANOV B,8 - 8,464,KAZ,7:44
Action shot - Post,8,6.0,2,8,KAZ,4.0,ROBINSON S,8 - 8,442,CAN,7:22
Action shot - Goal,8,9.0,2,9,KAZ,4.0,UKUMANOV R,8 - 9,417,KAZ,6:57
20 sec. exclusion in centre,8,4.0,2,9,KAZ,4.0,PILIPENKO R,8 - 9,401,KAZ,6:41
Extra player shot - Post,8,12.0,2,9,KAZ,4.0,THUMWOOD D,8 - 9,394,CAN,6:34
5m shot - Blocked,8,12.0,2,9,KAZ,4.0,THUMWOOD D,8 - 9,384,CAN,6:24
Turnover foul,8,12.0,2,9,KAZ,4.0,TURLYKHANOV B,8 - 9,356,KAZ,5:56
Turnover foul,8,4.0,2,9,KAZ,4.0,CONSTANTIN-BICARI,8 - 9,333,CAN,5:33
Steal,8,13.0,2,9,KAZ,4.0,SHLEMOV V,8 - 9,333,KAZ,5:33
5m shot - Missed,8,9.0,2,9,KAZ,4.0,UKUMANOV R,8 - 9,306,KAZ,5:06
Action shot - Missed,8,7.0,2,9,KAZ,4.0,D'SOUZA R,8 - 9,282,CAN,4:42
5m shot - Missed,8,7.0,2,9,KAZ,4.0,SHAKENOV M,8 - 9,252,KAZ,4:12
Double exclusion,8,7.0,2,9,KAZ,4.0,D'SOUZA R,8 - 9,242,CAN,4:02
Double exclusion,8,6.0,2,9,KAZ,4.0,SHMIDER A,8 - 9,242,KAZ,4:02
5m shot - Saved,8,10.0,2,9,KAZ,4.0,SOLEIMANIPAK A,8 - 9,220,CAN,3:40
Turnover foul,8,4.0,2,9,KAZ,4.0,CONSTANTIN-BICARI,8 - 9,207,CAN,3:27
5m shot - Blocked,8,4.0,2,9,KAZ,4.0,PILIPENKO R,8 - 9,189,KAZ,3:09
20 sec. exclusion in centre,8,4.0,2,9,KAZ,4.0,PILIPENKO R,8 - 9,169,KAZ,2:49
Exclusion with substitution,8,4.0,2,9,KAZ,4.0,PILIPENKO R,8 - 9,169,KAZ,2:49
Time-Out,8,,2,9,KAZ,4.0,,8 - 9,169,CAN,2:49
Extra player shot - Missed,8,5.0,2,9,KAZ,4.0,HALAJIAN M,8 - 9,150,CAN,2:30
Action shot - Saved,8,4.0,2,9,KAZ,4.0,CONSTANTIN-BICARI,8 - 9,53,CAN,0:53
Turnover foul,8,9.0,2,9,KAZ,4.0,UKUMANOV R,8 - 9,30,KAZ,0:30
Steal,8,12.0,2,9,KAZ,4.0,THUMWOOD D,8 - 9,30,CAN,0:30
Turnover foul,8,4.0,2,9,KAZ,4.0,CONSTANTIN-BICARI,8 - 9,12,CAN,0:12
Steal,8,2.0,2,9,KAZ,4.0,MEDVEDEV Y,8 - 9,12,KAZ,0:12
Time-Out,8,,2,9,KAZ,4.0,,8 - 9,10,KAZ,0:10
Starting goalkeeper,0,1.0,3,0,BRA,1.0,SORO S,0 - 0,480,BRA,8:00
Starting goalkeeper,0,1.0,3,0,BRA,1.0,RADENOVIC M,0 - 0,480,CAN,8:00
Sprint won possession,0,5.0,3,0,BRA,1.0,HALAJIAN M,0 - 0,480,CAN,8:00
Turnover foul,0,12.0,3,0,BRA,1.0,THUMWOOD D,0 - 0,454,CAN,7:34
Turnover foul,0,7.0,3,0,BRA,1.0,STELLET P,0 - 0,425,BRA,7:05
Steal,0,5.0,3,0,BRA,1.0,HALAJIAN M,0 - 0,425,CAN,7:05
5m shot - Missed,0,11.0,3,0,BRA,1.0,TORAKIS G,0 - 0,403,CAN,6:43
5m shot - Missed,0,9.0,3,0,BRA,1.0,ROCHA B,0 - 0,375,BRA,6:15
20 sec. exclusion in centre,0,7.0,3,0,BRA,1.0,STELLET P,0 - 0,355,BRA,5:55
Extra player shot - Saved,0,6.0,3,0,BRA,1.0,ROBINSON S,0 - 0,336,CAN,5:36
20 sec. exclusion in field,0,7.0,3,0,BRA,1.0,D'SOUZA R,0 - 0,314,CAN,5:14
Extra player shot - Goal,0,12.0,3,1,BRA,1.0,FREITAS R,1 - 0,294,BRA,4:54
Action shot - Post,0,12.0,3,1,BRA,1.0,THUMWOOD D,1 - 0,271,CAN,4:31
Centre shot - Goal,1,4.0,3,1,BRA,1.0,CONSTANTIN-BICARI,1 - 1,269,CAN,4:29
5m shot - Missed,1,11.0,3,1,BRA,1.0,GUIMARAES G,1 - 1,242,BRA,4:02
Turnover foul,1,3.0,3,1,BRA,1.0,BLANCHARD J,1 - 1,215,CAN,3:35
Steal,1,8.0,3,1,BRA,1.0,STELLET M,1 - 1,215,BRA,3:35
