Action,CAN,Cap,Game,Opponent,Opponent name,Period,Player,Score,Seconds,Team,Time,Result,Goal
Action shot,2,12.0,1,4,ITA,3.0,FOURNIER S,4 - 2,264,CAN,4:24,Saved,0
Action shot,2,9.0,1,4,ITA,3.0,McKELVEY H,4 - 2,237,CAN,3:57,Saved,0
Action shot,2,8.0,1,5,ITA,3.0,BIANCONI R,5 - 2,213,ITA,3:33,Goal,1
Centre shot,2,2.0,1,5,ITA,3.0,ALOGBO K,5 - 2,179,CAN,2:59,Saved,0
Action shot,2,6.0,1,5,ITA,3.0,AIELLO R,5 - 2,167,ITA,2:47,Missed,0
Extra player shot,2,4.0,1,5,ITA,3.0,WRIGHT E,5 - 2,138,CAN,2:18,Saved,0
Action shot,2,2.0,1,5,ITA,3.0,TABANI C,5 - 2,109,ITA,1:49,Saved,0
Action shot,2,2.0,1,5,ITA,3.0,ALOGBO K,5 - 2,80,CAN,1:20,Saved,0
Action shot,2,7.0,1,6,ITA,3.0,PICOZZI D,6 - 2,59,ITA,0:59,Goal,1
Action shot,2,7.0,1,6,ITA,3.0,BEKHAZI J,6 - 2,37,CAN,0:37,Saved,0
Action shot,2,12.0,1,6,ITA,3.0,DARIO S,6 - 2,10,ITA,0:10,Saved,0
Action shot,2,5.0,1,6,ITA,3.0,EGGENS M,6 - 2,1,CAN,0:01,Saved,0
Extra player shot,3,11.0,1,6,ITA,4.0,McKEE K,6 - 3,449,CAN,7:29,Goal,1
Action shot,3,3.0,1,6,ITA,4.0,GARIBOTTI A,6 - 3,429,ITA,7:09,Saved,0
Action shot,3,3.0,1,6,ITA,4.0,CREVIER A,6 - 3,389,CAN,6:29,Saved,0
Action shot,3,8.0,1,7,ITA,4.0,BIANCONI R,7 - 3,363,ITA,6:03,Goal,1
Action shot,3,8.0,1,7,ITA,4.0,BIANCONI R,7 - 3,319,ITA,5:19,Blocked,0
Penalty shot,3,6.0,1,8,ITA,4.0,AIELLO R,8 - 3,295,ITA,4:55,Goal,1
Action shot,4,5.0,1,8,ITA,4.0,EGGENS M,8 - 4,276,CAN,4:36,Goal,1
Action shot,4,3.0,1,9,ITA,4.0,GARIBOTTI A,9 - 4,253,ITA,4:13,Goal,1
Extra player shot,4,3.0,1,9,ITA,4.0,GARIBOTTI A,9 - 4,211,ITA,3:31,Saved,0
Action shot,4,5.0,1,9,ITA,4.0,EGGENS M,9 - 4,206,CAN,3:26,Post,0
Action shot,4,10.0,1,9,ITA,4.0,ROBINSON C,9 - 4,152,CAN,2:32,Saved,0
Action shot,4,4.0,1,9,ITA,4.0,WRIGHT E,9 - 4,130,CAN,2:10,Blocked,0
Action shot,4,10.0,1,9,ITA,4.0,PALMIERI V,9 - 4,79,ITA,1:19,Saved,0
Action shot,4,7.0,1,9,ITA,4.0,BEKHAZI J,9 - 4,62,CAN,1:02,Missed,0
Extra player shot,4,11.0,1,10,ITA,4.0,COTTI A,10 - 4,35,ITA,0:35,Goal,1
Action shot,4,5.0,1,10,ITA,4.0,EGGENS M,10 - 4,5,CAN,0:05,Blocked,0
5m shot,0,5.0,2,0,CHN,1.0,EGGENS M,0 - 0,428,CAN,7:08,Post,0
5m shot,0,5.0,2,0,CHN,1.0,NIU G,0 - 0,407,CHN,6:47,Saved,0
5m shot,0,6.0,2,0,CHN,1.0,GUO N,0 - 0,352,CHN,5:52,Blocked,0
Action shot,0,4.0,2,0,CHN,1.0,WRIGHT E,0 - 0,334,CAN,5:34,Saved,0
Centre shot,0,9.0,2,0,CHN,1.0,ZHAO Z,0 - 0,320,CHN,5:20,Post,0
Action shot,0,7.0,2,0,CHN,1.0,BEKHAZI J,0 - 0,296,CAN,4:56,Saved,0
Action shot,0,9.0,2,0,CHN,1.0,ZHAO Z,0 - 0,220,CHN,3:40,Missed,0
Action shot,0,4.0,2,0,CHN,1.0,WRIGHT E,0 - 0,201,CAN,3:21,Saved,0
Action shot,0,5.0,2,0,CHN,1.0,EGGENS M,0 - 0,151,CAN,2:31,Saved,0
Centre shot,0,3.0,2,0,CHN,1.0,MEI X,0 - 0,127,CHN,2:07,Saved,0
Action shot,0,7.0,2,0,CHN,1.0,BEKHAZI J,0 - 0,104,CAN,1:44,Post,0
Counter attack,0,4.0,2,1,CHN,1.0,XIONG D,1 - 0,94,CHN,1:34,Goal,1
5m shot,1,5.0,2,1,CHN,1.0,EGGENS M,1 - 1,73,CAN,1:13,Goal,1
Action shot,1,12.0,2,1,CHN,1.0,ZHANG J,1 - 1,48,CHN,0:48,Saved,0
5m shot,1,3.0,2,1,CHN,1.0,CREVIER A,1 - 1,19,CAN,0:19,Blocked,0
Centre shot,1,4.0,2,1,CHN,1.0,XIONG D,1 - 1,3,CHN,0:03,Saved,0
Action shot,1,5.0,2,1,CHN,2.0,NIU G,1 - 1,451,CHN,7:31,Missed,0
Action shot,1,5.0,2,1,CHN,2.0,EGGENS M,1 - 1,437,CAN,7:17,Missed,0
Extra player shot,1,5.0,2,2,CHN,2.0,NIU G,2 - 1,418,CHN,6:58,Goal,1
Action shot,1,6.0,2,2,CHN,2.0,CHRISTMAS K,2 - 1,396,CAN,6:36,Saved,0
Extra player shot,2,5.0,2,2,CHN,2.0,EGGENS M,2 - 2,361,CAN,6:01,Goal,1
Action shot,2,9.0,2,2,CHN,2.0,McKELVEY H,2 - 2,321,CAN,5:21,Saved,0
Extra player shot,2,4.0,2,3,CHN,2.0,XIONG D,3 - 2,283,CHN,4:43,Goal,1
5m shot,2,7.0,2,3,CHN,2.0,BEKHAZI J,3 - 2,257,CAN,4:17,Saved,0
Action shot,2,5.0,2,3,CHN,2.0,EGGENS M,3 - 2,192,CAN,3:12,Saved,0
5m shot,3,12.0,2,3,CHN,2.0,FOURNIER S,3 - 3,174,CAN,2:54,Goal,1
5m shot,3,2.0,2,3,CHN,2.0,BI Y,3 - 3,148,CHN,2:28,Missed,0
Action shot,3,3.0,2,3,CHN,2.0,CREVIER A,3 - 3,130,CAN,2:10,Saved,0
5m shot,3,8.0,2,4,CHN,2.0,ZHANG C,4 - 3,108,CHN,1:48,Goal,1
Action shot,3,4.0,2,4,CHN,2.0,WRIGHT E,4 - 3,81,CAN,1:21,Saved,0
5m shot,3,8.0,2,4,CHN,2.0,ZHANG C,4 - 3,53,CHN,0:53,Missed,0
Centre shot,3,11.0,2,5,CHN,2.0,CHEN X,5 - 3,21,CHN,0:21,Goal,1
5m shot,3,11.0,2,5,CHN,2.0,McKEE K,5 - 3,3,CAN,0:03,Saved,0
Extra player shot,3,10.0,2,5,CHN,3.0,ROBINSON C,5 - 3,420,CAN,7:00,Saved,0
Action shot,4,9.0,2,5,CHN,3.0,McKELVEY H,5 - 4,401,CAN,6:41,Goal,1
Action shot,5,9.0,2,5,CHN,3.0,McKELVEY H,5 - 5,358,CAN,5:58,Goal,1
5m shot,5,10.0,2,5,CHN,3.0,ZHANG D,5 - 5,328,CHN,5:28,Saved,0
Extra player shot,6,4.0,2,5,CHN,3.0,WRIGHT E,5 - 6,302,CAN,5:02,Goal,1
Extra player shot,6,2.0,2,5,CHN,3.0,ALOGBO K,5 - 6,257,CAN,4:17,Blocked,0
Action shot,6,5.0,2,5,CHN,3.0,EGGENS M,5 - 6,246,CAN,4:06,Missed,0
Action shot,6,5.0,2,5,CHN,3.0,NIU G,5 - 6,204,CHN,3:24,Saved,0
5m shot,6,6.0,2,5,CHN,3.0,GUO N,5 - 6,172,CHN,2:52,Saved,0
Action shot,7,12.0,2,5,CHN,3.0,FOURNIER S,5 - 7,131,CAN,2:11,Goal,1
5m shot,7,9.0,2,5,CHN,3.0,ZHAO Z,5 - 7,100,CHN,1:40,Blocked,0
Penalty shot,8,4.0,2,5,CHN,3.0,WRIGHT E,5 - 8,86,CAN,1:26,Goal,1
Action shot,8,8.0,2,5,CHN,3.0,ZHANG C,5 - 8,41,CHN,0:41,Saved,0
Action shot,8,12.0,2,5,CHN,3.0,FOURNIER S,5 - 8,16,CAN,0:16,Missed,0
Action shot,8,8.0,2,5,CHN,4.0,ZHANG C,5 - 8,450,CHN,7:30,Saved,0
5m shot,8,5.0,2,5,CHN,4.0,EGGENS M,5 - 8,432,CAN,7:12,Blocked,0
Action shot,8,3.0,2,5,CHN,4.0,MEI X,5 - 8,406,CHN,6:46,Saved,0
Action shot,8,9.0,2,5,CHN,4.0,McKELVEY H,5 - 8,368,CAN,6:08,Post,0
5m shot,8,12.0,2,5,CHN,4.0,FOURNIER S,5 - 8,272,CAN,4:32,Missed,0
5m shot,8,9.0,2,5,CHN,4.0,ZHAO Z,5 - 8,256,CHN,4:16,Blocked,0
Action shot,8,6.0,2,5,CHN,4.0,CHRISTMAS K,5 - 8,233,CAN,3:53,Post,0
Action shot,8,8.0,2,5,CHN,4.0,ZHANG C,5 - 8,210,CHN,3:30,Saved,0
Extra player shot,8,4.0,2,5,CHN,4.0,WRIGHT E,5 - 8,182,CAN,3:02,Post,0
Extra player shot,8,12.0,2,6,CHN,4.0,ZHANG J,6 - 8,152,CHN,2:32,Goal,1
Extra player shot,8,12.0,2,7,CHN,4.0,ZHANG J,7 - 8,107,CHN,1:47,Goal,1
Centre shot,8,4.0,2,7,CHN,4.0,WRIGHT E,7 - 8,90,CAN,1:30,Missed,0
Action shot,8,10.0,2,7,CHN,4.0,ZHANG D,7 - 8,75,CHN,1:15,Blocked,0
Action shot,8,12.0,2,7,CHN,4.0,ZHANG J,7 - 8,15,CHN,0:15,Blocked,0
Action shot,8,10.0,2,8,CHN,4.0,ZHANG D,8 - 8,8,CHN,0:08,Goal,1
Centre shot,9,10.0,2,8,CHN,4.0,ROBINSON C,8 - 9,1,CAN,0:01,Goal,1
Penalty shot,1,4.0,3,0,BRA,1.0,WRIGHT E,0 - 1,431,CAN,7:11,Goal,1
Counter attack,2,5.0,3,0,BRA,1.0,EGGENS M,0 - 2,406,CAN,6:46,Goal,1
5m shot,2,2.0,3,0,BRA,1.0,ABLA D,0 - 2,387,BRA,6:27,Missed,0
Extra player shot,2,9.0,3,0,BRA,1.0,McKELVEY H,0 - 2,358,CAN,5:58,Post,0
Action shot,2,9.0,3,1,BRA,1.0,DIAS M,1 - 2,285,BRA,4:45,Goal,1
Action shot,2,2.0,3,2,BRA,1.0,ABLA D,2 - 2,262,BRA,4:22,Goal,1
Extra player shot,3,6.0,3,2,BRA,1.0,CHRISTMAS K,2 - 3,232,CAN,3:52,Goal,1
5m shot,3,2.0,3,2,BRA,1.0,ABLA D,2 - 3,208,BRA,3:28,Saved,0
5m shot,3,11.0,3,2,BRA,1.0,DUARTE M,2 - 3,185,BRA,3:05,Missed,0
Action shot,3,9.0,3,2,BRA,1.0,McKELVEY H,2 - 3,169,CAN,2:49,Saved,0
Action shot,3,4.0,3,2,BRA,1.0,WRIGHT E,2 - 3,118,CAN,1:58,Blocked,0
5m shot,4,6.0,3,2,BRA,1.0,CHRISTMAS K,2 - 4,106,CAN,1:46,Goal,1
Extra player shot,4,10.0,3,2,BRA,1.0,BAHIA V,2 - 4,61,BRA,1:01,Blocked,0
5m shot,4,3.0,3,2,BRA,1.0,CREVIER A,2 - 4,38,CAN,0:38,Post,0
Action shot,4,5.0,3,2,BRA,1.0,EGGENS M,2 - 4,10,CAN,0:10,Missed,0
5m shot,4,1.0,3,2,BRA,1.0,CHAMORRO V,2 - 4,1,BRA,0:01,Missed,0
Action shot,4,2.0,3,2,BRA,2.0,ABLA D,2 - 4,427,BRA,7:07,Blocked,0
Action shot,4,4.0,3,2,BRA,2.0,WRIGHT E,2 - 4,405,CAN,6:45,Saved,0
5m shot,4,10.0,3,2,BRA,2.0,BAHIA V,2 - 4,383,BRA,6:23,Post,0
Penalty shot,4,4.0,3,2,BRA,2.0,WRIGHT E,2 - 4,365,CAN,6:05,Saved,0
5m shot,4,9.0,3,2,BRA,2.0,McKELVEY H,2 - 4,338,CAN,5:38,Saved,0
Action shot,5,7.0,3,2,BRA,2.0,BEKHAZI J,2 - 5,329,CAN,5:29,Goal,1
Counter attack,5,12.0,3,2,BRA,2.0,FOURNIER S,2 - 5,295,CAN,4:55,Saved,0
Action shot,6,6.0,3,2,BRA,2.0,CHRISTMAS K,2 - 6,286,CAN,4:46,Goal,1
Extra player shot,6,11.0,3,3,BRA,2.0,DUARTE M,3 - 6,265,BRA,4:25,Goal,1
Action shot,7,2.0,3,3,BRA,2.0,ALOGBO K,3 - 7,245,CAN,4:05,Goal,1
Extra player shot,7,8.0,3,3,BRA,2.0,BRUZZO M,3 - 7,211,BRA,3:31,Saved,0
5m shot,8,6.0,3,3,BRA,2.0,CHRISTMAS K,3 - 8,183,CAN,3:03,Goal,1
Action shot,8,7.0,3,4,BRA,2.0,FERREIRA S,4 - 8,157,BRA,2:37,Goal,1
5m shot,8,10.0,3,4,BRA,2.0,ROBINSON C,4 - 8,135,CAN,2:15,Post,0
Action shot,8,3.0,3,4,BRA,4.0,CREVIER A,4 - 8,71,CAN,1:11,Post,0
Action shot,8,8.0,3,4,BRA,2.0,LEMAY-LAVOIE E,4 - 8,39,CAN,0:39,Post,0
Extra player shot,8,10.0,3,4,BRA,2.0,BAHIA V,4 - 8,1,BRA,0:01,Post,0
Action shot,9,12.0,3,4,BRA,3.0,FOURNIER S,4 - 9,445,CAN,7:25,Goal,1
5m shot,9,2.0,3,4,BRA,3.0,ABLA D,4 - 9,418,BRA,6:58,Saved,0
5m shot,10,9.0,3,4,BRA,3.0,McKELVEY H,4 - 10,393,CAN,6:33,Goal,1
Penalty shot,10,9.0,3,4,BRA,3.0,DIAS M,4 - 10,377,BRA,6:17,Saved,0
Action shot,10,7.0,3,5,BRA,3.0,FERREIRA S,5 - 10,371,BRA,6:11,Goal,1
5m shot,11,12.0,3,5,BRA,3.0,FOURNIER S,5 - 11,351,CAN,5:51,Goal,1
5m shot,11,12.0,3,5,BRA,3.0,BELORIO L,5 - 11,329,BRA,5:29,Saved,0
5m shot,11,9.0,3,5,BRA,3.0,DIAS M,5 - 11,304,BRA,5:04,Saved,0
5m shot,12,12.0,3,5,BRA,3.0,FOURNIER S,5 - 12,278,CAN,4:38,Goal,1
Action shot,12,10.0,3,5,BRA,3.0,BAHIA V,5 - 12,249,BRA,4:09,Blocked,0
Action shot,12,9.0,3,5,BRA,3.0,DIAS M,5 - 12,234,BRA,3:54,Blocked,0
5m shot,12,3.0,3,5,BRA,3.0,CREVIER A,5 - 12,204,CAN,3:24,Post,0
Action shot,12,11.0,3,5,BRA,3.0,DUARTE M,5 - 12,174,BRA,2:54,Saved,0
Extra player shot,12,12.0,3,5,BRA,3.0,FOURNIER S,5 - 12,154,CAN,2:34,Missed,0
5m shot,12,3.0,3,5,BRA,3.0,ZABLITH M,5 - 12,121,BRA,2:01,Blocked,0
5m shot,12,4.0,3,5,BRA,3.0,WRIGHT E,5 - 12,99,CAN,1:39,Post,0
5m shot,12,3.0,3,5,BRA,4.0,ZABLITH M,5 - 12,451,BRA,7:31,Blocked,0
Action shot,13,9.0,3,5,BRA,4.0,McKELVEY H,5 - 13,430,CAN,7:10,Goal,1
5m shot,13,3.0,3,5,BRA,4.0,ZABLITH M,5 - 13,360,BRA,6:00,Blocked,0
5m shot,13,9.0,3,5,BRA,4.0,McKELVEY H,5 - 13,334,CAN,5:34,Saved,0
5m shot,13,9.0,3,5,BRA,4.0,DIAS M,5 - 13,305,BRA,5:05,Saved,0
5m shot,13,9.0,3,5,BRA,4.0,DIAS M,5 - 13,290,BRA,4:50,Post,0
Counter attack,14,6.0,3,5,BRA,4.0,CHRISTMAS K,5 - 14,276,CAN,4:36,Goal,1
5m shot,14,2.0,3,5,BRA,4.0,ABLA D,5 - 14,252,BRA,4:12,Missed,0
5m shot,14,3.0,3,5,BRA,4.0,CREVIER A,5 - 14,232,CAN,3:52,Saved,0
5m shot,14,10.0,3,5,BRA,4.0,BAHIA V,5 - 14,206,BRA,3:26,Saved,0
5m shot,14,2.0,3,5,BRA,4.0,ABLA D,5 - 14,184,BRA,3:04,Blocked,0
Action shot,15,8.0,3,5,BRA,4.0,LEMAY-LAVOIE E,5 - 15,154,CAN,2:34,Goal,1
Action shot,15,3.0,3,5,BRA,4.0,CREVIER A,5 - 15,105,CAN,1:45,Missed,0
Counter attack,16,8.0,3,5,BRA,4.0,LEMAY-LAVOIE E,5 - 16,32,CAN,0:32,Goal,1
Action shot,16,7.0,3,6,BRA,4.0,FERREIRA S,6 - 16,1,BRA,0:01,Goal,1
Centre shot,0,10.0,4,0,NZL,1.0,ROBINSON C,0 - 0,451,CAN,7:31,Saved,0
Centre shot,1,4.0,4,0,NZL,1.0,WRIGHT E,1 - 0,398,CAN,6:38,Goal,1
Action shot,1,11.0,4,0,NZL,1.0,HUDSON K,1 - 0,368,NZL,6:08,Saved,0
Extra player shot,2,7.0,4,0,NZL,1.0,BEKHAZI J,2 - 0,336,CAN,5:36,Goal,1
5m shot,2,3.0,4,0,NZL,1.0,MASON K,2 - 0,312,NZL,5:12,Blocked,0
5m shot,2,4.0,4,0,NZL,1.0,WRIGHT E,2 - 0,284,CAN,4:44,Missed,0
5m shot,2,12.0,4,0,NZL,1.0,PYE B,2 - 0,255,NZL,4:15,Post,0
Centre shot,3,5.0,4,0,NZL,1.0,EGGENS M,3 - 0,240,CAN,4:00,Goal,1
Action shot,3,7.0,4,0,NZL,1.0,HOUGHTON E,3 - 0,210,NZL,3:30,Blocked,0
Counter attack,4,7.0,4,0,NZL,1.0,BEKHAZI J,4 - 0,198,CAN,3:18,Goal,1
Action shot,4,7.0,4,0,NZL,1.0,HOUGHTON E,4 - 0,171,NZL,2:51,Blocked,0
Extra player shot,4,4.0,4,0,NZL,1.0,WRIGHT E,4 - 0,113,CAN,1:53,Saved,0
5m shot,4,9.0,4,0,NZL,1.0,STONEMAN E,4 - 0,86,NZL,1:26,Post,0
5m shot,4,5.0,4,0,NZL,1.0,EGGENS M,4 - 0,61,CAN,1:01,Post,0
Action shot,4,8.0,4,1,NZL,1.0,LOPES da SILVA C,4 - 1,37,NZL,0:37,Goal,1
Centre shot,5,8.0,4,1,NZL,1.0,LEMAY-LAVOIE E,5 - 1,10,CAN,0:10,Goal,1
5m shot,5,3.0,4,1,NZL,1.0,MASON K,5 - 1,1,NZL,0:01,Blocked,0
Centre shot,6,8.0,4,1,NZL,2.0,LEMAY-LAVOIE E,6 - 1,436,CAN,7:16,Goal,1
5m shot,7,9.0,4,1,NZL,2.0,McKELVEY H,7 - 1,377,CAN,6:17,Goal,1
Extra player shot,7,12.0,4,2,NZL,2.0,PYE B,7 - 2,296,NZL,4:56,Goal,1
Action shot,7,12.0,4,2,NZL,2.0,PYE B,7 - 2,239,NZL,3:59,Blocked,0
Action shot,8,6.0,4,2,NZL,2.0,CHRISTMAS K,8 - 2,221,CAN,3:41,Goal,1
5m shot,8,3.0,4,2,NZL,2.0,MASON K,8 - 2,193,NZL,3:13,Post,0
Action shot,9,10.0,4,2,NZL,2.0,ROBINSON C,9 - 2,37,CAN,0:37,Goal,1
Action shot,9,4.0,4,2,NZL,3.0,FERIGO R,9 - 2,412,NZL,6:52,Saved,0
5m shot,9,9.0,4,2,NZL,3.0,STONEMAN E,9 - 2,393,NZL,6:33,Post,0
Action shot,10,4.0,4,2,NZL,3.0,WRIGHT E,10 - 2,380,CAN,6:20,Goal,1
5m shot,10,11.0,4,2,NZL,3.0,HUDSON K,10 - 2,316,NZL,5:16,Saved,0
Penalty shot,11,6.0,4,2,NZL,3.0,CHRISTMAS K,11 - 2,295,CAN,4:55,Goal,1
5m shot,11,3.0,4,2,NZL,3.0,MASON K,11 - 2,263,NZL,4:23,Blocked,0
Extra player shot,11,3.0,4,2,NZL,3.0,CREVIER A,11 - 2,232,CAN,3:52,Post,0
5m shot,11,12.0,4,2,NZL,3.0,PYE B,11 - 2,204,NZL,3:24,Post,0
Action shot,12,5.0,4,2,NZL,3.0,EGGENS M,12 - 2,188,CAN,3:08,Goal,1
Centre shot,12,8.0,4,2,NZL,3.0,LEMAY-LAVOIE E,12 - 2,138,CAN,2:18,Saved,0
Action shot,12,7.0,4,2,NZL,3.0,BEKHAZI J,12 - 2,82,CAN,1:22,Saved,0
5m shot,12,9.0,4,2,NZL,3.0,McKELVEY H,12 - 2,62,CAN,1:02,Saved,0
Extra player shot,13,7.0,4,2,NZL,4.0,BEKHAZI J,13 - 2,447,CAN,7:27,Goal,1
5m shot,13,4.0,4,2,NZL,4.0,FERIGO R,13 - 2,419,NZL,6:59,Saved,0
5m shot,13,5.0,4,2,NZL,4.0,BOYD A,13 - 2,403,NZL,6:43,Post,0
Action shot,14,7.0,4,2,NZL,4.0,BEKHAZI J,14 - 2,386,CAN,6:26,Goal,1
5m shot,14,5.0,4,2,NZL,4.0,BOYD A,14 - 2,361,NZL,6:01,Saved,0
Action shot,14,9.0,4,2,NZL,4.0,McKELVEY H,14 - 2,344,CAN,5:44,Missed,0
Extra player shot,14,4.0,4,3,NZL,4.0,FERIGO R,14 - 3,304,NZL,5:04,Goal,1
5m shot,15,4.0,4,3,NZL,4.0,WRIGHT E,15 - 3,290,CAN,4:50,Goal,1
5m shot,15,3.0,4,3,NZL,4.0,MASON K,15 - 3,269,NZL,4:29,Saved,0
5m shot,15,3.0,4,3,NZL,4.0,MASON K,15 - 3,217,NZL,3:37,Blocked,0
Action shot,15,8.0,4,3,NZL,4.0,LOPES da SILVA C,15 - 3,138,NZL,2:18,Saved,0
5m shot,16,3.0,4,3,NZL,4.0,CREVIER A,16 - 3,111,CAN,1:51,Goal,1
5m shot,16,6.0,4,3,NZL,4.0,DOYLE B,16 - 3,89,NZL,1:29,Saved,0
Action shot,16,11.0,4,3,NZL,4.0,McKEE K,16 - 3,50,CAN,0:50,Post,0
Extra player shot,16,6.0,4,3,NZL,4.0,CHRISTMAS K,16 - 3,32,CAN,0:32,Post,0
Extra player shot,1,5.0,5,0,HUN,1.0,EGGENS M,0 - 1,431,CAN,7:11,Goal,1
Action shot,1,11.0,5,0,HUN,1.0,CSABAI D,0 - 1,418,HUN,6:58,Post,0
Action shot,1,11.0,5,0,HUN,1.0,CSABAI D,0 - 1,408,HUN,6:48,Missed,0
Action shot,1,9.0,5,0,HUN,1.0,McKELVEY H,0 - 1,381,CAN,6:21,Post,0
Action shot,1,11.0,5,0,HUN,1.0,CSABAI D,0 - 1,354,HUN,5:54,Post,0
Action shot,1,8.0,5,0,HUN,1.0,KESZTHELYI R,0 - 1,336,HUN,5:36,Saved,0
Action shot,1,11.0,5,0,HUN,1.0,CSABAI D,0 - 1,316,HUN,5:16,Post,0
Extra player shot,1,5.0,5,0,HUN,1.0,EGGENS M,0 - 1,289,CAN,4:49,Post,0
Action shot,1,5.0,5,0,HUN,1.0,EGGENS M,0 - 1,283,CAN,4:43,Blocked,0
Action shot,1,12.0,5,0,HUN,1.0,SZILAGYI D,0 - 1,268,HUN,4:28,Post,0
Action shot,1,12.0,5,0,HUN,1.0,FOURNIER S,0 - 1,238,CAN,3:58,Blocked,0
Action shot,1,5.0,5,0,HUN,1.0,SZUCS G,0 - 1,216,HUN,3:36,Saved,0
5m shot,1,8.0,5,0,HUN,1.0,KESZTHELYI R,0 - 1,160,HUN,2:40,Missed,0
5m shot,1,10.0,5,0,HUN,1.0,ROBINSON C,0 - 1,134,CAN,2:14,Missed,0
Action shot,1,12.0,5,0,HUN,1.0,SZILAGYI D,0 - 1,110,HUN,1:50,Blocked,0
Action shot,1,9.0,5,0,HUN,1.0,McKELVEY H,0 - 1,51,CAN,0:51,Post,0
5m shot,1,10.0,5,0,HUN,1.0,BUJKA B,0 - 1,31,HUN,0:31,Saved,0
Extra player shot,1,10.0,5,0,HUN,1.0,BUJKA B,0 - 1,6,HUN,0:06,Saved,0
5m shot,1,10.0,5,0,HUN,1.0,BUJKA B,0 - 1,3,HUN,0:03,Missed,0
Extra player shot,1,12.0,5,1,HUN,2.0,SZILAGYI D,1 - 1,447,HUN,7:27,Goal,1
Action shot,1,6.0,5,1,HUN,2.0,CHRISTMAS K,1 - 1,424,CAN,7:04,Missed,0
5m shot,1,12.0,5,1,HUN,2.0,SZILAGYI D,1 - 1,396,HUN,6:36,Blocked,0
