Action,Cap,GRE,Game,Opponent,Opponent name,Period,Player,Score,Seconds,Team,Time,Result,Goal
Action shot,3.0,6,5,9,ITA,4.0,CHARALAMPIDI S,9 - 6,144,GRE,2:24,Missed,0
Centre shot,12.0,6,5,9,ITA,4.0,XENAKI E,9 - 6,94,GRE,1:34,Saved,0
Action shot,3.0,6,5,9,ITA,4.0,GARIBOTTI A,9 - 6,71,ITA,1:11,Missed,0
Action shot,4.0,6,5,9,ITA,4.0,QUEIROLO E,9 - 6,3,ITA,0:03,Post,0
5m shot,3.0,0,6,0,RUS,1.0,PROKOFYEVA E,0 - 0,459,RUS,7:39,Missed,0
5m shot,2.0,0,6,0,RUS,1.0,TSOUKALA C,0 - 0,434,GRE,7:14,Post,0
Centre shot,11.0,0,6,0,RUS,1.0,IVANOVA E,0 - 0,370,RUS,6:10,Saved,0
Counter attack,7.0,1,6,0,RUS,1.0,ASIMAKI A,1 - 0,351,GRE,5:51,Goal,1
Action shot,2.0,1,6,0,RUS,1.0,ZUBKOVA T,1 - 0,270,RUS,4:30,Saved,0
Action shot,11.0,2,6,0,RUS,1.0,PLEVRITOU E,2 - 0,240,GRE,4:00,Goal,1
Action shot,12.0,2,6,0,RUS,1.0,XENAKI E,2 - 0,189,GRE,3:09,Missed,0
5m shot,8.0,2,6,0,RUS,1.0,ABDRIZIAKOVA E,2 - 0,165,RUS,2:45,Post,0
5m shot,2.0,3,6,0,RUS,1.0,TSOUKALA C,3 - 0,137,GRE,2:17,Goal,1
5m shot,8.0,4,6,0,RUS,1.0,ROUMPESI A,4 - 0,83,GRE,1:23,Goal,1
Centre shot,4.0,4,6,1,RUS,1.0,KARIMOVA E,4 - 1,55,RUS,0:55,Goal,1
Counter attack,7.0,4,6,2,RUS,1.0,LISUNOVA E,4 - 2,18,RUS,0:18,Goal,1
5m shot,3.0,4,6,3,RUS,1.0,PROKOFYEVA E,4 - 3,0,RUS,0:00,Goal,1
Action shot,7.0,4,6,4,RUS,2.0,LISUNOVA E,4 - 4,458,RUS,7:38,Goal,1
Action shot,7.0,4,6,5,RUS,2.0,LISUNOVA E,4 - 5,388,RUS,6:28,Goal,1
5m shot,10.0,4,6,5,RUS,2.0,MANOLIOUDAKI T,4 - 5,361,GRE,6:01,Saved,0
Extra player shot,9.0,4,6,6,RUS,2.0,TIMOFEEVA A,4 - 6,336,RUS,5:36,Goal,1
Extra player shot,2.0,4,6,6,RUS,2.0,TSOUKALA C,4 - 6,303,GRE,5:03,Post,0
5m shot,3.0,4,6,6,RUS,2.0,PROKOFYEVA E,4 - 6,279,RUS,4:39,Blocked,0
5m shot,8.0,4,6,6,RUS,2.0,ROUMPESI A,4 - 6,217,GRE,3:37,Missed,0
5m shot,3.0,4,6,6,RUS,2.0,PROKOFYEVA E,4 - 6,191,RUS,3:11,Missed,0
Action shot,8.0,5,6,6,RUS,2.0,ROUMPESI A,5 - 6,154,GRE,2:34,Goal,1
5m shot,7.0,5,6,6,RUS,2.0,LISUNOVA E,5 - 6,94,RUS,1:34,Saved,0
5m shot,4.0,5,6,6,RUS,2.0,KOTSIA C,5 - 6,71,GRE,1:11,Blocked,0
Counter attack,11.0,5,6,7,RUS,2.0,IVANOVA E,5 - 7,54,RUS,0:54,Goal,1
Action shot,4.0,5,6,7,RUS,2.0,KOTSIA C,5 - 7,34,GRE,0:34,Saved,0
Extra player shot,8.0,14,6,15,RUS,2.0,ABDRIZIAKOVA E,14 - 15,15,RUS,0:15,Saved,0
5m shot,2.0,14,6,15,RUS,2.0,TSOUKALA C,14 - 15,4,GRE,0:04,Saved,0
5m shot,5.0,14,6,15,RUS,2.0,PLEVRITOU M,14 - 15,0,GRE,0:00,Blocked,0
Action shot,3.0,6,6,7,RUS,3.0,CHARALAMPIDI S,6 - 7,457,GRE,7:37,Goal,1
Action shot,11.0,6,6,7,RUS,3.0,IVANOVA E,6 - 7,431,RUS,7:11,Missed,0
Centre shot,7.0,6,6,7,RUS,3.0,ASIMAKI A,6 - 7,417,GRE,6:57,Missed,0
5m shot,2.0,6,6,7,RUS,3.0,TSOUKALA C,6 - 7,371,GRE,6:11,Blocked,0
5m shot,2.0,7,6,7,RUS,3.0,TSOUKALA C,7 - 7,346,GRE,5:46,Goal,1
5m shot,7.0,7,6,7,RUS,3.0,LISUNOVA E,7 - 7,320,RUS,5:20,Saved,0
5m shot,4.0,7,6,7,RUS,3.0,KOTSIA C,7 - 7,292,GRE,4:52,Saved,0
Centre shot,4.0,7,6,7,RUS,3.0,KARIMOVA E,7 - 7,279,RUS,4:39,Blocked,0
Extra player shot,11.0,7,6,8,RUS,3.0,IVANOVA E,7 - 8,171,RUS,2:51,Goal,1
5m shot,8.0,7,6,8,RUS,3.0,ROUMPESI A,7 - 8,143,GRE,2:23,Post,0
Centre shot,10.0,7,6,8,RUS,3.0,TANKEEVA E,7 - 8,124,RUS,2:04,Saved,0
Action shot,5.0,7,6,8,RUS,3.0,PLEVRITOU M,7 - 8,101,GRE,1:41,Post,0
Counter attack,11.0,7,6,9,RUS,3.0,IVANOVA E,7 - 9,88,RUS,1:28,Goal,1
5m shot,5.0,8,6,9,RUS,3.0,PLEVRITOU M,8 - 9,60,GRE,1:00,Goal,1
5m shot,2.0,8,6,9,RUS,3.0,TSOUKALA C,8 - 9,17,GRE,0:17,Saved,0
Action shot,8.0,8,6,10,RUS,4.0,ABDRIZIAKOVA E,8 - 10,459,RUS,7:39,Goal,1
Extra player shot,6.0,8,6,10,RUS,4.0,AVRAMIDOU A,8 - 10,430,GRE,7:10,Saved,0
5m shot,2.0,8,6,10,RUS,4.0,TSOUKALA C,8 - 10,410,GRE,6:50,Post,0
5m shot,3.0,8,6,11,RUS,4.0,PROKOFYEVA E,8 - 11,380,RUS,6:20,Goal,1
Action shot,3.0,8,6,11,RUS,4.0,CHARALAMPIDI S,8 - 11,352,GRE,5:52,Post,0
Action shot,7.0,8,6,11,RUS,4.0,LISUNOVA E,8 - 11,322,RUS,5:22,Saved,0
Extra player shot,11.0,8,6,12,RUS,4.0,IVANOVA E,8 - 12,287,RUS,4:47,Goal,1
5m shot,10.0,9,6,12,RUS,4.0,MANOLIOUDAKI T,9 - 12,265,GRE,4:25,Goal,1
Extra player shot,2.0,9,6,12,RUS,4.0,TSOUKALA C,9 - 12,214,GRE,3:34,Post,0
Action shot,7.0,9,6,12,RUS,4.0,LISUNOVA E,9 - 12,196,RUS,3:16,Saved,0
Action shot,8.0,10,6,12,RUS,4.0,ROUMPESI A,10 - 12,180,GRE,3:00,Goal,1
Action shot,11.0,10,6,12,RUS,4.0,IVANOVA E,10 - 12,155,RUS,2:35,Saved,0
Centre shot,12.0,11,6,12,RUS,4.0,XENAKI E,11 - 12,139,GRE,2:19,Goal,1
Action shot,3.0,11,6,12,RUS,4.0,PROKOFYEVA E,11 - 12,111,RUS,1:51,Saved,0
Extra player shot,3.0,11,6,12,RUS,4.0,CHARALAMPIDI S,11 - 12,69,GRE,1:09,Post,0
5m shot,11.0,11,6,12,RUS,4.0,IVANOVA E,11 - 12,45,RUS,0:45,Post,0
Extra player shot,6.0,12,6,12,RUS,4.0,AVRAMIDOU A,12 - 12,1,GRE,0:01,Goal,1
5m shot,3.0,12,6,12,RUS,4.0,PROKOFYEVA E,12 - 12,0,RUS,0:00,Saved,0
5m shot,5.0,0,7,1,CHN,1.0,NIU G,1 - 0,418,CHN,6:58,Goal,1
5m shot,5.0,0,7,1,CHN,1.0,NIU G,1 - 0,369,CHN,6:09,Saved,0
Centre shot,7.0,1,7,1,CHN,1.0,ASIMAKI A,1 - 1,324,GRE,5:24,Goal,1
5m shot,9.0,1,7,2,CHN,1.0,ZHAO Z,2 - 1,305,CHN,5:05,Goal,1
Action shot,11.0,2,7,2,CHN,1.0,PLEVRITOU E,2 - 2,288,GRE,4:48,Goal,1
5m shot,7.0,2,7,2,CHN,1.0,SONG D,2 - 2,268,CHN,4:28,Missed,0
Action shot,9.0,2,7,3,CHN,1.0,ZHAO Z,3 - 2,198,CHN,3:18,Goal,1
Action shot,7.0,2,7,3,CHN,1.0,ASIMAKI A,3 - 2,185,GRE,3:05,Post,0
Action shot,4.0,2,7,3,CHN,1.0,XIONG D,3 - 2,160,CHN,2:40,Missed,0
5m shot,6.0,2,7,3,CHN,1.0,AVRAMIDOU A,3 - 2,134,GRE,2:14,Saved,0
5m shot,10.0,2,7,4,CHN,1.0,ZHANG W,4 - 2,110,CHN,1:50,Goal,1
Action shot,10.0,2,7,4,CHN,1.0,ZHANG W,4 - 2,15,CHN,0:15,Saved,0
5m shot,2.0,2,7,4,CHN,1.0,TSOUKALA C,4 - 2,2,GRE,0:02,Missed,0
5m shot,11.0,2,7,4,CHN,2.0,PLEVRITOU E,4 - 2,455,GRE,7:35,Post,0
Extra player shot,6.0,2,7,4,CHN,2.0,AVRAMIDOU A,4 - 2,390,GRE,6:30,Saved,0
5m shot,7.0,2,7,4,CHN,2.0,SONG D,4 - 2,360,CHN,6:00,Saved,0
Action shot,11.0,2,7,4,CHN,2.0,PLEVRITOU E,4 - 2,337,GRE,5:37,Post,0
Action shot,3.0,3,7,4,CHN,2.0,CHARALAMPIDI S,4 - 3,319,GRE,5:19,Goal,1
5m shot,5.0,3,7,4,CHN,2.0,NIU G,4 - 3,292,CHN,4:52,Missed,0
5m shot,8.0,3,7,4,CHN,2.0,ZHANG C,4 - 3,234,CHN,3:54,Blocked,0
Action shot,11.0,4,7,4,CHN,2.0,PLEVRITOU E,4 - 4,212,GRE,3:32,Goal,1
5m shot,5.0,4,7,5,CHN,2.0,NIU G,5 - 4,182,CHN,3:02,Goal,1
5m shot,5.0,4,7,5,CHN,2.0,NIU G,5 - 4,130,CHN,2:10,Saved,0
Action shot,3.0,4,7,5,CHN,2.0,CHARALAMPIDI S,5 - 4,100,GRE,1:40,Saved,0
Counter attack,3.0,5,7,5,CHN,2.0,CHARALAMPIDI S,5 - 5,62,GRE,1:02,Goal,1
5m shot,8.0,5,7,5,CHN,2.0,ZHANG C,5 - 5,41,CHN,0:41,Saved,0
Action shot,7.0,5,7,5,CHN,2.0,ASIMAKI A,5 - 5,15,GRE,0:15,Saved,0
5m shot,5.0,5,7,5,CHN,2.0,NIU G,5 - 5,5,CHN,0:05,Post,0
Extra player shot,7.0,5,7,5,CHN,3.0,ASIMAKI A,5 - 5,443,GRE,7:23,Saved,0
Action shot,5.0,5,7,5,CHN,3.0,NIU G,5 - 5,419,CHN,6:59,Saved,0
5m shot,9.0,5,7,6,CHN,3.0,ZHAO Z,6 - 5,372,CHN,6:12,Goal,1
Action shot,6.0,5,7,6,CHN,3.0,SUN Y,6 - 5,327,CHN,5:27,Saved,0
Counter attack,5.0,5,7,7,CHN,3.0,NIU G,7 - 5,298,CHN,4:58,Goal,1
Extra player shot,6.0,5,7,7,CHN,3.0,AVRAMIDOU A,7 - 5,225,GRE,3:45,Post,0
5m shot,9.0,5,7,7,CHN,3.0,ZHAO Z,7 - 5,200,CHN,3:20,Missed,0
5m shot,9.0,5,7,7,CHN,3.0,ZHAO Z,7 - 5,152,CHN,2:32,Saved,0
5m shot,3.0,5,7,7,CHN,3.0,MEI X,7 - 5,130,CHN,2:10,Saved,0
Action shot,3.0,5,7,7,CHN,3.0,CHARALAMPIDI S,7 - 5,116,GRE,1:56,Saved,0
Action shot,7.0,6,7,7,CHN,3.0,ASIMAKI A,7 - 6,108,GRE,1:48,Goal,1
Action shot,10.0,6,7,7,CHN,3.0,ZHANG W,7 - 6,89,CHN,1:29,Post,0
5m shot,8.0,6,7,7,CHN,3.0,ROUMPESI A,7 - 6,61,GRE,1:01,Saved,0
5m shot,9.0,6,7,7,CHN,3.0,ZHAO Z,7 - 6,0,CHN,0:00,Saved,0
Action shot,6.0,6,7,7,CHN,4.0,SUN Y,7 - 6,460,CHN,7:40,Missed,0
Action shot,7.0,7,7,7,CHN,4.0,ASIMAKI A,7 - 7,439,GRE,7:19,Goal,1
5m shot,5.0,7,7,7,CHN,4.0,NIU G,7 - 7,411,CHN,6:51,Blocked,0
Action shot,9.0,7,7,7,CHN,4.0,ZHAO Z,7 - 7,381,CHN,6:21,Blocked,0
5m shot,2.0,7,7,7,CHN,4.0,TSOUKALA C,7 - 7,359,GRE,5:59,Missed,0
Extra player shot,5.0,7,7,8,CHN,4.0,NIU G,8 - 7,286,CHN,4:46,Goal,1
Extra player shot,3.0,8,7,8,CHN,4.0,CHARALAMPIDI S,8 - 8,252,GRE,4:12,Goal,1
5m shot,7.0,8,7,8,CHN,4.0,SONG D,8 - 8,223,CHN,3:43,Post,0
Action shot,6.0,8,7,8,CHN,4.0,AVRAMIDOU A,8 - 8,135,GRE,2:15,Blocked,0
5m shot,5.0,8,7,9,CHN,4.0,NIU G,9 - 8,109,CHN,1:49,Goal,1
Action shot,7.0,9,7,9,CHN,4.0,ASIMAKI A,9 - 9,81,GRE,1:21,Goal,1
5m shot,5.0,9,7,9,CHN,4.0,NIU G,9 - 9,20,CHN,0:20,Blocked,0
5m shot,8.0,9,7,9,CHN,4.0,ROUMPESI A,9 - 9,0,GRE,0:00,Post,0
