Period,Time,Action,Score,Team,Player,Cap,Opponent,KAZ,Seconds,Game,Opponent name
3.0,5:16,5m shot - Saved,4 - 5,RSA,WHITE K,12.0,4,5,316,5,RSA
3.0,4:43,Turnover foul,4 - 5,KAZ,MUSSAROVA A,12.0,4,5,283,5,RSA
3.0,4:43,Steal,4 - 5,RSA,PENNEY A,2.0,4,5,283,5,RSA
3.0,4:29,Centre shot - Saved,4 - 5,RSA,PALEY K,3.0,4,5,269,5,RSA
3.0,4:05,Turnover foul,4 - 5,KAZ,MYRZABEKOVA Z,10.0,4,5,245,5,RSA
3.0,4:05,Steal,4 - 5,RSA,PALEY K,3.0,4,5,245,5,RSA
3.0,4:05,Time-Out,4 - 5,RSA,,,4,5,245,5,RSA
3.0,3:41,Centre shot - Post,4 - 5,RSA,SMIT Z,9.0,4,5,221,5,RSA
3.0,2:59,Counter attack - Goal,4 - 4,RSA,BARRETT N,11.0,4,4,179,5,RSA
3.0,2:32,Turnover foul,4 - 4,KAZ,MIRSHINA A,11.0,4,4,152,5,RSA
3.0,2:32,Steal,4 - 4,RSA,THOMAS R,1.0,4,4,152,5,RSA
3.0,2:04,Turnover foul,4 - 4,RSA,SMIT Z,9.0,4,4,124,5,RSA
3.0,1:44,20 sec. exclusion in centre,4 - 4,RSA,WESSELS C,7.0,4,4,104,5,RSA
3.0,1:44,Time-Out,4 - 4,KAZ,,,4,4,104,5,RSA
3.0,1:21,Turnover foul,4 - 4,KAZ,YEREMINA A,9.0,4,4,81,5,RSA
3.0,1:19,Steal,4 - 4,RSA,BARRETT N,11.0,4,4,79,5,RSA
3.0,0:54,Turnover foul,4 - 4,RSA,FAULMANN S,4.0,4,4,54,5,RSA
3.0,0:54,Steal,4 - 4,KAZ,ZAKIROVA K,5.0,4,4,54,5,RSA
3.0,0:25,Turnover foul,4 - 4,KAZ,MYRZABEKOVA Z,10.0,4,4,25,5,RSA
4.0,8:00,Starting goalkeeper,4 - 4,RSA,THOMAS R,1.0,4,4,480,5,RSA
4.0,8:00,Starting goalkeeper,4 - 4,KAZ,ZHARKIMBAYEVA A,1.0,4,4,480,5,RSA
4.0,8:00,Sprint won possession,4 - 4,RSA,HALLENDORFF A,6.0,4,4,480,5,RSA
4.0,7:42,Centre shot - Saved,4 - 4,RSA,SMIT Z,9.0,4,4,462,5,RSA
4.0,7:12,5m shot - Saved,4 - 4,KAZ,ZAKIROVA K,5.0,4,4,432,5,RSA
4.0,6:55,Turnover foul,4 - 4,RSA,HALLENDORFF A,6.0,4,4,415,5,RSA
4.0,6:55,Steal,4 - 4,KAZ,ZHARKIMBAYEVA A,1.0,4,4,415,5,RSA
4.0,6:51,20 sec. exclusion in field,4 - 4,RSA,SMIT Z,9.0,4,4,411,5,RSA
4.0,6:51,Time-Out,4 - 4,KAZ,,,4,4,411,5,RSA
4.0,6:36,Extra player shot - Missed,4 - 4,KAZ,ROGA D,6.0,4,4,396,5,RSA
4.0,6:13,Action shot - Saved,4 - 4,RSA,HALLENDORFF A,6.0,4,4,373,5,RSA
4.0,5:42,5m shot - Saved,4 - 4,KAZ,AKILBAYEVA A,3.0,4,4,342,5,RSA
4.0,5:29,Turnover foul,4 - 4,RSA,SMIT Z,9.0,4,4,329,5,RSA
4.0,4:59,Turnover foul,4 - 4,KAZ,ZAKIROVA K,5.0,4,4,299,5,RSA
4.0,4:48,Steal,4 - 4,RSA,HALLENDORFF A,6.0,4,4,288,5,RSA
4.0,4:39,Action shot - Missed,4 - 4,RSA,SCHOOLING M,5.0,4,4,279,5,RSA
4.0,4:16,Turnover foul,4 - 4,KAZ,MIRSHINA A,11.0,4,4,256,5,RSA
4.0,1:52,Steal,4 - 4,KAZ,AKILBAYEVA A,3.0,4,4,112,5,RSA
4.0,1:07,20 sec. exclusion in centre,4 - 4,KAZ,TUROVA A,4.0,4,4,67,5,RSA
4.0,0:50,Extra player shot - Saved,4 - 4,RSA,PALEY K,3.0,4,4,50,5,RSA
4.0,0:04,Turnover foul,4 - 4,RSA,WHITE K,12.0,4,4,4,5,RSA
4.0,0:04,Steal,4 - 4,KAZ,TUROVA A,4.0,4,4,4,5,RSA
4.0,0:01,5m shot - Goal,4 - 6,KAZ,MUSSAROVA A,12.0,4,6,1,5,RSA
