Action,Cap,Game,HUN,Opponent,Opponent name,Period,Player,Score,Seconds,Team,Time
20 sec. exclusion in field,2.0,2,21,5,FRA,4.0,CZIGANY D,5 - 21,340,HUN,5:40
Exclusion with substitution,2.0,2,21,5,FRA,4.0,CZIGANY D,5 - 21,340,HUN,5:40
Extra player shot - Post,6.0,2,21,5,FRA,4.0,MAHIEU G,5 - 21,324,FRA,5:24
20 sec. exclusion in centre,2.0,2,21,5,FRA,4.0,MILLOT E,5 - 21,298,FRA,4:58
5m shot - Post,11.0,2,21,5,FRA,4.0,CSABAI D,5 - 21,274,HUN,4:34
5m shot - Saved,12.0,2,21,5,FRA,4.0,DAULE A,5 - 21,245,FRA,4:05
5m shot - Saved,10.0,2,21,5,FRA,4.0,BUJKA B,5 - 21,228,HUN,3:48
Centre shot - Missed,10.0,2,21,5,FRA,4.0,BUJKA B,5 - 21,212,HUN,3:32
20 sec. exclusion in field,10.0,2,21,5,FRA,4.0,BUJKA B,5 - 21,212,HUN,3:32
Action shot - Post,4.0,2,21,5,FRA,4.0,GURISATTI G,5 - 21,167,HUN,2:47
Action shot - Blocked,6.0,2,21,5,FRA,4.0,MAHIEU G,5 - 21,48,FRA,0:48
Counter attack - Goal,3.0,2,23,5,FRA,4.0,ANTAL D,5 - 23,39,HUN,0:39
Turnover foul,3.0,2,23,5,FRA,4.0,BACHELIER L,5 - 23,24,FRA,0:24
Steal,11.0,2,23,5,FRA,4.0,CSABAI D,5 - 23,24,HUN,0:24
Action shot - Saved,8.0,2,23,5,FRA,4.0,KESZTHELYI R,5 - 23,10,HUN,0:10
Centre shot - Goal,3.0,2,24,5,FRA,4.0,ANTAL D,5 - 24,3,HUN,0:03
Starting goalkeeper,13.0,3,0,0,NED,1.0,WILLEMSZ D,0 - 0,480,NED,8:00
Starting goalkeeper,1.0,3,0,0,NED,1.0,GANGL E,0 - 0,480,HUN,8:00
Sprint won possession,12.0,3,0,0,NED,1.0,SZILAGYI D,0 - 0,480,HUN,8:00
20 sec. exclusion in centre,3.0,3,0,0,NED,1.0,GENEE D,0 - 0,458,NED,7:38
Extra player shot - Post,3.0,3,0,0,NED,1.0,ANTAL D,0 - 0,445,HUN,7:25
Action shot - Post,11.0,3,0,0,NED,1.0,KLAASSEN L,0 - 0,427,NED,7:07
5m shot - Post,8.0,3,0,0,NED,1.0,KESZTHELYI R,0 - 0,405,HUN,6:45
20 sec. exclusion in centre,11.0,3,0,0,NED,1.0,CSABAI D,0 - 0,389,HUN,6:29
Extra player shot - Blocked,2.0,3,0,0,NED,1.0,SMIT Y,0 - 0,380,NED,6:20
Turnover foul,5.0,3,0,0,NED,1.0,SZUCS G,0 - 0,362,HUN,6:02
Steal,11.0,3,0,0,NED,1.0,KLAASSEN L,0 - 0,362,NED,6:02
Turnover foul,8.0,3,0,0,NED,1.0,SEVENICH V,0 - 0,344,NED,5:44
Steal,3.0,3,0,0,NED,1.0,ANTAL D,0 - 0,344,HUN,5:44
Action shot - Saved,3.0,3,0,0,NED,1.0,ANTAL D,0 - 0,322,HUN,5:22
Action shot - Goal,9.0,3,0,1,NED,1.0,MEGENS M,1 - 0,300,NED,5:00
5m shot - Missed,5.0,3,0,1,NED,1.0,SZUCS G,1 - 0,272,HUN,4:32
Turnover foul,2.0,3,0,1,NED,1.0,SMIT Y,1 - 0,267,NED,4:27
Steal,12.0,3,0,1,NED,1.0,SZILAGYI D,1 - 0,267,HUN,4:27
Counter attack - Goal,5.0,3,1,1,NED,1.0,SZUCS G,1 - 1,260,HUN,4:20
5m shot - Saved,2.0,3,1,1,NED,1.0,SMIT Y,1 - 1,238,NED,3:58
Action shot - Saved,4.0,3,1,1,NED,1.0,van der SLOOT S,1 - 1,205,NED,3:25
Turnover foul,6.0,3,1,1,NED,1.0,TAKACS O,1 - 1,180,HUN,3:00
Steal,6.0,3,1,1,NED,1.0,STOMPHORST N,1 - 1,180,NED,3:00
5m shot - Goal,4.0,3,1,2,NED,1.0,van der SLOOT S,2 - 1,154,NED,2:34
Action shot - Saved,7.0,3,1,2,NED,1.0,ILLES A,2 - 1,130,HUN,2:10
20 sec. exclusion in field,6.0,3,1,2,NED,1.0,STOMPHORST N,2 - 1,127,NED,2:07
Turnover foul,9.0,3,1,2,NED,1.0,TOTH I,2 - 1,102,HUN,1:42
Steal,12.0,3,1,2,NED,1.0,JOUSTRA K,2 - 1,102,NED,1:42
Turnover foul,12.0,3,1,2,NED,1.0,JOUSTRA K,2 - 1,79,NED,1:19
Steal,7.0,3,1,2,NED,1.0,ILLES A,2 - 1,79,HUN,1:19
5m shot - Goal,5.0,3,2,2,NED,1.0,SZUCS G,2 - 2,53,HUN,0:53
5m shot - Missed,2.0,3,2,2,NED,1.0,SMIT Y,2 - 2,23,NED,0:23
Time-Out,,3,2,2,NED,1.0,,2 - 2,21,HUN,0:21
5m shot - Saved,12.0,3,2,2,NED,1.0,SZILAGYI D,2 - 2,2,HUN,0:02
Time-Out,,3,2,2,NED,1.0,,2 - 2,2,NED,0:02
5m shot - Saved,11.0,3,2,2,NED,1.0,KLAASSEN L,2 - 2,1,NED,0:01
Starting goalkeeper,13.0,3,2,2,NED,2.0,WILLEMSZ D,2 - 2,480,NED,8:00
Starting goalkeeper,1.0,3,2,2,NED,2.0,GANGL E,2 - 2,480,HUN,8:00
Sprint won possession,4.0,3,2,2,NED,2.0,van der SLOOT S,2 - 2,480,NED,8:00
20 sec. exclusion in centre,11.0,3,2,2,NED,2.0,CSABAI D,2 - 2,456,HUN,7:36
Extra player shot - Blocked,11.0,3,2,2,NED,2.0,KLAASSEN L,2 - 2,443,NED,7:23
5m shot - Post,6.0,3,2,2,NED,2.0,TAKACS O,2 - 2,416,HUN,6:56
Centre shot - Goal,10.0,3,3,2,NED,2.0,BUJKA B,2 - 3,415,HUN,6:55
Turnover foul,9.0,3,3,2,NED,2.0,MEGENS M,2 - 3,387,NED,6:27
Steal,1.0,3,3,2,NED,2.0,GANGL E,2 - 3,387,HUN,6:27
Yellow card,,3,3,2,NED,2.0,Team Official,2 - 3,371,HUN,6:11
Turnover foul,11.0,3,3,2,NED,2.0,KLAASSEN L,2 - 3,359,NED,5:59
Turnover foul,6.0,3,3,2,NED,2.0,TAKACS O,2 - 3,359,HUN,5:59
20 sec. exclusion in centre,8.0,3,3,2,NED,2.0,SEVENICH V,2 - 3,326,NED,5:26
Action shot - Post,12.0,3,3,2,NED,2.0,SZILAGYI D,2 - 3,304,HUN,5:04
Centre shot - Saved,9.0,3,3,2,NED,2.0,MEGENS M,2 - 3,278,NED,4:38
Turnover foul,9.0,3,3,2,NED,2.0,TOTH I,2 - 3,251,HUN,4:11
Steal,11.0,3,3,2,NED,2.0,KLAASSEN L,2 - 3,251,NED,4:11
20 sec. exclusion in centre,5.0,3,3,2,NED,2.0,SZUCS G,2 - 3,230,HUN,3:50
Extra player shot - Blocked,5.0,3,3,2,NED,2.0,GENEE A,2 - 3,214,NED,3:34
Centre shot - Missed,9.0,3,3,2,NED,2.0,TOTH I,2 - 3,191,HUN,3:11
Action shot - Post,6.0,3,3,2,NED,2.0,STOMPHORST N,2 - 3,168,NED,2:48
Action shot - Blocked,12.0,3,3,2,NED,2.0,SZILAGYI D,2 - 3,144,HUN,2:24
Time-Out,,3,3,2,NED,2.0,,2 - 3,144,NED,2:24
Turnover foul,7.0,3,3,2,NED,2.0,NIJHUIS M,2 - 3,124,NED,2:04
Steal,5.0,3,3,2,NED,2.0,SZUCS G,2 - 3,124,HUN,2:04
20 sec. exclusion in field,8.0,3,3,2,NED,4.0,KESZTHELYI R,2 - 3,250,HUN,4:10
Extra player shot - Saved,8.0,3,3,2,NED,4.0,SEVENICH V,2 - 3,230,NED,3:50
Turnover foul,3.0,3,3,2,NED,4.0,ANTAL D,2 - 3,216,HUN,3:36
20 sec. exclusion in field,7.0,3,3,2,NED,4.0,ILLES A,2 - 3,213,HUN,3:33
Extra player shot - Goal,2.0,3,8,6,NED,4.0,SMIT Y,6 - 8,210,NED,3:30
Action shot - Goal,4.0,3,9,6,NED,4.0,GURISATTI G,6 - 9,184,HUN,3:04
Action shot - Goal,2.0,3,9,7,NED,4.0,SMIT Y,7 - 9,164,NED,2:44
5m shot - Blocked,6.0,3,9,7,NED,4.0,TAKACS O,7 - 9,132,HUN,2:12
Turnover foul,2.0,3,9,7,NED,4.0,SMIT Y,7 - 9,107,NED,1:47
20 sec. exclusion in field,6.0,3,9,7,NED,2.0,STOMPHORST N,7 - 9,123,NED,2:03
Time-Out,,3,9,7,NED,2.0,,7 - 9,123,HUN,2:03
Extra player shot - Saved,11.0,3,9,7,NED,2.0,CSABAI D,7 - 9,106,HUN,1:46
Turnover foul,3.0,3,9,7,NED,2.0,GENEE D,7 - 9,80,NED,1:20
Steal,1.0,3,9,7,NED,2.0,GANGL E,7 - 9,80,HUN,1:20
Action shot - Post,3.0,3,9,7,NED,2.0,ANTAL D,7 - 9,55,HUN,0:55
20 sec. exclusion in centre,11.0,3,9,7,NED,2.0,CSABAI D,7 - 9,42,HUN,0:42
Exclusion with substitution,11.0,3,9,7,NED,2.0,CSABAI D,7 - 9,42,HUN,0:42
Penalty foul,11.0,3,9,7,NED,2.0,CSABAI D,7 - 9,38,HUN,0:38
Penalty shot - Goal,4.0,3,3,3,NED,2.0,van der SLOOT S,3 - 3,38,NED,0:38
Turnover foul,10.0,3,3,3,NED,2.0,BUJKA B,3 - 3,13,HUN,0:13
Steal,3.0,3,3,3,NED,2.0,GENEE D,3 - 3,13,NED,0:13
5m shot - Missed,11.0,3,3,3,NED,2.0,KLAASSEN L,3 - 3,1,NED,0:01
Starting goalkeeper,13.0,3,3,3,NED,3.0,WILLEMSZ D,3 - 3,480,NED,8:00
Starting goalkeeper,1.0,3,3,3,NED,3.0,GANGL E,3 - 3,480,HUN,8:00
Sprint won possession,12.0,3,3,3,NED,3.0,SZILAGYI D,3 - 3,480,HUN,8:00
Double exclusion,10.0,3,3,3,NED,3.0,BUJKA B,3 - 3,458,HUN,7:38
Double exclusion,3.0,3,3,3,NED,3.0,GENEE D,3 - 3,458,NED,7:38
5m shot - Blocked,11.0,3,3,3,NED,3.0,KLAASSEN L,3 - 3,424,NED,7:04
Turnover foul,9.0,3,3,3,NED,3.0,MEGENS M,3 - 3,367,NED,6:07
Action shot - Goal,2.0,3,4,3,NED,3.0,CZIGANY D,3 - 4,344,HUN,5:44
Turnover foul,12.0,3,4,3,NED,3.0,JOUSTRA K,3 - 4,328,NED,5:28
Steal,6.0,3,4,3,NED,3.0,TAKACS O,3 - 4,328,HUN,5:28
Action shot - Goal,7.0,3,5,3,NED,3.0,ILLES A,3 - 5,303,HUN,5:03
20 sec. exclusion in centre,7.0,3,5,3,NED,3.0,ILLES A,3 - 5,287,HUN,4:47
Extra player shot - Goal,2.0,3,5,4,NED,3.0,SMIT Y,4 - 5,269,NED,4:29
20 sec. exclusion in centre,3.0,3,5,4,NED,3.0,GENEE D,4 - 5,261,NED,4:21
Extra player shot - Goal,2.0,3,6,4,NED,3.0,CZIGANY D,4 - 6,234,HUN,3:54
Yellow card,,3,6,4,NED,3.0,Team Official,4 - 6,234,NED,3:54
Turnover foul,10.0,3,6,4,NED,3.0,KOOLHAAS I,4 - 6,221,NED,3:41
Action shot - Goal,4.0,3,7,4,NED,3.0,GURISATTI G,4 - 7,194,HUN,3:14
Time-Out,,3,7,4,NED,3.0,,4 - 7,194,NED,3:14
5m shot - Saved,6.0,3,7,4,NED,3.0,STOMPHORST N,4 - 7,165,NED,2:45
Turnover foul,10.0,3,7,4,NED,3.0,BUJKA B,4 - 7,149,HUN,2:29
Steal,4.0,3,7,4,NED,3.0,van der SLOOT S,4 - 7,149,NED,2:29
20 sec. exclusion in centre,4.0,3,7,4,NED,3.0,GURISATTI G,4 - 7,128,HUN,2:08
Extra player shot - Saved,9.0,3,7,4,NED,3.0,MEGENS M,4 - 7,109,NED,1:49
Turnover foul,10.0,3,7,4,NED,3.0,BUJKA B,4 - 7,76,HUN,1:16
Steal,6.0,3,7,4,NED,3.0,STOMPHORST N,4 - 7,76,NED,1:16
Turnover foul,8.0,3,7,4,NED,3.0,SEVENICH V,4 - 7,63,NED,1:03
Steal,7.0,3,7,4,NED,3.0,ILLES A,4 - 7,63,HUN,1:03
5m shot - Blocked,6.0,3,7,4,NED,3.0,TAKACS O,4 - 7,33,HUN,0:33
20 sec. exclusion in field,6.0,3,7,4,NED,3.0,TAKACS O,4 - 7,32,HUN,0:32
Action shot - Goal,2.0,3,7,5,NED,3.0,SMIT Y,5 - 7,9,NED,0:09
Time-Out,,3,7,5,NED,3.0,,5 - 7,9,HUN,0:09
5m shot - Saved,8.0,3,7,5,NED,3.0,KESZTHELYI R,5 - 7,1,HUN,0:01
Starting goalkeeper,13.0,3,7,5,NED,4.0,WILLEMSZ D,5 - 7,480,NED,8:00
Starting goalkeeper,1.0,3,7,5,NED,4.0,GANGL E,5 - 7,480,HUN,8:00
Sprint won possession,5.0,3,7,5,NED,4.0,SZUCS G,5 - 7,480,HUN,8:00
20 sec. exclusion in field,7.0,3,7,5,NED,4.0,NIJHUIS M,5 - 7,464,NED,7:44
Extra player shot - Saved,5.0,3,7,5,NED,4.0,SZUCS G,5 - 7,444,HUN,7:24
20 sec. exclusion in field,6.0,3,7,5,NED,4.0,TAKACS O,5 - 7,425,HUN,7:05
Extra player shot - Saved,5.0,3,7,5,NED,4.0,GENEE A,5 - 7,407,NED,6:47
Turnover foul,10.0,3,7,5,NED,4.0,KOOLHAAS I,5 - 7,346,NED,5:46
Penalty foul,8.0,3,7,5,NED,4.0,SEVENICH V,5 - 7,332,NED,5:32
Penalty shot - Goal,8.0,3,8,5,NED,4.0,KESZTHELYI R,5 - 8,332,HUN,5:32
Turnover foul,8.0,3,8,5,NED,4.0,SEVENICH V,5 - 8,314,NED,5:14
Centre shot - Saved,10.0,3,8,5,NED,4.0,BUJKA B,5 - 8,301,HUN,5:01
20 sec. exclusion in field,5.0,3,8,5,NED,4.0,SZUCS G,5 - 8,295,HUN,4:55
Extra player shot - Saved,4.0,3,8,5,NED,4.0,van der SLOOT S,5 - 8,277,NED,4:37
Turnover foul,10.0,3,8,5,NED,4.0,BUJKA B,5 - 8,250,HUN,4:10
Steal,,3,,HUN,NED,4.0,GANGL E,HUN,107,1,1:47
Penalty foul,,3,,NED,NED,4.0,STOMPHORST N,NED,82,6,1:22
Penalty shot - Goal,,3,10 HUN,7,NED,4.0,KESZTHELYI R,7 - 10 HUN,82,8,1:22
20 sec. exclusion in field,,3,,HUN,NED,4.0,TAKACS O,HUN,66,6,1:06
Extra player shot - Goal,,3,10 NED,8,NED,4.0,van der SLOOT S,8 - 10 NED,63,4,1:03
Turnover foul,,3,,HUN,NED,4.0,TOTH I,HUN,33,9,0:33
Steal,,3,,NED,NED,4.0,van der SLOOT S,NED,33,4,0:33
5m shot - Saved,,3,,NED,NED,4.0,van der SLOOT S,NED,15,4,0:15
Starting goalkeeper,1.0,4,0,0,CAN,1.0,GANGL E,0 - 0,480,HUN,8:00
Starting goalkeeper,1.0,4,0,0,CAN,1.0,GAUDREAULT J,0 - 0,480,CAN,8:00
Sprint won possession,12.0,4,0,0,CAN,1.0,SZILAGYI D,0 - 0,480,HUN,8:00
Turnover foul,5.0,4,0,0,CAN,1.0,SZUCS G,0 - 0,461,HUN,7:41
Steal,9.0,4,0,0,CAN,1.0,McKELVEY H,0 - 0,461,CAN,7:41
20 sec. exclusion in centre,8.0,4,0,0,CAN,1.0,KESZTHELYI R,0 - 0,446,HUN,7:26
Extra player shot - Goal,5.0,4,0,1,CAN,1.0,EGGENS M,0 - 1,431,CAN,7:11
Action shot - Post,11.0,4,0,1,CAN,1.0,CSABAI D,0 - 1,418,HUN,6:58
Action shot - Missed,11.0,4,0,1,CAN,1.0,CSABAI D,0 - 1,408,HUN,6:48
Action shot - Post,9.0,4,0,1,CAN,1.0,McKELVEY H,0 - 1,381,CAN,6:21
Action shot - Post,11.0,4,0,1,CAN,1.0,CSABAI D,0 - 1,354,HUN,5:54
Action shot - Saved,8.0,4,0,1,CAN,1.0,KESZTHELYI R,0 - 1,336,HUN,5:36
Action shot - Post,11.0,4,0,1,CAN,1.0,CSABAI D,0 - 1,316,HUN,5:16
20 sec. exclusion in centre,10.0,4,0,1,CAN,1.0,BUJKA B,0 - 1,309,HUN,5:09
Extra player shot - Post,5.0,4,0,1,CAN,1.0,EGGENS M,0 - 1,289,CAN,4:49
Action shot - Blocked,5.0,4,0,1,CAN,1.0,EGGENS M,0 - 1,283,CAN,4:43
Action shot - Post,12.0,4,0,1,CAN,1.0,SZILAGYI D,0 - 1,268,HUN,4:28
Action shot - Blocked,12.0,4,0,1,CAN,1.0,FOURNIER S,0 - 1,238,CAN,3:58
Action shot - Saved,5.0,4,0,1,CAN,1.0,SZUCS G,0 - 1,216,HUN,3:36
Turnover foul,10.0,4,0,1,CAN,1.0,ROBINSON C,0 - 1,186,CAN,3:06
Steal,1.0,4,0,1,CAN,1.0,GANGL E,0 - 1,186,HUN,3:06
5m shot - Missed,8.0,4,0,1,CAN,1.0,KESZTHELYI R,0 - 1,160,HUN,2:40
5m shot - Missed,10.0,4,0,1,CAN,1.0,ROBINSON C,0 - 1,134,CAN,2:14
Action shot - Blocked,12.0,4,0,1,CAN,1.0,SZILAGYI D,0 - 1,110,HUN,1:50
Time-Out,,4,0,1,CAN,1.0,,0 - 1,108,CAN,1:48
Turnover foul,8.0,4,0,1,CAN,1.0,KESZTHELYI R,0 - 1,72,HUN,1:12
Action shot - Post,9.0,4,0,1,CAN,1.0,McKELVEY H,0 - 1,51,CAN,0:51
Time-Out,,4,0,1,CAN,1.0,,0 - 1,51,HUN,0:51
5m shot - Saved,10.0,4,0,1,CAN,1.0,BUJKA B,0 - 1,31,HUN,0:31
20 sec. exclusion in centre,10.0,4,0,1,CAN,1.0,ROBINSON C,0 - 1,21,CAN,0:21
Extra player shot - Saved,10.0,4,0,1,CAN,1.0,BUJKA B,0 - 1,6,HUN,0:06
20 sec. exclusion in field,8.0,4,0,1,CAN,1.0,LEMAY-LAVOIE E,0 - 1,6,CAN,0:06
5m shot - Missed,10.0,4,0,1,CAN,1.0,BUJKA B,0 - 1,3,HUN,0:03
Starting goalkeeper,1.0,4,0,1,CAN,2.0,GANGL E,0 - 1,480,HUN,8:00
Starting goalkeeper,1.0,4,0,1,CAN,2.0,GAUDREAULT J,0 - 1,480,CAN,8:00
Sprint won possession,12.0,4,0,1,CAN,2.0,SZILAGYI D,0 - 1,480,HUN,8:00
20 sec. exclusion in centre,7.0,4,0,1,CAN,2.0,BEKHAZI J,0 - 1,451,CAN,7:31
Extra player shot - Goal,12.0,4,1,1,CAN,2.0,SZILAGYI D,1 - 1,447,HUN,7:27
Action shot - Missed,6.0,4,1,1,CAN,2.0,CHRISTMAS K,1 - 1,424,CAN,7:04
5m shot - Blocked,12.0,4,1,1,CAN,2.0,SZILAGYI D,1 - 1,396,HUN,6:36
5m shot - Goal,5.0,4,1,2,CAN,2.0,EGGENS M,1 - 2,366,CAN,6:06
Action shot - Goal,2.0,4,2,2,CAN,2.0,CZIGANY D,2 - 2,337,HUN,5:37
20 sec. exclusion in centre,6.0,4,2,2,CAN,2.0,TAKACS O,2 - 2,324,HUN,5:24
Action shot - Goal,5.0,4,2,3,CAN,2.0,EGGENS M,2 - 3,302,CAN,5:02
Turnover foul,10.0,4,2,3,CAN,2.0,BUJKA B,2 - 3,291,HUN,4:51
Steal,7.0,4,2,3,CAN,2.0,BEKHAZI J,2 - 3,291,CAN,4:51
Turnover foul,10.0,4,2,3,CAN,2.0,ROBINSON C,2 - 3,263,CAN,4:23
Steal,12.0,4,2,3,CAN,2.0,SZILAGYI D,2 - 3,263,HUN,4:23
20 sec. exclusion in field,10.0,4,2,3,CAN,2.0,ROBINSON C,2 - 3,245,CAN,4:05
Extra player shot - Post,12.0,4,2,3,CAN,2.0,SZILAGYI D,2 - 3,227,HUN,3:47
Action shot - Saved,5.0,4,2,3,CAN,2.0,EGGENS M,2 - 3,207,CAN,3:27
Centre shot - Blocked,10.0,4,2,3,CAN,2.0,BUJKA B,2 - 3,188,HUN,3:08
Turnover foul,2.0,4,2,3,CAN,2.0,ALOGBO K,2 - 3,158,CAN,2:38
Steal,8.0,4,2,3,CAN,2.0,KESZTHELYI R,2 - 3,158,HUN,2:38
Action shot - Post,5.0,4,2,3,CAN,2.0,SZUCS G,2 - 3,129,HUN,2:09
Double exclusion,2.0,4,2,3,CAN,2.0,ALOGBO K,2 - 3,127,CAN,2:07
Double exclusion,10.0,4,2,3,CAN,2.0,BUJKA B,2 - 3,127,HUN,2:07
Turnover foul,1.0,4,2,3,CAN,2.0,GAUDREAULT J,2 - 3,118,CAN,1:58
Steal,12.0,4,2,3,CAN,2.0,SZILAGYI D,2 - 3,118,HUN,1:58
Action shot - Saved,8.0,4,2,3,CAN,2.0,KESZTHELYI R,2 - 3,91,HUN,1:31
Time-Out,,4,2,3,CAN,2.0,,2 - 3,90,CAN,1:30
Time-Out,,4,2,3,CAN,4.0,,2 - 3,133,HUN,2:13
Action shot - Blocked,2.0,4,2,3,CAN,4.0,CZIGANY D,2 - 3,45,HUN,0:45
Centre shot - Post,10.0,4,2,3,CAN,4.0,BUJKA B,2 - 3,32,HUN,0:32
Time-Out,,4,2,3,CAN,4.0,,2 - 3,19,CAN,0:19
Action shot - Blocked,12.0,4,2,3,CAN,2.0,FOURNIER S,2 - 3,63,CAN,1:03
Action shot - Goal,7.0,4,3,3,CAN,2.0,ILLES A,3 - 3,43,HUN,0:43
Counter attack - Goal,5.0,4,3,4,CAN,2.0,EGGENS M,3 - 4,31,CAN,0:31
5m shot - Goal,6.0,4,4,4,CAN,2.0,TAKACS O,4 - 4,16,HUN,0:16
Starting goalkeeper,1.0,4,4,4,CAN,3.0,GANGL E,4 - 4,480,HUN,8:00
Starting goalkeeper,1.0,4,4,4,CAN,3.0,GAUDREAULT J,4 - 4,480,CAN,8:00
Sprint won possession,12.0,4,4,4,CAN,3.0,SZILAGYI D,4 - 4,480,HUN,8:00
Turnover foul,12.0,4,4,4,CAN,3.0,SZILAGYI D,4 - 4,457,HUN,7:37
Steal,7.0,4,4,4,CAN,3.0,BEKHAZI J,4 - 4,457,CAN,7:37
Action shot - Saved,12.0,4,4,4,CAN,3.0,FOURNIER S,4 - 4,427,CAN,7:07
Action shot - Blocked,12.0,4,4,4,CAN,3.0,SZILAGYI D,4 - 4,405,HUN,6:45
5m shot,7.0,4,4,4,CAN,3.0,BEKHAZI J,4 - 4,381,CAN,6:21
Turnover foul,11.0,4,4,4,CAN,3.0,CSABAI D,4 - 4,355,HUN,5:55
Steal,4.0,4,4,4,CAN,3.0,WRIGHT E,4 - 4,355,CAN,5:55
20 sec. exclusion in field,9.0,4,4,4,CAN,3.0,TOTH I,4 - 4,352,HUN,5:52
Time-Out,,4,4,4,CAN,3.0,,4 - 4,352,CAN,5:52
Extra player shot - Goal,5.0,4,4,5,CAN,3.0,EGGENS M,4 - 5,338,CAN,5:38
Centre shot - Missed,7.0,4,4,5,CAN,3.0,ILLES A,4 - 5,311,HUN,5:11
20 sec. exclusion in centre,7.0,4,4,5,CAN,3.0,ILLES A,4 - 5,296,HUN,4:56
Extra player shot - Missed,6.0,4,4,5,CAN,3.0,CHRISTMAS K,4 - 5,281,CAN,4:41
Turnover foul,4.0,4,4,5,CAN,3.0,WRIGHT E,4 - 5,249,CAN,4:09
Steal,12.0,4,4,5,CAN,3.0,SZILAGYI D,4 - 5,249,HUN,4:09
Turnover foul,11.0,4,4,5,CAN,3.0,CSABAI D,4 - 5,222,HUN,3:42
20 sec. exclusion in centre,9.0,4,4,5,CAN,3.0,McKELVEY H,4 - 5,207,CAN,3:27
Extra player shot - Blocked,8.0,4,4,5,CAN,3.0,KESZTHELYI R,4 - 5,195,HUN,3:15
20 sec. exclusion in field,2.0,4,4,5,CAN,3.0,CZIGANY D,4 - 5,180,HUN,3:00
Extra player shot - Blocked,12.0,4,4,5,CAN,3.0,FOURNIER S,4 - 5,162,CAN,2:42
Action shot - Missed,11.0,4,4,5,CAN,3.0,CSABAI D,4 - 5,136,HUN,2:16
5m shot - Missed,3.0,4,4,5,CAN,3.0,CREVIER A,4 - 5,117,CAN,1:57
Time-Out,,4,4,5,CAN,3.0,,4 - 5,116,HUN,1:56
Turnover foul,10.0,4,4,5,CAN,3.0,BUJKA B,4 - 5,88,HUN,1:28
Turnover foul,9.0,4,4,5,CAN,3.0,McKELVEY H,4 - 5,76,CAN,1:16
20 sec. exclusion in centre,9.0,4,4,5,CAN,3.0,McKELVEY H,4 - 5,70,CAN,1:10
Action shot - Saved,4.0,4,4,5,CAN,3.0,GURISATTI G,4 - 5,47,HUN,0:47
Turnover foul,5.0,4,4,5,CAN,3.0,EGGENS M,4 - 5,22,CAN,0:22
Steal,1.0,4,4,5,CAN,3.0,GANGL E,4 - 5,22,HUN,0:22
5m shot - Saved,6.0,4,4,5,CAN,3.0,TAKACS O,4 - 5,2,HUN,0:02
Starting goalkeeper,1.0,4,4,5,CAN,4.0,GANGL E,4 - 5,480,HUN,8:00
Starting goalkeeper,1.0,4,4,5,CAN,4.0,GAUDREAULT J,4 - 5,480,CAN,8:00
Sprint won possession,12.0,4,4,5,CAN,4.0,SZILAGYI D,4 - 5,480,HUN,8:00
5m shot - Blocked,12.0,4,4,5,CAN,4.0,SZILAGYI D,4 - 5,461,HUN,7:41
5m shot - Missed,7.0,4,4,5,CAN,4.0,BEKHAZI J,4 - 5,438,CAN,7:18
Action shot - Post,12.0,4,4,5,CAN,4.0,SZILAGYI D,4 - 5,414,HUN,6:54
Action shot - Missed,3.0,4,4,5,CAN,4.0,ANTAL D,4 - 5,370,HUN,6:10
Turnover foul,7.0,4,4,5,CAN,4.0,BEKHAZI J,4 - 5,358,CAN,5:58
Turnover foul,6.0,4,4,5,CAN,4.0,TAKACS O,4 - 5,331,HUN,5:31
Steal,7.0,4,4,5,CAN,4.0,BEKHAZI J,4 - 5,331,CAN,5:31
Double exclusion,6.0,4,4,5,CAN,4.0,TAKACS O,4 - 5,305,HUN,5:05
Double exclusion,10.0,4,4,5,CAN,4.0,ROBINSON C,4 - 5,305,CAN,5:05
Exclusion with substitution,10.0,4,4,5,CAN,4.0,ROBINSON C,4 - 5,305,CAN,5:05
Action shot - Saved,7.0,4,4,5,CAN,4.0,ILLES A,4 - 5,279,HUN,4:39
Turnover foul,5.0,4,4,5,CAN,4.0,EGGENS M,4 - 5,254,CAN,4:14
Steal,1.0,4,4,5,CAN,4.0,GANGL E,4 - 5,254,HUN,4:14
Turnover foul,7.0,4,4,5,CAN,4.0,ILLES A,4 - 5,232,HUN,3:52
Steal,7.0,4,4,5,CAN,4.0,BEKHAZI J,4 - 5,232,CAN,3:52
Turnover foul,4.0,4,4,5,CAN,4.0,WRIGHT E,4 - 5,210,CAN,3:30
Steal,12.0,4,4,5,CAN,4.0,SZILAGYI D,4 - 5,210,HUN,3:30
Action shot - Saved,7.0,4,4,5,CAN,4.0,ILLES A,4 - 5,187,HUN,3:07
20 sec. exclusion in field,9.0,4,4,5,CAN,4.0,TOTH I,4 - 5,166,HUN,2:46
20 sec. exclusion in field,8.0,4,4,5,CAN,4.0,KESZTHELYI R,4 - 5,149,HUN,2:29
Extra player shot - Goal,4.0,4,4,6,CAN,4.0,WRIGHT E,4 - 6,133,CAN,2:13
Turnover foul,9.0,4,4,6,CAN,4.0,McKELVEY H,4 - 6,7,CAN,0:07
20 sec. exclusion in field,6.0,4,4,6,CAN,4.0,CHRISTMAS K,4 - 6,7,CAN,0:07
Yellow card,,4,4,6,CAN,4.0,Team Official,4 - 6,5,CAN,0:05
