Action,Cap,Game,ITA,Opponent,Opponent name,Period,Player,Score,Seconds,Team,Time
20 sec. exclusion in centre,3.0,7,3,4,GRE,3.0,VELOTTO A,4 - 3,268,ITA,4:28
Centre shot - Goal,9.0,7,3,5,GRE,3.0,MOURIKIS K,5 - 3,245,GRE,4:05
Turnover foul,6.0,7,3,5,GRE,3.0,FONDELLI A,5 - 3,217,ITA,3:37
Steal,5.0,7,3,5,GRE,3.0,FOUNTOULIS I,5 - 3,217,GRE,3:37
5m shot - Saved,3.0,7,3,5,GRE,3.0,DERVISIS G,5 - 3,192,GRE,3:12
Turnover foul,7.0,7,3,5,GRE,3.0,AFROUDAKIS C,5 - 3,171,GRE,2:51
Counter attack - Goal,6.0,7,4,5,GRE,3.0,FONDELLI A,5 - 4,160,ITA,2:40
20 sec. exclusion in centre,7.0,7,4,5,GRE,3.0,GIACOPPO M,5 - 4,140,ITA,2:20
Centre shot - Goal,11.0,7,4,6,GRE,3.0,GOUNAS A,6 - 4,116,GRE,1:56
Centre shot - Goal,11.0,7,5,6,GRE,3.0,AICARDI M,6 - 5,95,ITA,1:35
Action shot - Missed,10.0,7,5,6,GRE,3.0,KOLOMVOS C,6 - 5,68,GRE,1:08
Action shot - Saved,7.0,7,5,6,GRE,3.0,GIACOPPO M,6 - 5,38,ITA,0:38
Time-Out,,7,5,6,GRE,3.0,,6 - 5,38,GRE,0:38
20 sec. exclusion in centre,9.0,7,5,6,GRE,3.0,GITTO N,6 - 5,13,ITA,0:13
Extra player shot - Goal,12.0,7,5,7,GRE,3.0,VLACHOPOULOS A,7 - 5,6,GRE,0:06
Time-Out,,7,5,7,GRE,3.0,,7 - 5,6,ITA,0:06
Centre shot - Goal,11.0,7,6,7,GRE,3.0,AICARDI M,7 - 6,1,ITA,0:01
Starting goalkeeper,1.0,7,6,7,GRE,4.0,FLEGKAS K,7 - 6,480,GRE,8:00
Starting goalkeeper,1.0,7,6,7,GRE,4.0,TEMPESTI S,7 - 6,480,ITA,8:00
Sprint won possession,4.0,7,6,7,GRE,4.0,FIGLIOLI P,7 - 6,480,ITA,8:00
20 sec. exclusion in centre,6.0,7,6,7,GRE,4.0,PONTIKEAS K,7 - 6,453,GRE,7:33
Exclusion with substitution,6.0,7,6,7,GRE,4.0,PONTIKEAS K,7 - 6,453,GRE,7:33
Turnover foul,5.0,7,6,7,GRE,4.0,GIORGETTI A,7 - 6,423,ITA,7:03
Steal,12.0,7,6,7,GRE,4.0,VLACHOPOULOS A,7 - 6,423,GRE,7:03
Turnover foul,5.0,7,6,7,GRE,4.0,FOUNTOULIS I,7 - 6,395,GRE,6:35
Steal,1.0,7,6,7,GRE,4.0,TEMPESTI S,7 - 6,395,ITA,6:35
Turnover foul,5.0,7,6,7,GRE,4.0,GIORGETTI A,7 - 6,369,ITA,6:09
20 sec. exclusion in centre,7.0,7,6,7,GRE,4.0,GIACOPPO M,7 - 6,345,ITA,5:45
Turnover foul,12.0,7,6,7,GRE,4.0,VLACHOPOULOS A,7 - 6,317,GRE,5:17
Steal,3.0,7,6,7,GRE,4.0,VELOTTO A,7 - 6,317,ITA,5:17
5m shot - Saved,3.0,7,6,7,GRE,4.0,VELOTTO A,7 - 6,293,ITA,4:53
Penalty foul,3.0,7,6,7,GRE,4.0,DERVISIS G,7 - 6,266,GRE,4:26
Penalty shot - Goal,4.0,7,7,7,GRE,4.0,FIGLIOLI P,7 - 7,266,ITA,4:26
5m shot - Saved,12.0,7,7,7,GRE,4.0,VLACHOPOULOS A,7 - 7,239,GRE,3:59
Yellow card,,7,7,7,GRE,4.0,Team Official,7 - 7,239,GRE,3:59
20 sec. exclusion in centre,9.0,7,7,7,GRE,4.0,GITTO N,7 - 7,217,ITA,3:37
Exclusion with substitution,9.0,7,7,7,GRE,4.0,GITTO N,7 - 7,217,ITA,3:37
Action shot - Post,11.0,7,7,7,GRE,4.0,GOUNAS A,7 - 7,195,GRE,3:15
5m shot - Saved,12.0,7,7,7,GRE,4.0,VLACHOPOULOS A,7 - 7,164,GRE,2:44
5m shot - Blocked,4.0,7,7,7,GRE,4.0,FIGLIOLI P,7 - 7,140,ITA,2:20
Time-Out,,7,7,7,GRE,4.0,,7 - 7,139,GRE,2:19
20 sec. exclusion in centre,2.0,7,7,7,GRE,4.0,DI FULVIO F,7 - 7,112,ITA,1:52
Action shot - Post,5.0,7,7,7,GRE,4.0,FOUNTOULIS I,7 - 7,85,GRE,1:25
Turnover foul,5.0,7,7,7,GRE,4.0,GIORGETTI A,7 - 7,56,ITA,0:56
Turnover foul,7.0,7,7,7,GRE,4.0,AFROUDAKIS C,7 - 7,41,GRE,0:41
5m shot - Post,2.0,7,7,7,GRE,4.0,DI FULVIO F,7 - 7,12,ITA,0:12
5m shot - Saved,7.0,7,7,7,GRE,4.0,AFROUDAKIS C,7 - 7,0,GRE,0:00
