Action,Cap,Game,Opponent,Opponent name,Period,Player,RSA,Score,Seconds,Team,Time
5m shot - Goal,4.0,3,12,ESP,3.0,ORTIZ MUNOZ B,2,2 - 12,30,ESP,0:30
Turnover foul,3.0,3,12,ESP,3.0,PALEY K,2,2 - 12,4,RSA,0:04
Steal,5.0,3,12,ESP,3.0,ORTIZ REYES M,2,2 - 12,4,ESP,0:04
5m shot - Saved,4.0,3,12,ESP,3.0,ORTIZ MUNOZ B,2,2 - 12,1,ESP,0:01
Starting goalkeeper,1.0,3,12,ESP,4.0,THOMAS R,2,2 - 12,480,RSA,8:00
Starting goalkeeper,13.0,3,12,ESP,4.0,DOMENE PEREZ S,2,2 - 12,480,ESP,8:00
Sprint won possession,4.0,3,12,ESP,4.0,ORTIZ MUNOZ B,2,2 - 12,480,ESP,8:00
20 sec. exclusion in centre,2.0,3,12,ESP,4.0,PENNEY A,2,2 - 12,468,RSA,7:48
Action shot - Goal,4.0,3,13,ESP,4.0,ORTIZ MUNOZ B,2,2 - 13,445,ESP,7:25
5m shot - Blocked,2.0,3,13,ESP,4.0,PENNEY A,2,2 - 13,421,RSA,7:01
Penalty foul,2.0,3,13,ESP,4.0,PENNEY A,2,2 - 13,399,RSA,6:39
Exclusion with substitution,2.0,3,13,ESP,4.0,PENNEY A,2,2 - 13,399,RSA,6:39
Penalty shot - Saved,4.0,3,13,ESP,4.0,ORTIZ MUNOZ B,2,2 - 13,399,ESP,6:39
Turnover foul,8.0,3,13,ESP,4.0,KEEVY A,2,2 - 13,372,RSA,6:12
Steal,13.0,3,13,ESP,4.0,DOMENE PEREZ S,2,2 - 13,372,ESP,6:12
20 sec. exclusion in centre,8.0,3,13,ESP,4.0,KEEVY A,2,2 - 13,364,RSA,6:04
Extra player shot - Saved,5.0,3,13,ESP,4.0,ORTIZ REYES M,2,2 - 13,355,ESP,5:55
Extra player shot - Goal,12.0,3,14,ESP,4.0,LEITON ARRONES P,2,2 - 14,344,ESP,5:44
Turnover foul,5.0,3,14,ESP,4.0,SCHOOLING M,2,2 - 14,320,RSA,5:20
Steal,7.0,3,14,ESP,4.0,ESPAR LLAQUET C,2,2 - 14,320,ESP,5:20
Counter attack - Saved,9.0,3,14,ESP,4.0,FORCA ARIZA J,2,2 - 14,310,ESP,5:10
20 sec. exclusion in centre,10.0,3,14,ESP,4.0,MANSON M,2,2 - 14,255,RSA,4:15
Action shot - Goal,9.0,3,15,ESP,4.0,FORCA ARIZA J,2,2 - 15,226,ESP,3:46
Turnover foul,11.0,3,15,ESP,4.0,BARRETT N,2,2 - 15,208,RSA,3:28
Steal,13.0,3,15,ESP,4.0,DOMENE PEREZ S,2,2 - 15,208,ESP,3:28
5m shot - Goal,9.0,3,16,ESP,4.0,FORCA ARIZA J,2,2 - 16,182,ESP,3:02
Turnover foul,8.0,3,16,ESP,4.0,KEEVY A,2,2 - 16,153,RSA,2:33
Steal,6.0,3,16,ESP,4.0,LLORET GOMEZ H,2,2 - 16,153,ESP,2:33
Turnover foul,10.0,3,16,ESP,4.0,CRESPI BARRIGA P,2,2 - 16,134,ESP,2:14
Time-Out,,3,16,ESP,4.0,,2,2 - 16,134,RSA,2:14
Action shot - Goal,9.0,3,17,ESP,4.0,FORCA ARIZA J,2,2 - 17,79,ESP,1:19
Turnover foul,7.0,3,17,ESP,4.0,WESSELS C,2,2 - 17,49,RSA,0:49
Turnover foul,2.0,3,17,ESP,4.0,BACH PASCUAL M,2,2 - 17,37,ESP,0:37
5m shot - Blocked,ESP 9,3,17,ESP,4.0,FORCA ARIZA J,2,2 - 17,1,,0:01
Starting goalkeeper,1.0,4,0,BRA,1.0,CHAMORRO V,0,0 - 0,480,BRA,8:00
Starting goalkeeper,13.0,4,0,BRA,1.0,NIXON L,0,0 - 0,480,RSA,8:00
Sprint won possession,6.0,4,0,BRA,1.0,HALLENDORFF A,0,0 - 0,480,RSA,8:00
Penalty foul,11.0,4,0,BRA,1.0,DUARTE M,0,0 - 0,461,BRA,7:41
Penalty shot - Goal,12.0,4,0,BRA,1.0,WHITE K,1,0 - 1,461,RSA,7:41
20 sec. exclusion in field,3.0,4,0,BRA,1.0,PALEY K,1,0 - 1,447,RSA,7:27
Turnover foul,3.0,4,0,BRA,1.0,ZABLITH M,1,0 - 1,418,BRA,6:58
Steal,5.0,4,0,BRA,1.0,SCHOOLING M,1,0 - 1,418,RSA,6:58
Centre shot - Saved,3.0,4,0,BRA,1.0,PALEY K,1,0 - 1,389,RSA,6:29
5m shot - Goal,3.0,4,1,BRA,1.0,ZABLITH M,1,1 - 1,362,BRA,6:02
5m shot - Missed,12.0,4,1,BRA,1.0,WHITE K,1,1 - 1,336,RSA,5:36
5m shot - Post,2.0,4,1,BRA,1.0,ABLA D,1,1 - 1,308,BRA,5:08
Turnover foul,6.0,4,1,BRA,1.0,HALLENDORFF A,1,1 - 1,287,RSA,4:47
Steal,3.0,4,1,BRA,1.0,ZABLITH M,1,1 - 1,287,BRA,4:47
20 sec. exclusion in field,2.0,4,1,BRA,1.0,PENNEY A,1,1 - 1,282,RSA,4:42
5m shot - Goal,2.0,4,2,BRA,1.0,ABLA D,1,2 - 1,255,BRA,4:15
Turnover foul,9.0,4,2,BRA,1.0,SMIT Z,1,2 - 1,231,RSA,3:51
Steal,1.0,4,2,BRA,1.0,CHAMORRO V,1,2 - 1,231,BRA,3:51
Turnover foul,9.0,4,2,BRA,1.0,DIAS M,1,2 - 1,207,BRA,3:27
Steal,13.0,4,2,BRA,1.0,NIXON L,1,2 - 1,207,RSA,3:27
Centre shot - Missed,9.0,4,2,BRA,1.0,SMIT Z,1,2 - 1,186,RSA,3:06
5m shot - Missed,3.0,4,2,BRA,1.0,ZABLITH M,1,2 - 1,174,BRA,2:54
Time-Out,,4,2,BRA,1.0,,1,2 - 1,174,RSA,2:54
Turnover foul,10.0,4,2,BRA,1.0,MANSON M,1,2 - 1,151,RSA,2:31
Steal,10.0,4,2,BRA,1.0,BAHIA V,1,2 - 1,151,BRA,2:31
Action shot - Missed,2.0,4,2,BRA,1.0,ABLA D,1,2 - 1,129,BRA,2:09
5m shot - Saved,12.0,4,2,BRA,1.0,WHITE K,1,2 - 1,102,RSA,1:42
5m shot - Saved,2.0,4,2,BRA,1.0,ABLA D,1,2 - 1,73,BRA,1:13
Turnover foul,11.0,4,2,BRA,1.0,DUARTE M,1,2 - 1,59,BRA,0:59
Steal,8.0,4,2,BRA,1.0,KEEVY A,1,2 - 1,59,RSA,0:59
Centre shot - Saved,9.0,4,2,BRA,1.0,SMIT Z,1,2 - 1,42,RSA,0:42
Time-Out,,4,2,BRA,1.0,,1,2 - 1,42,BRA,0:42
20 sec. exclusion in centre,10.0,4,2,BRA,1.0,MANSON M,1,2 - 1,32,RSA,0:32
Extra player shot - Goal,2.0,4,3,BRA,1.0,ABLA D,1,3 - 1,20,BRA,0:20
5m shot - Saved,2.0,4,3,BRA,1.0,PENNEY A,1,3 - 1,1,RSA,0:01
Starting goalkeeper,1.0,4,3,BRA,2.0,CHAMORRO V,1,3 - 1,480,BRA,8:00
Starting goalkeeper,13.0,4,3,BRA,2.0,NIXON L,1,3 - 1,480,RSA,8:00
Sprint won possession,3.0,4,3,BRA,2.0,ZABLITH M,1,3 - 1,480,BRA,8:00
20 sec. exclusion in field,3.0,4,3,BRA,2.0,PALEY K,1,3 - 1,457,RSA,7:37
Extra player shot - Goal,2.0,4,4,BRA,2.0,ABLA D,1,4 - 1,442,BRA,7:22
5m shot - Missed,11.0,4,4,BRA,2.0,BARRETT N,1,4 - 1,418,RSA,6:58
5m shot - Post,11.0,4,4,BRA,2.0,DUARTE M,1,4 - 1,394,BRA,6:34
5m shot - Missed,8.0,4,4,BRA,2.0,KEEVY A,1,4 - 1,367,RSA,6:07
5m shot - Saved,3.0,4,4,BRA,2.0,ZABLITH M,1,4 - 1,342,BRA,5:42
Counter attack - Goal,6.0,4,4,BRA,2.0,HALLENDORFF A,2,4 - 2,329,RSA,5:29
5m shot - Missed,11.0,4,4,BRA,2.0,DUARTE M,2,4 - 2,308,BRA,5:08
Action shot - Missed,12.0,4,4,BRA,2.0,WHITE K,2,4 - 2,294,RSA,4:54
Turnover foul,4.0,4,4,BRA,2.0,SOUZA J,2,4 - 2,273,BRA,4:33
Turnover foul,2.0,4,4,BRA,2.0,PENNEY A,2,4 - 2,244,RSA,4:04
5m shot - Missed,11.0,4,4,BRA,2.0,DUARTE M,2,4 - 2,221,BRA,3:41
Turnover foul,11.0,4,4,BRA,2.0,BARRETT N,2,4 - 2,198,RSA,3:18
5m shot - Goal,3.0,4,5,BRA,2.0,ZABLITH M,2,5 - 2,186,BRA,3:06
Action shot - Blocked,2.0,4,5,BRA,2.0,PENNEY A,2,5 - 2,158,RSA,2:38
20 sec. exclusion in field,4.0,4,5,BRA,2.0,FAULMANN S,2,5 - 2,142,RSA,2:22
Extra player shot - Saved,9.0,4,5,BRA,2.0,DIAS M,2,5 - 2,124,BRA,2:04
Turnover foul,2.0,4,5,BRA,2.0,PENNEY A,2,5 - 2,98,RSA,1:38
Steal,3.0,4,5,BRA,2.0,ZABLITH M,2,5 - 2,98,BRA,1:38
Turnover foul,4.0,4,5,BRA,2.0,SOUZA J,2,5 - 2,68,BRA,1:08
Steal,2.0,4,5,BRA,2.0,PENNEY A,2,5 - 2,68,RSA,1:08
Turnover foul,9.0,4,5,BRA,2.0,SMIT Z,2,5 - 2,47,RSA,0:47
Time-Out,,4,5,BRA,2.0,,2,5 - 2,47,BRA,0:47
Centre shot - Goal,2.0,4,10,BRA,4.0,ABLA D,5,10 - 5,65,BRA,1:05
20 sec. exclusion in field,5.0,4,10,BRA,4.0,AMARAL A,5,10 - 5,38,BRA,0:38
20 sec. exclusion in field,12.0,4,10,BRA,2.0,WHITE K,5,10 - 5,35,RSA,0:35
Extra player shot - Post,3.0,4,10,BRA,2.0,ZABLITH M,5,10 - 5,15,BRA,0:15
Time-Out,,4,10,BRA,2.0,,5,10 - 5,15,RSA,0:15
5m shot - Post,12.0,4,10,BRA,2.0,WHITE K,5,10 - 5,1,RSA,0:01
Starting goalkeeper,1.0,4,10,BRA,3.0,CHAMORRO V,5,10 - 5,480,BRA,8:00
Starting goalkeeper,1.0,4,10,BRA,3.0,THOMAS R,5,10 - 5,480,RSA,8:00
Sprint won possession,6.0,4,10,BRA,3.0,HALLENDORFF A,5,10 - 5,480,RSA,8:00
Action shot - Missed,11.0,4,10,BRA,3.0,BARRETT N,5,10 - 5,456,RSA,7:36
5m shot - Saved,11.0,4,10,BRA,3.0,DUARTE M,5,10 - 5,427,BRA,7:07
Action shot - Missed,11.0,4,10,BRA,3.0,BARRETT N,5,10 - 5,402,RSA,6:42
5m shot - Goal,2.0,4,6,BRA,3.0,ABLA D,2,6 - 2,376,BRA,6:16
Action shot - Missed,3.0,4,6,BRA,3.0,PALEY K,2,6 - 2,361,RSA,6:01
Action shot - Goal,3.0,4,7,BRA,3.0,ZABLITH M,2,7 - 2,341,BRA,5:41
Centre shot - Missed,2.0,4,7,BRA,3.0,PENNEY A,2,7 - 2,317,RSA,5:17
Turnover foul,11.0,4,7,BRA,3.0,DUARTE M,2,7 - 2,297,BRA,4:57
5m shot - Goal,6.0,4,7,BRA,3.0,HALLENDORFF A,3,7 - 3,269,RSA,4:29
Action shot - Saved,9.0,4,7,BRA,3.0,SMIT Z,3,7 - 3,219,RSA,3:39
20 sec. exclusion in field,7.0,4,7,BRA,3.0,FERREIRA S,3,7 - 3,204,BRA,3:24
Time-Out,,4,7,BRA,3.0,,3,7 - 3,204,RSA,3:24
5m shot - Saved,8.0,4,7,BRA,3.0,KEEVY A,3,7 - 3,181,RSA,3:01
Turnover foul,5.0,4,7,BRA,3.0,SCHOOLING M,3,7 - 3,173,RSA,2:53
Steal,9.0,4,7,BRA,3.0,DIAS M,3,7 - 3,173,BRA,2:53
Double exclusion,3.0,4,7,BRA,3.0,ZABLITH M,3,7 - 3,158,BRA,2:38
Double exclusion,11.0,4,7,BRA,3.0,BARRETT N,3,7 - 3,158,RSA,2:38
20 sec. exclusion in field,12.0,4,7,BRA,3.0,WHITE K,3,7 - 3,158,RSA,2:38
Extra player shot - Saved,9.0,4,7,BRA,3.0,DIAS M,3,7 - 3,142,BRA,2:22
5m shot - Post,11.0,4,7,BRA,3.0,BARRETT N,3,7 - 3,117,RSA,1:57
Action shot - Saved,8.0,4,7,BRA,3.0,KEEVY A,3,7 - 3,110,RSA,1:50
20 sec. exclusion in field,8.0,4,7,BRA,3.0,KEEVY A,3,7 - 3,85,RSA,1:25
Extra player shot - Goal,9.0,4,8,BRA,3.0,DIAS M,3,8 - 3,66,BRA,1:06
Turnover foul,2.0,4,8,BRA,3.0,PENNEY A,3,8 - 3,53,RSA,0:53
Steal,10.0,4,8,BRA,3.0,BAHIA V,3,8 - 3,53,BRA,0:53
Time-Out,,4,8,BRA,3.0,,3,8 - 3,49,BRA,0:49
Turnover foul,3.0,4,8,BRA,3.0,ZABLITH M,3,8 - 3,31,BRA,0:31
Turnover foul,9.0,4,8,BRA,3.0,SMIT Z,3,8 - 3,13,RSA,0:13
5m shot - Missed,12.0,4,8,BRA,3.0,BELORIO L,3,8 - 3,1,BRA,0:01
Starting goalkeeper,1.0,4,8,BRA,4.0,CHAMORRO V,3,8 - 3,480,BRA,8:00
Starting goalkeeper,1.0,4,8,BRA,4.0,THOMAS R,3,8 - 3,480,RSA,8:00
Sprint won possession,12.0,4,8,BRA,4.0,BELORIO L,3,8 - 3,480,BRA,8:00
5m shot - Post,3.0,4,8,BRA,4.0,ZABLITH M,3,8 - 3,451,BRA,7:31
20 sec. exclusion in centre,12.0,4,8,BRA,4.0,BELORIO L,3,8 - 3,434,BRA,7:14
Turnover foul,7.0,4,8,BRA,4.0,WESSELS C,3,8 - 3,417,RSA,6:57
Steal,8.0,4,8,BRA,4.0,BRUZZO M,3,8 - 3,417,BRA,6:57
20 sec. exclusion in field,7.0,4,8,BRA,4.0,WESSELS C,3,8 - 3,417,RSA,6:57
Extra player shot - Saved,11.0,4,8,BRA,4.0,DUARTE M,3,8 - 3,403,BRA,6:43
5m shot - Goal,3.0,4,9,BRA,4.0,ZABLITH M,3,9 - 3,386,BRA,6:26
5m shot - Goal,7.0,4,9,BRA,4.0,WESSELS C,4,9 - 4,367,RSA,6:07
20 sec. exclusion in field,8.0,4,9,BRA,4.0,BRUZZO M,4,9 - 4,319,BRA,5:19
Turnover foul,8.0,4,9,BRA,4.0,KEEVY A,4,9 - 4,266,RSA,4:26
5m shot - Saved,10.0,4,9,BRA,4.0,BAHIA V,4,9 - 4,240,BRA,4:00
Time-Out,,4,9,BRA,4.0,,4,9 - 4,240,RSA,4:00
20 sec. exclusion in centre,4.0,4,9,BRA,4.0,SOUZA J,4,9 - 4,226,BRA,3:46
Turnover foul,2.0,4,9,BRA,4.0,ABLA D,4,9 - 4,179,BRA,2:59
Steal,6.0,4,9,BRA,4.0,HALLENDORFF A,4,9 - 4,179,RSA,2:59
Counter attack - Goal,3.0,4,9,BRA,4.0,PALEY K,5,9 - 5,172,RSA,2:52
Action shot - Saved,11.0,4,9,BRA,4.0,DUARTE M,5,9 - 5,149,BRA,2:29
Action shot - Saved,12.0,4,9,BRA,4.0,WHITE K,5,9 - 5,128,RSA,2:08
Turnover foul,2.0,4,9,BRA,4.0,ABLA D,5,9 - 5,108,BRA,1:48
Steal,1.0,4,9,BRA,4.0,THOMAS R,5,9 - 5,108,RSA,1:48
Turnover foul,5.0,4,9,BRA,4.0,SCHOOLING M,5,9 - 5,78,RSA,1:18
Steal,1.0,4,9,BRA,4.0,CHAMORRO V,5,9 - 5,78,BRA,1:18
Extra player shot - Missed,10.0,4,9,BRA,4.0,MANSON M,5,9 - 5,24,RSA,0:24
Time-Out,,4,9,BRA,4.0,,5,9 - 5,24,BRA,0:24
Starting goalkeeper,1.0,5,0,KAZ,1.0,THOMAS R,0,0 - 0,480,RSA,8:00
Starting goalkeeper,1.0,5,0,KAZ,1.0,ZHARKIMBAYEVA A,0,0 - 0,480,KAZ,8:00
Sprint won possession,6.0,5,0,KAZ,1.0,HALLENDORFF A,0,0 - 0,480,RSA,8:00
Turnover foul,11.0,5,0,KAZ,1.0,BARRETT N,0,0 - 0,462,RSA,7:42
Steal,5.0,5,0,KAZ,1.0,ZAKIROVA K,0,0 - 0,462,KAZ,7:42
Turnover foul,12.0,5,0,KAZ,1.0,MUSSAROVA A,0,0 - 0,441,KAZ,7:21
Steal,5.0,5,0,KAZ,1.0,SCHOOLING M,0,0 - 0,441,RSA,7:21
Turnover foul,11.0,5,0,KAZ,1.0,BARRETT N,0,0 - 0,416,RSA,6:56
Steal,4.0,5,0,KAZ,1.0,TUROVA A,0,0 - 0,416,KAZ,6:56
Turnover foul,11.0,5,0,KAZ,1.0,MIRSHINA A,0,0 - 0,392,KAZ,6:32
Action shot - Saved,12.0,5,0,KAZ,1.0,WHITE K,0,0 - 0,376,RSA,6:16
Turnover foul,5.0,5,0,KAZ,1.0,SCHOOLING M,0,0 - 0,352,RSA,5:52
Steal,4.0,5,0,KAZ,1.0,TUROVA A,0,0 - 0,352,KAZ,5:52
Action shot - Saved,5.0,5,0,KAZ,1.0,ZAKIROVA K,0,0 - 0,325,KAZ,5:25
20 sec. exclusion in centre,5.0,5,0,KAZ,1.0,ZAKIROVA K,0,0 - 0,309,KAZ,5:09
Extra player shot - Missed,6.0,5,0,KAZ,1.0,HALLENDORFF A,0,0 - 0,291,RSA,4:51
Time-Out,,5,0,KAZ,1.0,,0,0 - 0,291,KAZ,4:51
20 sec. exclusion in field,5.0,5,0,KAZ,1.0,SCHOOLING M,0,0 - 0,276,RSA,4:36
Extra player shot - Goal,3.0,5,1,KAZ,1.0,AKILBAYEVA A,0,0 - 1,259,KAZ,4:19
Turnover foul,6.0,5,1,KAZ,1.0,HALLENDORFF A,0,0 - 1,233,RSA,3:53
Steal,11.0,5,1,KAZ,1.0,MIRSHINA A,0,0 - 1,233,KAZ,3:53
20 sec. exclusion in centre,10.0,5,1,KAZ,1.0,MANSON M,0,0 - 1,217,RSA,3:37
Extra player shot - Post,10.0,5,1,KAZ,1.0,MYRZABEKOVA Z,0,0 - 1,202,KAZ,3:22
Centre shot - Goal,9.0,5,1,KAZ,1.0,SMIT Z,1,1 - 1,177,RSA,2:57
Turnover foul,10.0,5,1,KAZ,1.0,MYRZABEKOVA Z,1,1 - 1,161,KAZ,2:41
Counter attack - Saved,11.0,5,1,KAZ,1.0,BARRETT N,1,1 - 1,145,RSA,2:25
Action shot - Goal,3.0,5,2,KAZ,1.0,AKILBAYEVA A,1,1 - 2,124,KAZ,2:04
Turnover foul,9.0,5,2,KAZ,1.0,SMIT Z,1,1 - 2,109,RSA,1:49
5m shot - Saved,12.0,5,2,KAZ,1.0,MUSSAROVA A,1,1 - 2,81,KAZ,1:21
Time-Out,,5,2,KAZ,1.0,,1,1 - 2,80,RSA,1:20
Turnover foul,8.0,5,2,KAZ,1.0,KEEVY A,1,1 - 2,60,RSA,1:00
Steal,1.0,5,2,KAZ,1.0,ZHARKIMBAYEVA A,1,1 - 2,60,KAZ,1:00
20 sec. exclusion in field,2.0,5,2,KAZ,1.0,PENNEY A,1,1 - 2,58,RSA,0:58
Penalty foul,2.0,5,2,KAZ,1.0,PENNEY A,1,1 - 2,58,RSA,0:58
Penalty shot - Missed,11.0,5,2,KAZ,1.0,MIRSHINA A,1,1 - 2,53,KAZ,0:53
Turnover foul,8.0,5,2,KAZ,1.0,KEEVY A,1,1 - 2,32,RSA,0:32
Action shot - Saved,5.0,5,2,KAZ,1.0,ZAKIROVA K,1,1 - 2,13,KAZ,0:13
Starting goalkeeper,1.0,5,2,KAZ,2.0,THOMAS R,1,1 - 2,480,RSA,8:00
Starting goalkeeper,1.0,5,2,KAZ,2.0,ZHARKIMBAYEVA A,1,1 - 2,480,KAZ,8:00
Sprint won possession,6.0,5,2,KAZ,2.0,HALLENDORFF A,1,1 - 2,480,RSA,8:00
20 sec. exclusion in centre,12.0,5,2,KAZ,2.0,MUSSAROVA A,1,1 - 2,462,KAZ,7:42
Extra player shot - Saved,5.0,5,2,KAZ,2.0,SCHOOLING M,1,1 - 2,446,RSA,7:26
Action shot - Goal,9.0,5,3,KAZ,2.0,YEREMINA A,1,1 - 3,418,KAZ,6:58
Turnover foul,9.0,5,3,KAZ,2.0,SMIT Z,1,1 - 3,401,RSA,6:41
Steal,3.0,5,3,KAZ,2.0,AKILBAYEVA A,1,1 - 3,401,KAZ,6:41
Turnover foul,5.0,5,3,KAZ,2.0,ZAKIROVA K,1,1 - 3,385,KAZ,6:25
Steal,6.0,5,3,KAZ,2.0,HALLENDORFF A,1,1 - 3,385,RSA,6:25
Turnover foul,6.0,5,3,KAZ,2.0,HALLENDORFF A,1,1 - 3,377,RSA,6:17
5m shot - Goal,11.0,5,4,KAZ,2.0,MIRSHINA A,1,1 - 4,366,KAZ,6:06
Penalty foul,9.0,5,4,KAZ,2.0,YEREMINA A,1,1 - 4,351,KAZ,5:51
Penalty shot - Goal,12.0,5,4,KAZ,2.0,WHITE K,2,2 - 4,351,RSA,5:51
Turnover foul,10.0,5,4,KAZ,2.0,MYRZABEKOVA Z,2,2 - 4,342,KAZ,5:42
Steal,1.0,5,4,KAZ,2.0,THOMAS R,2,2 - 4,342,RSA,5:42
Centre shot - Goal,9.0,5,4,KAZ,2.0,SMIT Z,3,3 - 4,317,RSA,5:17
Action shot - Missed,8.0,5,4,KAZ,2.0,SAICHUK O,3,3 - 4,299,KAZ,4:59
Action shot - Saved,11.0,5,4,KAZ,2.0,BARRETT N,3,3 - 4,276,RSA,4:36
Action shot - Missed,3.0,5,4,KAZ,2.0,AKILBAYEVA A,3,3 - 4,252,KAZ,4:12
20 sec. exclusion in centre,4.0,5,4,KAZ,2.0,TUROVA A,3,3 - 4,225,KAZ,3:45
5m shot - Post,10.0,5,4,KAZ,2.0,MANSON M,3,3 - 4,199,RSA,3:19
Turnover foul,12.0,5,4,KAZ,2.0,WHITE K,3,3 - 4,183,RSA,3:03
Steal,9.0,5,4,KAZ,2.0,YEREMINA A,3,3 - 4,183,KAZ,3:03
Steal,8.0,5,4,KAZ,4.0,KEEVY A,3,3 - 4,256,RSA,4:16
Time-Out,,5,4,KAZ,4.0,,3,3 - 4,256,RSA,4:16
Turnover foul,3.0,5,4,KAZ,4.0,PALEY K,3,3 - 4,230,RSA,3:50
Centre shot - Goal,7.0,5,5,KAZ,4.0,NOVIKOVA A,4,4 - 5,205,KAZ,3:25
5m shot - Missed,7.0,5,5,KAZ,4.0,NOVIKOVA A,4,4 - 5,144,KAZ,2:24
Turnover foul,11.0,5,5,KAZ,4.0,BARRETT N,4,4 - 5,112,RSA,1:52
Double exclusion,8.0,5,5,KAZ,2.0,KEEVY A,4,4 - 5,131,RSA,2:11
Double exclusion,11.0,5,5,KAZ,2.0,MIRSHINA A,4,4 - 5,131,KAZ,2:11
Turnover foul,3.0,5,5,KAZ,2.0,PALEY K,4,4 - 5,124,RSA,2:04
Steal,12.0,5,5,KAZ,2.0,MUSSAROVA A,4,4 - 5,124,KAZ,2:04
Centre shot - Saved,10.0,5,5,KAZ,2.0,MYRZABEKOVA Z,4,4 - 5,108,KAZ,1:48
Time-Out,,5,5,KAZ,2.0,,4,4 - 5,108,RSA,1:48
20 sec. exclusion in field,8.0,5,5,KAZ,2.0,SAICHUK O,4,4 - 5,94,KAZ,1:34
Turnover foul,11.0,5,5,KAZ,2.0,BARRETT N,4,4 - 5,90,RSA,1:30
Time-Out,,5,5,KAZ,2.0,,4,4 - 5,90,KAZ,1:30
Turnover foul,10.0,5,5,KAZ,2.0,MYRZABEKOVA Z,4,4 - 5,71,KAZ,1:11
Turnover foul,11.0,5,5,KAZ,2.0,BARRETT N,4,4 - 5,48,RSA,0:48
Steal,5.0,5,5,KAZ,2.0,ZAKIROVA K,4,4 - 5,48,KAZ,0:48
20 sec. exclusion in centre,11.0,5,5,KAZ,2.0,BARRETT N,4,4 - 5,33,RSA,0:33
Extra player shot - Blocked,5.0,5,5,KAZ,2.0,ZAKIROVA K,4,4 - 5,22,KAZ,0:22
5m shot - Missed,2.0,5,5,KAZ,2.0,PENNEY A,4,4 - 5,4,RSA,0:04
Starting goalkeeper,1.0,5,5,KAZ,3.0,THOMAS R,4,4 - 5,480,RSA,8:00
Starting goalkeeper,1.0,5,5,KAZ,3.0,ZHARKIMBAYEVA A,4,4 - 5,480,KAZ,8:00
Sprint won possession,6.0,5,5,KAZ,3.0,HALLENDORFF A,4,4 - 5,480,RSA,8:00
20 sec. exclusion in centre,12.0,5,5,KAZ,3.0,MUSSAROVA A,4,4 - 5,461,KAZ,7:41
Extra player shot - Saved,12.0,5,5,KAZ,3.0,WHITE K,4,4 - 5,441,RSA,7:21
Centre shot - Saved,3.0,5,5,KAZ,3.0,PALEY K,4,4 - 5,417,RSA,6:57
5m shot - Saved,11.0,5,5,KAZ,3.0,MIRSHINA A,4,4 - 5,383,KAZ,6:23
Turnover foul,12.0,5,5,KAZ,3.0,WHITE K,4,4 - 5,366,RSA,6:06
Steal,11.0,5,5,KAZ,3.0,MIRSHINA A,4,4 - 5,366,KAZ,6:06
Centre shot - Missed,4.0,5,5,KAZ,3.0,TUROVA A,4,4 - 5,345,KAZ,5:45
5m shot - Saved,12.0,5,5,KAZ,3.0,WHITE K,4,4 - 5,316,RSA,5:16
Turnover foul,12.0,5,5,KAZ,3.0,MUSSAROVA A,4,4 - 5,283,KAZ,4:43
Steal,2.0,5,5,KAZ,3.0,PENNEY A,4,4 - 5,283,RSA,4:43
Centre shot - Saved,3.0,5,5,KAZ,3.0,PALEY K,4,4 - 5,269,RSA,4:29
Turnover foul,10.0,5,5,KAZ,3.0,MYRZABEKOVA Z,4,4 - 5,245,KAZ,4:05
Steal,3.0,5,5,KAZ,3.0,PALEY K,4,4 - 5,245,RSA,4:05
Time-Out,,5,5,KAZ,3.0,,4,4 - 5,245,RSA,4:05
Centre shot - Post,9.0,5,5,KAZ,3.0,SMIT Z,4,4 - 5,221,RSA,3:41
Counter attack - Goal,11.0,5,4,KAZ,3.0,BARRETT N,4,4 - 4,179,RSA,2:59
Turnover foul,11.0,5,4,KAZ,3.0,MIRSHINA A,4,4 - 4,152,KAZ,2:32
Steal,1.0,5,4,KAZ,3.0,THOMAS R,4,4 - 4,152,RSA,2:32
Turnover foul,9.0,5,4,KAZ,3.0,SMIT Z,4,4 - 4,124,RSA,2:04
20 sec. exclusion in centre,7.0,5,4,KAZ,3.0,WESSELS C,4,4 - 4,104,RSA,1:44
Time-Out,,5,4,KAZ,3.0,,4,4 - 4,104,KAZ,1:44
Turnover foul,9.0,5,4,KAZ,3.0,YEREMINA A,4,4 - 4,81,KAZ,1:21
Steal,11.0,5,4,KAZ,3.0,BARRETT N,4,4 - 4,79,RSA,1:19
Turnover foul,4.0,5,4,KAZ,3.0,FAULMANN S,4,4 - 4,54,RSA,0:54
Steal,5.0,5,4,KAZ,3.0,ZAKIROVA K,4,4 - 4,54,KAZ,0:54
Turnover foul,10.0,5,4,KAZ,3.0,MYRZABEKOVA Z,4,4 - 4,25,KAZ,0:25
Starting goalkeeper,1.0,5,4,KAZ,4.0,THOMAS R,4,4 - 4,480,RSA,8:00
Starting goalkeeper,1.0,5,4,KAZ,4.0,ZHARKIMBAYEVA A,4,4 - 4,480,KAZ,8:00
Sprint won possession,6.0,5,4,KAZ,4.0,HALLENDORFF A,4,4 - 4,480,RSA,8:00
Centre shot - Saved,9.0,5,4,KAZ,4.0,SMIT Z,4,4 - 4,462,RSA,7:42
5m shot - Saved,5.0,5,4,KAZ,4.0,ZAKIROVA K,4,4 - 4,432,KAZ,7:12
