Action,CHN,Cap,Game,Opponent,Opponent name,Period,Player,Score,Seconds,Team,Time,Result,Goal
Extra player shot,4,3.0,6,3,ESP,2.0,ESPAR A,3 - 4,297,ESP,4:57,Saved,0
Action shot,4,9.0,6,3,ESP,2.0,ZHAO Z,3 - 4,224,CHN,3:44,Saved,0
5m shot,4,6.0,6,4,ESP,2.0,PAREJA J,4 - 4,203,ESP,3:23,Goal,1
5m shot,4,3.0,6,4,ESP,2.0,ESPAR A,4 - 4,149,ESP,2:29,Saved,0
Extra player shot,4,12.0,6,5,ESP,2.0,LOPEZ L,5 - 4,113,ESP,1:53,Goal,1
Extra player shot,4,5.0,6,5,ESP,2.0,NIU G,5 - 4,78,CHN,1:18,Blocked,0
5m shot,4,6.0,6,5,ESP,2.0,PAREJA J,5 - 4,49,ESP,0:49,Saved,0
5m shot,4,3.0,6,5,ESP,2.0,MEI X,5 - 4,0,CHN,0:00,Saved,0
Action shot,4,9.0,6,5,ESP,4.0,FORCA J,5 - 4,59,ESP,0:59,Missed,0
5m shot,4,6.0,6,5,ESP,3.0,SUN Y,5 - 4,415,CHN,6:55,Saved,0
Action shot,5,9.0,6,5,ESP,3.0,ZHAO Z,5 - 5,404,CHN,6:44,Goal,1
5m shot,5,9.0,6,5,ESP,3.0,ZHAO Z,5 - 5,349,CHN,5:49,Saved,0
Extra player shot,5,12.0,6,6,ESP,3.0,LOPEZ L,6 - 5,308,ESP,5:08,Goal,1
Action shot,6,4.0,6,6,ESP,3.0,XIONG D,6 - 6,295,CHN,4:55,Goal,1
Extra player shot,6,9.0,6,6,ESP,3.0,FORCA J,6 - 6,256,ESP,4:16,Saved,0
Extra player shot,7,9.0,6,6,ESP,3.0,ZHAO Z,6 - 7,228,CHN,3:48,Goal,1
Action shot,7,3.0,6,6,ESP,3.0,ESPAR A,6 - 7,208,ESP,3:28,Post,0
5m shot,8,3.0,6,6,ESP,3.0,MEI X,6 - 8,181,CHN,3:01,Goal,1
Extra player shot,8,10.0,6,6,ESP,3.0,TARRAGO R,6 - 8,147,ESP,2:27,Saved,0
Action shot,8,9.0,6,7,ESP,3.0,FORCA J,7 - 8,98,ESP,1:38,Goal,1
Action shot,8,8.0,6,7,ESP,3.0,PENA P,7 - 8,60,ESP,1:00,Saved,0
Extra player shot,8,11.0,6,7,ESP,3.0,WANG X,7 - 8,28,CHN,0:28,Blocked,0
5m shot,8,5.0,6,7,ESP,3.0,NIU G,7 - 8,0,CHN,0:00,Saved,0
5m shot,8,12.0,6,7,ESP,4.0,LOPEZ L,7 - 8,451,ESP,7:31,Saved,0
Action shot,9,7.0,6,7,ESP,4.0,SONG D,7 - 9,431,CHN,7:11,Goal,1
Extra player shot,10,7.0,6,7,ESP,4.0,SONG D,7 - 10,313,CHN,5:13,Goal,1
Centre shot,10,11.0,6,7,ESP,4.0,GARCIA M,7 - 10,285,ESP,4:45,Saved,0
Extra player shot,10,9.0,6,8,ESP,4.0,FORCA J,8 - 10,208,ESP,3:28,Goal,1
Action shot,10,9.0,6,8,ESP,4.0,FORCA J,8 - 10,170,ESP,2:50,Saved,0
Extra player shot,10,9.0,6,9,ESP,4.0,FORCA J,9 - 10,106,ESP,1:46,Goal,1
Extra player shot,10,10.0,6,9,ESP,4.0,ZHANG W,9 - 10,81,CHN,1:21,Saved,0
5m shot,10,10.0,6,9,ESP,4.0,TARRAGO R,9 - 10,9,ESP,0:09,Saved,0
5m shot,1,5.0,7,0,GRE,1.0,NIU G,1 - 0,418,CHN,6:58,Goal,1
5m shot,1,5.0,7,0,GRE,1.0,NIU G,1 - 0,369,CHN,6:09,Saved,0
Centre shot,1,7.0,7,1,GRE,1.0,ASIMAKI A,1 - 1,324,GRE,5:24,Goal,1
5m shot,2,9.0,7,1,GRE,1.0,ZHAO Z,2 - 1,305,CHN,5:05,Goal,1
Action shot,2,11.0,7,2,GRE,1.0,PLEVRITOU E,2 - 2,288,GRE,4:48,Goal,1
5m shot,2,7.0,7,2,GRE,1.0,SONG D,2 - 2,268,CHN,4:28,Missed,0
Action shot,3,9.0,7,2,GRE,1.0,ZHAO Z,3 - 2,198,CHN,3:18,Goal,1
Action shot,3,7.0,7,2,GRE,1.0,ASIMAKI A,3 - 2,185,GRE,3:05,Post,0
Action shot,3,4.0,7,2,GRE,1.0,XIONG D,3 - 2,160,CHN,2:40,Missed,0
5m shot,3,6.0,7,2,GRE,1.0,AVRAMIDOU A,3 - 2,134,GRE,2:14,Saved,0
5m shot,4,10.0,7,2,GRE,1.0,ZHANG W,4 - 2,110,CHN,1:50,Goal,1
Action shot,4,10.0,7,2,GRE,1.0,ZHANG W,4 - 2,15,CHN,0:15,Saved,0
5m shot,4,2.0,7,2,GRE,1.0,TSOUKALA C,4 - 2,2,GRE,0:02,Missed,0
5m shot,4,11.0,7,2,GRE,2.0,PLEVRITOU E,4 - 2,455,GRE,7:35,Post,0
Extra player shot,4,6.0,7,2,GRE,2.0,AVRAMIDOU A,4 - 2,390,GRE,6:30,Saved,0
5m shot,4,7.0,7,2,GRE,2.0,SONG D,4 - 2,360,CHN,6:00,Saved,0
Action shot,4,11.0,7,2,GRE,2.0,PLEVRITOU E,4 - 2,337,GRE,5:37,Post,0
Action shot,4,3.0,7,3,GRE,2.0,CHARALAMPIDI S,4 - 3,319,GRE,5:19,Goal,1
5m shot,4,5.0,7,3,GRE,2.0,NIU G,4 - 3,292,CHN,4:52,Missed,0
5m shot,4,8.0,7,3,GRE,2.0,ZHANG C,4 - 3,234,CHN,3:54,Blocked,0
Action shot,4,11.0,7,4,GRE,2.0,PLEVRITOU E,4 - 4,212,GRE,3:32,Goal,1
5m shot,5,5.0,7,4,GRE,2.0,NIU G,5 - 4,182,CHN,3:02,Goal,1
5m shot,5,5.0,7,4,GRE,2.0,NIU G,5 - 4,130,CHN,2:10,Saved,0
Action shot,5,3.0,7,4,GRE,2.0,CHARALAMPIDI S,5 - 4,100,GRE,1:40,Saved,0
Counter attack,5,3.0,7,5,GRE,2.0,CHARALAMPIDI S,5 - 5,62,GRE,1:02,Goal,1
5m shot,5,8.0,7,5,GRE,2.0,ZHANG C,5 - 5,41,CHN,0:41,Saved,0
Action shot,5,7.0,7,5,GRE,2.0,ASIMAKI A,5 - 5,15,GRE,0:15,Saved,0
5m shot,5,5.0,7,5,GRE,2.0,NIU G,5 - 5,5,CHN,0:05,Post,0
Extra player shot,5,7.0,7,5,GRE,3.0,ASIMAKI A,5 - 5,443,GRE,7:23,Saved,0
Action shot,5,5.0,7,5,GRE,3.0,NIU G,5 - 5,419,CHN,6:59,Saved,0
5m shot,6,9.0,7,5,GRE,3.0,ZHAO Z,6 - 5,372,CHN,6:12,Goal,1
Action shot,6,6.0,7,5,GRE,3.0,SUN Y,6 - 5,327,CHN,5:27,Saved,0
Counter attack,7,5.0,7,5,GRE,3.0,NIU G,7 - 5,298,CHN,4:58,Goal,1
Extra player shot,7,6.0,7,5,GRE,3.0,AVRAMIDOU A,7 - 5,225,GRE,3:45,Post,0
5m shot,7,9.0,7,5,GRE,3.0,ZHAO Z,7 - 5,200,CHN,3:20,Missed,0
5m shot,7,9.0,7,5,GRE,3.0,ZHAO Z,7 - 5,152,CHN,2:32,Saved,0
5m shot,7,3.0,7,5,GRE,3.0,MEI X,7 - 5,130,CHN,2:10,Saved,0
Action shot,7,3.0,7,5,GRE,3.0,CHARALAMPIDI S,7 - 5,116,GRE,1:56,Saved,0
Action shot,7,7.0,7,6,GRE,3.0,ASIMAKI A,7 - 6,108,GRE,1:48,Goal,1
Action shot,7,10.0,7,6,GRE,3.0,ZHANG W,7 - 6,89,CHN,1:29,Post,0
5m shot,7,8.0,7,6,GRE,3.0,ROUMPESI A,7 - 6,61,GRE,1:01,Saved,0
5m shot,7,9.0,7,6,GRE,3.0,ZHAO Z,7 - 6,0,CHN,0:00,Saved,0
Action shot,7,6.0,7,6,GRE,4.0,SUN Y,7 - 6,460,CHN,7:40,Missed,0
Action shot,7,7.0,7,7,GRE,4.0,ASIMAKI A,7 - 7,439,GRE,7:19,Goal,1
5m shot,7,5.0,7,7,GRE,4.0,NIU G,7 - 7,411,CHN,6:51,Blocked,0
Action shot,7,9.0,7,7,GRE,4.0,ZHAO Z,7 - 7,381,CHN,6:21,Blocked,0
5m shot,7,2.0,7,7,GRE,4.0,TSOUKALA C,7 - 7,359,GRE,5:59,Missed,0
Extra player shot,8,5.0,7,7,GRE,4.0,NIU G,8 - 7,286,CHN,4:46,Goal,1
Extra player shot,8,3.0,7,8,GRE,4.0,CHARALAMPIDI S,8 - 8,252,GRE,4:12,Goal,1
5m shot,8,7.0,7,8,GRE,4.0,SONG D,8 - 8,223,CHN,3:43,Post,0
Action shot,8,6.0,7,8,GRE,4.0,AVRAMIDOU A,8 - 8,135,GRE,2:15,Blocked,0
5m shot,9,5.0,7,8,GRE,4.0,NIU G,9 - 8,109,CHN,1:49,Goal,1
Action shot,9,7.0,7,9,GRE,4.0,ASIMAKI A,9 - 9,81,GRE,1:21,Goal,1
5m shot,9,5.0,7,9,GRE,4.0,NIU G,9 - 9,20,CHN,0:20,Blocked,0
5m shot,9,8.0,7,9,GRE,4.0,ROUMPESI A,9 - 9,0,GRE,0:00,Post,0
