Action,CHN,Cap,Game,Opponent,Opponent name,Period,Player,Score,Seconds,Team,Time
Turnover foul,6,8.0,1,6,HUN,3.0,ZHANG C,6 - 6,182,CHN,3:02
Time-Out,6,,1,6,HUN,3.0,,6 - 6,176,HUN,2:56
5m shot - Saved,6,4.0,1,6,HUN,3.0,KISTELEKI D,6 - 6,155,HUN,2:35
Turnover foul,6,8.0,1,6,HUN,3.0,KESZTHELYI R,6 - 6,150,HUN,2:30
Action shot - Saved,6,8.0,1,6,HUN,3.0,ZHANG C,6 - 6,121,CHN,2:01
Action shot - Saved,6,4.0,1,6,HUN,3.0,KISTELEKI D,6 - 6,100,HUN,1:40
20 sec. exclusion in centre,6,5.0,1,6,HUN,3.0,SZUCS G,6 - 6,77,HUN,1:17
Exclusion with substitution,6,5.0,1,6,HUN,3.0,SZUCS G,6 - 6,77,HUN,1:17
Extra player shot - Saved,6,9.0,1,6,HUN,3.0,ZHAO Z,6 - 6,67,CHN,1:07
Action shot - Saved,6,3.0,1,6,HUN,3.0,ANTAL D,6 - 6,37,HUN,0:37
5m shot - Post,6,3.0,1,6,HUN,3.0,MEI X,6 - 6,18,CHN,0:18
5m shot - Goal,6,2.0,1,7,HUN,3.0,CZIGANY D,7 - 6,0,HUN,0:00
Starting goalkeeper,6,1.0,1,7,HUN,4.0,BOLONYAI F,7 - 6,480,HUN,8:00
Starting goalkeeper,6,1.0,1,7,HUN,4.0,YANG J,7 - 6,480,CHN,8:00
Sprint won possession,6,8.0,1,7,HUN,4.0,KESZTHELYI R,7 - 6,480,HUN,8:00
Action shot - Saved,6,12.0,1,7,HUN,4.0,MENCZINGER K,7 - 6,451,HUN,7:31
20 sec. exclusion in centre,6,11.0,1,7,HUN,4.0,GARDA K,7 - 6,434,HUN,7:14
Exclusion with substitution,6,11.0,1,7,HUN,4.0,GARDA K,7 - 6,434,HUN,7:14
Action shot - Saved,6,9.0,1,7,HUN,4.0,ZHAO Z,7 - 6,406,CHN,6:46
Action shot - Post,6,8.0,1,7,HUN,4.0,KESZTHELYI R,7 - 6,392,HUN,6:32
Turnover foul,6,9.0,1,7,HUN,4.0,ZHAO Z,7 - 6,376,CHN,6:16
Steal,6,3.0,1,7,HUN,4.0,ANTAL D,7 - 6,376,HUN,6:16
Action shot - Missed,6,4.0,1,7,HUN,4.0,KISTELEKI D,7 - 6,358,HUN,5:58
20 sec. exclusion in centre,6,5.0,1,7,HUN,4.0,NIU G,7 - 6,305,CHN,5:05
Time-Out,6,,1,7,HUN,4.0,,7 - 6,305,HUN,5:05
Action shot - Goal,6,3.0,1,8,HUN,4.0,ANTAL D,8 - 6,299,HUN,4:59
Turnover foul,6,9.0,1,8,HUN,4.0,ZHAO Z,8 - 6,283,CHN,4:43
Steal,6,6.0,1,8,HUN,4.0,TAKACS O,8 - 6,283,HUN,4:43
Turnover foul,6,12.0,1,8,HUN,4.0,MENCZINGER K,8 - 6,255,HUN,4:15
5m shot - Saved,6,7.0,1,8,HUN,4.0,SONG D,8 - 6,232,CHN,3:52
5m shot - Goal,7,7.0,1,8,HUN,4.0,SONG D,8 - 7,206,CHN,3:26
Turnover foul,7,3.0,1,8,HUN,4.0,ANTAL D,8 - 7,186,HUN,3:06
5m shot - Goal,8,9.0,1,8,HUN,4.0,ZHAO Z,8 - 8,164,CHN,2:44
Action shot - Blocked,8,3.0,1,8,HUN,4.0,ANTAL D,8 - 8,139,HUN,2:19
Turnover foul,8,10.0,1,8,HUN,4.0,ZHANG W,8 - 8,139,CHN,2:19
20 sec. exclusion in field,8,9.0,1,8,HUN,4.0,TOTH I,8 - 8,119,HUN,1:59
20 sec. exclusion in centre,8,6.0,1,8,HUN,4.0,SUN Y,8 - 8,78,CHN,1:18
Extra player shot - Missed,8,9.0,1,8,HUN,4.0,TOTH I,8 - 8,61,HUN,1:01
5m shot - Goal,9,9.0,1,8,HUN,4.0,ZHAO Z,8 - 9,39,CHN,0:39
Turnover foul,9,8.0,1,8,HUN,4.0,KESZTHELYI R,8 - 9,12,HUN,0:12
Time-Out,9,,1,8,HUN,4.0,,8 - 9,11,CHN,0:11
5m shot - Post,9,1.0,1,8,HUN,4.0,BOLONYAI F,8 - 9,0,HUN,0:00
Starting goalkeeper,0,1.0,2,0,FRA,1.0,DERENTY L,0 - 0,480,FRA,8:00
Starting goalkeeper,0,1.0,2,0,FRA,1.0,YANG J,0 - 0,480,CHN,8:00
Sprint won possession,0,5.0,2,0,FRA,1.0,NIU G,0 - 0,480,CHN,8:00
20 sec. exclusion in centre,0,7.0,2,0,FRA,1.0,BARBIEUX M,0 - 0,459,FRA,7:39
Extra player shot - Post,0,11.0,2,0,FRA,1.0,WANG X,0 - 0,442,CHN,7:22
Turnover foul,0,5.0,2,0,FRA,1.0,GUILLET L,0 - 0,413,FRA,6:53
Turnover foul,0,6.0,2,0,FRA,1.0,SUN Y,0 - 0,392,CHN,6:32
20 sec. exclusion in centre,0,11.0,2,0,FRA,1.0,WANG X,0 - 0,370,CHN,6:10
Extra player shot - Goal,0,4.0,2,1,FRA,1.0,SACRE A,1 - 0,353,FRA,5:53
5m shot - Post,0,11.0,2,1,FRA,1.0,WANG X,1 - 0,321,CHN,5:21
5m shot - Saved,0,5.0,2,1,FRA,1.0,GUILLET L,1 - 0,287,FRA,4:47
20 sec. exclusion in centre,0,11.0,2,1,FRA,1.0,DESCHAMPT Y,1 - 0,274,FRA,4:34
Extra player shot - Goal,1,7.0,2,1,FRA,1.0,SONG D,1 - 1,259,CHN,4:19
5m shot - Blocked,1,3.0,2,1,FRA,1.0,BACHELIER L,1 - 1,226,FRA,3:46
Turnover foul,1,5.0,2,1,FRA,1.0,NIU G,1 - 1,207,CHN,3:27
5m shot - Post,1,2.0,2,1,FRA,1.0,MILLOT E,1 - 1,184,FRA,3:04
Action shot - Post,1,5.0,2,1,FRA,1.0,NIU G,1 - 1,167,CHN,2:47
5m shot - Saved,1,8.0,2,1,FRA,1.0,ZHANG C,1 - 1,146,CHN,2:26
20 sec. exclusion in centre,1,9.0,2,1,FRA,1.0,ZHAO Z,1 - 1,121,CHN,2:01
Time-Out,1,,2,1,FRA,1.0,,1 - 1,121,FRA,2:01
Turnover foul,1,4.0,2,1,FRA,1.0,SACRE A,1 - 1,98,FRA,1:38
Steal,1,7.0,2,1,FRA,1.0,SONG D,1 - 1,98,CHN,1:38
Centre shot - Saved,1,6.0,2,1,FRA,1.0,SUN Y,1 - 1,70,CHN,1:10
Action shot - Missed,1,3.0,2,1,FRA,1.0,BACHELIER L,1 - 1,45,FRA,0:45
Action shot - Goal,2,9.0,2,1,FRA,1.0,ZHAO Z,1 - 2,32,CHN,0:32
20 sec. exclusion in centre,2,8.0,2,1,FRA,1.0,ZHANG C,1 - 2,10,CHN,0:10
Extra player shot - Blocked,2,2.0,2,1,FRA,1.0,MILLOT E,1 - 2,4,FRA,0:04
Starting goalkeeper,2,1.0,2,1,FRA,2.0,DERENTY L,1 - 2,480,FRA,8:00
Starting goalkeeper,2,1.0,2,1,FRA,2.0,YANG J,1 - 2,480,CHN,8:00
Sprint won possession,2,5.0,2,1,FRA,2.0,NIU G,1 - 2,480,CHN,8:00
Action shot - Saved,2,5.0,2,1,FRA,2.0,NIU G,1 - 2,457,CHN,7:37
5m shot - Goal,2,5.0,2,2,FRA,2.0,GUILLET L,2 - 2,432,FRA,7:12
20 sec. exclusion in centre,2,7.0,2,2,FRA,2.0,BARBIEUX M,2 - 2,412,FRA,6:52
Extra player shot - Blocked,2,12.0,2,2,FRA,2.0,ZHANG J,2 - 2,402,CHN,6:42
Action shot - Blocked,2,3.0,2,2,FRA,2.0,BACHELIER L,2 - 2,383,FRA,6:23
Turnover foul,2,5.0,2,2,FRA,2.0,NIU G,2 - 2,358,CHN,5:58
Double exclusion,2,7.0,2,2,FRA,2.0,SONG D,2 - 2,337,CHN,5:37
Double exclusion,2,6.0,2,2,FRA,2.0,MAHIEU G,2 - 2,337,FRA,5:37
Action shot - Post,2,8.0,2,2,FRA,2.0,ZHANG C,2 - 2,305,CHN,5:05
Turnover foul,2,7.0,2,2,FRA,2.0,SONG D,2 - 2,283,CHN,4:43
20 sec. exclusion in centre,2,11.0,2,2,FRA,2.0,WANG X,2 - 2,273,CHN,4:33
Extra player shot - Saved,2,12.0,2,2,FRA,2.0,JASKOVA M,2 - 2,263,FRA,4:23
5m shot - Post,2,7.0,2,2,FRA,2.0,SONG D,2 - 2,247,CHN,4:07
Turnover foul,2,5.0,2,2,FRA,2.0,GUILLET L,2 - 2,235,FRA,3:55
Action shot - Post,2,5.0,2,2,FRA,2.0,NIU G,2 - 2,215,CHN,3:35
Turnover foul,2,2.0,2,2,FRA,2.0,MILLOT E,2 - 2,186,FRA,3:06
Steal,2,12.0,2,2,FRA,2.0,ZHANG J,2 - 2,186,CHN,3:06
Turnover foul,2,11.0,2,2,FRA,2.0,WANG X,2 - 2,162,CHN,2:42
Steal,2,3.0,2,2,FRA,2.0,BACHELIER L,2 - 2,162,FRA,2:42
5m shot - Saved,2,5.0,2,2,FRA,2.0,GUILLET L,2 - 2,133,FRA,2:13
Time-Out,2,,2,2,FRA,2.0,,2 - 2,127,CHN,2:07
5m shot - Saved,2,9.0,2,2,FRA,2.0,ZHAO Z,2 - 2,119,CHN,1:59
Action shot - Missed,2,8.0,2,2,FRA,2.0,ZHANG C,2 - 2,99,CHN,1:39
Turnover foul,2,2.0,2,2,FRA,2.0,MILLOT E,2 - 2,78,FRA,1:18
20 sec. exclusion in centre,2,5.0,2,2,FRA,2.0,GUILLET L,2 - 2,78,FRA,1:18
Extra player shot - Saved,2,7.0,2,2,FRA,2.0,SONG D,2 - 2,69,CHN,1:09
Time-Out,2,,2,2,FRA,2.0,,2 - 2,68,FRA,1:08
Turnover foul,2,5.0,2,2,FRA,2.0,GUILLET L,2 - 2,49,FRA,0:49
Steal,2,7.0,2,2,FRA,2.0,SONG D,2 - 2,49,CHN,0:49
20 sec. exclusion in centre,2,12.0,2,2,FRA,2.0,JASKOVA M,2 - 2,46,FRA,0:46
20 sec. exclusion in centre,2,3.0,2,2,FRA,2.0,BACHELIER L,2 - 2,18,FRA,0:18
5m shot - Post,2,9.0,2,2,FRA,2.0,ZHAO Z,2 - 2,1,CHN,0:01
Starting goalkeeper,2,1.0,2,2,FRA,3.0,DERENTY L,2 - 2,480,FRA,8:00
Starting goalkeeper,2,1.0,2,2,FRA,3.0,YANG J,2 - 2,480,CHN,8:00
Sprint won possession,2,5.0,2,2,FRA,3.0,NIU G,2 - 2,480,CHN,8:00
Penalty foul,2,2.0,2,2,FRA,3.0,MILLOT E,2 - 2,464,FRA,7:44
Penalty shot - Goal,3,9.0,2,2,FRA,3.0,ZHAO Z,2 - 3,464,CHN,7:44
5m shot - Saved,3,2.0,2,2,FRA,3.0,MILLOT E,2 - 3,438,FRA,7:18
Action shot - Goal,3,5.0,2,3,FRA,3.0,GUILLET L,3 - 3,411,FRA,6:51
Centre shot - Saved,3,6.0,2,3,FRA,3.0,SUN Y,3 - 3,398,CHN,6:38
20 sec. exclusion in centre,3,3.0,2,3,FRA,3.0,MEI X,3 - 3,379,CHN,6:19
Extra player shot - Saved,3,8.0,2,3,FRA,3.0,ZHANG C,3 - 3,362,CHN,6:02
5m shot - Goal,4,9.0,2,3,FRA,3.0,ZHAO Z,3 - 4,343,CHN,5:43
5m shot - Saved,4,4.0,2,3,FRA,3.0,SACRE A,3 - 4,314,FRA,5:14
Turnover foul,4,5.0,2,3,FRA,3.0,GUILLET L,3 - 4,292,FRA,4:52
Steal,4,5.0,2,3,FRA,3.0,NIU G,3 - 4,292,CHN,4:52
5m shot - Goal,5,3.0,2,3,FRA,3.0,MEI X,3 - 5,266,CHN,4:26
20 sec. exclusion in centre,5,10.0,2,3,FRA,3.0,ZHANG W,3 - 5,248,CHN,4:08
Time-Out,5,,2,3,FRA,3.0,,3 - 5,248,FRA,4:08
Action shot - Saved,5,4.0,2,3,FRA,3.0,SACRE A,3 - 5,224,FRA,3:44
5m shot - Missed,5,3.0,2,3,FRA,3.0,MEI X,3 - 5,191,CHN,3:11
5m shot - Missed,5,5.0,2,3,FRA,3.0,GUILLET L,3 - 5,162,FRA,2:42
Turnover foul,5,9.0,2,3,FRA,3.0,ZHAO Z,3 - 5,147,CHN,2:27
5m shot - Missed,5,4.0,2,3,FRA,3.0,SACRE A,3 - 5,118,FRA,1:58
Action shot - Goal,6,5.0,2,3,FRA,3.0,NIU G,3 - 6,102,CHN,1:42
Steal,6,5.0,2,3,FRA,3.0,NIU G,3 - 6,73,CHN,1:13
Turnover foul,6,8.0,2,3,FRA,3.0,TARDY M,3 - 6,73,FRA,1:13
5m shot - Goal,7,5.0,2,3,FRA,3.0,NIU G,3 - 7,43,CHN,0:43
Turnover foul,7,5.0,2,3,FRA,3.0,GUILLET L,3 - 7,14,FRA,0:14
Time-Out,7,,2,3,FRA,3.0,,3 - 7,14,CHN,0:14
5m shot - Goal,8,5.0,2,3,FRA,3.0,NIU G,3 - 8,5,CHN,0:05
Starting goalkeeper,8,1.0,2,3,FRA,4.0,DERENTY L,3 - 8,480,FRA,8:00
Starting goalkeeper,8,1.0,2,3,FRA,4.0,YANG J,3 - 8,480,CHN,8:00
Sprint won possession,8,5.0,2,3,FRA,4.0,NIU G,3 - 8,480,CHN,8:00
Action shot - Goal,9,4.0,2,3,FRA,4.0,XIONG D,3 - 9,454,CHN,7:34
Exclusion with substitution,9,11.0,2,3,FRA,4.0,WANG X,3 - 9,429,CHN,7:09
20 sec. exclusion in centre,9,11.0,2,3,FRA,4.0,WANG X,3 - 9,429,CHN,7:09
Extra player shot - Saved,9,4.0,2,3,FRA,4.0,SACRE A,3 - 9,404,FRA,6:44
Action shot - Goal,10,5.0,2,3,FRA,4.0,NIU G,3 - 10,388,CHN,6:28
5m shot - Missed,10,2.0,2,3,FRA,4.0,MILLOT E,3 - 10,360,FRA,6:00
Action shot - Goal,11,4.0,2,3,FRA,4.0,XIONG D,3 - 11,336,CHN,5:36
Exclusion with substitution,11,7.0,2,3,FRA,4.0,SONG D,3 - 11,336,CHN,5:36
Exclusion with substitution,11,6.0,2,3,FRA,4.0,MAHIEU G,3 - 11,336,FRA,5:36
Turnover foul,11,3.0,2,3,FRA,4.0,BACHELIER L,3 - 11,308,FRA,5:08
Steal,11,3.0,2,3,FRA,4.0,MEI X,3 - 11,308,CHN,5:08
Centre shot - Saved,11,4.0,2,3,FRA,4.0,XIONG D,3 - 11,292,CHN,4:52
20 sec. exclusion in centre,11,3.0,2,3,FRA,4.0,MEI X,3 - 11,273,CHN,4:33
20 sec. exclusion in centre,11,10.0,2,3,FRA,4.0,ZHANG W,3 - 11,253,CHN,4:13
Extra player shot - Saved,11,5.0,2,3,FRA,4.0,GUILLET L,3 - 11,240,FRA,4:00
Centre shot - Goal,11,3.0,2,4,FRA,4.0,BACHELIER L,4 - 11,225,FRA,3:45
20 sec. exclusion in centre,11,3.0,2,4,FRA,4.0,BACHELIER L,4 - 11,210,FRA,3:30
Extra player shot - Saved,11,10.0,2,4,FRA,4.0,ZHANG W,4 - 11,191,CHN,3:11
Goalkeeper substitution,11,13.0,2,4,FRA,4.0,PENG L,4 - 11,175,CHN,2:55
Turnover foul,11,5.0,2,4,FRA,4.0,GUILLET L,4 - 11,164,FRA,2:44
5m shot - Blocked,11,5.0,2,4,FRA,4.0,NIU G,4 - 11,128,CHN,2:08
5m shot - Goal,12,5.0,2,4,FRA,4.0,NIU G,4 - 12,115,CHN,1:55
Turnover foul,12,4.0,2,4,FRA,4.0,SACRE A,4 - 12,91,FRA,1:31
5m shot - Goal,13,5.0,2,4,FRA,4.0,NIU G,4 - 13,64,CHN,1:04
Time-Out,13,,2,4,FRA,4.0,,4 - 13,64,FRA,1:04
20 sec. exclusion in centre,13,8.0,2,4,FRA,4.0,ZHANG C,4 - 13,45,CHN,0:45
Extra player shot - Post,13,3.0,2,4,FRA,4.0,BACHELIER L,4 - 13,28,FRA,0:28
20 sec. exclusion in centre,13,12.0,2,4,FRA,4.0,JASKOVA M,4 - 13,1,FRA,0:01
Extra player shot - Missed,13,10.0,2,4,FRA,4.0,ZHANG W,4 - 13,0,CHN,0:00
Starting goalkeeper,0,13.0,3,0,RUS,1.0,KARNAUKH A,0 - 0,480,RUS,8:00
Starting goalkeeper,0,1.0,3,0,RUS,1.0,YANG J,0 - 0,480,CHN,8:00
Sprint won possession,0,7.0,3,0,RUS,1.0,LISUNOVA E,0 - 0,480,RUS,8:00
Action shot - Post,0,12.0,3,0,RUS,1.0,IARONDAIKINA N,0 - 0,455,RUS,7:35
Action shot - Saved,0,6.0,3,0,RUS,1.0,SUN Y,0 - 0,434,CHN,7:14
Turnover foul,0,9.0,3,0,RUS,1.0,TIMOFEEVA A,0 - 0,419,RUS,6:59
5m shot - Missed,0,9.0,3,0,RUS,1.0,ZHAO Z,0 - 0,394,CHN,6:34
Counter attack - Goal,0,3.0,3,1,RUS,1.0,PROKOFYEVA E,1 - 0,386,RUS,6:26
20 sec. exclusion in field,0,9.0,3,1,RUS,1.0,TIMOFEEVA A,1 - 0,359,RUS,5:59
Action shot - Goal,1,9.0,3,1,RUS,1.0,ZHAO Z,1 - 1,334,CHN,5:34
Turnover foul,1,2.0,3,1,RUS,1.0,ZUBKOVA T,1 - 1,320,RUS,5:20
Steal,1,7.0,3,1,RUS,1.0,SONG D,1 - 1,320,CHN,5:20
Turnover foul,1,6.0,3,1,RUS,1.0,SUN Y,1 - 1,299,CHN,4:59
20 sec. exclusion in field,1,9.0,3,1,RUS,1.0,ZHAO Z,1 - 1,289,CHN,4:49
Extra player shot - Saved,1,11.0,3,1,RUS,1.0,IVANOVA E,1 - 1,273,RUS,4:33
Turnover foul,1,11.0,3,1,RUS,1.0,WANG X,1 - 1,249,CHN,4:09
Centre shot - Goal,1,4.0,3,2,RUS,1.0,KARIMOVA E,2 - 1,233,RUS,3:53
5m shot - Missed,1,11.0,3,2,RUS,1.0,WANG X,2 - 1,214,CHN,3:34
20 sec. exclusion in centre,1,11.0,3,2,RUS,1.0,WANG X,2 - 1,188,CHN,3:08
Action shot - Saved,1,11.0,3,2,RUS,1.0,IVANOVA E,2 - 1,158,RUS,2:38
Action shot - Saved,1,9.0,3,2,RUS,1.0,ZHAO Z,2 - 1,129,CHN,2:09
20 sec. exclusion in centre,1,11.0,3,2,RUS,1.0,IVANOVA E,2 - 1,113,RUS,1:53
Time-Out,1,,3,2,RUS,1.0,,2 - 1,110,CHN,1:50
Extra player shot - Saved,1,12.0,3,2,RUS,1.0,ZHANG J,2 - 1,93,CHN,1:33
5m shot - Goal,1,3.0,3,3,RUS,1.0,PROKOFYEVA E,3 - 1,62,RUS,1:02
Centre shot - Goal,2,6.0,3,3,RUS,1.0,SUN Y,3 - 2,43,CHN,0:43
Action shot - Saved,2,10.0,3,3,RUS,1.0,TANKEEVA E,3 - 2,13,RUS,0:13
5m shot - Missed,2,8.0,3,3,RUS,1.0,ZHANG C,3 - 2,1,CHN,0:01
Starting goalkeeper,2,13.0,3,3,RUS,2.0,KARNAUKH A,3 - 2,480,RUS,8:00
Starting goalkeeper,2,1.0,3,3,RUS,2.0,YANG J,3 - 2,480,CHN,8:00
Sprint won possession,2,3.0,3,3,RUS,2.0,PROKOFYEVA E,3 - 2,480,RUS,8:00
5m shot - Saved,2,7.0,3,3,RUS,2.0,LISUNOVA E,3 - 2,463,RUS,7:43
20 sec. exclusion in field,2,9.0,3,3,RUS,2.0,TIMOFEEVA A,3 - 2,443,RUS,7:23
Extra player shot - Saved,2,7.0,3,3,RUS,2.0,SONG D,3 - 2,422,CHN,7:02
5m shot - Saved,2,5.0,3,3,RUS,2.0,NIU G,3 - 2,372,CHN,6:12
Action shot - Post,2,12.0,3,3,RUS,2.0,IARONDAIKINA N,3 - 2,342,RUS,5:42
