Action,Cap,GRE,Game,Opponent,Opponent name,Period,Player,Score,Seconds,Team,Time,Result,Goal
Action shot,10.0,1,5,3,AUS,1.0,SOUTHERN A,3 - 1,53,AUS,0:53,Post,0
Extra player shot,12.0,1,5,3,AUS,1.0,ZAGAME N,3 - 1,1,AUS,0:01,Blocked,0
5m shot,8.0,1,5,3,AUS,2.0,McGHIE G,3 - 1,450,AUS,7:30,Missed,0
Extra player shot,8.0,1,5,3,AUS,2.0,ROUMPESI A,3 - 1,361,GRE,6:01,Missed,0
Action shot,2.0,1,5,3,AUS,2.0,TSOUKALA C,3 - 1,327,GRE,5:27,Saved,0
Action shot,10.0,1,5,3,AUS,2.0,MANOLIOUDAKI T,3 - 1,290,GRE,4:50,Saved,0
Action shot,8.0,1,5,4,AUS,2.0,McGHIE G,4 - 1,237,AUS,3:57,Goal,1
Action shot,6.0,1,5,4,AUS,2.0,AVRAMIDOU A,4 - 1,163,GRE,2:43,Post,0
Extra player shot,8.0,1,5,4,AUS,2.0,ROUMPESI A,4 - 1,99,GRE,1:39,Blocked,0
Action shot,5.0,1,5,4,AUS,2.0,BISHOP I,4 - 1,70,AUS,1:10,Saved,0
Action shot,6.0,2,5,4,AUS,2.0,AVRAMIDOU A,4 - 2,25,GRE,0:25,Goal,1
Action shot,7.0,2,5,4,AUS,3.0,WEBSTER R,4 - 2,463,AUS,7:43,Blocked,0
Action shot,8.0,3,5,4,AUS,3.0,ROUMPESI A,4 - 3,408,GRE,6:48,Goal,1
Action shot,6.0,3,5,5,AUS,3.0,KNOX B,5 - 3,317,AUS,5:17,Goal,1
Action shot,6.0,3,5,5,AUS,3.0,AVRAMIDOU A,5 - 3,292,GRE,4:52,Saved,0
Extra player shot,10.0,3,5,6,AUS,3.0,SOUTHERN A,6 - 3,253,AUS,4:13,Goal,1
Centre shot,7.0,4,5,6,AUS,3.0,ASIMAKI A,6 - 4,234,GRE,3:54,Goal,1
Extra player shot,7.0,4,5,6,AUS,3.0,ASIMAKI A,6 - 4,192,GRE,3:12,Saved,0
Action shot,10.0,4,5,6,AUS,3.0,MANOLIOUDAKI T,6 - 4,139,GRE,2:19,Post,0
Action shot,8.0,4,5,6,AUS,3.0,McGHIE G,6 - 4,114,AUS,1:54,Saved,0
Action shot,6.0,4,5,6,AUS,3.0,AVRAMIDOU A,6 - 4,92,GRE,1:32,Post,0
Action shot,7.0,4,5,6,AUS,3.0,WEBSTER R,6 - 4,71,AUS,1:11,Post,0
Centre shot,12.0,4,5,6,AUS,3.0,ZAGAME N,6 - 4,49,AUS,0:49,Saved,0
Action shot,6.0,4,5,6,AUS,4.0,KNOX B,6 - 4,450,AUS,7:30,Blocked,0
Centre shot,4.0,4,5,6,AUS,4.0,LINCOLN-SMITH H,6 - 4,430,AUS,7:10,Saved,0
Action shot,7.0,4,5,7,AUS,4.0,WEBSTER R,7 - 4,312,AUS,5:12,Goal,1
Centre shot,2.0,4,5,8,AUS,4.0,APPEL J,8 - 4,255,AUS,4:15,Goal,1
Action shot,11.0,4,5,8,AUS,4.0,PLEVRITOU E,8 - 4,237,GRE,3:57,Post,0
Counter attack,6.0,4,5,9,AUS,4.0,KNOX B,9 - 4,222,AUS,3:42,Goal,1
5m shot,2.0,4,5,9,AUS,4.0,TSOUKALA C,9 - 4,140,GRE,2:20,Saved,0
Counter attack,11.0,4,5,9,AUS,4.0,GOFERS K,9 - 4,124,AUS,2:04,Saved,0
Action shot,7.0,4,5,9,AUS,4.0,WEBSTER R,9 - 4,104,AUS,1:44,Saved,0
Extra player shot,8.0,5,5,9,AUS,4.0,ROUMPESI A,9 - 5,22,GRE,0:22,Goal,1
Extra player shot,10.0,5,5,9,AUS,4.0,SOUTHERN A,9 - 5,5,AUS,0:05,Post,0
5m shot,1.0,5,5,9,AUS,4.0,KOUVDOU E,9 - 5,1,GRE,0:01,Missed,0
Extra player shot,8.0,0,6,0,CAN,1.0,PERREAULT D,0 - 0,453,CAN,7:33,Missed,0
Extra player shot,7.0,1,6,0,CAN,1.0,ASIMAKI A,0 - 1,415,GRE,6:55,Goal,1
Centre shot,2.0,1,6,0,CAN,1.0,ALOGBO K,0 - 1,403,CAN,6:43,Missed,0
Action shot,4.0,1,6,0,CAN,1.0,WRIGHT E,0 - 1,372,CAN,6:12,Blocked,0
Action shot,10.0,1,6,0,CAN,1.0,MANOLIOUDAKI T,0 - 1,348,GRE,5:48,Missed,0
Action shot,8.0,1,6,0,CAN,1.0,PERREAULT D,0 - 1,322,CAN,5:22,Saved,0
Extra player shot,6.0,2,6,0,CAN,1.0,AVRAMIDOU A,0 - 2,301,GRE,5:01,Goal,1
Extra player shot,12.0,2,6,1,CAN,1.0,RADU M,1 - 2,273,CAN,4:33,Goal,1
Action shot,10.0,3,6,1,CAN,1.0,MANOLIOUDAKI T,1 - 3,245,GRE,4:05,Goal,1
Action shot,4.0,3,6,1,CAN,1.0,WRIGHT E,1 - 3,228,CAN,3:48,Missed,0
Action shot,2.0,4,6,1,CAN,1.0,TSOUKALA C,1 - 4,207,GRE,3:27,Goal,1
Action shot,8.0,5,6,1,CAN,1.0,ROUMPESI A,1 - 5,190,GRE,3:10,Goal,1
5m shot,2.0,5,6,1,CAN,1.0,TSOUKALA C,1 - 5,135,GRE,2:15,Saved,0
Action shot,8.0,5,6,1,CAN,1.0,PERREAULT D,1 - 5,68,CAN,1:08,Missed,0
5m shot,6.0,5,6,1,CAN,1.0,AVRAMIDOU A,1 - 5,41,GRE,0:41,Post,0
5m shot,8.0,5,6,1,CAN,1.0,ROUMPESI A,1 - 5,3,GRE,0:03,Saved,0
Action shot,10.0,5,6,2,CAN,2.0,ROBINSON C,2 - 5,445,CAN,7:25,Goal,1
5m shot,10.0,5,6,2,CAN,2.0,MANOLIOUDAKI T,2 - 5,421,GRE,7:01,Post,0
Centre shot,7.0,6,6,2,CAN,2.0,ASIMAKI A,2 - 6,336,GRE,5:36,Goal,1
Extra player shot,5.0,6,6,3,CAN,2.0,EGGENS M,3 - 6,247,CAN,4:07,Goal,1
Extra player shot,2.0,6,6,3,CAN,2.0,TSOUKALA C,3 - 6,217,GRE,3:37,Saved,0
Centre shot,7.0,6,6,3,CAN,2.0,ASIMAKI A,3 - 6,171,GRE,2:51,Missed,0
Action shot,11.0,6,6,3,CAN,2.0,VALIN S,3 - 6,159,CAN,2:39,Saved,0
5m shot,5.0,6,6,3,CAN,2.0,EGGENS M,3 - 6,140,CAN,2:20,Saved,0
Action shot,2.0,6,6,3,CAN,2.0,TSOUKALA C,3 - 6,112,GRE,1:52,Post,0
Action shot,5.0,6,6,4,CAN,2.0,EGGENS M,4 - 6,85,CAN,1:25,Goal,1
Extra player shot,6.0,6,6,4,CAN,2.0,AVRAMIDOU A,4 - 6,45,GRE,0:45,Saved,0
Extra player shot,8.0,12,6,7,CAN,4.0,ROUMPESI A,7 - 12,104,GRE,1:44,Goal,1
Extra player shot,4.0,12,6,8,CAN,4.0,WRIGHT E,8 - 12,22,CAN,0:22,Goal,1
Centre shot,7.0,12,6,8,CAN,2.0,ASIMAKI A,8 - 12,2,GRE,0:02,Missed,0
Extra player shot,4.0,6,6,5,CAN,3.0,WRIGHT E,5 - 6,443,CAN,7:23,Goal,1
Extra player shot,8.0,6,6,5,CAN,3.0,ROUMPESI A,5 - 6,407,GRE,6:47,Saved,0
Action shot,2.0,6,6,5,CAN,3.0,TSOUKALA C,5 - 6,379,GRE,6:19,Saved,0
Action shot,3.0,7,6,5,CAN,3.0,DIAMANTOPOULOU V,5 - 7,361,GRE,6:01,Goal,1
Extra player shot,5.0,7,6,5,CAN,3.0,EGGENS M,5 - 7,342,CAN,5:42,Blocked,0
Action shot,4.0,7,6,5,CAN,3.0,PSOUNI I,5 - 7,317,GRE,5:17,Post,0
Action shot,2.0,7,6,5,CAN,3.0,TSOUKALA C,5 - 7,274,GRE,4:34,Missed,0
Penalty shot,6.0,8,6,5,CAN,3.0,AVRAMIDOU A,5 - 8,230,GRE,3:50,Goal,1
Action shot,10.0,8,6,5,CAN,3.0,ROBINSON C,5 - 8,206,CAN,3:26,Saved,0
Action shot,2.0,9,6,5,CAN,3.0,TSOUKALA C,5 - 9,180,GRE,3:00,Goal,1
Action shot,6.0,9,6,5,CAN,3.0,BARON la SALLE S,5 - 9,155,CAN,2:35,Saved,0
5m shot,5.0,9,6,5,CAN,3.0,EGGENS M,5 - 9,105,CAN,1:45,Post,0
Action shot,2.0,10,6,5,CAN,3.0,TSOUKALA C,5 - 10,84,GRE,1:24,Goal,1
Action shot,8.0,10,6,5,CAN,3.0,ROUMPESI A,5 - 10,40,GRE,0:40,Saved,0
Extra player shot,2.0,11,6,5,CAN,3.0,TSOUKALA C,5 - 11,9,GRE,0:09,Goal,1
Action shot,7.0,11,6,5,CAN,4.0,BEKHAZI J,5 - 11,469,CAN,7:49,Missed,0
Extra player shot,2.0,11,6,5,CAN,4.0,TSOUKALA C,5 - 11,432,GRE,7:12,Blocked,0
Extra player shot,7.0,11,6,5,CAN,4.0,BEKHAZI J,5 - 11,407,CAN,6:47,Post,0
Centre shot,10.0,11,6,5,CAN,4.0,ROBINSON C,5 - 11,352,CAN,5:52,Missed,0
Extra player shot,7.0,11,6,6,CAN,4.0,BEKHAZI J,6 - 11,330,CAN,5:30,Goal,1
Action shot,6.0,11,6,6,CAN,4.0,AVRAMIDOU A,6 - 11,293,GRE,4:53,Post,0
Counter attack,11.0,11,6,7,CAN,4.0,VALIN S,7 - 11,276,CAN,4:36,Goal,1
Action shot,4.0,11,6,7,CAN,4.0,PSOUNI I,7 - 11,249,GRE,4:09,Post,0
Action shot,2.0,11,6,7,CAN,4.0,TSOUKALA C,7 - 11,203,GRE,3:23,Post,0
Action shot,11.0,11,6,7,CAN,4.0,VALIN S,7 - 11,125,CAN,2:05,Post,0
Extra player shot,4.0,11,6,7,CAN,4.0,WRIGHT E,7 - 11,2,CAN,0:02,Blocked,0
Action shot,8.0,0,7,0,USA,1.0,ROUMPESI A,0 - 0,453,GRE,7:33,Saved,0
5m shot,10.0,1,7,0,USA,1.0,MANOLIOUDAKI T,1 - 0,411,GRE,6:51,Goal,1
5m shot,6.0,1,7,1,USA,1.0,STEFFENS M,1 - 1,385,USA,6:25,Goal,1
Action shot,10.0,1,7,1,USA,1.0,MANOLIOUDAKI T,1 - 1,357,GRE,5:57,Saved,0
Action shot,6.0,2,7,1,USA,1.0,AVRAMIDOU A,2 - 1,301,GRE,5:01,Goal,1
Action shot,5.0,2,7,2,USA,1.0,CLARK C,2 - 2,279,USA,4:39,Goal,1
Extra player shot,8.0,3,7,2,USA,1.0,ROUMPESI A,3 - 2,252,GRE,4:12,Goal,1
Action shot,4.0,3,7,3,USA,1.0,FATTAL R,3 - 3,225,USA,3:45,Goal,1
Extra player shot,4.0,3,7,3,USA,1.0,FATTAL R,3 - 3,140,USA,2:20,Saved,0
Centre shot,11.0,3,7,4,USA,1.0,DRIES A,3 - 4,102,USA,1:42,Goal,1
Action shot,11.0,3,7,4,USA,1.0,PLEVRITOU E,3 - 4,78,GRE,1:18,Saved,0
5m shot,4.0,4,7,4,USA,1.0,PSOUNI I,4 - 4,25,GRE,0:25,Goal,1
Action shot,6.0,4,7,4,USA,1.0,STEFFENS M,4 - 4,1,USA,0:01,Saved,0
Action shot,10.0,4,7,5,USA,2.0,RULON K,4 - 5,427,USA,7:07,Goal,1
Action shot,8.0,4,7,5,USA,2.0,ROUMPESI A,4 - 5,364,GRE,6:04,Saved,0
Action shot,2.0,4,7,5,USA,2.0,SILVER L,4 - 5,350,USA,5:50,Post,0
Extra player shot,2.0,4,7,5,USA,2.0,SILVER L,4 - 5,318,USA,5:18,Blocked,0
Action shot,9.0,5,7,5,USA,2.0,KOTSIA C,5 - 5,274,GRE,4:34,Goal,1
Extra player shot,11.0,5,7,5,USA,2.0,DRIES A,5 - 5,200,USA,3:20,Blocked,0
Action shot,3.0,5,7,6,USA,2.0,SEIDEMANN M,5 - 6,166,USA,2:46,Goal,1
Action shot,8.0,5,7,6,USA,2.0,ROUMPESI A,5 - 6,130,GRE,2:10,Saved,0
Extra player shot,8.0,5,7,6,USA,2.0,ROUMPESI A,5 - 6,82,GRE,1:22,Saved,0
5m shot,4.0,5,7,6,USA,2.0,FATTAL R,5 - 6,56,USA,0:56,Saved,0
Action shot,9.0,5,7,6,USA,2.0,KRAUS J,5 - 6,39,USA,0:39,Post,0
Extra player shot,2.0,5,7,6,USA,2.0,TSOUKALA C,5 - 6,6,GRE,0:06,Missed,0
Action shot,10.0,5,7,6,USA,3.0,RULON K,5 - 6,429,USA,7:09,Missed,0
Action shot,2.0,5,7,6,USA,3.0,TSOUKALA C,5 - 6,399,GRE,6:39,Post,0
Action shot,2.0,5,7,6,USA,ET1,TSOUKALA C,5 - 6,18,GRE,0:18,Saved,0
Action shot,3.0,5,7,6,USA,ET2,DIAMANTOPOULOU V,5 - 6,152,GRE,2:32,Blocked,0
Action shot,8.0,5,7,6,USA,ET2,NEUSHUL K,5 - 6,123,USA,2:03,Post,0
Action shot,7.0,11,7,11,USA,ET2,MATHEWSON C,11 - 11,54,USA,0:54,Goal,1
Action shot,6.0,6,7,6,USA,3,AVRAMIDOU A,6 - 6,379,GRE,6:19,Goal,1
Action shot,10.0,6,7,6,USA,3,RULON K,6 - 6,354,USA,5:54,Saved,0
Centre shot,10.0,6,7,6,USA,3,MANOLIOUDAKI T,6 - 6,310,GRE,5:10,Saved,0
5m shot,7.0,6,7,7,USA,3,MATHEWSON C,6 - 7,285,USA,4:45,Goal,1
Action shot,6.0,6,7,7,USA,3,AVRAMIDOU A,6 - 7,262,GRE,4:22,Missed,0
Penalty shot,6.0,6,7,7,USA,3,AVRAMIDOU A,6 - 7,228,GRE,3:48,Saved,0
Extra player shot,7.0,6,7,8,USA,3,MATHEWSON C,6 - 8,202,USA,3:22,Goal,1
Action shot,3.0,6,7,8,USA,3,DIAMANTOPOULOU V,6 - 8,173,GRE,2:53,Saved,0
Extra player shot,8.0,6,7,8,USA,3,ROUMPESI A,6 - 8,113,GRE,1:53,Post,0
Centre shot,12.0,6,7,9,USA,3,CRAIG K,6 - 9,89,USA,1:29,Goal,1
Action shot,6.0,6,7,9,USA,3,AVRAMIDOU A,6 - 9,49,GRE,0:49,Saved,0
5m shot,9.0,6,7,9,USA,3,KRAUS J,6 - 9,19,USA,0:19,Saved,0
5m shot,8.0,6,7,9,USA,3,ROUMPESI A,6 - 9,1,GRE,0:01,Saved,0
5m shot,9.0,6,7,9,USA,4,KRAUS J,6 - 9,399,USA,6:39,Post,0
Extra player shot,2.0,7,7,9,USA,4,TSOUKALA C,7 - 9,355,GRE,5:55,Goal,1
Action shot,3.0,7,7,10,USA,4,SEIDEMANN M,7 - 10,338,USA,5:38,Goal,1
Action shot,8.0,8,7,10,USA,4,ROUMPESI A,8 - 10,271,GRE,4:31,Goal,1
Centre shot,7.0,8,7,10,USA,4,ASIMAKI A,8 - 10,223,GRE,3:43,Post,0
5m shot,3.0,8,7,10,USA,4,SEIDEMANN M,8 - 10,196,USA,3:16,Saved,0
Action shot,8.0,8,7,10,USA,4,NEUSHUL K,8 - 10,142,USA,2:22,Blocked,0
Extra player shot,6.0,9,7,10,USA,4,AVRAMIDOU A,9 - 10,120,GRE,2:00,Goal,1
Action shot,8.0,9,7,10,USA,4,NEUSHUL K,9 - 10,93,USA,1:33,Missed,0
Action shot,7.0,9,7,10,USA,4,MATHEWSON C,9 - 10,28,USA,0:28,Missed,0
Extra player shot,6.0,10,7,10,USA,4,AVRAMIDOU A,10 - 10,0,GRE,0:00,Goal,1
Extra player shot,10.0,10,7,10,USA,ET1,RULON K,10 - 10,113,USA,1:53,Blocked,0
Centre shot,7.0,11,7,10,USA,ET1,ASIMAKI A,11 - 10,85,GRE,1:25,Goal,1
Action shot,7.0,11,7,10,USA,ET2,ASIMAKI A,11 - 10,28,GRE,0:28,Blocked,0
