Action,Cap,Game,Opponent,Opponent name,Period,Player,Score,Seconds,Team,Time,USA,Result,Goal
5m shot,9.0,1,1,BRA,3.0,DIAS M,1 - 11,94,BRA,1:34,11,Saved,0
Action shot,11.0,1,1,BRA,3.0,FISCHER M,1 - 11,80,USA,1:20,11,Saved,0
5m shot,4.0,1,1,BRA,3.0,FATTAL R,1 - 11,56,USA,0:56,11,Missed,0
5m shot,12.0,1,1,BRA,3.0,MANTELLATO G,1 - 11,25,BRA,0:25,11,Saved,0
5m shot,2.0,1,1,BRA,3.0,MUSSELMAN M,1 - 11,3,USA,0:03,11,Post,0
Action shot,8.0,1,1,BRA,4.0,NEUSHUL K,1 - 12,451,USA,7:31,12,Goal,1
5m shot,4.0,1,1,BRA,4.0,DUARTE M,1 - 12,426,BRA,7:06,12,Missed,0
5m shot,6.0,1,1,BRA,4.0,STEFFENS M,1 - 13,402,USA,6:42,13,Goal,1
5m shot,6.0,1,1,BRA,4.0,CHIAPPINI I,1 - 13,376,BRA,6:16,13,Saved,0
Action shot,4.0,1,1,BRA,4.0,FATTAL R,1 - 13,318,USA,5:18,13,Blocked,0
Action shot,12.0,1,1,BRA,4.0,MANTELLATO G,1 - 13,279,BRA,4:39,13,Saved,0
Action shot,4.0,1,1,BRA,4.0,DUARTE M,1 - 13,248,BRA,4:08,13,Saved,0
5m shot,6.0,1,2,BRA,4.0,CHIAPPINI I,2 - 13,168,BRA,2:48,13,Goal,1
5m shot,3.0,1,2,BRA,4.0,SEIDEMANN M,2 - 13,137,USA,2:17,13,Saved,0
Action shot,6.0,1,2,BRA,4.0,CHIAPPINI I,2 - 13,94,BRA,1:34,13,Blocked,0
Action shot,8.0,1,2,BRA,4.0,NEUSHUL K,2 - 13,60,USA,1:00,13,Post,0
Action shot,8.0,1,2,BRA,4.0,NEUSHUL K,2 - 13,40,USA,0:40,13,Blocked,0
5m shot,5.0,2,0,ITA,1.0,RADICCHI F,0 - 0,451,ITA,7:31,0,Blocked,0
5m shot,7.0,2,0,ITA,1.0,MATHEWSON C,0 - 0,423,USA,7:03,0,Missed,0
Penalty shot,8.0,2,1,ITA,1.0,BIANCONI R,1 - 0,418,ITA,6:58,0,Goal,1
Extra player shot,7.0,2,1,ITA,1.0,MATHEWSON C,1 - 0,382,USA,6:22,0,Blocked,0
Action shot,4.0,2,1,ITA,1.0,FATTAL R,1 - 1,356,USA,5:56,1,Goal,1
Action shot,5.0,2,1,ITA,1.0,WILLIAMS A,1 - 1,298,USA,4:58,1,Saved,0
5m shot,3.0,2,1,ITA,1.0,GARIBOTTI A,1 - 1,281,ITA,4:41,1,Blocked,0
Action shot,8.0,2,1,ITA,1.0,BIANCONI R,1 - 1,261,ITA,4:21,1,Saved,0
Action shot,4.0,2,1,ITA,1.0,FATTAL R,1 - 2,257,USA,4:17,2,Goal,1
Extra player shot,5.0,2,1,ITA,1.0,RADICCHI F,1 - 2,218,ITA,3:38,2,Saved,0
Action shot,4.0,2,1,ITA,1.0,QUEIROLO E,1 - 2,169,ITA,2:49,2,Missed,0
5m shot,3.0,2,1,ITA,1.0,SEIDEMANN M,1 - 2,141,USA,2:21,2,Missed,0
Action shot,9.0,2,2,ITA,1.0,EMMOLO G,2 - 2,105,ITA,1:45,2,Goal,1
Action shot,8.0,2,3,ITA,1.0,BIANCONI R,3 - 2,76,ITA,1:16,2,Goal,1
Action shot,4.0,2,3,ITA,1.0,FATTAL R,3 - 2,51,USA,0:51,2,Saved,0
Extra player shot,4.0,2,3,ITA,1.0,FATTAL R,3 - 2,42,USA,0:42,2,Saved,0
Action shot,4.0,2,4,ITA,1.0,QUEIROLO E,4 - 2,0,ITA,0:00,2,Goal,1
Action shot,8.0,2,4,ITA,2.0,NEUSHUL K,4 - 2,451,USA,7:31,2,Saved,0
5m shot,3.0,2,4,ITA,2.0,GARIBOTTI A,4 - 2,427,ITA,7:07,2,Saved,0
Action shot,2.0,2,4,ITA,2.0,MUSSELMAN M,4 - 2,358,USA,5:58,2,Missed,0
Action shot,9.0,2,4,ITA,2.0,EMMOLO G,4 - 2,329,ITA,5:29,2,Saved,0
Action shot,8.0,2,4,ITA,2.0,NEUSHUL K,4 - 2,285,USA,4:45,2,Saved,0
Extra player shot,9.0,2,5,ITA,2.0,EMMOLO G,5 - 2,251,ITA,4:11,2,Goal,1
Action shot,6.0,2,5,ITA,2.0,STEFFENS M,5 - 2,225,USA,3:45,2,Saved,0
Action shot,3.0,2,5,ITA,2.0,SEIDEMANN M,5 - 3,169,USA,2:49,3,Goal,1
5m shot,3.0,2,5,ITA,2.0,GARIBOTTI A,5 - 3,140,ITA,2:20,3,Blocked,0
Action shot,5.0,2,5,ITA,2.0,WILLIAMS A,5 - 3,111,USA,1:51,3,Missed,0
5m shot,3.0,2,5,ITA,2.0,GARIBOTTI A,5 - 3,85,ITA,1:25,3,Post,0
5m shot,7.0,2,5,ITA,2.0,MATHEWSON C,5 - 3,65,USA,1:05,3,Blocked,0
5m shot,3.0,2,6,ITA,2.0,GARIBOTTI A,6 - 3,46,ITA,0:46,3,Goal,1
Action shot,4.0,2,6,ITA,2.0,FATTAL R,6 - 3,16,USA,0:16,3,Post,0
5m shot,2.0,2,6,ITA,2.0,TABANI C,6 - 3,0,ITA,0:00,3,Saved,0
Action shot,8.0,2,6,ITA,3.0,NEUSHUL K,6 - 3,434,USA,7:14,3,Saved,0
Action shot,8.0,2,6,ITA,3.0,NEUSHUL K,6 - 4,409,USA,6:49,4,Goal,1
Action shot,8.0,2,7,ITA,3.0,BIANCONI R,7 - 4,388,ITA,6:28,4,Goal,1
Action shot,8.0,2,7,ITA,3.0,NEUSHUL K,7 - 5,305,USA,5:05,5,Goal,1
Counter attack,4.0,2,7,ITA,3.0,FATTAL R,7 - 6,266,USA,4:26,6,Goal,1
Action shot,4.0,2,7,ITA,3.0,FATTAL R,7 - 7,169,USA,2:49,7,Goal,1
Extra player shot,8.0,2,8,ITA,3.0,BIANCONI R,8 - 7,126,ITA,2:06,7,Goal,1
5m shot,3.0,2,8,ITA,3.0,GARIBOTTI A,8 - 7,83,ITA,1:23,7,Saved,0
Action shot,8.0,2,8,ITA,3.0,NEUSHUL K,8 - 7,9,USA,0:09,7,Blocked,0
5m shot,7.0,2,8,ITA,4.0,MATHEWSON C,8 - 7,425,USA,7:05,7,Blocked,0
Action shot,3.0,2,8,ITA,4.0,GARIBOTTI A,8 - 7,408,ITA,6:48,7,Saved,0
Action shot,7.0,2,8,ITA,4.0,MATHEWSON C,8 - 7,379,USA,6:19,7,Saved,0
5m shot,7.0,2,8,ITA,4.0,DI MARIO T,8 - 7,354,ITA,5:54,7,Saved,0
5m shot,4.0,2,8,ITA,4.0,FATTAL R,8 - 7,321,USA,5:21,7,Post,0
Action shot,6.0,2,8,ITA,4.0,STEFFENS M,8 - 7,296,USA,4:56,7,Post,0
Action shot,7.0,2,9,ITA,4.0,DI MARIO T,9 - 7,277,ITA,4:37,7,Goal,1
Action shot,11.0,2,9,ITA,4.0,FISCHER M,9 - 7,247,USA,4:07,7,Post,0
5m shot,8.0,2,9,ITA,4.0,BIANCONI R,9 - 7,225,ITA,3:45,7,Missed,0
Action shot,11.0,2,9,ITA,4.0,FISCHER M,9 - 7,186,USA,3:06,7,Missed,0
Action shot,9.0,2,10,ITA,4.0,EMMOLO G,10 - 7,170,ITA,2:50,7,Goal,1
Action shot,8.0,2,10,ITA,4.0,NEUSHUL K,10 - 7,143,USA,2:23,7,Saved,0
Extra player shot,4.0,2,10,ITA,4.0,FATTAL R,10 - 7,112,USA,1:52,7,Saved,0
Centre shot,6.0,2,10,ITA,4.0,AIELLO R,10 - 7,80,ITA,1:20,7,Post,0
Action shot,4.0,2,10,ITA,4.0,FATTAL R,10 - 8,69,USA,1:09,8,Goal,1
Action shot,2.0,2,10,ITA,4.0,MUSSELMAN M,10 - 8,44,USA,0:44,8,Saved,0
5m shot,8.0,2,10,ITA,4.0,BIANCONI R,10 - 8,11,ITA,0:11,8,Missed,0
Penalty shot,11.0,2,10,ITA,4.0,FISCHER M,10 - 9,4,USA,0:04,9,Goal,1
Action shot,6.0,3,0,JPN,1.0,STEFFENS M,0 - 1,462,USA,7:42,1,Goal,1
Action shot,6.0,3,0,JPN,1.0,STEFFENS M,0 - 2,321,USA,5:21,2,Goal,1
Action shot,8.0,3,0,JPN,1.0,HASHIGUCHI M,0 - 2,265,JPN,4:25,2,Saved,0
Extra player shot,4.0,3,0,JPN,1.0,FATTAL R,0 - 3,143,USA,2:23,3,Goal,1
Centre shot,12.0,3,0,JPN,1.0,CRAIG K,0 - 4,61,USA,1:01,4,Goal,1
Action shot,9.0,3,0,JPN,1.0,GROSSMAN A,0 - 4,3,USA,0:03,4,Saved,0
Action shot,11.0,3,0,JPN,2.0,FISCHER M,0 - 4,464,USA,7:44,4,Post,0
Action shot,2.0,3,0,JPN,2.0,MUSSELMAN M,0 - 5,431,USA,7:11,5,Goal,1
Action shot,10.0,3,0,JPN,2.0,MORI T,0 - 5,333,JPN,5:33,5,Saved,0
Action shot,11.0,3,0,JPN,2.0,FISCHER M,0 - 6,316,USA,5:16,6,Goal,1
Action shot,6.0,3,0,JPN,2.0,STEFFENS M,0 - 7,291,USA,4:51,7,Goal,1
Action shot,8.0,3,0,JPN,2.0,HASHIGUCHI M,0 - 7,262,JPN,4:22,7,Missed,0
Action shot,7.0,3,0,JPN,2.0,NAKANO Y,0 - 7,239,JPN,3:59,7,Saved,0
Action shot,12.0,3,0,JPN,2.0,CRAIG K,0 - 8,191,USA,3:11,8,Goal,1
Action shot,7.0,3,0,JPN,2.0,NAKANO Y,0 - 8,10,JPN,0:10,8,Blocked,0
Centre shot,2.0,3,0,JPN,2.0,MUSSELMAN M,0 - 8,4,USA,0:04,8,Post,0
Action shot,9.0,3,0,JPN,3.0,HOSOYA K,0 - 8,446,JPN,7:26,8,Missed,0
Extra player shot,8.0,3,0,JPN,3.0,NEUSHUL K,0 - 9,416,USA,6:56,9,Goal,1
Counter attack,7.0,3,0,JPN,3.0,MATHEWSON C,0 - 10,384,USA,6:24,10,Goal,1
Counter attack,6.0,3,0,JPN,3.0,STEFFENS M,0 - 11,352,USA,5:52,11,Goal,1
Action shot,12.0,3,0,JPN,3.0,CRAIG K,0 - 11,263,USA,4:23,11,Missed,0
Action shot,12.0,3,0,JPN,3.0,CRAIG K,0 - 12,196,USA,3:16,12,Goal,1
Counter attack,9.0,3,0,JPN,3.0,GROSSMAN A,0 - 13,157,USA,2:37,13,Goal,1
Extra player shot,2.0,3,0,JPN,3.0,SAKANOUE C,0 - 13,120,JPN,2:00,13,Saved,0
Action shot,9.0,3,0,JPN,3.0,GROSSMAN A,0 - 14,104,USA,1:44,14,Goal,1
Action shot,7.0,3,1,JPN,3.0,NAKANO Y,1 - 14,74,JPN,1:14,14,Goal,1
Extra player shot,10.0,3,1,JPN,3.0,GILCHRIST K,1 - 14,32,USA,0:32,14,Missed,0
5m shot,6.0,3,1,JPN,3.0,TAKAHASHI A,1 - 14,13,JPN,0:13,14,Saved,0
Centre shot,6.0,3,1,JPN,4.0,STEFFENS M,1 - 14,362,USA,6:02,14,Post,0
Action shot,7.0,3,1,JPN,4.0,NAKANO Y,1 - 14,325,JPN,5:25,14,Blocked,0
Counter attack,7.0,3,2,JPN,4.0,NAKANO Y,2 - 14,286,JPN,4:46,14,Goal,1
Action shot,9.0,3,2,JPN,4.0,GROSSMAN A,2 - 15,276,USA,4:36,15,Goal,1
Action shot,11.0,3,2,JPN,4.0,FISCHER M,2 - 16,231,USA,3:51,16,Goal,1
Action shot,2.0,3,2,JPN,4.0,MUSSELMAN M,2 - 17,49,USA,0:49,17,Goal,1
Action shot,3.0,3,2,JPN,4.0,SEIDEMANN M,2 - 17,1,USA,0:01,17,Missed,0
Counter attack,4.0,4,0,HUN,1.0,FATTAL R,1 - 0,411,USA,6:51,1,Goal,1
Extra player shot,7.0,4,0,HUN,1.0,MATHEWSON C,2 - 0,358,USA,5:58,2,Goal,1
Action shot,8.0,4,0,HUN,1.0,KESZTHELYI R,2 - 0,244,HUN,4:04,2,Saved,0
Action shot,7.0,4,0,HUN,1.0,MATHEWSON C,2 - 0,216,USA,3:36,2,Saved,0
5m shot,3.0,4,0,HUN,1.0,SEIDEMANN M,2 - 0,199,USA,3:19,2,Missed,0
Centre shot,6.0,4,0,HUN,1.0,STEFFENS M,3 - 0,159,USA,2:39,3,Goal,1
Action shot,3.0,4,1,HUN,1.0,ANTAL D,3 - 1,121,HUN,2:01,3,Goal,1
Action shot,5.0,4,1,HUN,1.0,SZUCS G,3 - 1,53,HUN,0:53,3,Blocked,0
5m shot,7.0,4,1,HUN,1.0,MATHEWSON C,3 - 1,23,USA,0:23,3,Saved,0
5m shot,3.0,4,1,HUN,1.0,ANTAL D,3 - 1,1,HUN,0:01,3,Missed,0
5m shot,6.0,4,1,HUN,2.0,STEFFENS M,3 - 1,444,USA,7:24,3,Saved,0
5m shot,4.0,4,1,HUN,2.0,FATTAL R,4 - 1,408,USA,6:48,4,Goal,1
Action shot,3.0,4,1,HUN,2.0,SEIDEMANN M,4 - 1,356,USA,5:56,4,Post,0
5m shot,2.0,4,1,HUN,2.0,MUSSELMAN M,4 - 1,303,USA,5:03,4,Missed,0
Action shot,4.0,4,1,HUN,2.0,FATTAL R,5 - 1,256,USA,4:16,5,Goal,1
Extra player shot,8.0,4,1,HUN,2.0,KESZTHELYI R,5 - 1,231,HUN,3:51,5,Blocked,0
Action shot,6.0,4,1,HUN,2.0,TAKACS O,5 - 1,218,HUN,3:38,5,Post,0
Action shot,7.0,4,1,HUN,2.0,MATHEWSON C,6 - 1,192,USA,3:12,6,Goal,1
Extra player shot,6.0,4,1,HUN,2.0,STEFFENS M,7 - 1,152,USA,2:32,7,Goal,1
Action shot,10.0,4,1,HUN,2.0,BUJKA B,7 - 1,126,HUN,2:06,7,Saved,0
Action shot,8.0,4,1,HUN,2.0,NEUSHUL K,7 - 1,99,USA,1:39,7,Missed,0
Extra player shot,3.0,4,1,HUN,2.0,ANTAL D,7 - 1,61,HUN,1:01,7,Saved,0
5m shot,8.0,4,1,HUN,2.0,NEUSHUL K,7 - 1,31,USA,0:31,7,Missed,0
Counter attack,8.0,4,2,HUN,2.0,KESZTHELYI R,7 - 2,22,HUN,0:22,7,Goal,1
5m shot,3.0,4,2,HUN,3.0,SEIDEMANN M,7 - 2,426,USA,7:06,7,Blocked,0
Action shot,7.0,4,2,HUN,3.0,MATHEWSON C,7 - 2,414,USA,6:54,7,Post,0
5m shot,8.0,4,2,HUN,3.0,KESZTHELYI R,7 - 2,386,HUN,6:26,7,Blocked,0
Action shot,7.0,4,2,HUN,3.0,MATHEWSON C,8 - 2,359,USA,5:59,8,Goal,1
Extra player shot,12.0,4,2,HUN,3.0,MENCZINGER K,8 - 2,322,HUN,5:22,8,Post,0
Action shot,6.0,4,2,HUN,3.0,STEFFENS M,9 - 2,294,USA,4:54,9,Goal,1
5m shot,12.0,4,2,HUN,3.0,MENCZINGER K,9 - 2,264,HUN,4:24,9,Post,0
5m shot,8.0,4,2,HUN,3.0,KESZTHELYI R,9 - 2,221,HUN,3:41,9,Post,0
Action shot,4.0,4,2,HUN,3.0,FATTAL R,10 - 2,184,USA,3:04,10,Goal,1
Action shot,4.0,4,2,HUN,3.0,KISTELEKI D,10 - 2,154,HUN,2:34,10,Saved,0
Action shot,2.0,4,3,HUN,3.0,CZIGANY D,10 - 3,115,HUN,1:55,10,Goal,1
Action shot,6.0,4,3,HUN,3.0,STEFFENS M,10 - 3,75,USA,1:15,10,Saved,0
Action shot,3.0,4,3,HUN,3.0,SEIDEMANN M,11 - 3,73,USA,1:13,11,Goal,1
Action shot,7.0,4,3,HUN,3.0,ILLES A,11 - 3,46,HUN,0:46,11,Blocked,0
Extra player shot,8.0,4,4,HUN,4.0,KESZTHELYI R,11 - 4,447,HUN,7:27,11,Goal,1
Centre shot,9.0,4,4,HUN,4.0,GROSSMAN A,11 - 4,401,USA,6:41,11,Saved,0
Action shot,2.0,4,5,HUN,4.0,CZIGANY D,11 - 5,285,HUN,4:45,11,Goal,1
Action shot,4.0,4,5,HUN,4.0,FATTAL R,11 - 5,244,USA,4:04,11,Blocked,0
Action shot,12.0,4,6,HUN,4.0,MENCZINGER K,11 - 6,147,HUN,2:27,11,Goal,1
Penalty shot,8.0,4,7,HUN,4.0,KESZTHELYI R,11 - 7,67,HUN,1:07,11,Goal,1
Action shot,9.0,4,7,HUN,4.0,GROSSMAN A,12 - 7,38,USA,0:38,12,Goal,1
5m shot,8.0,4,7,HUN,4.0,KESZTHELYI R,12 - 7,14,HUN,0:14,12,Missed,0
Counter attack,8.0,5,0,ESP,1.0,NEUSHUL K,0 - 1,434,USA,7:14,1,Goal,1
Action shot,10.0,5,0,ESP,1.0,TARRAGO R,0 - 1,375,ESP,6:15,1,Post,0
Action shot,4.0,5,0,ESP,1.0,FATTAL R,0 - 1,353,USA,5:53,1,Post,0
5m shot,10.0,5,0,ESP,1.0,TARRAGO R,0 - 1,326,ESP,5:26,1,Post,0
Extra player shot,4.0,5,0,ESP,1.0,FATTAL R,0 - 1,290,USA,4:50,1,Post,0
5m shot,8.0,5,0,ESP,1.0,PENA P,0 - 1,261,ESP,4:21,1,Saved,0
Action shot,8.0,5,0,ESP,1.0,NEUSHUL K,0 - 1,230,USA,3:50,1,Blocked,0
Action shot,6.0,5,0,ESP,1.0,STEFFENS M,0 - 1,148,USA,2:28,1,Blocked,0
Action shot,6.0,5,0,ESP,1.0,STEFFENS M,0 - 1,98,USA,1:38,1,Saved,0
Action shot,3.0,5,0,ESP,1.0,ESPAR A,0 - 1,69,ESP,1:09,1,Saved,0
Action shot,10.0,5,0,ESP,1.0,GILCHRIST K,0 - 2,58,USA,0:58,2,Goal,1
Centre shot,11.0,5,0,ESP,1.0,GARCIA M,0 - 2,6,ESP,0:06,2,Saved,0
5m shot,11.0,5,0,ESP,1.0,FISCHER M,0 - 2,1,USA,0:01,2,Saved,0
Action shot,11.0,5,0,ESP,2.0,GARCIA M,0 - 2,444,ESP,7:24,2,Saved,0
Action shot,4.0,5,0,ESP,2.0,FATTAL R,0 - 3,405,USA,6:45,3,Goal,1
Extra player shot,3.0,5,1,ESP,2.0,ESPAR A,1 - 3,307,ESP,5:07,3,Goal,1
Extra player shot,6.0,5,1,ESP,2.0,PAREJA J,1 - 3,232,ESP,3:52,3,Post,0
Penalty shot,6.0,5,1,ESP,2.0,STEFFENS M,1 - 4,216,USA,3:36,4,Goal,1
Action shot,8.0,5,1,ESP,2.0,NEUSHUL K,1 - 5,143,USA,2:23,5,Goal,1
Action shot,8.0,5,1,ESP,2.0,NEUSHUL K,1 - 5,80,USA,1:20,5,Saved,0
5m shot,12.0,5,1,ESP,2.0,LOPEZ L,1 - 5,50,ESP,0:50,5,Saved,0
5m shot,9.0,5,1,ESP,2.0,FORCA J,1 - 5,21,ESP,0:21,5,Saved,0
Action shot,9.0,5,2,ESP,2.0,FORCA J,2 - 5,11,ESP,0:11,5,Goal,1
Action shot,2.0,5,2,ESP,3.0,MUSSELMAN M,2 - 5,421,USA,7:01,5,Missed,0
Action shot,9.0,5,2,ESP,3.0,FORCA J,2 - 5,395,ESP,6:35,5,Blocked,0
Centre shot,3.0,5,2,ESP,3.0,ESPAR A,2 - 5,351,ESP,5:51,5,Saved,0
Extra player shot,4.0,5,3,ESP,3.0,LEITON P,3 - 5,293,ESP,4:53,5,Goal,1
Action shot,6.0,5,3,ESP,3.0,STEFFENS M,3 - 5,263,USA,4:23,5,Blocked,0
Action shot,6.0,5,3,ESP,3.0,PAREJA J,3 - 5,230,ESP,3:50,5,Saved,0
Action shot,3.0,5,4,ESP,3.0,ESPAR A,4 - 5,188,ESP,3:08,5,Goal,1
Action shot,3.0,5,4,ESP,3.0,SEIDEMANN M,4 - 5,161,USA,2:41,5,Saved,0
5m shot,6.0,5,4,ESP,3.0,PAREJA J,4 - 5,132,ESP,2:12,5,Saved,0
Action shot,8.0,5,4,ESP,3.0,NEUSHUL K,4 - 5,105,USA,1:45,5,Blocked,0
Action shot,12.0,5,4,ESP,3.0,CRAIG K,4 - 6,74,USA,1:14,6,Goal,1
Action shot,6.0,5,4,ESP,3.0,PAREJA J,4 - 6,37,ESP,0:37,6,Saved,0
Action shot,10.0,5,4,ESP,3.0,TARRAGO R,4 - 6,0,ESP,0:00,6,Blocked,0
Action shot,10.0,5,4,ESP,4.0,TARRAGO R,4 - 6,450,ESP,7:30,6,Saved,0
Action shot,12.0,5,4,ESP,4.0,LOPEZ L,4 - 6,414,ESP,6:54,6,Blocked,0
Counter attack,12.0,5,4,ESP,4.0,CRAIG K,4 - 6,399,USA,6:39,6,Saved,0
Action shot,11.0,5,5,ESP,4.0,GARCIA M,5 - 6,348,ESP,5:48,6,Goal,1
Action shot,4.0,5,5,ESP,4.0,FATTAL R,5 - 7,321,USA,5:21,7,Goal,1
Extra player shot,9.0,5,5,ESP,4.0,FORCA J,5 - 7,281,ESP,4:41,7,Saved,0
Counter attack,7.0,5,5,ESP,4.0,MATHEWSON C,5 - 8,266,USA,4:26,8,Goal,1
Action shot,3.0,5,5,ESP,4.0,ESPAR A,5 - 8,233,ESP,3:53,8,Saved,0
Extra player shot,4.0,5,5,ESP,4.0,FATTAL R,5 - 8,208,USA,3:28,8,Saved,0
Action shot,3.0,5,5,ESP,4.0,ESPAR A,5 - 8,185,ESP,3:05,8,Saved,0
5m shot,10.0,5,5,ESP,4.0,GILCHRIST K,5 - 8,154,USA,2:34,8,Blocked,0
5m shot,10.0,5,5,ESP,4.0,TARRAGO R,5 - 8,82,ESP,1:22,8,Saved,0
Action shot,8.0,6,0,AUS,1.0,MCGHIE G,0 - 0,452,AUS,7:32,0,Blocked,0
Action shot,12.0,6,0,AUS,1.0,CRAIG K,1 - 0,427,USA,7:07,1,Goal,1
Action shot,5.0,6,0,AUS,1.0,GOFERS K,1 - 0,401,AUS,6:41,1,Post,0
Action shot,12.0,6,0,AUS,1.0,ZAGAME N,1 - 0,306,AUS,5:06,1,Post,0
Extra player shot,5.0,6,1,AUS,1.0,GOFERS K,1 - 1,252,AUS,4:12,1,Goal,1
Action shot,9.0,6,1,AUS,1.0,GROSSMAN A,1 - 1,190,USA,3:10,1,Saved,0
Action shot,4.0,6,2,AUS,1.0,LINCOLN-SMITH H,1 - 2,171,AUS,2:51,1,Goal,1
Action shot,2.0,6,2,AUS,1.0,MUSSELMAN M,2 - 2,104,USA,1:44,2,Goal,1
Action shot,8.0,6,2,AUS,1.0,MCGHIE G,2 - 2,74,AUS,1:14,2,Saved,0
5m shot,10.0,6,2,AUS,1.0,GILCHRIST K,2 - 2,47,USA,0:47,2,Saved,0
Action shot,10.0,6,2,AUS,1.0,SOUTHERN A,2 - 2,14,AUS,0:14,2,Missed,0
Action shot,8.0,6,2,AUS,1.0,NEUSHUL K,2 - 2,0,USA,0:00,2,Blocked,0
Extra player shot,6.0,6,2,AUS,2.0,KNOX B,2 - 2,429,AUS,7:09,2,Post,0
Action shot,12.0,6,3,AUS,2.0,ZAGAME N,2 - 3,424,AUS,7:04,2,Goal,1
5m shot,4.0,6,3,AUS,2.0,FATTAL R,2 - 3,401,USA,6:41,2,Blocked,0
Action shot,6.0,6,3,AUS,2.0,STEFFENS M,3 - 3,346,USA,5:46,3,Goal,1
5m shot,3.0,6,3,AUS,2.0,BUCKLING H,3 - 3,325,AUS,5:25,3,Saved,0
Counter attack,11.0,6,3,AUS,2.0,FISCHER M,4 - 3,307,USA,5:07,4,Goal,1
5m shot,8.0,6,3,AUS,2.0,MCGHIE G,4 - 3,277,AUS,4:37,4,Blocked,0
Centre shot,10.0,6,4,AUS,2.0,SOUTHERN A,4 - 4,221,AUS,3:41,4,Goal,1
5m shot,4.0,6,4,AUS,2.0,FATTAL R,4 - 4,196,USA,3:16,4,Missed,0
