Period,Time,Action,Score,Team,Player,Cap,Opponent,NZL,Seconds,Game,Opponent name
3.0,5:40,Action shot - Goal,9 - 3,AUS,WEBSTER R,7.0,9,3,340,1,AUS
3.0,5:23,20 sec. exclusion in centre,9 - 3,AUS,KNOX B,6.0,9,3,323,1,AUS
3.0,5:15,Extra player shot - Saved,9 - 3,NZL,SIEPRATH L,9.0,9,3,315,1,AUS
3.0,4:41,5m shot - Saved,9 - 3,AUS,ZAGAME N,12.0,9,3,281,1,AUS
3.0,4:34,Centre shot - Missed,9 - 3,AUS,APPEL J,2.0,9,3,274,1,AUS
3.0,4:15,20 sec. exclusion in centre,9 - 3,AUS,McGHIE G,8.0,9,3,255,1,AUS
3.0,4:15,Time-Out,9 - 3,NZL,,,9,3,255,1,AUS
3.0,3:49,5m shot - Blocked,9 - 3,NZL,MASON K,3.0,9,3,229,1,AUS
3.0,3:39,Action shot - Goal,10 - 3,AUS,ZAGAME N,12.0,10,3,219,1,AUS
3.0,3:22,Turnover foul,10 - 3,NZL,SMITH L,6.0,10,3,202,1,AUS
3.0,3:22,Steal,10 - 3,AUS,WEBSTER R,7.0,10,3,202,1,AUS
3.0,3:02,Turnover foul,10 - 3,AUS,LINCOLN-SMITH H,4.0,10,3,182,1,AUS
3.0,2:43,20 sec. exclusion in centre,10 - 3,AUS,WEBSTER R,7.0,10,3,163,1,AUS
3.0,2:26,Extra player shot - Post,10 - 3,NZL,HUDSON K,11.0,10,3,146,1,AUS
3.0,1:56,5m shot - Post,10 - 3,AUS,KNOX B,6.0,10,3,116,1,AUS
3.0,1:29,Turnover foul,10 - 3,NZL,BOWRY C,10.0,10,3,89,1,AUS
3.0,1:29,Steal,10 - 3,AUS,BUCKLING H,3.0,10,3,89,1,AUS
3.0,1:21,Penalty foul,10 - 3,NZL,BOWRY C,10.0,10,3,81,1,AUS
3.0,1:21,Penalty shot - Goal,11 - 3,AUS,SOUTHERN A,10.0,11,3,81,1,AUS
3.0,0:57,5m shot - Saved,11 - 3,NZL,LANDRY S,7.0,11,3,57,1,AUS
3.0,0:41,Turnover foul,11 - 3,NZL,SIEPRATH L,9.0,11,3,41,1,AUS
3.0,0:41,Steal,11 - 3,AUS,ARANCINI Z,9.0,11,3,41,1,AUS
3.0,0:26,Turnover foul,11 - 3,AUS,GOFERS K,11.0,11,3,26,1,AUS
3.0,0:06,5m shot - Missed,11 - 3,NZL,SMITH L,6.0,11,3,6,1,AUS
4.0,8:00,Starting goalkeeper,11 - 3,AUS,WAKEFIELD K,13.0,11,3,480,1,AUS
