Action,Cap,ESP,Game,Opponent,Opponent name,Period,Player,Score,Seconds,Team,Time
Turnover foul,4.0,7,1,5,NED,2.0,TARRAGO R,7 - 5,63,ESP,1:03
5m shot - Post,2.0,7,1,5,NED,2.0,SMIT Y,7 - 5,48,NED,0:48
Action shot - Blocked,3.0,7,1,5,NED,2.0,ESPAR A,7 - 5,19,ESP,0:19
20 sec. exclusion in centre,3.0,7,1,5,NED,4.0,ESPAR A,7 - 5,63,ESP,1:03
5m shot - Goal,11.0,13,1,11,NED,4.0,KLAASSEN L,13 - 11,56,NED,0:56
20 sec. exclusion in field,8.0,13,1,11,NED,4.0,SEVENICH V,13 - 11,50,NED,0:50
Exclusion with substitution,8.0,13,1,11,NED,4.0,SEVENICH V,13 - 11,50,NED,0:50
Starting goalkeeper,1.0,13,1,11,NED,3.0,ESTER L,13 - 11,480,ESP,8:00
Starting goalkeeper,1.0,13,1,11,NED,3.0,van der MEIJDEN I,13 - 11,480,NED,8:00
Sprint won possession,6.0,13,1,11,NED,3.0,PAREJA J,13 - 11,480,ESP,8:00
Turnover foul,11.0,13,1,11,NED,3.0,GARCIA GODOY M,13 - 11,463,ESP,7:43
Centre shot - Goal,8.0,7,1,6,NED,3.0,SEVENICH V,7 - 6,446,NED,7:26
Turnover foul,11.0,7,1,6,NED,3.0,GARCIA GODOY M,7 - 6,420,ESP,7:00
5m shot - Post,6.0,7,1,6,NED,3.0,STOMPHORST N,7 - 6,393,NED,6:33
20 sec. exclusion in centre,5.0,7,1,6,NED,3.0,van der SLOOT S,7 - 6,368,NED,6:08
Action shot - Goal,8.0,8,1,6,NED,3.0,PENA P,8 - 6,347,ESP,5:47
20 sec. exclusion in field,12.0,8,1,6,NED,3.0,LOPEZ L,8 - 6,335,ESP,5:35
Action shot - Blocked,8.0,8,1,6,NED,3.0,SEVENICH V,8 - 6,312,NED,5:12
5m shot - Goal,7.0,8,1,7,NED,3.0,van BELKUM I,8 - 7,308,NED,5:08
Double exclusion,11.0,8,1,7,NED,3.0,GARCIA GODOY M,8 - 7,294,ESP,4:54
Double exclusion,10.0,8,1,7,NED,3.0,GENEE D,8 - 7,294,NED,4:54
Exclusion with substitution,10.0,8,1,7,NED,3.0,GENEE D,8 - 7,294,NED,4:54
20 sec. exclusion in centre,2.0,8,1,7,NED,3.0,SMIT Y,8 - 7,281,NED,4:41
Extra player shot - Goal,6.0,9,1,7,NED,3.0,PAREJA J,9 - 7,271,ESP,4:31
5m shot - Missed,7.0,9,1,7,NED,3.0,van BELKUM I,9 - 7,241,NED,4:01
Turnover foul,9.0,9,1,7,NED,3.0,BLAS A,9 - 7,223,ESP,3:43
Centre shot - Post,7.0,9,1,7,NED,3.0,van BELKUM I,9 - 7,202,NED,3:22
Centre shot - Goal,7.0,9,1,8,NED,3.0,van BELKUM I,9 - 8,201,NED,3:21
Action shot - Post,3.0,9,1,8,NED,3.0,ESPAR A,9 - 8,172,ESP,2:52
Turnover foul,7.0,9,1,8,NED,3.0,van BELKUM I,9 - 8,150,NED,2:30
Steal,6.0,9,1,8,NED,3.0,PAREJA J,9 - 8,150,ESP,2:30
Turnover foul,9.0,9,1,8,NED,3.0,BLAS A,9 - 8,123,ESP,2:03
Steal,1.0,9,1,8,NED,3.0,van der MEIJDEN I,9 - 8,123,NED,2:03
Centre shot - Missed,8.0,9,1,8,NED,3.0,SEVENICH V,9 - 8,93,NED,1:33
Centre shot - Goal,9.0,10,1,8,NED,3.0,BLAS A,10 - 8,70,ESP,1:10
Turnover foul,2.0,10,1,8,NED,3.0,SMIT Y,10 - 8,42,NED,0:42
Steal,4.0,10,1,8,NED,3.0,TARRAGO R,10 - 8,42,ESP,0:42
Turnover foul,11.0,10,1,8,NED,3.0,GARCIA GODOY M,10 - 8,14,ESP,0:14
Steal,8.0,10,1,8,NED,3.0,SEVENICH V,10 - 8,14,NED,0:14
Action shot - Missed,6.0,10,1,8,NED,3.0,STOMPHORST N,10 - 8,1,NED,0:01
Starting goalkeeper,1.0,10,1,8,NED,4.0,ESTER L,10 - 8,480,ESP,8:00
Starting goalkeeper,1.0,10,1,8,NED,4.0,van der MEIJDEN I,10 - 8,480,NED,8:00
Sprint won possession,6.0,10,1,8,NED,4.0,PAREJA J,10 - 8,480,ESP,8:00
Action shot - Post,3.0,10,1,8,NED,4.0,ESPAR A,10 - 8,454,ESP,7:34
Action shot - Missed,7.0,10,1,8,NED,4.0,van BELKUM I,10 - 8,427,NED,7:07
Turnover foul,5.0,10,1,8,NED,4.0,ORTIZ M,10 - 8,405,ESP,6:45
Steal,7.0,10,1,8,NED,4.0,van BELKUM I,10 - 8,405,NED,6:45
Centre shot - Missed,7.0,10,1,8,NED,4.0,van BELKUM I,10 - 8,385,NED,6:25
5m shot - Post,6.0,10,1,8,NED,4.0,PAREJA J,10 - 8,359,ESP,5:59
5m shot - Goal,2.0,10,1,9,NED,4.0,SMIT Y,10 - 9,342,NED,5:42
20 sec. exclusion in field,6.0,10,1,9,NED,4.0,STOMPHORST N,10 - 9,321,NED,5:21
Action shot - Goal,10.0,11,1,9,NED,4.0,MESEGUER O,11 - 9,300,ESP,5:00
Turnover foul,2.0,11,1,9,NED,4.0,SMIT Y,11 - 9,271,NED,4:31
Steal,11.0,11,1,9,NED,4.0,GARCIA GODOY M,11 - 9,271,ESP,4:31
Action shot - Goal,4.0,12,1,9,NED,4.0,TARRAGO R,12 - 9,244,ESP,4:04
Turnover foul,2.0,12,1,9,NED,4.0,SMIT Y,12 - 9,222,NED,3:42
Centre shot - Saved,9.0,12,1,9,NED,4.0,BLAS A,12 - 9,203,ESP,3:23
20 sec. exclusion in field,9.0,12,1,9,NED,4.0,BLAS A,12 - 9,199,ESP,3:19
Time-Out,,12,1,9,NED,4.0,,12 - 9,198,NED,3:18
5m shot - Saved,7.0,12,1,9,NED,4.0,van BELKUM I,12 - 9,187,NED,3:07
Turnover foul,6.0,12,1,9,NED,4.0,PAREJA J,12 - 9,169,ESP,2:49
Steal,6.0,12,1,9,NED,4.0,STOMPHORST N,12 - 9,169,NED,2:49
20 sec. exclusion in centre,3.0,12,1,9,NED,4.0,ESPAR A,12 - 9,157,ESP,2:37
Extra player shot - Goal,8.0,12,1,10,NED,4.0,SEVENICH V,12 - 10,143,NED,2:23
20 sec. exclusion in field,8.0,12,1,10,NED,4.0,SEVENICH V,12 - 10,128,NED,2:08
Extra player shot - Post,4.0,12,1,10,NED,4.0,TARRAGO R,12 - 10,108,ESP,1:48
Action shot - Goal,3.0,13,1,10,NED,4.0,ESPAR A,13 - 10,102,ESP,1:42
Turnover foul,5.0,13,1,10,NED,4.0,van der SLOOT S,13 - 10,92,NED,1:32
Steal,9.0,13,1,10,NED,4.0,BLAS A,13 - 10,92,ESP,1:32
Turnover foul,6.0,13,1,10,NED,4.0,PAREJA J,13 - 10,72,ESP,1:12
Action shot - Goal,4.0,14,1,11,NED,4.0,TARRAGO R,14 - 11,23,ESP,0:23
Time-Out,,14,1,11,NED,4.0,,14 - 11,23,NED,0:23
5m shot - Goal,11.0,14,1,12,NED,4.0,KLAASSEN L,14 - 12,13,NED,0:13
20 sec. exclusion in field,12.0,14,1,12,NED,4.0,van der MOLEN l,14 - 12,2,NED,0:02
Starting goalkeeper,13.0,0,2,0,RUS,1.0,KARNAUKH A,0 - 0,480,RUS,8:00
Starting goalkeeper,1.0,0,2,0,RUS,1.0,ESTER L,0 - 0,480,ESP,8:00
Sprint won possession,6.0,0,2,0,RUS,1.0,PAREJA J,0 - 0,480,ESP,8:00
Turnover foul,11.0,0,2,0,RUS,1.0,GARCIA GODOY M,0 - 0,455,ESP,7:35
Steal,8.0,0,2,0,RUS,1.0,GRINEVA A,0 - 0,455,RUS,7:35
5m shot - Goal,11.0,0,2,1,RUS,1.0,IVANOVA E,0 - 1,427,RUS,7:07
Turnover foul,6.0,0,2,1,RUS,1.0,PAREJA J,0 - 1,406,ESP,6:46
Steal,3.0,0,2,1,RUS,1.0,PROKOFYEVA E,0 - 1,406,RUS,6:46
5m shot - Saved,11.0,0,2,1,RUS,1.0,IVANOVA E,0 - 1,377,RUS,6:17
5m shot - Blocked,3.0,0,2,1,RUS,1.0,ESPAR A,0 - 1,353,ESP,5:53
Turnover foul,3.0,0,2,1,RUS,1.0,PROKOFYEVA E,0 - 1,336,RUS,5:36
Steal,1.0,0,2,1,RUS,1.0,ESTER L,0 - 1,336,ESP,5:36
5m shot - Post,5.0,0,2,1,RUS,1.0,ORTIZ M,0 - 1,309,ESP,5:09
20 sec. exclusion in centre,12.0,0,2,1,RUS,1.0,LOPEZ L,0 - 1,290,ESP,4:50
Action shot - Saved,5.0,0,2,1,RUS,1.0,ANTONOVA A,0 - 1,266,RUS,4:26
Action shot - Blocked,8.0,0,2,1,RUS,1.0,PENA P,0 - 1,245,ESP,4:05
Turnover foul,10.0,0,2,1,RUS,1.0,BELIAEVA O,0 - 1,222,RUS,3:42
20 sec. exclusion in centre,8.0,0,2,1,RUS,1.0,GRINEVA A,0 - 1,206,RUS,3:26
Action shot - Saved,4.0,0,2,1,RUS,1.0,TARRAGO R,0 - 1,182,ESP,3:02
Action shot - Saved,5.0,0,2,1,RUS,1.0,ANTONOVA A,0 - 1,156,RUS,2:36
5m shot - Saved,4.0,0,2,1,RUS,1.0,TARRAGO R,0 - 1,129,ESP,2:09
5m shot - Post,4.0,0,2,1,RUS,1.0,TARRAGO R,0 - 1,105,ESP,1:45
Turnover foul,10.0,0,2,1,RUS,1.0,BELIAEVA O,0 - 1,77,RUS,1:17
Steal,11.0,0,2,1,RUS,1.0,GARCIA GODOY M,0 - 1,77,ESP,1:17
5m shot - Post,5.0,0,2,1,RUS,1.0,ORTIZ M,0 - 1,49,ESP,0:49
Turnover foul,6.0,0,2,1,RUS,1.0,BELOVA O,0 - 1,21,RUS,0:21
Steal,8.0,0,2,1,RUS,1.0,PENA P,0 - 1,21,ESP,0:21
Turnover foul,3.0,0,2,1,RUS,1.0,ESPAR A,0 - 1,4,ESP,0:04
5m shot - Saved,13.0,0,2,1,RUS,1.0,KARNAUKH A,0 - 1,2,RUS,0:02
Starting goalkeeper,1.0,0,2,1,RUS,2.0,ESTER L,0 - 1,480,ESP,8:00
Starting goalkeeper,13.0,0,2,1,RUS,2.0,KARNAUKH A,0 - 1,480,RUS,8:00
Sprint won possession,4.0,0,2,1,RUS,2.0,TARRAGO R,0 - 1,480,ESP,8:00
Action shot - Missed,3.0,0,2,1,RUS,2.0,ESPAR A,0 - 1,452,ESP,7:32
5m shot - Saved,10.0,0,2,1,RUS,2.0,BELIAEVA O,0 - 1,426,RUS,7:06
Action shot - Saved,4.0,0,2,1,RUS,2.0,TARRAGO R,0 - 1,406,ESP,6:46
Action shot - Saved,9.0,0,2,1,RUS,2.0,BLAS A,0 - 1,400,ESP,6:40
5m shot - Saved,11.0,0,2,1,RUS,2.0,IVANOVA E,0 - 1,390,RUS,6:30
Action shot - Post,8.0,0,2,1,RUS,2.0,PENA P,0 - 1,362,ESP,6:02
20 sec. exclusion in centre,7.0,0,2,1,RUS,2.0,MIRANDA L,0 - 1,343,ESP,5:43
Action shot - Saved,8.0,0,2,1,RUS,2.0,GRINEVA A,0 - 1,317,RUS,5:17
Action shot - Blocked,8.0,0,2,1,RUS,2.0,PENA P,0 - 1,288,ESP,4:48
20 sec. exclusion in centre,2.0,0,2,1,RUS,2.0,BACH M,0 - 1,262,ESP,4:22
Extra player shot - Saved,3.0,0,2,1,RUS,2.0,PROKOFYEVA E,0 - 1,242,RUS,4:02
5m shot - Missed,4.0,0,2,1,RUS,2.0,TARRAGO R,0 - 1,214,ESP,3:34
5m shot - Blocked,11.0,0,2,1,RUS,2.0,IVANOVA E,0 - 1,184,RUS,3:04
20 sec. exclusion in centre,11.0,0,2,1,RUS,2.0,IVANOVA E,0 - 1,163,RUS,2:43
Extra player shot - Goal,12.0,1,2,1,RUS,2.0,LOPEZ L,1 - 1,143,ESP,2:23
Centre shot - Post,7.0,1,2,1,RUS,2.0,TANKEEVA E,1 - 1,120,RUS,2:00
5m shot - Goal,12.0,2,2,1,RUS,2.0,LOPEZ L,2 - 1,90,ESP,1:30
Turnover foul,12.0,2,2,1,RUS,2.0,ZELENTSOVA E,2 - 1,64,RUS,1:04
Steal,3.0,2,2,1,RUS,2.0,ESPAR A,2 - 1,64,ESP,1:04
5m shot - Blocked,6.0,2,2,1,RUS,2.0,PAREJA J,2 - 1,36,ESP,0:36
20 sec. exclusion in centre,6.0,2,2,1,RUS,2.0,PAREJA J,2 - 1,24,ESP,0:24
Time-Out,,2,2,1,RUS,2.0,,2 - 1,24,RUS,0:24
Extra player shot - Post,5.0,2,2,1,RUS,2.0,ANTONOVA A,2 - 1,5,RUS,0:05
5m shot - Goal,3.0,2,2,2,RUS,2.0,PROKOFYEVA E,2 - 2,1,RUS,0:01
Starting goalkeeper,1.0,2,2,2,RUS,3.0,ESTER L,2 - 2,480,ESP,8:00
Starting goalkeeper,13.0,2,2,2,RUS,3.0,KARNAUKH A,2 - 2,480,RUS,8:00
Sprint won possession,4.0,2,2,2,RUS,3.0,TARRAGO R,2 - 2,480,ESP,8:00
5m shot - Post,4.0,2,2,2,RUS,3.0,TARRAGO R,2 - 2,453,ESP,7:33
5m shot - Goal,3.0,2,2,3,RUS,3.0,PROKOFYEVA E,2 - 3,423,RUS,7:03
Action shot - Saved,5.0,2,2,3,RUS,3.0,ORTIZ M,2 - 3,397,ESP,6:37
20 sec. exclusion in field,5.0,2,2,3,RUS,3.0,ANTONOVA A,2 - 3,375,RUS,6:15
Turnover foul,12.0,2,2,3,RUS,3.0,LOPEZ L,2 - 3,359,ESP,5:59
Steal,3.0,2,2,3,RUS,3.0,PROKOFYEVA E,2 - 3,359,RUS,5:59
5m shot - Goal,5.0,2,2,4,RUS,3.0,ANTONOVA A,2 - 4,329,RUS,5:29
Turnover foul,12.0,2,2,4,RUS,3.0,LOPEZ L,2 - 4,302,ESP,5:02
Steal,4.0,2,2,4,RUS,3.0,KARIMOVA E,2 - 4,302,RUS,5:02
20 sec. exclusion in centre,3.0,2,2,4,RUS,3.0,ESPAR A,2 - 4,280,ESP,4:40
Action shot - Goal,5.0,2,2,5,RUS,3.0,ANTONOVA A,2 - 5,258,RUS,4:18
Time-Out,,2,2,5,RUS,3.0,,2 - 5,258,ESP,4:18
20 sec. exclusion in centre,8.0,2,2,5,RUS,3.0,GRINEVA A,2 - 5,238,RUS,3:58
Action shot - Missed,12.0,2,2,5,RUS,3.0,LOPEZ L,2 - 5,212,ESP,3:32
Turnover foul,10.0,2,2,5,RUS,3.0,BELIAEVA O,2 - 5,193,RUS,3:13
Steal,6.0,2,2,5,RUS,3.0,PAREJA J,2 - 5,193,ESP,3:13
Centre shot - Goal,9.0,3,2,5,RUS,3.0,BLAS A,3 - 5,168,ESP,2:48
5m shot - Post,6.0,3,2,5,RUS,3.0,BELOVA O,3 - 5,141,RUS,2:21
Action shot - Saved,3.0,3,2,5,RUS,3.0,ESPAR A,3 - 5,112,ESP,1:52
Turnover foul,4.0,3,2,5,RUS,3.0,KARIMOVA E,3 - 5,83,RUS,1:23
Steal,4.0,3,2,5,RUS,3.0,TARRAGO R,3 - 5,83,ESP,1:23
20 sec. exclusion in field,6.0,3,2,5,RUS,3.0,BELOVA O,3 - 5,62,RUS,1:02
Turnover foul,4.0,3,2,5,RUS,3.0,TARRAGO R,3 - 5,38,ESP,0:38
5m shot - Saved,13.0,3,2,5,RUS,3.0,KARNAUKH A,3 - 5,9,RUS,0:09
Counter attack - Saved,4.0,3,2,5,RUS,3.0,TARRAGO R,3 - 5,1,ESP,0:01
Starting goalkeeper,1.0,3,2,5,RUS,4.0,ESTER L,3 - 5,480,ESP,8:00
Starting goalkeeper,13.0,3,2,5,RUS,4.0,KARNAUKH A,3 - 5,480,RUS,8:00
Sprint won possession,6.0,3,2,5,RUS,4.0,PAREJA J,3 - 5,480,ESP,8:00
Turnover foul,3.0,3,2,5,RUS,4.0,ESPAR A,3 - 5,453,ESP,7:33
Steal,6.0,3,2,5,RUS,4.0,BELOVA O,3 - 5,453,RUS,7:33
Counter attack - Goal,3.0,3,2,6,RUS,4.0,PROKOFYEVA E,3 - 6,446,RUS,7:26
Action shot - Post,8.0,3,2,6,RUS,4.0,PENA P,3 - 6,418,ESP,6:58
Turnover foul,4.0,3,2,6,RUS,4.0,KARIMOVA E,3 - 6,393,RUS,6:33
Steal,8.0,3,2,6,RUS,4.0,PENA P,3 - 6,393,ESP,6:33
Turnover foul,9.0,3,2,6,RUS,4.0,BLAS A,3 - 6,364,ESP,6:04
Steal,6.0,3,2,6,RUS,4.0,BELOVA O,3 - 6,364,RUS,6:04
5m shot - Missed,6.0,3,2,6,RUS,4.0,BELOVA O,3 - 6,337,RUS,5:37
Action shot - Missed,3.0,3,2,6,RUS,4.0,ESPAR A,3 - 6,309,ESP,5:09
Turnover foul,4.0,3,2,6,RUS,4.0,KARIMOVA E,3 - 6,293,RUS,4:53
Steal,3.0,3,2,6,RUS,4.0,ESPAR A,3 - 6,293,ESP,4:53
Time-Out,,3,2,6,RUS,4.0,,3 - 6,291,ESP,4:51
Centre shot - Post,11.0,3,2,6,RUS,4.0,GARCIA GODOY M,3 - 6,267,ESP,4:27
Centre shot - Saved,11.0,3,2,6,RUS,4.0,GARCIA GODOY M,3 - 6,265,ESP,4:25
Counter attack - Saved,3.0,3,2,6,RUS,4.0,PROKOFYEVA E,3 - 6,257,RUS,4:17
Action shot - Post,3.0,3,2,6,RUS,4.0,ESPAR A,3 - 6,230,ESP,3:50
Turnover foul,11.0,3,2,6,RUS,4.0,IVANOVA E,3 - 6,207,RUS,3:27
Steal,4.0,3,2,6,RUS,4.0,TARRAGO R,3 - 6,207,ESP,3:27
5m shot - Goal,12.0,4,2,6,RUS,4.0,LOPEZ L,4 - 6,180,ESP,3:00
Turnover foul,11.0,4,2,6,RUS,4.0,IVANOVA E,4 - 6,164,RUS,2:44
Steal,4.0,4,2,6,RUS,4.0,TARRAGO R,4 - 6,164,ESP,2:44
5m shot - Post,12.0,4,2,6,RUS,4.0,LOPEZ L,4 - 6,138,ESP,2:18
20 sec. exclusion in centre,12.0,4,2,6,RUS,4.0,LOPEZ L,4 - 6,111,ESP,1:51
Time-Out,,4,2,6,RUS,4.0,,4 - 6,111,RUS,1:51
Action shot - Goal,3.0,4,2,7,RUS,4.0,PROKOFYEVA E,4 - 7,84,RUS,1:24
Centre shot - Goal,9.0,5,2,7,RUS,4.0,BLAS A,5 - 7,66,ESP,1:06
5m shot - Goal,4.0,6,2,7,RUS,4.0,TARRAGO R,6 - 7,17,ESP,0:17
Starting goalkeeper,1.0,0,3,0,UZB,1.0,ESTER L,0 - 0,480,ESP,8:00
Starting goalkeeper,1.0,0,3,0,UZB,1.0,DUKHANOVA E,0 - 0,480,UZB,8:00
Sprint won possession,6.0,0,3,0,UZB,1.0,PAREJA J,0 - 0,480,ESP,8:00
Penalty foul,3.0,0,3,0,UZB,1.0,SARANCHA A,0 - 0,468,UZB,7:48
Penalty shot - Goal,6.0,1,3,0,UZB,1.0,PAREJA J,1 - 0,468,ESP,7:48
Action shot - Missed,10.0,1,3,0,UZB,1.0,ZINUROVA A,1 - 0,444,UZB,7:24
Action shot - Goal,8.0,2,3,0,UZB,1.0,PENA P,2 - 0,429,ESP,7:09
Turnover foul,10.0,2,3,0,UZB,1.0,ZINUROVA A,2 - 0,401,UZB,6:41
Action shot - Blocked,3.0,2,3,0,UZB,1.0,ESPAR A,2 - 0,385,ESP,6:25
20 sec. exclusion in field,6.0,2,3,0,UZB,1.0,PAREJA J,2 - 0,361,ESP,6:01
Action shot - Goal,9.0,2,3,1,UZB,1.0,HALIKOVA R,2 - 1,340,UZB,5:40
Centre shot - Goal,9.0,3,3,1,UZB,1.0,BLAS A,3 - 1,329,ESP,5:29
Centre shot - Saved,3.0,3,3,1,UZB,1.0,SARANCHA A,3 - 1,315,UZB,5:15
Counter attack - Goal,6.0,4,3,1,UZB,1.0,PAREJA J,4 - 1,305,ESP,5:05
Turnover foul,9.0,4,3,1,UZB,1.0,HALIKOVA R,4 - 1,291,UZB,4:51
Turnover foul,5.0,4,3,1,UZB,1.0,ORTIZ M,4 - 1,277,ESP,4:37
Steal,9.0,4,3,1,UZB,1.0,HALIKOVA R,4 - 1,277,UZB,4:37
Turnover foul,9.0,4,3,1,UZB,1.0,HALIKOVA R,4 - 1,258,UZB,4:18
Steal,9.0,4,3,1,UZB,1.0,BLAS A,4 - 1,258,ESP,4:18
Counter attack - Saved,2.0,4,3,1,UZB,1.0,BACH M,4 - 1,245,ESP,4:05
Turnover foul,9.0,4,3,1,UZB,1.0,HALIKOVA R,4 - 1,216,UZB,3:36
Action shot - Post,7.0,4,3,1,UZB,1.0,MIRANDA L,4 - 1,192,ESP,3:12
Centre shot - Goal,9.0,5,3,1,UZB,1.0,BLAS A,5 - 1,144,ESP,2:24
Turnover foul,4.0,5,3,1,UZB,1.0,DJUMALIEVA A,5 - 1,131,UZB,2:11
Steal,7.0,5,3,1,UZB,1.0,MIRANDA L,5 - 1,131,ESP,2:11
20 sec. exclusion in field,7.0,5,3,1,UZB,1.0,PLYUSOVA N,5 - 1,120,UZB,2:00
Extra player shot - Goal,9.0,6,3,1,UZB,1.0,BLAS A,6 - 1,105,ESP,1:45
Turnover foul,4.0,6,3,1,UZB,1.0,DJUMALIEVA A,6 - 1,89,UZB,1:29
Steal,7.0,6,3,1,UZB,1.0,MIRANDA L,6 - 1,89,ESP,1:29
Action shot - Goal,10.0,7,3,1,UZB,1.0,MESEGUER O,7 - 1,74,ESP,1:14
Turnover foul,3.0,7,3,1,UZB,1.0,SARANCHA A,7 - 1,55,UZB,0:55
Steal,4.0,7,3,1,UZB,1.0,TARRAGO R,7 - 1,55,ESP,0:55
20 sec. exclusion in field,3.0,7,3,1,UZB,1.0,SARANCHA A,7 - 1,50,UZB,0:50
Action shot - Goal,3.0,8,3,1,UZB,1.0,ESPAR A,8 - 1,27,ESP,0:27
Turnover foul,11.0,8,3,1,UZB,1.0,HAMITOVA G,8 - 1,11,UZB,0:11
Turnover foul,3.0,8,3,1,UZB,1.0,ESPAR A,8 - 1,4,ESP,0:04
Starting goalkeeper,13.0,8,3,1,UZB,2.0,HERRERA P,8 - 1,480,ESP,8:00
Starting goalkeeper,1.0,8,3,1,UZB,2.0,DUKHANOVA E,8 - 1,480,UZB,8:00
Sprint won possession,6.0,8,3,1,UZB,2.0,PAREJA J,8 - 1,480,ESP,8:00
20 sec. exclusion in centre,8.0,8,3,1,UZB,2.0,SHCHEGLOVA A,8 - 1,463,UZB,7:43
Extra player shot - Missed,5.0,8,3,1,UZB,2.0,ORTIZ M,8 - 1,452,ESP,7:32
Turnover foul,5.0,8,3,1,UZB,2.0,IVANOVA E,8 - 1,436,UZB,7:16
Steal,12.0,8,3,1,UZB,2.0,LOPEZ L,8 - 1,436,ESP,7:16
Counter attack - Saved,8.0,8,3,1,UZB,2.0,PENA P,8 - 1,420,ESP,7:00
Turnover foul,8.0,8,3,1,UZB,2.0,PENA P,8 - 1,387,ESP,6:27
20 sec. exclusion in field,6.0,8,3,1,UZB,2.0,PAREJA J,8 - 1,383,ESP,6:23
Extra player shot - Blocked,9.0,8,3,1,UZB,2.0,HALIKOVA R,8 - 1,364,UZB,6:04
Action shot - Saved,6.0,8,3,1,UZB,2.0,PAREJA J,8 - 1,348,ESP,5:48
5m shot - Saved,8.0,8,3,1,UZB,2.0,SHCHEGLOVA A,8 - 1,318,UZB,5:18
20 sec. exclusion in field,3.0,8,3,1,UZB,2.0,SARANCHA A,8 - 1,316,UZB,5:16
Exclusion with substitution,3.0,8,3,1,UZB,2.0,SARANCHA A,8 - 1,316,UZB,5:16
Extra player shot - Goal,11.0,9,3,1,UZB,2.0,GARCIA GODOY M,9 - 1,298,ESP,4:58
Turnover foul,8.0,9,3,1,UZB,2.0,SHCHEGLOVA A,9 - 1,283,UZB,4:43
Steal,2.0,9,3,1,UZB,2.0,BACH M,9 - 1,283,ESP,4:43
Centre shot - Saved,9.0,9,3,1,UZB,2.0,BLAS A,9 - 1,265,ESP,4:25
Centre shot - Goal,9.0,10,3,1,UZB,2.0,BLAS A,10 - 1,264,ESP,4:24
Turnover foul,8.0,10,3,1,UZB,2.0,SHCHEGLOVA A,10 - 1,247,UZB,4:07
Centre shot - Goal,9.0,11,3,1,UZB,2.0,BLAS A,11 - 1,236,ESP,3:56
Turnover foul,7.0,11,3,1,UZB,2.0,PLYUSOVA N,11 - 1,215,UZB,3:35
Action shot - Post,2.0,11,3,1,UZB,2.0,BACH M,11 - 1,205,ESP,3:25
Steal,12.0,11,3,1,UZB,2.0,PLYUSOVA A,11 - 1,195,UZB,3:15
20 sec. exclusion in centre,5.0,11,3,1,UZB,2.0,ORTIZ M,11 - 1,180,ESP,3:00
Time-Out,,11,3,1,UZB,2.0,,11 - 1,180,UZB,3:00
Steal,12.0,11,3,1,UZB,4.0,PLYUSOVA A,11 - 1,278,UZB,4:38
Turnover foul,8.0,11,3,1,UZB,4.0,SHCHEGLOVA A,11 - 1,254,UZB,4:14
Steal,9.0,11,3,1,UZB,4.0,BLAS A,11 - 1,254,ESP,4:14
5m shot - Post,5.0,11,3,1,UZB,4.0,ORTIZ M,11 - 1,229,ESP,3:49
20 sec. exclusion in field,8.0,11,3,1,UZB,4.0,PENA P,11 - 1,200,ESP,3:20
Action shot - Blocked,7.0,11,3,1,UZB,4.0,PLYUSOVA N,11 - 1,172,UZB,2:52
5m shot - Goal,9.0,19,3,3,UZB,4.0,HALIKOVA R,19 - 3,166,UZB,2:46
Action shot - Saved,2.0,19,3,3,UZB,4.0,BACH M,19 - 3,139,ESP,2:19
Turnover foul,11.0,19,3,3,UZB,4.0,HAMITOVA G,19 - 3,121,UZB,2:01
Extra player shot - Saved,7.0,19,3,3,UZB,2.0,PLYUSOVA N,19 - 3,164,UZB,2:44
Turnover foul,3.0,19,3,3,UZB,2.0,ESPAR A,19 - 3,139,ESP,2:19
Steal,7.0,19,3,3,UZB,2.0,PLYUSOVA N,19 - 3,139,UZB,2:19
Turnover foul,12.0,19,3,3,UZB,2.0,PLYUSOVA A,19 - 3,111,UZB,1:51
Steal,3.0,19,3,3,UZB,2.0,ESPAR A,19 - 3,111,ESP,1:51
5m shot - Post,2.0,19,3,3,UZB,2.0,BACH M,19 - 3,85,ESP,1:25
Turnover foul,10.0,19,3,3,UZB,2.0,ZINUROVA A,19 - 3,69,UZB,1:09
Steal,4.0,19,3,3,UZB,2.0,TARRAGO R,19 - 3,69,ESP,1:09
Action shot - Saved,3.0,19,3,3,UZB,2.0,ESPAR A,19 - 3,53,ESP,0:53
Centre shot - Saved,9.0,19,3,3,UZB,2.0,BLAS A,19 - 3,46,ESP,0:46
Turnover foul,4.0,19,3,3,UZB,2.0,DJUMALIEVA A,19 - 3,30,UZB,0:30
Steal,2.0,19,3,3,UZB,2.0,BACH M,19 - 3,30,ESP,0:30
Centre shot - Saved,9.0,19,3,3,UZB,2.0,BLAS A,19 - 3,16,ESP,0:16
Starting goalkeeper,13.0,19,3,3,UZB,3.0,HERRERA P,19 - 3,480,ESP,8:00
Starting goalkeeper,1.0,19,3,3,UZB,3.0,DUKHANOVA E,19 - 3,480,UZB,8:00
Sprint won possession,6.0,19,3,3,UZB,3.0,PAREJA J,19 - 3,480,ESP,8:00
Action shot - Goal,3.0,12,3,1,UZB,3.0,ESPAR A,12 - 1,456,ESP,7:36
Turnover foul,8.0,12,3,1,UZB,3.0,SHCHEGLOVA A,12 - 1,435,UZB,7:15
Steal,6.0,12,3,1,UZB,3.0,PAREJA J,12 - 1,435,ESP,7:15
