Action,Cap,ESP,Game,Opponent,Opponent name,Period,Player,Score,Seconds,Team,Time,Result,Goal
Action shot,5.0,0,2,1,RUS,1.0,ANTONOVA A,0 - 1,266,RUS,4:26,Saved,0
Action shot,8.0,0,2,1,RUS,1.0,PENA P,0 - 1,245,ESP,4:05,Blocked,0
Action shot,4.0,0,2,1,RUS,1.0,TARRAGO R,0 - 1,182,ESP,3:02,Saved,0
Action shot,5.0,0,2,1,RUS,1.0,ANTONOVA A,0 - 1,156,RUS,2:36,Saved,0
5m shot,4.0,0,2,1,RUS,1.0,TARRAGO R,0 - 1,129,ESP,2:09,Saved,0
5m shot,4.0,0,2,1,RUS,1.0,TARRAGO R,0 - 1,105,ESP,1:45,Post,0
5m shot,5.0,0,2,1,RUS,1.0,ORTIZ M,0 - 1,49,ESP,0:49,Post,0
5m shot,13.0,0,2,1,RUS,1.0,KARNAUKH A,0 - 1,2,RUS,0:02,Saved,0
Action shot,3.0,0,2,1,RUS,2.0,ESPAR A,0 - 1,452,ESP,7:32,Missed,0
5m shot,10.0,0,2,1,RUS,2.0,BELIAEVA O,0 - 1,426,RUS,7:06,Saved,0
Action shot,4.0,0,2,1,RUS,2.0,TARRAGO R,0 - 1,406,ESP,6:46,Saved,0
Action shot,9.0,0,2,1,RUS,2.0,BLAS A,0 - 1,400,ESP,6:40,Saved,0
5m shot,11.0,0,2,1,RUS,2.0,IVANOVA E,0 - 1,390,RUS,6:30,Saved,0
Action shot,8.0,0,2,1,RUS,2.0,PENA P,0 - 1,362,ESP,6:02,Post,0
Action shot,8.0,0,2,1,RUS,2.0,GRINEVA A,0 - 1,317,RUS,5:17,Saved,0
Action shot,8.0,0,2,1,RUS,2.0,PENA P,0 - 1,288,ESP,4:48,Blocked,0
Extra player shot,3.0,0,2,1,RUS,2.0,PROKOFYEVA E,0 - 1,242,RUS,4:02,Saved,0
5m shot,4.0,0,2,1,RUS,2.0,TARRAGO R,0 - 1,214,ESP,3:34,Missed,0
5m shot,11.0,0,2,1,RUS,2.0,IVANOVA E,0 - 1,184,RUS,3:04,Blocked,0
Extra player shot,12.0,1,2,1,RUS,2.0,LOPEZ L,1 - 1,143,ESP,2:23,Goal,1
Centre shot,7.0,1,2,1,RUS,2.0,TANKEEVA E,1 - 1,120,RUS,2:00,Post,0
5m shot,12.0,2,2,1,RUS,2.0,LOPEZ L,2 - 1,90,ESP,1:30,Goal,1
5m shot,6.0,2,2,1,RUS,2.0,PAREJA J,2 - 1,36,ESP,0:36,Blocked,0
Extra player shot,5.0,2,2,1,RUS,2.0,ANTONOVA A,2 - 1,5,RUS,0:05,Post,0
5m shot,3.0,2,2,2,RUS,2.0,PROKOFYEVA E,2 - 2,1,RUS,0:01,Goal,1
5m shot,4.0,2,2,2,RUS,3.0,TARRAGO R,2 - 2,453,ESP,7:33,Post,0
5m shot,3.0,2,2,3,RUS,3.0,PROKOFYEVA E,2 - 3,423,RUS,7:03,Goal,1
Action shot,5.0,2,2,3,RUS,3.0,ORTIZ M,2 - 3,397,ESP,6:37,Saved,0
5m shot,5.0,2,2,4,RUS,3.0,ANTONOVA A,2 - 4,329,RUS,5:29,Goal,1
Action shot,5.0,2,2,5,RUS,3.0,ANTONOVA A,2 - 5,258,RUS,4:18,Goal,1
Action shot,12.0,2,2,5,RUS,3.0,LOPEZ L,2 - 5,212,ESP,3:32,Missed,0
Centre shot,9.0,3,2,5,RUS,3.0,BLAS A,3 - 5,168,ESP,2:48,Goal,1
5m shot,6.0,3,2,5,RUS,3.0,BELOVA O,3 - 5,141,RUS,2:21,Post,0
Action shot,3.0,3,2,5,RUS,3.0,ESPAR A,3 - 5,112,ESP,1:52,Saved,0
5m shot,13.0,3,2,5,RUS,3.0,KARNAUKH A,3 - 5,9,RUS,0:09,Saved,0
Counter attack,4.0,3,2,5,RUS,3.0,TARRAGO R,3 - 5,1,ESP,0:01,Saved,0
Counter attack,3.0,3,2,6,RUS,4.0,PROKOFYEVA E,3 - 6,446,RUS,7:26,Goal,1
Action shot,8.0,3,2,6,RUS,4.0,PENA P,3 - 6,418,ESP,6:58,Post,0
5m shot,6.0,3,2,6,RUS,4.0,BELOVA O,3 - 6,337,RUS,5:37,Missed,0
Action shot,3.0,3,2,6,RUS,4.0,ESPAR A,3 - 6,309,ESP,5:09,Missed,0
Centre shot,11.0,3,2,6,RUS,4.0,GARCIA GODOY M,3 - 6,267,ESP,4:27,Post,0
Centre shot,11.0,3,2,6,RUS,4.0,GARCIA GODOY M,3 - 6,265,ESP,4:25,Saved,0
Counter attack,3.0,3,2,6,RUS,4.0,PROKOFYEVA E,3 - 6,257,RUS,4:17,Saved,0
Action shot,3.0,3,2,6,RUS,4.0,ESPAR A,3 - 6,230,ESP,3:50,Post,0
5m shot,12.0,4,2,6,RUS,4.0,LOPEZ L,4 - 6,180,ESP,3:00,Goal,1
5m shot,12.0,4,2,6,RUS,4.0,LOPEZ L,4 - 6,138,ESP,2:18,Post,0
Action shot,3.0,4,2,7,RUS,4.0,PROKOFYEVA E,4 - 7,84,RUS,1:24,Goal,1
Centre shot,9.0,5,2,7,RUS,4.0,BLAS A,5 - 7,66,ESP,1:06,Goal,1
5m shot,4.0,6,2,7,RUS,4.0,TARRAGO R,6 - 7,17,ESP,0:17,Goal,1
Penalty shot,6.0,1,3,0,UZB,1.0,PAREJA J,1 - 0,468,ESP,7:48,Goal,1
Action shot,10.0,1,3,0,UZB,1.0,ZINUROVA A,1 - 0,444,UZB,7:24,Missed,0
Action shot,8.0,2,3,0,UZB,1.0,PENA P,2 - 0,429,ESP,7:09,Goal,1
Action shot,3.0,2,3,0,UZB,1.0,ESPAR A,2 - 0,385,ESP,6:25,Blocked,0
Action shot,9.0,2,3,1,UZB,1.0,HALIKOVA R,2 - 1,340,UZB,5:40,Goal,1
Centre shot,9.0,3,3,1,UZB,1.0,BLAS A,3 - 1,329,ESP,5:29,Goal,1
Centre shot,3.0,3,3,1,UZB,1.0,SARANCHA A,3 - 1,315,UZB,5:15,Saved,0
Counter attack,6.0,4,3,1,UZB,1.0,PAREJA J,4 - 1,305,ESP,5:05,Goal,1
Counter attack,2.0,4,3,1,UZB,1.0,BACH M,4 - 1,245,ESP,4:05,Saved,0
Action shot,7.0,4,3,1,UZB,1.0,MIRANDA L,4 - 1,192,ESP,3:12,Post,0
Centre shot,9.0,5,3,1,UZB,1.0,BLAS A,5 - 1,144,ESP,2:24,Goal,1
Extra player shot,9.0,6,3,1,UZB,1.0,BLAS A,6 - 1,105,ESP,1:45,Goal,1
Action shot,10.0,7,3,1,UZB,1.0,MESEGUER O,7 - 1,74,ESP,1:14,Goal,1
Action shot,3.0,8,3,1,UZB,1.0,ESPAR A,8 - 1,27,ESP,0:27,Goal,1
Extra player shot,5.0,8,3,1,UZB,2.0,ORTIZ M,8 - 1,452,ESP,7:32,Missed,0
Counter attack,8.0,8,3,1,UZB,2.0,PENA P,8 - 1,420,ESP,7:00,Saved,0
Extra player shot,9.0,8,3,1,UZB,2.0,HALIKOVA R,8 - 1,364,UZB,6:04,Blocked,0
Action shot,6.0,8,3,1,UZB,2.0,PAREJA J,8 - 1,348,ESP,5:48,Saved,0
5m shot,8.0,8,3,1,UZB,2.0,SHCHEGLOVA A,8 - 1,318,UZB,5:18,Saved,0
Extra player shot,11.0,9,3,1,UZB,2.0,GARCIA GODOY M,9 - 1,298,ESP,4:58,Goal,1
Centre shot,9.0,9,3,1,UZB,2.0,BLAS A,9 - 1,265,ESP,4:25,Saved,0
Centre shot,9.0,10,3,1,UZB,2.0,BLAS A,10 - 1,264,ESP,4:24,Goal,1
Centre shot,9.0,11,3,1,UZB,2.0,BLAS A,11 - 1,236,ESP,3:56,Goal,1
Action shot,2.0,11,3,1,UZB,2.0,BACH M,11 - 1,205,ESP,3:25,Post,0
5m shot,5.0,11,3,1,UZB,4.0,ORTIZ M,11 - 1,229,ESP,3:49,Post,0
Action shot,7.0,11,3,1,UZB,4.0,PLYUSOVA N,11 - 1,172,UZB,2:52,Blocked,0
5m shot,9.0,19,3,3,UZB,4.0,HALIKOVA R,19 - 3,166,UZB,2:46,Goal,1
Action shot,2.0,19,3,3,UZB,4.0,BACH M,19 - 3,139,ESP,2:19,Saved,0
Extra player shot,7.0,19,3,3,UZB,2.0,PLYUSOVA N,19 - 3,164,UZB,2:44,Saved,0
5m shot,2.0,19,3,3,UZB,2.0,BACH M,19 - 3,85,ESP,1:25,Post,0
Action shot,3.0,19,3,3,UZB,2.0,ESPAR A,19 - 3,53,ESP,0:53,Saved,0
Centre shot,9.0,19,3,3,UZB,2.0,BLAS A,19 - 3,46,ESP,0:46,Saved,0
Centre shot,9.0,19,3,3,UZB,2.0,BLAS A,19 - 3,16,ESP,0:16,Saved,0
Action shot,3.0,12,3,1,UZB,3.0,ESPAR A,12 - 1,456,ESP,7:36,Goal,1
Centre shot,11.0,13,3,1,UZB,3.0,GARCIA GODOY M,13 - 1,413,ESP,6:53,Goal,1
Extra player shot,11.0,13,3,1,UZB,3.0,HAMITOVA G,13 - 1,373,UZB,6:13,Missed,0
Counter attack,8.0,14,3,1,UZB,3.0,PENA P,14 - 1,315,ESP,5:15,Goal,1
Counter attack,12.0,14,3,1,UZB,3.0,LOPEZ L,14 - 1,282,ESP,4:42,Saved,0
Penalty shot,9.0,14,3,1,UZB,3.0,HALIKOVA R,14 - 1,268,UZB,4:28,Post,0
5m shot,4.0,15,3,1,UZB,3.0,TARRAGO R,15 - 1,252,ESP,4:12,Goal,1
Centre shot,8.0,15,3,1,UZB,3.0,SHCHEGLOVA A,15 - 1,226,UZB,3:46,Post,0
Centre shot,9.0,15,3,1,UZB,3.0,BLAS A,15 - 1,200,ESP,3:20,Post,0
5m shot,7.0,15,3,1,UZB,3.0,MIRANDA L,15 - 1,151,ESP,2:31,Saved,0
Extra player shot,9.0,15,3,1,UZB,3.0,BLAS A,15 - 1,116,ESP,1:56,Saved,0
Extra player shot,7.0,16,3,1,UZB,3.0,MIRANDA L,16 - 1,105,ESP,1:45,Goal,1
5m shot,9.0,16,3,1,UZB,3.0,HALIKOVA R,16 - 1,73,UZB,1:13,Saved,0
Extra player shot,5.0,17,3,1,UZB,3.0,ORTIZ M,17 - 1,46,ESP,0:46,Goal,1
Extra player shot,9.0,18,3,1,UZB,4.0,BLAS A,18 - 1,456,ESP,7:36,Goal,1
Action shot,10.0,19,3,1,UZB,4.0,MESEGUER O,19 - 1,416,ESP,6:56,Goal,1
Counter attack,5.0,19,3,1,UZB,4.0,ORTIZ M,19 - 1,384,ESP,6:24,Saved,0
5m shot,10.0,19,3,1,UZB,4.0,ZINUROVA A,19 - 1,358,UZB,5:58,Saved,0
Extra player shot,7.0,19,3,2,UZB,4.0,PLYUSOVA N,19 - 2,334,UZB,5:34,Goal,1
Action shot,8.0,19,3,2,UZB,4.0,PENA P,19 - 2,309,ESP,5:09,Saved,0
Extra player shot,12.0,19,3,2,UZB,4.0,LOPEZ L,19 - 2,94,ESP,1:34,Saved,0
5m shot,7.0,19,3,2,UZB,4.0,PLYUSOVA N,19 - 2,65,UZB,1:05,Saved,0
Action shot,8.0,19,3,2,UZB,4.0,PENA P,19 - 2,42,ESP,0:42,Saved,0
Extra player shot,2.0,20,3,3,UZB,4.0,BACH M,20 - 3,21,ESP,0:21,Goal,1
5m shot,7.0,20,3,4,UZB,4.0,PLYUSOVA N,20 - 4,0,UZB,0:00,Goal,1
Extra player shot,6.0,1,4,0,NZL,1.0,PAREJA J,1 - 0,436,ESP,7:16,Goal,1
5m shot,11.0,1,4,0,NZL,1.0,HUDSON K,1 - 0,408,NZL,6:48,Blocked,0
Action shot,8.0,2,4,0,NZL,1.0,PENA P,2 - 0,392,ESP,6:32,Goal,1
Action shot,6.0,2,4,0,NZL,1.0,PAREJA J,2 - 0,360,ESP,6:00,Post,0
Penalty shot,6.0,3,4,0,NZL,1.0,PAREJA J,3 - 0,359,ESP,5:59,Goal,1
5m shot,3.0,3,4,0,NZL,1.0,MASON K,3 - 0,336,NZL,5:36,Blocked,0
Centre shot,9.0,4,4,0,NZL,1.0,BLAS A,4 - 0,316,ESP,5:16,Goal,1
Extra player shot,6.0,4,4,0,NZL,1.0,SMITH L,4 - 0,282,NZL,4:42,Post,0
Centre shot,9.0,4,4,0,NZL,1.0,BLAS A,4 - 0,161,ESP,2:41,Saved,0
5m shot,11.0,4,4,1,NZL,1.0,HUDSON K,4 - 1,70,NZL,1:10,Goal,1
Penalty shot,4.0,5,4,1,NZL,1.0,TARRAGO R,5 - 1,55,ESP,0:55,Goal,1
5m shot,12.0,5,4,1,NZL,1.0,MYLES A,5 - 1,17,NZL,0:17,Saved,0
Extra player shot,11.0,6,4,1,NZL,2.0,GARCIA GODOY M,6 - 1,447,ESP,7:27,Goal,1
Action shot,4.0,6,4,1,NZL,2.0,TARRAGO R,6 - 1,420,ESP,7:00,Blocked,0
Action shot,9.0,6,4,1,NZL,2.0,SIEPRATH L,6 - 1,367,NZL,6:07,Post,0
Penalty shot,6.0,7,4,1,NZL,2.0,PAREJA J,7 - 1,340,ESP,5:40,Goal,1
Extra player shot,4.0,7,4,2,NZL,2.0,LEWIS N,7 - 2,299,NZL,4:59,Goal,1
Extra player shot,5.0,7,4,2,NZL,2.0,ORTIZ M,7 - 2,274,ESP,4:34,Post,0
Action shot,5.0,7,4,2,NZL,2.0,ORTIZ M,7 - 2,242,ESP,4:02,Post,0
Action shot,6.0,7,4,2,NZL,2.0,PAREJA J,7 - 2,232,ESP,3:52,Saved,0
Penalty shot,4.0,8,4,2,NZL,2.0,TARRAGO R,8 - 2,179,ESP,2:59,Goal,1
Action shot,11.0,9,4,2,NZL,2.0,GARCIA GODOY M,9 - 2,138,ESP,2:18,Goal,1
5m shot,3.0,9,4,2,NZL,2.0,MASON K,9 - 2,110,NZL,1:50,Missed,0
5m shot,9.0,14,4,6,NZL,4.0,SIEPRATH L,14 - 6,235,NZL,3:55,Goal,1
Action shot,12.0,15,4,6,NZL,4.0,LOPEZ L,15 - 6,217,ESP,3:37,Goal,1
Extra player shot,10.0,15,4,6,NZL,4.0,BOWRY C,15 - 6,182,NZL,3:02,Blocked,0
Penalty shot,12.0,16,4,6,NZL,4.0,LOPEZ L,16 - 6,160,ESP,2:40,Goal,1
5m shot,12.0,16,4,6,NZL,4.0,MYLES A,16 - 6,139,NZL,2:19,Saved,0
5m shot,6.0,16,4,6,NZL,2.0,SMITH L,16 - 6,31,NZL,0:31,Saved,0
Extra player shot,12.0,9,4,3,NZL,2.0,MYLES A,9 - 3,5,NZL,0:05,Goal,1
5m shot,6.0,9,4,3,NZL,2.0,PAREJA J,9 - 3,1,ESP,0:01,Missed,0
Action shot,12.0,10,4,3,NZL,3.0,LOPEZ L,10 - 3,453,ESP,7:33,Goal,1
Extra player shot,3.0,10,4,3,NZL,3.0,MASON K,10 - 3,422,NZL,7:02,Saved,0
Extra player shot,4.0,11,4,3,NZL,3.0,TARRAGO R,11 - 3,385,ESP,6:25,Goal,1
Extra player shot,11.0,11,4,3,NZL,3.0,HUDSON K,11 - 3,264,NZL,4:24,Saved,0
Action shot,10.0,11,4,3,NZL,3.0,BOWRY C,11 - 3,255,NZL,4:15,Saved,0
Penalty shot,11.0,11,4,4,NZL,3.0,HUDSON K,11 - 4,217,NZL,3:37,Goal,1
5m shot,7.0,11,4,4,NZL,3.0,MIRANDA L,11 - 4,195,ESP,3:15,Post,0
Action shot,12.0,11,4,4,NZL,3.0,LOPEZ L,11 - 4,174,ESP,2:54,Saved,0
Extra player shot,12.0,11,4,5,NZL,3.0,MYLES A,11 - 5,91,NZL,1:31,Goal,1
Extra player shot,9.0,12,4,5,NZL,3.0,BLAS A,12 - 5,60,ESP,1:00,Goal,1
Extra player shot,11.0,12,4,5,NZL,3.0,HUDSON K,12 - 5,3,NZL,0:03,Saved,0
Extra player shot,7.0,12,4,5,NZL,3.0,LANDRY S,12 - 5,1,NZL,0:01,Blocked,0
Action shot,6.0,13,4,5,NZL,4.0,PAREJA J,13 - 5,467,ESP,7:47,Goal,1
Action shot,4.0,13,4,5,NZL,4.0,TARRAGO R,13 - 5,428,ESP,7:08,Saved,0
Action shot,12.0,13,4,5,NZL,4.0,MYLES A,13 - 5,404,NZL,6:44,Blocked,0
Action shot,6.0,13,4,5,NZL,4.0,PAREJA J,13 - 5,376,ESP,6:16,Saved,0
Extra player shot,11.0,13,4,5,NZL,4.0,HUDSON K,13 - 5,335,NZL,5:35,Blocked,0
Action shot,4.0,14,4,5,NZL,4.0,TARRAGO R,14 - 5,271,ESP,4:31,Goal,1
Penalty shot,6.0,17,4,6,NZL,4.0,PAREJA J,17 - 6,130,ESP,2:10,Goal,1
Extra player shot,3.0,17,4,6,NZL,4.0,MASON K,17 - 6,82,NZL,1:22,Saved,0
Action shot,10.0,17,4,6,NZL,4.0,MESEGUER O,17 - 6,35,ESP,0:35,Blocked,0
Extra player shot,8.0,18,4,6,NZL,4.0,PENA P,18 - 6,1,ESP,0:01,Goal,1
Action shot,6.0,1,5,0,USA,1.0,PAREJA J,1 - 0,454,ESP,7:34,Goal,1
5m shot,5.0,1,5,0,USA,1.0,ORTIZ M,1 - 0,361,ESP,6:01,Missed,0
Centre shot,12.0,1,5,1,USA,1.0,CRAIG K,1 - 1,346,USA,5:46,Goal,1
Centre shot,11.0,1,5,1,USA,1.0,GARCIA GODOY M,1 - 1,324,ESP,5:24,Missed,0
Action shot,12.0,2,5,1,USA,1.0,LOPEZ L,2 - 1,250,ESP,4:10,Goal,1
5m shot,6.0,3,5,1,USA,1.0,PAREJA J,3 - 1,204,ESP,3:24,Goal,1
5m shot,4.0,3,5,2,USA,1.0,FATTAL R,3 - 2,185,USA,3:05,Goal,1
Action shot,8.0,3,5,2,USA,1.0,NEUSHUL K,3 - 2,138,USA,2:18,Saved,0
Penalty shot,6.0,4,5,2,USA,1.0,PAREJA J,4 - 2,127,ESP,2:07,Goal,1
Action shot,4.0,4,5,2,USA,1.0,FATTAL R,4 - 2,47,USA,0:47,Post,0
Action shot,7.0,4,5,2,USA,1.0,MIRANDA L,4 - 2,18,ESP,0:18,Post,0
Action shot,8.0,4,5,2,USA,1.0,NEUSHUL K,4 - 2,2,USA,0:02,Saved,0
Action shot,6.0,5,5,2,USA,2.0,PAREJA J,5 - 2,409,ESP,6:49,Goal,1
Centre shot,12.0,5,5,3,USA,2.0,CRAIG K,5 - 3,388,USA,6:28,Goal,1
Centre shot,9.0,5,5,3,USA,2.0,BLAS A,5 - 3,376,ESP,6:16,Saved,0
5m shot,12.0,5,5,3,USA,2.0,LOPEZ L,5 - 3,329,ESP,5:29,Blocked,0
Penalty shot,6.0,5,5,4,USA,2.0,STEFFENS M,5 - 4,321,USA,5:21,Goal,1
5m shot,7.0,5,5,4,USA,2.0,MATHEWSON C,5 - 4,245,USA,4:05,Missed,0
Action shot,2.0,5,5,4,USA,2.0,SILVER L,5 - 4,200,USA,3:20,Blocked,0
5m shot,6.0,5,5,4,USA,2.0,PAREJA J,5 - 4,171,ESP,2:51,Saved,0
Extra player shot,10.0,5,5,4,USA,2.0,RULON K,5 - 4,145,USA,2:25,Saved,0
Action shot,6.0,5,5,4,USA,2.0,PAREJA J,5 - 4,118,ESP,1:58,Saved,0
5m shot,7.0,5,5,4,USA,2.0,MIRANDA L,5 - 4,91,ESP,1:31,Missed,0
5m shot,3.0,5,5,4,USA,2.0,SEIDEMANN M,5 - 4,75,USA,1:15,Missed,0
Action shot,12.0,5,5,4,USA,2.0,LOPEZ L,5 - 4,48,ESP,0:48,Saved,0
Action shot,8.0,5,5,4,USA,2.0,PENA P,5 - 4,22,ESP,0:22,Saved,0
Action shot,6.0,5,5,4,USA,3.0,STEFFENS M,5 - 4,409,USA,6:49,Saved,0
Extra player shot,11.0,6,5,4,USA,3.0,GARCIA GODOY M,6 - 4,332,ESP,5:32,Goal,1
Action shot,7.0,6,5,4,USA,3.0,MATHEWSON C,6 - 4,218,USA,3:38,Blocked,0
Extra player shot,4.0,6,5,4,USA,3.0,TARRAGO R,6 - 4,171,ESP,2:51,Saved,0
Centre shot,11.0,6,5,4,USA,3.0,GARCIA GODOY M,6 - 4,168,ESP,2:48,Saved,0
Action shot,7.0,6,5,4,USA,3.0,MATHEWSON C,6 - 4,113,USA,1:53,Saved,0
Centre shot,3.0,6,5,5,USA,3.0,SEIDEMANN M,6 - 5,111,USA,1:51,Goal,1
Action shot,3.0,6,5,5,USA,3.0,ESPAR A,6 - 5,46,ESP,0:46,Missed,0
Action shot,3.0,6,5,5,USA,3.0,ESPAR A,6 - 5,3,ESP,0:03,Blocked,0
Action shot,6.0,6,5,5,USA,4.0,PAREJA J,6 - 5,455,ESP,7:35,Saved,0
Action shot,11.0,7,5,5,USA,4.0,GARCIA GODOY M,7 - 5,311,ESP,5:11,Goal,1
Centre shot,11.0,7,5,5,USA,4.0,GARCIA GODOY M,7 - 5,253,ESP,4:13,Saved,0
Action shot,6.0,7,5,5,USA,4.0,STEFFENS M,7 - 5,160,USA,2:40,Saved,0
5m shot,6.0,7,5,5,USA,4.0,PAREJA J,7 - 5,147,ESP,2:27,Blocked,0
5m shot,6.0,7,5,5,USA,4.0,STEFFENS M,7 - 5,122,USA,2:02,Missed,0
Action shot,12.0,8,5,5,USA,4.0,LOPEZ L,8 - 5,97,ESP,1:37,Goal,1
