Action,CHN,Cap,Game,Opponent,Opponent name,Period,Player,Score,Seconds,Team,Time
20 sec. exclusion in centre,8,9.0,1,0,RSA,3.0,CHRISTIAN D,8 - 0,441,RSA,7:21
Extra player shot - Goal,9,6.0,1,0,RSA,3.0,SUN Y,9 - 0,436,CHN,7:16
5m shot - Missed,9,9.0,1,0,RSA,3.0,CHRISTIAN D,9 - 0,412,RSA,6:52
Penalty foul,9,9.0,1,0,RSA,3.0,CHRISTIAN D,9 - 0,400,RSA,6:40
Penalty shot - Goal,10,7.0,1,0,RSA,3.0,SONG D,10 - 0,400,CHN,6:40
5m shot - Saved,10,12.0,1,0,RSA,3.0,WHITE K,10 - 0,384,RSA,6:24
5m shot - Post,10,12.0,1,0,RSA,3.0,WHITE K,10 - 0,369,RSA,6:09
Turnover foul,10,4.0,1,0,RSA,3.0,SUN Y,10 - 0,355,CHN,5:55
Steal,10,2.0,1,0,RSA,3.0,SCHMIDT K,10 - 0,355,RSA,5:55
Turnover foul,10,8.0,1,0,RSA,3.0,KEET L,10 - 0,338,RSA,5:38
Steal,10,2.0,1,0,RSA,3.0,TENG F,10 - 0,338,CHN,5:38
Turnover foul,10,11.0,1,0,RSA,3.0,ZHANG C,10 - 0,320,CHN,5:20
Steal,10,5.0,1,0,RSA,3.0,SCHOOLING M,10 - 0,320,RSA,5:20
5m shot - Post,10,12.0,1,0,RSA,3.0,WHITE K,10 - 0,293,RSA,4:53
20 sec. exclusion in centre,10,2.0,1,0,RSA,3.0,SCHMIDT K,10 - 0,272,RSA,4:32
Turnover foul,10,7.0,1,0,RSA,3.0,SONG D,10 - 0,254,CHN,4:14
Steal,10,8.0,1,0,RSA,3.0,KEET L,10 - 0,254,RSA,4:14
Turnover foul,10,7.0,1,0,RSA,3.0,KAY K,10 - 0,214,RSA,3:34
20 sec. exclusion in centre,10,8.0,1,0,RSA,3.0,KEET L,10 - 0,214,RSA,3:34
Time-Out,10,,1,0,RSA,3.0,,10 - 0,214,CHN,3:34
Extra player shot - Goal,11,10.0,1,0,RSA,3.0,MA H,11 - 0,198,CHN,3:18
5m shot - Blocked,11,12.0,1,0,RSA,3.0,WHITE K,11 - 0,180,RSA,3:00
Turnover foul,11,12.0,1,0,RSA,3.0,XIA Q,11 - 0,154,CHN,2:34
Steal,11,12.0,1,0,RSA,3.0,WHITE K,11 - 0,154,RSA,2:34
5m shot - Saved,11,12.0,1,0,RSA,3.0,WHITE K,11 - 0,125,RSA,2:05
Action shot - Saved,11,11.0,1,0,RSA,3.0,KILLEEN L,11 - 0,107,RSA,1:47
5m shot - Goal,12,8.0,1,0,RSA,3.0,XU L,12 - 0,89,CHN,1:29
Action shot - Saved,12,10.0,1,0,RSA,3.0,KEET M,12 - 0,73,RSA,1:13
5m shot - Blocked,12,12.0,1,0,RSA,3.0,WHITE K,12 - 0,59,RSA,0:59
5m shot - Saved,12,6.0,1,0,RSA,3.0,SUN Y,12 - 0,45,CHN,0:45
5m shot - Saved,12,12.0,1,0,RSA,3.0,WHITE K,12 - 0,15,RSA,0:15
5m shot - Saved,12,12.0,1,0,RSA,3.0,WHITE K,12 - 0,9,RSA,0:09
5m shot - Goal,13,10.0,1,0,RSA,3.0,MA H,13 - 0,6,CHN,0:06
Starting goalkeeper,13,1.0,1,0,RSA,4.0,JACOBS A,13 - 0,480,RSA,8:00
Starting goalkeeper,13,13.0,1,0,RSA,4.0,WANG Y,13 - 0,480,CHN,8:00
Sprint won possession,13,7.0,1,0,RSA,4.0,SONG D,13 - 0,480,CHN,8:00
5m shot - Post,13,11.0,1,0,RSA,4.0,ZHANG C,13 - 0,450,CHN,7:30
Turnover foul,13,8.0,1,0,RSA,4.0,KEET L,13 - 0,415,RSA,6:55
Steal,13,9.0,1,0,RSA,4.0,MEI X,13 - 0,415,CHN,6:55
Turnover foul,13,6.0,1,0,RSA,4.0,SUN Y,13 - 0,389,CHN,6:29
20 sec. exclusion in field,13,12.0,1,0,RSA,4.0,XIA Q,13 - 0,389,CHN,6:29
Time-Out,13,,1,0,RSA,4.0,,13 - 0,389,RSA,6:29
Turnover foul,13,10.0,1,0,RSA,4.0,KEET M,13 - 0,371,RSA,6:11
Steal,13,7.0,1,0,RSA,4.0,SONG D,13 - 0,371,CHN,6:11
Counter attack - Goal,14,7.0,1,0,RSA,4.0,SONG D,14 - 0,362,CHN,6:02
Turnover foul,14,2.0,1,0,RSA,4.0,SCHMIDT K,14 - 0,335,RSA,5:35
Steal,14,4.0,1,0,RSA,4.0,SUN Y,14 - 0,335,CHN,5:35
5m shot - Missed,14,3.0,1,0,RSA,4.0,LIU P,14 - 0,310,CHN,5:10
Centre shot - Goal,14,8.0,1,1,RSA,4.0,KEET L,14 - 1,290,RSA,4:50
Action shot - Goal,15,2.0,1,1,RSA,4.0,TENG F,15 - 1,271,CHN,4:31
Centre shot - Saved,15,7.0,1,1,RSA,4.0,KAY K,15 - 1,250,RSA,4:10
Centre shot - Saved,15,4.0,1,1,RSA,4.0,RAWSTRON C,15 - 1,230,RSA,3:50
Centre shot - Goal,16,2.0,1,1,RSA,4.0,TENG F,16 - 1,212,CHN,3:32
Centre shot - Saved,16,7.0,1,1,RSA,4.0,KAY K,16 - 1,198,RSA,3:18
Turnover foul,16,12.0,1,1,RSA,4.0,XIA Q,16 - 1,179,CHN,2:59
Steal,16,9.0,1,1,RSA,4.0,CHRISTIAN D,16 - 1,179,RSA,2:59
5m shot - Goal,16,10.0,1,2,RSA,4.0,KEET M,16 - 2,154,RSA,2:34
Action shot - Post,16,12.0,1,2,RSA,4.0,XIA Q,16 - 2,134,CHN,2:14
5m shot - Saved,16,10.0,1,2,RSA,4.0,KEET M,16 - 2,105,RSA,1:45
5m shot - Blocked,16,9.0,1,2,RSA,4.0,CHRISTIAN D,16 - 2,83,RSA,1:23
20 sec. exclusion in centre,16,10.0,1,2,RSA,4.0,KEET M,16 - 2,60,RSA,1:00
Time-Out,16,,1,2,RSA,4.0,,16 - 2,60,CHN,1:00
Centre shot - Saved,16,3.0,1,2,RSA,4.0,LIU P,16 - 2,36,CHN,0:36
5m shot - Blocked,16,11.0,1,2,RSA,4.0,KILLEEN L,16 - 2,12,RSA,0:12
Starting goalkeeper,0,1.0,2,0,AUS,1.0,YANG J,0 - 0,480,CHN,8:00
Starting goalkeeper,0,13.0,2,0,AUS,1.0,WAKEFIELD K,0 - 0,480,AUS,8:00
Sprint won possession,0,12.0,2,0,AUS,1.0,ZAGAME N,0 - 0,480,AUS,8:00
Action shot - Saved,0,10.0,2,0,AUS,1.0,SOUTHERN A,0 - 0,457,AUS,7:37
Turnover foul,0,4.0,2,0,AUS,1.0,SUN Y,0 - 0,441,CHN,7:21
Steal,0,13.0,2,0,AUS,1.0,WAKEFIELD K,0 - 0,441,AUS,7:21
Action shot - Blocked,0,5.0,2,0,AUS,1.0,BISHOP I,0 - 0,411,AUS,6:51
Action shot - Goal,1,3.0,2,0,AUS,1.0,LIU P,0 - 1,388,CHN,6:28
Turnover foul,1,12.0,2,0,AUS,1.0,ZAGAME N,0 - 1,364,AUS,6:04
Steal,1,1.0,2,0,AUS,1.0,YANG J,0 - 1,364,CHN,6:04
Turnover foul,1,7.0,2,0,AUS,1.0,WEBSTER R,0 - 1,338,AUS,5:38
20 sec. exclusion in field,1,7.0,2,0,AUS,1.0,WEBSTER R,0 - 1,329,AUS,5:29
Extra player shot - Saved,1,2.0,2,0,AUS,1.0,TENG F,0 - 1,310,CHN,5:10
Action shot - Missed,1,2.0,2,0,AUS,1.0,TENG F,0 - 1,305,CHN,5:05
Action shot - Goal,1,7.0,2,1,AUS,1.0,WEBSTER R,1 - 1,289,AUS,4:49
Turnover foul,1,5.0,2,1,AUS,1.0,HE J,1 - 1,271,CHN,4:31
Steal,1,8.0,2,1,AUS,1.0,McGHIE G,1 - 1,271,AUS,4:31
20 sec. exclusion in centre,1,10.0,2,1,AUS,1.0,MA H,1 - 1,248,CHN,4:08
Centre shot - Missed,1,2.0,2,1,AUS,1.0,APPEL J,1 - 1,218,AUS,3:38
Action shot - Goal,2,4.0,2,1,AUS,1.0,SUN Y,1 - 2,201,CHN,3:21
Action shot - Missed,2,6.0,2,1,AUS,1.0,KNOX B,1 - 2,178,AUS,2:58
20 sec. exclusion in centre,2,12.0,2,1,AUS,1.0,ZAGAME N,1 - 2,158,AUS,2:38
Centre shot - Goal,3,3.0,2,1,AUS,1.0,LIU P,1 - 3,136,CHN,2:16
Action shot - Post,3,10.0,2,1,AUS,1.0,SOUTHERN A,1 - 3,107,AUS,1:47
Action shot - Saved,3,2.0,2,1,AUS,1.0,TENG F,1 - 3,87,CHN,1:27
Steal,3,5.0,2,1,AUS,1.0,HE J,1 - 3,65,CHN,1:05
Turnover foul,3,7.0,2,1,AUS,1.0,WEBSTER R,1 - 3,65,AUS,1:05
20 sec. exclusion in field,3,8.0,2,1,AUS,1.0,McGHIE G,1 - 3,59,AUS,0:59
Turnover foul,3,2.0,2,1,AUS,1.0,TENG F,1 - 3,52,CHN,0:52
Steal,3,10.0,2,1,AUS,1.0,SOUTHERN A,1 - 3,52,AUS,0:52
20 sec. exclusion in centre,3,7.0,2,1,AUS,1.0,SONG D,1 - 3,22,CHN,0:22
Time-Out,3,,2,1,AUS,1.0,,1 - 3,21,AUS,0:21
Starting goalkeeper,3,1.0,2,1,AUS,2.0,YANG J,1 - 3,480,CHN,8:00
Starting goalkeeper,3,13.0,2,1,AUS,2.0,WAKEFIELD K,1 - 3,480,AUS,8:00
Sprint won possession,3,4.0,2,1,AUS,2.0,SUN Y,1 - 3,480,CHN,8:00
Turnover foul,3,6.0,2,1,AUS,2.0,SUN Y,1 - 3,459,CHN,7:39
Steal,3,7.0,2,1,AUS,2.0,WEBSTER R,1 - 3,459,AUS,7:39
Centre shot - Goal,3,4.0,2,2,AUS,2.0,LINCOLN-SMITH H,2 - 3,433,AUS,7:13
Turnover foul,3,6.0,2,2,AUS,2.0,SUN Y,2 - 3,409,CHN,6:49
Turnover foul,3,7.0,2,2,AUS,2.0,WEBSTER R,2 - 3,381,AUS,6:21
Turnover foul,3,6.0,2,2,AUS,2.0,SUN Y,2 - 3,364,CHN,6:04
Counter attack - Goal,3,8.0,2,3,AUS,2.0,McGHIE G,3 - 3,354,AUS,5:54
20 sec. exclusion in centre,3,6.0,2,3,AUS,2.0,KNOX B,3 - 3,335,AUS,5:35
5m shot - Goal,4,10.0,2,3,AUS,2.0,MA H,3 - 4,310,CHN,5:10
20 sec. exclusion in centre,4,3.0,2,3,AUS,2.0,LIU P,3 - 4,287,CHN,4:47
Extra player shot - Post,4,12.0,2,3,AUS,2.0,ZAGAME N,3 - 4,269,AUS,4:29
Action shot - Blocked,4,12.0,2,3,AUS,2.0,XIA Q,3 - 4,239,CHN,3:59
Turnover foul,4,12.0,2,3,AUS,2.0,ZAGAME N,3 - 4,216,AUS,3:36
