Action,Cap,Game,Opponent,Opponent name,Period,Player,Score,Seconds,Team,Time,USA,Result,Goal
5m shot,2.0,2,1,GRE,1.0,MYLONAKIS E,1 - 1,425,GRE,7:05,1,Goal,1
5m shot,6.0,2,1,GRE,1.0,CUPIDO L,1 - 1,396,USA,6:36,1,Saved,0
Extra player shot,12.0,2,1,GRE,1.0,MANN J,1 - 1,362,USA,6:02,1,Saved,0
5m shot,5.0,2,1,GRE,1.0,FOUNTOULIS I,1 - 1,340,GRE,5:40,1,Saved,0
Centre shot,7.0,2,1,GRE,1.0,SAMUELS J,1 - 2,315,USA,5:15,2,Goal,1
Action shot,5.0,2,2,GRE,1.0,FOUNTOULIS I,2 - 2,277,GRE,4:37,2,Goal,1
Extra player shot,10.0,2,2,GRE,1.0,BONANNI B,2 - 2,252,USA,4:12,2,Post,0
5m shot,6.0,2,2,GRE,1.0,CUPIDO L,2 - 3,212,USA,3:32,3,Goal,1
Action shot,9.0,2,2,GRE,1.0,MOURIKIS K,2 - 3,178,GRE,2:58,3,Saved,0
Action shot,9.0,2,2,GRE,1.0,MOURIKIS K,2 - 3,156,GRE,2:36,3,Saved,0
Counter attack,5.0,2,3,GRE,1.0,FOUNTOULIS I,3 - 3,123,GRE,2:03,3,Goal,1
Action shot,2.0,2,3,GRE,1.0,VAVIC N,3 - 3,99,USA,1:39,3,Missed,0
5m shot,6.0,2,3,GRE,1.0,CUPIDO L,3 - 3,1,USA,0:01,3,Blocked,0
Action shot,7.0,2,3,GRE,2.0,SAMUELS J,3 - 3,454,USA,7:34,3,Missed,0
Counter attack,7.0,2,3,GRE,2.0,SAMUELS J,3 - 4,424,USA,7:04,4,Goal,1
Extra player shot,7.0,2,3,GRE,2.0,AFROUDAKIS C,3 - 4,395,GRE,6:35,4,Post,0
Extra player shot,12.0,2,3,GRE,2.0,VLACHOPOULOS A,3 - 4,343,GRE,5:43,4,Saved,0
Centre shot,12.0,2,3,GRE,2.0,VLACHOPOULOS A,3 - 4,293,GRE,4:53,4,Saved,0
5m shot,5.0,2,3,GRE,2.0,FOUNTOULIS I,3 - 4,220,GRE,3:40,4,Post,0
5m shot,6.0,2,3,GRE,2.0,CUPIDO L,3 - 4,189,USA,3:09,4,Blocked,0
Action shot,5.0,2,4,GRE,2.0,FOUNTOULIS I,4 - 4,165,GRE,2:45,4,Goal,1
Action shot,12.0,2,4,GRE,2.0,MANN J,4 - 5,141,USA,2:21,5,Goal,1
5m shot,2.0,2,4,GRE,2.0,MYLONAKIS E,4 - 5,111,GRE,1:51,5,Missed,0
Extra player shot,8.0,2,4,GRE,2.0,AZEVEDO T,4 - 6,78,USA,1:18,6,Goal,1
Extra player shot,7.0,2,4,GRE,2.0,SAMUELS J,4 - 6,16,USA,0:16,6,Post,0
Action shot,2.0,2,4,GRE,2.0,VAVIC N,4 - 6,1,USA,0:01,6,Saved,0
Extra player shot,9.0,2,5,GRE,3.0,MOURIKIS K,5 - 6,452,GRE,7:32,6,Goal,1
Extra player shot,9.0,2,5,GRE,3.0,BOWEN A,5 - 7,405,USA,6:45,7,Goal,1
Action shot,9.0,2,6,GRE,3.0,MOURIKIS K,6 - 7,362,GRE,6:02,7,Goal,1
Action shot,5.0,2,6,GRE,3.0,FOUNTOULIS I,6 - 7,320,GRE,5:20,7,Saved,0
Extra player shot,10.0,2,6,GRE,3.0,BONANNI B,6 - 8,246,USA,4:06,8,Goal,1
Action shot,11.0,2,6,GRE,3.0,GOUNAS A,6 - 8,214,GRE,3:34,8,Saved,0
Action shot,7.0,2,6,GRE,3.0,AFROUDAKIS C,6 - 8,170,GRE,2:50,8,Saved,0
Action shot,11.0,2,6,GRE,3.0,GOUNAS A,6 - 8,151,GRE,2:31,8,Missed,0
Extra player shot,12.0,2,7,GRE,3.0,VLACHOPOULOS A,7 - 8,75,GRE,1:15,8,Goal,1
Extra player shot,8.0,2,7,GRE,3.0,AZEVEDO T,7 - 9,46,USA,0:46,9,Goal,1
Extra player shot,5.0,2,7,GRE,3.0,FOUNTOULIS I,7 - 9,5,GRE,0:05,9,Saved,0
Action shot,5.0,2,8,GRE,3.0,FOUNTOULIS I,8 - 9,0,GRE,0:00,9,Goal,1
5m shot,7.0,2,8,GRE,4.0,SAMUELS J,8 - 9,427,USA,7:07,9,Blocked,0
5m shot,8.0,2,8,GRE,4.0,DELAKAS E,8 - 9,400,GRE,6:40,9,Missed,0
Extra player shot,10.0,2,8,GRE,4.0,BONANNI B,8 - 9,371,USA,6:11,9,Post,0
5m shot,12.0,2,8,GRE,4.0,VLACHOPOULOS A,8 - 9,326,GRE,5:26,9,Saved,0
5m shot,5.0,2,8,GRE,4.0,ROELSE A,8 - 9,299,USA,4:59,9,Saved,0
Extra player shot,5.0,2,8,GRE,4.0,ROELSE A,8 - 10,245,USA,4:05,10,Goal,1
5m shot,4.0,2,8,GRE,4.0,GENIDOUNIAS K,8 - 10,219,GRE,3:39,10,Missed,0
Action shot,2.0,2,9,GRE,4.0,MYLONAKIS E,9 - 10,163,GRE,2:43,10,Goal,1
Action shot,2.0,2,10,GRE,4.0,MYLONAKIS E,10 - 10,104,GRE,1:44,10,Goal,1
Extra player shot,6.0,2,10,GRE,4.0,CUPIDO L,10 - 10,49,USA,0:49,10,Saved,0
Action shot,8.0,2,11,GRE,4.0,DELAKAS E,11 - 10,31,GRE,0:31,10,Goal,1
Action shot,4.0,3,0,ITA,1.0,KIMBELL J,0 - 0,440,USA,7:20,0,Saved,0
Action shot,2.0,3,1,ITA,1.0,DI FULVIO F,0 - 1,411,ITA,6:51,0,Goal,1
Extra player shot,8.0,3,1,ITA,1.0,AZEVEDO T,0 - 1,366,USA,6:06,0,Saved,0
Extra player shot,2.0,3,1,ITA,1.0,VAVIC N,1 - 1,364,USA,6:04,1,Goal,1
Extra player shot,5.0,3,2,ITA,1.0,GIORGETTI A,1 - 2,325,ITA,5:25,1,Goal,1
5m shot,9.0,3,2,ITA,1.0,BOWEN A,1 - 2,296,USA,4:56,1,Saved,0
Penalty shot,5.0,3,3,ITA,1.0,GIORGETTI A,1 - 3,277,ITA,4:37,1,Goal,1
Extra player shot,10.0,3,3,ITA,1.0,BONANNI B,2 - 3,242,USA,4:02,2,Goal,1
Action shot,10.0,3,3,ITA,1.0,BONANNI B,2 - 3,193,USA,3:13,2,Saved,0
Counter attack,11.0,3,3,ITA,1.0,AICARDI M,2 - 3,174,ITA,2:54,2,Missed,0
Counter attack,2.0,3,4,ITA,1.0,DI FULVIO F,2 - 4,135,ITA,2:15,2,Goal,1
Extra player shot,8.0,3,4,ITA,1.0,AZEVEDO T,3 - 4,109,USA,1:49,3,Goal,1
Action shot,8.0,3,4,ITA,1.0,AZEVEDO T,3 - 4,82,USA,1:22,3,Saved,0
Action shot,7.0,3,4,ITA,1.0,SAMUELS J,3 - 4,64,USA,1:04,3,Post,0
5m shot,7.0,3,4,ITA,1.0,SAMUELS J,4 - 4,19,USA,0:19,4,Goal,1
Action shot,10.0,3,4,ITA,1.0,LUONGO S,4 - 4,0,ITA,0:00,4,Saved,0
Action shot,5.0,3,4,ITA,2.0,GIORGETTI A,4 - 4,422,ITA,7:02,4,Saved,0
Centre shot,4.0,3,4,ITA,2.0,KIMBELL J,5 - 4,383,USA,6:23,5,Goal,1
Action shot,4.0,3,4,ITA,2.0,FIGLIOLI P,5 - 4,362,ITA,6:02,5,Saved,0
5m shot,7.0,3,4,ITA,2.0,SAMUELS J,5 - 4,326,USA,5:26,5,Blocked,0
Centre shot,4.0,3,5,ITA,2.0,FIGLIOLI P,5 - 5,252,ITA,4:12,5,Goal,1
Action shot,2.0,3,5,ITA,2.0,VAVIC N,6 - 5,230,USA,3:50,6,Goal,1
Centre shot,11.0,3,5,ITA,2.0,AICARDI M,6 - 5,210,ITA,3:30,6,Saved,0
Centre shot,3.0,3,5,ITA,2.0,OBERT A,7 - 5,188,USA,3:08,7,Goal,1
Action shot,9.0,3,5,ITA,2.0,BOWEN A,7 - 5,129,USA,2:09,7,Saved,0
5m shot,9.0,3,5,ITA,2.0,BOWEN A,7 - 5,113,USA,1:53,7,Saved,0
5m shot,10.0,3,5,ITA,2.0,LUONGO S,7 - 5,92,ITA,1:32,7,Saved,0
Centre shot,11.0,3,6,ITA,2.0,AICARDI M,7 - 6,79,ITA,1:19,7,Goal,1
Counter attack,10.0,3,6,ITA,2.0,LUONGO S,7 - 6,37,ITA,0:37,7,Saved,0
5m shot,2.0,3,6,ITA,2.0,DI FULVIO F,7 - 6,0,ITA,0:00,7,Post,0
Action shot,12.0,3,6,ITA,3.0,MANN J,7 - 6,449,USA,7:29,7,Post,0
5m shot,9.0,3,6,ITA,3.0,GITTO N,7 - 6,420,ITA,7:00,7,Saved,0
Extra player shot,10.0,3,6,ITA,3.0,LUONGO S,7 - 6,384,ITA,6:24,7,Saved,0
Action shot,8.0,3,6,ITA,3.0,AZEVEDO T,8 - 6,337,USA,5:37,8,Goal,1
Centre shot,12.0,3,6,ITA,3.0,BARALDI F,8 - 6,269,ITA,4:29,8,Saved,0
Extra player shot,7.0,3,6,ITA,3.0,GIACOPPO M,8 - 6,233,ITA,3:53,8,Missed,0
Action shot,10.0,3,6,ITA,3.0,BONANNI B,9 - 6,200,USA,3:20,9,Goal,1
5m shot,5.0,3,6,ITA,3.0,GIORGETTI A,9 - 6,174,ITA,2:54,9,Saved,0
5m shot,2.0,3,7,ITA,3.0,DI FULVIO F,9 - 7,157,ITA,2:37,9,Goal,1
Action shot,8.0,3,7,ITA,3.0,AZEVEDO T,9 - 7,113,USA,1:53,9,Post,0
5m shot,4.0,3,7,ITA,3.0,FIGLIOLI P,9 - 7,86,ITA,1:26,9,Post,0
Centre shot,10.0,3,7,ITA,3.0,LUONGO S,9 - 7,54,ITA,0:54,9,Post,0
Action shot,6.0,3,7,ITA,3.0,CUPIDO L,9 - 7,28,USA,0:28,9,Post,0
5m shot,8.0,3,7,ITA,3.0,AZEVEDO T,9 - 7,0,USA,0:00,9,Saved,0
Extra player shot,6.0,3,7,ITA,4.0,FONDELLI A,9 - 7,427,ITA,7:07,9,Blocked,0
Action shot,10.0,3,8,ITA,4.0,LUONGO S,9 - 8,420,ITA,7:00,9,Goal,1
5m shot,10.0,3,8,ITA,4.0,LUONGO S,9 - 8,341,ITA,5:41,9,Blocked,0
5m shot,6.0,3,8,ITA,4.0,CUPIDO L,9 - 8,318,USA,5:18,9,Missed,0
5m shot,5.0,3,8,ITA,4.0,GIORGETTI A,9 - 8,246,ITA,4:06,9,Missed,0
5m shot,6.0,3,8,ITA,4.0,CUPIDO L,9 - 8,225,USA,3:45,9,Blocked,0
Counter attack,2.0,3,8,ITA,4.0,VAVIC N,10 - 8,200,USA,3:20,10,Goal,1
5m shot,5.0,3,8,ITA,4.0,ROELSE A,11 - 8,84,USA,1:24,11,Goal,1
Penalty shot,2.0,3,9,ITA,4.0,DI FULVIO F,11 - 9,66,ITA,1:06,11,Goal,1
Extra player shot,2.0,3,9,ITA,4.0,DI FULVIO F,11 - 9,6,ITA,0:06,11,Saved,0
Action shot,8.0,4,0,BRA,1.0,AZEVEDO T,0 - 0,453,USA,7:33,0,Blocked,0
Counter attack,6.0,4,0,BRA,1.0,CUPIDO L,0 - 1,415,USA,6:55,1,Goal,1
Action shot,3.0,4,0,BRA,1.0,OBERT A,0 - 1,376,USA,6:16,1,Saved,0
Action shot,10.0,4,0,BRA,1.0,PERRONE F,0 - 1,325,BRA,5:25,1,Missed,0
Counter attack,6.0,4,0,BRA,1.0,CUPIDO L,0 - 2,308,USA,5:08,2,Goal,1
Counter attack,3.0,4,0,BRA,1.0,GOMES G,0 - 2,159,BRA,2:39,2,Saved,0
5m shot,11.0,4,0,BRA,1.0,GUIMARAES G,0 - 2,122,BRA,2:02,2,Blocked,0
5m shot,10.0,4,0,BRA,1.0,PERRONE F,0 - 2,94,BRA,1:34,2,Missed,0
Action shot,2.0,4,0,BRA,1.0,CRIVELLA J,0 - 2,15,BRA,0:15,2,Post,0
Action shot,12.0,4,0,BRA,1.0,VRLIC J,0 - 2,1,BRA,0:01,2,Saved,0
5m shot,7.0,4,0,BRA,2.0,DELGADO A,0 - 2,425,BRA,7:05,2,Blocked,0
Action shot,3.0,4,0,BRA,2.0,OBERT A,0 - 2,354,USA,5:54,2,Saved,0
Counter attack,6.0,4,1,BRA,2.0,GOMES B,1 - 2,285,BRA,4:45,2,Goal,1
5m shot,10.0,4,1,BRA,2.0,BONANNI B,1 - 3,261,USA,4:21,3,Goal,1
5m shot,11.0,4,1,BRA,2.0,GUIMARAES G,1 - 3,237,BRA,3:57,3,Missed,0
Action shot,5.0,4,1,BRA,2.0,SALEMI P,1 - 3,193,BRA,3:13,3,Missed,0
Action shot,10.0,4,1,BRA,2.0,BONANNI B,1 - 3,174,USA,2:54,3,Saved,0
Counter attack,10.0,4,1,BRA,2.0,PERRONE F,1 - 3,158,BRA,2:38,3,Saved,0
Action shot,5.0,4,1,BRA,2.0,ROELSE A,1 - 3,136,USA,2:16,3,Blocked,0
Counter attack,3.0,4,1,BRA,2.0,GOMES G,1 - 3,117,BRA,1:57,3,Saved,0
Centre shot,4.0,4,1,BRA,2.0,KIMBELL J,1 - 3,88,USA,1:28,3,Post,0
Centre shot,4.0,4,1,BRA,2.0,KIMBELL J,1 - 3,87,USA,1:27,3,Missed,0
Action shot,10.0,4,1,BRA,2.0,PERRONE F,1 - 3,63,BRA,1:03,3,Saved,0
5m shot,7.0,4,1,BRA,2.0,SAMUELS J,1 - 3,3,USA,0:03,3,Missed,0
Counter attack,12.0,4,3,BRA,4.0,MANN J,3 - 7,17,USA,0:17,7,Goal,1
5m shot,6.0,4,3,BRA,2.0,GOMES B,3 - 7,1,BRA,0:01,7,Saved,0
5m shot,6.0,4,3,BRA,3.0,GOMES B,3 - 7,451,BRA,7:31,7,Saved,0
Extra player shot,8.0,4,3,BRA,3.0,AZEVEDO T,3 - 7,367,USA,6:07,7,Blocked,0
Action shot,2.0,4,3,BRA,3.0,CRIVELLA J,3 - 7,318,BRA,5:18,7,Missed,0
Penalty shot,10.0,4,1,BRA,3.0,BONANNI B,1 - 4,312,USA,5:12,4,Goal,1
Action shot,11.0,4,2,BRA,3.0,GUIMARAES G,2 - 4,282,BRA,4:42,4,Goal,1
Action shot,2.0,4,2,BRA,3.0,VAVIC N,2 - 4,163,USA,2:43,4,Blocked,0
5m shot,10.0,4,2,BRA,3.0,PERRONE F,2 - 4,134,BRA,2:14,4,Saved,0
Action shot,9.0,4,2,BRA,3.0,ROCHA B,2 - 4,86,BRA,1:26,4,Post,0
5m shot,2.0,4,2,BRA,3.0,VAVIC N,2 - 4,58,USA,0:58,4,Saved,0
5m shot,11.0,4,2,BRA,3.0,SMITH J,2 - 4,0,USA,0:00,4,Missed,0
Extra player shot,12.0,4,2,BRA,4.0,MANN J,2 - 5,441,USA,7:21,5,Goal,1
Centre shot,12.0,4,2,BRA,4.0,MANN J,2 - 6,384,USA,6:24,6,Goal,1
5m shot,10.0,4,2,BRA,4.0,PERRONE F,2 - 6,359,BRA,5:59,6,Saved,0
5m shot,12.0,4,2,BRA,4.0,MANN J,2 - 6,330,USA,5:30,6,Saved,0
5m shot,6.0,4,2,BRA,4.0,CUPIDO L,2 - 6,275,USA,4:35,6,Saved,0
5m shot,7.0,4,2,BRA,4.0,SAMUELS J,2 - 6,244,USA,4:04,6,Saved,0
5m shot,12.0,4,2,BRA,4.0,VRLIC J,2 - 6,194,BRA,3:14,6,Saved,0
5m shot,6.0,4,2,BRA,4.0,CUPIDO L,2 - 6,163,USA,2:43,6,Missed,0
Centre shot,10.0,4,3,BRA,4.0,PERRONE F,3 - 6,140,BRA,2:20,6,Goal,1
Centre shot,4.0,4,3,BRA,4.0,GONZALEZ I,3 - 6,71,BRA,1:11,6,Saved,0
Action shot,10.0,4,3,BRA,4.0,PERRONE F,3 - 6,57,BRA,0:57,6,Saved,0
5m shot,3.0,4,3,BRA,4.0,GOMES G,3 - 6,2,BRA,0:02,6,Saved,0
Extra player shot,10.0,5,0,SRB,1.0,BONANNI B,0 - 1,438,USA,7:18,1,Goal,1
5m shot,8.0,5,0,SRB,1.0,ALEKSIC M,0 - 1,415,SRB,6:55,1,Saved,0
5m shot,7.0,5,0,SRB,1.0,SAMUELS J,0 - 2,374,USA,6:14,2,Goal,1
Action shot,7.0,5,0,SRB,1.0,NIKIC S,0 - 2,350,SRB,5:50,2,Saved,0
Extra player shot,8.0,5,1,SRB,1.0,ALEKSIC M,1 - 2,288,SRB,4:48,2,Goal,1
Action shot,11.0,5,1,SRB,1.0,PRLAINOVIC A,1 - 2,226,SRB,3:46,2,Post,0
5m shot,11.0,5,2,SRB,1.0,PRLAINOVIC A,2 - 2,226,SRB,3:46,2,Goal,1
Action shot,12.0,5,2,SRB,1.0,MANN J,2 - 2,183,USA,3:03,2,Blocked,0
Action shot,12.0,5,2,SRB,1.0,MITROVIC S,2 - 2,141,SRB,2:21,2,Saved,0
5m shot,7.0,5,2,SRB,1.0,SAMUELS J,2 - 2,114,USA,1:54,2,Missed,0
Action shot,6.0,5,3,SRB,1.0,PIJETLOVIC D,3 - 2,91,SRB,1:31,2,Goal,1
5m shot,2.0,5,4,SRB,1.0,MANDIC D,4 - 2,50,SRB,0:50,2,Goal,1
5m shot,5.0,5,4,SRB,1.0,CUK M,4 - 2,2,SRB,0:02,2,Post,0
Action shot,8.0,5,4,SRB,2.0,AZEVEDO T,4 - 3,454,USA,7:34,3,Goal,1
Centre shot,7.0,5,5,SRB,2.0,NIKIC S,5 - 3,429,SRB,7:09,3,Goal,1
Extra player shot,11.0,5,5,SRB,2.0,SMITH J,5 - 4,402,USA,6:42,4,Goal,1
Extra player shot,6.0,5,6,SRB,2.0,PIJETLOVIC D,6 - 4,376,SRB,6:16,4,Goal,1
Extra player shot,10.0,5,6,SRB,2.0,BONANNI B,6 - 5,295,USA,4:55,5,Goal,1
5m shot,2.0,5,6,SRB,2.0,MANDIC D,6 - 5,271,SRB,4:31,5,Post,0
Action shot,8.0,5,6,SRB,2.0,ALEKSIC M,6 - 5,206,SRB,3:26,5,Post,0
5m shot,11.0,5,6,SRB,2.0,PRLAINOVIC A,6 - 5,153,SRB,2:33,5,Blocked,0
Action shot,6.0,5,6,SRB,2.0,CUPIDO L,6 - 5,130,USA,2:10,5,Saved,0
5m shot,9.0,5,6,SRB,2.0,BOWEN A,6 - 5,103,USA,1:43,5,Saved,0
Action shot,7.0,5,6,SRB,2.0,NIKIC S,6 - 5,72,SRB,1:12,5,Saved,0
Counter attack,10.0,5,7,SRB,2.0,FILIPOVIC F,7 - 5,39,SRB,0:39,5,Goal,1
5m shot,9.0,5,7,SRB,2.0,BOWEN A,7 - 5,13,USA,0:13,5,Post,0
5m shot,10.0,5,7,SRB,2.0,FILIPOVIC F,7 - 5,1,SRB,0:01,5,Blocked,0
Extra player shot,6.0,5,7,SRB,3.0,CUPIDO L,7 - 6,406,USA,6:46,6,Goal,1
Action shot,8.0,5,7,SRB,3.0,AZEVEDO T,7 - 6,355,USA,5:55,6,Saved,0
5m shot,4.0,5,7,SRB,3.0,RANDELOVIC S,7 - 6,329,SRB,5:29,6,Post,0
Penalty shot,10.0,5,7,SRB,3.0,BONANNI B,7 - 6,308,USA,5:08,6,Post,0
Extra player shot,6.0,5,8,SRB,3.0,PIJETLOVIC D,8 - 6,289,SRB,4:49,6,Goal,1
Action shot,3.0,5,8,SRB,3.0,GOCIC Z,8 - 6,236,SRB,3:56,6,Saved,0
5m shot,6.0,5,8,SRB,3.0,CUPIDO L,8 - 6,208,USA,3:28,6,Missed,0
Counter attack,4.0,5,8,SRB,3.0,RANDELOVIC S,8 - 6,190,SRB,3:10,6,Saved,0
5m shot,8.0,5,8,SRB,3.0,AZEVEDO T,8 - 6,128,USA,2:08,6,Blocked,0
Centre shot,7.0,5,8,SRB,3.0,NIKIC S,8 - 6,107,SRB,1:47,6,Saved,0
Action shot,2.0,5,8,SRB,3.0,VAVIC N,8 - 6,78,USA,1:18,6,Missed,0
Action shot,6.0,5,8,SRB,3.0,CUPIDO L,8 - 6,38,USA,0:38,6,Saved,0
Action shot,3.0,5,9,SRB,3.0,GOCIC Z,9 - 6,20,SRB,0:20,6,Goal,1
5m shot,9.0,5,9,SRB,4.0,BOWEN A,9 - 6,457,USA,7:37,6,Saved,0
Action shot,9.0,5,9,SRB,4.0,BOWEN A,9 - 7,393,USA,6:33,7,Goal,1
Action shot,9.0,5,9,SRB,4.0,JAKSIC N,9 - 7,372,SRB,6:12,7,Saved,0
5m shot,5.0,5,9,SRB,4.0,CUK M,9 - 7,315,SRB,5:15,7,Saved,0
5m shot,11.0,5,9,SRB,4.0,SMITH J,9 - 7,290,USA,4:50,7,Saved,0
Extra player shot,6.0,5,10,SRB,4.0,PIJETLOVIC D,10 - 7,254,SRB,4:14,7,Goal,1
Action shot,2.0,5,10,SRB,4.0,MANDIC D,10 - 7,204,SRB,3:24,7,Post,0
Counter attack,2.0,5,11,SRB,4.0,MANDIC D,11 - 7,165,SRB,2:45,7,Goal,1
Action shot,7.0,5,11,SRB,4.0,NIKIC S,11 - 7,119,SRB,1:59,7,Blocked,0
Extra player shot,11.0,5,11,SRB,4.0,SMITH J,11 - 7,90,USA,1:30,7,Saved,0
5m shot,10.0,5,11,SRB,4.0,FILIPOVIC F,11 - 7,12,SRB,0:12,7,Saved,0
Action shot,7.0,5,12,SRB,4.0,NIKIC S,12 - 7,4,SRB,0:04,7,Goal,1
5m shot,6.0,5,12,SRB,4.0,CUPIDO L,12 - 7,0,USA,0:00,7,Saved,0
Extra player shot,2.0,6,0,HUN,1.0,GOR-NAGY M,0 - 0,451,HUN,7:31,0,Post,0
Extra player shot,12.0,6,1,HUN,1.0,HARAI B,1 - 0,450,HUN,7:30,0,Goal,1
5m shot,8.0,6,1,HUN,1.0,AZEVEDO T,1 - 0,366,USA,6:06,0,Post,0
5m shot,3.0,6,1,HUN,1.0,MADARAS N,1 - 0,340,HUN,5:40,0,Saved,0
5m shot,8.0,6,1,HUN,1.0,AZEVEDO T,1 - 1,315,USA,5:15,1,Goal,1
Counter attack,9.0,6,2,HUN,1.0,VARGA D,2 - 1,237,HUN,3:57,1,Goal,1
