Action,Cap,Game,Opponent,Opponent name,Period,Player,Score,Seconds,Team,Time,USA
20 sec. exclusion in centre,7.0,7,4,AUS,4.0,SAMUELS J,4 - 10,380,USA,6:20,10
Extra player shot - Goal,8.0,7,5,AUS,4.0,YOUNGER A,5 - 10,369,AUS,6:09,10
Turnover foul,10.0,7,5,AUS,4.0,BONANNI B,5 - 10,343,USA,5:43,10
Steal,3.0,7,5,AUS,4.0,FORD G,5 - 10,343,AUS,5:43,10
Action shot - Saved,12.0,7,5,AUS,4.0,MARTIN T,5 - 10,317,AUS,5:17,10
Action shot - Saved,2.0,7,5,AUS,4.0,VAVIC N,5 - 10,299,USA,4:59,10
Time-Out,,7,5,AUS,4.0,,5 - 10,299,USA,4:59,10
Turnover foul,12.0,7,5,AUS,4.0,MARTIN T,5 - 10,269,AUS,4:29,10
Steal,3.0,7,5,AUS,4.0,OBERT A,5 - 10,269,USA,4:29,10
Turnover foul,8.0,7,5,AUS,4.0,AZEVEDO T,5 - 10,244,USA,4:04,10
Steal,10.0,7,5,AUS,4.0,EMERY M,5 - 10,244,AUS,4:04,10
Counter attack - Saved,12.0,7,5,AUS,4.0,MARTIN T,5 - 10,229,AUS,3:49,10
Turnover foul,6.0,7,5,AUS,4.0,CUPIDO L,5 - 10,201,USA,3:21,10
Action shot - Saved,7.0,7,5,AUS,4.0,ROACH A,5 - 10,182,AUS,3:02,10
Action shot - Goal,2.0,7,6,AUS,4.0,CAMPBELL R,6 - 10,174,AUS,2:54,10
20 sec. exclusion in centre,11.0,7,6,AUS,4.0,HOWDEN R,6 - 10,152,AUS,2:32,10
Turnover foul,5.0,7,6,AUS,4.0,ROELSE A,6 - 10,128,USA,2:08,10
20 sec. exclusion in centre,2.0,7,6,AUS,4.0,VAVIC N,6 - 10,104,USA,1:44,10
Extra player shot - Saved,5.0,7,6,AUS,4.0,POWER N,6 - 10,96,AUS,1:36,10
Turnover foul,4.0,7,6,AUS,4.0,COTTERILL J,6 - 10,68,AUS,1:08,10
5m shot - Saved,10.0,7,6,AUS,4.0,BONANNI B,6 - 10,40,USA,0:40,10
Action shot - Blocked,8.0,7,6,AUS,4.0,YOUNGER A,6 - 10,31,AUS,0:31,10
