Period,Time,Action,Score,Team,Player,Cap,ITA,Opponent,Seconds,Game,Opponent name
3.0,3:08,Time-Out,6 - 5,ITA,,,6,5,188,4,RUS
3.0,2:47,Extra player shot - Goal,7 - 5,ITA,EMMOLO G,9.0,7,5,167,4,RUS
3.0,2:18,5m shot - Post,7 - 5,RUS,PROKOFYEVA E,3.0,7,5,138,4,RUS
3.0,1:53,Turnover foul,7 - 5,ITA,AIELLO R,6.0,7,5,113,4,RUS
3.0,1:53,Steal,7 - 5,RUS,KARNAUKH A,13.0,7,5,113,4,RUS
3.0,1:37,Centre shot - Goal,7 - 6,RUS,KARIMOVA E,4.0,7,6,97,4,RUS
3.0,1:11,5m shot - Missed,7 - 6,ITA,BIANCONI R,8.0,7,6,71,4,RUS
3.0,0:52,Turnover foul,7 - 6,RUS,SIMANOVICH A,8.0,7,6,52,4,RUS
3.0,0:52,Steal,7 - 6,ITA,QUEIROLO E,4.0,7,6,52,4,RUS
3.0,0:36,Turnover foul,7 - 6,ITA,BIANCONI R,8.0,7,6,36,4,RUS
3.0,0:36,Steal,7 - 6,RUS,SIMANOVICH A,8.0,7,6,36,4,RUS
3.0,0:36,Time-Out,7 - 6,RUS,,,7,6,36,4,RUS
3.0,0:17,5m shot - Blocked,7 - 6,RUS,BORISOVA M,5.0,7,6,17,4,RUS
3.0,0:14,Action shot - Goal,7 - 7,RUS,GORBUNOVA O,6.0,7,7,14,4,RUS
3.0,0:08,20 sec. exclusion in field,7 - 7,RUS,PROKOFYEVA E,3.0,7,7,8,4,RUS
3.0,0:01,Extra player shot - Post,7 - 7,ITA,RADICCHI F,5.0,7,7,1,4,RUS
4.0,8:00,Starting goalkeeper,7 - 7,ITA,GORLERO G,1.0,7,7,480,4,RUS
4.0,8:00,Starting goalkeeper,7 - 7,RUS,KARNAUKH A,13.0,7,7,480,4,RUS
4.0,8:00,Sprint won possession,7 - 7,RUS,PROKOFYEVA E,3.0,7,7,480,4,RUS
4.0,7:32,5m shot - Goal,7 - 8,RUS,IVANOVA E,11.0,7,8,452,4,RUS
4.0,6:34,Action shot - Goal,7 - 9,RUS,IVANOVA E,11.0,7,9,394,4,RUS
4.0,6:17,20 sec. exclusion in centre,7 - 9,RUS,TOLKUNOVA T,10.0,7,9,377,4,RUS
4.0,6:03,Turnover foul,7 - 9,ITA,EMMOLO G,9.0,7,9,363,4,RUS
4.0,5:39,20 sec. exclusion in field,7 - 9,RUS,TIMOFEEVA A,9.0,7,9,339,4,RUS
4.0,5:39,Time-Out,7 - 9,ITA,,,7,9,339,4,RUS
4.0,5:22,Turnover foul,7 - 9,ITA,EMMOLO G,9.0,7,9,322,4,RUS
4.0,5:22,Steal,7 - 9,RUS,PROKOFYEVA E,3.0,7,9,322,4,RUS
4.0,4:51,5m shot - Post,7 - 9,RUS,KARIMOVA E,4.0,7,9,291,4,RUS
4.0,4:29,5m shot - Saved,7 - 9,ITA,QUEIROLO E,4.0,7,9,269,4,RUS
4.0,4:02,Turnover foul,7 - 9,RUS,IVANOVA E,11.0,7,9,242,4,RUS
4.0,4:02,Steal,7 - 9,ITA,GORLERO G,1.0,7,9,242,4,RUS
4.0,3:55,20 sec. exclusion in field,7 - 9,RUS,PROKOFYEVA E,3.0,7,9,235,4,RUS
4.0,3:41,Extra player shot - Goal,8 - 9,ITA,BIANCONI R,8.0,8,9,221,4,RUS
4.0,3:18,20 sec. exclusion in centre,8 - 9,ITA,RADICCHI F,5.0,8,9,198,4,RUS
4.0,3:18,Exclusion with substitution,8 - 9,ITA,RADICCHI F,5.0,8,9,198,4,RUS
4.0,3:18,Time-Out,8 - 9,RUS,,,8,9,198,4,RUS
4.0,2:49,5m shot - Saved,8 - 9,RUS,IVANOVA E,11.0,8,9,169,4,RUS
4.0,2:21,Action shot - Saved,8 - 9,ITA,TABANI C,2.0,8,9,141,4,RUS
4.0,2:03,Turnover foul,8 - 9,RUS,SIMANOVICH A,8.0,8,9,123,4,RUS
4.0,1:44,20 sec. exclusion in centre,8 - 9,RUS,IVANOVA E,11.0,8,9,104,4,RUS
4.0,1:26,Extra player shot - Saved,8 - 9,ITA,BIANCONI R,8.0,8,9,86,4,RUS
4.0,0:25,20 sec. exclusion in centre,8 - 9,RUS,SIMANOVICH A,8.0,8,9,25,4,RUS
4.0,0:02,Action shot - Saved,8 - 9,ITA,AIELLO R,6.0,8,9,2,4,RUS
1.0,8:00,Starting goalkeeper,0 - 0,ITA,GORLERO G,1.0,0,0,480,5,AUS
1.0,8:00,Starting goalkeeper,0 - 0,AUS,YANITSAS L,1.0,0,0,480,5,AUS
1.0,8:00,Sprint won possession,0 - 0,AUS,GOFERS K,2.0,0,0,480,5,AUS
1.0,7:31,Action shot - Missed,0 - 0,AUS,BUCKLING H,3.0,0,0,451,5,AUS
1.0,7:20,5m shot - Goal,1 - 0,ITA,BIANCONI R,8.0,1,0,440,5,AUS
1.0,7:00,Centre shot - Goal,1 - 1,AUS,WEBSTER R,7.0,1,1,420,5,AUS
1.0,6:35,5m shot - Blocked,1 - 1,ITA,RADICCHI F,5.0,1,1,395,5,AUS
1.0,6:05,5m shot - Blocked,1 - 1,AUS,BISHOP I,5.0,1,1,365,5,AUS
1.0,5:42,Penalty foul,1 - 1,AUS,WEBSTER R,7.0,1,1,342,5,AUS
1.0,5:42,Penalty shot - Goal,2 - 1,ITA,BIANCONI R,8.0,2,1,342,5,AUS
1.0,5:23,20 sec. exclusion in centre,2 - 1,ITA,QUEIROLO E,4.0,2,1,323,5,AUS
1.0,5:11,Action shot - Blocked,2 - 1,AUS,BUCKLING H,3.0,2,1,311,5,AUS
1.0,4:45,20 sec. exclusion in centre,2 - 1,AUS,GOFERS K,2.0,2,1,285,5,AUS
1.0,4:34,Extra player shot - Goal,3 - 1,ITA,AIELLO R,6.0,3,1,274,5,AUS
1.0,4:34,Time-Out,3 - 1,AUS,,,3,1,274,5,AUS
1.0,4:05,Turnover foul,3 - 1,AUS,WEBSTER R,7.0,3,1,245,5,AUS
1.0,4:05,Steal,3 - 1,ITA,TABANI C,2.0,3,1,245,5,AUS
1.0,3:47,5m shot - Goal,4 - 1,ITA,BIANCONI R,8.0,4,1,227,5,AUS
1.0,3:02,5m shot - Goal,5 - 1,ITA,BIANCONI R,8.0,5,1,182,5,AUS
1.0,2:51,Centre shot - Goal,5 - 2,AUS,BUCKLING H,3.0,5,2,171,5,AUS
1.0,2:31,Centre shot - Missed,5 - 2,ITA,AIELLO R,6.0,5,2,151,5,AUS
1.0,2:09,Action shot - Saved,5 - 2,AUS,WEBSTER R,7.0,5,2,129,5,AUS
1.0,1:45,5m shot - Missed,5 - 2,ITA,COTTI A,11.0,5,2,105,5,AUS
1.0,1:26,Turnover foul,5 - 2,AUS,WEBSTER R,7.0,5,2,86,5,AUS
1.0,1:05,Centre shot - Saved,5 - 2,ITA,AIELLO R,6.0,5,2,65,5,AUS
1.0,0:46,Action shot - Goal,5 - 3,AUS,BAXTER M,11.0,5,3,46,5,AUS
1.0,0:20,5m shot - Saved,5 - 3,ITA,EMMOLO G,9.0,5,3,20,5,AUS
1.0,0:01,Time-Out,5 - 3,ITA,,,5,3,1,5,AUS
2.0,8:00,Starting goalkeeper,5 - 3,ITA,GORLERO G,1.0,5,3,480,5,AUS
2.0,8:00,Starting goalkeeper,5 - 3,AUS,YANITSAS L,1.0,5,3,480,5,AUS
2.0,8:00,Sprint won possession,5 - 3,ITA,BIANCONI R,8.0,5,3,480,5,AUS
2.0,7:31,5m shot - Saved,5 - 3,ITA,QUEIROLO E,4.0,5,3,451,5,AUS
2.0,7:13,Turnover foul,5 - 3,AUS,BISHOP I,5.0,5,3,433,5,AUS
2.0,7:13,Steal,5 - 3,ITA,RADICCHI F,5.0,5,3,433,5,AUS
2.0,6:49,5m shot - Goal,6 - 3,ITA,RADICCHI F,5.0,6,3,409,5,AUS
2.0,6:26,5m shot - Missed,6 - 3,AUS,WEBSTER R,7.0,6,3,386,5,AUS
2.0,6:05,5m shot - Blocked,6 - 3,ITA,GARIBOTTI A,3.0,6,3,365,5,AUS
2.0,5:36,5m shot - Missed,6 - 3,AUS,RIDGE A,6.0,6,3,336,5,AUS
2.0,5:23,Turnover foul,6 - 3,ITA,QUEIROLO E,4.0,6,3,323,5,AUS
2.0,5:23,Steal,6 - 3,AUS,HALLIGAN B,4.0,6,3,323,5,AUS
2.0,4:56,5m shot - Blocked,6 - 3,AUS,GOFERS K,2.0,6,3,296,5,AUS
2.0,4:37,Turnover foul,6 - 3,ITA,AIELLO R,6.0,6,3,277,5,AUS
2.0,4:37,Steal,6 - 3,AUS,GOFERS K,2.0,6,3,277,5,AUS
2.0,4:09,5m shot - Blocked,6 - 3,AUS,HALLIGAN B,4.0,6,3,249,5,AUS
2.0,3:48,Centre shot - Saved,6 - 3,AUS,WEBSTER R,7.0,6,3,228,5,AUS
2.0,2:50,Centre shot - Goal,6 - 4,AUS,WEBSTER R,7.0,6,4,170,5,AUS
2.0,2:28,20 sec. exclusion in field,6 - 4,AUS,BUCKLING H,3.0,6,4,148,5,AUS
2.0,2:09,Extra player shot - Goal,7 - 4,ITA,RADICCHI F,5.0,7,4,129,5,AUS
2.0,1:48,Centre shot - Goal,7 - 5,AUS,ARANCINI Z,9.0,7,5,108,5,AUS
2.0,1:26,5m shot - Post,7 - 5,ITA,RADICCHI F,5.0,7,5,86,5,AUS
2.0,1:11,Turnover foul,7 - 5,AUS,BUCKLING H,3.0,7,5,71,5,AUS
2.0,0:51,20 sec. exclusion in centre,7 - 5,AUS,BAXTER M,11.0,7,5,51,5,AUS
2.0,0:51,Time-Out,7 - 5,ITA,,,7,5,51,5,AUS
2.0,0:32,Extra player shot - Missed,7 - 5,ITA,EMMOLO G,9.0,7,5,32,5,AUS
2.0,0:27,Time-Out,7 - 5,AUS,,,7,5,27,5,AUS
2.0,0:10,Centre shot - Goal,7 - 6,AUS,BISHOP I,5.0,7,6,10,5,AUS
2.0,0:01,5m shot - Missed,7 - 6,ITA,EMMOLO G,9.0,7,6,1,5,AUS
3.0,8:00,Starting goalkeeper,7 - 6,ITA,GORLERO G,1.0,7,6,480,5,AUS
3.0,8:00,Starting goalkeeper,7 - 6,AUS,YANITSAS L,1.0,7,6,480,5,AUS
3.0,8:00,Sprint won possession,7 - 6,AUS,GOFERS K,2.0,7,6,480,5,AUS
3.0,7:32,5m shot - Goal,7 - 7,AUS,BISHOP I,5.0,7,7,452,5,AUS
4.0,0:04,Time-Out,7 - 7,ITA,,,7,7,4,5,AUS
3.0,7:03,Turnover foul,13 - 14,ITA,BIANCONI R,8.0,13,14,423,5,AUS
3.0,7:03,Steal,13 - 14,AUS,BISHOP I,5.0,13,14,423,5,AUS
3.0,6:34,Turnover foul,13 - 14,AUS,GOFERS K,2.0,13,14,394,5,AUS
3.0,6:34,Steal,13 - 14,ITA,GORLERO G,1.0,13,14,394,5,AUS
3.0,6:07,20 sec. exclusion in centre,13 - 14,AUS,BUCKLING H,3.0,13,14,367,5,AUS
3.0,5:52,Extra player shot - Saved,13 - 14,ITA,AIELLO R,6.0,13,14,352,5,AUS
3.0,5:25,5m shot - Goal,7 - 8,AUS,WEBSTER R,7.0,7,8,325,5,AUS
3.0,5:06,20 sec. exclusion in field,7 - 8,AUS,GOFERS K,2.0,7,8,306,5,AUS
3.0,4:55,Extra player shot - Post,7 - 8,ITA,BIANCONI R,8.0,7,8,295,5,AUS
3.0,4:13,Centre shot - Goal,8 - 8,ITA,AIELLO R,6.0,8,8,253,5,AUS
3.0,3:45,5m shot - Saved,8 - 8,AUS,HALLIGAN B,4.0,8,8,225,5,AUS
3.0,3:21,5m shot - Missed,8 - 8,ITA,BIANCONI R,8.0,8,8,201,5,AUS
3.0,3:07,20 sec. exclusion in centre,8 - 8,ITA,GARIBOTTI A,3.0,8,8,187,5,AUS
3.0,3:07,Time-Out,8 - 8,AUS,,,8,8,187,5,AUS
3.0,2:43,Turnover foul,8 - 8,AUS,BUCKLING H,3.0,8,8,163,5,AUS
3.0,2:43,Steal,8 - 8,ITA,EMMOLO G,9.0,8,8,163,5,AUS
3.0,2:18,5m shot - Saved,8 - 8,ITA,DARIO S,12.0,8,8,138,5,AUS
3.0,2:02,Turnover foul,8 - 8,ITA,DARIO S,12.0,8,8,122,5,AUS
3.0,2:02,Steal,8 - 8,AUS,BISHOP I,5.0,8,8,122,5,AUS
3.0,1:51,Penalty foul,8 - 8,ITA,DARIO S,12.0,8,8,111,5,AUS
3.0,1:51,Penalty shot - Goal,8 - 9,AUS,WEBSTER R,7.0,8,9,111,5,AUS
3.0,1:24,5m shot - Saved,8 - 9,ITA,RADICCHI F,5.0,8,9,84,5,AUS
3.0,0:37,Action shot - Saved,8 - 9,ITA,GARIBOTTI A,3.0,8,9,37,5,AUS
3.0,0:10,Turnover foul,8 - 9,AUS,GOFERS K,2.0,8,9,10,5,AUS
3.0,0:10,Steal,8 - 9,ITA,RADICCHI F,5.0,8,9,10,5,AUS
3.0,0:10,Time-Out,8 - 9,ITA,,,8,9,10,5,AUS
3.0,0:01,Turnover foul,8 - 9,ITA,QUEIROLO E,4.0,8,9,1,5,AUS
3.0,0:01,Steal,8 - 9,AUS,GOFERS K,2.0,8,9,1,5,AUS
4.0,8:00,Starting goalkeeper,8 - 9,ITA,GORLERO G,1.0,8,9,480,5,AUS
4.0,8:00,Starting goalkeeper,8 - 9,AUS,YANITSAS L,1.0,8,9,480,5,AUS
4.0,8:00,Sprint won possession,8 - 9,AUS,GOFERS K,2.0,8,9,480,5,AUS
4.0,7:31,Centre shot - Post,8 - 9,AUS,WEBSTER R,7.0,8,9,451,5,AUS
4.0,7:10,20 sec. exclusion in centre,8 - 9,AUS,BISHOP I,5.0,8,9,430,5,AUS
4.0,6:50,Extra player shot - Goal,9 - 9,ITA,GARIBOTTI A,3.0,9,9,410,5,AUS
4.0,6:23,Turnover foul,9 - 9,AUS,STEERE M,12.0,9,9,383,5,AUS
4.0,6:08,Turnover foul,9 - 9,ITA,QUEIROLO E,4.0,9,9,368,5,AUS
4.0,6:08,Steal,9 - 9,AUS,BISHOP I,5.0,9,9,368,5,AUS
4.0,5:55,Turnover foul,9 - 9,AUS,STEERE M,12.0,9,9,355,5,AUS
4.0,5:55,Steal,9 - 9,ITA,GARIBOTTI A,3.0,9,9,355,5,AUS
4.0,5:35,Action shot - Saved,9 - 9,ITA,QUEIROLO E,4.0,9,9,335,5,AUS
4.0,5:08,Action shot - Saved,9 - 9,AUS,BUCKLING H,3.0,9,9,308,5,AUS
4.0,4:40,Turnover foul,9 - 9,ITA,BIANCONI R,8.0,9,9,280,5,AUS
4.0,4:40,Steal,9 - 9,AUS,BISHOP I,5.0,9,9,280,5,AUS
4.0,4:15,Action shot - Goal,9 - 10,AUS,BUCKLING H,3.0,9,10,255,5,AUS
4.0,3:55,20 sec. exclusion in centre,9 - 10,AUS,RIDGE A,6.0,9,10,235,5,AUS
4.0,3:28,5m shot - Saved,9 - 10,ITA,BIANCONI R,8.0,9,10,208,5,AUS
4.0,3:11,20 sec. exclusion in field,9 - 10,AUS,GOFERS K,2.0,9,10,191,5,AUS
4.0,3:11,Exclusion with substitution,9 - 10,AUS,GOFERS K,2.0,9,10,191,5,AUS
4.0,2:47,Action shot - Goal,10 - 10,ITA,BIANCONI R,8.0,10,10,167,5,AUS
4.0,2:47,Yellow card,10 - 10,AUS,Team Official,,10,10,167,5,AUS
4.0,2:33,20 sec. exclusion in centre,10 - 10,ITA,TABANI C,2.0,10,10,153,5,AUS
4.0,2:11,Action shot - Post,10 - 10,AUS,WEBSTER R,7.0,10,10,131,5,AUS
4.0,1:44,5m shot - Blocked,10 - 10,ITA,BIANCONI R,8.0,10,10,104,5,AUS
4.0,1:42,Penalty foul,10 - 10,AUS,HALLIGAN B,4.0,10,10,102,5,AUS
4.0,1:42,Penalty shot - Goal,11 - 10,ITA,GARIBOTTI A,3.0,11,10,102,5,AUS
4.0,1:20,20 sec. exclusion in centre,11 - 10,ITA,TABANI C,2.0,11,10,80,5,AUS
4.0,1:20,Time-Out,11 - 10,AUS,,,11,10,80,5,AUS
4.0,0:52,Centre shot - Saved,11 - 10,AUS,BUCKLING H,3.0,11,10,52,5,AUS
4.0,0:25,5m shot - Missed,11 - 10,ITA,AIELLO R,6.0,11,10,25,5,AUS
4.0,0:05,20 sec. exclusion in field,11 - 10,ITA,AIELLO R,6.0,11,10,5,5,AUS
4.0,0:04,Extra player shot - Goal,11 - 11,AUS,HALLIGAN B,4.0,11,11,4,5,AUS
1.0,8:00,Starting goalkeeper,0 - 0,ITA,GORLERO G,1.0,0,0,480,6,HUN
1.0,8:00,Starting goalkeeper,0 - 0,HUN,GANGL E,1.0,0,0,480,6,HUN
1.0,8:00,Sprint won possession,0 - 0,ITA,BIANCONI R,8.0,0,0,480,6,HUN
1.0,7:31,5m shot - Saved,0 - 0,ITA,RADICCHI F,5.0,0,0,451,6,HUN
1.0,7:02,Turnover foul,0 - 0,HUN,BUJKA B,10.0,0,0,422,6,HUN
1.0,7:02,Steal,0 - 0,ITA,RADICCHI F,5.0,0,0,422,6,HUN
1.0,6:35,5m shot - Post,0 - 0,ITA,BIANCONI R,8.0,0,0,395,6,HUN
1.0,6:12,Action shot - Goal,0 - 1,HUN,BUJKA B,10.0,0,1,372,6,HUN
1.0,5:58,20 sec. exclusion in centre,0 - 1,HUN,CSABAI D,11.0,0,1,358,6,HUN
1.0,5:42,Extra player shot - Goal,1 - 1,ITA,BIANCONI R,8.0,1,1,342,6,HUN
1.0,5:15,Turnover foul,1 - 1,HUN,TAKACS O,6.0,1,1,315,6,HUN
1.0,5:15,Steal,1 - 1,ITA,GORLERO G,1.0,1,1,315,6,HUN
1.0,4:54,5m shot - Saved,1 - 1,ITA,RADICCHI F,5.0,1,1,294,6,HUN
1.0,4:41,Action shot - Saved,1 - 1,HUN,KESZTHELYI R,8.0,1,1,281,6,HUN
1.0,4:30,20 sec. exclusion in centre,1 - 1,ITA,RADICCHI F,5.0,1,1,270,6,HUN
1.0,4:10,Extra player shot - Goal,1 - 2,HUN,SZILAGYI D,12.0,1,2,250,6,HUN
1.0,3:30,20 sec. exclusion in centre,1 - 2,ITA,BIANCONI R,8.0,1,2,210,6,HUN
1.0,3:08,Action shot - Saved,1 - 2,HUN,BUJKA B,10.0,1,2,188,6,HUN
1.0,2:55,20 sec. exclusion in centre,1 - 2,HUN,SZUCS G,5.0,1,2,175,6,HUN
1.0,2:55,Time-Out,1 - 2,ITA,,,1,2,175,6,HUN
1.0,2:26,5m shot - Blocked,1 - 2,ITA,EMMOLO G,9.0,1,2,146,6,HUN
1.0,1:57,5m shot - Saved,1 - 2,HUN,KESZTHELYI R,8.0,1,2,117,6,HUN
1.0,1:13,Action shot - Goal,1 - 3,HUN,ANTAL D,3.0,1,3,73,6,HUN
1.0,0:56,Turnover foul,1 - 3,ITA,BIANCONI R,8.0,1,3,56,6,HUN
1.0,0:56,Steal,1 - 3,HUN,ILLES A,7.0,1,3,56,6,HUN
1.0,0:34,Turnover foul,1 - 3,HUN,TAKACS O,6.0,1,3,34,6,HUN
1.0,0:34,Steal,1 - 3,ITA,DARIO S,12.0,1,3,34,6,HUN
1.0,0:13,5m shot - Goal,2 - 3,ITA,BIANCONI R,8.0,2,3,13,6,HUN
1.0,0:13,Time-Out,2 - 3,HUN,,,2,3,13,6,HUN
1.0,0:01,5m shot - Post,2 - 3,HUN,BUJKA B,10.0,2,3,1,6,HUN
2.0,8:00,Starting goalkeeper,2 - 3,ITA,GORLERO G,1.0,2,3,480,6,HUN
2.0,8:00,Starting goalkeeper,2 - 3,HUN,GANGL E,1.0,2,3,480,6,HUN
2.0,8:00,Sprint won possession,2 - 3,ITA,BIANCONI R,8.0,2,3,480,6,HUN
2.0,7:42,Turnover foul,2 - 3,ITA,AIELLO R,6.0,2,3,462,6,HUN
2.0,7:28,Turnover foul,2 - 3,HUN,BUJKA B,10.0,2,3,448,6,HUN
2.0,7:03,Turnover foul,2 - 3,ITA,BIANCONI R,8.0,2,3,423,6,HUN
2.0,7:03,Steal,2 - 3,HUN,GANGL E,1.0,2,3,423,6,HUN
2.0,6:55,Counter attack - Goal,2 - 4,HUN,KESZTHELYI R,8.0,2,4,415,6,HUN
2.0,6:33,5m shot - Blocked,2 - 4,ITA,QUEIROLO E,4.0,2,4,393,6,HUN
2.0,6:10,5m shot - Saved,2 - 4,HUN,CZIGANY D,2.0,2,4,370,6,HUN
2.0,5:38,Turnover foul,2 - 4,HUN,GURISATTI G,4.0,2,4,338,6,HUN
2.0,5:38,Steal,2 - 4,ITA,GORLERO G,1.0,2,4,338,6,HUN
2.0,5:38,20 sec. exclusion in field,2 - 4,HUN,TAKACS O,6.0,2,4,338,6,HUN
2.0,5:38,Time-Out,2 - 4,ITA,,,2,4,338,6,HUN
2.0,5:21,Action shot - Saved,2 - 4,ITA,EMMOLO G,9.0,2,4,321,6,HUN
2.0,5:14,Action shot - Goal,3 - 4,ITA,GARIBOTTI A,3.0,3,4,314,6,HUN
2.0,4:54,Turnover foul,3 - 4,HUN,BUJKA B,10.0,3,4,294,6,HUN
2.0,4:54,Steal,3 - 4,ITA,GORLERO G,1.0,3,4,294,6,HUN
2.0,4:34,Turnover foul,3 - 4,ITA,GARIBOTTI A,3.0,3,4,274,6,HUN
2.0,4:34,Steal,3 - 4,HUN,CZIGANY D,2.0,3,4,274,6,HUN
2.0,4:32,20 sec. exclusion in field,3 - 4,ITA,BIANCONI R,8.0,3,4,272,6,HUN
2.0,4:31,Time-Out,3 - 4,HUN,,,3,4,271,6,HUN
2.0,4:09,5m shot - Goal,3 - 5,HUN,KESZTHELYI R,8.0,3,5,249,6,HUN
2.0,3:44,5m shot - Saved,3 - 5,ITA,COTTI A,11.0,3,5,224,6,HUN
2.0,3:20,Turnover foul,3 - 5,ITA,AIELLO R,6.0,3,5,200,6,HUN
2.0,3:20,Steal,3 - 5,HUN,ILLES A,7.0,3,5,200,6,HUN
2.0,2:51,5m shot - Post,3 - 5,HUN,ILLES A,7.0,3,5,171,6,HUN
2.0,2:26,Turnover foul,3 - 5,ITA,PICOZZI D,7.0,3,5,146,6,HUN
2.0,2:26,Steal,3 - 5,HUN,KESZTHELYI R,8.0,3,5,146,6,HUN
2.0,2:13,Turnover foul,3 - 5,HUN,ILLES A,7.0,3,5,133,6,HUN
2.0,2:01,20 sec. exclusion in field,3 - 5,HUN,BUJKA B,10.0,3,5,121,6,HUN
4.0,2:22,Steal,3 - 5,HUN,TAKACS O,6.0,3,5,142,6,HUN
4.0,1:55,Action shot - Saved,3 - 5,HUN,SZILAGYI D,12.0,3,5,115,6,HUN
4.0,1:52,Time-Out,3 - 5,ITA,,,3,5,112,6,HUN
4.0,1:30,Turnover foul,3 - 5,ITA,TABANI C,2.0,3,5,90,6,HUN
4.0,1:30,Steal,3 - 5,HUN,SZILAGYI D,12.0,3,5,90,6,HUN
4.0,1:09,Turnover foul,3 - 5,HUN,TAKACS O,6.0,3,5,69,6,HUN
4.0,1:09,Steal,3 - 5,ITA,GORLERO G,1.0,3,5,69,6,HUN
2.0,1:47,Extra player shot - Goal,4 - 5,ITA,GARIBOTTI A,3.0,4,5,107,6,HUN
2.0,1:19,Action shot - Goal,4 - 6,HUN,GURISATTI G,4.0,4,6,79,6,HUN
2.0,0:52,5m shot - Saved,4 - 6,ITA,COTTI A,11.0,4,6,52,6,HUN
2.0,0:36,Action shot - Post,4 - 6,HUN,CZIGANY D,2.0,4,6,36,6,HUN
2.0,0:07,5m shot - Post,4 - 6,HUN,KESZTHELYI R,8.0,4,6,7,6,HUN
2.0,0:01,5m shot - Missed,4 - 6,ITA,COTTI A,11.0,4,6,1,6,HUN
3.0,8:00,Starting goalkeeper,4 - 6,ITA,GORLERO G,1.0,4,6,480,6,HUN
3.0,8:00,Starting goalkeeper,4 - 6,HUN,GANGL E,1.0,4,6,480,6,HUN
3.0,8:00,Sprint won possession,4 - 6,HUN,SZILAGYI D,12.0,4,6,480,6,HUN
3.0,7:37,20 sec. exclusion in centre,4 - 6,ITA,RADICCHI F,5.0,4,6,457,6,HUN
3.0,7:21,Extra player shot - Goal,4 - 7,HUN,SZILAGYI D,12.0,4,7,441,6,HUN
3.0,6:55,5m shot - Saved,4 - 7,ITA,GARIBOTTI A,3.0,4,7,415,6,HUN
3.0,6:32,Action shot - Missed,4 - 7,HUN,KESZTHELYI R,8.0,4,7,392,6,HUN
3.0,6:17,20 sec. exclusion in centre,4 - 7,HUN,SZUCS G,5.0,4,7,377,6,HUN
3.0,5:52,Action shot - Saved,4 - 7,ITA,GARIBOTTI A,3.0,4,7,352,6,HUN
3.0,5:23,5m shot - Post,4 - 7,HUN,SZILAGYI D,12.0,4,7,323,6,HUN
3.0,5:07,Penalty foul,4 - 7,HUN,CSABAI D,11.0,4,7,307,6,HUN
3.0,5:07,Penalty shot - Goal,5 - 7,ITA,BIANCONI R,8.0,5,7,307,6,HUN
3.0,4:38,Action shot - Blocked,5 - 7,HUN,BUJKA B,10.0,5,7,278,6,HUN
3.0,4:07,5m shot - Saved,5 - 7,ITA,TABANI C,2.0,5,7,247,6,HUN
3.0,3:41,5m shot - Saved,5 - 7,HUN,CZIGANY D,2.0,5,7,221,6,HUN
3.0,3:21,Turnover foul,5 - 7,HUN,BUJKA B,10.0,5,7,201,6,HUN
3.0,3:21,Steal,5 - 7,ITA,GORLERO G,1.0,5,7,201,6,HUN
3.0,3:06,20 sec. exclusion in centre,5 - 7,HUN,TAKACS O,6.0,5,7,186,6,HUN
3.0,2:37,Action shot - Blocked,5 - 7,ITA,QUEIROLO E,4.0,5,7,157,6,HUN
3.0,2:16,Turnover foul,5 - 7,HUN,GURISATTI G,4.0,5,7,136,6,HUN
3.0,2:16,Steal,5 - 7,ITA,BIANCONI R,8.0,5,7,136,6,HUN
3.0,2:09,Action shot - Post,5 - 7,ITA,TABANI C,2.0,5,7,129,6,HUN
3.0,1:53,Turnover foul,5 - 7,HUN,GURISATTI G,4.0,5,7,113,6,HUN
3.0,1:53,Steal,5 - 7,ITA,GORLERO G,1.0,5,7,113,6,HUN
3.0,1:37,20 sec. exclusion in centre,5 - 7,HUN,CZIGANY D,2.0,5,7,97,6,HUN
3.0,1:37,Time-Out,5 - 7,ITA,,,5,7,97,6,HUN
3.0,1:20,Extra player shot - Goal,6 - 7,ITA,GARIBOTTI A,3.0,6,7,80,6,HUN
3.0,1:07,20 sec. exclusion in field,6 - 7,ITA,PICOZZI D,7.0,6,7,67,6,HUN
3.0,1:06,Time-Out,6 - 7,HUN,,,6,7,66,6,HUN
3.0,0:44,Action shot - Goal,6 - 8,HUN,KESZTHELYI R,8.0,6,8,44,6,HUN
3.0,0:16,Action shot - Saved,6 - 8,ITA,AIELLO R,6.0,6,8,16,6,HUN
3.0,0:07,Action shot - Missed,6 - 8,HUN,SZUCS G,5.0,6,8,7,6,HUN
4.0,8:00,Starting goalkeeper,6 - 8,ITA,GORLERO G,1.0,6,8,480,6,HUN
4.0,8:00,Starting goalkeeper,6 - 8,HUN,GANGL E,1.0,6,8,480,6,HUN
4.0,8:00,Sprint won possession,6 - 8,ITA,BIANCONI R,8.0,6,8,480,6,HUN
4.0,7:40,5m shot - Post,6 - 8,ITA,BIANCONI R,8.0,6,8,460,6,HUN
4.0,7:19,Action shot - Post,6 - 8,HUN,SZILAGYI D,12.0,6,8,439,6,HUN
4.0,7:06,20 sec. exclusion in centre,6 - 8,HUN,TOTH I,9.0,6,8,426,6,HUN
4.0,6:49,5m shot - Blocked,6 - 8,ITA,EMMOLO G,9.0,6,8,409,6,HUN
4.0,6:20,Turnover foul,6 - 8,HUN,SZILAGYI D,12.0,6,8,380,6,HUN
