Action,Cap,Game,JPN,Opponent,Opponent name,Period,Player,Score,Seconds,Team,Time,Result,Goal
Extra player shot,9.0,1,4,9,AUS,4.0,TAKEI K,4 - 9,201,JPN,3:21,Goal,1
Extra player shot,4.0,1,4,9,AUS,4.0,SHIGA M,4 - 9,153,JPN,2:33,Missed,0
Action shot,4.0,1,4,10,AUS,4.0,COTTERILL J,4 - 10,102,AUS,1:42,Goal,1
5m shot,12.0,1,4,10,AUS,4.0,MARTIN T,4 - 10,10,AUS,0:10,Post,0
Extra player shot,9.0,2,1,0,SRB,1.0,TAKEI K,0 - 1,427,JPN,7:07,Goal,1
Centre shot,7.0,2,1,1,SRB,1.0,NIKIC S,1 - 1,405,SRB,6:45,Goal,1
Extra player shot,9.0,2,1,1,SRB,1.0,TAKEI K,1 - 1,369,JPN,6:09,Saved,0
Extra player shot,4.0,2,1,1,SRB,1.0,RANDELOVIC S,1 - 1,328,SRB,5:28,Missed,0
Action shot,7.0,2,1,1,SRB,1.0,NIKIC S,1 - 1,284,SRB,4:44,Saved,0
Action shot,11.0,2,1,1,SRB,1.0,OKAWA K,1 - 1,272,JPN,4:32,Saved,0
Extra player shot,12.0,2,1,1,SRB,1.0,MITROVIC S,1 - 1,235,SRB,3:55,Post,0
Extra player shot,9.0,2,1,1,SRB,1.0,JAKSIC N,1 - 1,173,SRB,2:53,Saved,0
Extra player shot,8.0,2,1,1,SRB,1.0,ALEKSIC M,1 - 1,117,SRB,1:57,Saved,0
Action shot,11.0,2,1,2,SRB,1.0,PRLAINOVIC A,2 - 1,67,SRB,1:07,Goal,1
5m shot,2.0,2,1,2,SRB,1.0,MANDIC D,2 - 1,0,SRB,0:00,Saved,0
Extra player shot,6.0,2,1,3,SRB,2.0,PIJETLOVIC D,3 - 1,451,SRB,7:31,Goal,1
Action shot,2.0,2,1,3,SRB,2.0,MANDIC D,3 - 1,405,SRB,6:45,Saved,0
5m shot,6.0,2,1,3,SRB,2.0,PIJETLOVIC D,3 - 1,385,SRB,6:25,Saved,0
Centre shot,9.0,2,1,4,SRB,2.0,JAKSIC N,4 - 1,384,SRB,6:24,Goal,1
Action shot,7.0,2,1,4,SRB,2.0,SHIMIZU Y,4 - 1,336,JPN,5:36,Saved,0
Action shot,7.0,2,1,5,SRB,2.0,NIKIC S,5 - 1,315,SRB,5:15,Goal,1
Centre shot,7.0,2,1,6,SRB,2.0,NIKIC S,6 - 1,273,SRB,4:33,Goal,1
Action shot,3.0,2,2,6,SRB,2.0,ARAI A,6 - 2,253,JPN,4:13,Goal,1
Action shot,12.0,2,2,7,SRB,2.0,MITROVIC S,7 - 2,238,SRB,3:58,Goal,1
Action shot,8.0,2,2,7,SRB,2.0,KADONO Y,7 - 2,175,JPN,2:55,Blocked,0
Centre shot,11.0,2,2,8,SRB,2.0,PRLAINOVIC A,8 - 2,151,SRB,2:31,Goal,1
Centre shot,7.0,2,2,8,SRB,2.0,SHIMIZU Y,8 - 2,134,JPN,2:14,Blocked,0
5m shot,4.0,2,2,8,SRB,2.0,SHIGA M,8 - 2,92,JPN,1:32,Missed,0
5m shot,3.0,2,2,8,SRB,2.0,GOCIC Z,8 - 2,73,SRB,1:13,Saved,0
Penalty shot,2.0,2,3,8,SRB,2.0,ADACHI S,8 - 3,56,JPN,0:56,Goal,1
Action shot,3.0,2,3,8,SRB,2.0,ARAI A,8 - 3,10,JPN,0:10,Post,0
Action shot,8.0,2,3,8,SRB,4.0,KADONO Y,8 - 3,125,JPN,2:05,Saved,0
5m shot,2.0,2,3,8,SRB,4.0,MANDIC D,8 - 3,106,SRB,1:46,Saved,0
Action shot,11.0,2,3,8,SRB,4.0,PRLAINOVIC A,8 - 3,98,SRB,1:38,Saved,0
Extra player shot,8.0,2,9,17,SRB,4.0,KADONO Y,17 - 9,71,JPN,1:11,Goal,1
Centre shot,4.0,2,3,9,SRB,3.0,RANDELOVIC S,9 - 3,428,SRB,7:08,Goal,1
Extra player shot,6.0,2,3,10,SRB,3.0,PIJETLOVIC D,10 - 3,372,SRB,6:12,Goal,1
5m shot,9.0,2,3,10,SRB,3.0,TAKEI K,10 - 3,346,JPN,5:46,Blocked,0
5m shot,12.0,2,3,10,SRB,3.0,HAZUI S,10 - 3,320,JPN,5:20,Saved,0
Action shot,5.0,2,3,10,SRB,3.0,CUK M,10 - 3,297,SRB,4:57,Saved,0
Action shot,12.0,2,3,11,SRB,3.0,MITROVIC S,11 - 3,276,SRB,4:36,Goal,1
Penalty shot,9.0,2,4,11,SRB,3.0,TAKEI K,11 - 4,258,JPN,4:18,Goal,1
Extra player shot,7.0,2,4,12,SRB,3.0,NIKIC S,12 - 4,223,SRB,3:43,Goal,1
Extra player shot,11.0,2,4,12,SRB,3.0,OKAWA K,12 - 4,195,JPN,3:15,Post,0
Extra player shot,11.0,2,5,12,SRB,3.0,OKAWA K,12 - 5,192,JPN,3:12,Goal,1
Extra player shot,4.0,2,5,12,SRB,3.0,SHIGA M,12 - 5,144,JPN,2:24,Post,0
5m shot,10.0,2,5,12,SRB,3.0,FILIPOVIC F,12 - 5,120,SRB,2:00,Post,0
Action shot,12.0,2,5,12,SRB,3.0,HAZUI S,12 - 5,61,JPN,1:01,Saved,0
Counter attack,11.0,2,6,12,SRB,3.0,OKAWA K,12 - 6,48,JPN,0:48,Goal,1
Extra player shot,11.0,2,6,13,SRB,3.0,PRLAINOVIC A,13 - 6,18,SRB,0:18,Goal,1
Action shot,7.0,2,6,13,SRB,3.0,SHIMIZU Y,13 - 6,1,JPN,0:01,Missed,0
Extra player shot,2.0,2,6,13,SRB,4.0,ADACHI S,13 - 6,460,JPN,7:40,Saved,0
Centre shot,6.0,2,6,13,SRB,4.0,PIJETLOVIC D,13 - 6,427,SRB,7:07,Blocked,0
Extra player shot,9.0,2,7,13,SRB,4.0,TAKEI K,13 - 7,394,JPN,6:34,Goal,1
Extra player shot,6.0,2,7,14,SRB,4.0,PIJETLOVIC D,14 - 7,381,SRB,6:21,Goal,1
5m shot,11.0,2,8,14,SRB,4.0,OKAWA K,14 - 8,337,JPN,5:37,Goal,1
Extra player shot,2.0,2,8,15,SRB,4.0,MANDIC D,15 - 8,311,SRB,5:11,Goal,1
Centre shot,7.0,2,8,16,SRB,4.0,NIKIC S,16 - 8,272,SRB,4:32,Goal,1
Action shot,9.0,2,8,16,SRB,4.0,TAKEI K,16 - 8,225,JPN,3:45,Saved,0
Centre shot,5.0,2,8,16,SRB,4.0,YANASE A,16 - 8,202,JPN,3:22,Post,0
Action shot,7.0,2,8,17,SRB,4.0,NIKIC S,17 - 8,177,SRB,2:57,Goal,1
Action shot,6.0,2,9,18,SRB,4.0,PIJETLOVIC D,18 - 9,60,SRB,1:00,Goal,1
Action shot,5.0,2,9,19,SRB,4.0,CUK M,19 - 9,19,SRB,0:19,Goal,1
Extra player shot,6.0,3,0,1,MNE,1.0,RADOVIC A,0 - 1,441,MNE,7:21,Goal,1
Action shot,12.0,3,0,1,MNE,1.0,HAZUI S,0 - 1,411,JPN,6:51,Saved,0
Action shot,5.0,3,0,1,MNE,1.0,BRGULJAN D,0 - 1,394,MNE,6:34,Saved,0
Extra player shot,9.0,3,0,1,MNE,1.0,TAKEI K,0 - 1,329,JPN,5:29,Post,0
5m shot,11.0,3,0,1,MNE,1.0,OKAWA K,0 - 1,300,JPN,5:00,Missed,0
Extra player shot,3.0,3,0,2,MNE,1.0,PASKOVIC V,0 - 2,285,MNE,4:45,Goal,1
Penalty shot,9.0,3,1,2,MNE,1.0,TAKEI K,1 - 2,263,JPN,4:23,Goal,1
Counter attack,4.0,3,1,2,MNE,1.0,SHIGA M,1 - 2,151,JPN,2:31,Post,0
Action shot,12.0,3,1,3,MNE,1.0,JOKIC P,1 - 3,123,MNE,2:03,Goal,1
Action shot,6.0,3,1,3,MNE,1.0,RADOVIC A,1 - 3,70,MNE,1:10,Post,0
Penalty shot,9.0,3,2,3,MNE,1.0,TAKEI K,2 - 3,42,JPN,0:42,Goal,1
5m shot,4.0,3,2,3,MNE,1.0,CUCKOVIC U,2 - 3,11,MNE,0:11,Post,0
5m shot,2.0,3,2,3,MNE,1.0,ADACHI S,2 - 3,0,JPN,0:00,Missed,0
Penalty shot,6.0,3,2,4,MNE,2.0,RADOVIC A,2 - 4,461,MNE,7:41,Goal,1
Action shot,9.0,3,2,5,MNE,2.0,IVOVIC A,2 - 5,416,MNE,6:56,Goal,1
5m shot,9.0,3,2,5,MNE,2.0,TAKEI K,2 - 5,391,JPN,6:31,Saved,0
Action shot,11.0,3,2,6,MNE,2.0,KLIKOVAC F,2 - 6,368,MNE,6:08,Goal,1
Action shot,11.0,3,2,6,MNE,2.0,KLIKOVAC F,2 - 6,330,MNE,5:30,Saved,0
Action shot,3.0,3,2,6,MNE,2.0,PASKOVIC V,2 - 6,288,MNE,4:48,Saved,0
Extra player shot,12.0,3,2,6,MNE,2.0,HAZUI S,2 - 6,252,JPN,4:12,Saved,0
5m shot,12.0,3,2,6,MNE,2.0,JOKIC P,2 - 6,206,MNE,3:26,Saved,0
5m shot,11.0,3,2,6,MNE,2.0,OKAWA K,2 - 6,156,JPN,2:36,Saved,0
Action shot,3.0,3,2,7,MNE,2.0,PASKOVIC V,2 - 7,130,MNE,2:10,Goal,1
Action shot,5.0,3,3,7,MNE,2.0,YANASE A,3 - 7,106,JPN,1:46,Goal,1
Extra player shot,8.0,3,4,7,MNE,2.0,KADONO Y,4 - 7,53,JPN,0:53,Goal,1
Extra player shot,9.0,3,4,7,MNE,4.0,TAKEI K,4 - 7,82,JPN,1:22,Saved,0
Action shot,9.0,3,9,16,MNE,4.0,TAKEI K,9 - 16,72,JPN,1:12,Goal,1
Extra player shot,6.0,3,4,8,MNE,2.0,RADOVIC A,4 - 8,20,MNE,0:20,Goal,1
Action shot,8.0,3,4,8,MNE,3.0,UKROPINA A,4 - 8,455,MNE,7:35,Saved,0
Extra player shot,2.0,3,4,9,MNE,3.0,BRGULJAN D,4 - 9,412,MNE,6:52,Goal,1
5m shot,12.0,3,4,9,MNE,3.0,HAZUI S,4 - 9,383,JPN,6:23,Missed,0
Action shot,3.0,3,4,9,MNE,3.0,PASKOVIC V,4 - 9,354,MNE,5:54,Saved,0
Extra player shot,9.0,3,4,10,MNE,3.0,IVOVIC A,4 - 10,306,MNE,5:06,Goal,1
Action shot,10.0,3,4,11,MNE,3.0,MURISIC N,4 - 11,236,MNE,3:56,Goal,1
Penalty shot,2.0,3,4,11,MNE,3.0,ADACHI S,4 - 11,214,JPN,3:34,Saved,0
Counter attack,7.0,3,4,11,MNE,3.0,SHIMIZU Y,4 - 11,147,JPN,2:27,Saved,0
Action shot,7.0,3,5,11,MNE,3.0,SHIMIZU Y,5 - 11,121,JPN,2:01,Goal,1
Centre shot,9.0,3,5,12,MNE,3.0,IVOVIC A,5 - 12,95,MNE,1:35,Goal,1
Extra player shot,5.0,3,6,12,MNE,3.0,YANASE A,6 - 12,71,JPN,1:11,Goal,1
Penalty shot,3.0,3,6,13,MNE,3.0,PASKOVIC V,6 - 13,43,MNE,0:43,Goal,1
Action shot,4.0,3,6,13,MNE,3.0,SHIGA M,6 - 13,17,JPN,0:17,Saved,0
5m shot,9.0,3,6,13,MNE,3.0,TAKEI K,6 - 13,1,JPN,0:01,Saved,0
5m shot,6.0,3,6,13,MNE,4.0,RADOVIC A,6 - 13,453,MNE,7:33,Blocked,0
Action shot,5.0,3,7,13,MNE,4.0,YANASE A,7 - 13,444,JPN,7:24,Goal,1
Penalty shot,6.0,3,7,14,MNE,4.0,RADOVIC A,7 - 14,424,MNE,7:04,Goal,1
Action shot,12.0,3,7,14,MNE,4.0,HAZUI S,7 - 14,399,JPN,6:39,Saved,0
Action shot,9.0,3,7,15,MNE,4.0,IVOVIC A,7 - 15,382,MNE,6:22,Goal,1
Action shot,12.0,3,7,15,MNE,4.0,JOKIC P,7 - 15,325,MNE,5:25,Saved,0
Counter attack,3.0,3,7,15,MNE,4.0,PASKOVIC V,7 - 15,285,MNE,4:45,Saved,0
Counter attack,4.0,3,8,15,MNE,4.0,SHIGA M,8 - 15,240,JPN,4:00,Goal,1
Action shot,10.0,3,8,16,MNE,4.0,MURISIC N,8 - 16,223,MNE,3:43,Goal,1
5m shot,9.0,3,8,16,MNE,4.0,IVOVIC A,8 - 16,171,MNE,2:51,Saved,0
5m shot,10.0,3,8,16,MNE,4.0,MURISIC N,8 - 16,120,MNE,2:00,Saved,0
Action shot,8.0,3,8,16,MNE,4.0,UKROPINA A,8 - 16,30,MNE,0:30,Blocked,0
5m shot,9.0,3,10,16,MNE,4.0,TAKEI K,10 - 16,15,JPN,0:15,Goal,1
Action shot,5.0,3,10,16,MNE,4.0,BRGULJAN D,10 - 16,0,MNE,0:00,Saved,0
Counter attack,9.0,4,0,0,ARG,1.0,TAKEI K,0 - 0,392,JPN,6:32,Post,0
Counter attack,9.0,4,1,0,ARG,1.0,TAKEI K,0 - 1,356,JPN,5:56,Goal,1
Action shot,4.0,4,2,0,ARG,1.0,SHIGA M,0 - 2,316,JPN,5:16,Goal,1
Counter attack,6.0,4,3,0,ARG,1.0,IIDA A,0 - 3,285,JPN,4:45,Goal,1
Extra player shot,2.0,4,3,0,ARG,1.0,ADACHI S,0 - 3,244,JPN,4:04,Saved,0
Action shot,11.0,4,3,0,ARG,1.0,OKAWA K,0 - 3,199,JPN,3:19,Blocked,0
Centre shot,2.0,4,3,0,ARG,1.0,ADACHI S,0 - 3,101,JPN,1:41,Post,0
Action shot,11.0,4,4,0,ARG,1.0,OKAWA K,0 - 4,98,JPN,1:38,Goal,1
5m shot,8.0,4,4,0,ARG,1.0,KADONO Y,0 - 4,43,JPN,0:43,Post,0
5m shot,10.0,4,4,0,ARG,1.0,DASZCZYK J,0 - 4,5,ARG,0:05,Post,0
Extra player shot,6.0,4,4,0,ARG,2.0,IIDA A,0 - 4,383,JPN,6:23,Saved,0
Action shot,9.0,4,4,1,ARG,2.0,CARABANTES I,1 - 4,316,ARG,5:16,Goal,1
Action shot,11.0,4,4,2,ARG,2.0,DEMARCHI F,2 - 4,271,ARG,4:31,Goal,1
5m shot,9.0,4,4,2,ARG,2.0,CARABANTES I,2 - 4,227,ARG,3:47,Blocked,0
Action shot,12.0,4,4,2,ARG,2.0,HAZUI S,2 - 4,213,JPN,3:33,Saved,0
Action shot,11.0,4,4,2,ARG,2.0,DEMARCHI F,2 - 4,185,ARG,3:05,Saved,0
5m shot,11.0,4,4,2,ARG,2.0,DEMARCHI F,2 - 4,114,ARG,1:54,Saved,0
Action shot,9.0,4,5,2,ARG,2.0,TAKEI K,2 - 5,99,JPN,1:39,Goal,1
Centre shot,8.0,4,5,2,ARG,2.0,CORSI E,2 - 5,53,ARG,0:53,Saved,0
Centre shot,2.0,4,6,2,ARG,2.0,ADACHI S,2 - 6,35,JPN,0:35,Goal,1
Extra player shot,5.0,4,14,6,ARG,4.0,YANASE A,6 - 14,83,JPN,1:23,Goal,1
Action shot,3.0,4,14,6,ARG,4.0,GALIMBERTI T,6 - 14,53,ARG,0:53,Missed,0
5m shot,12.0,4,7,2,ARG,3.0,HAZUI S,2 - 7,422,JPN,7:02,Goal,1
Action shot,9.0,4,7,3,ARG,3.0,CARABANTES I,3 - 7,397,ARG,6:37,Goal,1
Extra player shot,7.0,4,8,3,ARG,3.0,SHIMIZU Y,3 - 8,378,JPN,6:18,Goal,1
Centre shot,6.0,4,9,3,ARG,3.0,IIDA A,3 - 9,345,JPN,5:45,Goal,1
Action shot,9.0,4,9,3,ARG,3.0,CARABANTES I,3 - 9,251,ARG,4:11,Saved,0
Centre shot,9.0,4,9,3,ARG,3.0,CARABANTES I,3 - 9,122,ARG,2:02,Saved,0
Extra player shot,4.0,4,10,3,ARG,3.0,SHIGA M,3 - 10,103,JPN,1:43,Goal,1
Extra player shot,11.0,4,10,4,ARG,3.0,DEMARCHI F,4 - 10,69,ARG,1:09,Goal,1
5m shot,2.0,4,10,4,ARG,3.0,VEICH R,4 - 10,21,ARG,0:21,Saved,0
Extra player shot,8.0,4,10,4,ARG,3.0,KADONO Y,4 - 10,5,JPN,0:05,Post,0
5m shot,9.0,4,11,4,ARG,4.0,TAKEI K,4 - 11,398,JPN,6:38,Goal,1
5m shot,11.0,4,11,4,ARG,4.0,DEMARCHI F,4 - 11,330,ARG,5:30,Saved,0
Action shot,9.0,4,12,4,ARG,4.0,TAKEI K,4 - 12,322,JPN,5:22,Goal,1
Action shot,3.0,4,12,4,ARG,4.0,ARAI A,4 - 12,277,JPN,4:37,Saved,0
Action shot,9.0,4,12,5,ARG,4.0,CARABANTES I,5 - 12,256,ARG,4:16,Goal,1
Action shot,8.0,4,12,5,ARG,4.0,CORSI E,5 - 12,213,ARG,3:33,Saved,0
Counter attack,10.0,4,13,5,ARG,4.0,YASUDA K,5 - 13,173,JPN,2:53,Goal,1
Action shot,8.0,4,13,5,ARG,4.0,CORSI E,5 - 13,147,ARG,2:27,Saved,0
Extra player shot,8.0,4,13,5,ARG,4.0,KADONO Y,5 - 13,118,JPN,1:58,Saved,0
Counter attack,11.0,4,13,6,ARG,4.0,DEMARCHI F,6 - 13,109,ARG,1:49,Goal,1
5m shot,11.0,4,13,6,ARG,4.0,DEMARCHI F,6 - 13,2,ARG,0:02,Saved,0
Centre shot,6.0,5,0,1,RUS,1.0,ASHAEV A,1 - 0,422,RUS,7:02,Goal,1
Action shot,12.0,5,0,1,RUS,1.0,HAZUI S,1 - 0,361,JPN,6:01,Saved,0
Counter attack,6.0,5,1,1,RUS,1.0,IIDA A,1 - 1,315,JPN,5:15,Goal,1
Centre shot,11.0,5,1,1,RUS,1.0,LISUNOV S,1 - 1,294,RUS,4:54,Missed,0
5m shot,8.0,5,1,1,RUS,1.0,NAGAEV I,1 - 1,247,RUS,4:07,Missed,0
Penalty shot,9.0,5,1,1,RUS,1.0,TAKEI K,1 - 1,234,JPN,3:54,Post,0
Counter attack,9.0,5,1,1,RUS,1.0,TAKEI K,1 - 1,199,JPN,3:19,Post,0
Counter attack,4.0,5,1,2,RUS,1.0,BYCHKOV I,2 - 1,185,RUS,3:05,Goal,1
Action shot,4.0,5,1,3,RUS,1.0,BYCHKOV I,3 - 1,62,RUS,1:02,Goal,1
Extra player shot,11.0,5,2,3,RUS,1.0,OKAWA K,3 - 2,32,JPN,0:32,Goal,1
Extra player shot,8.0,5,2,4,RUS,1.0,NAGAEV I,4 - 2,10,RUS,0:10,Goal,1
5m shot,2.0,5,3,4,RUS,1.0,ADACHI S,4 - 3,2,JPN,0:02,Goal,1
5m shot,4.0,5,3,4,RUS,1.0,BYCHKOV I,4 - 3,0,RUS,0:00,Saved,0
Counter attack,11.0,5,3,4,RUS,2.0,OKAWA K,4 - 3,432,JPN,7:12,Saved,0
Counter attack,12.0,5,4,4,RUS,2.0,HAZUI S,4 - 4,390,JPN,6:30,Goal,1
Centre shot,9.0,5,4,5,RUS,2.0,STEPANIUK K,5 - 4,344,RUS,5:44,Goal,1
Centre shot,4.0,5,4,5,RUS,2.0,SHIGA M,5 - 4,317,JPN,5:17,Saved,0
Counter attack,7.0,5,5,5,RUS,2.0,SHIMIZU Y,5 - 5,283,JPN,4:43,Goal,1
Action shot,6.0,5,5,5,RUS,2.0,IIDA A,5 - 5,239,JPN,3:59,Saved,0
Extra player shot,2.0,5,5,5,RUS,2.0,ADACHI S,5 - 5,211,JPN,3:31,Post,0
Action shot,3.0,5,5,5,RUS,2.0,ARAI A,5 - 5,191,JPN,3:11,Blocked,0
5m shot,10.0,5,5,5,RUS,2.0,KHOLOD D,5 - 5,164,RUS,2:44,Missed,0
Penalty shot,2.0,5,5,5,RUS,4.0,ADACHI S,5 - 5,254,JPN,4:14,Post,0
5m shot,2.0,5,5,5,RUS,4.0,ADACHI S,5 - 5,203,JPN,3:23,Saved,0
5m shot,8.0,5,5,5,RUS,4.0,NAGAEV I,5 - 5,179,RUS,2:59,Post,0
Action shot,9.0,5,5,5,RUS,2.0,STEPANIUK K,5 - 5,101,RUS,1:41,Saved,0
Counter attack,3.0,5,6,5,RUS,2.0,ARAI A,5 - 6,84,JPN,1:24,Goal,1
Extra player shot,8.0,5,6,5,RUS,2.0,NAGAEV I,5 - 6,39,RUS,0:39,Saved,0
Counter attack,2.0,5,6,5,RUS,2.0,ADACHI S,5 - 6,24,JPN,0:24,Saved,0
Counter attack,11.0,5,7,5,RUS,3.0,OKAWA K,5 - 7,383,JPN,6:23,Goal,1
Penalty shot,3.0,5,8,5,RUS,3.0,ARAI A,5 - 8,355,JPN,5:55,Goal,1
Penalty shot,2.0,5,8,6,RUS,3.0,BUGAYCHUK A,6 - 8,334,RUS,5:34,Goal,1
Extra player shot,7.0,5,9,6,RUS,3.0,SHIMIZU Y,6 - 9,286,JPN,4:46,Goal,1
Extra player shot,4.0,5,9,6,RUS,3.0,BYCHKOV I,6 - 9,200,RUS,3:20,Missed,0
Action shot,4.0,5,9,6,RUS,3.0,SHIGA M,6 - 9,175,JPN,2:55,Post,0
Action shot,9.0,5,10,6,RUS,3.0,TAKEI K,6 - 10,138,JPN,2:18,Goal,1
Action shot,4.0,5,10,7,RUS,3.0,BYCHKOV I,7 - 10,116,RUS,1:56,Goal,1
Action shot,11.0,5,10,7,RUS,3.0,LISUNOV S,7 - 10,36,RUS,0:36,Saved,0
Counter attack,9.0,5,11,7,RUS,3.0,TAKEI K,7 - 11,22,JPN,0:22,Goal,1
Centre shot,7.0,5,11,7,RUS,4.0,TIMAKOV V,7 - 11,451,RUS,7:31,Saved,0
Counter attack,12.0,5,11,7,RUS,4.0,HAZUI S,7 - 11,434,JPN,7:14,Saved,0
Action shot,2.0,5,11,8,RUS,4.0,BUGAYCHUK A,8 - 11,409,RUS,6:49,Goal,1
Counter attack,11.0,5,12,8,RUS,4.0,OKAWA K,8 - 12,350,JPN,5:50,Goal,1
Counter attack,6.0,5,12,8,RUS,4.0,IIDA A,8 - 12,315,JPN,5:15,Post,0
Extra player shot,6.0,5,13,8,RUS,4.0,IIDA A,8 - 13,298,JPN,4:58,Goal,1
Penalty shot,9.0,5,13,9,RUS,4.0,STEPANIUK K,9 - 13,115,RUS,1:55,Goal,1
Centre shot,7.0,5,13,9,RUS,4.0,SHIMIZU Y,9 - 13,83,JPN,1:23,Saved,0
5m shot,12.0,5,13,9,RUS,4.0,MAGOMAEV L,9 - 13,53,RUS,0:53,Post,0
Action shot,12.0,5,13,9,RUS,4.0,MAGOMAEV L,9 - 13,43,RUS,0:43,Missed,0
Counter attack,7.0,5,13,9,RUS,4.0,TIMAKOV V,9 - 13,29,RUS,0:29,Saved,0
