Action,Cap,Game,KAZ,Opponent,Opponent name,Period,Player,Score,Seconds,Team,Time
Turnover foul,4.0,1,1,1,BRA,2.0,PILIPENKO R,1 - 1,305,KAZ,5:05
Turnover foul,4.0,1,1,1,BRA,2.0,COUTINHO G,1 - 1,300,BRA,5:00
20 sec. exclusion in field,12.0,1,1,1,BRA,2.0,FREITAS R,1 - 1,289,BRA,4:49
5m shot - Missed,7.0,1,1,1,BRA,2.0,SHAKENOV M,1 - 1,263,KAZ,4:23
Turnover foul,11.0,1,1,1,BRA,2.0,GUIMARAES G,1 - 1,234,BRA,3:54
Steal,13.0,1,1,1,BRA,2.0,SHLEMOV V,1 - 1,234,KAZ,3:54
Action shot - Saved,12.0,1,1,1,BRA,2.0,TURLYKHANOV B,1 - 1,213,KAZ,3:33
5m shot - Saved,11.0,1,1,1,BRA,2.0,GUIMARAES G,1 - 1,186,BRA,3:06
20 sec. exclusion in field,7.0,1,1,1,BRA,2.0,STELLET P,1 - 1,186,BRA,3:06
Time-Out,,1,1,1,BRA,2.0,,1 - 1,186,KAZ,3:06
Action shot - Goal,9.0,1,2,1,BRA,2.0,UKUMANOV R,1 - 2,165,KAZ,2:45
5m shot - Missed,4.0,1,2,1,BRA,2.0,COUTINHO G,1 - 2,139,BRA,2:19
Action shot - Saved,2.0,1,2,1,BRA,2.0,MEDVEDEV Y,1 - 2,115,KAZ,1:55
Centre shot - Missed,3.0,1,2,1,BRA,2.0,ALMEIDA G,1 - 2,92,BRA,1:32
20 sec. exclusion in centre,3.0,1,2,1,BRA,2.0,ALMEIDA G,1 - 2,71,BRA,1:11
Turnover foul,10.0,1,2,1,BRA,2.0,RUDAY M,1 - 2,48,KAZ,0:48
Steal,5.0,1,2,1,BRA,2.0,SILVA L,1 - 2,48,BRA,0:48
Time-Out,,1,2,1,BRA,2.0,,1 - 2,48,BRA,0:48
Turnover foul,4.0,1,2,1,BRA,2.0,COUTINHO G,1 - 2,25,BRA,0:25
Steal,9.0,1,2,1,BRA,2.0,UKUMANOV R,1 - 2,25,KAZ,0:25
20 sec. exclusion in field,8.0,1,2,1,BRA,4.0,STELLET M,1 - 2,134,BRA,2:14
Time-Out,,1,2,1,BRA,4.0,,1 - 2,134,KAZ,2:14
Extra player shot - Post,7.0,1,2,1,BRA,4.0,SHAKENOV M,1 - 2,102,KAZ,1:42
Turnover foul,12.0,1,2,1,BRA,4.0,FREITAS R,1 - 2,85,BRA,1:25
Steal,9.0,1,2,1,BRA,4.0,UKUMANOV R,1 - 2,85,KAZ,1:25
Turnover foul,12.0,1,2,1,BRA,4.0,TURLYKHANOV B,1 - 2,74,KAZ,1:14
Turnover foul,5.0,1,2,1,BRA,2.0,ALTAYEV A,1 - 2,10,KAZ,0:10
Steal,11.0,1,2,1,BRA,2.0,GUIMARAES G,1 - 2,10,BRA,0:10
5m shot - Blocked,11.0,1,2,1,BRA,2.0,GUIMARAES G,1 - 2,1,BRA,0:01
Starting goalkeeper,1.0,1,2,1,BRA,3.0,SORO S,1 - 2,480,BRA,8:00
Starting goalkeeper,13.0,1,2,1,BRA,3.0,SHLEMOV V,1 - 2,480,KAZ,8:00
Sprint won possession,2.0,1,2,1,BRA,3.0,MEDVEDEV Y,1 - 2,480,KAZ,8:00
Turnover foul,4.0,1,2,1,BRA,3.0,PILIPENKO R,1 - 2,452,KAZ,7:32
Turnover foul,7.0,1,2,1,BRA,3.0,STELLET P,1 - 2,431,BRA,7:11
Steal,4.0,1,2,1,BRA,3.0,PILIPENKO R,1 - 2,431,KAZ,7:11
20 sec. exclusion in field,7.0,1,2,1,BRA,3.0,STELLET P,1 - 2,426,BRA,7:06
Extra player shot - Saved,2.0,1,2,1,BRA,3.0,MEDVEDEV Y,1 - 2,420,KAZ,7:00
20 sec. exclusion in field,11.0,1,2,1,BRA,3.0,MANAFOV R,1 - 2,400,KAZ,6:40
Extra player shot - Goal,9.0,1,2,2,BRA,3.0,ROCHA B,2 - 2,383,BRA,6:23
20 sec. exclusion in centre,9.0,1,2,2,BRA,3.0,ROCHA B,2 - 2,364,BRA,6:04
Action shot - Saved,7.0,1,2,2,BRA,3.0,SHAKENOV M,2 - 2,338,KAZ,5:38
Turnover foul,11.0,1,2,2,BRA,3.0,GUIMARAES G,2 - 2,313,BRA,5:13
Steal,4.0,1,2,2,BRA,3.0,PILIPENKO R,2 - 2,313,KAZ,5:13
Turnover foul,4.0,1,2,2,BRA,3.0,PILIPENKO R,2 - 2,290,KAZ,4:50
Steal,11.0,1,2,2,BRA,3.0,GUIMARAES G,2 - 2,290,BRA,4:50
Action shot - Saved,11.0,1,2,2,BRA,3.0,GUIMARAES G,2 - 2,262,BRA,4:22
Turnover foul,6.0,1,2,2,BRA,3.0,SHMIDER A,2 - 2,240,KAZ,4:00
20 sec. exclusion in field,9.0,1,2,2,BRA,3.0,UKUMANOV R,2 - 2,216,KAZ,3:36
Centre shot - Goal,3.0,1,2,3,BRA,3.0,ALMEIDA G,3 - 2,195,BRA,3:15
Turnover foul,8.0,1,2,3,BRA,3.0,VERDESH Y,3 - 2,162,KAZ,2:42
Steal,3.0,1,2,3,BRA,3.0,ALMEIDA G,3 - 2,162,BRA,2:42
20 sec. exclusion in field,4.0,1,2,3,BRA,3.0,PILIPENKO R,3 - 2,162,KAZ,2:42
Time-Out,,1,2,3,BRA,3.0,,3 - 2,162,BRA,2:42
Extra player shot - Goal,11.0,1,2,4,BRA,3.0,GUIMARAES G,4 - 2,143,BRA,2:23
20 sec. exclusion in centre,9.0,1,2,4,BRA,3.0,ROCHA B,4 - 2,123,BRA,2:03
20 sec. exclusion in field,12.0,1,2,4,BRA,3.0,FREITAS R,4 - 2,110,BRA,1:50
5m shot - Missed,9.0,1,2,4,BRA,3.0,UKUMANOV R,4 - 2,80,KAZ,1:20
Turnover foul,11.0,1,2,4,BRA,3.0,MANAFOV R,4 - 2,45,KAZ,0:45
20 sec. exclusion in centre,12.0,1,2,4,BRA,3.0,TURLYKHANOV B,4 - 2,26,KAZ,0:26
Extra player shot - Saved,4.0,1,2,4,BRA,3.0,COUTINHO G,4 - 2,9,BRA,0:09
Time-Out,,1,2,4,BRA,3.0,,4 - 2,8,KAZ,0:08
Starting goalkeeper,1.0,1,2,4,BRA,4.0,SORO S,4 - 2,480,BRA,8:00
Starting goalkeeper,13.0,1,2,4,BRA,4.0,SHLEMOV V,4 - 2,480,KAZ,8:00
Sprint won possession,9.0,1,2,4,BRA,4.0,UKUMANOV R,4 - 2,480,KAZ,8:00
Centre shot - Missed,7.0,1,2,4,BRA,4.0,SHAKENOV M,4 - 2,453,KAZ,7:33
Turnover foul,7.0,1,2,4,BRA,4.0,STELLET P,4 - 2,430,BRA,7:10
Steal,4.0,1,2,4,BRA,4.0,PILIPENKO R,4 - 2,430,KAZ,7:10
20 sec. exclusion in centre,4.0,1,2,4,BRA,4.0,COUTINHO G,4 - 2,409,BRA,6:49
Extra player shot - Post,2.0,1,2,4,BRA,4.0,MEDVEDEV Y,4 - 2,387,KAZ,6:27
5m shot - Goal,11.0,1,2,5,BRA,4.0,GUIMARAES G,5 - 2,358,BRA,5:58
5m shot - Blocked,9.0,1,2,5,BRA,4.0,UKUMANOV R,5 - 2,328,KAZ,5:28
Turnover foul,9.0,1,2,5,BRA,4.0,UKUMANOV R,5 - 2,301,KAZ,5:01
Steal,1.0,1,2,5,BRA,4.0,SORO S,5 - 2,301,BRA,5:01
Turnover foul,5.0,1,2,5,BRA,4.0,SILVA L,5 - 2,279,BRA,4:39
Steal,4.0,1,2,5,BRA,4.0,PILIPENKO R,5 - 2,279,KAZ,4:39
20 sec. exclusion in centre,9.0,1,2,5,BRA,4.0,ROCHA B,5 - 2,261,BRA,4:21
Exclusion with substitution,9.0,1,2,5,BRA,4.0,ROCHA B,5 - 2,261,BRA,4:21
Extra player shot - Saved,7.0,1,2,5,BRA,4.0,SHAKENOV M,5 - 2,252,KAZ,4:12
5m shot - Post,12.0,1,2,5,BRA,4.0,FREITAS R,5 - 2,226,BRA,3:46
Turnover foul,4.0,1,2,5,BRA,4.0,PILIPENKO R,5 - 2,209,KAZ,3:29
Steal,11.0,1,2,5,BRA,4.0,GUIMARAES G,5 - 2,209,BRA,3:29
Action shot - Saved,4.0,1,2,5,BRA,4.0,COUTINHO G,5 - 2,186,BRA,3:06
Action shot - Saved,2.0,1,2,5,BRA,4.0,MEDVEDEV Y,5 - 2,158,KAZ,2:38
Time-Out,,1,2,5,BRA,4.0,,5 - 2,156,BRA,2:36
Yellow card,,1,2,5,BRA,4.0,Team Official,5 - 2,156,KAZ,2:36
20 sec. exclusion in centre,2.0,1,2,5,BRA,4.0,MEDVEDEV Y,5 - 2,156,KAZ,2:36
Extra player shot - Saved,8.0,1,2,5,BRA,4.0,STELLET M,5 - 2,134,BRA,2:14
Steal,12.0,1,2,5,BRA,4.0,FREITAS R,5 - 2,74,BRA,1:14
Counter attack - Goal,11.0,1,2,6,BRA,4.0,GUIMARAES G,6 - 2,61,BRA,1:01
20 sec. exclusion in field,2.0,1,2,6,BRA,4.0,CRUZ A,6 - 2,46,BRA,0:46
Extra player shot - Post,9.0,1,2,6,BRA,4.0,UKUMANOV R,6 - 2,30,KAZ,0:30
Action shot - Missed,2.0,1,2,6,BRA,4.0,CRUZ A,6 - 2,5,BRA,0:05
Starting goalkeeper,1.0,2,0,0,CAN,1.0,RADENOVIC M,0 - 0,480,CAN,8:00
Starting goalkeeper,13.0,2,0,0,CAN,1.0,SHLEMOV V,0 - 0,480,KAZ,8:00
Sprint won possession,2.0,2,0,0,CAN,1.0,MEDVEDEV Y,0 - 0,480,KAZ,8:00
Action shot - Saved,2.0,2,0,0,CAN,1.0,MEDVEDEV Y,0 - 0,452,KAZ,7:32
20 sec. exclusion in centre,6.0,2,0,0,CAN,1.0,ROBINSON S,0 - 0,443,CAN,7:23
Extra player shot - Saved,9.0,2,0,0,CAN,1.0,UKUMANOV R,0 - 0,431,KAZ,7:11
Action shot - Saved,7.0,2,0,0,CAN,1.0,SHAKENOV M,0 - 0,425,KAZ,7:05
Turnover foul,4.0,2,0,0,CAN,1.0,PILIPENKO R,0 - 0,398,KAZ,6:38
Turnover foul,4.0,2,0,0,CAN,1.0,CONSTANTIN-BICARI,0 - 0,397,CAN,6:37
Action shot - Saved,2.0,2,0,0,CAN,1.0,MEDVEDEV Y,0 - 0,375,KAZ,6:15
Turnover foul,9.0,2,0,0,CAN,1.0,UKUMANOV R,0 - 0,361,KAZ,6:01
Steal,7.0,2,0,0,CAN,1.0,D'SOUZA R,0 - 0,361,CAN,6:01
20 sec. exclusion in centre,4.0,2,0,0,CAN,1.0,PILIPENKO R,0 - 0,336,KAZ,5:36
20 sec. exclusion in field,11.0,2,0,0,CAN,1.0,MANAFOV R,0 - 0,325,KAZ,5:25
Extra player shot - Saved,11.0,2,0,0,CAN,1.0,TORAKIS G,0 - 0,309,CAN,5:09
5m shot - Goal,9.0,2,1,0,CAN,1.0,UKUMANOV R,0 - 1,282,KAZ,4:42
20 sec. exclusion in centre,8.0,2,1,0,CAN,1.0,VERDESH Y,0 - 1,263,KAZ,4:23
Extra player shot - Goal,12.0,2,1,1,CAN,1.0,THUMWOOD D,1 - 1,253,CAN,4:13
Turnover foul,12.0,2,1,1,CAN,1.0,TURLYKHANOV B,1 - 1,224,KAZ,3:44
Turnover foul,8.0,2,1,1,CAN,1.0,LAPINS D,1 - 1,210,CAN,3:30
Turnover foul,4.0,2,1,1,CAN,1.0,PILIPENKO R,1 - 1,184,KAZ,3:04
Steal,12.0,2,1,1,CAN,1.0,THUMWOOD D,1 - 1,184,CAN,3:04
5m shot - Post,11.0,2,1,1,CAN,1.0,TORAKIS G,1 - 1,161,CAN,2:41
Time-Out,,2,1,1,CAN,1.0,,1 - 1,161,KAZ,2:41
5m shot - Post,9.0,2,1,1,CAN,1.0,UKUMANOV R,1 - 1,132,KAZ,2:12
Action shot - Saved,9.0,2,1,1,CAN,1.0,UKUMANOV R,1 - 1,117,KAZ,1:57
20 sec. exclusion in centre,5.0,2,1,1,CAN,1.0,HALAJIAN M,1 - 1,99,CAN,1:39
Extra player shot - Goal,2.0,2,2,1,CAN,1.0,MEDVEDEV Y,1 - 2,83,KAZ,1:23
Penalty foul,8.0,2,2,1,CAN,1.0,VERDESH Y,1 - 2,68,KAZ,1:08
Penalty shot - Goal,10.0,2,2,2,CAN,1.0,SOLEIMANIPAK A,2 - 2,68,CAN,1:08
Action shot - Saved,2.0,2,2,2,CAN,1.0,MEDVEDEV Y,2 - 2,40,KAZ,0:40
Time-Out,,2,2,2,CAN,1.0,,2 - 2,37,CAN,0:37
Turnover foul,4.0,2,2,2,CAN,1.0,CONSTANTIN-BICARI,2 - 2,12,CAN,0:12
Steal,7.0,2,2,2,CAN,1.0,SHAKENOV M,2 - 2,12,KAZ,0:12
Action shot - Saved,7.0,2,2,2,CAN,1.0,SHAKENOV M,2 - 2,3,KAZ,0:03
5m shot - Missed,12.0,2,2,2,CAN,1.0,THUMWOOD D,2 - 2,1,CAN,0:01
Starting goalkeeper,13.0,2,2,2,CAN,2.0,SHLEMOV V,2 - 2,480,KAZ,8:00
Sprint won possession,2.0,2,2,2,CAN,2.0,MEDVEDEV Y,2 - 2,480,KAZ,8:00
Action shot - Saved,9.0,2,2,2,CAN,2.0,UKUMANOV R,2 - 2,451,KAZ,7:31
Turnover foul,12.0,2,2,2,CAN,2.0,THUMWOOD D,2 - 2,435,CAN,7:15
Steal,13.0,2,2,2,CAN,2.0,SHLEMOV V,2 - 2,435,KAZ,7:15
Goalkeeper substitution,1.0,2,2,2,CAN,2.0,RADENOVIC M,2 - 2,408,CAN,6:48
Turnover foul,2.0,2,2,2,CAN,2.0,MEDVEDEV Y,2 - 2,407,KAZ,6:47
Centre shot - Goal,4.0,2,2,3,CAN,2.0,CONSTANTIN-BICARI,3 - 2,387,CAN,6:27
20 sec. exclusion in centre,9.0,2,2,3,CAN,2.0,RADOJCIC D,3 - 2,365,CAN,6:05
Extra player shot - Post,7.0,2,2,3,CAN,2.0,SHAKENOV M,3 - 2,347,KAZ,5:47
Action shot - Missed,4.0,2,2,3,CAN,2.0,PILIPENKO R,3 - 2,324,KAZ,5:24
Action shot - Missed,10.0,2,2,3,CAN,2.0,SOLEIMANIPAK A,3 - 2,300,CAN,5:00
Centre shot - Goal,10.0,2,3,3,CAN,2.0,RUDAY M,3 - 3,274,KAZ,4:34
Turnover foul,3.0,2,3,3,CAN,2.0,BLANCHARD J,3 - 3,246,CAN,4:06
Steal,6.0,2,3,3,CAN,2.0,SHMIDER A,3 - 3,246,KAZ,4:06
Action shot - Blocked,9.0,2,3,3,CAN,2.0,UKUMANOV R,3 - 3,219,KAZ,3:39
20 sec. exclusion in field,9.0,2,3,3,CAN,2.0,UKUMANOV R,3 - 3,199,KAZ,3:19
Time-Out,,2,3,3,CAN,2.0,,3 - 3,199,CAN,3:19
Action shot - Saved,8.0,2,3,3,CAN,2.0,LAPINS D,3 - 3,178,CAN,2:58
20 sec. exclusion in centre,11.0,2,3,3,CAN,2.0,TORAKIS G,3 - 3,154,CAN,2:34
Time-Out,,2,3,3,CAN,2.0,,3 - 3,154,KAZ,2:34
Extra player shot - Goal,2.0,2,4,3,CAN,2.0,MEDVEDEV Y,3 - 4,134,KAZ,2:14
Centre shot - Saved,4.0,2,4,3,CAN,2.0,CONSTANTIN-BICARI,3 - 4,104,CAN,1:44
5m shot - Missed,7.0,2,4,3,CAN,2.0,D'SOUZA R,3 - 4,90,CAN,1:30
5m shot - Goal,9.0,2,5,3,CAN,2.0,UKUMANOV R,3 - 5,67,KAZ,1:07
Centre shot - Goal,9.0,2,10,8,CAN,4.0,UKUMANOV R,8 - 10,136,KAZ,2:16
20 sec. exclusion in centre,12.0,2,10,8,CAN,4.0,TURLYKHANOV B,8 - 10,116,KAZ,1:56
Exclusion with substitution,12.0,2,10,8,CAN,4.0,TURLYKHANOV B,8 - 10,116,KAZ,1:56
Action shot - Goal,6.0,2,10,9,CAN,4.0,ROBINSON S,9 - 10,98,CAN,1:38
Turnover foul,2.0,2,10,9,CAN,4.0,MEDVEDEV Y,9 - 10,67,KAZ,1:07
Steal,4.0,2,10,9,CAN,4.0,CONSTANTIN-BICARI,9 - 10,67,CAN,1:07
Action shot - Goal,12.0,2,5,4,CAN,2.0,THUMWOOD D,4 - 5,44,CAN,0:44
Action shot - Blocked,6.0,2,5,4,CAN,2.0,SHMIDER A,4 - 5,14,KAZ,0:14
Penalty foul,12.0,2,5,4,CAN,2.0,TURLYKHANOV B,4 - 5,3,KAZ,0:03
Penalty shot - Goal,12.0,2,5,5,CAN,2.0,THUMWOOD D,5 - 5,3,CAN,0:03
Starting goalkeeper,1.0,2,5,5,CAN,3.0,RADENOVIC M,5 - 5,480,CAN,8:00
Starting goalkeeper,13.0,2,5,5,CAN,3.0,SHLEMOV V,5 - 5,480,KAZ,8:00
Sprint won possession,2.0,2,5,5,CAN,3.0,MEDVEDEV Y,5 - 5,480,KAZ,8:00
Action shot - Blocked,6.0,2,5,5,CAN,3.0,SHMIDER A,5 - 5,456,KAZ,7:36
Turnover foul,4.0,2,5,5,CAN,3.0,CONSTANTIN-BICARI,5 - 5,437,CAN,7:17
5m shot - Saved,9.0,2,5,5,CAN,3.0,UKUMANOV R,5 - 5,409,KAZ,6:49
Turnover foul,11.0,2,5,5,CAN,3.0,MANAFOV R,5 - 5,384,KAZ,6:24
Steal,6.0,2,5,5,CAN,3.0,ROBINSON S,5 - 5,384,CAN,6:24
Centre shot - Goal,4.0,2,5,6,CAN,3.0,CONSTANTIN-BICARI,6 - 5,362,CAN,6:02
20 sec. exclusion in field,5.0,2,5,6,CAN,3.0,HALAJIAN M,6 - 5,349,CAN,5:49
Action shot - Goal,2.0,2,6,6,CAN,3.0,MEDVEDEV Y,6 - 6,321,KAZ,5:21
20 sec. exclusion in centre,12.0,2,6,6,CAN,3.0,TURLYKHANOV B,6 - 6,305,KAZ,5:05
Extra player shot - Goal,4.0,2,6,7,CAN,3.0,CONSTANTIN-BICARI,7 - 6,290,CAN,4:50
Turnover foul,10.0,2,6,7,CAN,3.0,RUDAY M,7 - 6,270,KAZ,4:30
Steal,9.0,2,6,7,CAN,3.0,RADOJCIC D,7 - 6,270,CAN,4:30
Turnover foul,7.0,2,6,7,CAN,3.0,D'SOUZA R,7 - 6,250,CAN,4:10
Steal,13.0,2,6,7,CAN,3.0,SHLEMOV V,7 - 6,250,KAZ,4:10
Time-Out,,2,6,7,CAN,3.0,,7 - 6,250,KAZ,4:10
Turnover foul,4.0,2,6,7,CAN,3.0,PILIPENKO R,7 - 6,233,KAZ,3:53
Steal,4.0,2,6,7,CAN,3.0,CONSTANTIN-BICARI,7 - 6,233,CAN,3:53
5m shot - Missed,4.0,2,6,7,CAN,3.0,CONSTANTIN-BICARI,7 - 6,206,CAN,3:26
5m shot - Goal,2.0,2,7,7,CAN,3.0,MEDVEDEV Y,7 - 7,179,KAZ,2:59
5m shot - Post,2.0,2,7,7,CAN,3.0,PATTERSON G,7 - 7,150,CAN,2:30
Turnover foul,7.0,2,7,7,CAN,3.0,SHAKENOV M,7 - 7,120,KAZ,2:00
Time-Out,,2,7,7,CAN,3.0,,7 - 7,120,CAN,2:00
Turnover foul,12.0,2,7,7,CAN,3.0,THUMWOOD D,7 - 7,104,CAN,1:44
20 sec. exclusion in field,12.0,2,7,7,CAN,3.0,THUMWOOD D,7 - 7,104,CAN,1:44
Action shot - Post,8.0,2,7,7,CAN,3.0,VERDESH Y,7 - 7,78,KAZ,1:18
Action shot - Goal,12.0,2,7,8,CAN,3.0,THUMWOOD D,8 - 7,72,CAN,1:12
20 sec. exclusion in centre,9.0,2,7,8,CAN,3.0,RADOJCIC D,8 - 7,49,CAN,0:49
Extra player shot - Missed,7.0,2,7,8,CAN,3.0,SHAKENOV M,8 - 7,35,KAZ,0:35
Turnover foul,11.0,2,7,8,CAN,3.0,TORAKIS G,8 - 7,8,CAN,0:08
Steal,9.0,2,7,8,CAN,3.0,UKUMANOV R,8 - 7,8,KAZ,0:08
Starting goalkeeper,1.0,2,7,8,CAN,4.0,RADENOVIC M,8 - 7,480,CAN,8:00
Starting goalkeeper,13.0,2,7,8,CAN,4.0,SHLEMOV V,8 - 7,480,KAZ,8:00
Sprint won possession,12.0,2,7,8,CAN,4.0,TURLYKHANOV B,8 - 7,480,KAZ,8:00
Action shot - Goal,12.0,2,8,8,CAN,4.0,TURLYKHANOV B,8 - 8,464,KAZ,7:44
Action shot - Post,6.0,2,8,8,CAN,4.0,ROBINSON S,8 - 8,442,CAN,7:22
Action shot - Goal,9.0,2,9,8,CAN,4.0,UKUMANOV R,8 - 9,417,KAZ,6:57
20 sec. exclusion in centre,4.0,2,9,8,CAN,4.0,PILIPENKO R,8 - 9,401,KAZ,6:41
Extra player shot - Post,12.0,2,9,8,CAN,4.0,THUMWOOD D,8 - 9,394,CAN,6:34
5m shot - Blocked,12.0,2,9,8,CAN,4.0,THUMWOOD D,8 - 9,384,CAN,6:24
Turnover foul,12.0,2,9,8,CAN,4.0,TURLYKHANOV B,8 - 9,356,KAZ,5:56
Turnover foul,4.0,2,9,8,CAN,4.0,CONSTANTIN-BICARI,8 - 9,333,CAN,5:33
Steal,13.0,2,9,8,CAN,4.0,SHLEMOV V,8 - 9,333,KAZ,5:33
5m shot - Missed,9.0,2,9,8,CAN,4.0,UKUMANOV R,8 - 9,306,KAZ,5:06
Action shot - Missed,7.0,2,9,8,CAN,4.0,D'SOUZA R,8 - 9,282,CAN,4:42
5m shot - Missed,7.0,2,9,8,CAN,4.0,SHAKENOV M,8 - 9,252,KAZ,4:12
Double exclusion,7.0,2,9,8,CAN,4.0,D'SOUZA R,8 - 9,242,CAN,4:02
Double exclusion,6.0,2,9,8,CAN,4.0,SHMIDER A,8 - 9,242,KAZ,4:02
5m shot - Saved,10.0,2,9,8,CAN,4.0,SOLEIMANIPAK A,8 - 9,220,CAN,3:40
Turnover foul,4.0,2,9,8,CAN,4.0,CONSTANTIN-BICARI,8 - 9,207,CAN,3:27
5m shot - Blocked,4.0,2,9,8,CAN,4.0,PILIPENKO R,8 - 9,189,KAZ,3:09
20 sec. exclusion in centre,4.0,2,9,8,CAN,4.0,PILIPENKO R,8 - 9,169,KAZ,2:49
Exclusion with substitution,4.0,2,9,8,CAN,4.0,PILIPENKO R,8 - 9,169,KAZ,2:49
Time-Out,,2,9,8,CAN,4.0,,8 - 9,169,CAN,2:49
Extra player shot - Missed,5.0,2,9,8,CAN,4.0,HALAJIAN M,8 - 9,150,CAN,2:30
Action shot - Saved,4.0,2,9,8,CAN,4.0,CONSTANTIN-BICARI,8 - 9,53,CAN,0:53
Turnover foul,9.0,2,9,8,CAN,4.0,UKUMANOV R,8 - 9,30,KAZ,0:30
Steal,12.0,2,9,8,CAN,4.0,THUMWOOD D,8 - 9,30,CAN,0:30
Turnover foul,4.0,2,9,8,CAN,4.0,CONSTANTIN-BICARI,8 - 9,12,CAN,0:12
Steal,2.0,2,9,8,CAN,4.0,MEDVEDEV Y,8 - 9,12,KAZ,0:12
Time-Out,,2,9,8,CAN,4.0,,8 - 9,10,KAZ,0:10
Starting goalkeeper,1.0,3,0,0,MNE,1.0,LAZOVIC D,0 - 0,480,MNE,8:00
Starting goalkeeper,13.0,3,0,0,MNE,1.0,SHLEMOV V,0 - 0,480,KAZ,8:00
Sprint won possession,2.0,3,0,0,MNE,1.0,MEDVEDEV Y,0 - 0,480,KAZ,8:00
