Action,Cap,Game,KAZ,Opponent,Opponent name,Period,Player,Score,Seconds,Team,Time
Starting goalkeeper,13.0,5,0,4,ESP,2.0,SHLEMOV V,0 - 4,480,KAZ,8:00
Goalkeeper substitution,13.0,5,0,4,ESP,2.0,MOTOS MARTIN J,0 - 4,480,ESP,8:00
Sprint won possession,11.0,5,0,4,ESP,2.0,MALLARACH GUELL B,0 - 4,480,ESP,8:00
Penalty foul,4.0,5,0,4,ESP,2.0,PILIPENKO R,0 - 4,454,KAZ,7:34
Penalty shot - Goal,8.0,5,0,5,ESP,2.0,ESPANOL LIFANTE A,0 - 5,454,ESP,7:34
Turnover foul,4.0,5,0,5,ESP,2.0,PILIPENKO R,0 - 5,431,KAZ,7:11
Steal,12.0,5,0,5,ESP,2.0,GUTIERREZ SANTIAGO,0 - 5,431,ESP,7:11
5m shot - Blocked,8.0,5,0,5,ESP,2.0,ESPANOL LIFANTE A,0 - 5,409,ESP,6:49
Action shot - Goal,11.0,5,0,6,ESP,2.0,MALLARACH GUELL B,0 - 6,388,ESP,6:28
Action shot - Missed,9.0,5,0,6,ESP,2.0,TAHULL COMPTE R,0 - 6,337,ESP,5:37
20 sec. exclusion in centre,3.0,5,0,6,ESP,2.0,GRANADOS ORTEGA A,0 - 6,319,ESP,5:19
Time-Out,,5,0,6,ESP,2.0,,0 - 6,319,KAZ,5:19
Turnover foul,9.0,5,0,6,ESP,2.0,UKUMANOV R,0 - 6,289,KAZ,4:49
Steal,13.0,5,0,6,ESP,2.0,MOTOS MARTIN J,0 - 6,289,ESP,4:49
Action shot - Saved,7.0,5,0,6,ESP,2.0,BARROSO MACARRO A,0 - 6,272,ESP,4:32
5m shot - Missed,9.0,5,0,6,ESP,2.0,UKUMANOV R,0 - 6,246,KAZ,4:06
Action shot - Goal,9.0,5,0,7,ESP,2.0,TAHULL COMPTE R,0 - 7,228,ESP,3:48
5m shot - Goal,7.0,5,1,7,ESP,2.0,SHAKENOV M,1 - 7,211,KAZ,3:31
20 sec. exclusion in field,9.0,5,1,7,ESP,2.0,UKUMANOV R,1 - 7,189,KAZ,3:09
Action shot - Post,2.0,5,1,7,ESP,2.0,MUNARRIZ EGANA A,1 - 7,172,ESP,2:52
5m shot - Blocked,7.0,5,1,7,ESP,2.0,SHAKENOV M,1 - 7,137,KAZ,2:17
Action shot - Post,10.0,5,1,7,ESP,2.0,RUDAY M,1 - 7,122,KAZ,2:02
5m shot - Goal,2.0,5,1,8,ESP,2.0,MUNARRIZ EGANA A,1 - 8,104,ESP,1:44
5m shot - Blocked,9.0,5,1,8,ESP,2.0,UKUMANOV R,1 - 8,81,KAZ,1:21
Turnover foul,12.0,5,1,8,ESP,2.0,GUTIERREZ SANTIAGO,1 - 8,51,ESP,0:51
Steal,5.0,5,1,8,ESP,2.0,ALTAYEV A,1 - 8,51,KAZ,0:51
Action shot - Saved,8.0,5,1,8,ESP,2.0,VERDESH Y,1 - 8,28,KAZ,0:28
Time-Out,,5,1,8,ESP,2.0,,1 - 8,26,ESP,0:26
Action shot - Goal,9.0,5,1,9,ESP,2.0,TAHULL COMPTE R,1 - 9,10,ESP,0:10
Starting goalkeeper,13.0,5,1,9,ESP,3.0,SHLEMOV V,1 - 9,480,KAZ,8:00
Starting goalkeeper,13.0,5,1,9,ESP,3.0,MOTOS MARTIN J,1 - 9,480,ESP,8:00
Sprint won possession,11.0,5,1,9,ESP,3.0,MALLARACH GUELL B,1 - 9,480,ESP,8:00
5m shot - Goal,4.0,5,1,10,ESP,3.0,del TORO M,1 - 10,455,ESP,7:35
20 sec. exclusion in centre,11.0,5,1,10,ESP,3.0,MALLARACH GUELL B,1 - 10,432,ESP,7:12
Action shot - Saved,2.0,5,1,10,ESP,3.0,MEDVEDEV Y,1 - 10,410,KAZ,6:50
Turnover foul,9.0,5,1,10,ESP,3.0,TAHULL COMPTE R,1 - 10,389,ESP,6:29
Action shot - Goal,11.0,5,2,10,ESP,3.0,MANAFOV R,2 - 10,371,KAZ,6:11
Action shot - Saved,7.0,5,2,10,ESP,3.0,BARROSO MACARRO A,2 - 10,341,ESP,5:41
Action shot - Saved,6.0,5,2,10,ESP,3.0,SHMIDER A,2 - 10,320,KAZ,5:20
5m shot - Saved,7.0,5,2,10,ESP,3.0,SHAKENOV M,2 - 10,291,KAZ,4:51
20 sec. exclusion in centre,8.0,5,2,10,ESP,3.0,VERDESH Y,2 - 10,266,KAZ,4:26
Action shot - Saved,6.0,5,2,10,ESP,3.0,MINGUELL ALFEREZ M,2 - 10,254,ESP,4:14
5m shot - Saved,8.0,5,2,10,ESP,3.0,ESPANOL LIFANTE A,2 - 10,230,ESP,3:50
5m shot - Post,2.0,5,2,10,ESP,3.0,MEDVEDEV Y,2 - 10,190,KAZ,3:10
Action shot - Saved,7.0,5,2,10,ESP,3.0,SHAKENOV M,2 - 10,171,KAZ,2:51
20 sec. exclusion in centre,11.0,5,2,10,ESP,3.0,MANAFOV R,2 - 10,152,KAZ,2:32
Extra player shot - Goal,7.0,5,2,11,ESP,3.0,BARROSO MACARRO A,2 - 11,133,ESP,2:13
5m shot - Saved,2.0,5,2,11,ESP,3.0,MEDVEDEV Y,2 - 11,104,KAZ,1:44
Penalty foul,9.0,5,2,11,ESP,3.0,UKUMANOV R,2 - 11,80,KAZ,1:20
Penalty shot - Saved,3.0,5,2,11,ESP,3.0,GRANADOS ORTEGA A,2 - 11,80,ESP,1:20
Turnover foul,3.0,5,2,11,ESP,3.0,SHVEDOV S,2 - 11,59,KAZ,0:59
Steal,3.0,5,2,11,ESP,3.0,GRANADOS ORTEGA A,2 - 11,59,ESP,0:59
20 sec. exclusion in field,3.0,5,2,11,ESP,3.0,SHVEDOV S,2 - 11,59,KAZ,0:59
Extra player shot - Goal,10.0,5,2,12,ESP,3.0,FERNANDEZ MIRANDA,2 - 12,52,ESP,0:52
5m shot - Saved,2.0,5,2,12,ESP,3.0,MEDVEDEV Y,2 - 12,23,KAZ,0:23
Turnover foul,10.0,5,2,12,ESP,3.0,FERNANDEZ MIRANDA,2 - 12,5,ESP,0:05
Steal,4.0,5,2,12,ESP,3.0,PILIPENKO R,2 - 12,5,KAZ,0:05
Starting goalkeeper,1.0,5,2,12,ESP,4.0,MAKHMETOV M,2 - 12,480,KAZ,8:00
Starting goalkeeper,13.0,5,2,12,ESP,4.0,MOTOS MARTIN J,2 - 12,480,ESP,8:00
Sprint won possession,3.0,5,2,12,ESP,4.0,GRANADOS ORTEGA A,2 - 12,480,ESP,8:00
Turnover foul,2.0,5,2,12,ESP,4.0,MUNARRIZ EGANA A,2 - 12,451,ESP,7:31
Steal,9.0,5,2,12,ESP,4.0,UKUMANOV R,2 - 12,451,KAZ,7:31
Penalty foul,4.0,5,2,12,ESP,4.0,del TORO M,2 - 12,427,ESP,7:07
Yellow card,,5,2,12,ESP,4.0,Team Official,2 - 12,427,KAZ,7:07
Penalty shot - Goal,7.0,5,3,12,ESP,4.0,SHAKENOV M,3 - 12,427,KAZ,7:07
20 sec. exclusion in centre,4.0,5,3,12,ESP,4.0,PILIPENKO R,3 - 12,399,KAZ,6:39
20 sec. exclusion in centre,7.0,5,3,12,ESP,4.0,SHAKENOV M,3 - 12,384,KAZ,6:24
Extra player shot - Goal,7.0,5,3,13,ESP,4.0,BARROSO MACARRO A,3 - 13,380,ESP,6:20
5m shot - Blocked,9.0,5,3,13,ESP,4.0,UKUMANOV R,3 - 13,354,KAZ,5:54
Action shot - Goal,7.0,5,4,13,ESP,4.0,SHAKENOV M,4 - 13,336,KAZ,5:36
5m shot - Blocked,5.0,5,4,13,ESP,4.0,BUSTOS SANCHEZ A,4 - 13,307,ESP,5:07
20 sec. exclusion in centre,8.0,5,4,13,ESP,4.0,VERDESH Y,4 - 13,289,KAZ,4:49
Extra player shot - Goal,7.0,5,4,14,ESP,4.0,BARROSO MACARRO A,4 - 14,284,ESP,4:44
Turnover foul,7.0,5,4,14,ESP,4.0,SHAKENOV M,4 - 14,267,KAZ,4:27
Action shot - Goal,2.0,5,4,15,ESP,4.0,MUNARRIZ EGANA A,4 - 15,255,ESP,4:15
5m shot - Goal,4.0,5,5,15,ESP,4.0,PILIPENKO R,5 - 15,229,KAZ,3:49
5m shot - Saved,2.0,5,5,15,ESP,4.0,MEDVEDEV Y,5 - 15,171,KAZ,2:51
5m shot - Saved,2.0,5,5,15,ESP,4.0,MUNARRIZ EGANA A,5 - 15,147,ESP,2:27
5m shot - Goal,2.0,5,5,16,ESP,4.0,MUNARRIZ EGANA A,5 - 16,125,ESP,2:05
Turnover foul,2.0,5,5,16,ESP,4.0,MEDVEDEV Y,5 - 16,105,KAZ,1:45
Steal,3.0,5,5,16,ESP,4.0,GRANADOS ORTEGA A,5 - 16,105,ESP,1:45
Action shot - Goal,4.0,5,5,17,ESP,4.0,del TORO M,5 - 17,89,ESP,1:29
Turnover foul,10.0,5,5,17,ESP,4.0,RUDAY M,5 - 17,61,KAZ,1:01
Steal,8.0,5,5,17,ESP,4.0,ESPANOL LIFANTE A,5 - 17,61,ESP,1:01
Turnover foul,7.0,5,5,17,ESP,4.0,BARROSO MACARRO A,5 - 17,45,ESP,0:45
5m shot - Goal,7.0,5,6,17,ESP,4.0,SHAKENOV M,6 - 17,25,KAZ,0:25
5m shot - Goal,7.0,5,6,18,ESP,4.0,BARROSO MACARRO A,6 - 18,4,ESP,0:04
5m shot - Missed,2.0,5,6,18,ESP,4.0,MEDVEDEV Y,6 - 18,1,KAZ,0:01
Starting goalkeeper,1.0,6,0,0,BRA,1.0,SORO S,0 - 0,480,BRA,8:00
Starting goalkeeper,13.0,6,0,0,BRA,1.0,SHLEMOV V,0 - 0,480,KAZ,8:00
Sprint won possession,7.0,6,0,0,BRA,1.0,SHAKENOV M,0 - 0,480,KAZ,8:00
Centre shot - Post,10.0,6,0,0,BRA,1.0,RUDAY M,0 - 0,451,KAZ,7:31
5m shot - Saved,2.0,6,0,0,BRA,1.0,CRUZ A,0 - 0,423,BRA,7:03
Turnover foul,9.0,6,0,0,BRA,1.0,UKUMANOV R,0 - 0,392,KAZ,6:32
Steal,11.0,6,0,0,BRA,1.0,GUIMARAES G,0 - 0,392,BRA,6:32
Turnover foul,4.0,6,0,0,BRA,1.0,COUTINHO G,0 - 0,392,BRA,6:32
20 sec. exclusion in centre,9.0,6,0,0,BRA,1.0,ROCHA B,0 - 0,377,BRA,6:17
Extra player shot - Goal,2.0,6,1,0,BRA,1.0,MEDVEDEV Y,0 - 1,358,KAZ,5:58
20 sec. exclusion in field,6.0,6,1,0,BRA,1.0,SHMIDER A,0 - 1,337,KAZ,5:37
Time-Out,,6,1,0,BRA,1.0,,0 - 1,334,BRA,5:34
Counter attack - Goal,9.0,6,2,0,BRA,1.0,UKUMANOV R,0 - 2,299,KAZ,4:59
Turnover foul,3.0,6,2,0,BRA,1.0,ALMEIDA G,0 - 2,281,BRA,4:41
Steal,11.0,6,2,0,BRA,1.0,MANAFOV R,0 - 2,281,KAZ,4:41
5m shot - Goal,12.0,6,3,0,BRA,1.0,TURLYKHANOV B,0 - 3,260,KAZ,4:20
20 sec. exclusion in field,6.0,6,3,0,BRA,1.0,SHMIDER A,0 - 3,240,KAZ,4:00
Extra player shot - Goal,4.0,6,3,1,BRA,1.0,COUTINHO G,1 - 3,229,BRA,3:49
20 sec. exclusion in field,2.0,6,3,1,BRA,1.0,CRUZ A,1 - 3,220,BRA,3:40
Centre shot - Goal,5.0,6,4,1,BRA,1.0,ALTAYEV A,1 - 4,199,KAZ,3:19
Turnover foul,5.0,6,4,1,BRA,1.0,SILVA L,1 - 4,186,BRA,3:06
5m shot - Saved,12.0,6,4,1,BRA,1.0,TURLYKHANOV B,1 - 4,158,KAZ,2:38
5m shot - Saved,11.0,6,4,1,BRA,1.0,GUIMARAES G,1 - 4,133,BRA,2:13
Turnover foul,7.0,6,4,1,BRA,1.0,SHAKENOV M,1 - 4,105,KAZ,1:45
Steal,4.0,6,4,1,BRA,1.0,COUTINHO G,1 - 4,105,BRA,1:45
Turnover foul,11.0,6,4,1,BRA,1.0,GUIMARAES G,1 - 4,89,BRA,1:29
Time-Out,,6,4,1,BRA,1.0,,1 - 4,89,KAZ,1:29
20 sec. exclusion in field,4.0,6,4,1,BRA,1.0,PILIPENKO R,1 - 4,43,KAZ,0:43
Extra player shot - Blocked,4.0,6,4,1,BRA,1.0,COUTINHO G,1 - 4,27,BRA,0:27
5m shot - Saved,7.0,6,4,1,BRA,1.0,SHAKENOV M,1 - 4,1,KAZ,0:01
Starting goalkeeper,1.0,6,4,1,BRA,2.0,SORO S,1 - 4,480,BRA,8:00
Starting goalkeeper,13.0,6,4,1,BRA,2.0,SHLEMOV V,1 - 4,480,KAZ,8:00
Sprint won possession,12.0,6,4,1,BRA,2.0,TURLYKHANOV B,1 - 4,480,KAZ,8:00
5m shot - Saved,12.0,6,4,1,BRA,2.0,TURLYKHANOV B,1 - 4,455,KAZ,7:35
20 sec. exclusion in centre,4.0,6,4,1,BRA,2.0,PILIPENKO R,1 - 4,430,KAZ,7:10
Turnover foul,4.0,6,4,1,BRA,2.0,COUTINHO G,1 - 4,410,BRA,6:50
Action shot - Saved,2.0,6,4,1,BRA,2.0,MEDVEDEV Y,1 - 4,392,KAZ,6:32
Centre shot - Goal,10.0,6,5,1,BRA,2.0,RUDAY M,1 - 5,373,KAZ,6:13
Turnover foul,12.0,6,5,1,BRA,2.0,FREITAS R,1 - 5,356,BRA,5:56
Steal,9.0,6,5,1,BRA,2.0,UKUMANOV R,1 - 5,356,KAZ,5:56
20 sec. exclusion in centre,9.0,6,5,1,BRA,2.0,ROCHA B,1 - 5,335,BRA,5:35
Time-Out,,6,5,1,BRA,2.0,,1 - 5,335,KAZ,5:35
Action shot - Post,2.0,6,5,1,BRA,2.0,MEDVEDEV Y,1 - 5,310,KAZ,5:10
5m shot - Post,9.0,6,5,1,BRA,2.0,UKUMANOV R,1 - 5,297,KAZ,4:57
20 sec. exclusion in centre,8.0,6,5,1,BRA,2.0,VERDESH Y,1 - 5,270,KAZ,4:30
Extra player shot - Goal,3.0,6,5,2,BRA,2.0,ALMEIDA G,2 - 5,256,BRA,4:16
Turnover foul,11.0,6,5,2,BRA,2.0,MANAFOV R,2 - 5,233,KAZ,3:53
Steal,11.0,6,5,2,BRA,2.0,GUIMARAES G,2 - 5,233,BRA,3:53
Turnover foul,5.0,6,5,2,BRA,2.0,SILVA L,2 - 5,211,BRA,3:31
Action shot - Saved,7.0,6,5,2,BRA,2.0,SHAKENOV M,2 - 5,184,KAZ,3:04
Turnover foul,8.0,6,5,2,BRA,2.0,STELLET M,2 - 5,161,BRA,2:41
Steal,8.0,6,5,2,BRA,2.0,VERDESH Y,2 - 5,161,KAZ,2:41
Action shot - Goal,9.0,6,6,2,BRA,2.0,UKUMANOV R,2 - 6,133,KAZ,2:13
Turnover foul,10.0,6,6,2,BRA,2.0,CARRULO H,2 - 6,119,BRA,1:59
Steal,11.0,6,6,2,BRA,2.0,MANAFOV R,2 - 6,119,KAZ,1:59
Turnover foul,11.0,6,6,2,BRA,2.0,MANAFOV R,2 - 6,89,KAZ,1:29
Steal,10.0,6,6,2,BRA,2.0,CARRULO H,2 - 6,89,BRA,1:29
20 sec. exclusion in field,9.0,6,6,2,BRA,2.0,UKUMANOV R,2 - 6,78,KAZ,1:18
Time-Out,,6,6,2,BRA,2.0,,2 - 6,78,BRA,1:18
Extra player shot - Goal,10.0,6,6,3,BRA,2.0,CARRULO H,3 - 6,60,BRA,1:00
Turnover foul,11.0,6,6,3,BRA,2.0,GUIMARAES G,3 - 6,20,BRA,0:20
Time-Out,,6,6,3,BRA,4.0,,3 - 6,58,BRA,0:58
Goalkeeper substitution,13.0,6,6,3,BRA,4.0,SILVA L,3 - 6,58,BRA,0:58
Turnover foul,6.0,6,6,3,BRA,4.0,GUIMARAES R,3 - 6,39,BRA,0:39
Steal,13.0,6,6,3,BRA,4.0,SHLEMOV V,3 - 6,39,KAZ,0:39
Steal,13.0,6,6,3,BRA,2.0,SHLEMOV V,3 - 6,20,KAZ,0:20
Turnover foul,4.0,6,6,3,BRA,2.0,PILIPENKO R,3 - 6,1,KAZ,0:01
Steal,1.0,6,6,3,BRA,2.0,SORO S,3 - 6,1,BRA,0:01
Starting goalkeeper,1.0,6,6,3,BRA,3.0,SORO S,3 - 6,480,BRA,8:00
Starting goalkeeper,13.0,6,6,3,BRA,3.0,SHLEMOV V,3 - 6,480,KAZ,8:00
Sprint won possession,7.0,6,6,3,BRA,3.0,SHAKENOV M,3 - 6,480,KAZ,8:00
5m shot - Missed,12.0,6,6,3,BRA,3.0,TURLYKHANOV B,3 - 6,451,KAZ,7:31
20 sec. exclusion in centre,12.0,6,6,3,BRA,3.0,TURLYKHANOV B,3 - 6,428,KAZ,7:08
Extra player shot - Saved,12.0,6,6,3,BRA,3.0,FREITAS R,3 - 6,411,BRA,6:51
20 sec. exclusion in field,7.0,6,6,3,BRA,3.0,STELLET P,3 - 6,393,BRA,6:33
Action shot - Blocked,6.0,6,6,3,BRA,3.0,SHMIDER A,3 - 6,365,KAZ,6:05
Turnover foul,9.0,6,6,3,BRA,3.0,UKUMANOV R,3 - 6,350,KAZ,5:50
Steal,1.0,6,6,3,BRA,3.0,SORO S,3 - 6,350,BRA,5:50
5m shot - Missed,11.0,6,6,3,BRA,3.0,GUIMARAES G,3 - 6,322,BRA,5:22
20 sec. exclusion in field,12.0,6,6,3,BRA,3.0,FREITAS R,3 - 6,304,BRA,5:04
Time-Out,,6,6,3,BRA,3.0,,3 - 6,304,KAZ,5:04
Turnover foul,7.0,6,6,3,BRA,3.0,SHAKENOV M,3 - 6,283,KAZ,4:43
Steal,2.0,6,6,3,BRA,3.0,CRUZ A,3 - 6,283,BRA,4:43
Turnover foul,11.0,6,6,3,BRA,3.0,GUIMARAES G,3 - 6,262,BRA,4:22
Steal,2.0,6,6,3,BRA,3.0,MEDVEDEV Y,3 - 6,262,KAZ,4:22
5m shot - Missed,9.0,6,6,3,BRA,3.0,UKUMANOV R,3 - 6,238,KAZ,3:58
5m shot - Saved,2.0,6,6,3,BRA,3.0,CRUZ A,3 - 6,209,BRA,3:29
Turnover foul,6.0,6,6,3,BRA,3.0,SHMIDER A,3 - 6,187,KAZ,3:07
Steal,12.0,6,6,3,BRA,3.0,FREITAS R,3 - 6,187,BRA,3:07
Turnover foul,5.0,6,6,3,BRA,3.0,SILVA L,3 - 6,166,BRA,2:46
Action shot - Missed,2.0,6,6,3,BRA,3.0,MEDVEDEV Y,3 - 6,142,KAZ,2:22
Action shot - Missed,11.0,6,6,3,BRA,3.0,GUIMARAES G,3 - 6,116,BRA,1:56
5m shot - Missed,4.0,6,6,3,BRA,3.0,COUTINHO G,3 - 6,72,BRA,1:12
20 sec. exclusion in centre,4.0,6,6,3,BRA,3.0,COUTINHO G,3 - 6,53,BRA,0:53
Extra player shot - Goal,6.0,6,7,3,BRA,3.0,SHMIDER A,3 - 7,39,KAZ,0:39
Action shot - Blocked,9.0,6,7,3,BRA,3.0,ROCHA B,3 - 7,9,BRA,0:09
Starting goalkeeper,1.0,6,7,3,BRA,4.0,SORO S,3 - 7,480,BRA,8:00
Starting goalkeeper,13.0,6,7,3,BRA,4.0,SHLEMOV V,3 - 7,480,KAZ,8:00
Sprint won possession,2.0,6,7,3,BRA,4.0,CRUZ A,3 - 7,480,BRA,8:00
20 sec. exclusion in field,6.0,6,7,3,BRA,4.0,SHMIDER A,3 - 7,465,KAZ,7:45
Exclusion with substitution,6.0,6,7,3,BRA,4.0,SHMIDER A,3 - 7,465,KAZ,7:45
Extra player shot - Post,7.0,6,7,3,BRA,4.0,STELLET P,3 - 7,451,BRA,7:31
5m shot - Saved,9.0,6,7,3,BRA,4.0,UKUMANOV R,3 - 7,429,KAZ,7:09
Turnover foul,11.0,6,7,3,BRA,4.0,GUIMARAES G,3 - 7,403,BRA,6:43
Steal,13.0,6,7,3,BRA,4.0,SHLEMOV V,3 - 7,403,KAZ,6:43
Turnover foul,5.0,6,7,3,BRA,4.0,ALTAYEV A,3 - 7,384,KAZ,6:24
Steal,7.0,6,7,3,BRA,4.0,STELLET P,3 - 7,384,BRA,6:24
5m shot - Saved,2.0,6,7,3,BRA,4.0,CRUZ A,3 - 7,356,BRA,5:56
20 sec. exclusion in centre,12.0,6,7,3,BRA,4.0,TURLYKHANOV B,3 - 7,347,KAZ,5:47
Extra player shot - Goal,2.0,6,7,4,BRA,4.0,CRUZ A,4 - 7,345,BRA,5:45
20 sec. exclusion in centre,3.0,6,7,4,BRA,4.0,ALMEIDA G,4 - 7,333,BRA,5:33
5m shot - Goal,4.0,6,7,5,BRA,4.0,COUTINHO G,5 - 7,282,BRA,4:42
Turnover foul,11.0,6,7,5,BRA,4.0,MANAFOV R,5 - 7,253,KAZ,4:13
Steal,10.0,6,7,5,BRA,4.0,CARRULO H,5 - 7,253,BRA,4:13
Turnover foul,11.0,6,7,5,BRA,4.0,GUIMARAES G,5 - 7,239,BRA,3:59
20 sec. exclusion in centre,3.0,6,7,5,BRA,4.0,ALMEIDA G,5 - 7,225,BRA,3:45
Extra player shot - Goal,7.0,6,8,5,BRA,4.0,SHAKENOV M,5 - 8,215,KAZ,3:35
Turnover foul,12.0,6,8,5,BRA,4.0,FREITAS R,5 - 8,199,BRA,3:19
Steal,13.0,6,8,5,BRA,4.0,SHLEMOV V,5 - 8,199,KAZ,3:19
Turnover foul,7.0,6,8,5,BRA,4.0,SHAKENOV M,5 - 8,170,KAZ,2:50
Counter attack - Saved,7.0,6,8,5,BRA,4.0,STELLET P,5 - 8,164,BRA,2:44
Time-Out,,6,8,5,BRA,4.0,,5 - 8,164,KAZ,2:44
Action shot - Missed,6.0,6,8,5,BRA,4.0,GUIMARAES R,5 - 8,117,BRA,1:57
5m shot - Post,2.0,6,8,5,BRA,4.0,MEDVEDEV Y,5 - 8,88,KAZ,1:28
20 sec. exclusion in centre,4.0,6,8,5,BRA,4.0,COUTINHO G,5 - 8,81,BRA,1:21
Action shot - Goal,7.0,6,9,5,BRA,4.0,SHAKENOV M,5 - 9,58,KAZ,0:58
20 sec. exclusion in field,12.0,6,9,5,BRA,4.0,FREITAS R,5 - 9,35,BRA,0:35
Extra player shot - Missed,7.0,6,9,5,BRA,4.0,SHAKENOV M,5 - 9,24,KAZ,0:24
Action shot - Saved,4.0,6,9,5,BRA,4.0,COUTINHO G,5 - 9,13,BRA,0:13
