Action,BRA,Cap,Game,Opponent,Opponent name,Period,Player,Score,Seconds,Team,Time
Action shot - Missed,0,10.0,4,1,USA,1.0,PERRONE F,0 - 1,325,BRA,5:25
Counter attack - Goal,0,6.0,4,2,USA,1.0,CUPIDO L,0 - 2,308,USA,5:08
Turnover foul,0,4.0,4,2,USA,1.0,GONZALEZ I,0 - 2,285,BRA,4:45
Turnover foul,0,2.0,4,2,USA,1.0,VAVIC N,0 - 2,259,USA,4:19
Steal,0,5.0,4,2,USA,1.0,SALEMI P,0 - 2,259,BRA,4:19
Turnover foul,0,10.0,4,2,USA,1.0,PERRONE F,0 - 2,239,BRA,3:59
Steal,0,9.0,4,2,USA,1.0,BOWEN A,0 - 2,239,USA,3:59
Turnover foul,0,6.0,4,2,USA,1.0,CUPIDO L,0 - 2,216,USA,3:36
Steal,0,5.0,4,2,USA,1.0,SALEMI P,0 - 2,216,BRA,3:36
Turnover foul,0,4.0,4,2,USA,1.0,GONZALEZ I,0 - 2,194,BRA,3:14
Turnover foul,0,6.0,4,2,USA,1.0,CUPIDO L,0 - 2,166,USA,2:46
Steal,0,3.0,4,2,USA,1.0,GOMES G,0 - 2,166,BRA,2:46
Counter attack - Saved,0,3.0,4,2,USA,1.0,GOMES G,0 - 2,159,BRA,2:39
Time-Out,0,,4,2,USA,1.0,,0 - 2,159,USA,2:39
Turnover foul,0,10.0,4,2,USA,1.0,BONANNI B,0 - 2,148,USA,2:28
5m shot - Blocked,0,11.0,4,2,USA,1.0,GUIMARAES G,0 - 2,122,BRA,2:02
5m shot - Missed,0,10.0,4,2,USA,1.0,PERRONE F,0 - 2,94,BRA,1:34
Turnover foul,0,3.0,4,2,USA,1.0,OBERT A,0 - 2,66,USA,1:06
Time-Out,0,,4,2,USA,1.0,,0 - 2,63,BRA,1:03
20 sec. exclusion in field,0,12.0,4,2,USA,1.0,MANN J,0 - 2,39,USA,0:39
Action shot - Post,0,2.0,4,2,USA,1.0,CRIVELLA J,0 - 2,15,BRA,0:15
Action shot - Saved,0,12.0,4,2,USA,1.0,VRLIC J,0 - 2,1,BRA,0:01
Starting goalkeeper,0,1.0,4,2,USA,2.0,ANTONELLI V,0 - 2,480,BRA,8:00
Starting goalkeeper,0,1.0,4,2,USA,2.0,MOSES M,0 - 2,480,USA,8:00
Sprint won possession,0,7.0,4,2,USA,2.0,SAMUELS J,0 - 2,480,USA,8:00
Turnover foul,0,6.0,4,2,USA,2.0,CUPIDO L,0 - 2,451,USA,7:31
Steal,0,10.0,4,2,USA,2.0,PERRONE F,0 - 2,451,BRA,7:31
5m shot - Blocked,0,7.0,4,2,USA,2.0,DELGADO A,0 - 2,425,BRA,7:05
Turnover foul,0,6.0,4,2,USA,2.0,CUPIDO L,0 - 2,401,USA,6:41
Turnover foul,0,12.0,4,2,USA,2.0,VRLIC J,0 - 2,370,BRA,6:10
Action shot - Saved,0,3.0,4,2,USA,2.0,OBERT A,0 - 2,354,USA,5:54
Turnover foul,0,3.0,4,2,USA,2.0,OBERT A,0 - 2,334,USA,5:34
Steal,0,7.0,4,2,USA,2.0,DELGADO A,0 - 2,334,BRA,5:34
Turnover foul,0,6.0,4,2,USA,2.0,GOMES B,0 - 2,310,BRA,5:10
Steal,0,8.0,4,2,USA,2.0,AZEVEDO T,0 - 2,310,USA,5:10
Turnover foul,0,10.0,4,2,USA,2.0,BONANNI B,0 - 2,296,USA,4:56
Steal,0,10.0,4,2,USA,2.0,PERRONE F,0 - 2,296,BRA,4:56
Counter attack - Goal,1,6.0,4,2,USA,2.0,GOMES B,1 - 2,285,BRA,4:45
5m shot - Goal,1,10.0,4,3,USA,2.0,BONANNI B,1 - 3,261,USA,4:21
5m shot - Missed,1,11.0,4,3,USA,2.0,GUIMARAES G,1 - 3,237,BRA,3:57
Turnover foul,1,2.0,4,3,USA,2.0,VAVIC N,1 - 3,209,USA,3:29
Action shot - Missed,1,5.0,4,3,USA,2.0,SALEMI P,1 - 3,193,BRA,3:13
Action shot - Saved,1,10.0,4,3,USA,2.0,BONANNI B,1 - 3,174,USA,2:54
Counter attack - Saved,1,10.0,4,3,USA,2.0,PERRONE F,1 - 3,158,BRA,2:38
Action shot - Blocked,1,5.0,4,3,USA,2.0,ROELSE A,1 - 3,136,USA,2:16
Counter attack - Saved,1,3.0,4,3,USA,2.0,GOMES G,1 - 3,117,BRA,1:57
Centre shot - Post,1,4.0,4,3,USA,2.0,KIMBELL J,1 - 3,88,USA,1:28
Centre shot - Missed,1,4.0,4,3,USA,2.0,KIMBELL J,1 - 3,87,USA,1:27
Action shot - Saved,1,10.0,4,3,USA,2.0,PERRONE F,1 - 3,63,BRA,1:03
Time-Out,1,,4,3,USA,2.0,,1 - 3,61,USA,1:01
Turnover foul,1,9.0,4,3,USA,2.0,BOWEN A,1 - 3,48,USA,0:48
Steal,1,2.0,4,3,USA,2.0,CRIVELLA J,1 - 3,48,BRA,0:48
Turnover foul,1,2.0,4,3,USA,2.0,CRIVELLA J,1 - 3,33,BRA,0:33
5m shot - Missed,1,7.0,4,3,USA,2.0,SAMUELS J,1 - 3,3,USA,0:03
Turnover foul,1,11.0,4,3,USA,4.0,GUIMARAES G,1 - 3,21,BRA,0:21
Counter attack - Goal,3,12.0,4,7,USA,4.0,MANN J,3 - 7,17,USA,0:17
Time-Out,3,,4,7,USA,4.0,,3 - 7,17,BRA,0:17
Time-Out,3,,4,7,USA,2.0,,3 - 7,3,BRA,0:03
5m shot - Saved,3,6.0,4,7,USA,2.0,GOMES B,3 - 7,1,BRA,0:01
Starting goalkeeper,3,1.0,4,7,USA,3.0,ANTONELLI V,3 - 7,480,BRA,8:00
Starting goalkeeper,3,1.0,4,7,USA,3.0,MOSES M,3 - 7,480,USA,8:00
Sprint won possession,3,7.0,4,7,USA,3.0,DELGADO A,3 - 7,480,BRA,8:00
5m shot - Saved,3,6.0,4,7,USA,3.0,GOMES B,3 - 7,451,BRA,7:31
Turnover foul,3,8.0,4,7,USA,3.0,AZEVEDO T,3 - 7,430,USA,7:10
Steal,3,6.0,4,7,USA,3.0,GOMES B,3 - 7,430,BRA,7:10
Turnover foul,3,6.0,4,7,USA,3.0,GOMES B,3 - 7,403,BRA,6:43
Steal,3,11.0,4,7,USA,3.0,SMITH J,3 - 7,403,USA,6:43
20 sec. exclusion in centre,3,6.0,4,7,USA,3.0,GOMES B,3 - 7,384,BRA,6:24
Extra player shot - Blocked,3,8.0,4,7,USA,3.0,AZEVEDO T,3 - 7,367,USA,6:07
20 sec. exclusion in centre,3,12.0,4,7,USA,3.0,MANN J,3 - 7,344,USA,5:44
Action shot - Missed,3,2.0,4,7,USA,3.0,CRIVELLA J,3 - 7,318,BRA,5:18
Penalty foul,3,2.0,4,7,USA,3.0,CRIVELLA J,3 - 7,312,BRA,5:12
20 sec. exclusion in field,3,5.0,4,7,USA,3.0,SALEMI P,3 - 7,312,BRA,5:12
Penalty shot - Goal,1,10.0,4,4,USA,3.0,BONANNI B,1 - 4,312,USA,5:12
Action shot - Goal,2,11.0,4,4,USA,3.0,GUIMARAES G,2 - 4,282,BRA,4:42
Turnover foul,2,3.0,4,4,USA,3.0,OBERT A,2 - 4,253,USA,4:13
Turnover foul,2,3.0,4,4,USA,3.0,GOMES G,2 - 4,237,BRA,3:57
Steal,2,6.0,4,4,USA,3.0,CUPIDO L,2 - 4,237,USA,3:57
Turnover foul,2,6.0,4,4,USA,3.0,CUPIDO L,2 - 4,220,USA,3:40
Steal,2,3.0,4,4,USA,3.0,GOMES G,2 - 4,220,BRA,3:40
Turnover foul,2,1.0,4,4,USA,3.0,ANTONELLI V,2 - 4,204,BRA,3:24
20 sec. exclusion in field,2,11.0,4,4,USA,3.0,GUIMARAES G,2 - 4,194,BRA,3:14
Time-Out,2,,4,4,USA,3.0,,2 - 4,194,USA,3:14
Action shot - Blocked,2,2.0,4,4,USA,3.0,VAVIC N,2 - 4,163,USA,2:43
5m shot - Saved,2,10.0,4,4,USA,3.0,PERRONE F,2 - 4,134,BRA,2:14
Turnover foul,2,3.0,4,4,USA,3.0,OBERT A,2 - 4,106,USA,1:46
Action shot - Post,2,9.0,4,4,USA,3.0,ROCHA B,2 - 4,86,BRA,1:26
5m shot - Saved,2,2.0,4,4,USA,3.0,VAVIC N,2 - 4,58,USA,0:58
Turnover foul,2,9.0,4,4,USA,3.0,BOWEN A,2 - 4,35,USA,0:35
Steal,2,12.0,4,4,USA,3.0,VRLIC J,2 - 4,35,BRA,0:35
Time-Out,2,,4,4,USA,3.0,,2 - 4,35,BRA,0:35
Turnover foul,2,6.0,4,4,USA,3.0,GOMES B,2 - 4,10,BRA,0:10
5m shot - Missed,2,11.0,4,4,USA,3.0,SMITH J,2 - 4,0,USA,0:00
Starting goalkeeper,2,1.0,4,4,USA,4.0,ANTONELLI V,2 - 4,480,BRA,8:00
Starting goalkeeper,2,1.0,4,4,USA,4.0,MOSES M,2 - 4,480,USA,8:00
Sprint won possession,2,7.0,4,4,USA,4.0,SAMUELS J,2 - 4,480,USA,8:00
20 sec. exclusion in centre,2,8.0,4,4,USA,4.0,SILVA F,2 - 4,452,BRA,7:32
Extra player shot - Goal,2,12.0,4,5,USA,4.0,MANN J,2 - 5,441,USA,7:21
Turnover foul,2,11.0,4,5,USA,4.0,GUIMARAES G,2 - 5,412,BRA,6:52
Steal,2,11.0,4,5,USA,4.0,SMITH J,2 - 5,412,USA,6:52
Centre shot - Goal,2,12.0,4,6,USA,4.0,MANN J,2 - 6,384,USA,6:24
5m shot - Saved,2,10.0,4,6,USA,4.0,PERRONE F,2 - 6,359,BRA,5:59
5m shot - Saved,2,12.0,4,6,USA,4.0,MANN J,2 - 6,330,USA,5:30
Turnover foul,2,12.0,4,6,USA,4.0,MANN J,2 - 6,329,USA,5:29
Turnover foul,2,12.0,4,6,USA,4.0,VRLIC J,2 - 6,303,BRA,5:03
Time-Out,2,,4,6,USA,4.0,,2 - 6,280,USA,4:40
5m shot - Saved,2,6.0,4,6,USA,4.0,CUPIDO L,2 - 6,275,USA,4:35
5m shot - Saved,2,7.0,4,6,USA,4.0,SAMUELS J,2 - 6,244,USA,4:04
Turnover foul,2,9.0,4,6,USA,4.0,BOWEN A,2 - 6,217,USA,3:37
5m shot - Saved,2,12.0,4,6,USA,4.0,VRLIC J,2 - 6,194,BRA,3:14
20 sec. exclusion in field,2,12.0,4,6,USA,4.0,VRLIC J,2 - 6,191,BRA,3:11
5m shot - Missed,2,6.0,4,6,USA,4.0,CUPIDO L,2 - 6,163,USA,2:43
Centre shot - Goal,3,10.0,4,6,USA,4.0,PERRONE F,3 - 6,140,BRA,2:20
Turnover foul,3,8.0,4,6,USA,4.0,AZEVEDO T,3 - 6,118,USA,1:58
Turnover foul,3,5.0,4,6,USA,4.0,SALEMI P,3 - 6,112,BRA,1:52
Yellow card,3,,4,6,USA,4.0,Team Official,3 - 6,109,BRA,1:49
20 sec. exclusion in field,3,5.0,4,6,USA,4.0,ROELSE A,3 - 6,95,USA,1:35
Centre shot - Saved,3,4.0,4,6,USA,4.0,GONZALEZ I,3 - 6,71,BRA,1:11
Action shot - Saved,3,10.0,4,6,USA,4.0,PERRONE F,3 - 6,57,BRA,0:57
Turnover foul,3,8.0,4,6,USA,4.0,AZEVEDO T,3 - 6,29,USA,0:29
Steal,3,11.0,4,6,USA,4.0,GUIMARAES G,3 - 6,29,BRA,0:29
Goalkeeper substitution,3,13.0,4,6,USA,4.0,BARON M,3 - 6,17,USA,0:17
5m shot - Saved,3,3.0,4,6,USA,4.0,GOMES G,3 - 6,2,BRA,0:02
Starting goalkeeper,0,1.0,5,0,RSA,1.0,ANTONELLI V,0 - 0,480,BRA,8:00
Starting goalkeeper,0,1.0,5,0,RSA,1.0,FLATSCHER D,0 - 0,480,RSA,8:00
Sprint won possession,0,11.0,5,0,RSA,1.0,MOLYNEUX N,0 - 0,480,RSA,8:00
5m shot - Goal,0,3.0,5,1,RSA,1.0,CARD D,0 - 1,450,RSA,7:30
20 sec. exclusion in centre,0,4.0,5,1,RSA,1.0,BADENHORST I,0 - 1,433,RSA,7:13
Extra player shot - Goal,1,7.0,5,1,RSA,1.0,DELGADO A,1 - 1,426,BRA,7:06
5m shot - Goal,1,2.0,5,2,RSA,1.0,LE ROUX E,1 - 2,410,RSA,6:50
20 sec. exclusion in centre,1,4.0,5,2,RSA,1.0,BADENHORST I,1 - 2,392,RSA,6:32
Extra player shot - Saved,1,7.0,5,2,RSA,1.0,DELGADO A,1 - 2,386,BRA,6:26
Extra player shot - Goal,2,12.0,5,2,RSA,1.0,VRLIC J,2 - 2,377,BRA,6:17
Turnover foul,2,6.0,5,2,RSA,1.0,DE CARVALHO J,2 - 2,344,RSA,5:44
5m shot - Post,2,6.0,5,2,RSA,1.0,GOMES B,2 - 2,319,BRA,5:19
Action shot - Saved,2,2.0,5,2,RSA,1.0,LE ROUX E,2 - 2,297,RSA,4:57
Counter attack - Goal,3,12.0,5,2,RSA,1.0,VRLIC J,3 - 2,292,BRA,4:52
Action shot - Saved,3,7.0,5,2,RSA,1.0,JAGGA D,3 - 2,258,RSA,4:18
Counter attack - Saved,3,9.0,5,2,RSA,1.0,ROCHA B,3 - 2,244,BRA,4:04
5m shot - Saved,3,3.0,5,2,RSA,1.0,GOMES G,3 - 2,230,BRA,3:50
20 sec. exclusion in centre,3,6.0,5,2,RSA,1.0,DE CARVALHO J,3 - 2,217,RSA,3:37
Extra player shot - Goal,4,9.0,5,2,RSA,1.0,ROCHA B,4 - 2,204,BRA,3:24
Turnover foul,4,5.0,5,2,RSA,1.0,HOCK N,4 - 2,173,RSA,2:53
Steal,4,11.0,5,2,RSA,1.0,GUIMARAES G,4 - 2,173,BRA,2:53
Turnover foul,4,3.0,5,2,RSA,1.0,GOMES G,4 - 2,153,BRA,2:33
Steal,4,7.0,5,2,RSA,1.0,JAGGA D,4 - 2,153,RSA,2:33
Counter attack - Goal,4,11.0,5,3,RSA,1.0,MOLYNEUX N,4 - 3,141,RSA,2:21
20 sec. exclusion in centre,4,5.0,5,3,RSA,1.0,HOCK N,4 - 3,112,RSA,1:52
Extra player shot - Goal,5,10.0,5,3,RSA,1.0,PERRONE F,5 - 3,105,BRA,1:45
Time-Out,5,,5,3,RSA,1.0,,5 - 3,103,RSA,1:43
Turnover foul,5,8.0,5,3,RSA,1.0,WINGATE-PEARSE J,5 - 3,95,RSA,1:35
Counter attack - Goal,6,10.0,5,3,RSA,1.0,PERRONE F,6 - 3,84,BRA,1:24
5m shot - Saved,6,12.0,5,3,RSA,1.0,VRLIC J,6 - 3,52,BRA,0:52
Counter attack - Goal,7,7.0,5,3,RSA,1.0,DELGADO A,7 - 3,41,BRA,0:41
Turnover foul,7,2.0,5,3,RSA,1.0,LE ROUX E,7 - 3,22,RSA,0:22
Steal,7,8.0,5,3,RSA,1.0,SILVA F,7 - 3,22,BRA,0:22
Time-Out,7,,5,3,RSA,1.0,,7 - 3,20,BRA,0:20
Centre shot - Saved,7,12.0,5,3,RSA,1.0,VRLIC J,7 - 3,5,BRA,0:05
Turnover foul,7,12.0,5,3,RSA,1.0,VRLIC J,7 - 3,0,BRA,0:00
Starting goalkeeper,7,1.0,5,3,RSA,2.0,ANTONELLI V,7 - 3,480,BRA,8:00
Starting goalkeeper,7,1.0,5,3,RSA,2.0,FLATSCHER D,7 - 3,480,RSA,8:00
Sprint won possession,7,11.0,5,3,RSA,2.0,MOLYNEUX N,7 - 3,8,RSA,0:08
Turnover foul,7,3.0,5,3,RSA,2.0,CARD D,7 - 3,455,RSA,7:35
5m shot - Post,7,6.0,5,3,RSA,2.0,GOMES B,7 - 3,436,BRA,7:16
Turnover foul,7,12.0,5,3,RSA,2.0,VRLIC J,7 - 3,422,BRA,7:02
Penalty foul,7,8.0,5,3,RSA,2.0,SILVA F,7 - 3,401,BRA,6:41
Penalty shot - Goal,7,10.0,5,4,RSA,2.0,LE ROUX P,7 - 4,401,RSA,6:41
Centre shot - Goal,8,12.0,5,4,RSA,2.0,VRLIC J,8 - 4,379,BRA,6:19
Turnover foul,8,11.0,5,4,RSA,2.0,MOLYNEUX N,8 - 4,348,RSA,5:48
Action shot - Saved,8,7.0,5,4,RSA,2.0,DELGADO A,8 - 4,325,BRA,5:25
Turnover foul,8,3.0,5,4,RSA,2.0,CARD D,8 - 4,302,RSA,5:02
Action shot - Saved,8,6.0,5,4,RSA,2.0,GOMES B,8 - 4,285,BRA,4:45
5m shot - Saved,8,6.0,5,4,RSA,2.0,GOMES B,8 - 4,263,BRA,4:23
Time-Out,8,,5,4,RSA,2.0,,8 - 4,263,RSA,4:23
Action shot - Goal,8,7.0,5,5,RSA,2.0,JAGGA D,8 - 5,252,RSA,4:12
5m shot - Saved,8,11.0,5,5,RSA,2.0,GUIMARAES G,8 - 5,231,BRA,3:51
Turnover foul,8,10.0,5,5,RSA,2.0,LE ROUX P,8 - 5,195,RSA,3:15
Steal,8,5.0,5,5,RSA,2.0,SALEMI P,8 - 5,195,BRA,3:15
Action shot - Blocked,8,3.0,5,5,RSA,2.0,GOMES G,8 - 5,172,BRA,2:52
Turnover foul,8,2.0,5,5,RSA,2.0,LE ROUX E,8 - 5,152,RSA,2:32
Steal,8,1.0,5,5,RSA,2.0,ANTONELLI V,8 - 5,152,BRA,2:32
Counter attack - Blocked,8,10.0,5,5,RSA,2.0,PERRONE F,8 - 5,138,BRA,2:18
5m shot - Blocked,8,3.0,5,5,RSA,2.0,GOMES G,8 - 5,131,BRA,2:11
Turnover foul,8,6.0,5,5,RSA,2.0,DE CARVALHO J,8 - 5,110,RSA,1:50
Steal,8,1.0,5,5,RSA,2.0,ANTONELLI V,8 - 5,110,BRA,1:50
Counter attack - Goal,9,11.0,5,5,RSA,2.0,GUIMARAES G,9 - 5,101,BRA,1:41
Turnover foul,9,11.0,5,5,RSA,2.0,MOLYNEUX N,9 - 5,72,RSA,1:12
Time-Out,9,,5,5,RSA,4.0,,9 - 5,17,BRA,0:17
5m shot - Post,9,10.0,5,5,RSA,2.0,PERRONE F,9 - 5,51,BRA,0:51
Turnover foul,9,3.0,5,5,RSA,2.0,CARD D,9 - 5,23,RSA,0:23
Turnover foul,9,10.0,5,5,RSA,2.0,PERRONE F,9 - 5,15,BRA,0:15
5m shot - Saved,9,5.0,5,5,RSA,2.0,HOCK N,9 - 5,0,RSA,0:00
Starting goalkeeper,9,1.0,5,5,RSA,3.0,ANTONELLI V,9 - 5,480,BRA,8:00
Starting goalkeeper,9,13.0,5,5,RSA,3.0,LEWIS J,9 - 5,480,RSA,8:00
Sprint won possession,9,7.0,5,5,RSA,3.0,DELGADO A,9 - 5,480,BRA,8:00
20 sec. exclusion in centre,9,5.0,5,5,RSA,3.0,HOCK N,9 - 5,465,RSA,7:45
Extra player shot - Goal,10,12.0,5,5,RSA,3.0,VRLIC J,10 - 5,455,BRA,7:35
5m shot - Saved,10,8.0,5,5,RSA,3.0,WINGATE-PEARSE J,10 - 5,426,RSA,7:06
Centre shot - Saved,10,12.0,5,5,RSA,3.0,VRLIC J,10 - 5,408,BRA,6:48
5m shot - Post,10,7.0,5,5,RSA,3.0,DELGADO A,10 - 5,386,BRA,6:26
Action shot - Post,10,6.0,5,5,RSA,3.0,GOMES B,10 - 5,348,BRA,5:48
Turnover foul,10,3.0,5,5,RSA,3.0,CARD D,10 - 5,329,RSA,5:29
Action shot - Post,10,10.0,5,5,RSA,3.0,PERRONE F,10 - 5,307,BRA,5:07
20 sec. exclusion in centre,10,8.0,5,5,RSA,3.0,SILVA F,10 - 5,299,BRA,4:59
Time-Out,10,,5,5,RSA,3.0,,10 - 5,298,RSA,4:58
Action shot - Saved,10,5.0,5,5,RSA,3.0,HOCK N,10 - 5,269,RSA,4:29
Centre shot - Saved,10,12.0,5,5,RSA,3.0,VRLIC J,10 - 5,247,BRA,4:07
Extra player shot - Missed,10,8.0,5,5,RSA,3.0,WINGATE-PEARSE J,10 - 5,198,RSA,3:18
Counter attack - Post,10,10.0,5,5,RSA,3.0,PERRONE F,10 - 5,189,BRA,3:09
Action shot - Saved,10,10.0,5,5,RSA,3.0,LE ROUX P,10 - 5,167,RSA,2:47
Action shot - Post,10,5.0,5,5,RSA,3.0,SALEMI P,10 - 5,145,BRA,2:25
20 sec. exclusion in centre,10,10.0,5,5,RSA,3.0,LE ROUX P,10 - 5,124,RSA,2:04
Extra player shot - Goal,11,10.0,5,5,RSA,3.0,PERRONE F,11 - 5,105,BRA,1:45
Goalkeeper substitution,11,1.0,5,5,RSA,3.0,FLATSCHER D,11 - 5,86,RSA,1:26
5m shot - Missed,11,11.0,5,5,RSA,3.0,MOLYNEUX N,11 - 5,77,RSA,1:17
Action shot - Blocked,11,5.0,5,5,RSA,3.0,SALEMI P,11 - 5,50,BRA,0:50
5m shot - Saved,11,2.0,5,5,RSA,3.0,LE ROUX E,11 - 5,19,RSA,0:19
Time-Out,11,,5,5,RSA,3.0,,11 - 5,19,BRA,0:19
20 sec. exclusion in centre,11,2.0,5,5,RSA,3.0,LE ROUX E,11 - 5,6,RSA,0:06
Extra player shot - Goal,12,6.0,5,5,RSA,3.0,GOMES B,12 - 5,3,BRA,0:03
Starting goalkeeper,12,1.0,5,5,RSA,4.0,ANTONELLI V,12 - 5,480,BRA,8:00
Starting goalkeeper,12,13.0,5,5,RSA,4.0,LEWIS J,12 - 5,480,RSA,8:00
Sprint won possession,12,11.0,5,5,RSA,4.0,GUIMARAES G,12 - 5,480,BRA,8:00
Action shot - Goal,13,12.0,5,5,RSA,4.0,VRLIC J,13 - 5,461,BRA,7:41
Turnover foul,13,11.0,5,5,RSA,4.0,MOLYNEUX N,13 - 5,439,RSA,7:19
Action shot - Saved,13,6.0,5,5,RSA,4.0,GOMES B,13 - 5,417,BRA,6:57
Turnover foul,13,7.0,5,5,RSA,4.0,JAGGA D,13 - 5,390,RSA,6:30
20 sec. exclusion in centre,13,9.0,5,5,RSA,4.0,WHYTE D,13 - 5,369,RSA,6:09
Extra player shot - Goal,14,2.0,5,5,RSA,4.0,CRIVELLA J,14 - 5,356,BRA,5:56
Action shot - Post,14,11.0,5,5,RSA,4.0,MOLYNEUX N,14 - 5,326,RSA,5:26
Action shot - Blocked,14,10.0,5,5,RSA,4.0,PERRONE F,14 - 5,298,BRA,4:58
Double exclusion,14,6.0,5,5,RSA,4.0,GOMES B,14 - 5,298,BRA,4:58
Double exclusion,14,3.0,5,5,RSA,4.0,CARD D,14 - 5,293,RSA,4:53
Turnover foul,14,4.0,5,5,RSA,4.0,BADENHORST I,14 - 5,272,RSA,4:32
5m shot - Saved,14,5.0,5,5,RSA,4.0,SALEMI P,14 - 5,255,BRA,4:15
20 sec. exclusion in centre,14,5.0,5,5,RSA,4.0,SALEMI P,14 - 5,237,BRA,3:57
Extra player shot - Saved,14,10.0,5,5,RSA,4.0,LE ROUX P,14 - 5,216,RSA,3:36
Turnover foul,14,3.0,5,5,RSA,4.0,GOMES G,14 - 5,193,BRA,3:13
Steal,14,2.0,5,5,RSA,4.0,LE ROUX E,14 - 5,193,RSA,3:13
Time-Out,14,,5,5,RSA,4.0,,14 - 5,193,RSA,3:13
Turnover foul,14,10.0,5,5,RSA,4.0,LE ROUX P,14 - 5,183,RSA,3:03
Steal,14,8.0,5,5,RSA,4.0,SILVA F,14 - 5,183,BRA,3:03
Action shot - Goal,15,3.0,5,5,RSA,4.0,GOMES G,15 - 5,161,BRA,2:41
Turnover foul,15,3.0,5,5,RSA,4.0,CARD D,15 - 5,143,RSA,2:23
Counter attack - Goal,16,10.0,5,5,RSA,4.0,PERRONE F,16 - 5,132,BRA,2:12
Turnover foul,16,8.0,5,5,RSA,4.0,WINGATE-PEARSE J,16 - 5,98,RSA,1:38
Steal,16,3.0,5,5,RSA,4.0,GOMES G,16 - 5,98,BRA,1:38
Action shot - Saved,16,10.0,5,5,RSA,4.0,PERRONE F,16 - 5,76,BRA,1:16
Turnover foul,16,11.0,5,5,RSA,4.0,MOLYNEUX N,16 - 5,51,RSA,0:51
Steal,16,10.0,5,5,RSA,4.0,PERRONE F,16 - 5,51,BRA,0:51
Action shot - Post,16,11.0,5,5,RSA,4.0,GUIMARAES G,16 - 5,25,BRA,0:25
Turnover foul,16,8.0,5,5,RSA,4.0,WINGATE-PEARSE J,16 - 5,17,RSA,0:17
Starting goalkeeper,0,1.0,6,0,CAN,1.0,RANDALL R,0 - 0,480,CAN,8:00
Starting goalkeeper,0,1.0,6,0,CAN,1.0,ANTONELLI V,0 - 0,480,BRA,8:00
Sprint won possession,0,8.0,6,0,CAN,1.0,GRAHAM K,0 - 0,480,CAN,8:00
Turnover foul,0,10.0,6,0,CAN,1.0,CONWAY J,0 - 0,451,CAN,7:31
5m shot - Post,0,6.0,6,0,CAN,1.0,GOMES B,0 - 0,424,BRA,7:04
Action shot - Post,0,5.0,6,0,CAN,1.0,BOYD J,0 - 0,397,CAN,6:37
Turnover foul,0,8.0,6,0,CAN,1.0,SILVA F,0 - 0,377,BRA,6:17
Action shot - Post,0,4.0,6,0,CAN,1.0,CONSTANTIN-BICARI,0 - 0,339,CAN,5:39
Turnover foul,0,2.0,6,0,CAN,1.0,KUDABA C,0 - 0,324,CAN,5:24
Steal,0,12.0,6,0,CAN,1.0,VRLIC J,0 - 0,324,BRA,5:24
Turnover foul,0,10.0,6,0,CAN,1.0,PERRONE F,0 - 0,305,BRA,5:05
Steal,0,8.0,6,0,CAN,1.0,GRAHAM K,0 - 0,305,CAN,5:05
Centre shot - Missed,0,5.0,6,0,CAN,1.0,BOYD J,0 - 0,286,CAN,4:46
5m shot - Missed,0,10.0,6,0,CAN,1.0,PERRONE F,0 - 0,260,BRA,4:20
Turnover foul,0,4.0,6,0,CAN,1.0,CONSTANTIN-BICARI,0 - 0,239,CAN,3:59
Steal,0,6.0,6,0,CAN,1.0,GOMES B,0 - 0,239,BRA,3:59
Action shot - Saved,0,8.0,6,0,CAN,1.0,SILVA F,0 - 0,223,BRA,3:43
Turnover foul,0,7.0,6,0,CAN,1.0,DELGADO A,0 - 0,205,BRA,3:25
Action shot - Goal,0,2.0,6,1,CAN,1.0,KUDABA C,1 - 0,188,CAN,3:08
20 sec. exclusion in centre,0,11.0,6,1,CAN,1.0,TORAKIS G,1 - 0,166,CAN,2:46
Extra player shot - Missed,0,4.0,6,1,CAN,1.0,GONZALEZ I,1 - 0,146,BRA,2:26
Turnover foul,0,3.0,6,1,CAN,1.0,VIKALO O,1 - 0,120,CAN,2:00
Action shot - Goal,1,10.0,6,1,CAN,1.0,PERRONE F,1 - 1,94,BRA,1:34
Penalty foul,1,9.0,6,1,CAN,1.0,ROCHA B,1 - 1,68,BRA,1:08
Penalty shot - Goal,1,10.0,6,2,CAN,1.0,CONWAY J,2 - 1,68,CAN,1:08
Action shot - Saved,1,3.0,6,2,CAN,1.0,GOMES G,2 - 1,43,BRA,0:43
Action shot - Saved,1,3.0,6,2,CAN,1.0,GOMES G,2 - 1,28,BRA,0:28
Action shot - Goal,2,11.0,6,2,CAN,1.0,GUIMARAES G,2 - 2,3,BRA,0:03
Time-Out,2,,6,2,CAN,1.0,,2 - 2,3,CAN,0:03
Starting goalkeeper,2,1.0,6,2,CAN,2.0,RANDALL R,2 - 2,480,CAN,8:00
Starting goalkeeper,2,1.0,6,2,CAN,2.0,ANTONELLI V,2 - 2,480,BRA,8:00
Sprint won possession,2,8.0,6,2,CAN,2.0,GRAHAM K,2 - 2,480,CAN,8:00
Turnover foul,2,8.0,6,2,CAN,2.0,GRAHAM K,2 - 2,453,CAN,7:33
Steal,2,1.0,6,2,CAN,2.0,ANTONELLI V,2 - 2,453,BRA,7:33
Action shot - Saved,2,7.0,6,2,CAN,2.0,DELGADO A,2 - 2,427,BRA,7:07
