Action,Cap,GRE,Game,Opponent,Opponent name,Period,Player,Score,Seconds,Team,Time,Result,Goal
5m shot,10.0,5,1,4,ITA,2.0,LUONGO S,5 - 4,226,ITA,3:46,Blocked,0
5m shot,12.0,5,1,4,ITA,2.0,VLACHOPOULOS A,5 - 4,159,GRE,2:39,Blocked,0
Penalty shot,5.0,5,1,4,ITA,2.0,FOUNTOULIS I,5 - 4,107,GRE,1:47,Saved,0
Action shot,4.0,6,1,4,ITA,2.0,GENIDOUNIAS K,6 - 4,83,GRE,1:23,Goal,1
Extra player shot,11.0,6,1,5,ITA,2.0,AICARDI M,6 - 5,49,ITA,0:49,Goal,1
Action shot,11.0,7,1,5,ITA,3.0,GOUNAS A,7 - 5,338,GRE,5:38,Goal,1
Extra player shot,11.0,7,1,5,ITA,3.0,AICARDI M,7 - 5,289,ITA,4:49,Saved,0
Action shot,9.0,7,1,5,ITA,3.0,MOURIKIS K,7 - 5,262,GRE,4:22,Saved,0
5m shot,10.0,7,1,5,ITA,3.0,LUONGO S,7 - 5,231,ITA,3:51,Saved,0
Extra player shot,5.0,8,1,5,ITA,3.0,FOUNTOULIS I,8 - 5,187,GRE,3:07,Goal,1
Extra player shot,4.0,8,1,6,ITA,3.0,FIGLIOLI P,8 - 6,143,ITA,2:23,Goal,1
Action shot,4.0,8,1,6,ITA,3.0,FIGLIOLI P,8 - 6,113,ITA,1:53,Post,0
Centre shot,7.0,8,1,7,ITA,3.0,GIACOPPO M,8 - 7,113,ITA,1:53,Goal,1
Extra player shot,5.0,9,1,7,ITA,3.0,FOUNTOULIS I,9 - 7,73,GRE,1:13,Goal,1
5m shot,5.0,9,1,7,ITA,3.0,FOUNTOULIS I,9 - 7,1,GRE,0:01,Saved,0
5m shot,2.0,9,1,7,ITA,4.0,DI FULVIO F,9 - 7,450,ITA,7:30,Post,0
Action shot,8.0,9,1,7,ITA,4.0,DELAKAS E,9 - 7,402,GRE,6:42,Saved,0
Action shot,2.0,9,1,7,ITA,4.0,DI FULVIO F,9 - 7,358,ITA,5:58,Saved,0
Action shot,4.0,9,1,8,ITA,4.0,FIGLIOLI P,9 - 8,343,ITA,5:43,Goal,1
Action shot,12.0,9,1,9,ITA,4.0,BARALDI F,9 - 9,301,ITA,5:01,Goal,1
Extra player shot,9.0,10,1,9,ITA,4.0,MOURIKIS K,10 - 9,256,GRE,4:16,Goal,1
Extra player shot,10.0,10,1,10,ITA,4.0,LUONGO S,10 - 10,214,ITA,3:34,Goal,1
Penalty shot,7.0,11,1,10,ITA,4.0,AFROUDAKIS C,11 - 10,186,GRE,3:06,Goal,1
5m shot,10.0,11,1,10,ITA,4.0,LUONGO S,11 - 10,160,ITA,2:40,Blocked,0
Extra player shot,5.0,11,1,10,ITA,4.0,GIORGETTI A,11 - 10,82,ITA,1:22,Missed,0
5m shot,5.0,11,1,10,ITA,4.0,FOUNTOULIS I,11 - 10,65,GRE,1:05,Saved,0
Extra player shot,6.0,11,1,10,ITA,4.0,FONDELLI A,11 - 10,8,ITA,0:08,Blocked,0
Action shot,12.0,0,2,1,USA,1.0,MANN J,0 - 1,452,USA,7:32,Goal,1
5m shot,2.0,1,2,1,USA,1.0,MYLONAKIS E,1 - 1,425,GRE,7:05,Goal,1
5m shot,6.0,1,2,1,USA,1.0,CUPIDO L,1 - 1,396,USA,6:36,Saved,0
Extra player shot,12.0,1,2,1,USA,1.0,MANN J,1 - 1,362,USA,6:02,Saved,0
5m shot,5.0,1,2,1,USA,1.0,FOUNTOULIS I,1 - 1,340,GRE,5:40,Saved,0
Centre shot,7.0,1,2,2,USA,1.0,SAMUELS J,1 - 2,315,USA,5:15,Goal,1
Action shot,5.0,2,2,2,USA,1.0,FOUNTOULIS I,2 - 2,277,GRE,4:37,Goal,1
Extra player shot,10.0,2,2,2,USA,1.0,BONANNI B,2 - 2,252,USA,4:12,Post,0
5m shot,6.0,2,2,3,USA,1.0,CUPIDO L,2 - 3,212,USA,3:32,Goal,1
Action shot,9.0,2,2,3,USA,1.0,MOURIKIS K,2 - 3,178,GRE,2:58,Saved,0
Action shot,9.0,2,2,3,USA,1.0,MOURIKIS K,2 - 3,156,GRE,2:36,Saved,0
Counter attack,5.0,3,2,3,USA,1.0,FOUNTOULIS I,3 - 3,123,GRE,2:03,Goal,1
Action shot,2.0,3,2,3,USA,1.0,VAVIC N,3 - 3,99,USA,1:39,Missed,0
5m shot,6.0,3,2,3,USA,1.0,CUPIDO L,3 - 3,1,USA,0:01,Blocked,0
Action shot,7.0,3,2,3,USA,2.0,SAMUELS J,3 - 3,454,USA,7:34,Missed,0
Counter attack,7.0,3,2,4,USA,2.0,SAMUELS J,3 - 4,424,USA,7:04,Goal,1
Extra player shot,7.0,3,2,4,USA,2.0,AFROUDAKIS C,3 - 4,395,GRE,6:35,Post,0
Extra player shot,12.0,3,2,4,USA,2.0,VLACHOPOULOS A,3 - 4,343,GRE,5:43,Saved,0
Centre shot,12.0,3,2,4,USA,2.0,VLACHOPOULOS A,3 - 4,293,GRE,4:53,Saved,0
5m shot,5.0,3,2,4,USA,2.0,FOUNTOULIS I,3 - 4,220,GRE,3:40,Post,0
5m shot,6.0,3,2,4,USA,2.0,CUPIDO L,3 - 4,189,USA,3:09,Blocked,0
Action shot,5.0,4,2,4,USA,2.0,FOUNTOULIS I,4 - 4,165,GRE,2:45,Goal,1
Action shot,12.0,4,2,5,USA,2.0,MANN J,4 - 5,141,USA,2:21,Goal,1
5m shot,2.0,4,2,5,USA,2.0,MYLONAKIS E,4 - 5,111,GRE,1:51,Missed,0
Extra player shot,8.0,4,2,6,USA,2.0,AZEVEDO T,4 - 6,78,USA,1:18,Goal,1
Extra player shot,7.0,4,2,6,USA,2.0,SAMUELS J,4 - 6,16,USA,0:16,Post,0
Action shot,2.0,4,2,6,USA,2.0,VAVIC N,4 - 6,1,USA,0:01,Saved,0
Extra player shot,9.0,5,2,6,USA,3.0,MOURIKIS K,5 - 6,452,GRE,7:32,Goal,1
Extra player shot,9.0,5,2,7,USA,3.0,BOWEN A,5 - 7,405,USA,6:45,Goal,1
Action shot,9.0,6,2,7,USA,3.0,MOURIKIS K,6 - 7,362,GRE,6:02,Goal,1
Action shot,5.0,6,2,7,USA,3.0,FOUNTOULIS I,6 - 7,320,GRE,5:20,Saved,0
Extra player shot,10.0,6,2,8,USA,3.0,BONANNI B,6 - 8,246,USA,4:06,Goal,1
Action shot,11.0,6,2,8,USA,3.0,GOUNAS A,6 - 8,214,GRE,3:34,Saved,0
Action shot,7.0,6,2,8,USA,3.0,AFROUDAKIS C,6 - 8,170,GRE,2:50,Saved,0
Action shot,11.0,6,2,8,USA,3.0,GOUNAS A,6 - 8,151,GRE,2:31,Missed,0
Extra player shot,12.0,7,2,8,USA,3.0,VLACHOPOULOS A,7 - 8,75,GRE,1:15,Goal,1
Extra player shot,8.0,7,2,9,USA,3.0,AZEVEDO T,7 - 9,46,USA,0:46,Goal,1
Extra player shot,5.0,7,2,9,USA,3.0,FOUNTOULIS I,7 - 9,5,GRE,0:05,Saved,0
Action shot,5.0,8,2,9,USA,3.0,FOUNTOULIS I,8 - 9,0,GRE,0:00,Goal,1
5m shot,7.0,8,2,9,USA,4.0,SAMUELS J,8 - 9,427,USA,7:07,Blocked,0
5m shot,8.0,8,2,9,USA,4.0,DELAKAS E,8 - 9,400,GRE,6:40,Missed,0
Extra player shot,10.0,8,2,9,USA,4.0,BONANNI B,8 - 9,371,USA,6:11,Post,0
5m shot,12.0,8,2,9,USA,4.0,VLACHOPOULOS A,8 - 9,326,GRE,5:26,Saved,0
5m shot,5.0,8,2,9,USA,4.0,ROELSE A,8 - 9,299,USA,4:59,Saved,0
Extra player shot,5.0,8,2,10,USA,4.0,ROELSE A,8 - 10,245,USA,4:05,Goal,1
5m shot,4.0,8,2,10,USA,4.0,GENIDOUNIAS K,8 - 10,219,GRE,3:39,Missed,0
Action shot,2.0,9,2,10,USA,4.0,MYLONAKIS E,9 - 10,163,GRE,2:43,Goal,1
Action shot,2.0,10,2,10,USA,4.0,MYLONAKIS E,10 - 10,104,GRE,1:44,Goal,1
Extra player shot,6.0,10,2,10,USA,4.0,CUPIDO L,10 - 10,49,USA,0:49,Saved,0
Action shot,8.0,11,2,10,USA,4.0,DELAKAS E,11 - 10,31,GRE,0:31,Goal,1
Action shot,8.0,0,3,0,RUS,1.0,NAGAEV I,0 - 0,452,RUS,7:32,Blocked,0
Action shot,10.0,0,3,1,RUS,1.0,KHOLOD D,0 - 1,360,RUS,6:00,Goal,1
Extra player shot,10.0,1,3,1,RUS,1.0,KOLOMVOS C,1 - 1,327,GRE,5:27,Goal,1
Action shot,8.0,2,3,1,RUS,1.0,DELAKAS E,2 - 1,273,GRE,4:33,Goal,1
Extra player shot,5.0,3,3,1,RUS,1.0,FOUNTOULIS I,3 - 1,210,GRE,3:30,Goal,1
Action shot,4.0,3,3,1,RUS,1.0,BYCHKOV I,3 - 1,184,RUS,3:04,Saved,0
Action shot,4.0,3,3,1,RUS,1.0,BYCHKOV I,3 - 1,146,RUS,2:26,Saved,0
Action shot,5.0,4,3,1,RUS,1.0,FOUNTOULIS I,4 - 1,138,GRE,2:18,Goal,1
Centre shot,11.0,4,3,1,RUS,1.0,LISUNOV S,4 - 1,90,RUS,1:30,Post,0
Action shot,7.0,4,3,1,RUS,1.0,AFROUDAKIS C,4 - 1,60,GRE,1:00,Saved,0
Centre shot,11.0,4,3,2,RUS,1.0,LISUNOV S,4 - 2,38,RUS,0:38,Goal,1
Centre shot,9.0,5,3,2,RUS,1.0,MOURIKIS K,5 - 2,14,GRE,0:14,Goal,1
5m shot,4.0,5,3,2,RUS,1.0,BYCHKOV I,5 - 2,0,RUS,0:00,Missed,0
5m shot,9.0,5,3,3,RUS,2.0,STEPANIUK K,5 - 3,452,RUS,7:32,Goal,1
Extra player shot,9.0,6,3,3,RUS,2.0,MOURIKIS K,6 - 3,420,GRE,7:00,Goal,1
Extra player shot,3.0,6,3,3,RUS,2.0,ODINTSOV A,6 - 3,329,RUS,5:29,Saved,0
Counter attack,2.0,6,3,3,RUS,2.0,MYLONAKIS E,6 - 3,311,GRE,5:11,Saved,0
Centre shot,9.0,6,3,3,RUS,2.0,MOURIKIS K,6 - 3,291,GRE,4:51,Saved,0
5m shot,11.0,7,3,3,RUS,2.0,GOUNAS A,7 - 3,250,GRE,4:10,Goal,1
Extra player shot,2.0,7,3,4,RUS,2.0,BUGAYCHUK A,7 - 4,149,RUS,2:29,Goal,1
Action shot,3.0,7,3,4,RUS,2.0,DERVISIS G,7 - 4,122,GRE,2:02,Post,0
Action shot,8.0,7,3,4,RUS,2.0,NAGAEV I,7 - 4,57,RUS,0:57,Saved,0
Extra player shot,5.0,7,3,4,RUS,2.0,FOUNTOULIS I,7 - 4,27,GRE,0:27,Saved,0
Action shot,2.0,8,3,4,RUS,2.0,MYLONAKIS E,8 - 4,20,GRE,0:20,Goal,1
Penalty shot,8.0,8,3,5,RUS,3.0,NAGAEV I,8 - 5,465,RUS,7:45,Goal,1
Extra player shot,12.0,9,3,5,RUS,3.0,VLACHOPOULOS A,9 - 5,426,GRE,7:06,Goal,1
5m shot,6.0,9,3,5,RUS,3.0,ASHAEV A,9 - 5,396,RUS,6:36,Post,0
Extra player shot,8.0,9,3,6,RUS,3.0,NAGAEV I,9 - 6,335,RUS,5:35,Goal,1
Action shot,4.0,9,3,6,RUS,3.0,GENIDOUNIAS K,9 - 6,306,GRE,5:06,Saved,0
Action shot,11.0,10,3,6,RUS,3.0,GOUNAS A,10 - 6,273,GRE,4:33,Goal,1
Action shot,10.0,10,3,6,RUS,3.0,KHOLOD D,10 - 6,233,RUS,3:53,Saved,0
5m shot,7.0,11,3,6,RUS,3.0,AFROUDAKIS C,11 - 6,214,GRE,3:34,Goal,1
Extra player shot,7.0,11,3,6,RUS,3.0,TIMAKOV V,11 - 6,174,RUS,2:54,Missed,0
Centre shot,9.0,11,3,6,RUS,3.0,MOURIKIS K,11 - 6,150,GRE,2:30,Post,0
Penalty shot,5.0,12,3,6,RUS,3.0,FOUNTOULIS I,12 - 6,104,GRE,1:44,Goal,1
Action shot,4.0,12,3,7,RUS,3.0,BYCHKOV I,12 - 7,80,RUS,1:20,Goal,1
Extra player shot,5.0,13,3,7,RUS,3.0,FOUNTOULIS I,13 - 7,56,GRE,0:56,Goal,1
Action shot,12.0,13,3,7,RUS,3.0,MAGOMAEV L,13 - 7,26,RUS,0:26,Missed,0
5m shot,4.0,13,3,7,RUS,3.0,BYCHKOV I,13 - 7,3,RUS,0:03,Missed,0
5m shot,4.0,13,3,7,RUS,4.0,BYCHKOV I,13 - 7,452,RUS,7:32,Saved,0
Centre shot,4.0,13,3,7,RUS,4.0,BYCHKOV I,13 - 7,405,RUS,6:45,Saved,0
Action shot,11.0,13,3,7,RUS,4.0,GOUNAS A,13 - 7,386,GRE,6:26,Saved,0
5m shot,12.0,14,3,7,RUS,4.0,VLACHOPOULOS A,14 - 7,366,GRE,6:06,Goal,1
Extra player shot,11.0,14,3,8,RUS,4.0,LISUNOV S,14 - 8,295,RUS,4:55,Goal,1
Action shot,10.0,14,3,8,RUS,4.0,KOLOMVOS C,14 - 8,270,GRE,4:30,Saved,0
5m shot,2.0,14,3,9,RUS,4.0,BUGAYCHUK A,14 - 9,241,RUS,4:01,Goal,1
Extra player shot,3.0,14,3,10,RUS,4.0,ODINTSOV A,14 - 10,198,RUS,3:18,Goal,1
Extra player shot,9.0,15,3,10,RUS,4.0,MOURIKIS K,15 - 10,175,GRE,2:55,Goal,1
Extra player shot,8.0,15,3,11,RUS,4.0,NAGAEV I,15 - 11,130,RUS,2:10,Goal,1
Action shot,9.0,15,3,11,RUS,4.0,MOURIKIS K,15 - 11,18,GRE,0:18,Missed,0
Centre shot,10.0,0,4,0,AUS,1.0,KOLOMVOS C,0 - 0,425,GRE,7:05,Post,0
Action shot,3.0,0,4,0,AUS,1.0,FORD G,0 - 0,348,AUS,5:48,Blocked,0
5m shot,6.0,0,4,0,AUS,1.0,PONTIKEAS K,0 - 0,318,GRE,5:18,Saved,0
Action shot,2.0,0,4,0,AUS,1.0,CAMPBELL R,0 - 0,298,AUS,4:58,Saved,0
Counter attack,7.0,0,4,0,AUS,1.0,AFROUDAKIS C,0 - 0,285,GRE,4:45,Saved,0
5m shot,8.0,0,4,0,AUS,1.0,YOUNGER A,0 - 0,255,AUS,4:15,Blocked,0
Extra player shot,12.0,0,4,0,AUS,1.0,VLACHOPOULOS A,0 - 0,145,GRE,2:25,Saved,0
5m shot,7.0,1,4,0,AUS,1.0,AFROUDAKIS C,1 - 0,70,GRE,1:10,Goal,1
5m shot,8.0,1,4,0,AUS,1.0,DELAKAS E,1 - 0,22,GRE,0:22,Blocked,0
Extra player shot,8.0,1,4,1,AUS,2.0,YOUNGER A,1 - 1,446,AUS,7:26,Goal,1
Extra player shot,5.0,2,4,1,AUS,2.0,FOUNTOULIS I,2 - 1,376,GRE,6:16,Goal,1
Action shot,6.0,2,4,1,AUS,2.0,GILCHRIST J,2 - 1,345,AUS,5:45,Saved,0
Action shot,11.0,2,4,1,AUS,2.0,GOUNAS A,2 - 1,294,GRE,4:54,Blocked,0
Action shot,11.0,2,4,1,AUS,2.0,HOWDEN R,2 - 1,256,AUS,4:16,Saved,0
Action shot,7.0,2,4,1,AUS,2.0,AFROUDAKIS C,2 - 1,229,GRE,3:49,Saved,0
Extra player shot,9.0,2,4,1,AUS,2.0,MOURIKIS K,2 - 1,195,GRE,3:15,Missed,0
Extra player shot,7.0,2,4,2,AUS,2.0,ROACH A,2 - 2,161,AUS,2:41,Goal,1
Extra player shot,9.0,2,4,2,AUS,2.0,MOURIKIS K,2 - 2,114,GRE,1:54,Saved,0
5m shot,8.0,2,4,3,AUS,2.0,YOUNGER A,2 - 3,91,AUS,1:31,Goal,1
Action shot,4.0,2,4,3,AUS,2.0,GENIDOUNIAS K,2 - 3,63,GRE,1:03,Blocked,0
Action shot,7.0,2,4,3,AUS,2.0,ROACH A,2 - 3,47,AUS,0:47,Saved,0
5m shot,12.0,2,4,3,AUS,2.0,VLACHOPOULOS A,2 - 3,23,GRE,0:23,Post,0
Penalty shot,7.0,2,4,3,AUS,2.0,AFROUDAKIS C,2 - 3,5,GRE,0:05,Post,0
Action shot,9.0,2,4,4,AUS,3.0,SWIFT J,2 - 4,453,AUS,7:33,Goal,1
Extra player shot,10.0,3,4,4,AUS,3.0,KOLOMVOS C,3 - 4,421,GRE,7:01,Goal,1
Action shot,5.0,3,4,4,AUS,3.0,FOUNTOULIS I,3 - 4,365,GRE,6:05,Saved,0
Counter attack,8.0,3,4,4,AUS,3.0,YOUNGER A,3 - 4,316,AUS,5:16,Saved,0
Action shot,12.0,3,4,4,AUS,3.0,MARTIN T,3 - 4,282,AUS,4:42,Saved,0
Centre shot,4.0,3,4,4,AUS,3.0,COTTERILL J,3 - 4,207,AUS,3:27,Post,0
5m shot,4.0,4,4,4,AUS,3.0,GENIDOUNIAS K,4 - 4,144,GRE,2:24,Goal,1
Action shot,4.0,4,4,4,AUS,3.0,COTTERILL J,4 - 4,118,AUS,1:58,Saved,0
Extra player shot,11.0,5,4,4,AUS,3.0,GOUNAS A,5 - 4,82,GRE,1:22,Goal,1
Action shot,5.0,5,4,4,AUS,3.0,POWER N,5 - 4,63,AUS,1:03,Saved,0
5m shot,2.0,5,4,4,AUS,3.0,MYLONAKIS E,5 - 4,33,GRE,0:33,Saved,0
Extra player shot,6.0,5,4,4,AUS,3.0,GILCHRIST J,5 - 4,2,AUS,0:02,Saved,0
5m shot,8.0,5,4,4,AUS,4.0,DELAKAS E,5 - 4,450,GRE,7:30,Blocked,0
Action shot,11.0,5,4,4,AUS,4.0,HOWDEN R,5 - 4,426,AUS,7:06,Saved,0
Action shot,11.0,5,4,4,AUS,4.0,HOWDEN R,5 - 4,376,AUS,6:16,Saved,0
Action shot,9.0,5,4,4,AUS,4.0,SWIFT J,5 - 4,350,AUS,5:50,Saved,0
5m shot,7.0,5,4,4,AUS,4.0,ROACH A,5 - 4,301,AUS,5:01,Saved,0
5m shot,5.0,5,4,4,AUS,4.0,FOUNTOULIS I,5 - 4,269,GRE,4:29,Saved,0
Action shot,2.0,5,4,4,AUS,4.0,CAMPBELL R,5 - 4,240,AUS,4:00,Saved,0
5m shot,7.0,5,4,4,AUS,4.0,AFROUDAKIS C,5 - 4,210,GRE,3:30,Saved,0
Extra player shot,8.0,5,4,4,AUS,4.0,YOUNGER A,5 - 4,163,AUS,2:43,Post,0
Extra player shot,7.0,5,4,5,AUS,4.0,ROACH A,5 - 5,163,AUS,2:43,Goal,1
Centre shot,9.0,5,4,5,AUS,4.0,MOURIKIS K,5 - 5,135,GRE,2:15,Saved,0
Action shot,8.0,5,4,6,AUS,4.0,YOUNGER A,5 - 6,113,AUS,1:53,Goal,1
Extra player shot,4.0,6,4,6,AUS,4.0,GENIDOUNIAS K,6 - 6,67,GRE,1:07,Goal,1
Centre shot,5.0,6,4,7,AUS,4.0,POWER N,6 - 7,38,AUS,0:38,Goal,1
Extra player shot,5.0,7,4,7,AUS,4.0,FOUNTOULIS I,7 - 7,4,GRE,0:04,Goal,1
5m shot,12.0,0,5,0,CRO,1.0,OBRADOVIC P,0 - 0,450,CRO,7:30,Post,0
Centre shot,10.0,0,5,0,CRO,1.0,KOLOMVOS C,0 - 0,399,GRE,6:39,Saved,0
Extra player shot,8.0,0,5,0,CRO,1.0,BUSLJE A,0 - 0,356,CRO,5:56,Post,0
Action shot,8.0,0,5,0,CRO,1.0,DELAKAS E,0 - 0,327,GRE,5:27,Saved,0
Centre shot,4.0,0,5,1,CRO,1.0,LONCAR L,1 - 0,298,CRO,4:58,Goal,1
Action shot,5.0,0,5,1,CRO,1.0,FOUNTOULIS I,1 - 0,268,GRE,4:28,Post,0
Centre shot,10.0,0,5,1,CRO,1.0,PASKVALIN F,1 - 0,241,CRO,4:01,Saved,0
Action shot,2.0,0,5,1,CRO,1.0,MYLONAKIS E,1 - 0,192,GRE,3:12,Saved,0
5m shot,9.0,0,5,2,CRO,1.0,SUKNO S,2 - 0,141,CRO,2:21,Goal,1
Penalty shot,5.0,1,5,2,CRO,1.0,FOUNTOULIS I,2 - 1,117,GRE,1:57,Goal,1
Action shot,9.0,1,5,2,CRO,1.0,SUKNO S,2 - 1,74,CRO,1:14,Saved,0
Action shot,6.0,1,5,3,CRO,1.0,BUKIC L,3 - 1,26,CRO,0:26,Goal,1
Action shot,7.0,1,5,3,CRO,2.0,AFROUDAKIS C,3 - 1,447,GRE,7:27,Saved,0
5m shot,4.0,1,5,3,CRO,2.0,GENIDOUNIAS K,3 - 1,387,GRE,6:27,Blocked,0
Centre shot,12.0,1,5,4,CRO,2.0,OBRADOVIC P,4 - 1,360,CRO,6:00,Goal,1
Action shot,12.0,1,5,4,CRO,2.0,VLACHOPOULOS A,4 - 1,320,GRE,5:20,Blocked,0
5m shot,12.0,2,5,4,CRO,2.0,VLACHOPOULOS A,4 - 2,296,GRE,4:56,Goal,1
Extra player shot,7.0,2,5,5,CRO,2.0,MUSLIM P,5 - 2,255,CRO,4:15,Goal,1
Centre shot,9.0,3,5,5,CRO,2.0,MOURIKIS K,5 - 3,229,GRE,3:49,Goal,1
Action shot,12.0,3,5,5,CRO,2.0,VLACHOPOULOS A,5 - 3,159,GRE,2:39,Saved,0
Action shot,5.0,3,5,5,CRO,2.0,JOKOVIC M,5 - 3,131,CRO,2:11,Saved,0
Extra player shot,5.0,4,5,5,CRO,2.0,FOUNTOULIS I,5 - 4,92,GRE,1:32,Goal,1
Extra player shot,9.0,4,5,5,CRO,2.0,SUKNO S,5 - 4,55,CRO,0:55,Saved,0
5m shot,2.0,4,5,5,CRO,2.0,MYLONAKIS E,5 - 4,30,GRE,0:30,Saved,0
Action shot,3.0,4,5,5,CRO,3.0,PETKOVIC A,5 - 4,450,CRO,7:30,Post,0
5m shot,5.0,4,5,5,CRO,3.0,FOUNTOULIS I,5 - 4,435,GRE,7:15,Saved,0
Action shot,4.0,4,5,6,CRO,3.0,LONCAR L,6 - 4,389,CRO,6:29,Goal,1
Extra player shot,5.0,13,5,14,CRO,3.0,FOUNTOULIS I,14 - 13,355,GRE,5:55,Saved,0
Action shot,2.0,13,5,14,CRO,3.0,MYLONAKIS E,14 - 13,301,GRE,5:01,Saved,0
Extra player shot,6.0,13,5,14,CRO,3.0,BUKIC L,14 - 13,263,CRO,4:23,Saved,0
5m shot,12.0,5,5,6,CRO,3.0,VLACHOPOULOS A,6 - 5,214,GRE,3:34,Goal,1
Extra player shot,7.0,5,5,7,CRO,3.0,MUSLIM P,7 - 5,180,CRO,3:00,Goal,1
Extra player shot,7.0,6,5,7,CRO,3.0,AFROUDAKIS C,7 - 6,153,GRE,2:33,Goal,1
5m shot,5.0,6,5,7,CRO,3.0,FOUNTOULIS I,7 - 6,100,GRE,1:40,Blocked,0
Action shot,7.0,6,5,7,CRO,3.0,AFROUDAKIS C,7 - 6,20,GRE,0:20,Blocked,0
5m shot,5.0,6,5,8,CRO,3.0,JOKOVIC M,8 - 6,5,CRO,0:05,Goal,1
5m shot,12.0,6,5,8,CRO,3.0,VLACHOPOULOS A,8 - 6,1,GRE,0:01,Saved,0
5m shot,3.0,6,5,8,CRO,4.0,PETKOVIC A,8 - 6,453,CRO,7:33,Saved,0
Extra player shot,11.0,7,5,8,CRO,4.0,GOUNAS A,8 - 7,412,GRE,6:52,Goal,1
Extra player shot,12.0,7,5,9,CRO,4.0,OBRADOVIC P,9 - 7,382,CRO,6:22,Goal,1
5m shot,12.0,7,5,9,CRO,4.0,VLACHOPOULOS A,9 - 7,352,GRE,5:52,Post,0
5m shot,3.0,7,5,9,CRO,4.0,DERVISIS G,9 - 7,302,GRE,5:02,Blocked,0
Action shot,6.0,7,5,9,CRO,4.0,BUKIC L,9 - 7,250,CRO,4:10,Blocked,0
5m shot,12.0,8,5,9,CRO,4.0,VLACHOPOULOS A,9 - 8,211,GRE,3:31,Goal,1
Extra player shot,7.0,8,5,9,CRO,4.0,MUSLIM P,9 - 8,169,CRO,2:49,Saved,0
Extra player shot,9.0,8,5,10,CRO,4.0,SUKNO S,10 - 8,130,CRO,2:10,Goal,1
5m shot,2.0,9,5,10,CRO,4.0,MYLONAKIS E,10 - 9,102,GRE,1:42,Goal,1
Extra player shot,5.0,9,5,10,CRO,4.0,JOKOVIC M,10 - 9,59,CRO,0:59,Missed,0
Extra player shot,10.0,10,5,10,CRO,4.0,KOLOMVOS C,10 - 10,27,GRE,0:27,Goal,1
5m shot,9.0,0,6,0,ITA,1.0,GITTO N,0 - 0,405,ITA,6:45,Blocked,0
Extra player shot,7.0,1,6,0,ITA,1.0,AFROUDAKIS C,1 - 0,312,GRE,5:12,Goal,1
Penalty shot,5.0,1,6,0,ITA,1.0,GIORGETTI A,1 - 0,297,ITA,4:57,Post,0
Extra player shot,5.0,1,6,0,ITA,1.0,GIORGETTI A,1 - 0,245,ITA,4:05,Missed,0
Extra player shot,5.0,1,6,0,ITA,1.0,FOUNTOULIS I,1 - 0,206,GRE,3:26,Blocked,0
Counter attack,10.0,1,6,0,ITA,1.0,LUONGO S,1 - 0,192,ITA,3:12,Saved,0
Extra player shot,8.0,1,6,0,ITA,1.0,PRESCIUTTI N,1 - 0,97,ITA,1:37,Missed,0
Extra player shot,11.0,1,6,0,ITA,1.0,GOUNAS A,1 - 0,14,GRE,0:14,Saved,0
