Action,Cap,GRE,Game,Opponent,Opponent name,Period,Player,Score,Seconds,Team,Time
Steal,12.0,9,1,7,ITA,3.0,VLACHOPOULOS A,9 - 7,9,GRE,0:09
5m shot - Saved,5.0,9,1,7,ITA,3.0,FOUNTOULIS I,9 - 7,1,GRE,0:01
Starting goalkeeper,1.0,9,1,7,ITA,4.0,FLEGKAS K,9 - 7,480,GRE,8:00
Starting goalkeeper,1.0,9,1,7,ITA,4.0,TEMPESTI S,9 - 7,480,ITA,8:00
Sprint won possession,4.0,9,1,7,ITA,4.0,FIGLIOLI P,9 - 7,480,ITA,8:00
5m shot - Post,2.0,9,1,7,ITA,4.0,DI FULVIO F,9 - 7,450,ITA,7:30
20 sec. exclusion in centre,9.0,9,1,7,ITA,4.0,GITTO N,9 - 7,423,ITA,7:03
Exclusion with substitution,9.0,9,1,7,ITA,4.0,GITTO N,9 - 7,423,ITA,7:03
Action shot - Saved,8.0,9,1,7,ITA,4.0,DELAKAS E,9 - 7,402,GRE,6:42
Turnover foul,8.0,9,1,7,ITA,4.0,DELAKAS E,9 - 7,371,GRE,6:11
Steal,4.0,9,1,7,ITA,4.0,FIGLIOLI P,9 - 7,371,ITA,6:11
20 sec. exclusion in field,7.0,9,1,7,ITA,4.0,AFROUDAKIS C,9 - 7,371,GRE,6:11
Action shot - Saved,2.0,9,1,7,ITA,4.0,DI FULVIO F,9 - 7,358,ITA,5:58
Action shot - Goal,4.0,9,1,8,ITA,4.0,FIGLIOLI P,9 - 8,343,ITA,5:43
Turnover foul,12.0,9,1,8,ITA,4.0,VLACHOPOULOS A,9 - 8,317,GRE,5:17
Action shot - Goal,12.0,9,1,9,ITA,4.0,BARALDI F,9 - 9,301,ITA,5:01
20 sec. exclusion in centre,8.0,9,1,9,ITA,4.0,PRESCIUTTI N,9 - 9,285,ITA,4:45
Exclusion with substitution,8.0,9,1,9,ITA,4.0,PRESCIUTTI N,9 - 9,285,ITA,4:45
20 sec. exclusion in centre,4.0,9,1,9,ITA,4.0,FIGLIOLI P,9 - 9,271,ITA,4:31
Extra player shot - Goal,9.0,10,1,9,ITA,4.0,MOURIKIS K,10 - 9,256,GRE,4:16
20 sec. exclusion in centre,8.0,10,1,9,ITA,4.0,DELAKAS E,10 - 9,229,GRE,3:49
Extra player shot - Goal,10.0,10,1,10,ITA,4.0,LUONGO S,10 - 10,214,ITA,3:34
Penalty foul,3.0,10,1,10,ITA,4.0,VELOTTO A,10 - 10,186,ITA,3:06
Penalty shot - Goal,7.0,11,1,10,ITA,4.0,AFROUDAKIS C,11 - 10,186,GRE,3:06
5m shot - Blocked,10.0,11,1,10,ITA,4.0,LUONGO S,11 - 10,160,ITA,2:40
Turnover foul,12.0,11,1,10,ITA,4.0,VLACHOPOULOS A,11 - 10,128,GRE,2:08
20 sec. exclusion in centre,8.0,11,1,10,ITA,4.0,DELAKAS E,11 - 10,110,GRE,1:50
Exclusion with substitution,8.0,11,1,10,ITA,4.0,DELAKAS E,11 - 10,110,GRE,1:50
Time-Out,,11,1,10,ITA,4.0,,11 - 10,110,ITA,1:50
Extra player shot - Missed,5.0,11,1,10,ITA,4.0,GIORGETTI A,11 - 10,82,ITA,1:22
5m shot - Saved,5.0,11,1,10,ITA,4.0,FOUNTOULIS I,11 - 10,65,GRE,1:05
Turnover foul,5.0,11,1,10,ITA,4.0,FOUNTOULIS I,11 - 10,35,GRE,0:35
20 sec. exclusion in centre,9.0,11,1,10,ITA,4.0,MOURIKIS K,11 - 10,22,GRE,0:22
Extra player shot - Blocked,6.0,11,1,10,ITA,4.0,FONDELLI A,11 - 10,8,ITA,0:08
Starting goalkeeper,1.0,0,2,0,USA,1.0,FLEGKAS K,0 - 0,480,GRE,8:00
Starting goalkeeper,1.0,0,2,0,USA,1.0,MOSES M,0 - 0,480,USA,8:00
Sprint won possession,7.0,0,2,0,USA,1.0,SAMUELS J,0 - 0,480,USA,8:00
Action shot - Goal,12.0,0,2,1,USA,1.0,MANN J,0 - 1,452,USA,7:32
5m shot - Goal,2.0,1,2,1,USA,1.0,MYLONAKIS E,1 - 1,425,GRE,7:05
5m shot - Saved,6.0,1,2,1,USA,1.0,CUPIDO L,1 - 1,396,USA,6:36
20 sec. exclusion in centre,8.0,1,2,1,USA,1.0,DELAKAS E,1 - 1,379,GRE,6:19
Extra player shot - Saved,12.0,1,2,1,USA,1.0,MANN J,1 - 1,362,USA,6:02
5m shot - Saved,5.0,1,2,1,USA,1.0,FOUNTOULIS I,1 - 1,340,GRE,5:40
Centre shot - Goal,7.0,1,2,2,USA,1.0,SAMUELS J,1 - 2,315,USA,5:15
20 sec. exclusion in field,9.0,1,2,2,USA,1.0,BOWEN A,1 - 2,303,USA,5:03
Action shot - Goal,5.0,2,2,2,USA,1.0,FOUNTOULIS I,2 - 2,277,GRE,4:37
20 sec. exclusion in field,7.0,2,2,2,USA,1.0,AFROUDAKIS C,2 - 2,269,GRE,4:29
Extra player shot - Post,10.0,2,2,2,USA,1.0,BONANNI B,2 - 2,252,USA,4:12
Turnover foul,9.0,2,2,2,USA,1.0,MOURIKIS K,2 - 2,231,GRE,3:51
5m shot - Goal,6.0,2,2,3,USA,1.0,CUPIDO L,2 - 3,212,USA,3:32
Action shot - Saved,9.0,2,2,3,USA,1.0,MOURIKIS K,2 - 3,178,GRE,2:58
Action shot - Saved,9.0,2,2,3,USA,1.0,MOURIKIS K,2 - 3,156,GRE,2:36
Turnover foul,11.0,2,2,3,USA,1.0,SMITH J,2 - 3,136,USA,2:16
Steal,5.0,2,2,3,USA,1.0,FOUNTOULIS I,2 - 3,136,GRE,2:16
Counter attack - Goal,5.0,3,2,3,USA,1.0,FOUNTOULIS I,3 - 3,123,GRE,2:03
Action shot - Missed,2.0,3,2,3,USA,1.0,VAVIC N,3 - 3,99,USA,1:39
Turnover foul,8.0,3,2,3,USA,1.0,AZEVEDO T,3 - 3,44,USA,0:44
Steal,4.0,3,2,3,USA,1.0,GENIDOUNIAS K,3 - 3,44,GRE,0:44
Time-Out,,3,2,3,USA,1.0,,3 - 3,44,GRE,0:44
Turnover foul,7.0,3,2,3,USA,1.0,AFROUDAKIS C,3 - 3,16,GRE,0:16
Time-Out,,3,2,3,USA,1.0,,3 - 3,16,USA,0:16
5m shot - Blocked,6.0,3,2,3,USA,1.0,CUPIDO L,3 - 3,1,USA,0:01
Starting goalkeeper,1.0,3,2,3,USA,2.0,FLEGKAS K,3 - 3,480,GRE,8:00
Starting goalkeeper,1.0,3,2,3,USA,2.0,MOSES M,3 - 3,480,USA,8:00
Sprint won possession,7.0,3,2,3,USA,2.0,SAMUELS J,3 - 3,480,USA,8:00
Action shot - Missed,7.0,3,2,3,USA,2.0,SAMUELS J,3 - 3,454,USA,7:34
Turnover foul,5.0,3,2,3,USA,2.0,FOUNTOULIS I,3 - 3,437,GRE,7:17
Counter attack - Goal,7.0,3,2,4,USA,2.0,SAMUELS J,3 - 4,424,USA,7:04
20 sec. exclusion in centre,3.0,3,2,4,USA,2.0,OBERT A,3 - 4,404,USA,6:44
Extra player shot - Post,7.0,3,2,4,USA,2.0,AFROUDAKIS C,3 - 4,395,GRE,6:35
Turnover foul,5.0,3,2,4,USA,2.0,ROELSE A,3 - 4,378,USA,6:18
Steal,5.0,3,2,4,USA,2.0,FOUNTOULIS I,3 - 4,378,GRE,6:18
20 sec. exclusion in centre,8.0,3,2,4,USA,2.0,AZEVEDO T,3 - 4,361,USA,6:01
Extra player shot - Saved,12.0,3,2,4,USA,2.0,VLACHOPOULOS A,3 - 4,343,GRE,5:43
Turnover foul,6.0,3,2,4,USA,2.0,CUPIDO L,3 - 4,312,USA,5:12
Steal,2.0,3,2,4,USA,2.0,MYLONAKIS E,3 - 4,312,GRE,5:12
Centre shot - Saved,12.0,3,2,4,USA,2.0,VLACHOPOULOS A,3 - 4,293,GRE,4:53
Turnover foul,7.0,3,2,4,USA,2.0,SAMUELS J,3 - 4,270,USA,4:30
Steal,7.0,3,2,4,USA,2.0,AFROUDAKIS C,3 - 4,270,GRE,4:30
Turnover foul,1.0,3,2,4,USA,2.0,FLEGKAS K,3 - 4,254,GRE,4:14
Steal,2.0,3,2,4,USA,2.0,VAVIC N,3 - 4,254,USA,4:14
20 sec. exclusion in field,8.0,3,2,4,USA,2.0,AZEVEDO T,3 - 4,247,USA,4:07
Time-Out,,3,2,4,USA,2.0,,3 - 4,244,GRE,4:04
5m shot - Post,5.0,3,2,4,USA,2.0,FOUNTOULIS I,3 - 4,220,GRE,3:40
5m shot - Blocked,6.0,3,2,4,USA,2.0,CUPIDO L,3 - 4,189,USA,3:09
Action shot - Goal,5.0,4,2,4,USA,2.0,FOUNTOULIS I,4 - 4,165,GRE,2:45
Action shot - Goal,12.0,4,2,5,USA,2.0,MANN J,4 - 5,141,USA,2:21
5m shot - Missed,2.0,4,2,5,USA,2.0,MYLONAKIS E,4 - 5,111,GRE,1:51
Time-Out,,4,2,5,USA,2.0,,4 - 5,111,USA,1:51
20 sec. exclusion in centre,7.0,4,2,5,USA,2.0,AFROUDAKIS C,4 - 5,96,GRE,1:36
Extra player shot - Goal,8.0,4,2,6,USA,2.0,AZEVEDO T,4 - 6,78,USA,1:18
Turnover foul,5.0,4,2,6,USA,2.0,FOUNTOULIS I,4 - 6,59,GRE,0:59
Steal,8.0,4,2,6,USA,2.0,AZEVEDO T,4 - 6,59,USA,0:59
20 sec. exclusion in centre,10.0,4,2,6,USA,2.0,KOLOMVOS C,4 - 6,41,GRE,0:41
Double exclusion,2.0,4,2,6,USA,2.0,MYLONAKIS E,4 - 6,27,GRE,0:27
Double exclusion,6.0,4,2,6,USA,2.0,CUPIDO L,4 - 6,27,USA,0:27
Yellow card,,4,2,6,USA,2.0,Team Official,4 - 6,27,USA,0:27
Extra player shot - Post,7.0,4,2,6,USA,2.0,SAMUELS J,4 - 6,16,USA,0:16
Action shot - Saved,2.0,4,2,6,USA,2.0,VAVIC N,4 - 6,1,USA,0:01
Starting goalkeeper,1.0,4,2,6,USA,3.0,FLEGKAS K,4 - 6,480,GRE,8:00
Starting goalkeeper,1.0,4,2,6,USA,3.0,MOSES M,4 - 6,480,USA,8:00
Sprint won possession,11.0,4,2,6,USA,3.0,GOUNAS A,4 - 6,480,GRE,8:00
20 sec. exclusion in centre,11.0,4,2,6,USA,3.0,SMITH J,4 - 6,452,USA,7:32
Extra player shot - Goal,9.0,5,2,6,USA,3.0,MOURIKIS K,5 - 6,452,GRE,7:32
20 sec. exclusion in field,3.0,5,2,6,USA,3.0,DERVISIS G,5 - 6,431,GRE,7:11
20 sec. exclusion in field,12.0,5,2,6,USA,3.0,VLACHOPOULOS A,5 - 6,420,GRE,7:00
Extra player shot - Goal,9.0,5,2,7,USA,3.0,BOWEN A,5 - 7,405,USA,6:45
20 sec. exclusion in centre,3.0,5,2,7,USA,3.0,OBERT A,5 - 7,386,USA,6:26
Action shot - Goal,9.0,6,2,7,USA,3.0,MOURIKIS K,6 - 7,362,GRE,6:02
Action shot - Saved,5.0,6,2,7,USA,3.0,FOUNTOULIS I,6 - 7,320,GRE,5:20
Turnover foul,12.0,6,2,7,USA,3.0,MANN J,6 - 7,287,USA,4:47
Turnover foul,10.0,6,2,7,USA,3.0,KOLOMVOS C,6 - 7,277,GRE,4:37
20 sec. exclusion in centre,5.0,6,2,7,USA,3.0,FOUNTOULIS I,6 - 7,261,GRE,4:21
Extra player shot - Goal,10.0,6,2,8,USA,3.0,BONANNI B,6 - 8,246,USA,4:06
Action shot - Saved,11.0,6,2,8,USA,3.0,GOUNAS A,6 - 8,214,GRE,3:34
Turnover foul,12.0,6,2,8,USA,3.0,MANN J,6 - 8,189,USA,3:09
Action shot - Saved,7.0,6,2,8,USA,3.0,AFROUDAKIS C,6 - 8,170,GRE,2:50
Action shot - Missed,11.0,6,2,8,USA,3.0,GOUNAS A,6 - 8,151,GRE,2:31
20 sec. exclusion in centre,4.0,6,2,8,USA,3.0,GENIDOUNIAS K,6 - 8,134,GRE,2:14
Time-Out,,6,2,8,USA,3.0,,6 - 8,134,USA,2:14
Yellow card,,6,2,8,USA,3.0,Team Official,6 - 8,134,GRE,2:14
20 sec. exclusion in centre,10.0,6,2,8,USA,3.0,BONANNI B,6 - 8,94,USA,1:34
Extra player shot - Goal,12.0,7,2,8,USA,3.0,VLACHOPOULOS A,7 - 8,75,GRE,1:15
20 sec. exclusion in centre,12.0,7,2,8,USA,3.0,VLACHOPOULOS A,7 - 8,47,GRE,0:47
Extra player shot - Goal,8.0,7,2,9,USA,3.0,AZEVEDO T,7 - 9,46,USA,0:46
20 sec. exclusion in centre,9.0,7,2,9,USA,3.0,BOWEN A,7 - 9,21,USA,0:21
Time-Out,,7,2,9,USA,3.0,,7 - 9,20,GRE,0:20
Extra player shot - Saved,5.0,7,2,9,USA,3.0,FOUNTOULIS I,7 - 9,5,GRE,0:05
Action shot - Goal,5.0,8,2,9,USA,3.0,FOUNTOULIS I,8 - 9,0,GRE,0:00
Starting goalkeeper,1.0,8,2,9,USA,4.0,FLEGKAS K,8 - 9,480,GRE,8:00
Starting goalkeeper,1.0,8,2,9,USA,4.0,MOSES M,8 - 9,480,USA,8:00
Sprint won possession,7.0,8,2,9,USA,4.0,AFROUDAKIS C,8 - 9,480,GRE,8:00
Turnover foul,9.0,8,2,9,USA,4.0,MOURIKIS K,8 - 9,455,GRE,7:35
5m shot - Blocked,7.0,8,2,9,USA,4.0,SAMUELS J,8 - 9,427,USA,7:07
5m shot - Missed,8.0,8,2,9,USA,4.0,DELAKAS E,8 - 9,400,GRE,6:40
20 sec. exclusion in centre,8.0,8,2,9,USA,4.0,DELAKAS E,8 - 9,380,GRE,6:20
Extra player shot - Post,10.0,8,2,9,USA,4.0,BONANNI B,8 - 9,371,USA,6:11
Turnover foul,12.0,8,2,9,USA,4.0,MANN J,8 - 9,352,USA,5:52
5m shot - Saved,12.0,8,2,9,USA,4.0,VLACHOPOULOS A,8 - 9,326,GRE,5:26
5m shot - Saved,5.0,8,2,9,USA,4.0,ROELSE A,8 - 9,299,USA,4:59
Turnover foul,9.0,8,2,9,USA,4.0,MOURIKIS K,8 - 9,285,GRE,4:45
20 sec. exclusion in centre,5.0,8,2,9,USA,4.0,FOUNTOULIS I,8 - 9,263,GRE,4:23
Extra player shot - Goal,5.0,8,2,10,USA,4.0,ROELSE A,8 - 10,245,USA,4:05
5m shot - Missed,4.0,8,2,10,USA,4.0,GENIDOUNIAS K,8 - 10,219,GRE,3:39
Turnover foul,3.0,8,2,10,USA,4.0,OBERT A,8 - 10,200,USA,3:20
Steal,6.0,8,2,10,USA,4.0,PONTIKEAS K,8 - 10,200,GRE,3:20
20 sec. exclusion in field,7.0,8,2,10,USA,4.0,SAMUELS J,8 - 10,188,USA,3:08
Action shot - Goal,2.0,9,2,10,USA,4.0,MYLONAKIS E,9 - 10,163,GRE,2:43
Time-Out,,9,2,10,USA,4.0,,9 - 10,138,USA,2:18
Action shot - Goal,2.0,10,2,10,USA,4.0,MYLONAKIS E,10 - 10,104,GRE,1:44
20 sec. exclusion in centre,10.0,10,2,10,USA,4.0,KOLOMVOS C,10 - 10,76,GRE,1:16
Extra player shot - Saved,6.0,10,2,10,USA,4.0,CUPIDO L,10 - 10,49,USA,0:49
Time-Out,,10,2,10,USA,4.0,,10 - 10,48,GRE,0:48
Action shot - Goal,8.0,11,2,10,USA,4.0,DELAKAS E,11 - 10,31,GRE,0:31
Starting goalkeeper,13.0,0,3,0,RUS,1.0,GALANOPOULOS S,0 - 0,480,GRE,8:00
Starting goalkeeper,13.0,0,3,0,RUS,1.0,IVANOV V,0 - 0,480,RUS,8:00
Sprint won possession,10.0,0,3,0,RUS,1.0,KHOLOD D,0 - 0,480,RUS,8:00
Action shot - Blocked,8.0,0,3,0,RUS,1.0,NAGAEV I,0 - 0,452,RUS,7:32
20 sec. exclusion in centre,6.0,0,3,0,RUS,1.0,PONTIKEAS K,0 - 0,430,GRE,7:10
Turnover foul,8.0,0,3,0,RUS,1.0,NAGAEV I,0 - 0,410,RUS,6:50
Steal,7.0,0,3,0,RUS,1.0,AFROUDAKIS C,0 - 0,410,GRE,6:50
Turnover foul,12.0,0,3,0,RUS,1.0,VLACHOPOULOS A,0 - 0,389,GRE,6:29
Steal,2.0,0,3,0,RUS,1.0,BUGAYCHUK A,0 - 0,389,RUS,6:29
Action shot - Goal,10.0,0,3,1,RUS,1.0,KHOLOD D,0 - 1,360,RUS,6:00
20 sec. exclusion in centre,12.0,0,3,1,RUS,1.0,MAGOMAEV L,0 - 1,335,RUS,5:35
Extra player shot - Goal,10.0,1,3,1,RUS,1.0,KOLOMVOS C,1 - 1,327,GRE,5:27
Turnover foul,8.0,1,3,1,RUS,1.0,NAGAEV I,1 - 1,301,RUS,5:01
Steal,5.0,1,3,1,RUS,1.0,FOUNTOULIS I,1 - 1,301,GRE,5:01
Action shot - Goal,8.0,2,3,1,RUS,1.0,DELAKAS E,2 - 1,273,GRE,4:33
Turnover foul,2.0,2,3,1,RUS,1.0,BUGAYCHUK A,2 - 1,240,RUS,4:00
Steal,2.0,2,3,1,RUS,1.0,MYLONAKIS E,2 - 1,240,GRE,4:00
20 sec. exclusion in centre,6.0,2,3,1,RUS,1.0,ASHAEV A,2 - 1,212,RUS,3:32
Extra player shot - Goal,5.0,3,3,1,RUS,1.0,FOUNTOULIS I,3 - 1,210,GRE,3:30
Action shot - Saved,4.0,3,3,1,RUS,1.0,BYCHKOV I,3 - 1,184,RUS,3:04
20 sec. exclusion in field,9.0,3,3,1,RUS,1.0,MOURIKIS K,3 - 1,176,GRE,2:56
Action shot - Saved,4.0,3,3,1,RUS,1.0,BYCHKOV I,3 - 1,146,RUS,2:26
Action shot - Goal,5.0,4,3,1,RUS,1.0,FOUNTOULIS I,4 - 1,138,GRE,2:18
20 sec. exclusion in centre,3.0,4,3,1,RUS,1.0,DERVISIS G,4 - 1,115,GRE,1:55
Time-Out,,4,3,1,RUS,1.0,,4 - 1,115,RUS,1:55
Centre shot - Post,11.0,4,3,1,RUS,1.0,LISUNOV S,4 - 1,90,RUS,1:30
Action shot - Saved,7.0,4,3,1,RUS,1.0,AFROUDAKIS C,4 - 1,60,GRE,1:00
Centre shot - Goal,11.0,4,3,2,RUS,1.0,LISUNOV S,4 - 2,38,RUS,0:38
