Action,Cap,Game,KAZ,Opponent,Opponent name,Period,Player,Score,Seconds,Team,Time,Result,Goal
5m shot,4.0,1,4,6,GER,3.0,REAL J,6 - 4,292,GER,4:52,Saved,0
5m shot,10.0,1,4,7,GER,3.0,OELER M,7 - 4,244,GER,4:04,Goal,1
Action shot,5.0,1,4,7,GER,3.0,SHAKENOV M,7 - 4,203,KAZ,3:23,Saved,0
Action shot,6.0,1,4,7,GER,3.0,JUENGLING M,7 - 4,177,GER,2:57,Blocked,0
5m shot,2.0,1,4,7,GER,3.0,BUKOWSKI E,7 - 4,134,GER,2:14,Post,0
5m shot,3.0,1,4,7,GER,3.0,MEDVEDEV Y,7 - 4,104,KAZ,1:44,Blocked,0
5m shot,12.0,1,4,7,GER,3.0,EIDNER D,7 - 4,86,GER,1:26,Blocked,0
5m shot,7.0,1,4,7,GER,3.0,USHAKOV V,7 - 4,47,KAZ,0:47,Saved,0
Penalty shot,7.0,1,4,8,GER,3.0,NOSSEK H,8 - 4,36,GER,0:36,Goal,1
Centre shot,9.0,1,4,9,GER,3.0,STAMM M,9 - 4,8,GER,0:08,Goal,1
5m shot,7.0,1,4,9,GER,3.0,USHAKOV V,9 - 4,2,KAZ,0:02,Saved,0
5m shot,9.0,1,4,9,GER,4.0,UKUMANOV R,9 - 4,393,KAZ,6:33,Post,0
Centre shot,11.0,1,4,9,GER,4.0,SCHLOTTERBECK A,9 - 4,365,GER,6:05,Saved,0
5m shot,10.0,1,4,9,GER,4.0,OELER M,9 - 4,269,GER,4:29,Saved,0
5m shot,7.0,1,5,9,GER,4.0,USHAKOV V,9 - 5,240,KAZ,4:00,Goal,1
5m shot,7.0,1,5,9,GER,4.0,NOSSEK H,9 - 5,192,GER,3:12,Saved,0
Counter attack,2.0,1,6,9,GER,4.0,GUBAREV S,9 - 6,178,KAZ,2:58,Goal,1
Counter attack,4.0,1,7,9,GER,4.0,PILIPENKO R,9 - 7,148,KAZ,2:28,Goal,1
5m shot,10.0,1,7,9,GER,4.0,OELER M,9 - 7,119,GER,1:59,Saved,0
Counter attack,9.0,1,8,9,GER,4.0,UKUMANOV R,9 - 8,109,KAZ,1:49,Goal,1
Extra player shot,7.0,1,8,9,GER,4.0,NOSSEK H,9 - 8,71,GER,1:11,Saved,0
Action shot,9.0,1,8,9,GER,4.0,STAMM M,9 - 8,58,GER,0:58,Saved,0
5m shot,2.0,1,8,9,GER,4.0,GUBAREV S,9 - 8,7,KAZ,0:07,Blocked,0
Extra player shot,9.0,2,0,0,ROU,1.0,UKUMANOV R,0 - 0,418,KAZ,6:58,Post,0
Action shot,9.0,2,0,0,ROU,1.0,UKUMANOV R,0 - 0,355,KAZ,5:55,Blocked,0
Extra player shot,3.0,2,0,0,ROU,1.0,NEGREAN T,0 - 0,320,ROU,5:20,Blocked,0
Extra player shot,6.0,2,1,0,ROU,1.0,SHMIDER A,1 - 0,230,KAZ,3:50,Goal,1
Extra player shot,10.0,2,1,0,ROU,1.0,GEORGESCU R,1 - 0,184,ROU,3:04,Post,0
5m shot,7.0,2,1,0,ROU,1.0,MATEI A,1 - 0,141,ROU,2:21,Saved,0
Centre shot,2.0,2,1,0,ROU,1.0,IANC P,1 - 0,90,ROU,1:30,Missed,0
5m shot,7.0,2,1,0,ROU,1.0,USHAKOV V,1 - 0,65,KAZ,1:05,Blocked,0
5m shot,10.0,2,1,0,ROU,1.0,GEORGESCU R,1 - 0,38,ROU,0:38,Blocked,0
Extra player shot,9.0,2,1,0,ROU,1.0,GOANTA D,1 - 0,9,ROU,0:09,Saved,0
Extra player shot,5.0,2,1,0,ROU,2.0,TEOHARI D,1 - 0,407,ROU,6:47,Post,0
Action shot,6.0,2,2,0,ROU,2.0,SHMIDER A,2 - 0,359,KAZ,5:59,Goal,1
5m shot,9.0,2,2,0,ROU,2.0,UKUMANOV R,2 - 0,317,KAZ,5:17,Missed,0
5m shot,12.0,2,2,0,ROU,2.0,CRETU A,2 - 0,289,ROU,4:49,Blocked,0
5m shot,12.0,2,2,1,ROU,2.0,CRETU A,2 - 1,233,ROU,3:53,Goal,1
Extra player shot,2.0,2,2,1,ROU,2.0,GUBAREV S,2 - 1,193,KAZ,3:13,Blocked,0
Action shot,3.0,2,3,1,ROU,2.0,MEDVEDEV Y,3 - 1,190,KAZ,3:10,Goal,1
Extra player shot,2.0,2,3,2,ROU,2.0,IANC P,3 - 2,156,ROU,2:36,Goal,1
Action shot,7.0,2,3,2,ROU,2.0,USHAKOV V,3 - 2,106,KAZ,1:46,Blocked,0
Action shot,3.0,2,3,2,ROU,2.0,NEGREAN T,3 - 2,86,ROU,1:26,Saved,0
5m shot,5.0,2,3,2,ROU,2.0,TEOHARI D,3 - 2,59,ROU,0:59,Blocked,0
5m shot,3.0,2,3,2,ROU,2.0,NEGREAN T,3 - 2,1,ROU,0:01,Saved,0
Extra player shot,3.0,2,3,3,ROU,3.0,NEGREAN T,3 - 3,413,ROU,6:53,Goal,1
5m shot,3.0,2,4,3,ROU,3.0,MEDVEDEV Y,4 - 3,390,KAZ,6:30,Goal,1
Action shot,9.0,2,4,3,ROU,3.0,UKUMANOV R,4 - 3,347,KAZ,5:47,Saved,0
Action shot,8.0,2,5,3,ROU,3.0,KOLIADENKO A,5 - 3,292,KAZ,4:52,Goal,1
5m shot,2.0,2,5,3,ROU,3.0,GUBAREV S,5 - 3,241,KAZ,4:01,Saved,0
5m shot,2.0,2,5,3,ROU,3.0,GUBAREV S,5 - 3,175,KAZ,2:55,Saved,0
Centre shot,12.0,2,6,3,ROU,3.0,PEKOVICH B,6 - 3,130,KAZ,2:10,Goal,1
5m shot,7.0,2,6,3,ROU,3.0,USHAKOV V,6 - 3,86,KAZ,1:26,Saved,0
5m shot,11.0,2,6,3,ROU,3.0,GHIBAN A,6 - 3,62,ROU,1:02,Blocked,0
Extra player shot,3.0,2,6,3,ROU,3.0,NEGREAN T,6 - 3,46,ROU,0:46,Blocked,0
Action shot,5.0,2,7,3,ROU,3.0,SHAKENOV M,7 - 3,6,KAZ,0:06,Goal,1
5m shot,4.0,2,7,3,ROU,3.0,DIACONU N,7 - 3,1,ROU,0:01,Blocked,0
5m shot,11.0,2,7,3,ROU,4.0,GHIBAN A,7 - 3,454,ROU,7:34,Saved,0
Centre shot,12.0,2,7,3,ROU,4.0,PEKOVICH B,7 - 3,367,KAZ,6:07,Saved,0
Action shot,11.0,2,7,3,ROU,4.0,GHIBAN A,7 - 3,313,ROU,5:13,Blocked,0
Extra player shot,7.0,2,7,3,ROU,4.0,MATEI A,7 - 3,251,ROU,4:11,Saved,0
Action shot,3.0,2,7,3,ROU,4.0,NEGREAN T,7 - 3,242,ROU,4:02,Saved,0
5m shot,9.0,2,7,3,ROU,4.0,UKUMANOV R,7 - 3,198,KAZ,3:18,Saved,0
5m shot,7.0,2,7,3,ROU,4.0,USHAKOV V,7 - 3,102,KAZ,1:42,Missed,0
5m shot,5.0,2,7,3,ROU,4.0,SHAKENOV M,7 - 3,32,KAZ,0:32,Saved,0
Action shot,7.0,2,7,4,ROU,4.0,MATEI A,7 - 4,10,ROU,0:10,Goal,1
Centre shot,11.0,3,0,0,ITA,1.0,AICARDI M,0 - 0,463,ITA,7:43,Saved,0
5m shot,6.0,3,0,0,ITA,1.0,FELUGO M,0 - 0,435,ITA,7:15,Post,0
Extra player shot,11.0,3,0,1,ITA,1.0,AICARDI M,1 - 0,325,ITA,5:25,Goal,1
Action shot,4.0,3,0,2,ITA,1.0,FIGLIOLI P,2 - 0,302,ITA,5:02,Goal,1
Extra player shot,12.0,3,0,2,ITA,1.0,PEKOVICH B,2 - 0,275,KAZ,4:35,Saved,0
Extra player shot,12.0,3,0,2,ITA,1.0,NAPOLITANO C,2 - 0,196,ITA,3:16,Saved,0
Extra player shot,12.0,3,0,2,ITA,1.0,NAPOLITANO C,2 - 0,131,ITA,2:11,Saved,0
Centre shot,2.0,3,0,2,ITA,1.0,PEREZ A,2 - 0,126,ITA,2:06,Saved,0
Action shot,4.0,3,0,2,ITA,1.0,PILIPENKO R,2 - 0,40,KAZ,0:40,Missed,0
5m shot,5.0,3,0,2,ITA,1.0,GIORGETTI A,2 - 0,16,ITA,0:16,Saved,0
Centre shot,11.0,3,0,3,ITA,1.0,AICARDI M,3 - 0,5,ITA,0:05,Goal,1
5m shot,4.0,3,0,4,ITA,2.0,FIGLIOLI P,4 - 0,418,ITA,6:58,Goal,1
Action shot,2.0,3,1,4,ITA,2.0,GUBAREV S,4 - 1,378,KAZ,6:18,Goal,1
Extra player shot,5.0,3,1,4,ITA,2.0,GIORGETTI A,4 - 1,345,ITA,5:45,Post,0
Action shot,5.0,3,1,5,ITA,2.0,GIORGETTI A,5 - 1,300,ITA,5:00,Goal,1
5m shot,9.0,3,2,5,ITA,2.0,UKUMANOV R,5 - 2,272,KAZ,4:32,Goal,1
5m shot,6.0,3,2,5,ITA,2.0,FELUGO M,5 - 2,242,ITA,4:02,Post,0
Centre shot,9.0,3,2,6,ITA,2.0,PRESCIUTTI C,6 - 2,203,ITA,3:23,Goal,1
Extra player shot,4.0,3,2,6,ITA,2.0,PILIPENKO R,6 - 2,164,KAZ,2:44,Saved,0
Centre shot,11.0,3,2,6,ITA,2.0,AICARDI M,6 - 2,134,ITA,2:14,Saved,0
Centre shot,11.0,3,2,6,ITA,2.0,AICARDI M,6 - 2,92,ITA,1:32,Saved,0
Action shot,8.0,3,2,6,ITA,2.0,GALLO V,6 - 2,57,ITA,0:57,Saved,0
Action shot,6.0,3,2,6,ITA,2.0,FELUGO M,6 - 2,33,ITA,0:33,Saved,0
5m shot,4.0,3,2,6,ITA,2.0,FIGLIOLI P,6 - 2,13,ITA,0:13,Post,0
Extra player shot,8.0,3,2,6,ITA,4.0,GALLO V,6 - 2,60,ITA,1:00,Saved,0
Extra player shot,8.0,3,6,12,ITA,4.0,GALLO V,12 - 6,54,ITA,0:54,Goal,1
Action shot,6.0,3,6,12,ITA,3.0,FELUGO M,12 - 6,453,ITA,7:33,Missed,0
Action shot,9.0,3,6,12,ITA,3.0,UKUMANOV R,12 - 6,379,KAZ,6:19,Blocked,0
5m shot,3.0,3,6,12,ITA,3.0,MEDVEDEV Y,12 - 6,313,KAZ,5:13,Blocked,0
Action shot,7.0,3,6,12,ITA,3.0,USHAKOV V,12 - 6,268,KAZ,4:28,Blocked,0
Extra player shot,4.0,3,2,7,ITA,3.0,FIGLIOLI P,7 - 2,206,ITA,3:26,Goal,1
Action shot,5.0,3,2,7,ITA,3.0,SHAKENOV M,7 - 2,187,KAZ,3:07,Saved,0
5m shot,2.0,3,2,7,ITA,3.0,PEREZ A,7 - 2,165,ITA,2:45,Post,0
Extra player shot,4.0,3,2,7,ITA,3.0,FIGLIOLI P,7 - 2,142,ITA,2:22,Saved,0
Extra player shot,4.0,3,3,7,ITA,3.0,PILIPENKO R,7 - 3,122,KAZ,2:02,Goal,1
Extra player shot,5.0,3,3,7,ITA,3.0,GIORGETTI A,7 - 3,83,ITA,1:23,Saved,0
Action shot,5.0,3,3,8,ITA,3.0,GIORGETTI A,8 - 3,80,ITA,1:20,Goal,1
5m shot,5.0,3,3,8,ITA,3.0,GIORGETTI A,8 - 3,20,ITA,0:20,Saved,0
5m shot,12.0,3,3,8,ITA,3.0,PEKOVICH B,8 - 3,2,KAZ,0:02,Missed,0
Extra player shot,12.0,3,4,8,ITA,4.0,PEKOVICH B,8 - 4,409,KAZ,6:49,Goal,1
Extra player shot,5.0,3,4,9,ITA,4.0,GIORGETTI A,9 - 4,367,ITA,6:07,Goal,1
5m shot,8.0,3,4,10,ITA,4.0,GALLO V,10 - 4,299,ITA,4:59,Goal,1
5m shot,4.0,3,4,11,ITA,4.0,FIGLIOLI P,11 - 4,253,ITA,4:13,Goal,1
Extra player shot,8.0,3,5,11,ITA,4.0,KOLIADENKO A,11 - 5,227,KAZ,3:47,Goal,1
5m shot,9.0,3,5,11,ITA,4.0,UKUMANOV R,11 - 5,179,KAZ,2:59,Saved,0
5m shot,8.0,3,5,11,ITA,4.0,GALLO V,11 - 5,150,ITA,2:30,Saved,0
5m shot,7.0,3,5,11,ITA,4.0,USHAKOV V,11 - 5,124,KAZ,2:04,Saved,0
Action shot,8.0,3,6,11,ITA,4.0,KOLIADENKO A,11 - 6,98,KAZ,1:38,Goal,1
5m shot,6.0,3,6,11,ITA,4.0,SHMIDER A,11 - 6,1,KAZ,0:01,Saved,0
5m shot,8.0,4,0,1,HUN,1.0,SZIVOS M,1 - 0,455,HUN,7:35,Goal,1
Action shot,2.0,4,1,1,HUN,1.0,GUBAREV S,1 - 1,379,KAZ,6:19,Goal,1
Extra player shot,9.0,4,1,2,HUN,1.0,VARGA D,2 - 1,336,HUN,5:36,Goal,1
5m shot,7.0,4,2,2,HUN,1.0,USHAKOV V,2 - 2,313,KAZ,5:13,Goal,1
Extra player shot,10.0,4,2,2,HUN,1.0,VARGA D,2 - 2,196,HUN,3:16,Missed,0
Action shot,2.0,4,3,2,HUN,1.0,GUBAREV S,2 - 3,116,KAZ,1:56,Goal,1
Extra player shot,7.0,4,4,2,HUN,1.0,USHAKOV V,2 - 4,62,KAZ,1:02,Goal,1
Action shot,2.0,4,4,2,HUN,1.0,GOR-NAGY M,2 - 4,35,HUN,0:35,Blocked,0
5m shot,4.0,4,4,2,HUN,1.0,PILIPENKO R,2 - 4,5,KAZ,0:05,Blocked,0
5m shot,8.0,4,4,2,HUN,1.0,SZIVOS M,2 - 4,1,HUN,0:01,Saved,0
5m shot,9.0,4,4,3,HUN,2.0,VARGA D,3 - 4,456,HUN,7:36,Goal,1
Extra player shot,12.0,4,4,4,HUN,2.0,HARAI B,4 - 4,401,HUN,6:41,Goal,1
Extra player shot,7.0,4,4,5,HUN,2.0,DECKER A,5 - 4,349,HUN,5:49,Goal,1
Extra player shot,3.0,4,4,5,HUN,2.0,MEDVEDEV Y,5 - 4,321,KAZ,5:21,Saved,0
Action shot,6.0,4,4,5,HUN,2.0,HOSNYANSZKY N,5 - 4,291,HUN,4:51,Saved,0
Action shot,2.0,4,5,5,HUN,2.0,GUBAREV S,5 - 5,256,KAZ,4:16,Goal,1
Action shot,6.0,4,5,6,HUN,2.0,HOSNYANSZKY N,6 - 5,240,HUN,4:00,Goal,1
Action shot,2.0,4,5,7,HUN,2.0,GOR-NAGY M,7 - 5,201,HUN,3:21,Goal,1
Action shot,3.0,4,5,7,HUN,2.0,MADARAS N,7 - 5,165,HUN,2:45,Saved,0
Extra player shot,3.0,4,5,8,HUN,2.0,MADARAS N,8 - 5,107,HUN,1:47,Goal,1
5m shot,4.0,4,5,8,HUN,2.0,BATORI B,8 - 5,68,HUN,1:08,Post,0
Extra player shot,8.0,4,5,9,HUN,2.0,SZIVOS M,9 - 5,5,HUN,0:05,Goal,1
5m shot,7.0,4,5,9,HUN,2.0,USHAKOV V,9 - 5,1,KAZ,0:01,Saved,0
Action shot,5.0,4,5,9,HUN,3.0,VAMOS M,9 - 5,455,HUN,7:35,Post,0
Action shot,8.0,4,5,9,HUN,3.0,KOLIADENKO A,9 - 5,433,KAZ,7:13,Saved,0
Extra player shot,10.0,4,5,10,HUN,3.0,VARGA D,10 - 5,401,HUN,6:41,Goal,1
5m shot,7.0,4,5,10,HUN,3.0,USHAKOV V,10 - 5,373,KAZ,6:13,Missed,0
Action shot,3.0,4,5,11,HUN,3.0,MADARAS N,11 - 5,353,HUN,5:53,Goal,1
Action shot,5.0,4,5,12,HUN,3.0,VAMOS M,12 - 5,307,HUN,5:07,Goal,1
Action shot,6.0,4,5,12,HUN,3.0,SHMIDER A,12 - 5,281,KAZ,4:41,Saved,0
Action shot,9.0,4,5,12,HUN,3.0,VARGA D,12 - 5,247,HUN,4:07,Post,0
Action shot,9.0,4,5,12,HUN,3.0,UKUMANOV R,12 - 5,222,KAZ,3:42,Saved,0
Extra player shot,11.0,4,5,13,HUN,3.0,BEDO K,13 - 5,182,HUN,3:02,Goal,1
Extra player shot,8.0,4,5,13,HUN,3.0,KOLIADENKO A,13 - 5,141,KAZ,2:21,Saved,0
Action shot,3.0,4,6,13,HUN,3.0,MEDVEDEV Y,13 - 6,135,KAZ,2:15,Goal,1
Extra player shot,12.0,4,6,13,HUN,3.0,HARAI B,13 - 6,102,HUN,1:42,Saved,0
Extra player shot,6.0,4,6,14,HUN,3.0,HOSNYANSZKY N,14 - 6,51,HUN,0:51,Goal,1
5m shot,2.0,4,6,14,HUN,3.0,GUBAREV S,14 - 6,21,KAZ,0:21,Saved,0
Action shot,4.0,4,6,15,HUN,3.0,BATORI B,15 - 6,1,HUN,0:01,Goal,1
5m shot,7.0,4,6,15,HUN,3.0,USHAKOV V,15 - 6,1,KAZ,0:01,Saved,0
Action shot,4.0,4,6,16,HUN,4.0,BATORI B,16 - 6,431,HUN,7:11,Goal,1
Centre shot,11.0,4,6,16,HUN,4.0,BEDO K,16 - 6,378,HUN,6:18,Missed,0
Centre shot,5.0,4,6,16,HUN,4.0,SHAKENOV M,16 - 6,331,KAZ,5:31,Missed,0
Action shot,10.0,4,6,16,HUN,4.0,VARGA D,16 - 6,314,HUN,5:14,Saved,0
Action shot,9.0,4,6,16,HUN,4.0,VARGA D,16 - 6,266,HUN,4:26,Blocked,0
Counter attack,3.0,4,6,16,HUN,4.0,MADARAS N,16 - 6,232,HUN,3:52,Saved,0
5m shot,5.0,4,6,16,HUN,4.0,SHAKENOV M,16 - 6,199,KAZ,3:19,Saved,0
Action shot,3.0,4,6,16,HUN,4.0,MADARAS N,16 - 6,169,HUN,2:49,Blocked,0
Extra player shot,12.0,4,7,16,HUN,4.0,PEKOVICH B,16 - 7,38,KAZ,0:38,Goal,1
5m shot,8.0,4,7,16,HUN,4.0,SZIVOS M,16 - 7,10,HUN,0:10,Post,0
