Action,Cap,Game,Opponent,Opponent name,Period,Player,Score,Seconds,Team,Time,USA
20 sec. exclusion in centre,3.0,7,5,GRE,2.0,SEIDEMANN M,5 - 6,100,USA,1:40,6
Extra player shot - Saved,8.0,7,5,GRE,2.0,ROUMPESI A,5 - 6,82,GRE,1:22,6
5m shot - Saved,4.0,7,5,GRE,2.0,FATTAL R,5 - 6,56,USA,0:56,6
Action shot - Post,9.0,7,5,GRE,2.0,KRAUS J,5 - 6,39,USA,0:39,6
20 sec. exclusion in field,7.0,7,5,GRE,2.0,MATHEWSON C,5 - 6,25,USA,0:25,6
Extra player shot - Missed,2.0,7,5,GRE,2.0,TSOUKALA C,5 - 6,6,GRE,0:06,6
Starting goalkeeper,1.0,7,5,GRE,3.0,ARMSTRONG E,5 - 6,480,USA,8:00,6
Starting goalkeeper,13.0,7,5,GRE,3.0,DIAMANTOPOULOU C,5 - 6,480,GRE,8:00,6
Sprint won possession,4.0,7,5,GRE,3.0,PSOUNI I,5 - 6,480,GRE,8:00,6
Turnover foul,6.0,7,5,GRE,3.0,AVRAMIDOU A,5 - 6,452,GRE,7:32,6
Steal,6.0,7,5,GRE,3.0,STEFFENS M,5 - 6,452,USA,7:32,6
Action shot - Missed,10.0,7,5,GRE,3.0,RULON K,5 - 6,429,USA,7:09,6
Action shot - Post,2.0,7,5,GRE,3.0,TSOUKALA C,5 - 6,399,GRE,6:39,6
Turnover foul,12.0,7,5,GRE,ET1,CRAIG K,5 - 6,59,USA,0:59,6
Steal,3.0,7,5,GRE,ET1,DIAMANTOPOULOU V,5 - 6,59,GRE,0:59,6
20 sec. exclusion in centre,12.0,7,5,GRE,ET1,CRAIG K,5 - 6,42,USA,0:42,6
Action shot - Saved,2.0,7,5,GRE,ET1,TSOUKALA C,5 - 6,18,GRE,0:18,6
Starting goalkeeper,13.0,7,5,GRE,ET2,DIAMANTOPOULOU C,5 - 6,180,GRE,3:00,6
Starting goalkeeper,1.0,7,5,GRE,ET2,ARMSTRONG E,5 - 6,180,USA,3:00,6
Sprint won possession,6.0,7,5,GRE,ET2,AVRAMIDOU A,5 - 6,180,GRE,3:00,6
Action shot - Blocked,3.0,7,5,GRE,ET2,DIAMANTOPOULOU V,5 - 6,152,GRE,2:32,6
Action shot - Post,8.0,7,5,GRE,ET2,NEUSHUL K,5 - 6,123,USA,2:03,6
Turnover foul,12.0,7,5,GRE,ET2,CRAIG K,5 - 6,105,USA,1:45,6
Turnover foul,10.0,7,5,GRE,ET2,MANOLIOUDAKI T,5 - 6,77,GRE,1:17,6
Steal,10.0,7,5,GRE,ET2,RULON K,5 - 6,77,USA,1:17,6
Time-Out,,7,5,GRE,ET2,,5 - 6,77,USA,1:17,6
Action shot - Goal,7.0,7,11,GRE,ET2,MATHEWSON C,11 - 11,54,USA,0:54,11
Action shot - Goal,6.0,7,6,GRE,3,AVRAMIDOU A,6 - 6,379,GRE,6:19,6
Action shot - Saved,10.0,7,6,GRE,3,RULON K,6 - 6,354,USA,5:54,6
20 sec. exclusion in centre,10.0,7,6,GRE,3,RULON K,6 - 6,332,USA,5:32,6
Centre shot - Saved,10.0,7,6,GRE,3,MANOLIOUDAKI T,6 - 6,310,GRE,5:10,6
5m shot - Goal,7.0,7,6,GRE,3,MATHEWSON C,6 - 7,285,USA,4:45,7
Action shot - Missed,6.0,7,6,GRE,3,AVRAMIDOU A,6 - 7,262,GRE,4:22,7
Turnover foul,11.0,7,6,GRE,3,DRIES A,6 - 7,245,USA,4:05,7
Steal,8.0,7,6,GRE,3,ROUMPESI A,6 - 7,245,GRE,4:05,7
Penalty foul,5.0,7,6,GRE,3,CLARK C,6 - 7,228,USA,3:48,7
Penalty shot - Saved,6.0,7,6,GRE,3,AVRAMIDOU A,6 - 7,228,GRE,3:48,7
20 sec. exclusion in centre,4.0,7,6,GRE,3,PSOUNI I,6 - 7,215,GRE,3:35,7
Extra player shot - Goal,7.0,7,6,GRE,3,MATHEWSON C,6 - 8,202,USA,3:22,8
Action shot - Saved,3.0,7,6,GRE,3,DIAMANTOPOULOU V,6 - 8,173,GRE,2:53,8
Turnover foul,7.0,7,6,GRE,3,ASIMAKI A,6 - 8,164,GRE,2:44,8
Turnover foul,6.0,7,6,GRE,3,STEFFENS M,6 - 8,148,USA,2:28,8
Steal,8.0,7,6,GRE,3,ROUMPESI A,6 - 8,148,GRE,2:28,8
20 sec. exclusion in field,11.0,7,6,GRE,3,DRIES A,6 - 8,131,USA,2:11,8
Time-Out,,7,6,GRE,3,,6 - 8,131,GRE,2:11,8
Extra player shot - Post,8.0,7,6,GRE,3,ROUMPESI A,6 - 8,113,GRE,1:53,8
Centre shot - Goal,12.0,7,6,GRE,3,CRAIG K,6 - 9,89,USA,1:29,9
20 sec. exclusion in field,7.0,7,6,GRE,3,MATHEWSON C,6 - 9,77,USA,1:17,9
Action shot - Saved,6.0,7,6,GRE,3,AVRAMIDOU A,6 - 9,49,GRE,0:49,9
5m shot - Saved,9.0,7,6,GRE,3,KRAUS J,6 - 9,19,USA,0:19,9
5m shot - Saved,8.0,7,6,GRE,3,ROUMPESI A,6 - 9,1,GRE,0:01,9
Starting goalkeeper,1.0,7,6,GRE,4,ARMSTRONG E,6 - 9,480,USA,8:00,9
Starting goalkeeper,13.0,7,6,GRE,4,DIAMANTOPOULOU C,6 - 9,480,GRE,8:00,9
Sprint won possession,8.0,7,6,GRE,4,NEUSHUL K,6 - 9,480,USA,8:00,9
Turnover foul,6.0,7,6,GRE,4,STEFFENS M,6 - 9,452,USA,7:32,9
Turnover foul,4.0,7,6,GRE,4,PSOUNI I,6 - 9,429,GRE,7:09,9
Steal,8.0,7,6,GRE,4,NEUSHUL K,6 - 9,429,USA,7:09,9
5m shot - Post,9.0,7,6,GRE,4,KRAUS J,6 - 9,399,USA,6:39,9
20 sec. exclusion in centre,6.0,7,6,GRE,4,STEFFENS M,6 - 9,377,USA,6:17,9
Extra player shot - Goal,2.0,7,7,GRE,4,TSOUKALA C,7 - 9,355,GRE,5:55,9
Action shot - Goal,3.0,7,7,GRE,4,SEIDEMANN M,7 - 10,338,USA,5:38,10
Turnover foul,7.0,7,7,GRE,4,ASIMAKI A,7 - 10,324,GRE,5:24,10
Steal,12.0,7,7,GRE,4,CRAIG K,7 - 10,324,USA,5:24,10
Turnover foul,3.0,7,7,GRE,4,SEIDEMANN M,7 - 10,297,USA,4:57,10
Action shot - Goal,8.0,7,8,GRE,4,ROUMPESI A,8 - 10,271,GRE,4:31,10
Turnover foul,12.0,7,8,GRE,4,CRAIG K,8 - 10,244,USA,4:04,10
Steal,4.0,7,8,GRE,4,PSOUNI I,8 - 10,244,GRE,4:04,10
Centre shot - Post,7.0,7,8,GRE,4,ASIMAKI A,8 - 10,223,GRE,3:43,10
5m shot - Saved,3.0,7,8,GRE,4,SEIDEMANN M,8 - 10,196,USA,3:16,10
Turnover foul,7.0,7,8,GRE,4,ASIMAKI A,8 - 10,171,GRE,2:51,10
Action shot - Blocked,8.0,7,8,GRE,4,NEUSHUL K,8 - 10,142,USA,2:22,10
Time-Out,,7,8,GRE,4,,8 - 10,141,GRE,2:21,10
20 sec. exclusion in centre,3.0,7,8,GRE,4,SEIDEMANN M,8 - 10,122,USA,2:02,10
Extra player shot - Goal,6.0,7,9,GRE,4,AVRAMIDOU A,9 - 10,120,GRE,2:00,10
Action shot - Missed,8.0,7,9,GRE,4,NEUSHUL K,9 - 10,93,USA,1:33,10
Turnover foul,7.0,7,9,GRE,4,ASIMAKI A,9 - 10,74,GRE,1:14,10
20 sec. exclusion in centre,4.0,7,9,GRE,4,PSOUNI I,9 - 10,53,GRE,0:53,10
Exclusion with substitution,4.0,7,9,GRE,4,PSOUNI I,9 - 10,53,GRE,0:53,10
Time-Out,,7,9,GRE,4,,9 - 10,53,USA,0:53,10
Action shot - Missed,7.0,7,9,GRE,4,MATHEWSON C,9 - 10,28,USA,0:28,10
20 sec. exclusion in centre,8.0,7,9,GRE,4,NEUSHUL K,9 - 10,3,USA,0:03,10
Extra player shot - Goal,6.0,7,10,GRE,4,AVRAMIDOU A,10 - 10,0,GRE,0:00,10
Starting goalkeeper,13.0,7,10,GRE,ET1,DIAMANTOPOULOU C,10 - 10,180,GRE,3:00,10
Starting goalkeeper,1.0,7,10,GRE,ET1,ARMSTRONG E,10 - 10,180,USA,3:00,10
Sprint won possession,10.0,7,10,GRE,ET1,RULON K,10 - 10,180,USA,3:00,10
Turnover foul,12.0,7,10,GRE,ET1,CRAIG K,10 - 10,161,USA,2:41,10
Turnover foul,7.0,7,10,GRE,ET1,ASIMAKI A,10 - 10,145,GRE,2:25,10
20 sec. exclusion in centre,3.0,7,10,GRE,ET1,DIAMANTOPOULOU V,10 - 10,130,GRE,2:10,10
Extra player shot - Blocked,10.0,7,10,GRE,ET1,RULON K,10 - 10,113,USA,1:53,10
Centre shot - Goal,7.0,7,11,GRE,ET1,ASIMAKI A,11 - 10,85,GRE,1:25,10
Action shot - Blocked,7.0,7,11,GRE,ET2,ASIMAKI A,11 - 10,28,GRE,0:28,10
Time-Out,,7,11,GRE,ET2,,11 - 10,28,USA,0:28,10
Turnover foul,12.0,7,11,GRE,ET2,CRAIG K,11 - 10,5,USA,0:05,10
Time-Out,,7,11,GRE,ET2,,11 - 10,5,GRE,0:05,10
