Action,Cap,Game,KAZ,Opponent,Opponent name,Period,Player,Score,Seconds,Team,Time
Turnover foul,4.0,2,2,6,CAN,2.0,TUROVA A,6 - 2,182,KAZ,3:02
Steal,2.0,2,2,6,CAN,2.0,ALOGBO K,6 - 2,182,CAN,3:02
Counter attack - Post,11.0,2,2,6,CAN,2.0,VALIN S,6 - 2,168,CAN,2:48
Time-Out,,2,2,6,CAN,2.0,,6 - 2,145,CAN,2:25
Action shot - Saved,5.0,2,2,6,CAN,2.0,EGGENS M,6 - 2,127,CAN,2:07
Action shot - Saved,3.0,2,2,6,CAN,2.0,AKILBAYEVA A,6 - 2,101,KAZ,1:41
Turnover foul,5.0,2,2,6,CAN,2.0,EGGENS M,6 - 2,77,CAN,1:17
Steal,4.0,2,2,6,CAN,2.0,TUROVA A,6 - 2,77,KAZ,1:17
Time-Out,,2,2,6,CAN,2.0,,6 - 2,77,KAZ,1:17
20 sec. exclusion in centre,7.0,2,2,6,CAN,2.0,BEKHAZI J,6 - 2,51,CAN,0:51
Centre shot - Saved,11.0,2,2,6,CAN,2.0,MIRSHINA A,6 - 2,32,KAZ,0:32
Starting goalkeeper,13.0,2,2,6,CAN,3.0,COLTERJOHN N,6 - 2,480,CAN,8:00
Starting goalkeeper,1.0,2,2,6,CAN,3.0,ZHARKIMBAYEVA A,6 - 2,480,KAZ,8:00
Sprint won possession,5.0,2,2,6,CAN,3.0,ZAKIROVA K,6 - 2,480,KAZ,8:00
5m shot - Blocked,8.0,2,2,6,CAN,3.0,SAICHUK O,6 - 2,455,KAZ,7:35
Turnover foul,12.0,2,2,6,CAN,3.0,MUSSAROVA A,6 - 2,411,KAZ,6:51
5m shot - Saved,5.0,2,2,6,CAN,3.0,EGGENS M,6 - 2,386,CAN,6:26
Turnover foul,5.0,2,2,6,CAN,3.0,ZAKIROVA K,6 - 2,354,KAZ,5:54
Turnover foul,6.0,2,2,6,CAN,3.0,MCKEE K,6 - 2,325,CAN,5:25
Turnover foul,8.0,2,2,6,CAN,3.0,SAICHUK O,6 - 2,303,KAZ,5:03
Turnover foul,11.0,2,2,6,CAN,3.0,VALIN S,6 - 2,276,CAN,4:36
Time-Out,,2,2,6,CAN,3.0,,6 - 2,276,KAZ,4:36
Turnover foul,5.0,2,2,6,CAN,3.0,ZAKIROVA K,6 - 2,264,KAZ,4:24
Turnover foul,5.0,2,2,6,CAN,3.0,ZAKIROVA K,6 - 2,251,KAZ,4:11
Action shot - Goal,7.0,2,2,7,CAN,3.0,BEKHAZI J,7 - 2,223,CAN,3:43
Steal,2.0,2,2,7,CAN,3.0,ALOGBO K,7 - 2,223,CAN,3:43
5m shot - Saved,2.0,2,2,7,CAN,3.0,ALOGBO K,7 - 2,199,CAN,3:19
Action shot - Saved,2.0,2,2,7,CAN,3.0,ALOGBO K,7 - 2,181,CAN,3:01
Counter attack - Goal,10.0,2,3,7,CAN,3.0,ROGA D,7 - 3,164,KAZ,2:44
Penalty foul,2.0,2,3,7,CAN,3.0,YEGEMBERDIYEVA A,7 - 3,145,KAZ,2:25
Penalty shot - Goal,7.0,2,3,8,CAN,3.0,BEKHAZI J,8 - 3,145,CAN,2:25
Turnover foul,3.0,2,3,8,CAN,3.0,AKILBAYEVA A,8 - 3,130,KAZ,2:10
Counter attack - Goal,2.0,2,3,9,CAN,3.0,ALOGBO K,9 - 3,119,CAN,1:59
Turnover foul,11.0,2,3,9,CAN,3.0,MIRSHINA A,9 - 3,100,KAZ,1:40
Steal,3.0,2,3,9,CAN,3.0,MONTON K,9 - 3,100,CAN,1:40
Turnover foul,8.0,2,3,9,CAN,3.0,FOURNIER S,9 - 3,86,CAN,1:26
Steal,1.0,2,3,9,CAN,3.0,ZHARKIMBAYEVA A,9 - 3,86,KAZ,1:26
Counter attack - Saved,7.0,2,3,9,CAN,3.0,MYRZABEKOVA Z,9 - 3,76,KAZ,1:16
Action shot - Saved,7.0,2,3,9,CAN,3.0,BEKHAZI J,9 - 3,60,CAN,1:00
Action shot - Post,11.0,2,3,9,CAN,3.0,MIRSHINA A,9 - 3,46,KAZ,0:46
Action shot - Saved,3.0,2,3,9,CAN,3.0,MONTON K,9 - 3,19,CAN,0:19
5m shot - Goal,5.0,2,4,9,CAN,3.0,ZAKIROVA K,9 - 4,1,KAZ,0:01
Starting goalkeeper,13.0,2,4,9,CAN,4.0,COLTERJOHN N,9 - 4,480,CAN,8:00
Starting goalkeeper,1.0,2,4,9,CAN,4.0,ZHARKIMBAYEVA A,9 - 4,480,KAZ,8:00
Sprint won possession,12.0,2,4,9,CAN,4.0,PERREAULT D,9 - 4,480,CAN,8:00
Turnover foul,2.0,2,4,9,CAN,4.0,ALOGBO K,9 - 4,463,CAN,7:43
Steal,2.0,2,4,9,CAN,4.0,YEGEMBERDIYEVA A,9 - 4,463,KAZ,7:43
Turnover foul,5.0,2,4,9,CAN,4.0,ZAKIROVA K,9 - 4,440,KAZ,7:20
Action shot - Goal,10.0,2,4,10,CAN,4.0,ROBINSON C,10 - 4,417,CAN,6:57
20 sec. exclusion in centre,4.0,2,4,10,CAN,4.0,WRIGHT E,10 - 4,401,CAN,6:41
Extra player shot - Blocked,5.0,2,4,10,CAN,4.0,ZAKIROVA K,10 - 4,372,KAZ,6:12
5m shot - Goal,2.0,2,4,11,CAN,4.0,ALOGBO K,11 - 4,362,CAN,6:02
Turnover foul,11.0,2,4,11,CAN,4.0,MIRSHINA A,11 - 4,341,KAZ,5:41
Steal,8.0,2,4,11,CAN,4.0,FOURNIER S,11 - 4,341,CAN,5:41
Counter attack - Goal,5.0,2,4,12,CAN,4.0,EGGENS M,12 - 4,330,CAN,5:30
Turnover foul,8.0,2,4,12,CAN,4.0,SAICHUK O,12 - 4,307,KAZ,5:07
Steal,13.0,2,4,12,CAN,4.0,COLTERJOHN N,12 - 4,307,CAN,5:07
5m shot - Goal,5.0,2,4,13,CAN,4.0,EGGENS M,13 - 4,282,CAN,4:42
Time-Out,,2,4,13,CAN,4.0,,13 - 4,282,KAZ,4:42
5m shot - Saved,10.0,2,4,13,CAN,4.0,ROGA D,13 - 4,264,KAZ,4:24
Turnover foul,5.0,2,4,13,CAN,4.0,EGGENS M,13 - 4,239,CAN,3:59
Action shot - Goal,5.0,2,4,14,CAN,4.0,EGGENS M,14 - 4,197,CAN,3:17
Turnover foul,8.0,2,4,14,CAN,4.0,SAICHUK O,14 - 4,178,KAZ,2:58
Steal,6.0,2,4,14,CAN,4.0,MCKEE K,14 - 4,178,CAN,2:58
Action shot - Goal,5.0,2,4,15,CAN,4.0,EGGENS M,15 - 4,150,CAN,2:30
20 sec. exclusion in centre,6.0,2,4,15,CAN,4.0,MCKEE K,15 - 4,137,CAN,2:17
5m shot - Saved,10.0,2,4,15,CAN,4.0,ROGA D,15 - 4,106,KAZ,1:46
5m shot - Goal,6.0,2,4,16,CAN,4.0,MCKEE K,16 - 4,81,CAN,1:21
Turnover foul,11.0,2,4,16,CAN,4.0,MIRSHINA A,16 - 4,55,KAZ,0:55
Time-Out,,2,4,16,CAN,4.0,,16 - 4,55,CAN,0:55
Turnover foul,4.0,2,4,16,CAN,4.0,WRIGHT E,16 - 4,43,CAN,0:43
5m shot - Missed,4.0,2,4,16,CAN,4.0,TUROVA A,16 - 4,14,KAZ,0:14
Action shot - Goal,10.0,2,4,17,CAN,4.0,ROBINSON C,17 - 4,3,CAN,0:03
Starting goalkeeper,1.0,3,0,0,NZL,1.0,ZHARKIMBAYEVA A,0 - 0,480,KAZ,8:00
Starting goalkeeper,1.0,3,0,0,NZL,1.0,MILLAR B,0 - 0,480,NZL,8:00
Sprint won possession,5.0,3,0,0,NZL,1.0,ZAKIROVA K,0 - 0,480,KAZ,8:00
Turnover foul,7.0,3,0,0,NZL,1.0,MYRZABEKOVA Z,0 - 0,465,KAZ,7:45
Action shot - Saved,4.0,3,0,0,NZL,1.0,LEWIS D,0 - 0,452,NZL,7:32
5m shot - Goal,4.0,3,1,0,NZL,1.0,TUROVA A,1 - 0,429,KAZ,7:09
Turnover foul,6.0,3,1,0,NZL,1.0,LANDRY S,1 - 0,409,NZL,6:49
Penalty foul,4.0,3,1,0,NZL,1.0,LEWIS D,1 - 0,392,NZL,6:32
Penalty shot - Goal,11.0,3,2,0,NZL,1.0,MIRSHINA A,2 - 0,392,KAZ,6:32
Action shot - Saved,6.0,3,2,0,NZL,1.0,LANDRY S,2 - 0,376,NZL,6:16
5m shot - Post,5.0,3,2,0,NZL,1.0,ZAKIROVA K,2 - 0,347,KAZ,5:47
Turnover foul,12.0,3,2,0,NZL,1.0,MYLES J,2 - 0,326,NZL,5:26
Steal,5.0,3,2,0,NZL,1.0,ZAKIROVA K,2 - 0,326,KAZ,5:26
5m shot - Missed,8.0,3,2,0,NZL,1.0,SAICHUK O,2 - 0,296,KAZ,4:56
5m shot - Saved,12.0,3,2,0,NZL,1.0,MYLES J,2 - 0,280,NZL,4:40
Centre shot - Saved,8.0,3,2,0,NZL,1.0,LOPES DA SILVA C,2 - 0,278,NZL,4:38
Action shot - Goal,7.0,3,3,0,NZL,1.0,MYRZABEKOVA Z,3 - 0,256,KAZ,4:16
5m shot - Missed,4.0,3,3,0,NZL,1.0,LEWIS D,3 - 0,233,NZL,3:53
Turnover foul,11.0,3,3,0,NZL,1.0,MIRSHINA A,3 - 0,216,KAZ,3:36
Action shot - Saved,10.0,3,3,0,NZL,1.0,DANCE L,3 - 0,188,NZL,3:08
20 sec. exclusion in field,9.0,3,3,0,NZL,1.0,STONEMAN E,3 - 0,174,NZL,2:54
Time-Out,,3,3,0,NZL,1.0,,3 - 0,174,KAZ,2:54
Turnover foul,7.0,3,3,0,NZL,1.0,MYRZABEKOVA Z,3 - 0,147,KAZ,2:27
Penalty foul,10.0,3,3,0,NZL,1.0,ROGA D,3 - 0,133,KAZ,2:13
Penalty shot - Saved,11.0,3,3,0,NZL,1.0,HUDSON K,3 - 0,133,NZL,2:13
20 sec. exclusion in centre,9.0,3,3,0,NZL,1.0,STONEMAN E,3 - 0,119,NZL,1:59
Extra player shot - Missed,8.0,3,3,0,NZL,1.0,SAICHUK O,3 - 0,99,KAZ,1:39
Time-Out,,3,3,0,NZL,1.0,,3 - 0,97,NZL,1:37
