Action,Cap,Game,ITA,Opponent,Opponent name,Period,Player,Score,Seconds,Team,Time
Action shot - Saved,3.0,3,0,0,AUS,1.0,GITTO N,0 - 0,452,ITA,7:32
20 sec. exclusion in centre,7.0,3,0,0,AUS,1.0,NORA A,0 - 0,428,ITA,7:08
Action shot - Saved,11.0,3,0,0,AUS,1.0,HOLLIS L,0 - 0,403,AUS,6:43
Action shot - Saved,2.0,3,0,0,AUS,1.0,di FULVIO F,0 - 0,385,ITA,6:25
Centre shot - Goal,10.0,3,1,0,AUS,1.0,BODEGAS M,0 - 1,363,ITA,6:03
Turnover foul,8.0,3,1,0,AUS,1.0,YOUNGER A,0 - 1,345,AUS,5:45
Steal,12.0,3,1,0,AUS,1.0,BERTOLI Z,0 - 1,345,ITA,5:45
20 sec. exclusion in field,7.0,3,1,0,AUS,1.0,GILCHRIST J,0 - 1,325,AUS,5:25
Extra player shot - Goal,5.0,3,2,0,AUS,1.0,PRESCIUTTI N,0 - 2,311,ITA,5:11
Centre shot - Saved,4.0,3,2,0,AUS,1.0,KAYES J,0 - 2,295,AUS,4:55
Turnover foul,11.0,3,2,0,AUS,1.0,AICARDI M,0 - 2,274,ITA,4:34
Steal,1.0,3,2,0,AUS,1.0,SLADE E,0 - 2,274,AUS,4:34
5m shot - Goal,8.0,3,2,1,AUS,1.0,YOUNGER A,1 - 2,256,AUS,4:16
20 sec. exclusion in centre,5.0,3,2,1,AUS,1.0,POWER N,1 - 2,227,AUS,3:47
Extra player shot - Goal,10.0,3,3,1,AUS,1.0,BODEGAS M,1 - 3,214,ITA,3:34
Centre shot - Goal,2.0,3,3,2,AUS,1.0,PUTT T,2 - 3,184,AUS,3:04
Centre shot - Missed,10.0,3,3,2,AUS,1.0,BODEGAS M,2 - 3,163,ITA,2:43
Turnover foul,6.0,3,3,2,AUS,1.0,EDWARDS L,2 - 3,147,AUS,2:27
Action shot - Goal,10.0,3,4,2,AUS,1.0,BODEGAS M,2 - 4,126,ITA,2:06
Turnover foul,9.0,3,4,2,AUS,1.0,FORD A,2 - 4,105,AUS,1:45
Steal,2.0,3,4,2,AUS,1.0,di FULVIO F,2 - 4,105,ITA,1:45
20 sec. exclusion in centre,9.0,3,4,2,AUS,1.0,FORD A,2 - 4,96,AUS,1:36
Time-Out,,3,4,2,AUS,1.0,,2 - 4,96,ITA,1:36
Extra player shot - Post,4.0,3,4,2,AUS,1.0,FIGLIOLI P,2 - 4,77,ITA,1:17
Turnover foul,4.0,3,4,2,AUS,1.0,KAYES J,2 - 4,49,AUS,0:49
Centre shot - Goal,11.0,3,5,2,AUS,1.0,AICARDI M,2 - 5,28,ITA,0:28
Time-Out,,3,5,2,AUS,1.0,,2 - 5,28,AUS,0:28
20 sec. exclusion in centre,5.0,3,5,2,AUS,1.0,PRESCIUTTI N,2 - 5,2,ITA,0:02
Starting goalkeeper,1.0,3,5,2,AUS,2.0,SLADE E,2 - 5,480,AUS,8:00
Sprint won possession,4.0,3,5,2,AUS,2.0,FIGLIOLI P,2 - 5,480,ITA,8:00
Turnover foul,11.0,3,5,2,AUS,2.0,AICARDI M,2 - 5,455,ITA,7:35
5m shot - Missed,9.0,3,5,2,AUS,2.0,FORD A,2 - 5,436,AUS,7:16
Centre shot - Goal,11.0,3,6,2,AUS,2.0,AICARDI M,2 - 6,411,ITA,6:51
Goalkeeper substitution,1.0,3,6,2,AUS,2.0,TEMPESTI S,2 - 6,392,ITA,6:32
Goalkeeper substitution,13.0,3,6,2,AUS,2.0,VOLAREVIC G,2 - 6,386,ITA,6:26
20 sec. exclusion in centre,10.0,3,6,2,AUS,2.0,BODEGAS M,2 - 6,385,ITA,6:25
Time-Out,,3,6,2,AUS,2.0,,2 - 6,385,AUS,6:25
Turnover foul,7.0,3,6,2,AUS,2.0,GILCHRIST J,2 - 6,373,AUS,6:13
Steal,12.0,3,6,2,AUS,2.0,BERTOLI Z,2 - 6,373,ITA,6:13
Action shot - Goal,2.0,3,7,2,AUS,2.0,di FULVIO F,2 - 7,350,ITA,5:50
5m shot - Saved,5.0,3,7,2,AUS,2.0,POWER N,2 - 7,320,AUS,5:20
5m shot - Blocked,2.0,3,7,2,AUS,2.0,di FULVIO F,2 - 7,291,ITA,4:51
20 sec. exclusion in field,4.0,3,7,2,AUS,2.0,KAYES J,2 - 7,261,AUS,4:21
Extra player shot - Saved,8.0,3,7,2,AUS,2.0,FONDELLI A,2 - 7,244,ITA,4:04
Turnover foul,10.0,3,7,2,AUS,2.0,BODEGAS M,2 - 7,186,ITA,3:06
Centre shot - Saved,6.0,3,7,2,AUS,2.0,EDWARDS L,2 - 7,169,AUS,2:49
Time-Out,,3,7,2,AUS,2.0,,2 - 7,169,ITA,2:49
Action shot - Saved,4.0,3,7,2,AUS,2.0,FIGLIOLI P,2 - 7,153,ITA,2:33
5m shot - Saved,10.0,3,7,2,AUS,2.0,FANNON J,2 - 7,123,AUS,2:03
5m shot - Blocked,4.0,3,7,2,AUS,2.0,FIGLIOLI P,2 - 7,97,ITA,1:37
Turnover foul,2.0,3,7,2,AUS,2.0,PUTT T,2 - 7,68,AUS,1:08
Steal,7.0,3,7,2,AUS,2.0,NORA A,2 - 7,68,ITA,1:08
5m shot - Goal,4.0,3,8,2,AUS,2.0,FIGLIOLI P,2 - 8,41,ITA,0:41
5m shot - Saved,5.0,3,8,2,AUS,2.0,POWER N,2 - 8,18,AUS,0:18
5m shot - Missed,11.0,3,8,2,AUS,2.0,AICARDI M,2 - 8,1,ITA,0:01
Starting goalkeeper,1.0,3,8,2,AUS,3.0,SLADE E,2 - 8,480,AUS,8:00
Starting goalkeeper,13.0,3,8,2,AUS,3.0,VOLAREVIC G,2 - 8,480,ITA,8:00
Sprint won possession,2.0,3,8,2,AUS,3.0,di FULVIO F,2 - 8,480,ITA,8:00
Centre shot - Saved,11.0,3,8,2,AUS,3.0,AICARDI M,2 - 8,455,ITA,7:35
20 sec. exclusion in centre,3.0,3,8,2,AUS,3.0,GITTO N,2 - 8,428,ITA,7:08
Extra player shot - Goal,10.0,3,8,3,AUS,3.0,FANNON J,3 - 8,409,AUS,6:49
Turnover foul,11.0,3,8,3,AUS,3.0,AICARDI M,3 - 8,390,ITA,6:30
Steal,8.0,3,8,3,AUS,3.0,YOUNGER A,3 - 8,390,AUS,6:30
Turnover foul,4.0,3,8,3,AUS,3.0,KAYES J,3 - 8,366,AUS,6:06
Steal,12.0,3,8,3,AUS,3.0,BERTOLI Z,3 - 8,366,ITA,6:06
5m shot - Saved,7.0,3,8,3,AUS,3.0,NORA A,3 - 8,336,ITA,5:36
Penalty foul,5.0,3,8,3,AUS,3.0,POWER N,3 - 8,316,AUS,5:16
Penalty shot - Goal,4.0,3,9,3,AUS,3.0,FIGLIOLI P,3 - 9,316,ITA,5:16
Turnover foul,7.0,3,9,3,AUS,3.0,GILCHRIST J,3 - 9,290,AUS,4:50
Turnover foul,9.0,3,9,3,AUS,3.0,RENZUTO IODICE V,3 - 9,261,ITA,4:21
Steal,7.0,3,9,3,AUS,3.0,GILCHRIST J,3 - 9,261,AUS,4:21
Turnover foul,10.0,3,9,3,AUS,3.0,BODEGAS M,3 - 9,215,ITA,3:35
Time-Out,,3,9,3,AUS,3.0,,3 - 9,215,AUS,3:35
Action shot - Goal,9.0,3,9,4,AUS,3.0,FORD A,4 - 9,194,AUS,3:14
Action shot - Goal,4.0,3,10,4,AUS,3.0,FIGLIOLI P,4 - 10,183,ITA,3:03
5m shot - Saved,9.0,3,10,4,AUS,3.0,FORD A,4 - 10,152,AUS,2:32
20 sec. exclusion in field,8.0,3,10,4,AUS,3.0,YOUNGER A,4 - 10,142,AUS,2:22
Time-Out,,3,10,4,AUS,3.0,,4 - 10,142,ITA,2:22
Yellow card,,3,10,4,AUS,3.0,Team Official,4 - 10,142,ITA,2:22
5m shot - Post,2.0,3,10,4,AUS,3.0,di FULVIO F,4 - 10,115,ITA,1:55
Action shot - Saved,2.0,3,10,4,AUS,3.0,di FULVIO F,4 - 10,71,ITA,1:11
Action shot - Saved,4.0,3,10,4,AUS,3.0,FIGLIOLI P,4 - 10,23,ITA,0:23
20 sec. exclusion in field,11.0,3,10,4,AUS,3.0,AICARDI M,4 - 10,19,ITA,0:19
Extra player shot - Saved,3.0,3,10,4,AUS,3.0,FORD G,4 - 10,3,AUS,0:03
Extra player shot - Goal,6.0,3,10,5,AUS,3.0,EDWARDS L,5 - 10,1,AUS,0:01
Starting goalkeeper,1.0,3,10,5,AUS,4.0,SLADE E,5 - 10,480,AUS,8:00
Starting goalkeeper,1.0,3,10,5,AUS,4.0,TEMPESTI S,5 - 10,480,ITA,8:00
Sprint won possession,4.0,3,10,5,AUS,4.0,FIGLIOLI P,5 - 10,480,ITA,8:00
5m shot - Saved,5.0,3,10,5,AUS,4.0,PRESCIUTTI N,5 - 10,455,ITA,7:35
Centre shot - Post,12.0,3,10,5,AUS,4.0,BERTOLI Z,5 - 10,405,ITA,6:45
Turnover foul,2.0,3,10,5,AUS,4.0,PUTT T,5 - 10,378,AUS,6:18
Turnover foul,2.0,3,10,5,AUS,4.0,di FULVIO F,5 - 10,360,ITA,6:00
20 sec. exclusion in field,2.0,3,10,5,AUS,4.0,di FULVIO F,5 - 10,337,ITA,5:37
Time-Out,,3,10,5,AUS,4.0,,5 - 10,337,AUS,5:37
Action shot - Post,8.0,3,10,5,AUS,4.0,YOUNGER A,5 - 10,311,AUS,5:11
20 sec. exclusion in centre,5.0,3,10,5,AUS,4.0,POWER N,5 - 10,285,AUS,4:45
5m shot - Blocked,10.0,3,10,5,AUS,4.0,BODEGAS M,5 - 10,271,ITA,4:31
Turnover foul,10.0,3,10,5,AUS,4.0,BODEGAS M,5 - 10,242,ITA,4:02
Steal,3.0,3,10,5,AUS,4.0,FORD G,5 - 10,242,AUS,4:02
Turnover foul,11.0,3,10,5,AUS,4.0,AICARDI M,5 - 10,186,ITA,3:06
Steal,8.0,3,10,5,AUS,4.0,YOUNGER A,5 - 10,186,AUS,3:06
Turnover foul,4.0,3,10,5,AUS,4.0,KAYES J,5 - 10,153,AUS,2:33
Steal,9.0,3,10,5,AUS,4.0,RENZUTO IODICE V,5 - 10,153,ITA,2:33
Centre shot - Missed,10.0,3,10,5,AUS,4.0,BODEGAS M,5 - 10,138,ITA,2:18
Action shot - Post,12.0,3,10,5,AUS,4.0,BROOKS N,5 - 10,110,AUS,1:50
Centre shot - Goal,9.0,3,11,5,AUS,4.0,RENZUTO IODICE V,5 - 11,88,ITA,1:28
20 sec. exclusion in field,2.0,3,11,5,AUS,4.0,di FULVIO F,5 - 11,74,ITA,1:14
Turnover foul,12.0,3,11,5,AUS,4.0,BROOKS N,5 - 11,68,AUS,1:08
Steal,6.0,3,11,5,AUS,4.0,MIRARCHI C,5 - 11,68,ITA,1:08
5m shot - Goal,8.0,3,12,5,AUS,4.0,FONDELLI A,5 - 12,49,ITA,0:49
Turnover foul,12.0,3,12,5,AUS,4.0,BROOKS N,5 - 12,33,AUS,0:33
Counter attack - Goal,2.0,3,13,5,AUS,4.0,di FULVIO F,5 - 13,24,ITA,0:24
Turnover foul,4.0,3,13,5,AUS,4.0,KAYES J,5 - 13,1,AUS,0:01
Starting goalkeeper,13.0,4,0,0,KAZ,1.0,SHLEMOV V,0 - 0,480,KAZ,8:00
Starting goalkeeper,1.0,4,0,0,KAZ,1.0,TEMPESTI S,0 - 0,480,ITA,8:00
Sprint won possession,4.0,4,0,0,KAZ,1.0,FIGLIOLI P,0 - 0,480,ITA,8:00
20 sec. exclusion in centre,4.0,4,0,0,KAZ,1.0,PILIPENKO R,0 - 0,456,KAZ,7:36
Extra player shot - Blocked,8.0,4,0,0,KAZ,1.0,FONDELLI A,0 - 0,443,ITA,7:23
Action shot - Missed,7.0,4,0,0,KAZ,1.0,NORA A,0 - 0,384,ITA,6:24
Action shot - Goal,8.0,4,1,0,KAZ,1.0,FONDELLI A,0 - 1,332,ITA,5:32
Action shot - Saved,2.0,4,1,0,KAZ,1.0,MEDVEDEV Y,0 - 1,307,KAZ,5:07
Centre shot - Goal,6.0,4,2,0,KAZ,1.0,MIRARCHI C,0 - 2,290,ITA,4:50
Time-Out,,4,2,0,KAZ,1.0,,0 - 2,290,KAZ,4:50
Action shot - Missed,10.0,4,2,0,KAZ,1.0,RUDAY M,0 - 2,279,KAZ,4:39
20 sec. exclusion in centre,8.0,4,2,0,KAZ,1.0,VERDESH Y,0 - 2,268,KAZ,4:28
Extra player shot - Goal,4.0,4,3,0,KAZ,1.0,FIGLIOLI P,0 - 3,250,ITA,4:10
Action shot - Goal,7.0,4,3,1,KAZ,1.0,SHAKENOV M,1 - 3,222,KAZ,3:42
Turnover foul,11.0,4,3,1,KAZ,1.0,AICARDI M,1 - 3,205,ITA,3:25
Steal,12.0,4,3,1,KAZ,1.0,TURLYKHANOV B,1 - 3,205,KAZ,3:25
Action shot - Missed,2.0,4,3,1,KAZ,1.0,di FULVIO F,1 - 3,158,ITA,2:38
Time-Out,,4,3,1,KAZ,1.0,,1 - 3,128,ITA,2:08
Action shot - Post,9.0,4,3,1,KAZ,1.0,RENZUTO IODICE V,1 - 3,107,ITA,1:47
20 sec. exclusion in centre,7.0,4,3,1,KAZ,1.0,NORA A,1 - 3,83,ITA,1:23
Extra player shot - Saved,9.0,4,3,1,KAZ,1.0,UKUMANOV R,1 - 3,65,KAZ,1:05
Action shot - Blocked,8.0,4,3,1,KAZ,1.0,VERDESH Y,1 - 3,59,KAZ,0:59
Turnover foul,4.0,4,3,1,KAZ,1.0,FIGLIOLI P,1 - 3,36,ITA,0:36
5m shot - Saved,2.0,4,3,1,KAZ,1.0,MEDVEDEV Y,1 - 3,7,KAZ,0:07
Starting goalkeeper,13.0,4,3,1,KAZ,2.0,SHLEMOV V,1 - 3,480,KAZ,8:00
Starting goalkeeper,1.0,4,3,1,KAZ,2.0,TEMPESTI S,1 - 3,480,ITA,8:00
Sprint won possession,2.0,4,3,1,KAZ,2.0,di FULVIO F,1 - 3,480,ITA,8:00
Turnover foul,11.0,4,3,1,KAZ,2.0,AICARDI M,1 - 3,451,ITA,7:31
Steal,6.0,4,3,1,KAZ,2.0,SHMIDER A,1 - 3,451,KAZ,7:31
5m shot - Blocked,4.0,4,3,1,KAZ,2.0,PILIPENKO R,1 - 3,424,KAZ,7:04
Penalty foul,4.0,4,3,1,KAZ,2.0,PILIPENKO R,1 - 3,407,KAZ,6:47
Penalty shot - Goal,2.0,4,4,1,KAZ,2.0,di FULVIO F,1 - 4,407,ITA,6:47
20 sec. exclusion in centre,12.0,4,4,1,KAZ,2.0,BERTOLI Z,1 - 4,386,ITA,6:26
Centre shot - Saved,11.0,4,4,1,KAZ,2.0,MANAFOV R,1 - 4,364,KAZ,6:04
20 sec. exclusion in centre,3.0,4,4,1,KAZ,2.0,SHVEDOV S,1 - 4,340,KAZ,5:40
Extra player shot - Post,7.0,4,4,1,KAZ,2.0,NORA A,1 - 4,322,ITA,5:22
Time-Out,,4,4,1,KAZ,2.0,,1 - 4,316,KAZ,5:16
5m shot - Saved,12.0,4,4,1,KAZ,2.0,TURLYKHANOV B,1 - 4,292,KAZ,4:52
Turnover foul,11.0,4,4,1,KAZ,2.0,AICARDI M,1 - 4,274,ITA,4:34
5m shot - Goal,7.0,4,4,2,KAZ,2.0,SHAKENOV M,2 - 4,249,KAZ,4:09
20 sec. exclusion in centre,12.0,4,4,2,KAZ,2.0,TURLYKHANOV B,2 - 4,228,KAZ,3:48
Extra player shot - Blocked,2.0,4,4,2,KAZ,2.0,di FULVIO F,2 - 4,212,ITA,3:32
Turnover foul,10.0,4,4,2,KAZ,2.0,BODEGAS M,2 - 4,162,ITA,2:42
20 sec. exclusion in field,10.0,4,4,2,KAZ,2.0,BODEGAS M,2 - 4,162,ITA,2:42
Action shot - Saved,9.0,4,4,2,KAZ,2.0,UKUMANOV R,2 - 4,136,KAZ,2:16
Centre shot - Goal,2.0,4,5,2,KAZ,2.0,di FULVIO F,2 - 5,111,ITA,1:51
Turnover foul,10.0,4,5,2,KAZ,2.0,RUDAY M,2 - 5,91,KAZ,1:31
5m shot - Post,4.0,4,5,2,KAZ,2.0,FIGLIOLI P,2 - 5,70,ITA,1:10
Action shot - Saved,3.0,4,5,2,KAZ,2.0,SHVEDOV S,2 - 5,45,KAZ,0:45
Action shot - Saved,9.0,4,5,2,KAZ,2.0,RENZUTO IODICE V,2 - 5,23,ITA,0:23
5m shot - Post,7.0,4,5,2,KAZ,2.0,SHAKENOV M,2 - 5,1,KAZ,0:01
Starting goalkeeper,13.0,4,5,2,KAZ,3.0,SHLEMOV V,2 - 5,480,KAZ,8:00
Starting goalkeeper,1.0,4,5,2,KAZ,3.0,TEMPESTI S,2 - 5,480,ITA,8:00
Sprint won possession,4.0,4,5,2,KAZ,3.0,FIGLIOLI P,2 - 5,480,ITA,8:00
Action shot - Saved,4.0,4,5,2,KAZ,3.0,FIGLIOLI P,2 - 5,451,ITA,7:31
Turnover foul,8.0,4,5,2,KAZ,3.0,FONDELLI A,2 - 5,425,ITA,7:05
20 sec. exclusion in centre,12.0,4,5,2,KAZ,3.0,BERTOLI Z,2 - 5,404,ITA,6:44
Extra player shot - Blocked,7.0,4,5,2,KAZ,3.0,SHAKENOV M,2 - 5,382,KAZ,6:22
20 sec. exclusion in centre,9.0,4,5,2,KAZ,3.0,UKUMANOV R,2 - 5,361,KAZ,6:01
Turnover foul,11.0,4,5,2,KAZ,3.0,AICARDI M,2 - 5,347,ITA,5:47
5m shot - Saved,10.0,4,5,2,KAZ,3.0,RUDAY M,2 - 5,315,KAZ,5:15
20 sec. exclusion in centre,12.0,4,5,2,KAZ,3.0,TURLYKHANOV B,2 - 5,295,KAZ,4:55
Time-Out,,4,5,2,KAZ,3.0,,2 - 5,295,ITA,4:55
Extra player shot - Goal,9.0,4,6,2,KAZ,3.0,RENZUTO IODICE V,2 - 6,275,ITA,4:35
Penalty foul,9.0,4,6,2,KAZ,3.0,RENZUTO IODICE V,2 - 6,245,ITA,4:05
Penalty shot - Goal,7.0,4,6,3,KAZ,3.0,SHAKENOV M,3 - 6,245,KAZ,4:05
Centre shot - Goal,10.0,4,7,3,KAZ,3.0,BODEGAS M,3 - 7,227,ITA,3:47
Turnover foul,11.0,4,7,3,KAZ,3.0,MANAFOV R,3 - 7,200,KAZ,3:20
Turnover foul,2.0,4,7,3,KAZ,3.0,di FULVIO F,3 - 7,187,ITA,3:07
Counter attack - Saved,3.0,4,7,3,KAZ,3.0,SHVEDOV S,3 - 7,172,KAZ,2:52
5m shot - Post,4.0,4,7,3,KAZ,3.0,FIGLIOLI P,3 - 7,152,ITA,2:32
Action shot - Saved,9.0,4,7,3,KAZ,3.0,RENZUTO IODICE V,3 - 7,133,ITA,2:13
Turnover foul,10.0,4,7,3,KAZ,3.0,BODEGAS M,3 - 7,118,ITA,1:58
Turnover foul,11.0,4,7,3,KAZ,3.0,MANAFOV R,3 - 7,92,KAZ,1:32
Action shot - Goal,9.0,4,8,3,KAZ,3.0,RENZUTO IODICE V,3 - 8,75,ITA,1:15
Turnover foul,4.0,4,8,3,KAZ,3.0,PILIPENKO R,3 - 8,45,KAZ,0:45
Steal,6.0,4,8,3,KAZ,3.0,MIRARCHI C,3 - 8,45,ITA,0:45
Double exclusion,10.0,4,8,3,KAZ,3.0,RUDAY M,3 - 8,43,KAZ,0:43
Double exclusion,5.0,4,8,3,KAZ,3.0,PRESCIUTTI N,3 - 8,43,ITA,0:43
5m shot - Goal,9.0,4,9,3,KAZ,3.0,RENZUTO IODICE V,3 - 9,31,ITA,0:31
Time-Out,,4,9,3,KAZ,3.0,,3 - 9,31,KAZ,0:31
Turnover foul,4.0,4,9,3,KAZ,3.0,PILIPENKO R,3 - 9,12,KAZ,0:12
Steal,11.0,4,9,3,KAZ,3.0,AICARDI M,3 - 9,12,ITA,0:12
5m shot - Blocked,7.0,4,9,3,KAZ,3.0,NORA A,3 - 9,1,ITA,0:01
Starting goalkeeper,13.0,4,9,3,KAZ,4.0,SHLEMOV V,3 - 9,480,KAZ,8:00
Starting goalkeeper,13.0,4,9,3,KAZ,4.0,VOLAREVIC G,3 - 9,480,ITA,8:00
Sprint won possession,3.0,4,9,3,KAZ,4.0,SHVEDOV S,3 - 9,480,KAZ,8:00
Centre shot - Goal,10.0,4,9,4,KAZ,4.0,RUDAY M,4 - 9,458,KAZ,7:38
Centre shot - Saved,11.0,4,9,4,KAZ,4.0,AICARDI M,4 - 9,429,ITA,7:09
Turnover foul,10.0,4,9,4,KAZ,4.0,RUDAY M,4 - 9,400,KAZ,6:40
Steal,12.0,4,9,4,KAZ,4.0,BERTOLI Z,4 - 9,400,ITA,6:40
Counter attack - Goal,6.0,4,10,4,KAZ,4.0,MIRARCHI C,4 - 10,390,ITA,6:30
Centre shot - Goal,10.0,4,10,5,KAZ,4.0,RUDAY M,5 - 10,374,KAZ,6:14
5m shot - Saved,2.0,4,10,5,KAZ,4.0,di FULVIO F,5 - 10,347,ITA,5:47
Centre shot - Saved,11.0,4,10,5,KAZ,4.0,AICARDI M,5 - 10,330,ITA,5:30
Turnover foul,11.0,4,10,5,KAZ,4.0,MANAFOV R,5 - 10,315,KAZ,5:15
Yellow card,,4,10,5,KAZ,4.0,Team Official,5 - 10,315,KAZ,5:15
20 sec. exclusion in field,9.0,4,10,5,KAZ,4.0,UKUMANOV R,5 - 10,315,KAZ,5:15
Action shot - Goal,6.0,4,11,5,KAZ,4.0,MIRARCHI C,5 - 11,299,ITA,4:59
Time-Out,,4,11,5,KAZ,4.0,,5 - 11,299,KAZ,4:59
20 sec. exclusion in centre,12.0,4,11,5,KAZ,4.0,BERTOLI Z,5 - 11,276,ITA,4:36
Exclusion with substitution,12.0,4,11,5,KAZ,4.0,BERTOLI Z,5 - 11,276,ITA,4:36
20 sec. exclusion in centre,10.0,4,11,5,KAZ,4.0,BODEGAS M,5 - 11,261,ITA,4:21
Extra player shot - Goal,12.0,4,11,6,KAZ,4.0,TURLYKHANOV B,6 - 11,252,KAZ,4:12
20 sec. exclusion in centre,4.0,4,11,6,KAZ,4.0,PILIPENKO R,6 - 11,233,KAZ,3:53
Exclusion with substitution,4.0,4,11,6,KAZ,4.0,PILIPENKO R,6 - 11,233,KAZ,3:53
Extra player shot - Goal,10.0,4,12,6,KAZ,4.0,BODEGAS M,6 - 12,223,ITA,3:43
Turnover foul,6.0,4,12,6,KAZ,4.0,SHMIDER A,6 - 12,196,KAZ,3:16
Steal,4.0,4,12,6,KAZ,4.0,FIGLIOLI P,6 - 12,196,ITA,3:16
20 sec. exclusion in centre,2.0,4,12,6,KAZ,4.0,MEDVEDEV Y,6 - 12,173,KAZ,2:53
Turnover foul,7.0,4,12,6,KAZ,4.0,NORA A,6 - 12,153,ITA,2:33
Steal,12.0,4,12,6,KAZ,4.0,TURLYKHANOV B,6 - 12,153,KAZ,2:33
Action shot - Goal,12.0,4,12,7,KAZ,4.0,TURLYKHANOV B,7 - 12,128,KAZ,2:08
5m shot - Saved,6.0,4,12,7,KAZ,4.0,MIRARCHI C,7 - 12,106,ITA,1:46
Turnover foul,10.0,4,12,7,KAZ,4.0,RUDAY M,7 - 12,75,KAZ,1:15
Steal,11.0,4,12,7,KAZ,4.0,AICARDI M,7 - 12,75,ITA,1:15
5m shot - Post,3.0,4,12,7,KAZ,4.0,GITTO N,7 - 12,48,ITA,0:48
Action shot - Saved,10.0,4,12,7,KAZ,4.0,RUDAY M,7 - 12,24,KAZ,0:24
Starting goalkeeper,1.0,5,0,0,CRO,1.0,BIJAC M,0 - 0,480,CRO,8:00
Starting goalkeeper,1.0,5,0,0,CRO,1.0,TEMPESTI S,0 - 0,480,ITA,8:00
Sprint won possession,2.0,5,0,0,CRO,1.0,di FULVIO F,0 - 0,480,ITA,8:00
Steal,8.0,5,0,0,CRO,1.0,BUSLJE A,0 - 0,451,CRO,7:31
Turnover foul,4.0,5,0,0,CRO,1.0,FIGLIOLI P,0 - 0,451,ITA,7:31
20 sec. exclusion in centre,3.0,5,0,0,CRO,1.0,GITTO N,0 - 0,424,ITA,7:04
Extra player shot - Goal,11.0,5,0,1,CRO,1.0,SETKA A,1 - 0,408,CRO,6:48
20 sec. exclusion in centre,8.0,5,0,1,CRO,1.0,BUSLJE A,1 - 0,390,CRO,6:30
Extra player shot - Saved,2.0,5,0,1,CRO,1.0,di FULVIO F,1 - 0,371,ITA,6:11
Turnover foul,7.0,5,0,1,CRO,1.0,NORA A,1 - 0,349,ITA,5:49
Steal,4.0,5,0,1,CRO,1.0,LONCAR L,1 - 0,349,CRO,5:49
Penalty foul,12.0,5,0,1,CRO,1.0,BERTOLI Z,1 - 0,330,ITA,5:30
Penalty shot - Goal,9.0,5,0,2,CRO,1.0,SUKNO S,2 - 0,330,CRO,5:30
Time-Out,,5,0,2,CRO,1.0,,2 - 0,330,ITA,5:30
Turnover foul,8.0,5,0,2,CRO,1.0,FONDELLI A,2 - 0,308,ITA,5:08
Steal,6.0,5,0,2,CRO,1.0,BULJUBASIC I,2 - 0,308,CRO,5:08
5m shot - Saved,6.0,5,0,2,CRO,1.0,BULJUBASIC I,2 - 0,273,CRO,4:33
5m shot - Blocked,2.0,5,0,2,CRO,1.0,di FULVIO F,2 - 0,247,ITA,4:07
20 sec. exclusion in centre,6.0,5,0,2,CRO,1.0,BULJUBASIC I,2 - 0,237,CRO,3:57
Extra player shot - Goal,9.0,5,1,2,CRO,1.0,RENZUTO IODICE V,2 - 1,220,ITA,3:40
Turnover foul,10.0,5,1,2,CRO,1.0,KRAPIC I,2 - 1,204,CRO,3:24
Steal,6.0,5,1,2,CRO,1.0,MIRARCHI C,2 - 1,204,ITA,3:24
Centre shot - Goal,11.0,5,2,2,CRO,1.0,AICARDI M,2 - 2,187,ITA,3:07
20 sec. exclusion in centre,5.0,5,2,2,CRO,1.0,PRESCIUTTI N,2 - 2,172,ITA,2:52
20 sec. exclusion in centre,8.0,5,2,2,CRO,1.0,FONDELLI A,2 - 2,156,ITA,2:36
Extra player shot - Goal,9.0,5,2,3,CRO,1.0,SUKNO S,3 - 2,149,CRO,2:29
20 sec. exclusion in centre,2.0,5,2,3,CRO,1.0,MACAN M,3 - 2,129,CRO,2:09
Extra player shot - Saved,10.0,5,2,3,CRO,1.0,BODEGAS M,3 - 2,111,ITA,1:51
Centre shot - Saved,2.0,5,2,3,CRO,1.0,di FULVIO F,3 - 2,82,ITA,1:22
Centre shot - Saved,4.0,5,2,3,CRO,1.0,LONCAR L,3 - 2,57,CRO,0:57
20 sec. exclusion in centre,12.0,5,2,3,CRO,1.0,GARCIA GADEA J,3 - 2,36,CRO,0:36
Extra player shot - Blocked,7.0,5,2,3,CRO,1.0,NORA A,3 - 2,19,ITA,0:19
Time-Out,,5,2,3,CRO,1.0,,3 - 2,17,CRO,0:17
5m shot - Saved,12.0,5,2,3,CRO,1.0,GARCIA GADEA J,3 - 2,1,CRO,0:01
Starting goalkeeper,1.0,5,2,3,CRO,2.0,BIJAC M,3 - 2,480,CRO,8:00
Starting goalkeeper,1.0,5,2,3,CRO,2.0,TEMPESTI S,3 - 2,480,ITA,8:00
Sprint won possession,4.0,5,2,3,CRO,2.0,FIGLIOLI P,3 - 2,480,ITA,8:00
Action shot - Saved,4.0,5,2,3,CRO,2.0,FIGLIOLI P,3 - 2,452,ITA,7:32
20 sec. exclusion in centre,3.0,5,2,3,CRO,2.0,GITTO N,3 - 2,430,ITA,7:10
Action shot - Saved,5.0,5,2,3,CRO,2.0,JOKOVIC M,3 - 2,407,CRO,6:47
5m shot - Saved,5.0,5,2,3,CRO,2.0,PRESCIUTTI N,3 - 2,378,ITA,6:18
Turnover foul,6.0,5,2,3,CRO,2.0,BULJUBASIC I,3 - 2,348,CRO,5:48
