Action,Cap,Game,ITA,Opponent,Opponent name,Period,Player,Score,Seconds,Team,Time,Result,Goal
5m shot,7.0,1,15,7,FRA,3.0,CROUSILLAT U,7 - 15,1,FRA,0:01,Saved,0
5m shot,2.0,1,15,7,FRA,4.0,di FULVIO F,7 - 15,452,ITA,7:32,Saved,0
Centre shot,12.0,1,15,7,FRA,4.0,CAMARASA A,7 - 15,426,FRA,7:06,Saved,0
Extra player shot,10.0,1,15,7,FRA,4.0,BODEGAS M,7 - 15,377,ITA,6:17,Saved,0
Extra player shot,10.0,1,16,7,FRA,4.0,BODEGAS M,7 - 16,347,ITA,5:47,Goal,1
Centre shot,2.0,1,16,7,FRA,4.0,di FULVIO F,7 - 16,303,ITA,5:03,Saved,0
Action shot,7.0,1,16,7,FRA,4.0,CROUSILLAT U,7 - 16,277,FRA,4:37,Saved,0
Counter attack,4.0,1,17,7,FRA,4.0,FIGLIOLI P,7 - 17,262,ITA,4:22,Goal,1
5m shot,11.0,1,17,7,FRA,4.0,AICARDI M,7 - 17,152,ITA,2:32,Saved,0
Extra player shot,7.0,1,17,8,FRA,4.0,CROUSILLAT U,8 - 17,115,FRA,1:55,Goal,1
Action shot,11.0,1,17,8,FRA,4.0,AICARDI M,8 - 17,92,ITA,1:32,Post,0
Extra player shot,5.0,1,17,9,FRA,4.0,GUILLAUME D,9 - 17,52,FRA,0:52,Goal,1
Extra player shot,10.0,1,18,9,FRA,4.0,BODEGAS M,9 - 18,20,ITA,0:20,Goal,1
Centre shot,2.0,1,18,9,FRA,4.0,SAUDADIER R,9 - 18,2,FRA,0:02,Missed,0
Extra player shot,7.0,2,1,0,HUN,1.0,NORA A,0 - 1,446,ITA,7:26,Goal,1
Extra player shot,12.0,2,1,0,HUN,1.0,HARAI B,0 - 1,416,HUN,6:56,Saved,0
Action shot,9.0,2,2,0,HUN,1.0,RENZUTO IODICE V,0 - 2,376,ITA,6:16,Goal,1
5m shot,5.0,2,2,0,HUN,1.0,VAMOS M,0 - 2,357,HUN,5:57,Blocked,0
Extra player shot,10.0,2,2,1,HUN,1.0,VARGA D,1 - 2,325,HUN,5:25,Goal,1
Action shot,7.0,2,2,1,HUN,1.0,NORA A,1 - 2,296,ITA,4:56,Missed,0
5m shot,10.0,2,2,1,HUN,1.0,VARGA D,1 - 2,285,HUN,4:45,Missed,0
Action shot,4.0,2,2,1,HUN,1.0,FIGLIOLI P,1 - 2,272,ITA,4:32,Missed,0
Action shot,5.0,2,2,2,HUN,1.0,VAMOS M,2 - 2,258,HUN,4:18,Goal,1
Extra player shot,10.0,2,3,2,HUN,1.0,BODEGAS M,2 - 3,225,ITA,3:45,Goal,1
Centre shot,12.0,2,3,3,HUN,1.0,HARAI B,3 - 3,199,HUN,3:19,Goal,1
5m shot,8.0,2,3,3,HUN,1.0,FONDELLI A,3 - 3,174,ITA,2:54,Post,0
Extra player shot,9.0,2,3,3,HUN,1.0,RENZUTO IODICE V,3 - 3,149,ITA,2:29,Post,0
5m shot,3.0,2,3,3,HUN,1.0,MANHERCZ K,3 - 3,120,HUN,2:00,Missed,0
Action shot,2.0,2,4,3,HUN,1.0,di FULVIO F,3 - 4,104,ITA,1:44,Goal,1
5m shot,10.0,2,4,3,HUN,1.0,VARGA D,3 - 4,73,HUN,1:13,Saved,0
Action shot,7.0,2,4,3,HUN,1.0,NORA A,3 - 4,24,ITA,0:24,Missed,0
Extra player shot,4.0,2,4,4,HUN,1.0,ZALANKI G,4 - 4,7,HUN,0:07,Goal,1
5m shot,10.0,2,4,4,HUN,1.0,BODEGAS M,4 - 4,1,ITA,0:01,Missed,0
Action shot,9.0,2,5,4,HUN,2.0,RENZUTO IODICE V,4 - 5,431,ITA,7:11,Goal,1
5m shot,9.0,2,5,4,HUN,2.0,ERDELYI B,4 - 5,405,HUN,6:45,Saved,0
Penalty shot,10.0,2,5,5,HUN,2.0,VARGA D,5 - 5,404,HUN,6:44,Goal,1
Action shot,2.0,2,5,5,HUN,2.0,di FULVIO F,5 - 5,375,ITA,6:15,Blocked,0
Action shot,5.0,2,5,5,HUN,2.0,PRESCIUTTI N,5 - 5,317,ITA,5:17,Saved,0
Extra player shot,10.0,2,5,6,HUN,2.0,VARGA D,6 - 5,255,HUN,4:15,Goal,1
5m shot,4.0,2,5,6,HUN,2.0,FIGLIOLI P,6 - 5,226,ITA,3:46,Saved,0
5m shot,8.0,2,5,6,HUN,2.0,FONDELLI A,6 - 5,127,ITA,2:07,Missed,0
Extra player shot,6.0,2,9,7,HUN,4.0,MIRARCHI C,7 - 9,245,ITA,4:05,Goal,1
Extra player shot,5.0,2,9,8,HUN,4.0,VAMOS M,8 - 9,216,HUN,3:36,Goal,1
Counter attack,4.0,2,9,8,HUN,4.0,ZALANKI G,8 - 9,192,HUN,3:12,Saved,0
Extra player shot,5.0,2,9,8,HUN,2.0,VAMOS M,8 - 9,59,HUN,0:59,Blocked,0
5m shot,2.0,2,9,8,HUN,2.0,di FULVIO F,8 - 9,22,ITA,0:22,Saved,0
5m shot,2.0,2,9,8,HUN,2.0,di FULVIO F,8 - 9,8,ITA,0:08,Post,0
Action shot,3.0,2,9,8,HUN,3.0,MANHERCZ K,8 - 9,441,HUN,7:21,Saved,0
Action shot,3.0,2,5,7,HUN,3.0,MANHERCZ K,7 - 5,403,HUN,6:43,Goal,1
5m shot,4.0,2,5,7,HUN,3.0,ZALANKI G,7 - 5,347,HUN,5:47,Missed,0
Extra player shot,9.0,2,6,7,HUN,3.0,RENZUTO IODICE V,7 - 6,321,ITA,5:21,Goal,1
5m shot,10.0,2,6,7,HUN,3.0,VARGA D,7 - 6,292,HUN,4:52,Blocked,0
Extra player shot,10.0,2,6,7,HUN,3.0,BODEGAS M,7 - 6,276,ITA,4:36,Missed,0
Extra player shot,5.0,2,6,7,HUN,3.0,VAMOS M,7 - 6,234,HUN,3:54,Post,0
Action shot,2.0,2,7,7,HUN,3.0,di FULVIO F,7 - 7,205,ITA,3:25,Goal,1
5m shot,2.0,2,7,7,HUN,3.0,di FULVIO F,7 - 7,141,ITA,2:21,Missed,0
5m shot,2.0,2,7,7,HUN,3.0,TOROK B,7 - 7,127,HUN,2:07,Blocked,0
5m shot,2.0,2,7,7,HUN,3.0,TOROK B,7 - 7,103,HUN,1:43,Saved,0
Extra player shot,10.0,2,7,7,HUN,3.0,VARGA D,7 - 7,77,HUN,1:17,Saved,0
Extra player shot,5.0,2,7,7,HUN,3.0,VAMOS M,7 - 7,62,HUN,1:02,Blocked,0
Counter attack,9.0,2,7,7,HUN,3.0,ERDELYI B,7 - 7,33,HUN,0:33,Missed,0
Extra player shot,5.0,2,8,7,HUN,3.0,PRESCIUTTI N,7 - 8,3,ITA,0:03,Goal,1
5m shot,5.0,2,8,7,HUN,3.0,VAMOS M,7 - 8,1,HUN,0:01,Saved,0
5m shot,2.0,2,8,7,HUN,4.0,di FULVIO F,7 - 8,454,ITA,7:34,Missed,0
5m shot,10.0,2,8,7,HUN,4.0,BODEGAS M,7 - 8,401,ITA,6:41,Saved,0
5m shot,5.0,2,8,7,HUN,4.0,PRESCIUTTI N,7 - 8,300,ITA,5:00,Saved,0
Extra player shot,5.0,2,9,9,HUN,4.0,VAMOS M,9 - 9,135,HUN,2:15,Goal,1
Action shot,7.0,2,9,9,HUN,4.0,NORA A,9 - 9,93,ITA,1:33,Saved,0
5m shot,3.0,2,9,9,HUN,4.0,GITTO N,9 - 9,40,ITA,0:40,Blocked,0
Action shot,3.0,3,0,0,AUS,1.0,GITTO N,0 - 0,452,ITA,7:32,Saved,0
Action shot,11.0,3,0,0,AUS,1.0,HOLLIS L,0 - 0,403,AUS,6:43,Saved,0
Action shot,2.0,3,0,0,AUS,1.0,di FULVIO F,0 - 0,385,ITA,6:25,Saved,0
Centre shot,10.0,3,1,0,AUS,1.0,BODEGAS M,0 - 1,363,ITA,6:03,Goal,1
Extra player shot,5.0,3,2,0,AUS,1.0,PRESCIUTTI N,0 - 2,311,ITA,5:11,Goal,1
Centre shot,4.0,3,2,0,AUS,1.0,KAYES J,0 - 2,295,AUS,4:55,Saved,0
5m shot,8.0,3,2,1,AUS,1.0,YOUNGER A,1 - 2,256,AUS,4:16,Goal,1
Extra player shot,10.0,3,3,1,AUS,1.0,BODEGAS M,1 - 3,214,ITA,3:34,Goal,1
Centre shot,2.0,3,3,2,AUS,1.0,PUTT T,2 - 3,184,AUS,3:04,Goal,1
Centre shot,10.0,3,3,2,AUS,1.0,BODEGAS M,2 - 3,163,ITA,2:43,Missed,0
Action shot,10.0,3,4,2,AUS,1.0,BODEGAS M,2 - 4,126,ITA,2:06,Goal,1
Extra player shot,4.0,3,4,2,AUS,1.0,FIGLIOLI P,2 - 4,77,ITA,1:17,Post,0
Centre shot,11.0,3,5,2,AUS,1.0,AICARDI M,2 - 5,28,ITA,0:28,Goal,1
5m shot,9.0,3,5,2,AUS,2.0,FORD A,2 - 5,436,AUS,7:16,Missed,0
Centre shot,11.0,3,6,2,AUS,2.0,AICARDI M,2 - 6,411,ITA,6:51,Goal,1
Action shot,2.0,3,7,2,AUS,2.0,di FULVIO F,2 - 7,350,ITA,5:50,Goal,1
5m shot,5.0,3,7,2,AUS,2.0,POWER N,2 - 7,320,AUS,5:20,Saved,0
5m shot,2.0,3,7,2,AUS,2.0,di FULVIO F,2 - 7,291,ITA,4:51,Blocked,0
Extra player shot,8.0,3,7,2,AUS,2.0,FONDELLI A,2 - 7,244,ITA,4:04,Saved,0
Centre shot,6.0,3,7,2,AUS,2.0,EDWARDS L,2 - 7,169,AUS,2:49,Saved,0
Action shot,4.0,3,7,2,AUS,2.0,FIGLIOLI P,2 - 7,153,ITA,2:33,Saved,0
5m shot,10.0,3,7,2,AUS,2.0,FANNON J,2 - 7,123,AUS,2:03,Saved,0
5m shot,4.0,3,7,2,AUS,2.0,FIGLIOLI P,2 - 7,97,ITA,1:37,Blocked,0
5m shot,4.0,3,8,2,AUS,2.0,FIGLIOLI P,2 - 8,41,ITA,0:41,Goal,1
5m shot,5.0,3,8,2,AUS,2.0,POWER N,2 - 8,18,AUS,0:18,Saved,0
5m shot,11.0,3,8,2,AUS,2.0,AICARDI M,2 - 8,1,ITA,0:01,Missed,0
Centre shot,11.0,3,8,2,AUS,3.0,AICARDI M,2 - 8,455,ITA,7:35,Saved,0
Extra player shot,10.0,3,8,3,AUS,3.0,FANNON J,3 - 8,409,AUS,6:49,Goal,1
5m shot,7.0,3,8,3,AUS,3.0,NORA A,3 - 8,336,ITA,5:36,Saved,0
Penalty shot,4.0,3,9,3,AUS,3.0,FIGLIOLI P,3 - 9,316,ITA,5:16,Goal,1
Action shot,9.0,3,9,4,AUS,3.0,FORD A,4 - 9,194,AUS,3:14,Goal,1
Action shot,4.0,3,10,4,AUS,3.0,FIGLIOLI P,4 - 10,183,ITA,3:03,Goal,1
5m shot,9.0,3,10,4,AUS,3.0,FORD A,4 - 10,152,AUS,2:32,Saved,0
5m shot,2.0,3,10,4,AUS,3.0,di FULVIO F,4 - 10,115,ITA,1:55,Post,0
Action shot,2.0,3,10,4,AUS,3.0,di FULVIO F,4 - 10,71,ITA,1:11,Saved,0
Action shot,4.0,3,10,4,AUS,3.0,FIGLIOLI P,4 - 10,23,ITA,0:23,Saved,0
Extra player shot,3.0,3,10,4,AUS,3.0,FORD G,4 - 10,3,AUS,0:03,Saved,0
Extra player shot,6.0,3,10,5,AUS,3.0,EDWARDS L,5 - 10,1,AUS,0:01,Goal,1
5m shot,5.0,3,10,5,AUS,4.0,PRESCIUTTI N,5 - 10,455,ITA,7:35,Saved,0
Centre shot,12.0,3,10,5,AUS,4.0,BERTOLI Z,5 - 10,405,ITA,6:45,Post,0
Action shot,8.0,3,10,5,AUS,4.0,YOUNGER A,5 - 10,311,AUS,5:11,Post,0
5m shot,10.0,3,10,5,AUS,4.0,BODEGAS M,5 - 10,271,ITA,4:31,Blocked,0
Centre shot,10.0,3,10,5,AUS,4.0,BODEGAS M,5 - 10,138,ITA,2:18,Missed,0
Action shot,12.0,3,10,5,AUS,4.0,BROOKS N,5 - 10,110,AUS,1:50,Post,0
Centre shot,9.0,3,11,5,AUS,4.0,RENZUTO IODICE V,5 - 11,88,ITA,1:28,Goal,1
5m shot,8.0,3,12,5,AUS,4.0,FONDELLI A,5 - 12,49,ITA,0:49,Goal,1
Counter attack,2.0,3,13,5,AUS,4.0,di FULVIO F,5 - 13,24,ITA,0:24,Goal,1
Extra player shot,8.0,4,0,0,KAZ,1.0,FONDELLI A,0 - 0,443,ITA,7:23,Blocked,0
Action shot,7.0,4,0,0,KAZ,1.0,NORA A,0 - 0,384,ITA,6:24,Missed,0
Action shot,8.0,4,1,0,KAZ,1.0,FONDELLI A,0 - 1,332,ITA,5:32,Goal,1
Action shot,2.0,4,1,0,KAZ,1.0,MEDVEDEV Y,0 - 1,307,KAZ,5:07,Saved,0
Centre shot,6.0,4,2,0,KAZ,1.0,MIRARCHI C,0 - 2,290,ITA,4:50,Goal,1
Action shot,10.0,4,2,0,KAZ,1.0,RUDAY M,0 - 2,279,KAZ,4:39,Missed,0
Extra player shot,4.0,4,3,0,KAZ,1.0,FIGLIOLI P,0 - 3,250,ITA,4:10,Goal,1
Action shot,7.0,4,3,1,KAZ,1.0,SHAKENOV M,1 - 3,222,KAZ,3:42,Goal,1
Action shot,2.0,4,3,1,KAZ,1.0,di FULVIO F,1 - 3,158,ITA,2:38,Missed,0
Action shot,9.0,4,3,1,KAZ,1.0,RENZUTO IODICE V,1 - 3,107,ITA,1:47,Post,0
Extra player shot,9.0,4,3,1,KAZ,1.0,UKUMANOV R,1 - 3,65,KAZ,1:05,Saved,0
Action shot,8.0,4,3,1,KAZ,1.0,VERDESH Y,1 - 3,59,KAZ,0:59,Blocked,0
5m shot,2.0,4,3,1,KAZ,1.0,MEDVEDEV Y,1 - 3,7,KAZ,0:07,Saved,0
5m shot,4.0,4,3,1,KAZ,2.0,PILIPENKO R,1 - 3,424,KAZ,7:04,Blocked,0
Penalty shot,2.0,4,4,1,KAZ,2.0,di FULVIO F,1 - 4,407,ITA,6:47,Goal,1
Centre shot,11.0,4,4,1,KAZ,2.0,MANAFOV R,1 - 4,364,KAZ,6:04,Saved,0
Extra player shot,7.0,4,4,1,KAZ,2.0,NORA A,1 - 4,322,ITA,5:22,Post,0
5m shot,12.0,4,4,1,KAZ,2.0,TURLYKHANOV B,1 - 4,292,KAZ,4:52,Saved,0
5m shot,7.0,4,4,2,KAZ,2.0,SHAKENOV M,2 - 4,249,KAZ,4:09,Goal,1
Extra player shot,2.0,4,4,2,KAZ,2.0,di FULVIO F,2 - 4,212,ITA,3:32,Blocked,0
Action shot,9.0,4,4,2,KAZ,2.0,UKUMANOV R,2 - 4,136,KAZ,2:16,Saved,0
Centre shot,2.0,4,5,2,KAZ,2.0,di FULVIO F,2 - 5,111,ITA,1:51,Goal,1
5m shot,4.0,4,5,2,KAZ,2.0,FIGLIOLI P,2 - 5,70,ITA,1:10,Post,0
Action shot,3.0,4,5,2,KAZ,2.0,SHVEDOV S,2 - 5,45,KAZ,0:45,Saved,0
Action shot,9.0,4,5,2,KAZ,2.0,RENZUTO IODICE V,2 - 5,23,ITA,0:23,Saved,0
5m shot,7.0,4,5,2,KAZ,2.0,SHAKENOV M,2 - 5,1,KAZ,0:01,Post,0
Action shot,4.0,4,5,2,KAZ,3.0,FIGLIOLI P,2 - 5,451,ITA,7:31,Saved,0
Extra player shot,7.0,4,5,2,KAZ,3.0,SHAKENOV M,2 - 5,382,KAZ,6:22,Blocked,0
5m shot,10.0,4,5,2,KAZ,3.0,RUDAY M,2 - 5,315,KAZ,5:15,Saved,0
Extra player shot,9.0,4,6,2,KAZ,3.0,RENZUTO IODICE V,2 - 6,275,ITA,4:35,Goal,1
Penalty shot,7.0,4,6,3,KAZ,3.0,SHAKENOV M,3 - 6,245,KAZ,4:05,Goal,1
Centre shot,10.0,4,7,3,KAZ,3.0,BODEGAS M,3 - 7,227,ITA,3:47,Goal,1
Counter attack,3.0,4,7,3,KAZ,3.0,SHVEDOV S,3 - 7,172,KAZ,2:52,Saved,0
5m shot,4.0,4,7,3,KAZ,3.0,FIGLIOLI P,3 - 7,152,ITA,2:32,Post,0
Action shot,9.0,4,7,3,KAZ,3.0,RENZUTO IODICE V,3 - 7,133,ITA,2:13,Saved,0
Action shot,9.0,4,8,3,KAZ,3.0,RENZUTO IODICE V,3 - 8,75,ITA,1:15,Goal,1
5m shot,9.0,4,9,3,KAZ,3.0,RENZUTO IODICE V,3 - 9,31,ITA,0:31,Goal,1
5m shot,7.0,4,9,3,KAZ,3.0,NORA A,3 - 9,1,ITA,0:01,Blocked,0
Centre shot,10.0,4,9,4,KAZ,4.0,RUDAY M,4 - 9,458,KAZ,7:38,Goal,1
Centre shot,11.0,4,9,4,KAZ,4.0,AICARDI M,4 - 9,429,ITA,7:09,Saved,0
Counter attack,6.0,4,10,4,KAZ,4.0,MIRARCHI C,4 - 10,390,ITA,6:30,Goal,1
Centre shot,10.0,4,10,5,KAZ,4.0,RUDAY M,5 - 10,374,KAZ,6:14,Goal,1
5m shot,2.0,4,10,5,KAZ,4.0,di FULVIO F,5 - 10,347,ITA,5:47,Saved,0
Centre shot,11.0,4,10,5,KAZ,4.0,AICARDI M,5 - 10,330,ITA,5:30,Saved,0
Action shot,6.0,4,11,5,KAZ,4.0,MIRARCHI C,5 - 11,299,ITA,4:59,Goal,1
Extra player shot,12.0,4,11,6,KAZ,4.0,TURLYKHANOV B,6 - 11,252,KAZ,4:12,Goal,1
Extra player shot,10.0,4,12,6,KAZ,4.0,BODEGAS M,6 - 12,223,ITA,3:43,Goal,1
Action shot,12.0,4,12,7,KAZ,4.0,TURLYKHANOV B,7 - 12,128,KAZ,2:08,Goal,1
5m shot,6.0,4,12,7,KAZ,4.0,MIRARCHI C,7 - 12,106,ITA,1:46,Saved,0
5m shot,3.0,4,12,7,KAZ,4.0,GITTO N,7 - 12,48,ITA,0:48,Post,0
Action shot,10.0,4,12,7,KAZ,4.0,RUDAY M,7 - 12,24,KAZ,0:24,Saved,0
Extra player shot,11.0,5,0,1,CRO,1.0,SETKA A,1 - 0,408,CRO,6:48,Goal,1
Extra player shot,2.0,5,0,1,CRO,1.0,di FULVIO F,1 - 0,371,ITA,6:11,Saved,0
Penalty shot,9.0,5,0,2,CRO,1.0,SUKNO S,2 - 0,330,CRO,5:30,Goal,1
5m shot,6.0,5,0,2,CRO,1.0,BULJUBASIC I,2 - 0,273,CRO,4:33,Saved,0
5m shot,2.0,5,0,2,CRO,1.0,di FULVIO F,2 - 0,247,ITA,4:07,Blocked,0
Extra player shot,9.0,5,1,2,CRO,1.0,RENZUTO IODICE V,2 - 1,220,ITA,3:40,Goal,1
Centre shot,11.0,5,2,2,CRO,1.0,AICARDI M,2 - 2,187,ITA,3:07,Goal,1
Extra player shot,9.0,5,2,3,CRO,1.0,SUKNO S,3 - 2,149,CRO,2:29,Goal,1
Extra player shot,10.0,5,2,3,CRO,1.0,BODEGAS M,3 - 2,111,ITA,1:51,Saved,0
Centre shot,2.0,5,2,3,CRO,1.0,di FULVIO F,3 - 2,82,ITA,1:22,Saved,0
Centre shot,4.0,5,2,3,CRO,1.0,LONCAR L,3 - 2,57,CRO,0:57,Saved,0
Extra player shot,7.0,5,2,3,CRO,1.0,NORA A,3 - 2,19,ITA,0:19,Blocked,0
5m shot,12.0,5,2,3,CRO,1.0,GARCIA GADEA J,3 - 2,1,CRO,0:01,Saved,0
Action shot,4.0,5,2,3,CRO,2.0,FIGLIOLI P,3 - 2,452,ITA,7:32,Saved,0
Action shot,5.0,5,2,3,CRO,2.0,JOKOVIC M,3 - 2,407,CRO,6:47,Saved,0
5m shot,5.0,5,2,3,CRO,2.0,PRESCIUTTI N,3 - 2,378,ITA,6:18,Saved,0
5m shot,4.0,5,3,3,CRO,2.0,FIGLIOLI P,3 - 3,322,ITA,5:22,Goal,1
Extra player shot,9.0,5,3,4,CRO,2.0,SUKNO S,4 - 3,278,CRO,4:38,Goal,1
5m shot,4.0,5,3,4,CRO,2.0,FIGLIOLI P,4 - 3,252,ITA,4:12,Missed,0
Action shot,8.0,5,3,4,CRO,2.0,BUSLJE A,4 - 3,200,CRO,3:20,Post,0
5m shot,4.0,5,3,4,CRO,2.0,FIGLIOLI P,4 - 3,158,ITA,2:38,Blocked,0
Counter attack,12.0,5,3,5,CRO,2.0,GARCIA GADEA J,5 - 3,146,CRO,2:26,Goal,1
Extra player shot,10.0,5,4,5,CRO,2.0,BODEGAS M,5 - 4,113,ITA,1:53,Goal,1
Extra player shot,3.0,5,4,5,CRO,2.0,FATOVIC L,5 - 4,65,CRO,1:05,Saved,0
Extra player shot,2.0,5,5,5,CRO,2.0,di FULVIO F,5 - 5,22,ITA,0:22,Goal,1
Centre shot,4.0,5,5,5,CRO,2.0,LONCAR L,5 - 5,8,CRO,0:08,Saved,0
Extra player shot,4.0,5,5,5,CRO,4.0,FIGLIOLI P,5 - 5,52,ITA,0:52,Blocked,0
Extra player shot,9.0,5,5,5,CRO,4.0,RENZUTO IODICE V,5 - 5,40,ITA,0:40,Blocked,0
5m shot,4.0,5,5,5,CRO,2.0,FIGLIOLI P,5 - 5,1,ITA,0:01,Missed,0
Extra player shot,10.0,5,5,5,CRO,3.0,BODEGAS M,5 - 5,444,ITA,7:24,Missed,0
5m shot,4.0,5,6,5,CRO,3.0,FIGLIOLI P,5 - 6,401,ITA,6:41,Goal,1
Extra player shot,7.0,5,6,5,CRO,3.0,VUKICEVIC A,5 - 6,362,CRO,6:02,Missed,0
5m shot,4.0,5,6,5,CRO,3.0,FIGLIOLI P,5 - 6,336,ITA,5:36,Saved,0
Action shot,9.0,5,6,5,CRO,3.0,SUKNO S,5 - 6,319,CRO,5:19,Post,0
Extra player shot,5.0,5,6,5,CRO,3.0,JOKOVIC M,5 - 6,287,CRO,4:47,Post,0
5m shot,8.0,5,6,5,CRO,3.0,FONDELLI A,5 - 6,262,ITA,4:22,Post,0
5m shot,12.0,5,6,6,CRO,3.0,GARCIA GADEA J,6 - 6,238,CRO,3:58,Goal,1
5m shot,10.0,5,6,6,CRO,3.0,BODEGAS M,6 - 6,211,ITA,3:31,Blocked,0
5m shot,2.0,5,6,6,CRO,3.0,di FULVIO F,6 - 6,188,ITA,3:08,Post,0
5m shot,7.0,5,6,6,CRO,3.0,NORA A,6 - 6,141,ITA,2:21,Missed,0
Action shot,9.0,5,6,7,CRO,3.0,SUKNO S,7 - 6,126,CRO,2:06,Goal,1
5m shot,4.0,5,6,7,CRO,3.0,FIGLIOLI P,7 - 6,101,ITA,1:41,Blocked,0
Extra player shot,11.0,5,6,8,CRO,3.0,SETKA A,8 - 6,56,CRO,0:56,Goal,1
Extra player shot,2.0,5,6,8,CRO,3.0,di FULVIO F,8 - 6,21,ITA,0:21,Saved,0
Action shot,9.0,5,6,8,CRO,4.0,RENZUTO IODICE V,8 - 6,451,ITA,7:31,Blocked,0
5m shot,7.0,5,6,9,CRO,4.0,VUKICEVIC A,9 - 6,429,CRO,7:09,Goal,1
5m shot,4.0,5,6,9,CRO,4.0,FIGLIOLI P,9 - 6,411,ITA,6:51,Saved,0
Action shot,5.0,5,6,9,CRO,4.0,JOKOVIC M,9 - 6,312,CRO,5:12,Saved,0
