Action,Cap,FRA,Game,Opponent,Opponent name,Period,Player,Score,Seconds,Team,Time
Penalty foul,5.0,2,5,3,CHN,2.0,NIU G,3 - 2,284,CHN,4:44
Penalty shot - Goal,2.0,3,5,3,CHN,2.0,MILLOT E,3 - 3,284,FRA,4:44
Turnover foul,11.0,3,5,3,CHN,2.0,CHEN X,3 - 3,263,CHN,4:23
Steal,3.0,3,5,3,CHN,2.0,BACHELIER L,3 - 3,263,FRA,4:23
5m shot - Saved,4.0,3,5,3,CHN,2.0,SACRE A,3 - 3,233,FRA,3:53
Action shot - Goal,6.0,3,5,4,CHN,2.0,GUO N,4 - 3,219,CHN,3:39
Centre shot - Goal,12.0,4,5,4,CHN,2.0,DAULE A,4 - 4,191,FRA,3:11
5m shot - Missed,10.0,4,5,4,CHN,2.0,ZHANG D,4 - 4,163,CHN,2:43
Action shot - Saved,6.0,4,5,4,CHN,2.0,MAHIEU G,4 - 4,152,FRA,2:32
Turnover foul,6.0,4,5,4,CHN,2.0,MAHIEU G,4 - 4,139,FRA,2:19
Action shot - Goal,2.0,4,5,5,CHN,2.0,BI Y,5 - 4,129,CHN,2:09
Turnover foul,9.0,4,5,5,CHN,2.0,SACRE A,5 - 4,104,FRA,1:44
Steal,13.0,4,5,5,CHN,2.0,SHEN Y,5 - 4,104,CHN,1:44
Turnover foul,11.0,4,5,5,CHN,2.0,CHEN X,5 - 4,79,CHN,1:19
Steal,6.0,4,5,5,CHN,2.0,MAHIEU G,5 - 4,79,FRA,1:19
5m shot - Blocked,5.0,4,5,5,CHN,2.0,GUILLET L,5 - 4,48,FRA,0:48
Time-Out,,4,5,5,CHN,2.0,,5 - 4,45,CHN,0:45
Goalkeeper substitution,13.0,4,5,5,CHN,2.0,SHEN Y,5 - 4,43,CHN,0:43
Penalty foul,3.0,4,5,5,CHN,2.0,BACHELIER L,5 - 4,22,FRA,0:22
Penalty shot - Goal,9.0,4,5,6,CHN,2.0,ZHAO Z,6 - 4,22,CHN,0:22
Steal,5.0,4,5,6,CHN,4.0,GUILLET L,6 - 4,63,FRA,1:03
Action shot - Saved,3.0,4,5,6,CHN,4.0,BACHELIER L,6 - 4,51,FRA,0:51
Time-Out,,4,5,6,CHN,2.0,,6 - 4,22,FRA,0:22
Starting goalkeeper,13.0,4,5,6,CHN,3.0,SHEN Y,6 - 4,480,CHN,8:00
Starting goalkeeper,1.0,4,5,6,CHN,3.0,COUNIL L,6 - 4,480,FRA,8:00
Sprint won possession,5.0,4,5,6,CHN,3.0,NIU G,6 - 4,480,CHN,8:00
5m shot - Goal,5.0,4,5,7,CHN,3.0,NIU G,7 - 4,451,CHN,7:31
Action shot - Blocked,12.0,4,5,7,CHN,3.0,DAULE A,7 - 4,426,FRA,7:06
Action shot - Saved,6.0,4,5,7,CHN,3.0,GUO N,7 - 4,413,CHN,6:53
20 sec. exclusion in field,4.0,4,5,7,CHN,3.0,XIONG D,7 - 4,410,CHN,6:50
Turnover foul,6.0,4,5,7,CHN,3.0,MAHIEU G,7 - 4,381,FRA,6:21
Steal,8.0,4,5,7,CHN,3.0,ZHANG C,7 - 4,381,CHN,6:21
5m shot - Post,3.0,4,5,7,CHN,3.0,MEI X,7 - 4,357,CHN,5:57
20 sec. exclusion in centre,7.0,4,5,7,CHN,3.0,VALVERDE C,7 - 4,343,FRA,5:43
Extra player shot - Goal,3.0,4,5,8,CHN,3.0,MEI X,8 - 4,336,CHN,5:36
20 sec. exclusion in centre,2.0,4,5,8,CHN,3.0,BI Y,8 - 4,317,CHN,5:17
Turnover foul,9.0,4,5,8,CHN,3.0,SACRE A,8 - 4,308,FRA,5:08
Steal,8.0,4,5,8,CHN,3.0,ZHANG C,8 - 4,308,CHN,5:08
Turnover foul,11.0,4,5,8,CHN,3.0,CHEN X,8 - 4,286,CHN,4:46
5m shot - Goal,4.0,5,5,8,CHN,3.0,SACRE A,8 - 5,269,FRA,4:29
5m shot - Saved,9.0,5,5,8,CHN,3.0,ZHAO Z,8 - 5,245,CHN,4:05
Turnover foul,10.0,5,5,8,CHN,3.0,ZHANG D,8 - 5,222,CHN,3:42
Steal,7.0,5,5,8,CHN,3.0,VALVERDE C,8 - 5,222,FRA,3:42
5m shot - Blocked,11.0,5,5,8,CHN,3.0,BARBIEUX M,8 - 5,195,FRA,3:15
20 sec. exclusion in centre,11.0,5,5,8,CHN,3.0,BARBIEUX M,8 - 5,175,FRA,2:55
Turnover foul,11.0,5,5,8,CHN,3.0,CHEN X,8 - 5,165,CHN,2:45
Turnover foul,10.0,5,5,8,CHN,3.0,ZHANG D,8 - 5,165,CHN,2:45
Steal,1.0,5,5,8,CHN,3.0,COUNIL L,8 - 5,165,FRA,2:45
Turnover foul,8.0,5,5,8,CHN,3.0,BATTU A,8 - 5,143,FRA,2:23
Steal,9.0,5,5,8,CHN,3.0,ZHAO Z,8 - 5,143,CHN,2:23
Time-Out,,5,5,8,CHN,3.0,,8 - 5,140,CHN,2:20
5m shot - Goal,5.0,5,5,9,CHN,3.0,NIU G,9 - 5,119,CHN,1:59
Turnover foul,2.0,5,5,9,CHN,3.0,MILLOT E,9 - 5,102,FRA,1:42
Steal,13.0,5,5,9,CHN,3.0,SHEN Y,9 - 5,102,CHN,1:42
Turnover foul,5.0,5,5,9,CHN,3.0,NIU G,9 - 5,82,CHN,1:22
Steal,5.0,5,5,9,CHN,3.0,GUILLET L,9 - 5,82,FRA,1:22
Action shot - Saved,2.0,5,5,9,CHN,3.0,MILLOT E,9 - 5,61,FRA,1:01
Counter attack - Goal,12.0,5,5,10,CHN,3.0,ZHANG J,10 - 5,46,CHN,0:46
Turnover foul,2.0,5,5,10,CHN,3.0,MILLOT E,10 - 5,15,FRA,0:15
Steal,13.0,5,5,10,CHN,3.0,SHEN Y,10 - 5,15,CHN,0:15
5m shot - Post,6.0,5,5,10,CHN,3.0,GUO N,10 - 5,1,CHN,0:01
Starting goalkeeper,13.0,5,5,10,CHN,4.0,SHEN Y,10 - 5,480,CHN,8:00
Starting goalkeeper,1.0,5,5,10,CHN,4.0,COUNIL L,10 - 5,480,FRA,8:00
Sprint won possession,12.0,5,5,10,CHN,4.0,DAULE A,10 - 5,480,FRA,8:00
5m shot - Missed,2.0,5,5,10,CHN,4.0,BI Y,10 - 5,435,CHN,7:15
5m shot - Saved,9.0,5,5,10,CHN,4.0,SACRE A,10 - 5,406,FRA,6:46
20 sec. exclusion in centre,11.0,5,5,10,CHN,4.0,BARBIEUX M,10 - 5,382,FRA,6:22
Action shot - Goal,10.0,5,5,11,CHN,4.0,ZHANG D,11 - 5,359,CHN,5:59
Action shot - Saved,5.0,5,5,11,CHN,4.0,GUILLET L,11 - 5,330,FRA,5:30
Action shot - Post,9.0,5,5,11,CHN,4.0,ZHAO Z,11 - 5,321,CHN,5:21
5m shot - Missed,7.0,5,5,11,CHN,4.0,VALVERDE C,11 - 5,299,FRA,4:59
Turnover foul,12.0,5,5,11,CHN,4.0,ZHANG J,11 - 5,287,CHN,4:47
Steal,1.0,5,5,11,CHN,4.0,COUNIL L,11 - 5,287,FRA,4:47
Action shot - Saved,5.0,5,5,11,CHN,4.0,GUILLET L,11 - 5,268,FRA,4:28
Turnover foul,7.0,5,5,11,CHN,4.0,VALVERDE C,11 - 5,227,FRA,3:47
Steal,10.0,5,5,11,CHN,4.0,ZHANG D,11 - 5,227,CHN,3:47
20 sec. exclusion in centre,8.0,5,5,11,CHN,4.0,BATTU A,11 - 5,205,FRA,3:25
Action shot - Goal,5.0,5,5,12,CHN,4.0,NIU G,12 - 5,182,CHN,3:02
5m shot - Saved,10.0,5,5,12,CHN,4.0,DESCHAMPT Y,12 - 5,162,FRA,2:42
20 sec. exclusion in centre,10.0,5,5,12,CHN,4.0,DESCHAMPT Y,12 - 5,137,FRA,2:17
Extra player shot - Goal,7.0,5,5,13,CHN,4.0,NONG S,13 - 5,117,CHN,1:57
5m shot - Saved,5.0,5,5,13,CHN,4.0,GUILLET L,13 - 5,88,FRA,1:28
Turnover foul,11.0,5,5,13,CHN,4.0,CHEN X,13 - 5,63,CHN,1:03
Action shot - Saved,9.0,5,5,13,CHN,4.0,SACRE A,13 - 5,30,FRA,0:30
20 sec. exclusion in centre,11.0,5,5,13,CHN,4.0,CHEN X,13 - 5,19,CHN,0:19
Starting goalkeeper,1.0,0,6,0,NZL,1.0,MILICICH J,0 - 0,480,NZL,8:00
Starting goalkeeper,1.0,0,6,0,NZL,1.0,COUNIL L,0 - 0,480,FRA,8:00
Sprint won possession,12.0,0,6,0,NZL,1.0,DAULE A,0 - 0,480,FRA,8:00
Turnover foul,7.0,0,6,0,NZL,1.0,VALVERDE C,0 - 0,459,FRA,7:39
Steal,8.0,0,6,0,NZL,1.0,LOPES da SILVA C,0 - 0,459,NZL,7:39
5m shot - Missed,11.0,0,6,0,NZL,1.0,HUDSON K,0 - 0,432,NZL,7:12
20 sec. exclusion in centre,10.0,0,6,0,NZL,1.0,BOWRY C,0 - 0,412,NZL,6:52
Extra player shot - Post,12.0,0,6,0,NZL,1.0,DAULE A,0 - 0,403,FRA,6:43
Action shot - Goal,8.0,0,6,1,NZL,1.0,LOPES da SILVA C,1 - 0,374,NZL,6:14
Turnover foul,11.0,0,6,1,NZL,1.0,BARBIEUX M,1 - 0,363,FRA,6:03
Turnover foul,2.0,0,6,1,NZL,1.0,MILLOT E,1 - 0,308,FRA,5:08
Steal,9.0,0,6,1,NZL,1.0,STONEMAN E,1 - 0,308,NZL,5:08
5m shot - Blocked,3.0,0,6,1,NZL,1.0,MASON K,1 - 0,281,NZL,4:41
Action shot - Saved,7.0,0,6,1,NZL,1.0,VALVERDE C,1 - 0,259,FRA,4:19
20 sec. exclusion in centre,5.0,0,6,1,NZL,1.0,GUILLET L,1 - 0,231,FRA,3:51
Time-Out,,0,6,1,NZL,1.0,,1 - 0,230,NZL,3:50
Extra player shot - Saved,10.0,0,6,1,NZL,1.0,BOWRY C,1 - 0,208,NZL,3:28
5m shot - Blocked,7.0,0,6,1,NZL,1.0,VALVERDE C,1 - 0,182,FRA,3:02
Turnover foul,6.0,0,6,1,NZL,1.0,MAHIEU G,1 - 0,172,FRA,2:52
Steal,10.0,0,6,1,NZL,1.0,BOWRY C,1 - 0,172,NZL,2:52
5m shot - Missed,8.0,0,6,1,NZL,1.0,LOPES da SILVA C,1 - 0,148,NZL,2:28
Action shot - Saved,12.0,0,6,1,NZL,1.0,DAULE A,1 - 0,128,FRA,2:08
5m shot - Post,3.0,0,6,1,NZL,1.0,MASON K,1 - 0,102,NZL,1:42
Turnover foul,9.0,0,6,1,NZL,1.0,SACRE A,1 - 0,78,FRA,1:18
Steal,10.0,0,6,1,NZL,1.0,BOWRY C,1 - 0,78,NZL,1:18
Centre shot - Saved,9.0,0,6,1,NZL,1.0,STONEMAN E,1 - 0,46,NZL,0:46
20 sec. exclusion in field,10.0,0,6,1,NZL,1.0,BOWRY C,1 - 0,36,NZL,0:36
Time-Out,,0,6,1,NZL,1.0,,1 - 0,36,FRA,0:36
Centre shot - Saved,3.0,0,6,1,NZL,1.0,BACHELIER L,1 - 0,10,FRA,0:10
5m shot - Saved,3.0,0,6,1,NZL,1.0,MASON K,1 - 0,1,NZL,0:01
Starting goalkeeper,1.0,0,6,1,NZL,2.0,MILICICH J,1 - 0,480,NZL,8:00
Starting goalkeeper,1.0,0,6,1,NZL,2.0,COUNIL L,1 - 0,480,FRA,8:00
Sprint won possession,4.0,0,6,1,NZL,2.0,FERIGO R,1 - 0,480,NZL,8:00
20 sec. exclusion in field,6.0,0,6,1,NZL,2.0,MAHIEU G,1 - 0,473,FRA,7:53
Extra player shot - Saved,8.0,0,6,1,NZL,2.0,LOPES da SILVA C,1 - 0,457,NZL,7:37
20 sec. exclusion in field,6.0,0,6,1,NZL,2.0,DOYLE B,1 - 0,442,NZL,7:22
Extra player shot - Saved,8.0,0,6,1,NZL,2.0,BATTU A,1 - 0,424,FRA,7:04
5m shot - Goal,11.0,0,6,2,NZL,2.0,HUDSON K,2 - 0,397,NZL,6:37
Turnover foul,7.0,0,6,2,NZL,2.0,VALVERDE C,2 - 0,372,FRA,6:12
Steal,5.0,0,6,2,NZL,2.0,BOYD A,2 - 0,372,NZL,6:12
5m shot - Blocked,5.0,0,6,2,NZL,2.0,BOYD A,2 - 0,344,NZL,5:44
20 sec. exclusion in field,4.0,0,6,2,NZL,2.0,FERIGO R,2 - 0,330,NZL,5:30
Extra player shot - Goal,7.0,1,6,2,NZL,2.0,VALVERDE C,2 - 1,318,FRA,5:18
20 sec. exclusion in field,12.0,1,6,2,NZL,2.0,DAULE A,2 - 1,293,FRA,4:53
Extra player shot - Post,3.0,1,6,2,NZL,2.0,MASON K,2 - 1,274,NZL,4:34
20 sec. exclusion in centre,12.0,1,6,2,NZL,2.0,PYE B,2 - 1,260,NZL,4:20
Extra player shot - Goal,12.0,2,6,2,NZL,2.0,DAULE A,2 - 2,244,FRA,4:04
5m shot - Saved,3.0,2,6,2,NZL,2.0,MASON K,2 - 2,222,NZL,3:42
20 sec. exclusion in centre,11.0,2,6,2,NZL,2.0,HUDSON K,2 - 2,200,NZL,3:20
Extra player shot - Missed,2.0,2,6,2,NZL,2.0,MILLOT E,2 - 2,181,FRA,3:01
5m shot - Saved,6.0,2,6,2,NZL,2.0,DOYLE B,2 - 2,152,NZL,2:32
Turnover foul,9.0,2,6,2,NZL,2.0,SACRE A,2 - 2,128,FRA,2:08
5m shot - Saved,8.0,2,6,2,NZL,2.0,LOPES da SILVA C,2 - 2,107,NZL,1:47
Time-Out,,2,6,2,NZL,2.0,,2 - 2,75,NZL,1:15
5m shot - Goal,3.0,2,6,3,NZL,2.0,MASON K,3 - 2,50,NZL,0:50
Turnover foul,7.0,2,6,3,NZL,2.0,VALVERDE C,3 - 2,27,FRA,0:27
Steal,6.0,2,6,3,NZL,2.0,DOYLE B,3 - 2,27,NZL,0:27
Yellow card,,2,6,3,NZL,2.0,Team Official,3 - 2,1,NZL,0:01
Starting goalkeeper,1.0,2,6,3,NZL,3.0,MILICICH J,3 - 2,480,NZL,8:00
Starting goalkeeper,1.0,2,6,3,NZL,3.0,COUNIL L,3 - 2,480,FRA,8:00
Sprint won possession,12.0,2,6,3,NZL,3.0,DAULE A,3 - 2,480,FRA,8:00
5m shot - Saved,8.0,2,6,3,NZL,4.0,LOPES da SILVA C,3 - 2,50,NZL,0:50
5m shot - Missed,12.0,2,6,3,NZL,4.0,PYE B,3 - 2,42,NZL,0:42
5m shot - Goal,3.0,3,6,3,NZL,3.0,BACHELIER L,3 - 3,451,FRA,7:31
5m shot - Saved,12.0,3,6,3,NZL,3.0,PYE B,3 - 3,430,NZL,7:10
20 sec. exclusion in centre,11.0,3,6,3,NZL,3.0,HUDSON K,3 - 3,411,NZL,6:51
Extra player shot - Goal,2.0,4,6,3,NZL,3.0,MILLOT E,3 - 4,396,FRA,6:36
20 sec. exclusion in field,9.0,4,6,3,NZL,3.0,SACRE A,3 - 4,377,FRA,6:17
Extra player shot - Saved,6.0,4,6,3,NZL,3.0,DOYLE B,3 - 4,357,NZL,5:57
Action shot - Saved,9.0,4,6,3,NZL,3.0,SACRE A,3 - 4,330,FRA,5:30
20 sec. exclusion in centre,9.0,4,6,3,NZL,3.0,STONEMAN E,3 - 4,313,NZL,5:13
Extra player shot - Goal,7.0,5,6,3,NZL,3.0,VALVERDE C,3 - 5,309,FRA,5:09
Time-Out,,5,6,3,NZL,3.0,,3 - 5,309,NZL,5:09
Action shot - Goal,12.0,5,6,4,NZL,3.0,PYE B,4 - 5,287,NZL,4:47
Action shot - Saved,12.0,5,6,4,NZL,3.0,DAULE A,4 - 5,260,FRA,4:20
5m shot - Saved,3.0,5,6,4,NZL,3.0,BACHELIER L,4 - 5,230,FRA,3:50
5m shot - Post,7.0,5,6,4,NZL,3.0,HOUGHTON E,4 - 5,204,NZL,3:24
Turnover foul,3.0,5,6,4,NZL,3.0,BACHELIER L,4 - 5,175,FRA,2:55
Steal,8.0,5,6,4,NZL,3.0,LOPES da SILVA C,4 - 5,175,NZL,2:55
Turnover foul,10.0,5,6,4,NZL,3.0,BOWRY C,4 - 5,172,NZL,2:52
5m shot - Goal,4.0,6,6,4,NZL,3.0,SACRE A,4 - 6,156,FRA,2:36
Centre shot - Missed,8.0,6,6,4,NZL,3.0,LOPES da SILVA C,4 - 6,137,NZL,2:17
Centre shot - Missed,5.0,6,6,4,NZL,3.0,GUILLET L,4 - 6,123,FRA,2:03
Action shot - Saved,8.0,6,6,4,NZL,3.0,LOPES da SILVA C,4 - 6,99,NZL,1:39
20 sec. exclusion in centre,11.0,6,6,4,NZL,3.0,HUDSON K,4 - 6,82,NZL,1:22
Exclusion with substitution,11.0,6,6,4,NZL,3.0,HUDSON K,4 - 6,82,NZL,1:22
Extra player shot - Goal,12.0,7,6,4,NZL,3.0,DAULE A,4 - 7,82,FRA,1:22
5m shot - Saved,12.0,7,6,4,NZL,3.0,PYE B,4 - 7,57,NZL,0:57
Turnover foul,5.0,7,6,4,NZL,3.0,GUILLET L,4 - 7,53,FRA,0:53
5m shot - Missed,3.0,7,6,4,NZL,3.0,MASON K,4 - 7,32,NZL,0:32
Time-Out,,7,6,4,NZL,3.0,,4 - 7,32,FRA,0:32
Turnover foul,12.0,7,6,4,NZL,3.0,DAULE A,4 - 7,2,FRA,0:02
Steal,9.0,7,6,4,NZL,3.0,STONEMAN E,4 - 7,2,NZL,0:02
Starting goalkeeper,1.0,7,6,4,NZL,4.0,MILICICH J,4 - 7,480,NZL,8:00
Starting goalkeeper,1.0,7,6,4,NZL,4.0,COUNIL L,4 - 7,480,FRA,8:00
Sprint won possession,12.0,7,6,4,NZL,4.0,DAULE A,4 - 7,480,FRA,8:00
Turnover foul,2.0,7,6,4,NZL,4.0,MILLOT E,4 - 7,462,FRA,7:42
Steal,1.0,7,6,4,NZL,4.0,MILICICH J,4 - 7,462,NZL,7:42
20 sec. exclusion in centre,12.0,7,6,4,NZL,4.0,DAULE A,4 - 7,450,FRA,7:30
Extra player shot - Goal,3.0,7,6,5,NZL,4.0,MASON K,5 - 7,432,NZL,7:12
20 sec. exclusion in centre,10.0,7,6,5,NZL,4.0,BOWRY C,5 - 7,406,NZL,6:46
Exclusion with substitution,10.0,7,6,5,NZL,4.0,BOWRY C,5 - 7,406,NZL,6:46
Extra player shot - Goal,5.0,8,6,5,NZL,4.0,GUILLET L,5 - 8,389,FRA,6:29
Turnover foul,3.0,8,6,5,NZL,4.0,MASON K,5 - 8,359,NZL,5:59
Steal,9.0,8,6,5,NZL,4.0,SACRE A,5 - 8,359,FRA,5:59
Action shot - Goal,5.0,9,6,5,NZL,4.0,GUILLET L,5 - 9,343,FRA,5:43
20 sec. exclusion in field,11.0,9,6,5,NZL,4.0,BARBIEUX M,5 - 9,329,FRA,5:29
Penalty foul,5.0,9,6,5,NZL,4.0,GUILLET L,5 - 9,319,FRA,5:19
Penalty shot - Goal,8.0,9,6,6,NZL,4.0,LOPES da SILVA C,6 - 9,319,NZL,5:19
Turnover foul,12.0,9,6,6,NZL,4.0,DAULE A,6 - 9,299,FRA,4:59
Steal,9.0,9,6,6,NZL,4.0,STONEMAN E,6 - 9,299,NZL,4:59
Action shot - Goal,7.0,9,6,7,NZL,4.0,HOUGHTON E,7 - 9,276,NZL,4:36
Turnover foul,3.0,9,6,7,NZL,4.0,BACHELIER L,7 - 9,256,FRA,4:16
Centre shot - Saved,2.0,9,6,7,NZL,4.0,LEWIS N,7 - 9,230,NZL,3:50
Turnover foul,12.0,9,6,7,NZL,4.0,DAULE A,7 - 9,211,FRA,3:31
Steal,7.0,9,6,7,NZL,4.0,HOUGHTON E,7 - 9,211,NZL,3:31
5m shot - Missed,7.0,9,6,7,NZL,4.0,HOUGHTON E,7 - 9,192,NZL,3:12
Turnover foul,2.0,9,6,7,NZL,4.0,MILLOT E,7 - 9,173,FRA,2:53
Steal,3.0,9,6,7,NZL,4.0,MASON K,7 - 9,173,NZL,2:53
5m shot - Saved,3.0,9,6,7,NZL,4.0,MASON K,7 - 9,143,NZL,2:23
Turnover foul,1.0,9,6,7,NZL,4.0,COUNIL L,7 - 9,130,FRA,2:10
Turnover foul,7.0,9,6,7,NZL,4.0,VALVERDE C,7 - 9,73,FRA,1:13
Steal,2.0,9,6,7,NZL,4.0,LEWIS N,7 - 9,73,NZL,1:13
Time-Out,,9,6,7,NZL,4.0,,7 - 9,62,NZL,1:02
Turnover foul,12.0,9,6,7,NZL,4.0,DAULE A,7 - 9,15,FRA,0:15
Action shot - Saved,3.0,9,6,7,NZL,4.0,MASON K,7 - 9,5,NZL,0:05
