Action,Cap,Game,NED,Opponent,Opponent name,Period,Player,Score,Seconds,Team,Time
Turnover foul,6.0,3,2,2,RUS,1.0,BELOVA O,2 - 2,222,RUS,3:42
5m shot - Missed,8.0,3,2,2,RUS,1.0,SEVENICH V,2 - 2,192,NED,3:12
20 sec. exclusion in centre,11.0,3,2,2,RUS,1.0,KLAASSEN L,2 - 2,187,NED,3:07
Extra player shot - Post,6.0,3,2,2,RUS,1.0,BELOVA O,2 - 2,168,RUS,2:48
20 sec. exclusion in centre,6.0,3,2,2,RUS,1.0,BELOVA O,2 - 2,150,RUS,2:30
Extra player shot - Saved,8.0,3,2,2,RUS,1.0,SEVENICH V,2 - 2,133,NED,2:13
20 sec. exclusion in centre,2.0,3,2,2,RUS,1.0,SMIT Y,2 - 2,105,NED,1:45
Extra player shot - Goal,5.0,3,2,3,RUS,1.0,ANTONOVA A,3 - 2,93,RUS,1:33
Centre shot - Post,12.0,3,2,3,RUS,1.0,van der MOLEN l,3 - 2,81,NED,1:21
Action shot - Saved,5.0,3,2,3,RUS,1.0,ANTONOVA A,3 - 2,53,RUS,0:53
Action shot - Goal,10.0,3,3,3,RUS,1.0,GENEE D,3 - 3,41,NED,0:41
Turnover foul,11.0,3,3,3,RUS,1.0,IVANOVA E,3 - 3,12,RUS,0:12
Steal,5.0,3,3,3,RUS,1.0,van der SLOOT S,3 - 3,12,NED,0:12
Starting goalkeeper,13.0,3,3,3,RUS,2.0,KARNAUKH A,3 - 3,480,RUS,8:00
Starting goalkeeper,1.0,3,3,3,RUS,2.0,van der MEIJDEN I,3 - 3,480,NED,8:00
Sprint won possession,5.0,3,3,3,RUS,2.0,van der SLOOT S,3 - 3,480,NED,8:00
5m shot - Post,2.0,3,3,3,RUS,2.0,SMIT Y,3 - 3,452,NED,7:32
5m shot - Goal,11.0,3,3,4,RUS,2.0,IVANOVA E,4 - 3,423,RUS,7:03
Turnover foul,7.0,3,3,4,RUS,2.0,van BELKUM I,4 - 3,416,NED,6:56
Counter attack - Goal,11.0,3,3,5,RUS,2.0,IVANOVA E,5 - 3,406,RUS,6:46
Turnover foul,2.0,3,3,5,RUS,2.0,SMIT Y,5 - 3,391,NED,6:31
Steal,4.0,3,3,5,RUS,2.0,KARIMOVA E,5 - 3,391,RUS,6:31
5m shot - Blocked,6.0,3,3,5,RUS,2.0,BELOVA O,5 - 3,369,RUS,6:09
5m shot - Post,7.0,3,3,5,RUS,2.0,van BELKUM I,5 - 3,348,NED,5:48
Penalty foul,8.0,3,3,5,RUS,2.0,SEVENICH V,5 - 3,334,NED,5:34
Penalty shot - Saved,3.0,3,3,5,RUS,2.0,PROKOFYEVA E,5 - 3,334,RUS,5:34
20 sec. exclusion in centre,6.0,3,3,5,RUS,2.0,BELOVA O,5 - 3,314,RUS,5:14
Action shot - Post,2.0,3,3,5,RUS,2.0,SMIT Y,5 - 3,293,NED,4:53
Centre shot - Goal,10.0,3,3,6,RUS,2.0,BELIAEVA O,6 - 3,269,RUS,4:29
Time-Out,,3,3,6,RUS,2.0,,6 - 3,269,NED,4:29
Turnover foul,11.0,3,3,6,RUS,2.0,KLAASSEN L,6 - 3,240,NED,4:00
Steal,4.0,3,3,6,RUS,2.0,KARIMOVA E,6 - 3,240,RUS,4:00
Centre shot - Goal,9.0,3,3,7,RUS,2.0,TIMOFEEVA A,7 - 3,226,RUS,3:46
Turnover foul,12.0,3,3,7,RUS,2.0,van der MOLEN l,7 - 3,214,NED,3:34
Steal,8.0,3,3,7,RUS,2.0,GRINEVA A,7 - 3,214,RUS,3:34
Turnover foul,4.0,3,3,7,RUS,2.0,KARIMOVA E,7 - 3,187,RUS,3:07
Centre shot - Saved,10.0,3,3,7,RUS,2.0,GENEE D,7 - 3,176,NED,2:56
Turnover foul,10.0,3,3,7,RUS,2.0,GENEE D,7 - 3,166,NED,2:46
Steal,3.0,3,3,7,RUS,2.0,PROKOFYEVA E,7 - 3,166,RUS,2:46
Counter attack - Saved,11.0,3,3,7,RUS,2.0,IVANOVA E,7 - 3,153,RUS,2:33
20 sec. exclusion in field,10.0,3,3,7,RUS,2.0,BELIAEVA O,7 - 3,150,RUS,2:30
Extra player shot - Goal,10.0,3,4,7,RUS,2.0,GENEE D,7 - 4,130,NED,2:10
Turnover foul,10.0,3,4,7,RUS,2.0,BELIAEVA O,7 - 4,112,RUS,1:52
Action shot - Missed,7.0,3,4,7,RUS,2.0,van BELKUM I,7 - 4,85,NED,1:25
Turnover foul,10.0,3,4,7,RUS,2.0,BELIAEVA O,7 - 4,77,RUS,1:17
Steal,7.0,3,4,7,RUS,2.0,van BELKUM I,7 - 4,77,NED,1:17
Centre shot - Saved,12.0,3,4,7,RUS,2.0,van der MOLEN l,7 - 4,52,NED,0:52
Turnover foul,3.0,3,4,7,RUS,2.0,PROKOFYEVA E,7 - 4,43,RUS,0:43
Penalty foul,8.0,3,4,7,RUS,2.0,GRINEVA A,7 - 4,23,RUS,0:23
Exclusion with substitution,2.0,3,4,7,RUS,4.0,SMIT Y,7 - 4,214,NED,3:34
Turnover foul,10.0,3,4,7,RUS,4.0,BELIAEVA O,7 - 4,189,RUS,3:09
Turnover foul,8.0,3,4,7,RUS,4.0,SEVENICH V,7 - 4,162,NED,2:42
Turnover foul,3.0,3,4,7,RUS,4.0,PROKOFYEVA E,7 - 4,137,RUS,2:17
Steal,4.0,3,4,7,RUS,4.0,HAKHVERDIAN B,7 - 4,137,NED,2:17
5m shot - Goal,11.0,3,11,11,RUS,4.0,KLAASSEN L,11 - 11,117,NED,1:57
20 sec. exclusion in field,7.0,3,11,11,RUS,4.0,van BELKUM I,11 - 11,96,NED,1:36
Penalty shot - Goal,5.0,3,5,7,RUS,2.0,van der SLOOT S,7 - 5,23,NED,0:23
5m shot - Missed,3.0,3,5,7,RUS,2.0,PROKOFYEVA E,7 - 5,9,RUS,0:09
Turnover foul,11.0,3,5,7,RUS,2.0,KLAASSEN L,7 - 5,2,NED,0:02
Steal,3.0,3,5,7,RUS,2.0,PROKOFYEVA E,7 - 5,2,RUS,0:02
Starting goalkeeper,13.0,3,5,7,RUS,3.0,KARNAUKH A,7 - 5,480,RUS,8:00
Starting goalkeeper,1.0,3,5,7,RUS,3.0,van der MEIJDEN I,7 - 5,480,NED,8:00
Sprint won possession,7.0,3,5,7,RUS,3.0,van BELKUM I,7 - 5,480,NED,8:00
5m shot - Goal,11.0,3,6,7,RUS,3.0,KLAASSEN L,7 - 6,465,NED,7:45
5m shot - Saved,5.0,3,6,7,RUS,3.0,ANTONOVA A,7 - 6,435,RUS,7:15
Turnover foul,10.0,3,6,7,RUS,3.0,BELIAEVA O,7 - 6,428,RUS,7:08
Steal,8.0,3,6,7,RUS,3.0,SEVENICH V,7 - 6,428,NED,7:08
20 sec. exclusion in centre,11.0,3,6,7,RUS,3.0,IVANOVA E,7 - 6,414,RUS,6:54
Action shot - Goal,7.0,3,7,7,RUS,3.0,van BELKUM I,7 - 7,390,NED,6:30
Action shot - Goal,6.0,3,7,8,RUS,3.0,BELOVA O,8 - 7,369,RUS,6:09
Centre shot - Missed,2.0,3,7,8,RUS,3.0,SMIT Y,8 - 7,345,NED,5:45
Action shot - Saved,9.0,3,7,8,RUS,3.0,TIMOFEEVA A,8 - 7,322,RUS,5:22
20 sec. exclusion in field,5.0,3,7,8,RUS,3.0,ANTONOVA A,8 - 7,305,RUS,5:05
Turnover foul,7.0,3,7,8,RUS,3.0,van BELKUM I,8 - 7,286,NED,4:46
Steal,3.0,3,7,8,RUS,3.0,PROKOFYEVA E,8 - 7,286,RUS,4:46
Turnover foul,3.0,3,7,8,RUS,3.0,PROKOFYEVA E,8 - 7,274,RUS,4:34
Steal,7.0,3,7,8,RUS,3.0,van BELKUM I,8 - 7,274,NED,4:34
Centre shot - Saved,10.0,3,7,8,RUS,3.0,GENEE D,8 - 7,254,NED,4:14
20 sec. exclusion in field,10.0,3,7,8,RUS,3.0,GENEE D,8 - 7,226,NED,3:46
Action shot - Saved,9.0,3,7,8,RUS,3.0,TIMOFEEVA A,8 - 7,203,RUS,3:23
Turnover foul,8.0,3,7,8,RUS,3.0,SEVENICH V,8 - 7,176,NED,2:56
Steal,6.0,3,7,8,RUS,3.0,BELOVA O,8 - 7,176,RUS,2:56
5m shot - Post,3.0,3,7,8,RUS,3.0,PROKOFYEVA E,8 - 7,151,RUS,2:31
Turnover foul,7.0,3,7,8,RUS,3.0,van BELKUM I,8 - 7,127,NED,2:07
Turnover foul,10.0,3,7,8,RUS,3.0,BELIAEVA O,8 - 7,110,RUS,1:50
Turnover foul,2.0,3,7,8,RUS,3.0,SMIT Y,8 - 7,81,NED,1:21
Steal,6.0,3,7,8,RUS,3.0,BELOVA O,8 - 7,81,RUS,1:21
Turnover foul,4.0,3,7,8,RUS,3.0,KARIMOVA E,8 - 7,61,RUS,1:01
Steal,7.0,3,7,8,RUS,3.0,van BELKUM I,8 - 7,61,NED,1:01
20 sec. exclusion in field,4.0,3,7,8,RUS,3.0,KARIMOVA E,8 - 7,59,RUS,0:59
Time-Out,,3,7,8,RUS,3.0,,8 - 7,59,NED,0:59
Action shot - Missed,8.0,3,7,8,RUS,3.0,SEVENICH V,8 - 7,26,NED,0:26
5m shot - Post,10.0,3,7,8,RUS,3.0,BELIAEVA O,8 - 7,6,RUS,0:06
5m shot - Saved,8.0,3,7,8,RUS,3.0,SEVENICH V,8 - 7,1,NED,0:01
Starting goalkeeper,1.0,3,7,8,RUS,4.0,van der MEIJDEN I,8 - 7,480,NED,8:00
Starting goalkeeper,13.0,3,7,8,RUS,4.0,KARNAUKH A,8 - 7,480,RUS,8:00
Sprint won possession,2.0,3,7,8,RUS,4.0,ANTONOVA D,8 - 7,480,RUS,8:00
Centre shot - Post,7.0,3,7,8,RUS,4.0,TANKEEVA E,8 - 7,455,RUS,7:35
Centre shot - Goal,7.0,3,7,9,RUS,4.0,TANKEEVA E,9 - 7,453,RUS,7:33
5m shot - Goal,11.0,3,8,9,RUS,4.0,KLAASSEN L,9 - 8,433,NED,7:13
Turnover foul,2.0,3,8,9,RUS,4.0,ANTONOVA D,9 - 8,417,RUS,6:57
Steal,8.0,3,8,9,RUS,4.0,SEVENICH V,9 - 8,417,NED,6:57
Turnover foul,12.0,3,8,9,RUS,4.0,van der MOLEN l,9 - 8,408,NED,6:48
20 sec. exclusion in field,8.0,3,8,9,RUS,4.0,SEVENICH V,9 - 8,391,NED,6:31
Time-Out,,3,8,9,RUS,4.0,,9 - 8,391,RUS,6:31
Action shot - Post,5.0,3,8,9,RUS,4.0,ANTONOVA A,9 - 8,365,RUS,6:05
Action shot - Blocked,8.0,3,8,9,RUS,4.0,SEVENICH V,9 - 8,338,NED,5:38
Counter attack - Saved,11.0,3,8,9,RUS,4.0,IVANOVA E,9 - 8,328,RUS,5:28
Counter attack - Goal,11.0,3,8,10,RUS,4.0,IVANOVA E,10 - 8,326,RUS,5:26
20 sec. exclusion in centre,3.0,3,8,10,RUS,4.0,PROKOFYEVA E,10 - 8,306,RUS,5:06
Extra player shot - Goal,2.0,3,9,10,RUS,4.0,SMIT Y,10 - 9,295,NED,4:55
Turnover foul,4.0,3,9,10,RUS,4.0,KARIMOVA E,10 - 9,275,RUS,4:35
Steal,12.0,3,9,10,RUS,4.0,van der MOLEN l,10 - 9,275,NED,4:35
Centre shot - Goal,12.0,3,10,10,RUS,4.0,van der MOLEN l,10 - 10,254,NED,4:14
20 sec. exclusion in field,2.0,3,10,10,RUS,4.0,SMIT Y,10 - 10,244,NED,4:04
Action shot - Goal,4.0,3,10,11,RUS,4.0,KARIMOVA E,11 - 10,221,RUS,3:41
Turnover foul,2.0,3,10,11,RUS,4.0,SMIT Y,11 - 10,215,NED,3:35
Steal,3.0,3,10,11,RUS,4.0,PROKOFYEVA E,11 - 10,215,RUS,3:35
20 sec. exclusion in field,2.0,3,10,11,RUS,4.0,SMIT Y,11 - 10,214,NED,3:34
Extra player shot - Goal,6.0,3,11,12,RUS,4.0,BELOVA O,12 - 11,78,RUS,1:18
20 sec. exclusion in field,5.0,3,11,12,RUS,4.0,ANTONOVA A,12 - 11,62,RUS,1:02
Extra player shot - Goal,7.0,3,12,12,RUS,4.0,van BELKUM I,12 - 12,49,NED,0:49
5m shot - Missed,3.0,3,12,12,RUS,4.0,PROKOFYEVA E,12 - 12,28,RUS,0:28
Turnover foul,7.0,3,12,12,RUS,4.0,van BELKUM I,12 - 12,11,NED,0:11
Steal,3.0,3,12,12,RUS,4.0,PROKOFYEVA E,12 - 12,11,RUS,0:11
Time-Out,,3,12,12,RUS,4.0,,12 - 12,11,RUS,0:11
Starting goalkeeper,1.0,4,0,0,CHN,1.0,van der MEIJDEN I,0 - 0,480,NED,8:00
Starting goalkeeper,1.0,4,0,0,CHN,1.0,YANG J,0 - 0,480,CHN,8:00
Sprint won possession,7.0,4,0,0,CHN,1.0,van BELKUM I,0 - 0,480,NED,8:00
Turnover foul,11.0,4,0,0,CHN,1.0,KLAASSEN L,0 - 0,459,NED,7:39
20 sec. exclusion in centre,2.0,4,0,0,CHN,1.0,SMIT Y,0 - 0,442,NED,7:22
Turnover foul,10.0,4,0,0,CHN,1.0,MA H,0 - 0,413,CHN,6:53
Action shot - Goal,2.0,4,1,0,CHN,1.0,SMIT Y,0 - 1,391,NED,6:31
Centre shot - Saved,4.0,4,1,0,CHN,1.0,SUN Y,0 - 1,361,CHN,6:01
Turnover foul,8.0,4,1,0,CHN,1.0,SEVENICH V,0 - 1,342,NED,5:42
Steal,4.0,4,1,0,CHN,1.0,SUN Y,0 - 1,342,CHN,5:42
20 sec. exclusion in centre,8.0,4,1,0,CHN,1.0,SEVENICH V,0 - 1,329,NED,5:29
Extra player shot - Blocked,10.0,4,1,0,CHN,1.0,MA H,0 - 1,311,CHN,5:11
Penalty foul,12.0,4,1,0,CHN,1.0,van der MOLEN l,0 - 1,306,NED,5:06
Penalty shot - Goal,10.0,4,1,1,CHN,1.0,MA H,1 - 1,306,CHN,5:06
Penalty foul,11.0,4,1,1,CHN,1.0,KLAASSEN L,1 - 1,270,NED,4:30
Penalty shot - Goal,10.0,4,1,2,CHN,1.0,MA H,2 - 1,270,CHN,4:30
Centre shot - Goal,7.0,4,2,2,CHN,1.0,van BELKUM I,2 - 2,253,NED,4:13
5m shot - Post,3.0,4,2,2,CHN,1.0,LIU P,2 - 2,235,CHN,3:55
Action shot - Post,6.0,4,2,2,CHN,1.0,STOMPHORST N,2 - 2,206,NED,3:26
5m shot - Blocked,4.0,4,2,2,CHN,1.0,SUN Y,2 - 2,177,CHN,2:57
Centre shot - Saved,7.0,4,2,2,CHN,1.0,van BELKUM I,2 - 2,157,NED,2:37
Action shot - Saved,11.0,4,2,2,CHN,1.0,ZHANG C,2 - 2,131,CHN,2:11
5m shot - Missed,8.0,4,2,2,CHN,1.0,SEVENICH V,2 - 2,101,NED,1:41
Turnover foul,2.0,4,2,2,CHN,1.0,TENG F,2 - 2,75,CHN,1:15
Steal,6.0,4,2,2,CHN,1.0,STOMPHORST N,2 - 2,75,NED,1:15
20 sec. exclusion in centre,3.0,4,2,2,CHN,1.0,LIU P,2 - 2,50,CHN,0:50
Extra player shot - Saved,6.0,4,2,2,CHN,1.0,STOMPHORST N,2 - 2,33,NED,0:33
5m shot - Missed,10.0,4,2,2,CHN,1.0,MA H,2 - 2,10,CHN,0:10
5m shot - Saved,6.0,4,2,2,CHN,1.0,STOMPHORST N,2 - 2,1,NED,0:01
Starting goalkeeper,1.0,4,2,2,CHN,2.0,YANG J,2 - 2,480,CHN,8:00
Starting goalkeeper,1.0,4,2,2,CHN,2.0,van der MEIJDEN I,2 - 2,480,NED,8:00
Sprint won possession,5.0,4,2,2,CHN,2.0,van der SLOOT S,2 - 2,480,NED,8:00
Action shot - Post,6.0,4,2,2,CHN,2.0,STOMPHORST N,2 - 2,456,NED,7:36
Turnover foul,2.0,4,2,2,CHN,2.0,TENG F,2 - 2,431,CHN,7:11
Steal,5.0,4,2,2,CHN,2.0,van der SLOOT S,2 - 2,431,NED,7:11
Action shot - Goal,6.0,4,3,2,CHN,2.0,STOMPHORST N,2 - 3,413,NED,6:53
Centre shot - Post,5.0,4,3,2,CHN,2.0,HE J,2 - 3,390,CHN,6:30
Action shot - Saved,11.0,4,3,2,CHN,2.0,KLAASSEN L,2 - 3,363,NED,6:03
5m shot - Goal,7.0,4,3,3,CHN,2.0,SONG D,3 - 3,337,CHN,5:37
Action shot - Goal,2.0,4,4,3,CHN,2.0,SMIT Y,3 - 4,321,NED,5:21
20 sec. exclusion in centre,7.0,4,4,3,CHN,2.0,van BELKUM I,3 - 4,307,NED,5:07
Extra player shot - Blocked,2.0,4,4,3,CHN,2.0,TENG F,3 - 4,287,CHN,4:47
Action shot - Blocked,7.0,4,4,3,CHN,2.0,SONG D,3 - 4,280,CHN,4:40
5m shot - Goal,7.0,4,5,3,CHN,2.0,van BELKUM I,3 - 5,253,NED,4:13
5m shot - Goal,2.0,4,5,4,CHN,2.0,TENG F,4 - 5,228,CHN,3:48
Turnover foul,2.0,4,5,4,CHN,2.0,SMIT Y,4 - 5,206,NED,3:26
Steal,2.0,4,5,4,CHN,2.0,TENG F,4 - 5,206,CHN,3:26
20 sec. exclusion in centre,11.0,4,5,4,CHN,2.0,KLAASSEN L,4 - 5,184,NED,3:04
Extra player shot - Post,7.0,4,5,4,CHN,2.0,SONG D,4 - 5,176,CHN,2:56
Action shot - Missed,2.0,4,5,4,CHN,2.0,SMIT Y,4 - 5,153,NED,2:33
Turnover foul,5.0,4,5,4,CHN,2.0,HE J,4 - 5,137,CHN,2:17
Centre shot - Saved,10.0,4,5,4,CHN,2.0,GENEE D,4 - 5,120,NED,2:00
5m shot - Saved,2.0,4,5,4,CHN,2.0,TENG F,4 - 5,93,CHN,1:33
Action shot - Saved,2.0,4,5,4,CHN,2.0,SMIT Y,4 - 5,76,NED,1:16
20 sec. exclusion in field,4.0,4,5,4,CHN,2.0,SUN Y,4 - 5,24,CHN,0:24
Centre shot - Goal,8.0,4,6,4,CHN,2.0,SEVENICH V,4 - 6,2,NED,0:02
5m shot - Missed,7.0,4,6,4,CHN,2.0,SONG D,4 - 6,1,CHN,0:01
Starting goalkeeper,1.0,4,6,4,CHN,3.0,YANG J,4 - 6,480,CHN,8:00
Starting goalkeeper,1.0,4,6,4,CHN,3.0,van der MEIJDEN I,4 - 6,480,NED,8:00
Sprint won possession,7.0,4,6,4,CHN,3.0,van BELKUM I,4 - 6,480,NED,8:00
5m shot - Saved,8.0,4,6,4,CHN,3.0,SEVENICH V,4 - 6,462,NED,7:42
Action shot - Post,11.0,4,6,4,CHN,3.0,ZHANG C,4 - 6,439,CHN,7:19
Action shot - Goal,4.0,4,6,5,CHN,3.0,SUN Y,5 - 6,414,CHN,6:54
Action shot - Missed,7.0,4,6,5,CHN,3.0,van BELKUM I,5 - 6,390,NED,6:30
5m shot - Goal,3.0,4,6,6,CHN,3.0,LIU P,6 - 6,370,CHN,6:10
Action shot - Saved,6.0,4,6,6,CHN,3.0,STOMPHORST N,6 - 6,341,NED,5:41
5m shot - Saved,2.0,4,6,6,CHN,3.0,TENG F,6 - 6,312,CHN,5:12
Action shot - Saved,4.0,4,6,6,CHN,3.0,HAKHVERDIAN B,6 - 6,297,NED,4:57
20 sec. exclusion in centre,6.0,4,6,6,CHN,3.0,STOMPHORST N,6 - 6,278,NED,4:38
Time-Out,,4,6,6,CHN,3.0,,6 - 6,278,CHN,4:38
Extra player shot - Blocked,7.0,4,6,6,CHN,3.0,SONG D,6 - 6,260,CHN,4:20
20 sec. exclusion in centre,3.0,4,6,6,CHN,3.0,LIU P,6 - 6,244,CHN,4:04
Extra player shot - Saved,10.0,4,6,6,CHN,3.0,GENEE D,6 - 6,226,NED,3:46
Turnover foul,6.0,4,6,6,CHN,3.0,SUN Y,6 - 6,198,CHN,3:18
5m shot - Goal,2.0,4,7,6,CHN,3.0,SMIT Y,6 - 7,178,NED,2:58
5m shot - Missed,7.0,4,7,6,CHN,3.0,SONG D,6 - 7,152,CHN,2:32
20 sec. exclusion in field,5.0,4,7,6,CHN,3.0,HE J,6 - 7,152,CHN,2:32
Time-Out,,4,7,6,CHN,3.0,,6 - 7,152,NED,2:32
Extra player shot - Goal,8.0,4,8,6,CHN,3.0,SEVENICH V,6 - 8,132,NED,2:12
Action shot - Goal,11.0,4,8,7,CHN,3.0,ZHANG C,7 - 8,113,CHN,1:53
Action shot - Post,2.0,4,8,7,CHN,3.0,SMIT Y,7 - 8,93,NED,1:33
Centre shot - Saved,6.0,4,8,7,CHN,3.0,SUN Y,7 - 8,70,CHN,1:10
Action shot - Saved,2.0,4,8,7,CHN,3.0,SMIT Y,7 - 8,49,NED,0:49
20 sec. exclusion in field,2.0,4,8,7,CHN,3.0,SMIT Y,7 - 8,49,NED,0:49
