Action,Cap,Game,HUN,Opponent,Opponent name,Period,Player,Score,Seconds,Team,Time
Extra player shot - Missed,11.0,2,2,0,RUS,1.0,IVANOVA E,2 - 0,195,RUS,3:15
Turnover foul,12.0,2,2,0,RUS,1.0,MENCZINGER K,2 - 0,186,HUN,3:06
20 sec. exclusion in centre,9.0,2,2,0,RUS,1.0,TOTH I,2 - 0,173,HUN,2:53
Centre shot - Post,7.0,2,2,0,RUS,1.0,LISUNOVA E,2 - 0,152,RUS,2:32
Turnover foul,7.0,2,2,0,RUS,1.0,ILLES A,2 - 0,135,HUN,2:15
Action shot - Blocked,8.0,2,2,0,RUS,1.0,ABDRIZIAKOVA E,2 - 0,109,RUS,1:49
Turnover foul,11.0,2,2,0,RUS,1.0,IVANOVA E,2 - 0,81,RUS,1:21
Steal,8.0,2,2,0,RUS,1.0,KESZTHELYI R,2 - 0,81,HUN,1:21
20 sec. exclusion in centre,8.0,2,2,0,RUS,1.0,ABDRIZIAKOVA E,2 - 0,68,RUS,1:08
Time-Out,,2,2,0,RUS,1.0,,2 - 0,67,HUN,1:07
Action shot - Blocked,4.0,2,2,0,RUS,1.0,KISTELEKI D,2 - 0,47,HUN,0:47
Centre shot - Goal,4.0,2,3,0,RUS,1.0,KISTELEKI D,3 - 0,46,HUN,0:46
20 sec. exclusion in centre,2.0,2,3,0,RUS,1.0,CZIGANY D,3 - 0,34,HUN,0:34
Extra player shot - Goal,12.0,2,3,1,RUS,1.0,IARONDAIKINA N,3 - 1,13,RUS,0:13
Turnover foul,8.0,2,3,1,RUS,1.0,KESZTHELYI R,3 - 1,1,HUN,0:01
Steal,12.0,2,3,1,RUS,1.0,IARONDAIKINA N,3 - 1,1,RUS,0:01
Starting goalkeeper,1.0,2,3,1,RUS,2.0,BOLONYAI F,3 - 1,480,HUN,8:00
Starting goalkeeper,13.0,2,3,1,RUS,2.0,KARNAUKH A,3 - 1,480,RUS,8:00
Sprint won possession,8.0,2,3,1,RUS,2.0,KESZTHELYI R,3 - 1,480,HUN,8:00
Turnover foul,11.0,2,3,1,RUS,2.0,GARDA K,3 - 1,469,HUN,7:49
Action shot - Saved,11.0,2,3,1,RUS,2.0,IVANOVA E,3 - 1,457,RUS,7:37
Counter attack - Goal,8.0,2,4,1,RUS,2.0,KESZTHELYI R,4 - 1,443,HUN,7:23
20 sec. exclusion in centre,7.0,2,4,1,RUS,2.0,ILLES A,4 - 1,434,HUN,7:14
Action shot - Saved,9.0,2,4,1,RUS,2.0,TIMOFEEVA A,4 - 1,407,RUS,6:47
5m shot - Blocked,3.0,2,4,1,RUS,2.0,ANTAL D,4 - 1,377,HUN,6:17
5m shot - Post,2.0,2,4,1,RUS,2.0,CZIGANY D,4 - 1,348,HUN,5:48
20 sec. exclusion in centre,3.0,2,4,1,RUS,2.0,ANTAL D,4 - 1,330,HUN,5:30
Time-Out,,2,4,1,RUS,2.0,,4 - 1,328,RUS,5:28
Centre shot - Goal,7.0,2,4,2,RUS,2.0,LISUNOVA E,4 - 2,308,RUS,5:08
20 sec. exclusion in centre,9.0,2,4,2,RUS,2.0,TIMOFEEVA A,4 - 2,282,RUS,4:42
Extra player shot - Goal,8.0,2,5,2,RUS,2.0,KESZTHELYI R,5 - 2,280,HUN,4:40
Action shot - Goal,6.0,2,5,3,RUS,2.0,SIMANOVICH A,5 - 3,265,RUS,4:25
Turnover foul,2.0,2,5,3,RUS,2.0,CZIGANY D,5 - 3,239,HUN,3:59
Action shot - Goal,8.0,2,5,4,RUS,2.0,ABDRIZIAKOVA E,5 - 4,214,RUS,3:34
Action shot - Goal,2.0,2,6,4,RUS,2.0,CZIGANY D,6 - 4,183,HUN,3:03
Action shot - Saved,7.0,2,6,4,RUS,2.0,LISUNOVA E,6 - 4,158,RUS,2:38
Turnover foul,4.0,2,6,4,RUS,2.0,KARIMOVA E,6 - 4,150,RUS,2:30
20 sec. exclusion in centre,8.0,2,6,4,RUS,2.0,ABDRIZIAKOVA E,6 - 4,131,RUS,2:11
Extra player shot - Saved,10.0,2,6,4,RUS,2.0,BUJKA B,6 - 4,106,HUN,1:46
20 sec. exclusion in centre,7.0,2,6,4,RUS,2.0,ILLES A,6 - 4,84,HUN,1:24
Extra player shot - Goal,8.0,2,6,5,RUS,2.0,ABDRIZIAKOVA E,6 - 5,68,RUS,1:08
20 sec. exclusion in centre,9.0,2,6,5,RUS,2.0,TIMOFEEVA A,6 - 5,57,RUS,0:57
Time-Out,,2,6,5,RUS,2.0,,6 - 5,57,HUN,0:57
Extra player shot - Saved,6.0,2,6,5,RUS,2.0,TAKACS O,6 - 5,36,HUN,0:36
Turnover foul,5.0,2,6,5,RUS,2.0,ZUBACHEVA E,6 - 5,8,RUS,0:08
Extra player shot - Goal,7.0,2,11,13,RUS,4.0,LISUNOVA E,11 - 13,63,RUS,1:03
20 sec. exclusion in centre,9.0,2,11,13,RUS,4.0,TIMOFEEVA A,11 - 13,40,RUS,0:40
Exclusion with substitution,9.0,2,11,13,RUS,4.0,TIMOFEEVA A,11 - 13,40,RUS,0:40
Steal,4.0,2,11,13,RUS,2.0,KISTELEKI D,11 - 13,1,HUN,0:01
Starting goalkeeper,1.0,2,11,13,RUS,3.0,BOLONYAI F,11 - 13,480,HUN,8:00
Starting goalkeeper,13.0,2,11,13,RUS,3.0,KARNAUKH A,11 - 13,480,RUS,8:00
Sprint won possession,7.0,2,11,13,RUS,3.0,LISUNOVA E,11 - 13,480,RUS,8:00
Penalty foul,4.0,2,11,13,RUS,3.0,KISTELEKI D,11 - 13,466,HUN,7:46
Penalty shot - Goal,3.0,2,6,6,RUS,3.0,PROKOFYEVA E,6 - 6,466,RUS,7:46
Action shot - Saved,3.0,2,6,6,RUS,3.0,ANTAL D,6 - 6,435,HUN,7:15
20 sec. exclusion in centre,11.0,2,6,6,RUS,3.0,GARDA K,6 - 6,415,HUN,6:55
Centre shot - Post,11.0,2,6,6,RUS,3.0,IVANOVA E,6 - 6,386,RUS,6:26
Action shot - Missed,7.0,2,6,6,RUS,3.0,LISUNOVA E,6 - 6,383,RUS,6:23
20 sec. exclusion in centre,5.0,2,6,6,RUS,3.0,ZUBACHEVA E,6 - 6,363,RUS,6:03
Extra player shot - Saved,8.0,2,6,6,RUS,3.0,KESZTHELYI R,6 - 6,349,HUN,5:49
Action shot - Goal,3.0,2,7,6,RUS,3.0,ANTAL D,7 - 6,338,HUN,5:38
Centre shot - Saved,10.0,2,7,6,RUS,3.0,TANKEEVA E,7 - 6,321,RUS,5:21
20 sec. exclusion in centre,4.0,2,7,6,RUS,3.0,KARIMOVA E,7 - 6,307,RUS,5:07
Action shot - Goal,6.0,2,8,6,RUS,3.0,TAKACS O,8 - 6,279,HUN,4:39
Turnover foul,6.0,2,8,6,RUS,3.0,SIMANOVICH A,8 - 6,256,RUS,4:16
Steal,2.0,2,8,6,RUS,3.0,CZIGANY D,8 - 6,256,HUN,4:16
Action shot - Goal,8.0,2,9,6,RUS,3.0,KESZTHELYI R,9 - 6,235,HUN,3:55
20 sec. exclusion in centre,11.0,2,9,6,RUS,3.0,GARDA K,9 - 6,223,HUN,3:43
Extra player shot - Goal,11.0,2,9,7,RUS,3.0,IVANOVA E,9 - 7,212,RUS,3:32
Action shot - Saved,9.0,2,9,7,RUS,3.0,TOTH I,9 - 7,198,HUN,3:18
5m shot - Missed,3.0,2,9,7,RUS,3.0,PROKOFYEVA E,9 - 7,174,RUS,2:54
Action shot - Goal,2.0,2,10,7,RUS,3.0,CZIGANY D,10 - 7,148,HUN,2:28
20 sec. exclusion in centre,5.0,2,10,7,RUS,3.0,SZUCS G,10 - 7,127,HUN,2:07
Time-Out,,2,10,7,RUS,3.0,,10 - 7,127,RUS,2:07
20 sec. exclusion in centre,6.0,2,10,7,RUS,3.0,TAKACS O,10 - 7,112,HUN,1:52
Extra player shot - Goal,4.0,2,10,8,RUS,3.0,KARIMOVA E,10 - 8,110,RUS,1:50
20 sec. exclusion in centre,6.0,2,10,8,RUS,3.0,SIMANOVICH A,10 - 8,86,RUS,1:26
Time-Out,,2,10,8,RUS,3.0,,10 - 8,85,HUN,1:25
Action shot - Saved,8.0,2,10,8,RUS,3.0,KESZTHELYI R,10 - 8,57,HUN,0:57
Action shot - Saved,11.0,2,10,8,RUS,3.0,IVANOVA E,10 - 8,33,RUS,0:33
Action shot - Missed,3.0,2,10,8,RUS,3.0,ANTAL D,10 - 8,1,HUN,0:01
Starting goalkeeper,1.0,2,10,8,RUS,4.0,BOLONYAI F,10 - 8,480,HUN,8:00
Starting goalkeeper,13.0,2,10,8,RUS,4.0,KARNAUKH A,10 - 8,480,RUS,8:00
Sprint won possession,8.0,2,10,8,RUS,4.0,KESZTHELYI R,10 - 8,480,HUN,8:00
Action shot - Post,11.0,2,10,8,RUS,4.0,GARDA K,10 - 8,450,HUN,7:30
Action shot - Post,7.0,2,10,8,RUS,4.0,LISUNOVA E,10 - 8,429,RUS,7:09
Action shot - Goal,9.0,2,10,9,RUS,4.0,TIMOFEEVA A,10 - 9,427,RUS,7:07
Action shot - Goal,9.0,2,11,9,RUS,4.0,TOTH I,11 - 9,395,HUN,6:35
Turnover foul,8.0,2,11,9,RUS,4.0,ABDRIZIAKOVA E,11 - 9,371,RUS,6:11
5m shot - Blocked,4.0,2,11,9,RUS,4.0,KISTELEKI D,11 - 9,351,HUN,5:51
Yellow card,,2,11,9,RUS,4.0,Team Official,11 - 9,349,HUN,5:49
Action shot - Saved,11.0,2,11,9,RUS,4.0,GARDA K,11 - 9,343,HUN,5:43
Counter attack - Goal,4.0,2,11,10,RUS,4.0,KARIMOVA E,11 - 10,334,RUS,5:34
20 sec. exclusion in centre,3.0,2,11,10,RUS,4.0,PROKOFYEVA E,11 - 10,314,RUS,5:14
Action shot - Saved,10.0,2,11,10,RUS,4.0,BUJKA B,11 - 10,289,HUN,4:49
20 sec. exclusion in centre,5.0,2,11,10,RUS,4.0,SZUCS G,11 - 10,272,HUN,4:32
Exclusion with substitution,5.0,2,11,10,RUS,4.0,SZUCS G,11 - 10,272,HUN,4:32
Extra player shot - Goal,11.0,2,11,11,RUS,4.0,IVANOVA E,11 - 11,250,RUS,4:10
Turnover foul,4.0,2,11,11,RUS,4.0,KISTELEKI D,11 - 11,221,HUN,3:41
Steal,8.0,2,11,11,RUS,4.0,ABDRIZIAKOVA E,11 - 11,221,RUS,3:41
Action shot - Saved,10.0,2,11,11,RUS,4.0,TANKEEVA E,11 - 11,197,RUS,3:17
20 sec. exclusion in centre,8.0,2,11,11,RUS,4.0,ABDRIZIAKOVA E,11 - 11,183,RUS,3:03
Exclusion with substitution,8.0,2,11,11,RUS,4.0,ABDRIZIAKOVA E,11 - 11,183,RUS,3:03
Extra player shot - Saved,3.0,2,11,11,RUS,4.0,ANTAL D,11 - 11,159,HUN,2:39
5m shot - Goal,7.0,2,11,12,RUS,4.0,LISUNOVA E,11 - 12,137,RUS,2:17
Action shot - Saved,6.0,2,11,12,RUS,4.0,TAKACS O,11 - 12,121,HUN,2:01
Turnover foul,11.0,2,11,12,RUS,4.0,IVANOVA E,11 - 12,107,RUS,1:47
Steal,8.0,2,11,12,RUS,4.0,KESZTHELYI R,11 - 12,107,HUN,1:47
Turnover foul,8.0,2,11,12,RUS,4.0,KESZTHELYI R,11 - 12,98,HUN,1:38
Steal,3.0,2,11,12,RUS,4.0,PROKOFYEVA E,11 - 12,98,RUS,1:38
20 sec. exclusion in centre,10.0,2,11,12,RUS,4.0,BUJKA B,11 - 12,81,HUN,1:21
Time-Out,,2,11,12,RUS,4.0,,11 - 12,81,RUS,1:21
Time-Out,,2,11,12,RUS,4.0,,11 - 12,40,HUN,0:40
Extra player shot - Post,3.0,2,11,12,RUS,4.0,ANTAL D,11 - 12,26,HUN,0:26
Sprint won possession,4.0,3,0,0,FRA,1.0,KISTELEKI D,0 - 0,480,HUN,8:00
Starting goalkeeper,1.0,3,0,0,FRA,1.0,DERENTY L,0 - 0,480,FRA,8:00
Starting goalkeeper,13.0,3,0,0,FRA,1.0,GANGL E,0 - 0,480,HUN,8:00
Turnover foul,5.0,3,0,0,FRA,1.0,SZUCS G,0 - 0,456,HUN,7:36
Turnover foul,1.0,3,0,0,FRA,1.0,DERENTY L,0 - 0,436,FRA,7:16
20 sec. exclusion in centre,7.0,3,0,0,FRA,1.0,BARBIEUX M,0 - 0,419,FRA,6:59
Extra player shot - Goal,8.0,3,1,0,FRA,1.0,KESZTHELYI R,1 - 0,405,HUN,6:45
5m shot - Post,4.0,3,1,0,FRA,1.0,SACRE A,1 - 0,377,FRA,6:17
20 sec. exclusion in centre,8.0,3,1,0,FRA,1.0,TARDY M,1 - 0,370,FRA,6:10
Extra player shot - Goal,8.0,3,2,0,FRA,1.0,KESZTHELYI R,2 - 0,363,HUN,6:03
Turnover foul,12.0,3,2,0,FRA,1.0,MENCZINGER K,2 - 0,308,HUN,5:08
Steal,12.0,3,2,0,FRA,1.0,JASKOVA M,2 - 0,308,FRA,5:08
Action shot - Blocked,2.0,3,2,0,FRA,1.0,MILLOT E,2 - 0,287,FRA,4:47
5m shot - Saved,12.0,3,2,0,FRA,1.0,JASKOVA M,2 - 0,266,FRA,4:26
Action shot - Goal,10.0,3,3,0,FRA,1.0,BUJKA B,3 - 0,239,HUN,3:59
Turnover foul,5.0,3,3,0,FRA,1.0,GUILLET L,3 - 0,217,FRA,3:37
5m shot - Saved,12.0,3,3,0,FRA,1.0,MENCZINGER K,3 - 0,194,HUN,3:14
Turnover foul,5.0,3,3,0,FRA,1.0,GUILLET L,3 - 0,166,FRA,2:46
5m shot - Post,2.0,3,3,0,FRA,1.0,CZIGANY D,3 - 0,143,HUN,2:23
Centre shot - Goal,9.0,3,4,0,FRA,1.0,TOTH I,4 - 0,133,HUN,2:13
