Action,Cap,Game,Opponent,Opponent name,Period,Player,RUS,Score,Seconds,Team,Time,Result,Goal
Extra player shot,9.0,1,3,UZB,3.0,HALIKOVA R,15,15 - 3,177,UZB,2:57,Goal,1
Action shot,11.0,1,3,UZB,3.0,IVANOVA E,15,15 - 3,156,RUS,2:36,Post,0
Extra player shot,7.0,1,4,UZB,3.0,PLYUSOVA N,15,15 - 4,130,UZB,2:10,Goal,1
Extra player shot,6.0,1,4,UZB,3.0,BELOVA O,16,16 - 4,98,RUS,1:38,Goal,1
5m shot,2.0,1,4,UZB,3.0,ANTONOVA D,16,16 - 4,1,RUS,0:01,Saved,0
Penalty shot,3.0,1,4,UZB,4.0,PROKOFYEVA E,17,17 - 4,465,RUS,7:45,Goal,1
Counter attack,10.0,1,4,UZB,4.0,BELIAEVA O,18,18 - 4,437,RUS,7:17,Goal,1
Action shot,6.0,1,4,UZB,4.0,BELOVA O,18,18 - 4,399,RUS,6:39,Saved,0
Action shot,4.0,1,4,UZB,4.0,KARIMOVA E,18,18 - 4,397,RUS,6:37,Post,0
Counter attack,10.0,1,4,UZB,4.0,BELIAEVA O,18,18 - 4,370,RUS,6:10,Post,0
5m shot,11.0,2,0,ESP,1.0,IVANOVA E,1,0 - 1,427,RUS,7:07,Goal,1
5m shot,11.0,2,0,ESP,1.0,IVANOVA E,1,0 - 1,377,RUS,6:17,Saved,0
5m shot,3.0,2,0,ESP,1.0,ESPAR A,1,0 - 1,353,ESP,5:53,Blocked,0
5m shot,5.0,2,0,ESP,1.0,ORTIZ M,1,0 - 1,309,ESP,5:09,Post,0
Action shot,5.0,2,0,ESP,1.0,ANTONOVA A,1,0 - 1,266,RUS,4:26,Saved,0
Action shot,8.0,2,0,ESP,1.0,PENA P,1,0 - 1,245,ESP,4:05,Blocked,0
Action shot,4.0,2,0,ESP,1.0,TARRAGO R,1,0 - 1,182,ESP,3:02,Saved,0
Action shot,5.0,2,0,ESP,1.0,ANTONOVA A,1,0 - 1,156,RUS,2:36,Saved,0
5m shot,4.0,2,0,ESP,1.0,TARRAGO R,1,0 - 1,129,ESP,2:09,Saved,0
5m shot,4.0,2,0,ESP,1.0,TARRAGO R,1,0 - 1,105,ESP,1:45,Post,0
5m shot,5.0,2,0,ESP,1.0,ORTIZ M,1,0 - 1,49,ESP,0:49,Post,0
5m shot,13.0,2,0,ESP,1.0,KARNAUKH A,1,0 - 1,2,RUS,0:02,Saved,0
Action shot,3.0,2,0,ESP,2.0,ESPAR A,1,0 - 1,452,ESP,7:32,Missed,0
5m shot,10.0,2,0,ESP,2.0,BELIAEVA O,1,0 - 1,426,RUS,7:06,Saved,0
Action shot,4.0,2,0,ESP,2.0,TARRAGO R,1,0 - 1,406,ESP,6:46,Saved,0
Action shot,9.0,2,0,ESP,2.0,BLAS A,1,0 - 1,400,ESP,6:40,Saved,0
5m shot,11.0,2,0,ESP,2.0,IVANOVA E,1,0 - 1,390,RUS,6:30,Saved,0
Action shot,8.0,2,0,ESP,2.0,PENA P,1,0 - 1,362,ESP,6:02,Post,0
Action shot,8.0,2,0,ESP,2.0,GRINEVA A,1,0 - 1,317,RUS,5:17,Saved,0
Action shot,8.0,2,0,ESP,2.0,PENA P,1,0 - 1,288,ESP,4:48,Blocked,0
Extra player shot,3.0,2,0,ESP,2.0,PROKOFYEVA E,1,0 - 1,242,RUS,4:02,Saved,0
5m shot,4.0,2,0,ESP,2.0,TARRAGO R,1,0 - 1,214,ESP,3:34,Missed,0
5m shot,11.0,2,0,ESP,2.0,IVANOVA E,1,0 - 1,184,RUS,3:04,Blocked,0
Extra player shot,12.0,2,1,ESP,2.0,LOPEZ L,1,1 - 1,143,ESP,2:23,Goal,1
Centre shot,7.0,2,1,ESP,2.0,TANKEEVA E,1,1 - 1,120,RUS,2:00,Post,0
5m shot,12.0,2,2,ESP,2.0,LOPEZ L,1,2 - 1,90,ESP,1:30,Goal,1
5m shot,6.0,2,2,ESP,2.0,PAREJA J,1,2 - 1,36,ESP,0:36,Blocked,0
Extra player shot,5.0,2,2,ESP,2.0,ANTONOVA A,1,2 - 1,5,RUS,0:05,Post,0
5m shot,3.0,2,2,ESP,2.0,PROKOFYEVA E,2,2 - 2,1,RUS,0:01,Goal,1
5m shot,4.0,2,2,ESP,3.0,TARRAGO R,2,2 - 2,453,ESP,7:33,Post,0
5m shot,3.0,2,2,ESP,3.0,PROKOFYEVA E,3,2 - 3,423,RUS,7:03,Goal,1
Action shot,5.0,2,2,ESP,3.0,ORTIZ M,3,2 - 3,397,ESP,6:37,Saved,0
5m shot,5.0,2,2,ESP,3.0,ANTONOVA A,4,2 - 4,329,RUS,5:29,Goal,1
Action shot,5.0,2,2,ESP,3.0,ANTONOVA A,5,2 - 5,258,RUS,4:18,Goal,1
Action shot,12.0,2,2,ESP,3.0,LOPEZ L,5,2 - 5,212,ESP,3:32,Missed,0
Centre shot,9.0,2,3,ESP,3.0,BLAS A,5,3 - 5,168,ESP,2:48,Goal,1
5m shot,6.0,2,3,ESP,3.0,BELOVA O,5,3 - 5,141,RUS,2:21,Post,0
Action shot,3.0,2,3,ESP,3.0,ESPAR A,5,3 - 5,112,ESP,1:52,Saved,0
5m shot,13.0,2,3,ESP,3.0,KARNAUKH A,5,3 - 5,9,RUS,0:09,Saved,0
Counter attack,4.0,2,3,ESP,3.0,TARRAGO R,5,3 - 5,1,ESP,0:01,Saved,0
Counter attack,3.0,2,3,ESP,4.0,PROKOFYEVA E,6,3 - 6,446,RUS,7:26,Goal,1
Action shot,8.0,2,3,ESP,4.0,PENA P,6,3 - 6,418,ESP,6:58,Post,0
5m shot,6.0,2,3,ESP,4.0,BELOVA O,6,3 - 6,337,RUS,5:37,Missed,0
Action shot,3.0,2,3,ESP,4.0,ESPAR A,6,3 - 6,309,ESP,5:09,Missed,0
Centre shot,11.0,2,3,ESP,4.0,GARCIA GODOY M,6,3 - 6,267,ESP,4:27,Post,0
Centre shot,11.0,2,3,ESP,4.0,GARCIA GODOY M,6,3 - 6,265,ESP,4:25,Saved,0
Counter attack,3.0,2,3,ESP,4.0,PROKOFYEVA E,6,3 - 6,257,RUS,4:17,Saved,0
Action shot,3.0,2,3,ESP,4.0,ESPAR A,6,3 - 6,230,ESP,3:50,Post,0
5m shot,12.0,2,4,ESP,4.0,LOPEZ L,6,4 - 6,180,ESP,3:00,Goal,1
5m shot,12.0,2,4,ESP,4.0,LOPEZ L,6,4 - 6,138,ESP,2:18,Post,0
Action shot,3.0,2,4,ESP,4.0,PROKOFYEVA E,7,4 - 7,84,RUS,1:24,Goal,1
Centre shot,9.0,2,5,ESP,4.0,BLAS A,7,5 - 7,66,ESP,1:06,Goal,1
5m shot,4.0,2,6,ESP,4.0,TARRAGO R,7,6 - 7,17,ESP,0:17,Goal,1
Centre shot,10.0,3,0,NED,1.0,BELIAEVA O,1,1 - 0,434,RUS,7:14,Goal,1
Centre shot,10.0,3,0,NED,1.0,BELIAEVA O,2,2 - 0,380,RUS,6:20,Goal,1
Extra player shot,8.0,3,1,NED,1.0,SEVENICH V,2,2 - 1,349,NED,5:49,Goal,1
5m shot,3.0,3,1,NED,1.0,PROKOFYEVA E,2,2 - 1,322,RUS,5:22,Saved,0
Centre shot,8.0,3,1,NED,1.0,SEVENICH V,2,2 - 1,302,NED,5:02,Blocked,0
5m shot,11.0,3,2,NED,1.0,KLAASSEN L,2,2 - 2,250,NED,4:10,Goal,1
5m shot,8.0,3,2,NED,1.0,SEVENICH V,2,2 - 2,192,NED,3:12,Missed,0
Extra player shot,6.0,3,2,NED,1.0,BELOVA O,2,2 - 2,168,RUS,2:48,Post,0
Extra player shot,8.0,3,2,NED,1.0,SEVENICH V,2,2 - 2,133,NED,2:13,Saved,0
Extra player shot,5.0,3,2,NED,1.0,ANTONOVA A,3,3 - 2,93,RUS,1:33,Goal,1
Centre shot,12.0,3,2,NED,1.0,van der MOLEN l,3,3 - 2,81,NED,1:21,Post,0
Action shot,5.0,3,2,NED,1.0,ANTONOVA A,3,3 - 2,53,RUS,0:53,Saved,0
Action shot,10.0,3,3,NED,1.0,GENEE D,3,3 - 3,41,NED,0:41,Goal,1
5m shot,2.0,3,3,NED,2.0,SMIT Y,3,3 - 3,452,NED,7:32,Post,0
5m shot,11.0,3,3,NED,2.0,IVANOVA E,4,4 - 3,423,RUS,7:03,Goal,1
Counter attack,11.0,3,3,NED,2.0,IVANOVA E,5,5 - 3,406,RUS,6:46,Goal,1
5m shot,6.0,3,3,NED,2.0,BELOVA O,5,5 - 3,369,RUS,6:09,Blocked,0
5m shot,7.0,3,3,NED,2.0,van BELKUM I,5,5 - 3,348,NED,5:48,Post,0
Penalty shot,3.0,3,3,NED,2.0,PROKOFYEVA E,5,5 - 3,334,RUS,5:34,Saved,0
Action shot,2.0,3,3,NED,2.0,SMIT Y,5,5 - 3,293,NED,4:53,Post,0
Centre shot,10.0,3,3,NED,2.0,BELIAEVA O,6,6 - 3,269,RUS,4:29,Goal,1
Centre shot,9.0,3,3,NED,2.0,TIMOFEEVA A,7,7 - 3,226,RUS,3:46,Goal,1
Centre shot,10.0,3,3,NED,2.0,GENEE D,7,7 - 3,176,NED,2:56,Saved,0
Counter attack,11.0,3,3,NED,2.0,IVANOVA E,7,7 - 3,153,RUS,2:33,Saved,0
Extra player shot,10.0,3,4,NED,2.0,GENEE D,7,7 - 4,130,NED,2:10,Goal,1
Action shot,7.0,3,4,NED,2.0,van BELKUM I,7,7 - 4,85,NED,1:25,Missed,0
Centre shot,12.0,3,4,NED,2.0,van der MOLEN l,7,7 - 4,52,NED,0:52,Saved,0
5m shot,11.0,3,11,NED,4.0,KLAASSEN L,11,11 - 11,117,NED,1:57,Goal,1
Penalty shot,5.0,3,5,NED,2.0,van der SLOOT S,7,7 - 5,23,NED,0:23,Goal,1
5m shot,3.0,3,5,NED,2.0,PROKOFYEVA E,7,7 - 5,9,RUS,0:09,Missed,0
5m shot,11.0,3,6,NED,3.0,KLAASSEN L,7,7 - 6,465,NED,7:45,Goal,1
5m shot,5.0,3,6,NED,3.0,ANTONOVA A,7,7 - 6,435,RUS,7:15,Saved,0
Action shot,7.0,3,7,NED,3.0,van BELKUM I,7,7 - 7,390,NED,6:30,Goal,1
Action shot,6.0,3,7,NED,3.0,BELOVA O,8,8 - 7,369,RUS,6:09,Goal,1
Centre shot,2.0,3,7,NED,3.0,SMIT Y,8,8 - 7,345,NED,5:45,Missed,0
Action shot,9.0,3,7,NED,3.0,TIMOFEEVA A,8,8 - 7,322,RUS,5:22,Saved,0
Centre shot,10.0,3,7,NED,3.0,GENEE D,8,8 - 7,254,NED,4:14,Saved,0
Action shot,9.0,3,7,NED,3.0,TIMOFEEVA A,8,8 - 7,203,RUS,3:23,Saved,0
5m shot,3.0,3,7,NED,3.0,PROKOFYEVA E,8,8 - 7,151,RUS,2:31,Post,0
Action shot,8.0,3,7,NED,3.0,SEVENICH V,8,8 - 7,26,NED,0:26,Missed,0
5m shot,10.0,3,7,NED,3.0,BELIAEVA O,8,8 - 7,6,RUS,0:06,Post,0
5m shot,8.0,3,7,NED,3.0,SEVENICH V,8,8 - 7,1,NED,0:01,Saved,0
Centre shot,7.0,3,7,NED,4.0,TANKEEVA E,8,8 - 7,455,RUS,7:35,Post,0
Centre shot,7.0,3,7,NED,4.0,TANKEEVA E,9,9 - 7,453,RUS,7:33,Goal,1
5m shot,11.0,3,8,NED,4.0,KLAASSEN L,9,9 - 8,433,NED,7:13,Goal,1
Action shot,5.0,3,8,NED,4.0,ANTONOVA A,9,9 - 8,365,RUS,6:05,Post,0
Action shot,8.0,3,8,NED,4.0,SEVENICH V,9,9 - 8,338,NED,5:38,Blocked,0
Counter attack,11.0,3,8,NED,4.0,IVANOVA E,9,9 - 8,328,RUS,5:28,Saved,0
Counter attack,11.0,3,8,NED,4.0,IVANOVA E,10,10 - 8,326,RUS,5:26,Goal,1
Extra player shot,2.0,3,9,NED,4.0,SMIT Y,10,10 - 9,295,NED,4:55,Goal,1
Centre shot,12.0,3,10,NED,4.0,van der MOLEN l,10,10 - 10,254,NED,4:14,Goal,1
Action shot,4.0,3,10,NED,4.0,KARIMOVA E,11,11 - 10,221,RUS,3:41,Goal,1
Extra player shot,6.0,3,11,NED,4.0,BELOVA O,12,12 - 11,78,RUS,1:18,Goal,1
Extra player shot,7.0,3,12,NED,4.0,van BELKUM I,12,12 - 12,49,NED,0:49,Goal,1
5m shot,3.0,3,12,NED,4.0,PROKOFYEVA E,12,12 - 12,28,RUS,0:28,Missed,0
Extra player shot,4.0,4,0,RSA,1.0,KARIMOVA E,0,0 - 0,449,RUS,7:29,Post,0
Action shot,2.0,4,0,RSA,1.0,ANTONOVA D,1,1 - 0,417,RUS,6:57,Goal,1
Centre shot,4.0,4,0,RSA,1.0,KARIMOVA E,2,2 - 0,374,RUS,6:14,Goal,1
Extra player shot,2.0,4,0,RSA,1.0,SCHMIDT K,2,2 - 0,347,RSA,5:47,Saved,0
Action shot,2.0,4,0,RSA,1.0,ANTONOVA D,3,3 - 0,318,RUS,5:18,Goal,1
5m shot,12.0,4,0,RSA,1.0,WHITE K,3,3 - 0,274,RSA,4:34,Saved,0
Action shot,12.0,4,0,RSA,1.0,ZELENTSOVA E,4,4 - 0,182,RUS,3:02,Goal,1
Penalty shot,3.0,4,0,RSA,1.0,PROKOFYEVA E,5,5 - 0,86,RUS,1:26,Goal,1
Extra player shot,8.0,4,0,RSA,1.0,KEET L,5,5 - 0,55,RSA,0:55,Post,0
Action shot,9.0,4,0,RSA,1.0,TIMOFEEVA A,5,5 - 0,23,RUS,0:23,Blocked,0
5m shot,8.0,4,0,RSA,2.0,KEET L,5,5 - 0,471,RSA,7:51,Blocked,0
Extra player shot,7.0,4,0,RSA,2.0,TANKEEVA E,6,6 - 0,449,RUS,7:29,Goal,1
Extra player shot,3.0,4,1,RSA,2.0,PALEY K,6,6 - 1,424,RSA,7:04,Goal,1
Extra player shot,10.0,4,1,RSA,2.0,BELIAEVA O,6,6 - 1,396,RUS,6:36,Saved,0
Centre shot,10.0,4,1,RSA,2.0,BELIAEVA O,7,7 - 1,387,RUS,6:27,Goal,1
Action shot,12.0,4,1,RSA,2.0,WHITE K,7,7 - 1,351,RSA,5:51,Saved,0
Counter attack,10.0,4,1,RSA,2.0,BELIAEVA O,8,8 - 1,310,RUS,5:10,Goal,1
Centre shot,7.0,4,1,RSA,2.0,KAY K,8,8 - 1,294,RSA,4:54,Saved,0
Counter attack,4.0,4,1,RSA,2.0,KARIMOVA E,9,9 - 1,282,RUS,4:42,Goal,1
Counter attack,6.0,4,1,RSA,2.0,BELOVA O,10,10 - 1,249,RUS,4:09,Goal,1
5m shot,9.0,4,1,RSA,2.0,CHRISTIAN D,10,10 - 1,232,RSA,3:52,Blocked,0
Centre shot,8.0,4,2,RSA,2.0,KEET L,10,10 - 2,228,RSA,3:48,Goal,1
Action shot,9.0,4,2,RSA,2.0,TIMOFEEVA A,10,10 - 2,190,RUS,3:10,Saved,0
Action shot,5.0,4,2,RSA,2.0,ANTONOVA A,10,10 - 2,178,RUS,2:58,Post,0
Action shot,8.0,4,2,RSA,2.0,GRINEVA A,11,11 - 2,101,RUS,1:41,Goal,1
5m shot,12.0,4,2,RSA,2.0,WHITE K,11,11 - 2,80,RSA,1:20,Saved,0
Counter attack,11.0,4,2,RSA,2.0,IVANOVA E,11,11 - 2,66,RUS,1:06,Saved,0
5m shot,8.0,4,2,RSA,2.0,KEET L,11,11 - 2,41,RSA,0:41,Missed,0
Action shot,4.0,4,2,RSA,4.0,KARIMOVA E,11,11 - 2,22,RUS,0:22,Post,0
Counter attack,3.0,4,2,RSA,2.0,PROKOFYEVA E,12,12 - 2,31,RUS,0:31,Goal,1
Action shot,10.0,4,2,RSA,2.0,KEET M,12,12 - 2,3,RSA,0:03,Saved,0
Action shot,6.0,4,2,RSA,3.0,BELOVA O,12,12 - 2,459,RUS,7:39,Missed,0
Extra player shot,3.0,4,2,RSA,3.0,PROKOFYEVA E,13,13 - 2,441,RUS,7:21,Goal,1
Action shot,12.0,4,2,RSA,3.0,ZELENTSOVA E,13,13 - 2,413,RUS,6:53,Post,0
Centre shot,10.0,4,2,RSA,3.0,BELIAEVA O,13,13 - 2,404,RUS,6:44,Saved,0
Extra player shot,10.0,4,2,RSA,3.0,BELIAEVA O,14,14 - 2,355,RUS,5:55,Goal,1
Action shot,7.0,4,2,RSA,3.0,KAY K,14,14 - 2,338,RSA,5:38,Saved,0
Centre shot,12.0,4,2,RSA,3.0,ZELENTSOVA E,14,14 - 2,320,RUS,5:20,Saved,0
Extra player shot,10.0,4,2,RSA,3.0,BELIAEVA O,15,15 - 2,266,RUS,4:26,Goal,1
Extra player shot,11.0,4,2,RSA,3.0,IVANOVA E,15,15 - 2,227,RUS,3:47,Saved,0
Action shot,9.0,4,2,RSA,3.0,TIMOFEEVA A,16,16 - 2,210,RUS,3:30,Goal,1
Action shot,8.0,4,2,RSA,3.0,KEET L,16,16 - 2,194,RSA,3:14,Saved,0
5m shot,3.0,4,2,RSA,3.0,PROKOFYEVA E,17,17 - 2,172,RUS,2:52,Goal,1
Extra player shot,7.0,4,2,RSA,3.0,TANKEEVA E,18,18 - 2,114,RUS,1:54,Goal,1
Extra player shot,10.0,4,3,RSA,3.0,KEET M,18,18 - 3,84,RSA,1:24,Goal,1
Extra player shot,5.0,4,3,RSA,3.0,SCHOOLING M,18,18 - 3,20,RSA,0:20,Blocked,0
Action shot,6.0,4,3,RSA,3.0,SCHOOLING T,18,18 - 3,17,RSA,0:17,Blocked,0
5m shot,2.0,4,3,RSA,3.0,ANTONOVA D,18,18 - 3,1,RUS,0:01,Missed,0
5m shot,10.0,4,3,RSA,4.0,KEET M,18,18 - 3,437,RSA,7:17,Blocked,0
Centre shot,10.0,4,3,RSA,4.0,BELIAEVA O,18,18 - 3,393,RUS,6:33,Post,0
Centre shot,10.0,4,3,RSA,4.0,BELIAEVA O,19,19 - 3,392,RUS,6:32,Goal,1
Centre shot,3.0,4,3,RSA,4.0,PALEY K,19,19 - 3,367,RSA,6:07,Saved,0
Action shot,11.0,4,3,RSA,4.0,IVANOVA E,20,20 - 3,346,RUS,5:46,Goal,1
Action shot,5.0,4,3,RSA,4.0,ANTONOVA A,21,21 - 3,304,RUS,5:04,Goal,1
Action shot,6.0,4,3,RSA,4.0,SCHOOLING T,21,21 - 3,279,RSA,4:39,Saved,0
Action shot,5.0,4,3,RSA,4.0,ANTONOVA A,21,21 - 3,250,RUS,4:10,Saved,0
Action shot,6.0,4,3,RSA,4.0,SCHOOLING T,21,21 - 3,224,RSA,3:44,Saved,0
Counter attack,4.0,4,3,RSA,4.0,KARIMOVA E,22,22 - 3,204,RUS,3:24,Goal,1
5m shot,12.0,4,3,RSA,4.0,WHITE K,22,22 - 3,182,RSA,3:02,Missed,0
Penalty shot,3.0,4,3,RSA,4.0,PROKOFYEVA E,22,22 - 3,167,RUS,2:47,Post,0
Centre shot,8.0,4,3,RSA,4.0,KEET L,22,22 - 3,143,RSA,2:23,Missed,0
Action shot,6.0,4,3,RSA,4.0,BELOVA O,22,22 - 3,120,RUS,2:00,Post,0
5m shot,3.0,5,0,CAN,1.0,PROKOFYEVA E,1,1 - 0,457,RUS,7:37,Goal,1
Counter attack,11.0,5,0,CAN,1.0,IVANOVA E,2,2 - 0,430,RUS,7:10,Goal,1
Action shot,5.0,5,0,CAN,1.0,EGGENS M,2,2 - 0,408,CAN,6:48,Missed,0
Action shot,7.0,5,0,CAN,1.0,BEKHAZI J,2,2 - 0,359,CAN,5:59,Post,0
5m shot,11.0,5,0,CAN,1.0,IVANOVA E,3,3 - 0,335,RUS,5:35,Goal,1
5m shot,5.0,5,0,CAN,1.0,ANTONOVA A,3,3 - 0,303,RUS,5:03,Missed,0
5m shot,5.0,5,0,CAN,1.0,EGGENS M,3,3 - 0,268,CAN,4:28,Saved,0
Action shot,5.0,5,0,CAN,1.0,EGGENS M,3,3 - 0,221,CAN,3:41,Post,0
Action shot,11.0,5,0,CAN,1.0,IVANOVA E,3,3 - 0,198,RUS,3:18,Saved,0
Centre shot,3.0,5,1,CAN,1.0,MONTON K,3,3 - 1,181,CAN,3:01,Goal,1
Centre shot,7.0,5,1,CAN,1.0,TANKEEVA E,3,3 - 1,162,RUS,2:42,Saved,0
Action shot,9.0,5,1,CAN,1.0,EGGENS C,3,3 - 1,134,CAN,2:14,Post,0
Action shot,8.0,5,1,CAN,1.0,PERREAULT D,3,3 - 1,116,CAN,1:56,Saved,0
Counter attack,3.0,5,1,CAN,1.0,PROKOFYEVA E,4,4 - 1,100,RUS,1:40,Goal,1
Action shot,7.0,5,2,CAN,1.0,BEKHAZI J,4,4 - 2,73,CAN,1:13,Goal,1
Extra player shot,6.0,5,2,CAN,1.0,BELOVA O,5,5 - 2,27,RUS,0:27,Goal,1
5m shot,3.0,5,2,CAN,1.0,PROKOFYEVA E,5,5 - 2,4,RUS,0:04,Saved,0
Extra player shot,5.0,5,2,CAN,2.0,ANTONOVA A,6,6 - 2,443,RUS,7:23,Goal,1
Action shot,7.0,5,2,CAN,2.0,BEKHAZI J,6,6 - 2,414,CAN,6:54,Post,0
5m shot,3.0,5,2,CAN,2.0,PROKOFYEVA E,6,6 - 2,384,RUS,6:24,Missed,0
Extra player shot,10.0,5,2,CAN,2.0,BELIAEVA O,7,7 - 2,305,RUS,5:05,Goal,1
Action shot,5.0,5,2,CAN,2.0,EGGENS M,7,7 - 2,275,CAN,4:35,Blocked,0
Action shot,5.0,5,2,CAN,2.0,ANTONOVA A,7,7 - 2,249,RUS,4:09,Post,0
Action shot,6.0,5,2,CAN,2.0,BELOVA O,7,7 - 2,210,RUS,3:30,Blocked,0
Action shot,4.0,5,3,CAN,2.0,WRIGHT E,7,7 - 3,184,CAN,3:04,Goal,1
Centre shot,7.0,5,3,CAN,2.0,TANKEEVA E,8,8 - 3,163,RUS,2:43,Goal,1
Action shot,7.0,5,3,CAN,2.0,BEKHAZI J,8,8 - 3,139,CAN,2:19,Blocked,0
Centre shot,12.0,5,3,CAN,2.0,ZELENTSOVA E,8,8 - 3,126,RUS,2:06,Saved,0
5m shot,10.0,5,3,CAN,2.0,ROBINSON C,8,8 - 3,97,CAN,1:37,Post,0
Extra player shot,10.0,5,3,CAN,2.0,BELIAEVA O,8,8 - 3,60,RUS,1:00,Saved,0
5m shot,3.0,5,3,CAN,2.0,PROKOFYEVA E,8,8 - 3,10,RUS,0:10,Blocked,0
Extra player shot,5.0,5,4,CAN,3.0,EGGENS M,8,8 - 4,452,CAN,7:32,Goal,1
Action shot,12.0,5,4,CAN,3.0,ZELENTSOVA E,8,8 - 4,428,RUS,7:08,Saved,0
Extra player shot,10.0,5,4,CAN,3.0,BELIAEVA O,9,9 - 4,407,RUS,6:47,Goal,1
Counter attack,6.0,5,4,CAN,3.0,BELOVA O,10,10 - 4,331,RUS,5:31,Goal,1
Action shot,4.0,5,4,CAN,3.0,KARIMOVA E,10,10 - 4,288,RUS,4:48,Blocked,0
Penalty shot,7.0,5,5,CAN,3.0,BEKHAZI J,10,10 - 5,268,CAN,4:28,Goal,1
5m shot,8.0,5,5,CAN,3.0,GRINEVA A,10,10 - 5,239,RUS,3:59,Saved,0
5m shot,11.0,5,5,CAN,3.0,IVANOVA E,11,11 - 5,221,RUS,3:41,Goal,1
Centre shot,3.0,5,6,CAN,3.0,MONTON K,11,11 - 6,192,CAN,3:12,Goal,1
5m shot,5.0,5,6,CAN,3.0,ANTONOVA A,12,12 - 6,164,RUS,2:44,Goal,1
Extra player shot,7.0,5,6,CAN,3.0,BEKHAZI J,12,12 - 6,129,CAN,2:09,Saved,0
Action shot,5.0,5,6,CAN,3.0,EGGENS M,12,12 - 6,120,CAN,2:00,Missed,0
