Action,Cap,Game,Opponent,Opponent name,Period,Player,RUS,Score,Seconds,Team,Time
Steal,4.0,3,3,NED,2.0,KARIMOVA E,5,5 - 3,391,RUS,6:31
5m shot - Blocked,6.0,3,3,NED,2.0,BELOVA O,5,5 - 3,369,RUS,6:09
5m shot - Post,7.0,3,3,NED,2.0,van BELKUM I,5,5 - 3,348,NED,5:48
Penalty foul,8.0,3,3,NED,2.0,SEVENICH V,5,5 - 3,334,NED,5:34
Penalty shot - Saved,3.0,3,3,NED,2.0,PROKOFYEVA E,5,5 - 3,334,RUS,5:34
20 sec. exclusion in centre,6.0,3,3,NED,2.0,BELOVA O,5,5 - 3,314,RUS,5:14
Action shot - Post,2.0,3,3,NED,2.0,SMIT Y,5,5 - 3,293,NED,4:53
Centre shot - Goal,10.0,3,3,NED,2.0,BELIAEVA O,6,6 - 3,269,RUS,4:29
Time-Out,,3,3,NED,2.0,,6,6 - 3,269,NED,4:29
Turnover foul,11.0,3,3,NED,2.0,KLAASSEN L,6,6 - 3,240,NED,4:00
Steal,4.0,3,3,NED,2.0,KARIMOVA E,6,6 - 3,240,RUS,4:00
Centre shot - Goal,9.0,3,3,NED,2.0,TIMOFEEVA A,7,7 - 3,226,RUS,3:46
Turnover foul,12.0,3,3,NED,2.0,van der MOLEN l,7,7 - 3,214,NED,3:34
Steal,8.0,3,3,NED,2.0,GRINEVA A,7,7 - 3,214,RUS,3:34
Turnover foul,4.0,3,3,NED,2.0,KARIMOVA E,7,7 - 3,187,RUS,3:07
Centre shot - Saved,10.0,3,3,NED,2.0,GENEE D,7,7 - 3,176,NED,2:56
Turnover foul,10.0,3,3,NED,2.0,GENEE D,7,7 - 3,166,NED,2:46
Steal,3.0,3,3,NED,2.0,PROKOFYEVA E,7,7 - 3,166,RUS,2:46
Counter attack - Saved,11.0,3,3,NED,2.0,IVANOVA E,7,7 - 3,153,RUS,2:33
20 sec. exclusion in field,10.0,3,3,NED,2.0,BELIAEVA O,7,7 - 3,150,RUS,2:30
Extra player shot - Goal,10.0,3,4,NED,2.0,GENEE D,7,7 - 4,130,NED,2:10
Turnover foul,10.0,3,4,NED,2.0,BELIAEVA O,7,7 - 4,112,RUS,1:52
Action shot - Missed,7.0,3,4,NED,2.0,van BELKUM I,7,7 - 4,85,NED,1:25
Turnover foul,10.0,3,4,NED,2.0,BELIAEVA O,7,7 - 4,77,RUS,1:17
Steal,7.0,3,4,NED,2.0,van BELKUM I,7,7 - 4,77,NED,1:17
Centre shot - Saved,12.0,3,4,NED,2.0,van der MOLEN l,7,7 - 4,52,NED,0:52
Turnover foul,3.0,3,4,NED,2.0,PROKOFYEVA E,7,7 - 4,43,RUS,0:43
Penalty foul,8.0,3,4,NED,2.0,GRINEVA A,7,7 - 4,23,RUS,0:23
Exclusion with substitution,2.0,3,4,NED,4.0,SMIT Y,7,7 - 4,214,NED,3:34
Turnover foul,10.0,3,4,NED,4.0,BELIAEVA O,7,7 - 4,189,RUS,3:09
Turnover foul,8.0,3,4,NED,4.0,SEVENICH V,7,7 - 4,162,NED,2:42
Turnover foul,3.0,3,4,NED,4.0,PROKOFYEVA E,7,7 - 4,137,RUS,2:17
Steal,4.0,3,4,NED,4.0,HAKHVERDIAN B,7,7 - 4,137,NED,2:17
5m shot - Goal,11.0,3,11,NED,4.0,KLAASSEN L,11,11 - 11,117,NED,1:57
20 sec. exclusion in field,7.0,3,11,NED,4.0,van BELKUM I,11,11 - 11,96,NED,1:36
Penalty shot - Goal,5.0,3,5,NED,2.0,van der SLOOT S,7,7 - 5,23,NED,0:23
5m shot - Missed,3.0,3,5,NED,2.0,PROKOFYEVA E,7,7 - 5,9,RUS,0:09
Turnover foul,11.0,3,5,NED,2.0,KLAASSEN L,7,7 - 5,2,NED,0:02
Steal,3.0,3,5,NED,2.0,PROKOFYEVA E,7,7 - 5,2,RUS,0:02
Starting goalkeeper,13.0,3,5,NED,3.0,KARNAUKH A,7,7 - 5,480,RUS,8:00
Starting goalkeeper,1.0,3,5,NED,3.0,van der MEIJDEN I,7,7 - 5,480,NED,8:00
Sprint won possession,7.0,3,5,NED,3.0,van BELKUM I,7,7 - 5,480,NED,8:00
5m shot - Goal,11.0,3,6,NED,3.0,KLAASSEN L,7,7 - 6,465,NED,7:45
5m shot - Saved,5.0,3,6,NED,3.0,ANTONOVA A,7,7 - 6,435,RUS,7:15
Turnover foul,10.0,3,6,NED,3.0,BELIAEVA O,7,7 - 6,428,RUS,7:08
Steal,8.0,3,6,NED,3.0,SEVENICH V,7,7 - 6,428,NED,7:08
20 sec. exclusion in centre,11.0,3,6,NED,3.0,IVANOVA E,7,7 - 6,414,RUS,6:54
Action shot - Goal,7.0,3,7,NED,3.0,van BELKUM I,7,7 - 7,390,NED,6:30
Action shot - Goal,6.0,3,7,NED,3.0,BELOVA O,8,8 - 7,369,RUS,6:09
Centre shot - Missed,2.0,3,7,NED,3.0,SMIT Y,8,8 - 7,345,NED,5:45
Action shot - Saved,9.0,3,7,NED,3.0,TIMOFEEVA A,8,8 - 7,322,RUS,5:22
20 sec. exclusion in field,5.0,3,7,NED,3.0,ANTONOVA A,8,8 - 7,305,RUS,5:05
Turnover foul,7.0,3,7,NED,3.0,van BELKUM I,8,8 - 7,286,NED,4:46
Steal,3.0,3,7,NED,3.0,PROKOFYEVA E,8,8 - 7,286,RUS,4:46
Turnover foul,3.0,3,7,NED,3.0,PROKOFYEVA E,8,8 - 7,274,RUS,4:34
Steal,7.0,3,7,NED,3.0,van BELKUM I,8,8 - 7,274,NED,4:34
Centre shot - Saved,10.0,3,7,NED,3.0,GENEE D,8,8 - 7,254,NED,4:14
20 sec. exclusion in field,10.0,3,7,NED,3.0,GENEE D,8,8 - 7,226,NED,3:46
Action shot - Saved,9.0,3,7,NED,3.0,TIMOFEEVA A,8,8 - 7,203,RUS,3:23
Turnover foul,8.0,3,7,NED,3.0,SEVENICH V,8,8 - 7,176,NED,2:56
Steal,6.0,3,7,NED,3.0,BELOVA O,8,8 - 7,176,RUS,2:56
5m shot - Post,3.0,3,7,NED,3.0,PROKOFYEVA E,8,8 - 7,151,RUS,2:31
Turnover foul,7.0,3,7,NED,3.0,van BELKUM I,8,8 - 7,127,NED,2:07
Turnover foul,10.0,3,7,NED,3.0,BELIAEVA O,8,8 - 7,110,RUS,1:50
Turnover foul,2.0,3,7,NED,3.0,SMIT Y,8,8 - 7,81,NED,1:21
Steal,6.0,3,7,NED,3.0,BELOVA O,8,8 - 7,81,RUS,1:21
Turnover foul,4.0,3,7,NED,3.0,KARIMOVA E,8,8 - 7,61,RUS,1:01
Steal,7.0,3,7,NED,3.0,van BELKUM I,8,8 - 7,61,NED,1:01
20 sec. exclusion in field,4.0,3,7,NED,3.0,KARIMOVA E,8,8 - 7,59,RUS,0:59
Time-Out,,3,7,NED,3.0,,8,8 - 7,59,NED,0:59
Action shot - Missed,8.0,3,7,NED,3.0,SEVENICH V,8,8 - 7,26,NED,0:26
5m shot - Post,10.0,3,7,NED,3.0,BELIAEVA O,8,8 - 7,6,RUS,0:06
5m shot - Saved,8.0,3,7,NED,3.0,SEVENICH V,8,8 - 7,1,NED,0:01
Starting goalkeeper,1.0,3,7,NED,4.0,van der MEIJDEN I,8,8 - 7,480,NED,8:00
Starting goalkeeper,13.0,3,7,NED,4.0,KARNAUKH A,8,8 - 7,480,RUS,8:00
Sprint won possession,2.0,3,7,NED,4.0,ANTONOVA D,8,8 - 7,480,RUS,8:00
Centre shot - Post,7.0,3,7,NED,4.0,TANKEEVA E,8,8 - 7,455,RUS,7:35
Centre shot - Goal,7.0,3,7,NED,4.0,TANKEEVA E,9,9 - 7,453,RUS,7:33
5m shot - Goal,11.0,3,8,NED,4.0,KLAASSEN L,9,9 - 8,433,NED,7:13
Turnover foul,2.0,3,8,NED,4.0,ANTONOVA D,9,9 - 8,417,RUS,6:57
Steal,8.0,3,8,NED,4.0,SEVENICH V,9,9 - 8,417,NED,6:57
Turnover foul,12.0,3,8,NED,4.0,van der MOLEN l,9,9 - 8,408,NED,6:48
20 sec. exclusion in field,8.0,3,8,NED,4.0,SEVENICH V,9,9 - 8,391,NED,6:31
Time-Out,,3,8,NED,4.0,,9,9 - 8,391,RUS,6:31
Action shot - Post,5.0,3,8,NED,4.0,ANTONOVA A,9,9 - 8,365,RUS,6:05
Action shot - Blocked,8.0,3,8,NED,4.0,SEVENICH V,9,9 - 8,338,NED,5:38
Counter attack - Saved,11.0,3,8,NED,4.0,IVANOVA E,9,9 - 8,328,RUS,5:28
Counter attack - Goal,11.0,3,8,NED,4.0,IVANOVA E,10,10 - 8,326,RUS,5:26
20 sec. exclusion in centre,3.0,3,8,NED,4.0,PROKOFYEVA E,10,10 - 8,306,RUS,5:06
Extra player shot - Goal,2.0,3,9,NED,4.0,SMIT Y,10,10 - 9,295,NED,4:55
Turnover foul,4.0,3,9,NED,4.0,KARIMOVA E,10,10 - 9,275,RUS,4:35
Steal,12.0,3,9,NED,4.0,van der MOLEN l,10,10 - 9,275,NED,4:35
Centre shot - Goal,12.0,3,10,NED,4.0,van der MOLEN l,10,10 - 10,254,NED,4:14
20 sec. exclusion in field,2.0,3,10,NED,4.0,SMIT Y,10,10 - 10,244,NED,4:04
Action shot - Goal,4.0,3,10,NED,4.0,KARIMOVA E,11,11 - 10,221,RUS,3:41
Turnover foul,2.0,3,10,NED,4.0,SMIT Y,11,11 - 10,215,NED,3:35
Steal,3.0,3,10,NED,4.0,PROKOFYEVA E,11,11 - 10,215,RUS,3:35
20 sec. exclusion in field,2.0,3,10,NED,4.0,SMIT Y,11,11 - 10,214,NED,3:34
Extra player shot - Goal,6.0,3,11,NED,4.0,BELOVA O,12,12 - 11,78,RUS,1:18
20 sec. exclusion in field,5.0,3,11,NED,4.0,ANTONOVA A,12,12 - 11,62,RUS,1:02
Extra player shot - Goal,7.0,3,12,NED,4.0,van BELKUM I,12,12 - 12,49,NED,0:49
5m shot - Missed,3.0,3,12,NED,4.0,PROKOFYEVA E,12,12 - 12,28,RUS,0:28
