Action,Cap,Game,Opponent,Opponent name,Period,Player,SRB,Score,Seconds,Team,Time
5m shot - Saved,4.0,5,0,ITA,2.0,RANDELOVIC S,4,0 - 4,405,SRB,6:45
20 sec. exclusion in centre,5.0,5,0,ITA,2.0,CUK M,4,0 - 4,386,SRB,6:26
Extra player shot - Goal,5.0,5,1,ITA,2.0,GIORGETTI A,4,1 - 4,371,ITA,6:11
5m shot - Saved,10.0,5,1,ITA,2.0,FILIPOVIC F,4,1 - 4,346,SRB,5:46
Turnover foul,11.0,5,1,ITA,2.0,PRLAINOVIC A,4,1 - 4,329,SRB,5:29
Action shot - Saved,6.0,5,1,ITA,2.0,FONDELLI A,4,1 - 4,313,ITA,5:13
Turnover foul,12.0,5,1,ITA,2.0,MITROVIC S,4,1 - 4,283,SRB,4:43
Steal,8.0,5,1,ITA,2.0,PRESCIUTTI N,4,1 - 4,283,ITA,4:43
Action shot - Saved,5.0,5,1,ITA,2.0,GIORGETTI A,4,1 - 4,261,ITA,4:21
Counter attack - Goal,12.0,5,1,ITA,2.0,MITROVIC S,5,1 - 5,246,SRB,4:06
20 sec. exclusion in centre,8.0,5,1,ITA,2.0,ALEKSIC M,5,1 - 5,234,SRB,3:54
Extra player shot - Saved,5.0,5,1,ITA,2.0,GIORGETTI A,5,1 - 5,214,ITA,3:34
Counter attack - Goal,3.0,5,1,ITA,2.0,GOCIC Z,6,1 - 6,198,SRB,3:18
5m shot - Goal,2.0,5,2,ITA,2.0,DI FULVIO F,6,2 - 6,168,ITA,2:48
20 sec. exclusion in centre,7.0,5,2,ITA,2.0,GIACOPPO M,6,2 - 6,154,ITA,2:34
Time-Out,,5,2,ITA,2.0,,6,2 - 6,154,SRB,2:34
Extra player shot - Saved,7.0,5,2,ITA,2.0,NIKIC S,6,2 - 6,134,SRB,2:14
20 sec. exclusion in centre,6.0,5,2,ITA,2.0,FONDELLI A,6,2 - 6,107,ITA,1:47
Extra player shot - Goal,9.0,5,2,ITA,2.0,JAKSIC N,7,2 - 7,92,SRB,1:32
Action shot - Blocked,3.0,5,2,ITA,2.0,VELOTTO A,7,2 - 7,65,ITA,1:05
Action shot - Goal,12.0,5,2,ITA,2.0,MITROVIC S,8,2 - 8,42,SRB,0:42
Turnover foul,4.0,5,2,ITA,2.0,FIGLIOLI P,8,2 - 8,17,ITA,0:17
Turnover foul,2.0,5,2,ITA,4.0,MANDIC D,8,2 - 8,51,SRB,0:51
Centre shot - Blocked,8.0,5,2,ITA,4.0,PRESCIUTTI N,8,2 - 8,33,ITA,0:33
Steal,11.0,5,2,ITA,2.0,PRLAINOVIC A,8,2 - 8,17,SRB,0:17
20 sec. exclusion in centre,5.0,5,2,ITA,2.0,GIORGETTI A,8,2 - 8,1,ITA,0:01
Starting goalkeeper,1.0,5,2,ITA,3.0,TEMPESTI S,8,2 - 8,480,ITA,8:00
Starting goalkeeper,13.0,5,2,ITA,3.0,MITROVIC B,8,2 - 8,480,SRB,8:00
Sprint won possession,4.0,5,2,ITA,3.0,FIGLIOLI P,8,2 - 8,480,ITA,8:00
Action shot - Saved,10.0,5,2,ITA,3.0,LUONGO S,8,2 - 8,457,ITA,7:37
Turnover foul,11.0,5,2,ITA,3.0,AICARDI M,8,2 - 8,454,ITA,7:34
Turnover foul,11.0,5,2,ITA,3.0,PRLAINOVIC A,8,2 - 8,440,SRB,7:20
Action shot - Goal,6.0,5,3,ITA,3.0,FONDELLI A,8,3 - 8,417,ITA,6:57
Centre shot - Goal,6.0,5,3,ITA,3.0,PIJETLOVIC D,9,3 - 9,397,SRB,6:37
Action shot - Goal,12.0,5,4,ITA,3.0,BARALDI F,9,4 - 9,372,ITA,6:12
5m shot - Saved,5.0,5,4,ITA,3.0,CUK M,9,4 - 9,353,SRB,5:53
20 sec. exclusion in centre,7.0,5,4,ITA,3.0,GIACOPPO M,9,4 - 9,336,ITA,5:36
Extra player shot - Blocked,5.0,5,4,ITA,3.0,CUK M,9,4 - 9,315,SRB,5:15
Turnover foul,10.0,5,4,ITA,3.0,LUONGO S,9,4 - 9,291,ITA,4:51
Yellow card,,5,4,ITA,3.0,Team Official,9,4 - 9,291,ITA,4:51
Turnover foul,11.0,5,4,ITA,3.0,PRLAINOVIC A,9,4 - 9,273,SRB,4:33
20 sec. exclusion in centre,7.0,5,4,ITA,3.0,NIKIC S,9,4 - 9,252,SRB,4:12
Action shot - Saved,10.0,5,4,ITA,3.0,LUONGO S,9,4 - 9,230,ITA,3:50
Turnover foul,5.0,5,4,ITA,3.0,CUK M,9,4 - 9,206,SRB,3:26
Steal,6.0,5,4,ITA,3.0,FONDELLI A,9,4 - 9,206,ITA,3:26
20 sec. exclusion in centre,6.0,5,4,ITA,3.0,PIJETLOVIC D,9,4 - 9,206,SRB,3:26
Time-Out,,5,4,ITA,3.0,,9,4 - 9,206,ITA,3:26
Centre shot - Saved,3.0,5,4,ITA,3.0,VELOTTO A,9,4 - 9,181,ITA,3:01
Turnover foul,10.0,5,4,ITA,3.0,FILIPOVIC F,9,4 - 9,153,SRB,2:33
Turnover foul,5.0,5,4,ITA,3.0,GIORGETTI A,9,4 - 9,127,ITA,2:07
Steal,12.0,5,4,ITA,3.0,MITROVIC S,9,4 - 9,127,SRB,2:07
Action shot - Missed,12.0,5,4,ITA,3.0,MITROVIC S,9,4 - 9,100,SRB,1:40
20 sec. exclusion in field,6.0,5,4,ITA,3.0,PIJETLOVIC D,9,4 - 9,79,SRB,1:19
Extra player shot - Blocked,6.0,5,4,ITA,3.0,FONDELLI A,9,4 - 9,59,ITA,0:59
Action shot - Post,10.0,5,4,ITA,3.0,LUONGO S,9,4 - 9,40,ITA,0:40
Action shot - Saved,2.0,5,4,ITA,3.0,DI FULVIO F,9,4 - 9,17,ITA,0:17
Time-Out,,5,4,ITA,3.0,,9,4 - 9,17,SRB,0:17
5m shot - Saved,10.0,5,4,ITA,3.0,FILIPOVIC F,9,4 - 9,4,SRB,0:04
5m shot - Post,5.0,5,4,ITA,3.0,CUK M,9,4 - 9,0,SRB,0:00
Starting goalkeeper,1.0,5,4,ITA,4.0,TEMPESTI S,9,4 - 9,480,ITA,8:00
Starting goalkeeper,13.0,5,4,ITA,4.0,MITROVIC B,9,4 - 9,480,SRB,8:00
Sprint won possession,4.0,5,4,ITA,4.0,FIGLIOLI P,9,4 - 9,480,ITA,8:00
20 sec. exclusion in centre,3.0,5,4,ITA,4.0,GOCIC Z,9,4 - 9,457,SRB,7:37
Turnover foul,3.0,5,4,ITA,4.0,VELOTTO A,9,4 - 9,429,ITA,7:09
Steal,12.0,5,4,ITA,4.0,MITROVIC S,9,4 - 9,429,SRB,7:09
20 sec. exclusion in centre,8.0,5,4,ITA,4.0,PRESCIUTTI N,9,4 - 9,409,ITA,6:49
Extra player shot - Goal,8.0,5,4,ITA,4.0,ALEKSIC M,10,4 - 10,392,SRB,6:32
20 sec. exclusion in centre,4.0,5,4,ITA,4.0,RANDELOVIC S,10,4 - 10,364,SRB,6:04
Yellow card,,5,4,ITA,4.0,Team Official,10,4 - 10,358,SRB,5:58
Action shot - Saved,7.0,5,4,ITA,4.0,GIACOPPO M,10,4 - 10,339,ITA,5:39
5m shot - Blocked,10.0,5,4,ITA,4.0,FILIPOVIC F,10,4 - 10,318,SRB,5:18
Action shot - Goal,6.0,5,5,ITA,4.0,FONDELLI A,10,5 - 10,301,ITA,5:01
5m shot - Saved,10.0,5,5,ITA,4.0,FILIPOVIC F,10,5 - 10,277,SRB,4:37
20 sec. exclusion in centre,6.0,5,5,ITA,4.0,PIJETLOVIC D,10,5 - 10,273,SRB,4:33
Exclusion with substitution,6.0,5,5,ITA,4.0,PIJETLOVIC D,10,5 - 10,273,SRB,4:33
Time-Out,,5,5,ITA,4.0,,10,5 - 10,273,ITA,4:33
Action shot - Saved,10.0,5,5,ITA,4.0,LUONGO S,10,5 - 10,249,ITA,4:09
Action shot - Missed,10.0,5,5,ITA,4.0,FILIPOVIC F,10,5 - 10,221,SRB,3:41
Action shot - Saved,11.0,5,5,ITA,4.0,AICARDI M,10,5 - 10,205,ITA,3:25
Action shot - Post,5.0,5,5,ITA,4.0,GIORGETTI A,10,5 - 10,186,ITA,3:06
Turnover foul,7.0,5,5,ITA,4.0,NIKIC S,10,5 - 10,167,SRB,2:47
20 sec. exclusion in field,10.0,5,5,ITA,4.0,FILIPOVIC F,10,5 - 10,165,SRB,2:45
Extra player shot - Goal,10.0,5,6,ITA,4.0,LUONGO S,10,6 - 10,151,ITA,2:31
Time-Out,,5,6,ITA,4.0,,10,6 - 10,151,SRB,2:31
5m shot - Saved,5.0,5,6,ITA,4.0,CUK M,10,6 - 10,124,SRB,2:04
Turnover foul,5.0,5,6,ITA,4.0,CUK M,10,6 - 10,104,SRB,1:44
Steal,4.0,5,6,ITA,4.0,FIGLIOLI P,10,6 - 10,104,ITA,1:44
Action shot - Post,5.0,5,6,ITA,4.0,GIORGETTI A,10,6 - 10,83,ITA,1:23
5m shot - Missed,3.0,5,6,ITA,4.0,GOCIC Z,10,6 - 10,5,SRB,0:05
Starting goalkeeper,1.0,6,0,CRO,1.0,PAVIC J,0,0 - 0,480,CRO,8:00
Starting goalkeeper,13.0,6,0,CRO,1.0,MITROVIC B,0,0 - 0,480,SRB,8:00
Sprint won possession,5.0,6,0,CRO,1.0,JOKOVIC M,0,0 - 0,480,CRO,8:00
5m shot - Blocked,12.0,6,0,CRO,1.0,OBRADOVIC P,0,0 - 0,455,CRO,7:35
Turnover foul,6.0,6,0,CRO,1.0,PIJETLOVIC D,0,0 - 0,432,SRB,7:12
5m shot - Saved,7.0,6,0,CRO,1.0,MUSLIM P,0,0 - 0,413,CRO,6:53
20 sec. exclusion in centre,4.0,6,0,CRO,1.0,RANDELOVIC S,0,0 - 0,395,SRB,6:35
Action shot - Goal,12.0,6,1,CRO,1.0,OBRADOVIC P,0,1 - 0,373,CRO,6:13
Turnover foul,11.0,6,1,CRO,1.0,PRLAINOVIC A,0,1 - 0,348,SRB,5:48
Steal,9.0,6,1,CRO,1.0,SUKNO S,0,1 - 0,348,CRO,5:48
5m shot - Saved,12.0,6,1,CRO,1.0,OBRADOVIC P,0,1 - 0,321,CRO,5:21
Action shot - Blocked,12.0,6,1,CRO,1.0,MITROVIC S,0,1 - 0,293,SRB,4:53
Turnover foul,7.0,6,1,CRO,1.0,MUSLIM P,0,1 - 0,265,CRO,4:25
Steal,8.0,6,1,CRO,1.0,ALEKSIC M,0,1 - 0,265,SRB,4:25
5m shot - Saved,8.0,6,1,CRO,1.0,ALEKSIC M,0,1 - 0,239,SRB,3:59
20 sec. exclusion in centre,8.0,6,1,CRO,1.0,BUSLJE A,0,1 - 0,228,CRO,3:48
Action shot - Saved,10.0,6,1,CRO,1.0,FILIPOVIC F,0,1 - 0,204,SRB,3:24
20 sec. exclusion in centre,8.0,6,1,CRO,1.0,ALEKSIC M,0,1 - 0,181,SRB,3:01
Time-Out,,6,1,CRO,1.0,,0,1 - 0,180,CRO,3:00
Extra player shot - Goal,3.0,6,2,CRO,1.0,PETKOVIC A,0,2 - 0,164,CRO,2:44
20 sec. exclusion in centre,2.0,6,2,CRO,1.0,BURIC D,0,2 - 0,151,CRO,2:31
Extra player shot - Goal,11.0,6,2,CRO,1.0,PRLAINOVIC A,1,2 - 1,142,SRB,2:22
Centre shot - Missed,10.0,6,2,CRO,1.0,PASKVALIN F,1,2 - 1,118,CRO,1:58
Turnover foul,2.0,6,2,CRO,1.0,MANDIC D,1,2 - 1,105,SRB,1:45
5m shot - Saved,12.0,6,2,CRO,1.0,OBRADOVIC P,1,2 - 1,85,CRO,1:25
Centre shot - Goal,2.0,6,2,CRO,1.0,MANDIC D,2,2 - 2,68,SRB,1:08
Turnover foul,10.0,6,2,CRO,1.0,PASKVALIN F,2,2 - 2,47,CRO,0:47
Time-Out,,6,2,CRO,1.0,,2,2 - 2,47,SRB,0:47
Action shot - Post,11.0,6,2,CRO,1.0,PRLAINOVIC A,2,2 - 2,28,SRB,0:28
5m shot - Blocked,7.0,6,2,CRO,1.0,MUSLIM P,2,2 - 2,5,CRO,0:05
Starting goalkeeper,1.0,6,2,CRO,2.0,PAVIC J,2,2 - 2,480,CRO,8:00
Starting goalkeeper,13.0,6,2,CRO,2.0,MITROVIC B,2,2 - 2,480,SRB,8:00
Sprint won possession,9.0,6,2,CRO,2.0,SUKNO S,2,2 - 2,480,CRO,8:00
Turnover foul,5.0,6,2,CRO,2.0,JOKOVIC M,2,2 - 2,452,CRO,7:32
Steal,11.0,6,2,CRO,2.0,PRLAINOVIC A,2,2 - 2,452,SRB,7:32
Turnover foul,11.0,6,2,CRO,2.0,PRLAINOVIC A,2,2 - 2,429,SRB,7:09
Steal,2.0,6,2,CRO,2.0,BURIC D,2,2 - 2,429,CRO,7:09
5m shot - Missed,5.0,6,2,CRO,2.0,JOKOVIC M,2,2 - 2,402,CRO,6:42
20 sec. exclusion in centre,12.0,6,2,CRO,2.0,OBRADOVIC P,2,2 - 2,393,CRO,6:33
Action shot - Post,12.0,6,2,CRO,2.0,MITROVIC S,2,2 - 2,367,SRB,6:07
20 sec. exclusion in centre,3.0,6,2,CRO,2.0,GOCIC Z,2,2 - 2,345,SRB,5:45
5m shot - Saved,9.0,6,2,CRO,2.0,SUKNO S,2,2 - 2,322,CRO,5:22
5m shot - Blocked,11.0,6,2,CRO,2.0,PRLAINOVIC A,2,2 - 2,294,SRB,4:54
Turnover foul,5.0,6,2,CRO,2.0,JOKOVIC M,2,2 - 2,269,CRO,4:29
Steal,11.0,6,2,CRO,2.0,PRLAINOVIC A,2,2 - 2,269,SRB,4:29
Action shot - Goal,11.0,6,2,CRO,2.0,PRLAINOVIC A,3,2 - 3,246,SRB,4:06
Turnover foul,3.0,6,2,CRO,2.0,PETKOVIC A,3,2 - 3,217,CRO,3:37
Turnover foul,4.0,6,2,CRO,2.0,RANDELOVIC S,3,2 - 3,217,SRB,3:37
20 sec. exclusion in centre,4.0,6,2,CRO,2.0,RANDELOVIC S,3,2 - 3,209,SRB,3:29
Action shot - Post,11.0,6,2,CRO,2.0,SETKA A,3,2 - 3,185,CRO,3:05
20 sec. exclusion in centre,3.0,6,2,CRO,2.0,PETKOVIC A,3,2 - 3,168,CRO,2:48
Extra player shot - Goal,5.0,6,2,CRO,2.0,CUK M,4,2 - 4,157,SRB,2:37
Time-Out,,6,2,CRO,2.0,,4,2 - 4,157,CRO,2:37
20 sec. exclusion in centre,9.0,6,2,CRO,2.0,JAKSIC N,4,2 - 4,134,SRB,2:14
Action shot - Post,5.0,6,2,CRO,2.0,JOKOVIC M,4,2 - 4,112,CRO,1:52
5m shot - Saved,5.0,6,2,CRO,2.0,CUK M,4,2 - 4,86,SRB,1:26
5m shot - Saved,9.0,6,2,CRO,2.0,SUKNO S,4,2 - 4,53,CRO,0:53
Time-Out,,6,2,CRO,2.0,,4,2 - 4,53,SRB,0:53
20 sec. exclusion in centre,8.0,6,2,CRO,2.0,BUSLJE A,4,2 - 4,39,CRO,0:39
Extra player shot - Goal,10.0,6,2,CRO,2.0,FILIPOVIC F,5,2 - 5,24,SRB,0:24
5m shot - Missed,9.0,6,2,CRO,2.0,SUKNO S,5,2 - 5,17,CRO,0:17
Turnover foul,8.0,6,2,CRO,2.0,ALEKSIC M,5,2 - 5,2,SRB,0:02
Turnover foul,1.0,6,2,CRO,2.0,PAVIC J,5,2 - 5,0,CRO,0:00
Starting goalkeeper,1.0,6,2,CRO,3.0,PAVIC J,5,2 - 5,480,CRO,8:00
Starting goalkeeper,13.0,6,2,CRO,3.0,MITROVIC B,5,2 - 5,480,SRB,8:00
Sprint won possession,9.0,6,2,CRO,3.0,SUKNO S,5,2 - 5,480,CRO,8:00
Turnover foul,2.0,6,2,CRO,3.0,BURIC D,5,2 - 5,451,CRO,7:31
Steal,12.0,6,2,CRO,3.0,MITROVIC S,5,2 - 5,451,SRB,7:31
Counter attack - Goal,12.0,6,2,CRO,3.0,MITROVIC S,6,2 - 6,427,SRB,7:07
5m shot - Blocked,12.0,6,2,CRO,3.0,OBRADOVIC P,6,2 - 6,401,CRO,6:41
5m shot - Missed,11.0,6,2,CRO,3.0,PRLAINOVIC A,6,2 - 6,375,SRB,6:15
20 sec. exclusion in centre,10.0,6,2,CRO,3.0,FILIPOVIC F,6,2 - 6,354,SRB,5:54
Extra player shot - Goal,9.0,6,3,CRO,3.0,SUKNO S,6,3 - 6,336,CRO,5:36
20 sec. exclusion in centre,4.0,6,3,CRO,3.0,LONCAR L,6,3 - 6,323,CRO,5:23
Extra player shot - Goal,5.0,6,3,CRO,3.0,CUK M,7,3 - 7,305,SRB,5:05
20 sec. exclusion in centre,6.0,6,3,CRO,3.0,PIJETLOVIC D,7,3 - 7,291,SRB,4:51
Turnover foul,7.0,6,3,CRO,3.0,MUSLIM P,7,3 - 7,267,CRO,4:27
Steal,2.0,6,3,CRO,3.0,MANDIC D,7,3 - 7,267,SRB,4:27
Counter attack - Saved,5.0,6,3,CRO,3.0,CUK M,7,3 - 7,250,SRB,4:10
20 sec. exclusion in centre,8.0,6,3,CRO,3.0,ALEKSIC M,7,3 - 7,225,SRB,3:45
Time-Out,,6,3,CRO,3.0,,7,3 - 7,225,CRO,3:45
Action shot - Blocked,12.0,6,3,CRO,3.0,OBRADOVIC P,7,3 - 7,200,CRO,3:20
Action shot - Saved,6.0,6,3,CRO,3.0,PIJETLOVIC D,7,3 - 7,184,SRB,3:04
Turnover foul,12.0,6,3,CRO,3.0,OBRADOVIC P,7,3 - 7,155,CRO,2:35
Steal,10.0,6,3,CRO,3.0,FILIPOVIC F,7,3 - 7,155,SRB,2:35
20 sec. exclusion in centre,12.0,6,3,CRO,3.0,OBRADOVIC P,7,3 - 7,143,CRO,2:23
Extra player shot - Missed,10.0,6,3,CRO,3.0,FILIPOVIC F,7,3 - 7,126,SRB,2:06
20 sec. exclusion in centre,2.0,6,3,CRO,3.0,MANDIC D,7,3 - 7,108,SRB,1:48
Extra player shot - Goal,9.0,6,4,CRO,3.0,SUKNO S,7,4 - 7,108,CRO,1:48
Centre shot - Saved,7.0,6,4,CRO,3.0,NIKIC S,7,4 - 7,90,SRB,1:30
Turnover foul,6.0,6,4,CRO,3.0,BUKIC L,7,4 - 7,65,CRO,1:05
Counter attack - Missed,11.0,6,4,CRO,3.0,PRLAINOVIC A,7,4 - 7,49,SRB,0:49
5m shot - Post,2.0,6,4,CRO,3.0,BURIC D,7,4 - 7,23,CRO,0:23
Time-Out,,6,4,CRO,3.0,,7,4 - 7,23,SRB,0:23
Yellow card,,6,4,CRO,3.0,Team Official,7,4 - 7,23,CRO,0:23
5m shot - Missed,11.0,6,4,CRO,3.0,PRLAINOVIC A,7,4 - 7,13,SRB,0:13
Counter attack - Saved,9.0,6,4,CRO,3.0,SUKNO S,7,4 - 7,4,CRO,0:04
Action shot - Missed,2.0,6,4,CRO,3.0,BURIC D,7,4 - 7,1,CRO,0:01
Starting goalkeeper,1.0,6,4,CRO,4.0,PAVIC J,7,4 - 7,480,CRO,8:00
Starting goalkeeper,13.0,6,4,CRO,4.0,MITROVIC B,7,4 - 7,480,SRB,8:00
Sprint won possession,5.0,6,4,CRO,4.0,JOKOVIC M,7,4 - 7,480,CRO,8:00
Turnover foul,10.0,6,4,CRO,4.0,PASKVALIN F,7,4 - 7,451,CRO,7:31
Steal,2.0,6,4,CRO,4.0,MANDIC D,7,4 - 7,451,SRB,7:31
Action shot - Saved,11.0,6,4,CRO,4.0,PRLAINOVIC A,7,4 - 7,428,SRB,7:08
20 sec. exclusion in centre,2.0,6,4,CRO,4.0,MANDIC D,7,4 - 7,407,SRB,6:47
5m shot - Blocked,7.0,6,4,CRO,4.0,MUSLIM P,7,4 - 7,382,CRO,6:22
20 sec. exclusion in field,7.0,6,4,CRO,4.0,MUSLIM P,7,4 - 7,366,CRO,6:06
Extra player shot - Goal,6.0,6,4,CRO,4.0,PIJETLOVIC D,8,4 - 8,359,SRB,5:59
20 sec. exclusion in centre,3.0,6,4,CRO,4.0,GOCIC Z,8,4 - 8,343,SRB,5:43
Extra player shot - Saved,2.0,6,4,CRO,4.0,BURIC D,8,4 - 8,328,CRO,5:28
20 sec. exclusion in centre,12.0,6,4,CRO,4.0,OBRADOVIC P,8,4 - 8,306,CRO,5:06
Exclusion with substitution,12.0,6,4,CRO,4.0,OBRADOVIC P,8,4 - 8,306,CRO,5:06
Extra player shot - Goal,11.0,6,4,CRO,4.0,PRLAINOVIC A,9,4 - 9,288,SRB,4:48
Action shot - Saved,3.0,6,4,CRO,4.0,PETKOVIC A,9,4 - 9,260,CRO,4:20
5m shot - Saved,4.0,6,4,CRO,4.0,RANDELOVIC S,9,4 - 9,235,SRB,3:55
20 sec. exclusion in centre,4.0,6,4,CRO,4.0,RANDELOVIC S,9,4 - 9,213,SRB,3:33
Exclusion with substitution,4.0,6,4,CRO,4.0,RANDELOVIC S,9,4 - 9,213,SRB,3:33
5m shot - Post,9.0,6,4,CRO,4.0,SUKNO S,9,4 - 9,190,CRO,3:10
5m shot - Blocked,9.0,6,4,CRO,4.0,SUKNO S,9,4 - 9,159,CRO,2:39
5m shot - Goal,8.0,6,4,CRO,4.0,ALEKSIC M,10,4 - 10,130,SRB,2:10
20 sec. exclusion in centre,9.0,6,4,CRO,4.0,JAKSIC N,10,4 - 10,110,SRB,1:50
Extra player shot - Missed,3.0,6,4,CRO,4.0,PETKOVIC A,10,4 - 10,99,CRO,1:39
Time-Out,,6,4,CRO,4.0,,10,4 - 10,99,SRB,1:39
Turnover foul,2.0,6,4,CRO,4.0,MANDIC D,10,4 - 10,74,SRB,1:14
Steal,6.0,6,4,CRO,4.0,BUKIC L,10,4 - 10,74,CRO,1:14
Action shot - Goal,9.0,6,4,CRO,4.0,JAKSIC N,11,4 - 11,25,SRB,0:25
