Action,Cap,Game,Opponent,Opponent name,Period,Player,SRB,Score,Seconds,Team,Time
Action shot - Goal,2.0,1,1,MNE,1.0,BRGULJAN D,1,1 - 1,85,MNE,1:25
Turnover foul,10.0,1,1,MNE,1.0,FILIPOVIC F,1,1 - 1,65,SRB,1:05
Steal,4.0,1,1,MNE,1.0,CUCKOVIC U,1,1 - 1,65,MNE,1:05
5m shot - Saved,6.0,1,1,MNE,1.0,RADOVIC A,1,1 - 1,33,MNE,0:33
20 sec. exclusion in centre,7.0,1,1,MNE,1.0,JANOVIC M,1,1 - 1,19,MNE,0:19
Extra player shot - Goal,5.0,1,1,MNE,1.0,CUK M,2,2 - 1,12,SRB,0:12
Starting goalkeeper,1.0,1,1,MNE,2.0,PIJETLOVIC G,2,2 - 1,480,SRB,8:00
Starting goalkeeper,13.0,1,1,MNE,2.0,SCEPANOVIC M,2,2 - 1,480,MNE,8:00
Sprint won possession,2.0,1,1,MNE,2.0,BRGULJAN D,2,2 - 1,480,MNE,8:00
5m shot - Blocked,7.0,1,1,MNE,2.0,JANOVIC M,2,2 - 1,454,MNE,7:34
5m shot - Saved,6.0,1,1,MNE,2.0,RADOVIC A,2,2 - 1,431,MNE,7:11
5m shot - Saved,9.0,1,1,MNE,2.0,IVOVIC A,2,2 - 1,405,MNE,6:45
Turnover foul,12.0,1,1,MNE,2.0,MITORVIC S,2,2 - 1,388,SRB,6:28
5m shot - Goal,10.0,1,2,MNE,2.0,MURISIC N,2,2 - 2,364,MNE,6:04
5m shot - Post,10.0,1,2,MNE,2.0,FILIPOVIC F,2,2 - 2,340,SRB,5:40
Turnover foul,9.0,1,2,MNE,2.0,IVOVIC A,2,2 - 2,317,MNE,5:17
Steal,10.0,1,2,MNE,2.0,FILIPOVIC F,2,2 - 2,317,SRB,5:17
Action shot - Goal,2.0,1,2,MNE,2.0,MANDIC D,3,3 - 2,302,SRB,5:02
Turnover foul,5.0,1,2,MNE,2.0,BRGULJAN D,3,3 - 2,276,MNE,4:36
5m shot - Goal,8.0,1,2,MNE,2.0,ALEKSIC M,4,4 - 2,251,SRB,4:11
Turnover foul,7.0,1,2,MNE,2.0,JANOVIC M,4,4 - 2,226,MNE,3:46
Action shot - Missed,8.0,1,2,MNE,2.0,ALEKSIC M,4,4 - 2,202,SRB,3:22
Time-Out,,1,2,MNE,2.0,,4,4 - 2,202,MNE,3:22
Action shot - Saved,2.0,1,2,MNE,2.0,BRGULJAN D,4,4 - 2,180,MNE,3:00
Turnover foul,6.0,1,2,MNE,2.0,PIJETLOVIC D,4,4 - 2,151,SRB,2:31
Steal,9.0,1,2,MNE,2.0,IVOVIC A,4,4 - 2,151,MNE,2:31
20 sec. exclusion in centre,9.0,1,2,MNE,2.0,JAKSIC N,4,4 - 2,143,SRB,2:23
Action shot - Goal,10.0,1,2,MNE,2.0,FILIPOVIC F,5,5 - 2,127,SRB,2:07
Turnover foul,9.0,1,2,MNE,2.0,IVOVIC A,5,5 - 2,115,MNE,1:55
Steal,6.0,1,2,MNE,2.0,PIJETLOVIC D,5,5 - 2,115,SRB,1:55
Action shot - Goal,8.0,1,2,MNE,2.0,ALEKSIC M,6,6 - 2,106,SRB,1:46
Action shot - Goal,7.0,1,3,MNE,2.0,JANOVIC M,6,6 - 3,92,MNE,1:32
20 sec. exclusion in centre,4.0,1,3,MNE,2.0,CUCKOVIC U,6,6 - 3,76,MNE,1:16
Time-Out,,1,3,MNE,2.0,,6,6 - 3,76,SRB,1:16
Turnover foul,8.0,1,3,MNE,2.0,ALEKSIC M,6,6 - 3,55,SRB,0:55
Steal,9.0,1,3,MNE,2.0,IVOVIC A,6,6 - 3,55,MNE,0:55
5m shot - Missed,2.0,1,3,MNE,2.0,BRGULJAN D,6,6 - 3,28,MNE,0:28
5m shot - Saved,8.0,1,3,MNE,2.0,ALEKSIC M,6,6 - 3,4,SRB,0:04
Starting goalkeeper,1.0,1,3,MNE,3.0,PIJETLOVIC G,6,6 - 3,480,SRB,8:00
Starting goalkeeper,13.0,1,3,MNE,3.0,SCEPANOVIC M,6,6 - 3,480,MNE,8:00
Sprint won possession,2.0,1,3,MNE,3.0,BRGULJAN D,6,6 - 3,480,MNE,8:00
Turnover foul,6.0,1,3,MNE,3.0,RADOVIC A,6,6 - 3,451,MNE,7:31
Steal,7.0,1,3,MNE,3.0,NIKIC S,6,6 - 3,451,SRB,7:31
5m shot - Post,4.0,1,3,MNE,3.0,RANDELOVIC S,6,6 - 3,421,SRB,7:01
20 sec. exclusion in centre,4.0,1,3,MNE,3.0,RANDELOVIC S,6,6 - 3,405,SRB,6:45
Action shot - Goal,2.0,1,4,MNE,3.0,BRGULJAN D,6,6 - 4,384,MNE,6:24
5m shot - Post,11.0,1,4,MNE,3.0,PRLAINOVIC A,6,6 - 4,360,SRB,6:00
Turnover foul,9.0,1,4,MNE,3.0,IVOVIC A,6,6 - 4,340,MNE,5:40
20 sec. exclusion in centre,10.0,1,4,MNE,3.0,MURISIC N,6,6 - 4,322,MNE,5:22
Extra player shot - Goal,12.0,1,4,MNE,3.0,MITORVIC S,7,7 - 4,304,SRB,5:04
5m shot - Goal,5.0,1,5,MNE,3.0,BRGULJAN D,7,7 - 5,286,MNE,4:46
5m shot - Post,10.0,1,5,MNE,3.0,FILIPOVIC F,7,7 - 5,257,SRB,4:17
20 sec. exclusion in centre,8.0,1,5,MNE,3.0,ALEKSIC M,7,7 - 5,231,SRB,3:51
Time-Out,,1,5,MNE,3.0,,7,7 - 5,231,MNE,3:51
5m shot - Blocked,8.0,1,5,MNE,3.0,UKROPINA A,7,7 - 5,206,MNE,3:26
Action shot - Goal,3.0,1,6,MNE,3.0,PASKOVIC V,7,7 - 6,206,MNE,3:26
Time-Out,,1,6,MNE,3.0,,7,7 - 6,206,SRB,3:26
Action shot - Goal,2.0,1,6,MNE,3.0,MANDIC D,8,8 - 6,191,SRB,3:11
20 sec. exclusion in centre,2.0,1,6,MNE,3.0,MANDIC D,8,8 - 6,180,SRB,3:00
Extra player shot - Saved,7.0,1,6,MNE,3.0,JANOVIC M,8,8 - 6,153,MNE,2:33
20 sec. exclusion in centre,5.0,1,6,MNE,3.0,BRGULJAN D,8,8 - 6,150,MNE,2:30
Extra player shot - Goal,11.0,1,6,MNE,3.0,PRLAINOVIC A,9,9 - 6,137,SRB,2:17
Turnover foul,12.0,1,6,MNE,3.0,JOKIC P,9,9 - 6,108,MNE,1:48
Steal,3.0,1,6,MNE,3.0,GOCIC Z,9,9 - 6,108,SRB,1:48
20 sec. exclusion in centre,10.0,1,6,MNE,3.0,MURISIC N,9,9 - 6,88,MNE,1:28
Exclusion with substitution,10.0,1,6,MNE,3.0,MURISIC N,9,9 - 6,88,MNE,1:28
Extra player shot - Saved,12.0,1,6,MNE,3.0,MITORVIC S,9,9 - 6,68,SRB,1:08
Turnover foul,6.0,1,6,MNE,3.0,RADOVIC A,9,9 - 6,41,MNE,0:41
Turnover foul,9.0,1,6,MNE,3.0,JAKSIC N,9,9 - 6,20,SRB,0:20
Action shot - Goal,7.0,1,7,MNE,3.0,JANOVIC M,9,9 - 7,4,MNE,0:04
Starting goalkeeper,1.0,1,7,MNE,4.0,PIJETLOVIC G,9,9 - 7,480,SRB,8:00
Starting goalkeeper,13.0,1,7,MNE,4.0,SCEPANOVIC M,9,9 - 7,480,MNE,8:00
Sprint won possession,2.0,1,7,MNE,4.0,BRGULJAN D,9,9 - 7,480,MNE,8:00
5m shot - Saved,9.0,1,7,MNE,4.0,IVOVIC A,9,9 - 7,454,MNE,7:34
Penalty foul,5.0,1,7,MNE,4.0,BRGULJAN D,9,9 - 7,444,MNE,7:24
Penalty shot - Goal,10.0,1,7,MNE,4.0,FILIPOVIC F,10,10 - 7,444,SRB,7:24
Turnover foul,6.0,1,7,MNE,4.0,PIJETLOVIC D,10,10 - 7,404,SRB,6:44
Turnover foul,3.0,1,7,MNE,4.0,PASKOVIC V,10,10 - 7,384,MNE,6:24
20 sec. exclusion in centre,9.0,1,7,MNE,4.0,IVOVIC A,10,10 - 7,374,MNE,6:14
Extra player shot - Goal,9.0,1,7,MNE,4.0,JAKSIC N,11,11 - 7,358,SRB,5:58
Goalkeeper substitution,13.0,1,7,MNE,4.0,MITROVIC B,11,11 - 7,336,SRB,5:36
20 sec. exclusion in centre,4.0,1,7,MNE,4.0,RANDELOVIC S,11,11 - 7,338,SRB,5:38
Exclusion with substitution,4.0,1,7,MNE,4.0,RANDELOVIC S,11,11 - 7,338,SRB,5:38
Extra player shot - Post,2.0,1,7,MNE,4.0,BRGULJAN D,11,11 - 7,319,MNE,5:19
Turnover foul,11.0,1,7,MNE,4.0,PRLAINOVIC A,11,11 - 7,292,SRB,4:52
Goalkeeper substitution,1.0,1,7,MNE,4.0,LAZOVIC D,11,11 - 7,277,MNE,4:37
20 sec. exclusion in centre,9.0,1,7,MNE,4.0,JAKSIC N,11,11 - 7,274,SRB,4:34
Extra player shot - Goal,5.0,1,8,MNE,4.0,BRGULJAN D,11,11 - 8,257,MNE,4:17
Turnover foul,12.0,1,8,MNE,4.0,MITORVIC S,11,11 - 8,224,SRB,3:44
Steal,5.0,1,8,MNE,4.0,BRGULJAN D,11,11 - 8,224,MNE,3:44
Turnover foul,11.0,1,8,MNE,4.0,PRLAINOVIC A,11,11 - 8,179,SRB,2:59
20 sec. exclusion in centre,7.0,1,8,MNE,4.0,NIKIC S,11,11 - 8,159,SRB,2:39
Time-Out,,1,8,MNE,4.0,,11,11 - 8,159,MNE,2:39
Goalkeeper substitution,13.0,1,8,MNE,4.0,SCEPANOVIC M,11,11 - 8,159,MNE,2:39
Action shot - Saved,4.0,1,8,MNE,4.0,CUCKOVIC U,11,11 - 8,134,MNE,2:14
Action shot - Saved,9.0,1,8,MNE,4.0,JAKSIC N,11,11 - 8,114,SRB,1:54
Time-Out,,1,8,MNE,4.0,,11,11 - 8,114,SRB,1:54
Action shot - Saved,5.0,1,8,MNE,4.0,CUK M,11,11 - 8,83,SRB,1:23
Turnover foul,12.0,1,8,MNE,4.0,JOKIC P,11,11 - 8,65,MNE,1:05
Centre shot - Post,6.0,1,8,MNE,4.0,PIJETLOVIC D,11,11 - 8,34,SRB,0:34
Action shot - Saved,9.0,1,8,MNE,4.0,IVOVIC A,11,11 - 8,16,MNE,0:16
Starting goalkeeper,1.0,2,0,JPN,1.0,PIJETLOVIC G,0,0 - 0,480,SRB,8:00
Starting goalkeeper,1.0,2,0,JPN,1.0,TANAMURA K,0,0 - 0,480,JPN,8:00
Sprint won possession,5.0,2,0,JPN,1.0,CUK M,0,0 - 0,480,SRB,8:00
Turnover foul,10.0,2,0,JPN,1.0,FILIPOVIC F,0,0 - 0,460,SRB,7:40
Steal,9.0,2,0,JPN,1.0,TAKEI K,0,0 - 0,460,JPN,7:40
20 sec. exclusion in centre,6.0,2,0,JPN,1.0,PIJETLOVIC D,0,0 - 0,442,SRB,7:22
Extra player shot - Goal,9.0,2,1,JPN,1.0,TAKEI K,0,0 - 1,427,JPN,7:07
Centre shot - Goal,7.0,2,1,JPN,1.0,NIKIC S,1,1 - 1,405,SRB,6:45
20 sec. exclusion in centre,8.0,2,1,JPN,1.0,ALEKSIC M,1,1 - 1,386,SRB,6:26
Extra player shot - Saved,9.0,2,1,JPN,1.0,TAKEI K,1,1 - 1,369,JPN,6:09
20 sec. exclusion in centre,4.0,2,1,JPN,1.0,SHIGA M,1,1 - 1,347,JPN,5:47
Extra player shot - Missed,4.0,2,1,JPN,1.0,RANDELOVIC S,1,1 - 1,328,SRB,5:28
Turnover foul,11.0,2,1,JPN,1.0,OKAWA K,1,1 - 1,308,JPN,5:08
Action shot - Saved,7.0,2,1,JPN,1.0,NIKIC S,1,1 - 1,284,SRB,4:44
Action shot - Saved,11.0,2,1,JPN,1.0,OKAWA K,1,1 - 1,272,JPN,4:32
20 sec. exclusion in centre,9.0,2,1,JPN,1.0,TAKEI K,1,1 - 1,247,JPN,4:07
Extra player shot - Post,12.0,2,1,JPN,1.0,MITROVIC S,1,1 - 1,235,SRB,3:55
Turnover foul,7.0,2,1,JPN,1.0,SHIMIZU Y,1,1 - 1,210,JPN,3:30
Steal,1.0,2,1,JPN,1.0,PIJETLOVIC G,1,1 - 1,210,SRB,3:30
Time-Out,,2,1,JPN,1.0,,1,1 - 1,210,SRB,3:30
20 sec. exclusion in centre,1.0,2,1,JPN,1.0,TANAMURA K,1,1 - 1,186,JPN,3:06
Extra player shot - Saved,9.0,2,1,JPN,1.0,JAKSIC N,1,1 - 1,173,SRB,2:53
Turnover foul,9.0,2,1,JPN,1.0,TAKEI K,1,1 - 1,140,JPN,2:20
20 sec. exclusion in centre,11.0,2,1,JPN,1.0,OKAWA K,1,1 - 1,132,JPN,2:12
Extra player shot - Saved,8.0,2,1,JPN,1.0,ALEKSIC M,1,1 - 1,117,SRB,1:57
Turnover foul,12.0,2,1,JPN,1.0,HAZUI S,1,1 - 1,90,JPN,1:30
Steal,1.0,2,1,JPN,1.0,PIJETLOVIC G,1,1 - 1,90,SRB,1:30
Action shot - Goal,11.0,2,1,JPN,1.0,PRLAINOVIC A,2,2 - 1,67,SRB,1:07
Turnover foul,4.0,2,1,JPN,1.0,SHIGA M,2,2 - 1,46,JPN,0:46
Steal,11.0,2,1,JPN,1.0,PRLAINOVIC A,2,2 - 1,46,SRB,0:46
Turnover foul,8.0,2,1,JPN,1.0,ALEKSIC M,2,2 - 1,26,SRB,0:26
Steal,8.0,2,1,JPN,1.0,KADONO Y,2,2 - 1,26,JPN,0:26
Turnover foul,11.0,2,1,JPN,1.0,OKAWA K,2,2 - 1,11,JPN,0:11
Steal,8.0,2,1,JPN,1.0,ALEKSIC M,2,2 - 1,11,SRB,0:11
5m shot - Saved,2.0,2,1,JPN,1.0,MANDIC D,2,2 - 1,0,SRB,0:00
Starting goalkeeper,1.0,2,1,JPN,2.0,PIJETLOVIC G,2,2 - 1,480,SRB,8:00
Starting goalkeeper,1.0,2,1,JPN,2.0,TANAMURA K,2,2 - 1,480,JPN,8:00
Sprint won possession,12.0,2,1,JPN,2.0,MITROVIC S,2,2 - 1,480,SRB,8:00
20 sec. exclusion in centre,6.0,2,1,JPN,2.0,IIDA A,2,2 - 1,462,JPN,7:42
Extra player shot - Goal,6.0,2,1,JPN,2.0,PIJETLOVIC D,3,3 - 1,451,SRB,7:31
Action shot - Saved,2.0,2,1,JPN,2.0,MANDIC D,3,3 - 1,405,SRB,6:45
5m shot - Saved,6.0,2,1,JPN,2.0,PIJETLOVIC D,3,3 - 1,385,SRB,6:25
Centre shot - Goal,9.0,2,1,JPN,2.0,JAKSIC N,4,4 - 1,384,SRB,6:24
20 sec. exclusion in centre,9.0,2,1,JPN,2.0,JAKSIC N,4,4 - 1,363,SRB,6:03
Action shot - Saved,7.0,2,1,JPN,2.0,SHIMIZU Y,4,4 - 1,336,JPN,5:36
Action shot - Goal,7.0,2,1,JPN,2.0,NIKIC S,5,5 - 1,315,SRB,5:15
Turnover foul,9.0,2,1,JPN,2.0,TAKEI K,5,5 - 1,294,JPN,4:54
Steal,11.0,2,1,JPN,2.0,PRLAINOVIC A,5,5 - 1,294,SRB,4:54
Centre shot - Goal,7.0,2,1,JPN,2.0,NIKIC S,6,6 - 1,273,SRB,4:33
Action shot - Goal,3.0,2,2,JPN,2.0,ARAI A,6,6 - 2,253,JPN,4:13
Action shot - Goal,12.0,2,2,JPN,2.0,MITROVIC S,7,7 - 2,238,SRB,3:58
Turnover foul,11.0,2,2,JPN,2.0,PRLAINOVIC A,7,7 - 2,189,SRB,3:09
Steal,7.0,2,2,JPN,2.0,SHIMIZU Y,7,7 - 2,189,JPN,3:09
Action shot - Blocked,8.0,2,2,JPN,2.0,KADONO Y,7,7 - 2,175,JPN,2:55
Centre shot - Goal,11.0,2,2,JPN,2.0,PRLAINOVIC A,8,8 - 2,151,SRB,2:31
Centre shot - Blocked,7.0,2,2,JPN,2.0,SHIMIZU Y,8,8 - 2,134,JPN,2:14
Turnover foul,10.0,2,2,JPN,2.0,FILIPOVIC F,8,8 - 2,113,SRB,1:53
Steal,7.0,2,2,JPN,2.0,SHIMIZU Y,8,8 - 2,113,JPN,1:53
5m shot - Missed,4.0,2,2,JPN,2.0,SHIGA M,8,8 - 2,92,JPN,1:32
5m shot - Saved,3.0,2,2,JPN,2.0,GOCIC Z,8,8 - 2,73,SRB,1:13
Penalty foul,5.0,2,2,JPN,2.0,CUK M,8,8 - 2,56,SRB,0:56
Penalty shot - Goal,2.0,2,3,JPN,2.0,ADACHI S,8,8 - 3,56,JPN,0:56
Turnover foul,12.0,2,3,JPN,2.0,MITROVIC S,8,8 - 3,41,SRB,0:41
Action shot - Post,3.0,2,3,JPN,2.0,ARAI A,8,8 - 3,10,JPN,0:10
Turnover foul,12.0,2,3,JPN,4.0,MITROVIC S,8,8 - 3,140,SRB,2:20
Action shot - Saved,8.0,2,3,JPN,4.0,KADONO Y,8,8 - 3,125,JPN,2:05
Time-Out,,2,3,JPN,4.0,,8,8 - 3,121,SRB,2:01
5m shot - Saved,2.0,2,3,JPN,4.0,MANDIC D,8,8 - 3,106,SRB,1:46
Action shot - Saved,11.0,2,3,JPN,4.0,PRLAINOVIC A,8,8 - 3,98,SRB,1:38
20 sec. exclusion in centre,9.0,2,3,JPN,4.0,JAKSIC N,8,8 - 3,81,SRB,1:21
Time-Out,,2,3,JPN,4.0,,8,8 - 3,81,JPN,1:21
Extra player shot - Goal,8.0,2,9,JPN,4.0,KADONO Y,17,17 - 9,71,JPN,1:11
Turnover foul,3.0,2,9,JPN,2.0,GOCIC Z,17,17 - 9,0,SRB,0:00
Steal,6.0,2,9,JPN,2.0,IIDA A,17,17 - 9,0,JPN,0:00
Starting goalkeeper,13.0,2,9,JPN,3.0,MITROVIC B,17,17 - 9,480,SRB,8:00
Starting goalkeeper,1.0,2,9,JPN,3.0,TANAMURA K,17,17 - 9,480,JPN,8:00
Sprint won possession,3.0,2,9,JPN,3.0,GOCIC Z,17,17 - 9,480,SRB,8:00
20 sec. exclusion in centre,6.0,2,9,JPN,3.0,IIDA A,17,17 - 9,452,JPN,7:32
Centre shot - Goal,4.0,2,3,JPN,3.0,RANDELOVIC S,9,9 - 3,428,SRB,7:08
Turnover foul,12.0,2,3,JPN,3.0,HAZUI S,9,9 - 3,398,JPN,6:38
Steal,13.0,2,3,JPN,3.0,MITROVIC B,9,9 - 3,398,SRB,6:38
20 sec. exclusion in centre,4.0,2,3,JPN,3.0,SHIGA M,9,9 - 3,383,JPN,6:23
Extra player shot - Goal,6.0,2,3,JPN,3.0,PIJETLOVIC D,10,10 - 3,372,SRB,6:12
5m shot - Blocked,9.0,2,3,JPN,3.0,TAKEI K,10,10 - 3,346,JPN,5:46
5m shot - Saved,12.0,2,3,JPN,3.0,HAZUI S,10,10 - 3,320,JPN,5:20
Action shot - Saved,5.0,2,3,JPN,3.0,CUK M,10,10 - 3,297,SRB,4:57
Action shot - Goal,12.0,2,3,JPN,3.0,MITROVIC S,11,11 - 3,276,SRB,4:36
Penalty foul,10.0,2,3,JPN,3.0,FILIPOVIC F,11,11 - 3,258,SRB,4:18
Penalty shot - Goal,9.0,2,4,JPN,3.0,TAKEI K,11,11 - 4,258,JPN,4:18
20 sec. exclusion in centre,6.0,2,4,JPN,3.0,IIDA A,11,11 - 4,243,JPN,4:03
Exclusion with substitution,6.0,2,4,JPN,3.0,IIDA A,11,11 - 4,243,JPN,4:03
Extra player shot - Goal,7.0,2,4,JPN,3.0,NIKIC S,12,12 - 4,223,SRB,3:43
20 sec. exclusion in centre,8.0,2,4,JPN,3.0,ALEKSIC M,12,12 - 4,206,SRB,3:26
Extra player shot - Post,11.0,2,4,JPN,3.0,OKAWA K,12,12 - 4,195,JPN,3:15
Extra player shot - Goal,11.0,2,5,JPN,3.0,OKAWA K,12,12 - 5,192,JPN,3:12
Turnover foul,3.0,2,5,JPN,3.0,GOCIC Z,12,12 - 5,168,SRB,2:48
Steal,1.0,2,5,JPN,3.0,TANAMURA K,12,12 - 5,168,JPN,2:48
20 sec. exclusion in centre,12.0,2,5,JPN,3.0,MITROVIC S,12,12 - 5,159,SRB,2:39
Time-Out,,2,5,JPN,3.0,,12,12 - 5,159,JPN,2:39
Extra player shot - Post,4.0,2,5,JPN,3.0,SHIGA M,12,12 - 5,144,JPN,2:24
5m shot - Post,10.0,2,5,JPN,3.0,FILIPOVIC F,12,12 - 5,120,SRB,2:00
Turnover foul,5.0,2,5,JPN,3.0,YANASE A,12,12 - 5,103,JPN,1:43
Turnover foul,11.0,2,5,JPN,3.0,PRLAINOVIC A,12,12 - 5,84,SRB,1:24
Steal,4.0,2,5,JPN,3.0,SHIGA M,12,12 - 5,84,JPN,1:24
Action shot - Saved,12.0,2,5,JPN,3.0,HAZUI S,12,12 - 5,61,JPN,1:01
Turnover foul,10.0,2,5,JPN,3.0,FILIPOVIC F,12,12 - 5,55,SRB,0:55
Counter attack - Goal,11.0,2,6,JPN,3.0,OKAWA K,12,12 - 6,48,JPN,0:48
20 sec. exclusion in centre,9.0,2,6,JPN,3.0,TAKEI K,12,12 - 6,31,JPN,0:31
Time-Out,,2,6,JPN,3.0,,12,12 - 6,31,SRB,0:31
Extra player shot - Goal,11.0,2,6,JPN,3.0,PRLAINOVIC A,13,13 - 6,18,SRB,0:18
Action shot - Missed,7.0,2,6,JPN,3.0,SHIMIZU Y,13,13 - 6,1,JPN,0:01
Starting goalkeeper,13.0,2,6,JPN,4.0,MITROVIC B,13,13 - 6,480,SRB,8:00
Starting goalkeeper,1.0,2,6,JPN,4.0,TANAMURA K,13,13 - 6,480,JPN,8:00
Sprint won possession,2.0,2,6,JPN,4.0,ADACHI S,13,13 - 6,480,JPN,8:00
Extra player shot - Saved,2.0,2,6,JPN,4.0,ADACHI S,13,13 - 6,460,JPN,7:40
20 sec. exclusion in centre,6.0,2,6,JPN,4.0,PIJETLOVIC D,13,13 - 6,460,SRB,7:40
Centre shot - Blocked,6.0,2,6,JPN,4.0,PIJETLOVIC D,13,13 - 6,427,SRB,7:07
20 sec. exclusion in centre,4.0,2,6,JPN,4.0,RANDELOVIC S,13,13 - 6,409,SRB,6:49
Extra player shot - Goal,9.0,2,7,JPN,4.0,TAKEI K,13,13 - 7,394,JPN,6:34
20 sec. exclusion in centre,4.0,2,7,JPN,4.0,SHIGA M,13,13 - 7,384,JPN,6:24
Exclusion with substitution,4.0,2,7,JPN,4.0,SHIGA M,13,13 - 7,384,JPN,6:24
Extra player shot - Goal,6.0,2,7,JPN,4.0,PIJETLOVIC D,14,14 - 7,381,SRB,6:21
20 sec. exclusion in centre,10.0,2,7,JPN,4.0,FILIPOVIC F,14,14 - 7,361,SRB,6:01
5m shot - Goal,11.0,2,8,JPN,4.0,OKAWA K,14,14 - 8,337,JPN,5:37
20 sec. exclusion in centre,10.0,2,8,JPN,4.0,YASUDA K,14,14 - 8,323,JPN,5:23
Extra player shot - Goal,2.0,2,8,JPN,4.0,MANDIC D,15,15 - 8,311,SRB,5:11
Turnover foul,8.0,2,8,JPN,4.0,KADONO Y,15,15 - 8,283,JPN,4:43
Steal,2.0,2,8,JPN,4.0,MANDIC D,15,15 - 8,283,SRB,4:43
Centre shot - Goal,7.0,2,8,JPN,4.0,NIKIC S,16,16 - 8,272,SRB,4:32
Turnover foul,12.0,2,8,JPN,4.0,HAZUI S,16,16 - 8,248,JPN,4:08
Steal,4.0,2,8,JPN,4.0,RANDELOVIC S,16,16 - 8,248,SRB,4:08
Turnover foul,12.0,2,8,JPN,4.0,HAZUI S,16,16 - 8,229,JPN,3:49
Action shot - Saved,9.0,2,8,JPN,4.0,TAKEI K,16,16 - 8,225,JPN,3:45
Centre shot - Post,5.0,2,8,JPN,4.0,YANASE A,16,16 - 8,202,JPN,3:22
Action shot - Goal,7.0,2,8,JPN,4.0,NIKIC S,17,17 - 8,177,SRB,2:57
Turnover foul,11.0,2,8,JPN,4.0,OKAWA K,17,17 - 8,157,JPN,2:37
Action shot - Goal,6.0,2,9,JPN,4.0,PIJETLOVIC D,18,18 - 9,60,SRB,1:00
Goalkeeper substitution,13.0,2,9,JPN,4.0,FUKUSHIMA T,18,18 - 9,34,JPN,0:34
Turnover foul,6.0,2,9,JPN,4.0,IIDA A,18,18 - 9,31,JPN,0:31
Steal,3.0,2,9,JPN,4.0,GOCIC Z,18,18 - 9,31,SRB,0:31
Action shot - Goal,5.0,2,9,JPN,4.0,CUK M,19,19 - 9,19,SRB,0:19
Turnover foul,8.0,2,9,JPN,4.0,KADONO Y,19,19 - 9,4,JPN,0:04
Steal,11.0,2,9,JPN,4.0,PRLAINOVIC A,19,19 - 9,4,SRB,0:04
Starting goalkeeper,1.0,3,0,AUS,1.0,PIJETLOVIC G,0,0 - 0,480,SRB,8:00
Starting goalkeeper,13.0,3,0,AUS,1.0,DENNERLEY J,0,0 - 0,480,AUS,8:00
Sprint won possession,11.0,3,0,AUS,1.0,HOWDEN R,0,0 - 0,480,AUS,8:00
