Action,Cap,Game,Opponent,Opponent name,Period,Player,RSA,Score,Seconds,Team,Time,Result,Goal
5m shot,2.0,2,6,USA,2.0,le ROUX E,1,1 - 6,210,RSA,3:30,Missed,0
Centre shot,7.0,2,7,USA,2.0,KRUMPHOLZ J,1,1 - 7,184,USA,3:04,Goal,1
Action shot,8.0,2,7,USA,2.0,BELL R,1,1 - 7,159,RSA,2:39,Post,0
Centre shot,13.0,2,7,USA,2.0,STEWART D,1,1 - 7,73,RSA,1:13,Saved,0
Counter attack,6.0,2,8,USA,2.0,RAMIREZ C,1,1 - 8,54,USA,0:54,Goal,1
Extra player shot,5.0,2,8,USA,2.0,RODDA N,1,1 - 8,22,RSA,0:22,Post,0
Counter attack,2.0,2,9,USA,2.0,WIGO J,1,1 - 9,7,USA,0:07,Goal,1
5m shot,8.0,2,9,USA,2.0,BELL R,1,1 - 9,1,RSA,0:01,Blocked,0
5m shot,2.0,2,9,USA,3.0,le ROUX E,1,1 - 9,452,RSA,7:32,Missed,0
Centre shot,12.0,2,10,USA,3.0,MANN J,1,1 - 10,433,USA,7:13,Goal,1
5m shot,8.0,2,10,USA,3.0,BELL R,1,1 - 10,408,RSA,6:48,Saved,0
Action shot,11.0,2,10,USA,3.0,ROSENTHAL M,1,1 - 10,365,USA,6:05,Saved,0
Action shot,8.0,2,11,USA,3.0,AZEVEDO A,1,1 - 11,319,USA,5:19,Goal,1
Counter attack,8.0,2,12,USA,3.0,AZEVEDO A,1,1 - 12,302,USA,5:02,Goal,1
Centre shot,10.0,2,12,USA,3.0,le ROUX P,1,1 - 12,286,RSA,4:46,Blocked,0
5m shot,5.0,2,12,USA,3.0,de TRANE M,1,1 - 12,261,USA,4:21,Post,0
Centre shot,3.0,2,12,USA,3.0,CARD D,1,1 - 12,212,RSA,3:32,Saved,0
5m shot,6.0,2,12,USA,3.0,KYTE J,1,1 - 12,191,RSA,3:11,Saved,0
5m shot,9.0,2,12,USA,3.0,BUCKNER S,1,1 - 12,163,USA,2:43,Missed,0
Centre shot,11.0,2,12,USA,3.0,MOLYNEUX N,2,2 - 12,147,RSA,2:27,Goal,1
5m shot,8.0,2,12,USA,3.0,BELL R,3,3 - 12,83,RSA,1:23,Goal,1
Extra player shot,4.0,2,12,USA,3.0,BOWEN A,3,3 - 12,47,USA,0:47,Saved,0
Action shot,6.0,2,13,USA,3.0,RAMIREZ C,3,3 - 13,41,USA,0:41,Goal,1
Action shot,13.0,2,13,USA,3.0,STEWART D,3,3 - 13,18,RSA,0:18,Missed,0
Counter attack,4.0,2,14,USA,3.0,BOWEN A,3,3 - 14,7,USA,0:07,Goal,1
5m shot,8.0,2,14,USA,3.0,BELL R,3,3 - 14,1,RSA,0:01,Missed,0
Counter attack,2.0,2,14,USA,4.0,WIGO J,3,3 - 14,445,USA,7:25,Saved,0
5m shot,2.0,2,14,USA,4.0,WIGO J,3,3 - 14,366,USA,6:06,Saved,0
Extra player shot,2.0,2,14,USA,4.0,WIGO J,3,3 - 14,295,USA,4:55,Missed,0
Extra player shot,10.0,2,14,USA,4.0,le ROUX P,3,3 - 14,260,RSA,4:20,Saved,0
Extra player shot,9.0,2,14,USA,4.0,BUCKNER S,3,3 - 14,220,USA,3:40,Missed,0
5m shot,4.0,2,14,USA,4.0,BADENHORST I,3,3 - 14,195,RSA,3:15,Saved,0
Counter attack,12.0,2,14,USA,4.0,MANN J,3,3 - 14,182,USA,3:02,Saved,0
Action shot,5.0,2,14,USA,4.0,de TRANE M,3,3 - 14,130,USA,2:10,Blocked,0
Centre shot,12.0,2,15,USA,4.0,MANN J,3,3 - 15,115,USA,1:55,Goal,1
Extra player shot,7.0,2,15,USA,4.0,KRUMPHOLZ J,3,3 - 15,78,USA,1:18,Saved,0
Extra player shot,4.0,2,16,USA,4.0,BOWEN A,3,3 - 16,65,USA,1:05,Goal,1
Action shot,10.0,2,16,USA,4.0,le ROUX P,3,3 - 16,41,RSA,0:41,Post,0
Action shot,4.0,2,16,USA,4.0,BOWEN A,3,3 - 16,25,USA,0:25,Missed,0
Centre shot,10.0,3,0,CRO,1.0,DOBUD N,0,0 - 0,411,CRO,6:51,Saved,0
Action shot,9.0,3,1,CRO,1.0,SUKNO S,0,1 - 0,396,CRO,6:36,Goal,1
Action shot,8.0,3,1,CRO,1.0,BELL R,0,1 - 0,381,RSA,6:21,Missed,0
Centre shot,7.0,3,1,CRO,1.0,MUSLIM P,0,1 - 0,369,CRO,6:09,Saved,0
Action shot,10.0,3,1,CRO,1.0,le ROUX P,0,1 - 0,341,RSA,5:41,Missed,0
Action shot,9.0,3,2,CRO,1.0,SUKNO S,0,2 - 0,326,CRO,5:26,Goal,1
5m shot,7.0,3,2,CRO,1.0,MUSLIM P,0,2 - 0,246,CRO,4:06,Saved,0
Centre shot,10.0,3,2,CRO,1.0,DOBUD N,0,2 - 0,177,CRO,2:57,Saved,0
Action shot,2.0,3,2,CRO,1.0,le ROUX E,0,2 - 0,150,RSA,2:30,Saved,0
Centre shot,13.0,3,2,CRO,1.0,STEWART D,0,2 - 0,108,RSA,1:48,Missed,0
Action shot,12.0,3,3,CRO,1.0,OBRADOVIC P,0,3 - 0,86,CRO,1:26,Goal,1
Extra player shot,8.0,3,3,CRO,1.0,BELL R,0,3 - 0,57,RSA,0:57,Post,0
Extra player shot,11.0,3,3,CRO,1.0,MOLYNEUX N,0,3 - 0,40,RSA,0:40,Blocked,0
5m shot,13.0,3,3,CRO,1.0,STEWART D,0,3 - 0,1,RSA,0:01,Missed,0
5m shot,8.0,3,3,CRO,2.0,BELL R,0,3 - 0,426,RSA,7:06,Post,0
Action shot,2.0,3,4,CRO,2.0,LONCAR L,0,4 - 0,412,CRO,6:52,Goal,1
Extra player shot,5.0,3,4,CRO,2.0,RODDA N,0,4 - 0,345,RSA,5:45,Saved,0
Extra player shot,9.0,3,4,CRO,2.0,SUKNO S,0,4 - 0,326,CRO,5:26,Post,0
Action shot,5.0,3,5,CRO,2.0,JOKOVIC M,0,5 - 0,273,CRO,4:33,Goal,1
Counter attack,11.0,3,6,CRO,2.0,SETKA A,0,6 - 0,264,CRO,4:24,Goal,1
Counter attack,6.0,3,6,CRO,2.0,BUKIC L,0,6 - 0,241,CRO,4:01,Post,0
Counter attack,13.0,3,6,CRO,2.0,STEWART D,0,6 - 0,227,RSA,3:47,Saved,0
Centre shot,7.0,3,6,CRO,2.0,MUSLIM P,0,6 - 0,207,CRO,3:27,Saved,0
Centre shot,3.0,3,6,CRO,2.0,CARD D,0,6 - 0,162,RSA,2:42,Saved,0
Centre shot,4.0,3,6,CRO,2.0,PASKVALIN F,0,6 - 0,137,CRO,2:17,Saved,0
Counter attack,11.0,3,18,CRO,4.0,SETKA A,0,18 - 0,130,CRO,2:10,Goal,1
Extra player shot,8.0,3,18,CRO,4.0,BELL R,0,18 - 0,90,RSA,1:30,Saved,0
Extra player shot,9.0,3,19,CRO,4.0,SUKNO S,0,19 - 0,55,CRO,0:55,Goal,1
Action shot,7.0,3,7,CRO,2.0,MUSLIM P,0,7 - 0,105,CRO,1:45,Goal,1
Centre shot,10.0,3,7,CRO,2.0,le ROUX P,0,7 - 0,77,RSA,1:17,Missed,0
Centre shot,10.0,3,7,CRO,2.0,DOBUD N,0,7 - 0,51,CRO,0:51,Missed,0
Action shot,10.0,3,7,CRO,2.0,le ROUX P,0,7 - 0,33,RSA,0:33,Blocked,0
5m shot,7.0,3,7,CRO,2.0,MUSLIM P,0,7 - 0,10,CRO,0:10,Saved,0
Centre shot,10.0,3,7,CRO,3.0,DOBUD N,0,7 - 0,452,CRO,7:32,Saved,0
5m shot,9.0,3,7,CRO,3.0,SUKNO S,0,7 - 0,429,CRO,7:09,Post,0
Action shot,12.0,3,8,CRO,3.0,OBRADOVIC P,0,8 - 0,413,CRO,6:53,Goal,1
5m shot,2.0,3,8,CRO,3.0,le ROUX E,0,8 - 0,361,RSA,6:01,Blocked,0
Extra player shot,10.0,3,9,CRO,3.0,DOBUD N,0,9 - 0,335,CRO,5:35,Goal,1
5m shot,8.0,3,9,CRO,3.0,BELL R,0,9 - 0,317,RSA,5:17,Saved,0
Centre shot,10.0,3,10,CRO,3.0,DOBUD N,0,10 - 0,294,CRO,4:54,Goal,1
Action shot,4.0,3,10,CRO,3.0,PASKVALIN F,0,10 - 0,261,CRO,4:21,Saved,0
Extra player shot,9.0,3,10,CRO,3.0,SUKNO S,0,10 - 0,230,CRO,3:50,Post,0
Counter attack,11.0,3,11,CRO,3.0,SETKA A,0,11 - 0,196,CRO,3:16,Goal,1
5m shot,6.0,3,11,CRO,3.0,KYTE J,0,11 - 0,143,RSA,2:23,Saved,0
Counter attack,9.0,3,12,CRO,3.0,SUKNO S,0,12 - 0,135,CRO,2:15,Goal,1
5m shot,8.0,3,12,CRO,3.0,BELL R,0,12 - 0,113,RSA,1:53,Saved,0
Action shot,9.0,3,13,CRO,3.0,SUKNO S,0,13 - 0,87,CRO,1:27,Goal,1
Extra player shot,6.0,3,14,CRO,3.0,BUKIC L,0,14 - 0,26,CRO,0:26,Goal,1
5m shot,7.0,3,14,CRO,3.0,MUSLIM P,0,14 - 0,1,CRO,0:01,Saved,0
5m shot,5.0,3,14,CRO,4.0,JOKOVIC M,0,14 - 0,452,CRO,7:32,Missed,0
Centre shot,4.0,3,14,CRO,4.0,BADENHORST I,0,14 - 0,414,RSA,6:54,Missed,0
Extra player shot,12.0,3,15,CRO,4.0,OBRADOVIC P,0,15 - 0,389,CRO,6:29,Goal,1
5m shot,6.0,3,15,CRO,4.0,KYTE J,0,15 - 0,367,RSA,6:07,Blocked,0
Centre shot,10.0,3,15,CRO,4.0,le ROUX P,0,15 - 0,312,RSA,5:12,Saved,0
Action shot,12.0,3,16,CRO,4.0,OBRADOVIC P,0,16 - 0,288,CRO,4:48,Goal,1
Action shot,2.0,3,16,CRO,4.0,le ROUX E,0,16 - 0,244,RSA,4:04,Saved,0
Counter attack,10.0,3,17,CRO,4.0,DOBUD N,0,17 - 0,232,CRO,3:52,Goal,1
Counter attack,2.0,3,17,CRO,4.0,le ROUX E,0,17 - 0,192,RSA,3:12,Saved,0
5m shot,5.0,3,17,CRO,4.0,JOKOVIC M,0,17 - 0,165,CRO,2:45,Saved,0
Extra player shot,8.0,3,17,CRO,4.0,BELL R,0,17 - 0,1,RSA,0:01,Post,0
Action shot,12.0,4,1,GRE,1.0,VLACHOPOULOS A,0,1 - 0,410,GRE,6:50,Goal,1
Centre shot,3.0,4,1,GRE,1.0,CARD D,1,1 - 1,389,RSA,6:29,Goal,1
Action shot,8.0,4,1,GRE,1.0,DELAKAS E,1,1 - 1,364,GRE,6:04,Missed,0
Extra player shot,8.0,4,1,GRE,1.0,DELAKAS E,1,1 - 1,266,GRE,4:26,Saved,0
Centre shot,9.0,4,1,GRE,1.0,MOURIKIS K,1,1 - 1,210,GRE,3:30,Saved,0
5m shot,12.0,4,1,GRE,1.0,VLACHOPOULOS A,1,1 - 1,163,GRE,2:43,Post,0
Centre shot,9.0,4,2,GRE,1.0,MOURIKIS K,1,2 - 1,144,GRE,2:24,Goal,1
Counter attack,7.0,4,3,GRE,1.0,AFROUDAKIS C,1,3 - 1,119,GRE,1:59,Goal,1
Action shot,5.0,4,3,GRE,1.0,FOUNTOULIS I,1,3 - 1,72,GRE,1:12,Saved,0
5m shot,2.0,4,3,GRE,1.0,le ROUX E,1,3 - 1,42,RSA,0:42,Saved,0
5m shot,11.0,4,3,GRE,1.0,MOLYNEUX N,2,3 - 2,29,RSA,0:29,Goal,1
5m shot,8.0,4,3,GRE,1.0,BELL R,2,3 - 2,1,RSA,0:01,Missed,0
Action shot,5.0,4,3,GRE,2.0,FOUNTOULIS I,2,3 - 2,426,GRE,7:06,Blocked,0
Extra player shot,7.0,4,3,GRE,2.0,AFROUDAKIS C,2,3 - 2,373,GRE,6:13,Post,0
Centre shot,4.0,4,3,GRE,2.0,BADENHORST I,3,3 - 3,302,RSA,5:02,Goal,1
Action shot,12.0,4,4,GRE,2.0,VLACHOPOULOS A,3,4 - 3,261,GRE,4:21,Goal,1
Action shot,5.0,4,4,GRE,2.0,RODDA N,3,4 - 3,133,RSA,2:13,Post,0
Centre shot,7.0,4,4,GRE,2.0,DOWNES R,4,4 - 4,131,RSA,2:11,Goal,1
Extra player shot,2.0,4,4,GRE,2.0,le ROUX E,4,4 - 4,73,RSA,1:13,Post,0
Action shot,2.0,4,4,GRE,4.0,le ROUX E,4,4 - 4,169,RSA,2:49,Missed,0
Centre shot,5.0,4,13,GRE,4.0,FOUNTOULIS I,5,13 - 5,157,GRE,2:37,Goal,1
Extra player shot,2.0,4,13,GRE,4.0,le ROUX E,5,13 - 5,121,RSA,2:01,Saved,0
Action shot,11.0,4,5,GRE,2.0,GOUNAS A,4,5 - 4,25,GRE,0:25,Goal,1
Extra player shot,11.0,4,6,GRE,2.0,GOUNAS A,4,6 - 4,1,GRE,0:01,Goal,1
Action shot,11.0,4,7,GRE,3.0,GOUNAS A,4,7 - 4,430,GRE,7:10,Goal,1
Extra player shot,10.0,4,8,GRE,3.0,KOLOMVOS C,4,8 - 4,381,GRE,6:21,Goal,1
Action shot,2.0,4,8,GRE,3.0,le ROUX E,4,8 - 4,258,RSA,4:18,Saved,0
Extra player shot,10.0,4,9,GRE,3.0,KOLOMVOS C,4,9 - 4,240,GRE,4:00,Goal,1
Action shot,12.0,4,9,GRE,3.0,KAJEE A,4,9 - 4,221,RSA,3:41,Saved,0
Centre shot,6.0,4,9,GRE,3.0,PONTIKEAS K,4,9 - 4,193,GRE,3:13,Saved,0
Extra player shot,5.0,4,10,GRE,3.0,FOUNTOULIS I,4,10 - 4,161,GRE,2:41,Goal,1
5m shot,11.0,4,10,GRE,3.0,MOLYNEUX N,4,10 - 4,133,RSA,2:13,Saved,0
Action shot,5.0,4,10,GRE,3.0,RODDA N,4,10 - 4,112,RSA,1:52,Saved,0
Centre shot,10.0,4,10,GRE,4.0,KOLOMVOS C,4,10 - 4,444,GRE,7:24,Post,0
Action shot,8.0,4,10,GRE,4.0,DELAKAS E,4,10 - 4,400,GRE,6:40,Saved,0
5m shot,6.0,4,10,GRE,4.0,KYTE J,4,10 - 4,371,RSA,6:11,Missed,0
Extra player shot,7.0,4,11,GRE,4.0,AFROUDAKIS C,4,11 - 4,346,GRE,5:46,Goal,1
Counter attack,2.0,4,12,GRE,4.0,MYLONAKIS E,4,12 - 4,322,GRE,5:22,Goal,1
Action shot,2.0,4,12,GRE,4.0,le ROUX E,5,12 - 5,243,RSA,4:03,Goal,1
5m shot,7.0,4,12,GRE,4.0,DOWNES R,5,12 - 5,1,RSA,0:01,Missed,0
