Action,Cap,Game,HUN,Opponent,Opponent name,Period,Player,Score,Seconds,Team,Time,Result,Goal
Action shot,12.0,1,12,3,KAZ,4.0,PEKOVICH B,12 - 3,336,KAZ,5:36,Missed,0
Centre shot,12.0,1,13,3,KAZ,4.0,HARAI B,13 - 3,275,HUN,4:35,Goal,1
Action shot,8.0,1,13,3,KAZ,4.0,KOLIADENKO A,13 - 3,246,KAZ,4:06,Saved,0
Centre shot,8.0,1,13,3,KAZ,4.0,KOLIADENKO A,13 - 3,237,KAZ,3:57,Saved,0
Extra player shot,3.0,1,13,4,KAZ,4.0,AXENOV A,13 - 4,216,KAZ,3:36,Goal,1
Action shot,3.0,1,13,4,KAZ,4.0,MADARAS N,13 - 4,189,HUN,3:09,Saved,0
Extra player shot,5.0,1,13,5,KAZ,4.0,USHAKOV V,13 - 5,158,KAZ,2:38,Goal,1
Centre shot,11.0,1,13,5,KAZ,4.0,BEDO K,13 - 5,132,HUN,2:12,Saved,0
5m shot,5.0,1,13,5,KAZ,4.0,VAMOS M,13 - 5,121,HUN,2:01,Saved,0
Action shot,6.0,1,13,5,KAZ,4.0,HOSNYANSZKY N,13 - 5,84,HUN,1:24,Post,0
Action shot,10.0,1,14,5,KAZ,4.0,VARGA D,14 - 5,50,HUN,0:50,Goal,1
Action shot,6.0,1,14,5,KAZ,4.0,HOSNYANSZKY N,14 - 5,0,HUN,0:00,Post,0
Extra player shot,2.0,2,0,0,RSA,1.0,GOR-NAGY M,0 - 0,451,HUN,7:31,Saved,0
Action shot,9.0,2,0,0,RSA,1.0,VARGA D,0 - 0,394,HUN,6:34,Post,0
5m shot,10.0,2,1,0,RSA,1.0,VARGA D,0 - 1,349,HUN,5:49,Goal,1
5m shot,10.0,2,1,0,RSA,1.0,LE ROUX P,0 - 1,323,RSA,5:23,Saved,0
Counter attack,9.0,2,1,0,RSA,1.0,VARGA D,0 - 1,304,HUN,5:04,Saved,0
Counter attack,12.0,2,2,0,RSA,1.0,HARAI B,0 - 2,218,HUN,3:38,Goal,1
Penalty shot,4.0,2,3,0,RSA,1.0,ERDELYI B,0 - 3,191,HUN,3:11,Goal,1
Action shot,6.0,2,4,0,RSA,1.0,HOSNYANSZKY N,0 - 4,146,HUN,2:26,Goal,1
5m shot,12.0,2,4,0,RSA,1.0,BOHATA W,0 - 4,114,RSA,1:54,Saved,0
Action shot,7.0,2,4,0,RSA,1.0,ANGYAL D,0 - 4,95,HUN,1:35,Post,0
Counter attack,11.0,2,4,1,RSA,1.0,MOLYNEUX N,1 - 4,79,RSA,1:19,Goal,1
Action shot,8.0,2,5,1,RSA,1.0,SZIVOS M,1 - 5,56,HUN,0:56,Goal,1
Action shot,12.0,2,6,1,RSA,2.0,HARAI B,1 - 6,466,HUN,7:46,Goal,1
Action shot,6.0,2,6,1,RSA,2.0,HOSNYANSZKY N,1 - 6,425,HUN,7:05,Saved,0
Extra player shot,5.0,2,6,1,RSA,2.0,VAMOS M,1 - 6,400,HUN,6:40,Post,0
Centre shot,10.0,2,7,1,RSA,2.0,VARGA D,1 - 7,352,HUN,5:52,Goal,1
Counter attack,11.0,2,7,1,RSA,2.0,MOLYNEUX N,1 - 7,295,RSA,4:55,Missed,0
Action shot,10.0,2,8,1,RSA,2.0,VARGA D,1 - 8,278,HUN,4:38,Goal,1
5m shot,3.0,2,8,1,RSA,2.0,MADARAS N,1 - 8,223,HUN,3:43,Saved,0
Action shot,11.0,2,8,1,RSA,2.0,MOLYNEUX N,1 - 8,195,RSA,3:15,Saved,0
5m shot,2.0,2,8,1,RSA,2.0,LE ROUX E,1 - 8,185,RSA,3:05,Blocked,0
5m shot,6.0,2,8,1,RSA,2.0,DE CARVALHO J,1 - 8,104,RSA,1:44,Saved,0
5m shot,6.0,2,8,1,RSA,4.0,HOSNYANSZKY N,1 - 8,110,HUN,1:50,Missed,0
Action shot,2.0,2,8,1,RSA,4.0,LE ROUX E,1 - 8,80,RSA,1:20,Blocked,0
5m shot,7.0,2,8,1,RSA,2.0,JAGGA D,1 - 8,10,RSA,0:10,Saved,0
5m shot,3.0,2,8,1,RSA,2.0,MADARAS N,1 - 8,0,HUN,0:00,Missed,0
Action shot,12.0,2,9,1,RSA,3.0,HARAI B,1 - 9,453,HUN,7:33,Goal,1
Action shot,5.0,2,9,2,RSA,3.0,HOCK N,2 - 9,427,RSA,7:07,Goal,1
Extra player shot,10.0,2,9,2,RSA,3.0,LE ROUX P,2 - 9,363,RSA,6:03,Missed,0
Penalty shot,5.0,2,10,2,RSA,3.0,VAMOS M,2 - 10,349,HUN,5:49,Goal,1
Action shot,12.0,2,10,2,RSA,3.0,HARAI B,2 - 10,290,HUN,4:50,Saved,0
5m shot,5.0,2,10,2,RSA,3.0,VAMOS M,2 - 10,245,HUN,4:05,Saved,0
5m shot,6.0,2,10,2,RSA,3.0,HOSNYANSZKY N,2 - 10,239,HUN,3:59,Post,0
Extra player shot,3.0,2,10,2,RSA,3.0,MADARAS N,2 - 10,203,HUN,3:23,Post,0
Action shot,10.0,2,10,2,RSA,3.0,VARGA D,2 - 10,196,HUN,3:16,Post,0
5m shot,2.0,2,10,2,RSA,3.0,LE ROUX E,2 - 10,170,RSA,2:50,Saved,0
Penalty shot,11.0,2,10,3,RSA,3.0,MOLYNEUX N,3 - 10,157,RSA,2:37,Goal,1
Centre shot,11.0,2,11,3,RSA,3.0,BEDO K,3 - 11,138,HUN,2:18,Goal,1
Extra player shot,10.0,2,12,3,RSA,3.0,VARGA D,3 - 12,98,HUN,1:38,Goal,1
5m shot,6.0,2,12,3,RSA,3.0,HOSNYANSZKY N,3 - 12,37,HUN,0:37,Saved,0
5m shot,5.0,2,12,3,RSA,4.0,VAMOS M,3 - 12,428,HUN,7:08,Saved,0
Action shot,5.0,2,12,3,RSA,4.0,VAMOS M,3 - 12,423,HUN,7:03,Saved,0
Extra player shot,5.0,2,13,3,RSA,4.0,VAMOS M,3 - 13,356,HUN,5:56,Goal,1
Action shot,7.0,2,13,4,RSA,4.0,JAGGA D,4 - 13,337,RSA,5:37,Goal,1
Action shot,10.0,2,13,4,RSA,4.0,VARGA D,4 - 13,318,HUN,5:18,Saved,0
Extra player shot,7.0,2,14,4,RSA,4.0,ANGYAL D,4 - 14,265,HUN,4:25,Goal,1
5m shot,3.0,2,14,4,RSA,4.0,MADARAS N,4 - 14,212,HUN,3:32,Saved,0
Action shot,10.0,2,15,4,RSA,4.0,VARGA D,4 - 15,164,HUN,2:44,Goal,1
Counter attack,4.0,2,16,4,RSA,4.0,ERDELYI B,4 - 16,79,HUN,1:19,Goal,1
Action shot,4.0,2,17,4,RSA,4.0,ERDELYI B,4 - 17,37,HUN,0:37,Goal,1
5m shot,8.0,2,17,4,RSA,4.0,SZIVOS M,4 - 17,0,HUN,0:00,Saved,0
Action shot,5.0,3,0,0,ARG,1.0,LOPEZ E,0 - 0,452,ARG,7:32,Saved,0
Action shot,5.0,3,0,1,ARG,1.0,LOPEZ E,0 - 1,432,ARG,7:12,Goal,1
Action shot,8.0,3,1,1,ARG,1.0,SZIVOS M,1 - 1,381,HUN,6:21,Goal,1
5m shot,2.0,3,1,1,ARG,1.0,VEICH R,1 - 1,353,ARG,5:53,Missed,0
Action shot,12.0,3,2,1,ARG,1.0,HARAI B,2 - 1,339,HUN,5:39,Goal,1
Action shot,9.0,3,2,1,ARG,1.0,CARABANTES I,2 - 1,315,ARG,5:15,Missed,0
Extra player shot,3.0,3,3,1,ARG,1.0,MADARAS N,3 - 1,281,HUN,4:41,Goal,1
Counter attack,4.0,3,4,1,ARG,1.0,ERDELYI B,4 - 1,247,HUN,4:07,Goal,1
Extra player shot,7.0,3,5,1,ARG,1.0,ANGYAL D,5 - 1,187,HUN,3:07,Goal,1
Action shot,8.0,3,5,1,ARG,1.0,CORSI E,5 - 1,136,ARG,2:16,Post,0
Action shot,11.0,3,5,2,ARG,1.0,DEMARCHI F,5 - 2,101,ARG,1:41,Goal,1
5m shot,8.0,3,5,2,ARG,1.0,CORSI E,5 - 2,28,ARG,0:28,Missed,0
Extra player shot,6.0,3,6,2,ARG,1.0,HOSNYANSZKY N,6 - 2,1,HUN,0:01,Goal,1
5m shot,9.0,3,6,2,ARG,2.0,VARGA D,6 - 2,454,HUN,7:34,Saved,0
5m shot,2.0,3,6,2,ARG,2.0,VEICH R,6 - 2,402,ARG,6:42,Post,0
5m shot,9.0,3,6,2,ARG,2.0,CARABANTES I,6 - 2,320,ARG,5:20,Post,0
Action shot,7.0,3,6,2,ARG,2.0,ANGYAL D,6 - 2,272,HUN,4:32,Missed,0
5m shot,12.0,3,6,2,ARG,2.0,YANEZ G,6 - 2,264,ARG,4:24,Saved,0
Centre shot,8.0,3,7,2,ARG,2.0,SZIVOS M,7 - 2,248,HUN,4:08,Goal,1
5m shot,9.0,3,7,2,ARG,2.0,CARABANTES I,7 - 2,205,ARG,3:25,Blocked,0
Extra player shot,8.0,3,8,2,ARG,2.0,SZIVOS M,8 - 2,93,HUN,1:33,Goal,1
5m shot,9.0,3,8,2,ARG,2.0,CARABANTES I,8 - 2,61,ARG,1:01,Saved,0
Penalty shot,5.0,3,9,2,ARG,2.0,VAMOS M,9 - 2,42,HUN,0:42,Goal,1
Action shot,12.0,3,9,3,ARG,2.0,YANEZ G,9 - 3,20,ARG,0:20,Goal,1
5m shot,10.0,3,9,3,ARG,2.0,VARGA D,9 - 3,0,HUN,0:00,Saved,0
5m shot,8.0,3,9,3,ARG,2.0,SZIVOS M,9 - 3,0,HUN,0:00,Saved,0
Action shot,10.0,3,10,3,ARG,3.0,VARGA D,10 - 3,453,HUN,7:33,Goal,1
Action shot,5.0,3,10,4,ARG,3.0,LOPEZ E,10 - 4,382,ARG,6:22,Goal,1
Action shot,12.0,3,11,4,ARG,3.0,HARAI B,11 - 4,361,HUN,6:01,Goal,1
5m shot,11.0,3,11,4,ARG,3.0,DEMARCHI F,11 - 4,338,ARG,5:38,Saved,0
Action shot,10.0,3,11,4,ARG,3.0,VARGA D,11 - 4,317,HUN,5:17,Blocked,0
Extra player shot,5.0,3,12,4,ARG,3.0,VAMOS M,12 - 4,299,HUN,4:59,Goal,1
Extra player shot,9.0,3,13,4,ARG,3.0,VARGA D,13 - 4,247,HUN,4:07,Goal,1
5m shot,2.0,3,13,4,ARG,3.0,VEICH R,13 - 4,224,ARG,3:44,Saved,0
5m shot,9.0,3,13,4,ARG,3.0,CARABANTES I,13 - 4,159,ARG,2:39,Saved,0
5m shot,6.0,3,14,4,ARG,3.0,HOSNYANSZKY N,14 - 4,111,HUN,1:51,Goal,1
Action shot,11.0,3,14,4,ARG,3.0,BEDO K,14 - 4,67,HUN,1:07,Saved,0
5m shot,12.0,3,14,4,ARG,3.0,YANEZ G,14 - 4,36,ARG,0:36,Missed,0
Extra player shot,4.0,3,15,4,ARG,3.0,ERDELYI B,15 - 4,3,HUN,0:03,Goal,1
5m shot,2.0,3,15,4,ARG,3.0,VEICH R,15 - 4,1,ARG,0:01,Blocked,0
Action shot,12.0,3,15,4,ARG,4.0,HARAI B,15 - 4,463,HUN,7:43,Saved,0
Action shot,10.0,3,16,4,ARG,4.0,VARGA D,16 - 4,422,HUN,7:02,Goal,1
Action shot,5.0,3,17,4,ARG,4.0,VAMOS M,17 - 4,374,HUN,6:14,Goal,1
Action shot,8.0,3,17,4,ARG,4.0,SZIVOS M,17 - 4,333,HUN,5:33,Post,0
Action shot,12.0,3,17,4,ARG,4.0,YANEZ G,17 - 4,304,ARG,5:04,Saved,0
Action shot,3.0,3,17,4,ARG,4.0,MADARAS N,17 - 4,279,HUN,4:39,Saved,0
Action shot,2.0,3,17,4,ARG,4.0,VEICH R,17 - 4,202,ARG,3:22,Saved,0
Action shot,11.0,3,17,4,ARG,4.0,BEDO K,17 - 4,176,HUN,2:56,Saved,0
Action shot,2.0,3,17,4,ARG,4.0,VEICH R,17 - 4,157,ARG,2:37,Post,0
Action shot,5.0,3,18,4,ARG,4.0,VAMOS M,18 - 4,137,HUN,2:17,Goal,1
Action shot,10.0,3,19,4,ARG,4.0,VARGA D,19 - 4,89,HUN,1:29,Goal,1
Counter attack,10.0,3,20,4,ARG,4.0,VARGA D,20 - 4,41,HUN,0:41,Goal,1
Counter attack,10.0,3,21,4,ARG,4.0,VARGA D,21 - 4,14,HUN,0:14,Goal,1
Action shot,4.0,4,0,0,ITA,1.0,FIGLIOLI P,0 - 0,442,ITA,7:22,Saved,0
Extra player shot,10.0,4,1,0,ITA,1.0,VARGA D,1 - 0,360,HUN,6:00,Goal,1
5m shot,7.0,4,1,0,ITA,1.0,GIACOPPO M,1 - 0,330,ITA,5:30,Saved,0
5m shot,4.0,4,1,0,ITA,1.0,FIGLIOLI P,1 - 0,272,ITA,4:32,Missed,0
5m shot,9.0,4,1,0,ITA,1.0,VARGA D,1 - 0,251,HUN,4:11,Missed,0
Action shot,4.0,4,1,0,ITA,1.0,FIGLIOLI P,1 - 0,223,ITA,3:43,Saved,0
5m shot,5.0,4,1,0,ITA,1.0,VAMOS M,1 - 0,193,HUN,3:13,Blocked,0
Extra player shot,4.0,4,2,0,ITA,1.0,ERDELYI B,2 - 0,115,HUN,1:55,Goal,1
Extra player shot,5.0,4,2,1,ITA,1.0,GIORGETTI A,2 - 1,85,ITA,1:25,Goal,1
Extra player shot,3.0,4,2,1,ITA,1.0,MADARAS N,2 - 1,44,HUN,0:44,Blocked,0
Extra player shot,12.0,4,2,2,ITA,1.0,BARALDI F,2 - 2,1,ITA,0:01,Goal,1
Extra player shot,9.0,4,3,2,ITA,2.0,VARGA D,3 - 2,405,HUN,6:45,Goal,1
Extra player shot,2.0,4,3,3,ITA,2.0,DI FULVIO F,3 - 3,370,ITA,6:10,Goal,1
Action shot,2.0,4,3,3,ITA,2.0,DI FULVIO F,3 - 3,318,ITA,5:18,Saved,0
Action shot,9.0,4,3,3,ITA,2.0,VARGA D,3 - 3,296,HUN,4:56,Post,0
Extra player shot,6.0,4,3,3,ITA,2.0,FONDELLI A,3 - 3,252,ITA,4:12,Blocked,0
Extra player shot,9.0,4,4,3,ITA,2.0,VARGA D,4 - 3,222,HUN,3:42,Goal,1
Extra player shot,5.0,4,4,3,ITA,2.0,GIORGETTI A,4 - 3,190,ITA,3:10,Post,0
Extra player shot,6.0,4,4,3,ITA,2.0,HOSNYANSZKY N,4 - 3,159,HUN,2:39,Blocked,0
Action shot,11.0,4,4,3,ITA,2.0,AICARDI M,4 - 3,131,ITA,2:11,Saved,0
5m shot,8.0,4,4,3,ITA,2.0,SZIVOS M,4 - 3,102,HUN,1:42,Blocked,0
5m shot,6.0,4,4,3,ITA,2.0,HOSNYANSZKY N,4 - 3,77,HUN,1:17,Saved,0
Action shot,8.0,4,4,3,ITA,2.0,PRESCIUTTI N,4 - 3,46,ITA,0:46,Saved,0
Extra player shot,2.0,4,4,3,ITA,2.0,DI FULVIO F,4 - 3,1,ITA,0:01,Post,0
Action shot,2.0,4,4,3,ITA,3.0,DI FULVIO F,4 - 3,451,ITA,7:31,Saved,0
Action shot,12.0,4,4,3,ITA,3.0,HARAI B,4 - 3,405,HUN,6:45,Saved,0
5m shot,6.0,4,4,3,ITA,3.0,FONDELLI A,4 - 3,373,ITA,6:13,Post,0
5m shot,6.0,4,4,3,ITA,3.0,HOSNYANSZKY N,4 - 3,352,HUN,5:52,Missed,0
5m shot,2.0,4,4,3,ITA,3.0,DI FULVIO F,4 - 3,322,ITA,5:22,Saved,0
5m shot,9.0,4,4,3,ITA,3.0,VARGA D,4 - 3,260,HUN,4:20,Saved,0
Extra player shot,4.0,4,4,3,ITA,3.0,FIGLIOLI P,4 - 3,222,ITA,3:42,Blocked,0
Counter attack,3.0,4,4,3,ITA,3.0,MADARAS N,4 - 3,201,HUN,3:21,Saved,0
Extra player shot,9.0,4,5,3,ITA,3.0,VARGA D,5 - 3,165,HUN,2:45,Goal,1
Action shot,10.0,4,5,3,ITA,3.0,VARGA D,5 - 3,117,HUN,1:57,Saved,0
Extra player shot,4.0,4,5,4,ITA,3.0,FIGLIOLI P,5 - 4,70,ITA,1:10,Goal,1
5m shot,10.0,4,5,5,ITA,3.0,LUONGO S,5 - 5,1,ITA,0:01,Goal,1
5m shot,9.0,4,5,5,ITA,4.0,VARGA D,5 - 5,455,HUN,7:35,Saved,0
Action shot,2.0,4,5,5,ITA,4.0,GOR-NAGY M,5 - 5,425,HUN,7:05,Saved,0
Extra player shot,2.0,4,5,6,ITA,4.0,DI FULVIO F,5 - 6,373,ITA,6:13,Goal,1
Extra player shot,12.0,4,6,6,ITA,4.0,HARAI B,6 - 6,335,HUN,5:35,Goal,1
Extra player shot,8.0,4,6,7,ITA,4.0,PRESCIUTTI N,6 - 7,298,ITA,4:58,Goal,1
Extra player shot,4.0,4,6,7,ITA,4.0,ERDELYI B,6 - 7,263,HUN,4:23,Post,0
Extra player shot,10.0,4,6,8,ITA,4.0,LUONGO S,6 - 8,220,ITA,3:40,Goal,1
Extra player shot,6.0,4,7,8,ITA,4.0,HOSNYANSZKY N,7 - 8,181,HUN,3:01,Goal,1
Action shot,11.0,4,7,8,ITA,4.0,AICARDI M,7 - 8,156,ITA,2:36,Saved,0
5m shot,10.0,4,7,8,ITA,4.0,LUONGO S,7 - 8,107,ITA,1:47,Saved,0
Action shot,8.0,4,7,8,ITA,4.0,SZIVOS M,7 - 8,36,HUN,0:36,Saved,0
Extra player shot,2.0,5,0,0,USA,1.0,GOR-NAGY M,0 - 0,451,HUN,7:31,Post,0
Extra player shot,12.0,5,1,0,USA,1.0,HARAI B,1 - 0,450,HUN,7:30,Goal,1
5m shot,8.0,5,1,0,USA,1.0,AZEVEDO T,1 - 0,366,USA,6:06,Post,0
5m shot,3.0,5,1,0,USA,1.0,MADARAS N,1 - 0,340,HUN,5:40,Saved,0
5m shot,8.0,5,1,1,USA,1.0,AZEVEDO T,1 - 1,315,USA,5:15,Goal,1
Counter attack,9.0,5,2,1,USA,1.0,VARGA D,2 - 1,237,HUN,3:57,Goal,1
5m shot,6.0,5,2,1,USA,1.0,HOSNYANSZKY N,2 - 1,186,HUN,3:06,Saved,0
Action shot,4.0,5,2,1,USA,1.0,ERDELYI B,2 - 1,143,HUN,2:23,Saved,0
5m shot,6.0,5,2,1,USA,1.0,CUPIDO L,2 - 1,129,USA,2:09,Blocked,0
Action shot,4.0,5,3,1,USA,1.0,ERDELYI B,3 - 1,103,HUN,1:43,Goal,1
Extra player shot,10.0,5,3,2,USA,1.0,BONANNI B,3 - 2,75,USA,1:15,Goal,1
Centre shot,12.0,5,4,2,USA,1.0,HARAI B,4 - 2,50,HUN,0:50,Goal,1
5m shot,5.0,5,4,2,USA,1.0,VAMOS M,4 - 2,9,HUN,0:09,Saved,0
5m shot,8.0,5,4,2,USA,2.0,SZIVOS M,4 - 2,422,HUN,7:02,Missed,0
Action shot,12.0,5,5,2,USA,2.0,HARAI B,5 - 2,363,HUN,6:03,Goal,1
5m shot,6.0,5,5,2,USA,2.0,CUPIDO L,5 - 2,341,USA,5:41,Post,0
Action shot,7.0,5,5,3,USA,2.0,SAMUELS J,5 - 3,319,USA,5:19,Goal,1
5m shot,9.0,5,5,3,USA,2.0,VARGA D,5 - 3,294,HUN,4:54,Saved,0
5m shot,10.0,5,6,3,USA,2.0,VARGA D,6 - 3,255,HUN,4:15,Goal,1
5m shot,10.0,5,6,3,USA,2.0,VARGA D,6 - 3,209,HUN,3:29,Missed,0
Action shot,8.0,5,6,3,USA,2.0,AZEVEDO T,6 - 3,184,USA,3:04,Saved,0
5m shot,9.0,5,6,3,USA,2.0,VARGA D,6 - 3,155,HUN,2:35,Blocked,0
Action shot,10.0,5,6,4,USA,2.0,BONANNI B,6 - 4,113,USA,1:53,Goal,1
5m shot,10.0,5,6,4,USA,2.0,VARGA D,6 - 4,84,HUN,1:24,Blocked,0
5m shot,9.0,5,7,4,USA,2.0,VARGA D,7 - 4,59,HUN,0:59,Goal,1
5m shot,6.0,5,7,4,USA,2.0,CUPIDO L,7 - 4,29,USA,0:29,Blocked,0
5m shot,7.0,5,7,4,USA,3.0,SAMUELS J,7 - 4,453,USA,7:33,Saved,0
Action shot,12.0,5,7,4,USA,3.0,HARAI B,7 - 4,438,HUN,7:18,Blocked,0
5m shot,6.0,5,7,5,USA,3.0,CUPIDO L,7 - 5,417,USA,6:57,Goal,1
5m shot,5.0,5,7,5,USA,3.0,VAMOS M,7 - 5,389,HUN,6:29,Saved,0
Extra player shot,10.0,5,7,6,USA,3.0,BONANNI B,7 - 6,354,USA,5:54,Goal,1
5m shot,6.0,5,7,6,USA,3.0,HOSNYANSZKY N,7 - 6,332,HUN,5:32,Saved,0
Extra player shot,10.0,5,7,6,USA,3.0,BONANNI B,7 - 6,234,USA,3:54,Blocked,0
5m shot,8.0,5,7,6,USA,3.0,AZEVEDO T,7 - 6,205,USA,3:25,Saved,0
Extra player shot,10.0,5,7,6,USA,3.0,BONANNI B,7 - 6,188,USA,3:08,Post,0
5m shot,10.0,5,8,6,USA,3.0,VARGA D,8 - 6,160,HUN,2:40,Goal,1
Action shot,12.0,5,8,6,USA,3.0,MANN J,8 - 6,119,USA,1:59,Post,0
Action shot,12.0,5,9,6,USA,3.0,HARAI B,9 - 6,57,HUN,0:57,Goal,1
5m shot,10.0,5,9,6,USA,3.0,VARGA D,9 - 6,1,HUN,0:01,Saved,0
Action shot,6.0,5,10,6,USA,4.0,HOSNYANSZKY N,10 - 6,451,HUN,7:31,Goal,1
Action shot,2.0,5,10,6,USA,4.0,VAVIC N,10 - 6,422,USA,7:02,Missed,0
5m shot,8.0,5,10,7,USA,4.0,AZEVEDO T,10 - 7,382,USA,6:22,Goal,1
Centre shot,12.0,5,10,7,USA,4.0,HARAI B,10 - 7,360,HUN,6:00,Missed,0
5m shot,5.0,5,10,7,USA,4.0,ROELSE A,10 - 7,333,USA,5:33,Saved,0
Extra player shot,10.0,5,11,7,USA,4.0,VARGA D,11 - 7,292,HUN,4:52,Goal,1
5m shot,6.0,5,11,7,USA,4.0,HOSNYANSZKY N,11 - 7,245,HUN,4:05,Post,0
5m shot,10.0,5,11,7,USA,4.0,VARGA D,11 - 7,221,HUN,3:41,Saved,0
5m shot,6.0,5,12,7,USA,4.0,HOSNYANSZKY N,12 - 7,191,HUN,3:11,Goal,1
Action shot,8.0,5,12,8,USA,4.0,AZEVEDO T,12 - 8,150,USA,2:30,Goal,1
