Action,Cap,Game,Opponent,Opponent name,Period,Player,RUS,Score,Seconds,Team,Time
5m shot - Saved,8.0,1,5,USA,3.0,NAGAEV I,4,5 - 4,102,RUS,1:42
Time-Out,,1,5,USA,3.0,,4,5 - 4,101,USA,1:41
5m shot - Saved,9.0,1,5,USA,3.0,BOWEN A,4,5 - 4,74,USA,1:14
Time-Out,,1,5,USA,3.0,,4,5 - 4,71,RUS,1:11
5m shot - Goal,3.0,1,5,USA,3.0,ODINTSOV A,5,5 - 5,48,RUS,0:48
20 sec. exclusion in centre,3.0,1,5,USA,3.0,ODINTSOV A,5,5 - 5,27,RUS,0:27
Exclusion with substitution,3.0,1,5,USA,3.0,ODINTSOV A,5,5 - 5,27,RUS,0:27
Extra player shot - Post,10.0,1,5,USA,3.0,BONANNI B,5,5 - 5,13,USA,0:13
5m shot - Goal,6.0,1,6,USA,3.0,CUPIDO L,5,6 - 5,7,USA,0:07
5m shot - Saved,2.0,1,6,USA,3.0,BUGAYCHUK A,5,6 - 5,1,RUS,0:01
Starting goalkeeper,1.0,1,6,USA,4.0,MOSES M,5,6 - 5,480,USA,8:00
Starting goalkeeper,13.0,1,6,USA,4.0,IVANOV V,5,6 - 5,480,RUS,8:00
Sprint won possession,7.0,1,6,USA,4.0,SAMUELS J,5,6 - 5,480,USA,8:00
Turnover foul,7.0,1,6,USA,4.0,SAMUELS J,5,6 - 5,451,USA,7:31
20 sec. exclusion in centre,4.0,1,6,USA,4.0,KIMBELL J,5,6 - 5,425,USA,7:05
Extra player shot - Missed,6.0,1,6,USA,4.0,ASHAEV A,5,6 - 5,410,RUS,6:50
Turnover foul,7.0,1,6,USA,4.0,SAMUELS J,5,6 - 5,391,USA,6:31
Steal,13.0,1,6,USA,4.0,IVANOV V,5,6 - 5,391,RUS,6:31
Centre shot - Missed,6.0,1,6,USA,4.0,ASHAEV A,5,6 - 5,362,RUS,6:02
5m shot - Missed,9.0,1,6,USA,4.0,BOWEN A,5,6 - 5,332,USA,5:32
5m shot - Saved,4.0,1,6,USA,4.0,BYCHKOV I,5,6 - 5,316,RUS,5:16
5m shot - Saved,2.0,1,6,USA,4.0,VAVIC N,5,6 - 5,286,USA,4:46
5m shot - Saved,8.0,1,6,USA,4.0,NAGAEV I,5,6 - 5,258,RUS,4:18
20 sec. exclusion in centre,6.0,1,6,USA,4.0,ASHAEV A,5,6 - 5,243,RUS,4:03
Time-Out,,1,6,USA,4.0,,5,6 - 5,243,USA,4:03
Extra player shot - Goal,6.0,1,7,USA,4.0,CUPIDO L,5,7 - 5,231,USA,3:51
5m shot - Blocked,10.0,1,7,USA,4.0,KHOLOD D,5,7 - 5,201,RUS,3:21
Turnover foul,8.0,1,7,USA,4.0,AZEVEDO T,5,7 - 5,172,USA,2:52
Action shot - Goal,9.0,1,7,USA,4.0,STEPANIUK K,6,7 - 6,146,RUS,2:26
20 sec. exclusion in centre,10.0,1,7,USA,4.0,KHOLOD D,6,7 - 6,122,RUS,2:02
20 sec. exclusion in centre,6.0,1,7,USA,4.0,ASHAEV A,6,7 - 6,109,RUS,1:49
Exclusion with substitution,6.0,1,7,USA,4.0,ASHAEV A,6,7 - 6,109,RUS,1:49
Extra player shot - Missed,6.0,1,7,USA,4.0,CUPIDO L,6,7 - 6,102,USA,1:42
5m shot - Saved,10.0,1,7,USA,4.0,KHOLOD D,6,7 - 6,71,RUS,1:11
Turnover foul,6.0,1,7,USA,4.0,CUPIDO L,6,7 - 6,48,USA,0:48
Steal,2.0,1,7,USA,4.0,BUGAYCHUK A,6,7 - 6,46,RUS,0:46
Time-Out,,1,7,USA,4.0,,6,7 - 6,46,RUS,0:46
Turnover foul,8.0,1,7,USA,4.0,NAGAEV I,6,7 - 6,35,RUS,0:35
Steal,6.0,1,7,USA,4.0,CUPIDO L,6,7 - 6,35,USA,0:35
Turnover foul,2.0,1,7,USA,4.0,BUGAYCHUK A,6,7 - 6,0,RUS,0:00
Steal,6.0,1,7,USA,4.0,CUPIDO L,6,7 - 6,0,USA,0:00
Starting goalkeeper,13.0,2,0,ITA,1.0,IVANOV V,0,0 - 0,480,RUS,8:00
Starting goalkeeper,1.0,2,0,ITA,1.0,TEMPESTI S,0,0 - 0,480,ITA,8:00
Sprint won possession,4.0,2,0,ITA,1.0,FIGLIOLI P,0,0 - 0,480,ITA,8:00
Action shot - Post,11.0,2,0,ITA,1.0,AICARDI M,0,0 - 0,460,ITA,7:40
5m shot - Post,2.0,2,0,ITA,1.0,BUGAYCHUK A,0,0 - 0,430,RUS,7:10
Action shot - Blocked,10.0,2,0,ITA,1.0,LUONGO S,0,0 - 0,410,ITA,6:50
20 sec. exclusion in centre,3.0,2,0,ITA,1.0,VELOTTO A,0,0 - 0,391,ITA,6:31
Turnover foul,10.0,2,0,ITA,1.0,KHOLOD D,0,0 - 0,369,RUS,6:09
Steal,5.0,2,0,ITA,1.0,GIORGETTI A,0,0 - 0,369,ITA,6:09
Turnover foul,5.0,2,0,ITA,1.0,GIORGETTI A,0,0 - 0,338,ITA,5:38
Steal,6.0,2,0,ITA,1.0,ASHAEV A,0,0 - 0,338,RUS,5:38
Action shot - Blocked,2.0,2,0,ITA,1.0,BUGAYCHUK A,0,0 - 0,321,RUS,5:21
Action shot - Goal,2.0,2,1,ITA,1.0,DI FULVIO F,0,0 - 1,304,ITA,5:04
Action shot - Saved,5.0,2,1,ITA,1.0,GIORGETTI A,0,0 - 1,280,ITA,4:40
Turnover foul,7.0,2,1,ITA,1.0,GIACOPPO M,0,0 - 1,258,ITA,4:18
Turnover foul,3.0,2,1,ITA,1.0,ODINTSOV A,0,0 - 1,229,RUS,3:49
Steal,7.0,2,1,ITA,1.0,GIACOPPO M,0,0 - 1,229,ITA,3:49
Centre shot - Post,12.0,2,1,ITA,1.0,BARALDI F,0,0 - 1,209,ITA,3:29
Centre shot - Saved,12.0,2,1,ITA,1.0,BARALDI F,0,0 - 1,202,ITA,3:22
5m shot - Blocked,7.0,2,1,ITA,1.0,TIMAKOV V,0,0 - 1,177,RUS,2:57
Action shot - Saved,2.0,2,1,ITA,1.0,DI FULVIO F,0,0 - 1,149,ITA,2:29
5m shot - Saved,9.0,2,1,ITA,1.0,STEPANIUK K,0,0 - 1,120,RUS,2:00
5m shot - Missed,2.0,2,1,ITA,1.0,DI FULVIO F,0,0 - 1,93,ITA,1:33
20 sec. exclusion in centre,7.0,2,1,ITA,1.0,GIACOPPO M,0,0 - 1,71,ITA,1:11
Time-Out,,2,1,ITA,1.0,,0,0 - 1,71,RUS,1:11
Extra player shot - Goal,10.0,2,1,ITA,1.0,KHOLOD D,1,1 - 1,51,RUS,0:51
Centre shot - Post,11.0,2,1,ITA,1.0,AICARDI M,1,1 - 1,34,ITA,0:34
Action shot - Saved,8.0,2,1,ITA,1.0,NAGAEV I,1,1 - 1,15,RUS,0:15
Time-Out,,2,1,ITA,1.0,,1,1 - 1,15,ITA,0:15
Action shot - Saved,10.0,2,1,ITA,1.0,LUONGO S,1,1 - 1,3,ITA,0:03
20 sec. exclusion in centre,9.0,2,1,ITA,1.0,STEPANIUK K,1,1 - 1,3,RUS,0:03
Starting goalkeeper,13.0,2,1,ITA,2.0,IVANOV V,1,1 - 1,480,RUS,8:00
Starting goalkeeper,1.0,2,1,ITA,2.0,TEMPESTI S,1,1 - 1,480,ITA,8:00
Sprint won possession,4.0,2,1,ITA,2.0,FIGLIOLI P,1,1 - 1,480,ITA,8:00
Action shot - Saved,11.0,2,1,ITA,2.0,AICARDI M,1,1 - 1,456,ITA,7:36
Centre shot - Saved,11.0,2,1,ITA,2.0,AICARDI M,1,1 - 1,432,ITA,7:12
Turnover foul,9.0,2,1,ITA,2.0,STEPANIUK K,1,1 - 1,405,RUS,6:45
20 sec. exclusion in centre,3.0,2,1,ITA,2.0,ODINTSOV A,1,1 - 1,398,RUS,6:38
Extra player shot - Goal,5.0,2,2,ITA,2.0,GIORGETTI A,1,1 - 2,379,ITA,6:19
5m shot - Blocked,9.0,2,2,ITA,2.0,STEPANIUK K,1,1 - 2,349,RUS,5:49
5m shot - Goal,9.0,2,3,ITA,2.0,GITTO N,1,1 - 3,323,ITA,5:23
5m shot - Missed,4.0,2,3,ITA,2.0,BYCHKOV I,1,1 - 3,301,RUS,5:01
Action shot - Saved,2.0,2,3,ITA,2.0,DI FULVIO F,1,1 - 3,274,ITA,4:34
Turnover foul,4.0,2,3,ITA,2.0,FIGLIOLI P,1,1 - 3,248,ITA,4:08
Turnover foul,9.0,2,3,ITA,2.0,STEPANIUK K,1,1 - 3,216,RUS,3:36
5m shot - Goal,4.0,2,4,ITA,2.0,FIGLIOLI P,1,1 - 4,195,ITA,3:15
5m shot - Saved,4.0,2,4,ITA,2.0,BYCHKOV I,1,1 - 4,166,RUS,2:46
Action shot - Missed,7.0,2,4,ITA,2.0,TIMAKOV V,1,1 - 4,146,RUS,2:26
Turnover foul,6.0,2,4,ITA,2.0,ASHAEV A,1,1 - 4,130,RUS,2:10
20 sec. exclusion in centre,6.0,2,4,ITA,2.0,ASHAEV A,1,1 - 4,130,RUS,2:10
Centre shot - Goal,11.0,2,5,ITA,2.0,AICARDI M,1,1 - 5,106,ITA,1:46
Turnover foul,12.0,2,5,ITA,2.0,MAGOMAEV L,1,1 - 5,85,RUS,1:25
20 sec. exclusion in centre,2.0,2,5,ITA,2.0,BUGAYCHUK A,1,1 - 5,85,RUS,1:25
Time-Out,,2,5,ITA,2.0,,1,1 - 5,85,ITA,1:25
Extra player shot - Goal,7.0,2,6,ITA,2.0,GIACOPPO M,1,1 - 6,66,ITA,1:06
Turnover foul,12.0,2,6,ITA,2.0,MAGOMAEV L,1,1 - 6,49,RUS,0:49
Time-Out,,2,6,ITA,2.0,,1,1 - 6,24,RUS,0:24
20 sec. exclusion in centre,4.0,2,6,ITA,2.0,FIGLIOLI P,1,1 - 6,16,ITA,0:16
Extra player shot - Saved,4.0,2,6,ITA,2.0,BYCHKOV I,1,1 - 6,0,RUS,0:00
Starting goalkeeper,13.0,2,6,ITA,3.0,IVANOV V,1,1 - 6,480,RUS,8:00
Starting goalkeeper,13.0,2,6,ITA,3.0,DEL LUNGO M,1,1 - 6,480,ITA,8:00
Sprint won possession,4.0,2,6,ITA,3.0,FIGLIOLI P,1,1 - 6,480,ITA,8:00
20 sec. exclusion in centre,3.0,2,6,ITA,3.0,ODINTSOV A,1,1 - 6,462,RUS,7:42
Turnover foul,9.0,2,6,ITA,3.0,GITTO N,1,1 - 6,383,ITA,6:23
Steal,8.0,2,6,ITA,3.0,NAGAEV I,1,1 - 6,383,RUS,6:23
Turnover foul,8.0,2,6,ITA,3.0,NAGAEV I,1,1 - 6,383,RUS,6:23
Steal,4.0,2,6,ITA,3.0,FIGLIOLI P,1,1 - 6,383,ITA,6:23
Action shot - Post,5.0,2,6,ITA,3.0,GIORGETTI A,1,1 - 6,383,ITA,6:23
Penalty foul,10.0,2,6,ITA,3.0,KHOLOD D,1,1 - 6,356,RUS,5:56
Penalty shot - Post,6.0,2,6,ITA,3.0,FONDELLI A,1,1 - 6,356,ITA,5:56
20 sec. exclusion in field,12.0,2,6,ITA,3.0,BARALDI F,1,1 - 6,339,ITA,5:39
Action shot - Goal,10.0,2,6,ITA,3.0,KHOLOD D,2,2 - 6,313,RUS,5:13
Goalkeeper substitution,1.0,2,6,ITA,3.0,TEMPESTI S,2,2 - 6,313,ITA,5:13
Turnover foul,11.0,2,6,ITA,3.0,AICARDI M,2,2 - 6,287,ITA,4:47
20 sec. exclusion in centre,4.0,2,6,ITA,3.0,FIGLIOLI P,2,2 - 6,270,ITA,4:30
Extra player shot - Goal,11.0,2,6,ITA,3.0,LISUNOV S,3,3 - 6,265,RUS,4:25
Action shot - Missed,11.0,2,6,ITA,3.0,AICARDI M,3,3 - 6,251,ITA,4:11
Turnover foul,2.0,2,6,ITA,3.0,BUGAYCHUK A,3,3 - 6,251,RUS,4:11
5m shot - Goal,10.0,2,7,ITA,3.0,LUONGO S,3,3 - 7,232,ITA,3:52
Turnover foul,9.0,2,7,ITA,3.0,STEPANIUK K,3,3 - 7,200,RUS,3:20
5m shot - Saved,3.0,2,7,ITA,3.0,VELOTTO A,3,3 - 7,194,ITA,3:14
20 sec. exclusion in centre,3.0,2,7,ITA,3.0,VELOTTO A,3,3 - 7,192,ITA,3:12
Time-Out,,2,7,ITA,3.0,,3,3 - 7,192,RUS,3:12
Action shot - Goal,10.0,2,7,ITA,3.0,KHOLOD D,4,4 - 7,163,RUS,2:43
,,2,7,ITA,3.0,,4,4 - 7,163,A,2:43
20 sec. exclusion in centre,4.0,2,7,ITA,3.0,BYCHKOV I,4,4 - 7,137,RUS,2:17
Time-Out,,2,7,ITA,3.0,,4,4 - 7,137,ITA,2:17
Action shot - Blocked,4.0,2,7,ITA,3.0,FIGLIOLI P,4,4 - 7,107,ITA,1:47
5m shot - Blocked,9.0,2,7,ITA,3.0,STEPANIUK K,4,4 - 7,74,RUS,1:14
Turnover foul,11.0,2,7,ITA,3.0,AICARDI M,4,4 - 7,50,ITA,0:50
Turnover foul,8.0,2,7,ITA,3.0,NAGAEV I,4,4 - 7,12,RUS,0:12
5m shot - Blocked,10.0,2,7,ITA,3.0,LUONGO S,4,4 - 7,0,ITA,0:00
Starting goalkeeper,13.0,2,7,ITA,4.0,IVANOV V,4,4 - 7,480,RUS,8:00
Starting goalkeeper,1.0,2,7,ITA,4.0,TEMPESTI S,4,4 - 7,480,ITA,8:00
Sprint won possession,2.0,2,7,ITA,4.0,DI FULVIO F,4,4 - 7,480,ITA,8:00
20 sec. exclusion in centre,4.0,2,7,ITA,4.0,BYCHKOV I,4,4 - 7,453,RUS,7:33
Extra player shot - Saved,10.0,2,7,ITA,4.0,LUONGO S,4,4 - 7,435,ITA,7:15
5m shot - Missed,6.0,2,7,ITA,4.0,ASHAEV A,4,4 - 7,405,RUS,6:45
Turnover foul,10.0,2,7,ITA,4.0,LUONGO S,4,4 - 7,380,ITA,6:20
20 sec. exclusion in centre,7.0,2,7,ITA,4.0,GIACOPPO M,4,4 - 7,363,ITA,6:03
Extra player shot - Saved,2.0,2,7,ITA,4.0,BUGAYCHUK A,4,4 - 7,343,RUS,5:43
Turnover foul,3.0,2,7,ITA,4.0,ODINTSOV A,4,4 - 7,329,RUS,5:29
Action shot - Saved,9.0,2,7,ITA,4.0,GITTO N,4,4 - 7,314,ITA,5:14
Turnover foul,10.0,2,7,ITA,4.0,LUONGO S,4,4 - 7,285,ITA,4:45
Steal,3.0,2,7,ITA,4.0,ODINTSOV A,4,4 - 7,285,RUS,4:45
5m shot - Missed,2.0,2,7,ITA,4.0,BUGAYCHUK A,4,4 - 7,255,RUS,4:15
Action shot - Saved,2.0,2,7,ITA,4.0,DI FULVIO F,4,4 - 7,241,ITA,4:01
Turnover foul,10.0,2,7,ITA,4.0,LUONGO S,4,4 - 7,219,ITA,3:39
Steal,5.0,2,7,ITA,4.0,ZINNATULLIN A,4,4 - 7,219,RUS,3:39
20 sec. exclusion in centre,9.0,2,7,ITA,4.0,GITTO N,4,4 - 7,196,ITA,3:16
Time-Out,,2,7,ITA,4.0,,4,4 - 7,196,RUS,3:16
Action shot - Goal,7.0,2,7,ITA,4.0,TIMAKOV V,5,5 - 7,172,RUS,2:52
20 sec. exclusion in centre,10.0,2,7,ITA,4.0,KHOLOD D,5,5 - 7,145,RUS,2:25
Extra player shot - Goal,5.0,2,8,ITA,4.0,GIORGETTI A,5,5 - 8,136,ITA,2:16
20 sec. exclusion in centre,9.0,2,8,ITA,4.0,GITTO N,5,5 - 8,117,ITA,1:57
Extra player shot - Post,8.0,2,8,ITA,4.0,NAGAEV I,5,5 - 8,100,RUS,1:40
Extra player shot - Saved,11.0,2,8,ITA,4.0,LISUNOV S,5,5 - 8,92,RUS,1:32
Turnover foul,11.0,2,8,ITA,4.0,AICARDI M,5,5 - 8,68,ITA,1:08
Yellow card,,2,8,ITA,4.0,Team Official,5,5 - 8,62,ITA,1:02
Penalty foul,4.0,2,8,ITA,4.0,FIGLIOLI P,5,5 - 8,62,ITA,1:02
Exclusion with substitution,4.0,2,8,ITA,4.0,FIGLIOLI P,5,5 - 8,62,ITA,1:02
Penalty shot - Goal,8.0,2,8,ITA,4.0,NAGAEV I,6,6 - 8,62,RUS,1:02
Centre shot - Post,2.0,2,8,ITA,4.0,DI FULVIO F,6,6 - 8,32,ITA,0:32
20 sec. exclusion in centre,4.0,2,8,ITA,4.0,BYCHKOV I,6,6 - 8,15,RUS,0:15
Exclusion with substitution,4.0,2,8,ITA,4.0,BYCHKOV I,6,6 - 8,15,RUS,0:15
Extra player shot - Goal,3.0,2,9,ITA,4.0,VELOTTO A,6,6 - 9,15,ITA,0:15
Starting goalkeeper,13.0,3,0,GRE,1.0,GALANOPOULOS S,0,0 - 0,480,GRE,8:00
Starting goalkeeper,13.0,3,0,GRE,1.0,IVANOV V,0,0 - 0,480,RUS,8:00
Sprint won possession,10.0,3,0,GRE,1.0,KHOLOD D,0,0 - 0,480,RUS,8:00
Action shot - Blocked,8.0,3,0,GRE,1.0,NAGAEV I,0,0 - 0,452,RUS,7:32
20 sec. exclusion in centre,6.0,3,0,GRE,1.0,PONTIKEAS K,0,0 - 0,430,GRE,7:10
Turnover foul,8.0,3,0,GRE,1.0,NAGAEV I,0,0 - 0,410,RUS,6:50
Steal,7.0,3,0,GRE,1.0,AFROUDAKIS C,0,0 - 0,410,GRE,6:50
Turnover foul,12.0,3,0,GRE,1.0,VLACHOPOULOS A,0,0 - 0,389,GRE,6:29
Steal,2.0,3,0,GRE,1.0,BUGAYCHUK A,0,0 - 0,389,RUS,6:29
Action shot - Goal,10.0,3,0,GRE,1.0,KHOLOD D,1,0 - 1,360,RUS,6:00
20 sec. exclusion in centre,12.0,3,0,GRE,1.0,MAGOMAEV L,1,0 - 1,335,RUS,5:35
Extra player shot - Goal,10.0,3,1,GRE,1.0,KOLOMVOS C,1,1 - 1,327,GRE,5:27
Turnover foul,8.0,3,1,GRE,1.0,NAGAEV I,1,1 - 1,301,RUS,5:01
Steal,5.0,3,1,GRE,1.0,FOUNTOULIS I,1,1 - 1,301,GRE,5:01
Action shot - Goal,8.0,3,2,GRE,1.0,DELAKAS E,1,2 - 1,273,GRE,4:33
Turnover foul,2.0,3,2,GRE,1.0,BUGAYCHUK A,1,2 - 1,240,RUS,4:00
Steal,2.0,3,2,GRE,1.0,MYLONAKIS E,1,2 - 1,240,GRE,4:00
20 sec. exclusion in centre,6.0,3,2,GRE,1.0,ASHAEV A,1,2 - 1,212,RUS,3:32
Extra player shot - Goal,5.0,3,3,GRE,1.0,FOUNTOULIS I,1,3 - 1,210,GRE,3:30
Action shot - Saved,4.0,3,3,GRE,1.0,BYCHKOV I,1,3 - 1,184,RUS,3:04
20 sec. exclusion in field,9.0,3,3,GRE,1.0,MOURIKIS K,1,3 - 1,176,GRE,2:56
Action shot - Saved,4.0,3,3,GRE,1.0,BYCHKOV I,1,3 - 1,146,RUS,2:26
Action shot - Goal,5.0,3,4,GRE,1.0,FOUNTOULIS I,1,4 - 1,138,GRE,2:18
20 sec. exclusion in centre,3.0,3,4,GRE,1.0,DERVISIS G,1,4 - 1,115,GRE,1:55
Time-Out,,3,4,GRE,1.0,,1,4 - 1,115,RUS,1:55
Centre shot - Post,11.0,3,4,GRE,1.0,LISUNOV S,1,4 - 1,90,RUS,1:30
Action shot - Saved,7.0,3,4,GRE,1.0,AFROUDAKIS C,1,4 - 1,60,GRE,1:00
Centre shot - Goal,11.0,3,4,GRE,1.0,LISUNOV S,2,4 - 2,38,RUS,0:38
Time-Out,,3,4,GRE,1.0,,2,4 - 2,38,GRE,0:38
Centre shot - Goal,9.0,3,5,GRE,1.0,MOURIKIS K,2,5 - 2,14,GRE,0:14
5m shot - Missed,4.0,3,5,GRE,1.0,BYCHKOV I,2,5 - 2,0,RUS,0:00
Starting goalkeeper,13.0,3,5,GRE,2.0,GALANOPOULOS S,2,5 - 2,480,GRE,8:00
Starting goalkeeper,1.0,3,5,GRE,2.0,ANTONOV A,2,5 - 2,480,RUS,8:00
Sprint won possession,10.0,3,5,GRE,2.0,KHOLOD D,2,5 - 2,480,RUS,8:00
