Action,Cap,Game,Opponent,Opponent name,Period,Player,RSA,Score,Seconds,Team,Time
20 sec. exclusion in centre,10.0,1,9,NED,2.0,KILLEEN L,1,1 - 9,119,RSA,1:59
Extra player shot - Goal,4.0,1,10,NED,2.0,VAN DER SLOOT C,1,1 - 10,117,NED,1:57
Turnover foul,2.0,1,10,NED,2.0,PARKES M,1,1 - 10,88,RSA,1:28
Action shot - Post,4.0,1,10,NED,2.0,VAN DER SLOOT C,1,1 - 10,70,NED,1:10
Action shot - Goal,2.0,1,11,NED,2.0,SMIT M,1,1 - 11,20,NED,0:20
Starting goalkeeper,1.0,1,11,NED,3.0,THOMAS R,1,1 - 11,480,RSA,8:00
Starting goalkeeper,1.0,1,11,NED,3.0,AARTS L,1,1 - 11,480,NED,8:00
Sprint won possession,6.0,1,11,NED,3.0,STOMPHORST N,1,1 - 11,480,NED,8:00
Action shot - Saved,5.0,1,11,NED,3.0,GENEE A,1,1 - 11,448,NED,7:28
Turnover foul,3.0,1,11,NED,3.0,PALEY K,1,1 - 11,429,RSA,7:09
Steal,5.0,1,11,NED,3.0,GENEE A,1,1 - 11,429,NED,7:09
Action shot - Saved,11.0,1,11,NED,3.0,KLAASSEN L,1,1 - 11,414,NED,6:54
Turnover foul,3.0,1,11,NED,3.0,PALEY K,1,1 - 11,384,RSA,6:24
Action shot - Post,11.0,1,11,NED,3.0,KLAASSEN L,1,1 - 11,372,NED,6:12
Turnover foul,3.0,1,11,NED,3.0,PALEY K,1,1 - 11,358,RSA,5:58
Centre shot - Post,12.0,1,11,NED,3.0,VAN DER MOLEN L,1,1 - 11,348,NED,5:48
Centre shot - Goal,5.0,1,12,NED,3.0,GENEE A,1,1 - 12,345,NED,5:45
20 sec. exclusion in field,9.0,1,12,NED,3.0,MEGENS M,1,1 - 12,323,NED,5:23
Extra player shot - Saved,7.0,1,12,NED,3.0,NIJHUIS M,1,1 - 12,318,NED,5:18
Action shot - Saved,9.0,1,12,NED,3.0,MEGENS M,1,1 - 12,289,NED,4:49
Centre shot - Saved,12.0,1,12,NED,3.0,WHITE K,1,1 - 12,259,RSA,4:19
20 sec. exclusion in field,12.0,1,12,NED,3.0,WHITE K,1,1 - 12,259,RSA,4:19
Centre shot - Goal,9.0,1,13,NED,3.0,MEGENS M,1,1 - 13,233,NED,3:53
Turnover foul,4.0,1,13,NED,3.0,VERSFELD R,1,1 - 13,208,RSA,3:28
20 sec. exclusion in field,11.0,1,13,NED,3.0,O'HANLON D,1,1 - 13,207,RSA,3:27
Extra player shot - Post,5.0,1,13,NED,3.0,GENEE A,1,1 - 13,199,NED,3:19
Centre shot - Saved,5.0,1,13,NED,3.0,GENEE A,1,1 - 13,179,NED,2:59
Centre shot - Saved,7.0,1,13,NED,3.0,KAY K,1,1 - 13,155,RSA,2:35
Time-Out,,1,13,NED,3.0,,1,1 - 13,151,NED,2:31
Turnover foul,5.0,1,13,NED,3.0,GENEE A,1,1 - 13,125,NED,2:05
Turnover foul,12.0,1,13,NED,3.0,WHITE K,1,1 - 13,98,RSA,1:38
5m shot - Goal,11.0,1,14,NED,3.0,KLAASSEN L,1,1 - 14,76,NED,1:16
20 sec. exclusion in centre,10.0,1,14,NED,3.0,KILLEEN L,1,1 - 14,32,RSA,0:32
Turnover foul,12.0,1,14,NED,3.0,WHITE K,1,1 - 14,0,RSA,0:00
Steal,2.0,1,14,NED,3.0,SMIT M,1,1 - 14,0,NED,0:00
Starting goalkeeper,13.0,1,14,NED,4.0,GASCOIGNE A,1,1 - 14,480,RSA,8:00
Starting goalkeeper,1.0,1,14,NED,4.0,AARTS L,1,1 - 14,480,NED,8:00
Sprint won possession,6.0,1,14,NED,4.0,HALLENDORFF A,1,1 - 14,480,RSA,8:00
Action shot - Post,9.0,1,14,NED,4.0,MEGENS M,1,1 - 14,446,NED,7:26
Turnover foul,11.0,1,14,NED,4.0,O'HANLON D,1,1 - 14,429,RSA,7:09
Steal,11.0,1,14,NED,4.0,KLAASSEN L,1,1 - 14,429,NED,7:09
20 sec. exclusion in centre,5.0,1,14,NED,4.0,SCHOOLING M,1,1 - 14,407,RSA,6:47
Extra player shot - Goal,11.0,1,15,NED,4.0,KLAASSEN L,1,1 - 15,396,NED,6:36
Turnover foul,11.0,1,15,NED,4.0,O'HANLON D,1,1 - 15,378,RSA,6:18
Steal,9.0,1,15,NED,4.0,MEGENS M,1,1 - 15,378,NED,6:18
Centre shot - Goal,2.0,1,16,NED,4.0,SMIT M,1,1 - 16,366,NED,6:06
Turnover foul,11.0,1,16,NED,4.0,O'HANLON D,1,1 - 16,350,RSA,5:50
Steal,9.0,1,16,NED,4.0,MEGENS M,1,1 - 16,350,NED,5:50
20 sec. exclusion in field,11.0,1,16,NED,4.0,O'HANLON D,1,1 - 16,348,RSA,5:48
Extra player shot - Goal,12.0,1,17,NED,4.0,VAN DER MOLEN L,1,1 - 17,327,NED,5:27
20 sec. exclusion in field,5.0,1,17,NED,4.0,SCHOOLING M,1,1 - 17,301,RSA,5:01
Centre shot - Post,12.0,1,17,NED,4.0,VAN DER MOLEN L,1,1 - 17,293,NED,4:53
Time-Out,,1,17,NED,4.0,,1,1 - 17,283,RSA,4:43
Turnover foul,5.0,1,17,NED,4.0,SCHOOLING M,1,1 - 17,264,RSA,4:24
Action shot - Goal,8.0,1,18,NED,4.0,SEVENICH V,1,1 - 18,249,NED,4:09
20 sec. exclusion in field,4.0,1,18,NED,4.0,VAN DER SLOOT C,1,1 - 18,228,NED,3:48
20 sec. exclusion in centre,6.0,1,18,NED,4.0,STOMPHORST N,1,1 - 18,209,NED,3:29
Extra player shot - Blocked,6.0,1,18,NED,4.0,HALLENDORFF A,1,1 - 18,186,RSA,3:06
Turnover foul,3.0,1,18,NED,4.0,GENEE D,1,1 - 18,166,NED,2:46
Action shot - Missed,7.0,1,18,NED,4.0,KAY K,1,1 - 18,152,RSA,2:32
Action shot - Goal,2.0,1,19,NED,4.0,SMIT M,1,1 - 19,142,NED,2:22
Turnover foul,7.0,1,19,NED,4.0,KAY K,1,1 - 19,123,RSA,2:03
20 sec. exclusion in centre,7.0,1,19,NED,4.0,KAY K,1,1 - 19,108,RSA,1:48
Turnover foul,12.0,1,19,NED,4.0,WHITE K,1,1 - 19,83,RSA,1:23
5m shot - Goal,11.0,1,20,NED,4.0,KLAASSEN L,1,1 - 20,73,NED,1:13
Turnover foul,4.0,1,20,NED,4.0,VERSFELD R,1,1 - 20,47,RSA,0:47
5m shot - Goal,7.0,1,21,NED,4.0,NIJHUIS M,1,1 - 21,33,NED,0:33
Turnover foul,6.0,1,21,NED,4.0,HALLENDORFF A,1,1 - 21,9,RSA,0:09
5m shot - Goal,10.0,1,22,NED,4.0,VAN TOORN I,1,1 - 22,2,NED,0:02
Starting goalkeeper,1.0,2,0,AUS,1.0,YANITSAS L,0,0 - 0,480,AUS,8:00
Starting goalkeeper,1.0,2,0,AUS,1.0,THOMAS R,0,0 - 0,480,RSA,8:00
Sprint won possession,12.0,2,0,AUS,1.0,ZAGAME N,0,0 - 0,480,AUS,8:00
Action shot - Goal,3.0,2,1,AUS,1.0,BUCKLING H,0,1 - 0,463,AUS,7:43
Turnover foul,4.0,2,1,AUS,1.0,VERSFELD R,0,1 - 0,437,RSA,7:17
Penalty foul,4.0,2,1,AUS,1.0,VERSFELD R,0,1 - 0,433,RSA,7:13
Penalty shot - Goal,7.0,2,2,AUS,1.0,WEBSTER R,0,2 - 0,433,AUS,7:13
Turnover foul,3.0,2,2,AUS,1.0,PALEY K,0,2 - 0,406,RSA,6:46
Action shot - Post,7.0,2,2,AUS,1.0,WEBSTER R,0,2 - 0,392,AUS,6:32
Turnover foul,6.0,2,2,AUS,1.0,HALLENDORFF A,0,2 - 0,366,RSA,6:06
Steal,9.0,2,2,AUS,1.0,ARANCINI Z,0,2 - 0,366,AUS,6:06
Counter attack - Saved,3.0,2,2,AUS,1.0,BUCKLING H,0,2 - 0,353,AUS,5:53
Turnover foul,4.0,2,2,AUS,1.0,VERSFELD R,0,2 - 0,329,RSA,5:29
Steal,11.0,2,2,AUS,1.0,HALLIGAN B,0,2 - 0,324,AUS,5:24
Turnover foul,4.0,2,2,AUS,1.0,LINCOLN-SMITH H,0,2 - 0,319,AUS,5:19
5m shot - Missed,11.0,2,2,AUS,1.0,O'HANLON D,0,2 - 0,299,RSA,4:59
Centre shot - Goal,4.0,2,3,AUS,1.0,LINCOLN-SMITH H,0,3 - 0,275,AUS,4:35
Turnover foul,8.0,2,3,AUS,1.0,MCGHIE G,0,3 - 0,237,AUS,3:57
Steal,7.0,2,3,AUS,1.0,KAY K,0,3 - 0,237,RSA,3:57
5m shot - Saved,7.0,2,3,AUS,1.0,KAY K,0,3 - 0,206,RSA,3:26
Centre shot - Saved,9.0,2,3,AUS,1.0,ARANCINI Z,0,3 - 0,195,AUS,3:15
Turnover foul,7.0,2,3,AUS,1.0,KAY K,0,3 - 0,170,RSA,2:50
Steal,10.0,2,3,AUS,1.0,SOUTHERN A,0,3 - 0,170,AUS,2:50
5m shot - Goal,10.0,2,4,AUS,1.0,SOUTHERN A,0,4 - 0,160,AUS,2:40
Time-Out,,2,4,AUS,1.0,,0,4 - 0,160,RSA,2:40
Turnover foul,11.0,2,4,AUS,1.0,O'HANLON D,0,4 - 0,146,RSA,2:26
Steal,10.0,2,4,AUS,1.0,SOUTHERN A,0,4 - 0,146,AUS,2:26
Counter attack - Goal,9.0,2,5,AUS,1.0,ARANCINI Z,0,5 - 0,138,AUS,2:18
Turnover foul,5.0,2,5,AUS,1.0,SCHOOLING M,0,5 - 0,105,RSA,1:45
Steal,5.0,2,5,AUS,1.0,GOFERS K,0,5 - 0,105,AUS,1:45
Turnover foul,5.0,2,5,AUS,1.0,GOFERS K,0,5 - 0,87,AUS,1:27
Steal,12.0,2,5,AUS,1.0,WHITE K,0,5 - 0,87,RSA,1:27
Turnover foul,7.0,2,5,AUS,1.0,KAY K,0,5 - 0,62,RSA,1:02
Action shot - Goal,10.0,2,6,AUS,1.0,SOUTHERN A,0,6 - 0,45,AUS,0:45
Turnover foul,7.0,2,6,AUS,1.0,KAY K,0,6 - 0,27,RSA,0:27
Action shot - Saved,4.0,2,6,AUS,1.0,LINCOLN-SMITH H,0,6 - 0,10,AUS,0:10
Starting goalkeeper,13.0,2,6,AUS,2.0,WAKEFIELD K,0,6 - 0,480,AUS,8:00
Starting goalkeeper,1.0,2,6,AUS,2.0,THOMAS R,0,6 - 0,480,RSA,8:00
Sprint won possession,5.0,2,6,AUS,2.0,GOFERS K,0,6 - 0,480,AUS,8:00
5m shot - Post,5.0,2,6,AUS,2.0,GOFERS K,0,6 - 0,453,AUS,7:33
5m shot - Post,12.0,2,6,AUS,2.0,WHITE K,0,6 - 0,425,RSA,7:05
20 sec. exclusion in centre,11.0,2,6,AUS,2.0,O'HANLON D,0,6 - 0,400,RSA,6:40
Extra player shot - Post,3.0,2,6,AUS,2.0,PALEY K,0,6 - 0,383,RSA,6:23
Action shot - Saved,12.0,2,6,AUS,2.0,ZAGAME N,0,6 - 0,372,AUS,6:12
Action shot - Saved,7.0,2,6,AUS,2.0,WEBSTER R,0,6 - 0,327,AUS,5:27
Turnover foul,5.0,2,6,AUS,2.0,GOFERS K,0,6 - 0,275,AUS,4:35
Steal,3.0,2,6,AUS,2.0,PALEY K,0,6 - 0,275,RSA,4:35
Turnover foul,6.0,2,6,AUS,2.0,HALLENDORFF A,0,6 - 0,244,RSA,4:04
Steal,5.0,2,6,AUS,2.0,GOFERS K,0,6 - 0,244,AUS,4:04
Counter attack - Goal,4.0,2,7,AUS,2.0,LINCOLN-SMITH H,0,7 - 0,234,AUS,3:54
Turnover foul,6.0,2,7,AUS,2.0,HALLENDORFF A,0,7 - 0,215,RSA,3:35
20 sec. exclusion in centre,2.0,2,7,AUS,2.0,PARKES M,0,7 - 0,198,RSA,3:18
Extra player shot - Goal,10.0,2,8,AUS,2.0,SOUTHERN A,0,8 - 0,188,AUS,3:08
Time-Out,,2,8,AUS,2.0,,0,8 - 0,179,RSA,2:59
Turnover foul,10.0,2,8,AUS,2.0,KILLEEN L,0,8 - 0,158,RSA,2:38
5m shot - Missed,6.0,2,8,AUS,2.0,KNOX B,0,8 - 0,133,AUS,2:13
Centre shot - Goal,4.0,2,8,AUS,2.0,VERSFELD R,1,8 - 1,114,RSA,1:54
Turnover foul,2.0,2,8,AUS,2.0,BEADSWORTH G,1,8 - 1,87,AUS,1:27
Turnover foul,7.0,2,8,AUS,2.0,KAY K,1,8 - 1,66,RSA,1:06
Steal,6.0,2,8,AUS,2.0,KNOX B,1,8 - 1,66,AUS,1:06
5m shot - Saved,6.0,2,8,AUS,2.0,KNOX B,1,8 - 1,49,AUS,0:49
Centre shot - Missed,4.0,2,8,AUS,2.0,VERSFELD R,1,8 - 1,37,RSA,0:37
20 sec. exclusion in centre,10.0,2,8,AUS,2.0,KILLEEN L,1,8 - 1,18,RSA,0:18
Extra player shot - Goal,2.0,2,9,AUS,2.0,BEADSWORTH G,1,9 - 1,9,AUS,0:09
Starting goalkeeper,13.0,2,9,AUS,3.0,WAKEFIELD K,1,9 - 1,480,AUS,8:00
Starting goalkeeper,1.0,2,9,AUS,3.0,THOMAS R,1,9 - 1,480,RSA,8:00
Sprint won possession,7.0,2,9,AUS,3.0,KAY K,1,9 - 1,480,RSA,8:00
Action shot - Goal,5.0,2,10,AUS,3.0,GOFERS K,1,10 - 1,444,AUS,7:24
20 sec. exclusion in field,7.0,2,10,AUS,3.0,KAY K,1,10 - 1,429,RSA,7:09
Turnover foul,5.0,2,10,AUS,3.0,GOFERS K,1,10 - 1,417,AUS,6:57
Turnover foul,7.0,2,10,AUS,3.0,KAY K,1,10 - 1,394,RSA,6:34
Steal,12.0,2,10,AUS,3.0,ZAGAME N,1,10 - 1,394,AUS,6:34
Counter attack - Goal,12.0,2,11,AUS,3.0,ZAGAME N,1,11 - 1,391,AUS,6:31
Turnover foul,5.0,2,11,AUS,3.0,SCHOOLING M,1,11 - 1,364,RSA,6:04
Action shot - Blocked,3.0,2,11,AUS,3.0,PALEY K,1,11 - 1,348,RSA,5:48
Penalty foul,3.0,2,11,AUS,3.0,PALEY K,1,11 - 1,304,RSA,5:04
Penalty shot - Goal,5.0,2,12,AUS,3.0,GOFERS K,1,12 - 1,304,AUS,5:04
Turnover foul,10.0,2,12,AUS,3.0,KILLEEN L,1,12 - 1,286,RSA,4:46
Steal,4.0,2,12,AUS,3.0,LINCOLN-SMITH H,1,12 - 1,286,AUS,4:46
Counter attack - Goal,4.0,2,13,AUS,3.0,LINCOLN-SMITH H,1,13 - 1,272,AUS,4:32
Turnover foul,11.0,2,13,AUS,3.0,O'HANLON D,1,13 - 1,249,RSA,4:09
Steal,8.0,2,13,AUS,3.0,MCGHIE G,1,13 - 1,249,AUS,4:09
5m shot - Missed,5.0,2,13,AUS,3.0,GOFERS K,1,13 - 1,227,AUS,3:47
Turnover foul,6.0,2,13,AUS,3.0,HALLENDORFF A,1,13 - 1,197,RSA,3:17
20 sec. exclusion in centre,5.0,2,13,AUS,3.0,SCHOOLING M,1,13 - 1,180,RSA,3:00
Extra player shot - Goal,5.0,2,14,AUS,3.0,GOFERS K,1,14 - 1,173,AUS,2:53
5m shot - Post,7.0,2,14,AUS,3.0,KAY K,1,14 - 1,148,RSA,2:28
5m shot - Saved,10.0,2,14,AUS,3.0,SOUTHERN A,1,14 - 1,127,AUS,2:07
Time-Out,,2,14,AUS,3.0,,1,14 - 1,127,RSA,2:07
5m shot - Missed,11.0,2,14,AUS,3.0,O'HANLON D,1,14 - 1,108,RSA,1:48
Action shot - Goal,10.0,2,15,AUS,3.0,SOUTHERN A,1,15 - 1,96,AUS,1:36
20 sec. exclusion in field,12.0,2,15,AUS,3.0,WHITE K,1,15 - 1,66,RSA,1:06
Extra player shot - Saved,10.0,2,15,AUS,3.0,SOUTHERN A,1,15 - 1,42,AUS,0:42
5m shot - Saved,12.0,2,15,AUS,3.0,WHITE K,1,15 - 1,31,RSA,0:31
Counter attack - Goal,10.0,2,16,AUS,3.0,SOUTHERN A,1,16 - 1,23,AUS,0:23
5m shot - Missed,12.0,2,16,AUS,3.0,WHITE K,1,16 - 1,1,RSA,0:01
Starting goalkeeper,13.0,2,16,AUS,4.0,WAKEFIELD K,1,16 - 1,480,AUS,8:00
Starting goalkeeper,1.0,2,16,AUS,4.0,THOMAS R,1,16 - 1,480,RSA,8:00
Sprint won possession,12.0,2,16,AUS,4.0,ZAGAME N,1,16 - 1,480,AUS,8:00
Turnover foul,9.0,2,16,AUS,4.0,ARANCINI Z,1,16 - 1,451,AUS,7:31
Steal,10.0,2,16,AUS,4.0,KILLEEN L,1,16 - 1,451,RSA,7:31
Turnover foul,11.0,2,16,AUS,4.0,O'HANLON D,1,16 - 1,422,RSA,7:02
Steal,4.0,2,16,AUS,4.0,LINCOLN-SMITH H,1,16 - 1,422,AUS,7:02
Counter attack - Post,11.0,2,16,AUS,4.0,HALLIGAN B,1,16 - 1,405,AUS,6:45
5m shot - Goal,8.0,2,17,AUS,4.0,MCGHIE G,1,17 - 1,378,AUS,6:18
Turnover foul,4.0,2,17,AUS,4.0,VERSFELD R,1,17 - 1,349,RSA,5:49
Steal,3.0,2,17,AUS,4.0,BUCKLING H,1,17 - 1,349,AUS,5:49
Action shot - Goal,3.0,2,18,AUS,4.0,BUCKLING H,1,18 - 1,325,AUS,5:25
5m shot - Saved,12.0,2,18,AUS,4.0,WHITE K,1,18 - 1,297,RSA,4:57
5m shot - Missed,8.0,2,18,AUS,4.0,MCGHIE G,1,18 - 1,270,AUS,4:30
Turnover foul,5.0,2,18,AUS,4.0,SCHOOLING M,1,18 - 1,243,RSA,4:03
Steal,3.0,2,18,AUS,4.0,BUCKLING H,1,18 - 1,243,AUS,4:03
Counter attack - Saved,12.0,2,18,AUS,4.0,ZAGAME N,1,18 - 1,236,AUS,3:56
Time-Out,,2,18,AUS,4.0,,1,18 - 1,232,RSA,3:52
Goalkeeper substitution,13.0,2,18,AUS,4.0,GASCOIGNE A,1,18 - 1,208,RSA,3:28
Action shot - Blocked,2.0,2,18,AUS,4.0,PARKES M,1,18 - 1,204,RSA,3:24
20 sec. exclusion in centre,3.0,2,18,AUS,4.0,PALEY K,1,18 - 1,181,RSA,3:01
Extra player shot - Goal,2.0,2,19,AUS,4.0,BEADSWORTH G,1,19 - 1,169,AUS,2:49
Turnover foul,2.0,2,19,AUS,4.0,PARKES M,1,19 - 1,139,RSA,2:19
Steal,2.0,2,19,AUS,4.0,BEADSWORTH G,1,19 - 1,139,AUS,2:19
Turnover foul,5.0,2,19,AUS,4.0,GOFERS K,1,19 - 1,127,AUS,2:07
Steal,13.0,2,19,AUS,4.0,GASCOIGNE A,1,19 - 1,127,RSA,2:07
5m shot - Missed,7.0,2,19,AUS,4.0,WEBSTER R,1,19 - 1,74,AUS,1:14
5m shot - Saved,12.0,2,19,AUS,4.0,WHITE K,1,19 - 1,40,RSA,0:40
Turnover foul,2.0,2,19,AUS,4.0,BEADSWORTH G,1,19 - 1,9,AUS,0:09
Starting goalkeeper,1.0,3,0,GRE,1.0,THOMAS R,0,0 - 0,480,RSA,8:00
Starting goalkeeper,1.0,3,0,GRE,1.0,KOUVDOU E,0,0 - 0,480,GRE,8:00
Sprint won possession,9.0,3,0,GRE,1.0,CHARALAMPIDI I,0,0 - 0,480,GRE,8:00
Action shot - Goal,8.0,3,1,GRE,1.0,ROUMPESI A,0,0 - 1,458,GRE,7:38
Centre shot - Goal,4.0,3,1,GRE,1.0,VERSFELD R,1,1 - 1,443,RSA,7:23
Action shot - Saved,9.0,3,1,GRE,1.0,CHARALAMPIDI I,1,1 - 1,419,GRE,6:59
Turnover foul,7.0,3,1,GRE,1.0,ASIMAKI A,1,1 - 1,403,GRE,6:43
Steal,6.0,3,1,GRE,1.0,HALLENDORFF A,1,1 - 1,403,RSA,6:43
Turnover foul,7.0,3,1,GRE,1.0,KAY K,1,1 - 1,377,RSA,6:17
Centre shot - Goal,7.0,3,2,GRE,1.0,ASIMAKI A,1,1 - 2,367,GRE,6:07
5m shot - Missed,12.0,3,2,GRE,1.0,WHITE K,1,1 - 2,339,RSA,5:39
Turnover foul,11.0,3,2,GRE,1.0,PLEVRITOU E,1,1 - 2,315,GRE,5:15
5m shot - Missed,7.0,3,2,GRE,1.0,KAY K,1,1 - 2,291,RSA,4:51
Action shot - Goal,7.0,3,3,GRE,1.0,ASIMAKI A,1,1 - 3,281,GRE,4:41
Turnover foul,10.0,3,3,GRE,1.0,KILLEEN L,1,1 - 3,254,RSA,4:14
20 sec. exclusion in centre,10.0,3,3,GRE,1.0,KILLEEN L,1,1 - 3,237,RSA,3:57
Extra player shot - Saved,6.0,3,3,GRE,1.0,AVRAMIDOU A,1,1 - 3,221,GRE,3:41
Turnover foul,3.0,3,3,GRE,1.0,PALEY K,1,1 - 3,201,RSA,3:21
Action shot - Post,3.0,3,3,GRE,1.0,CHARALAMPIDI S,1,1 - 3,183,GRE,3:03
Time-Out,,3,3,GRE,1.0,,1,1 - 3,183,RSA,3:03
5m shot - Missed,12.0,3,3,GRE,1.0,WHITE K,1,1 - 3,168,RSA,2:48
Counter attack - Goal,3.0,3,4,GRE,1.0,CHARALAMPIDI S,1,1 - 4,160,GRE,2:40
20 sec. exclusion in field,3.0,3,4,GRE,1.0,PALEY K,1,1 - 4,141,RSA,2:21
Extra player shot - Goal,3.0,3,5,GRE,1.0,CHARALAMPIDI S,1,1 - 5,132,GRE,2:12
Action shot - Saved,3.0,3,5,GRE,1.0,PALEY K,1,1 - 5,105,RSA,1:45
Turnover foul,3.0,3,5,GRE,1.0,CHARALAMPIDI S,1,1 - 5,92,GRE,1:32
Steal,12.0,3,5,GRE,1.0,WHITE K,1,1 - 5,92,RSA,1:32
5m shot - Missed,12.0,3,5,GRE,1.0,WHITE K,1,1 - 5,68,RSA,1:08
Action shot - Saved,2.0,3,5,GRE,1.0,TSOUKALA C,1,1 - 5,43,GRE,0:43
Turnover foul,2.0,3,5,GRE,1.0,PARKES M,1,1 - 5,14,RSA,0:14
20 sec. exclusion in centre,5.0,3,5,GRE,1.0,SCHOOLING M,1,1 - 5,5,RSA,0:05
Starting goalkeeper,13.0,3,5,GRE,2.0,GASCOIGNE A,1,1 - 5,480,RSA,8:00
Starting goalkeeper,1.0,3,5,GRE,2.0,KOUVDOU E,1,1 - 5,480,GRE,8:00
