Action,Cap,GRE,Game,Opponent,Opponent name,Period,Player,Score,Seconds,Team,Time
Turnover foul,5.0,3,1,1,ESP,1.0,FOUNTOULIS I,1 - 3,45,GRE,0:45
Turnover foul,5.0,3,1,1,ESP,1.0,FOUNTOULIS I,1 - 3,41,GRE,0:41
Steal,10.0,3,1,1,ESP,1.0,FERNANDEZ MIRANDA,1 - 3,41,ESP,0:41
Action shot - Saved,8.0,3,1,1,ESP,1.0,ESPANOL LIFANTE A,1 - 3,28,ESP,0:28
5m shot - Saved,5.0,3,1,1,ESP,1.0,FOUNTOULIS I,1 - 3,5,GRE,0:05
Time-Out,,3,1,1,ESP,1.0,,1 - 3,5,ESP,0:05
5m shot - Missed,8.0,3,1,1,ESP,1.0,ESPANOL LIFANTE A,1 - 3,1,ESP,0:01
Starting goalkeeper,13.0,3,1,1,ESP,2.0,MOTOS MARTIN J,1 - 3,480,ESP,8:00
Starting goalkeeper,1.0,3,1,1,ESP,2.0,FLEGKAS K,1 - 3,480,GRE,8:00
Sprint won possession,2.0,3,1,1,ESP,2.0,GENIDOUNIAS K,1 - 3,480,GRE,8:00
Turnover foul,11.0,3,1,1,ESP,2.0,GOUNAS A,1 - 3,451,GRE,7:31
Steal,8.0,3,1,1,ESP,2.0,ESPANOL LIFANTE A,1 - 3,451,ESP,7:31
5m shot - Saved,2.0,3,1,1,ESP,2.0,MUNARRIZ EGANA A,1 - 3,435,ESP,7:15
Centre shot - Saved,10.0,3,1,1,ESP,2.0,KOLOMVOS C,1 - 3,408,GRE,6:48
5m shot - Blocked,3.0,3,1,1,ESP,2.0,GRANADOS ORTEGA A,1 - 3,380,ESP,6:20
Action shot - Goal,3.0,4,1,1,ESP,2.0,DELAKAS E,1 - 4,353,GRE,5:53
20 sec. exclusion in centre,12.0,4,1,1,ESP,2.0,VLACHOPOULOS A,1 - 4,335,GRE,5:35
Centre shot - Goal,4.0,4,1,2,ESP,2.0,del TORO M,2 - 4,312,ESP,5:12
5m shot - Saved,11.0,4,1,2,ESP,2.0,GOUNAS A,2 - 4,285,GRE,4:45
Turnover foul,9.0,4,1,2,ESP,2.0,TAHULL COMPTE R,2 - 4,264,ESP,4:24
20 sec. exclusion in centre,4.0,4,1,2,ESP,2.0,del TORO M,2 - 4,247,ESP,4:07
Action shot - Goal,6.0,5,1,2,ESP,2.0,KAPOTSIS M,2 - 5,223,GRE,3:43
Turnover foul,12.0,5,1,2,ESP,2.0,GUTIERREZ SANTIAGO,2 - 5,195,ESP,3:15
Steal,10.0,5,1,2,ESP,2.0,KOLOMVOS C,2 - 5,195,GRE,3:15
5m shot - Saved,2.0,5,1,2,ESP,2.0,GENIDOUNIAS K,2 - 5,176,GRE,2:56
Action shot - Saved,6.0,5,1,2,ESP,2.0,MINGUELL ALFEREZ M,2 - 5,150,ESP,2:30
Turnover foul,10.0,5,1,2,ESP,2.0,KOLOMVOS C,2 - 5,122,GRE,2:02
20 sec. exclusion in centre,7.0,5,1,2,ESP,2.0,PONTIKEAS K,2 - 5,96,GRE,1:36
Time-Out,,5,1,2,ESP,2.0,,2 - 5,96,ESP,1:36
Extra player shot - Saved,7.0,5,1,2,ESP,2.0,BARROSO MACARRO A,2 - 5,78,ESP,1:18
20 sec. exclusion in field,8.0,5,1,2,ESP,2.0,ESPANOL LIFANTE A,2 - 5,58,ESP,0:58
Time-Out,,5,1,2,ESP,2.0,,2 - 5,56,GRE,0:56
Extra player shot - Post,5.0,5,1,2,ESP,2.0,FOUNTOULIS I,2 - 5,35,GRE,0:35
20 sec. exclusion in field,5.0,5,1,2,ESP,2.0,FOUNTOULIS I,2 - 5,34,GRE,0:34
Action shot - Goal,11.0,5,1,3,ESP,2.0,MALLARACH GUELL B,3 - 5,8,ESP,0:08
5m shot - Missed,12.0,5,1,3,ESP,2.0,VLACHOPOULOS A,3 - 5,1,GRE,0:01
Starting goalkeeper,1.0,5,1,3,ESP,3.0,LOPEZ PINEDO D,3 - 5,480,ESP,8:00
Starting goalkeeper,1.0,5,1,3,ESP,3.0,FLEGKAS K,3 - 5,480,GRE,8:00
Sprint won possession,3.0,5,1,3,ESP,3.0,GRANADOS ORTEGA A,3 - 5,480,ESP,8:00
5m shot - Post,10.0,5,1,3,ESP,3.0,FERNANDEZ MIRANDA,3 - 5,451,ESP,7:31
Goalkeeper substitution,13.0,5,1,3,ESP,3.0,ZERDEVAS E,3 - 5,424,GRE,7:04
20 sec. exclusion in centre,11.0,5,1,3,ESP,3.0,MALLARACH GUELL B,3 - 5,425,ESP,7:05
Turnover foul,10.0,5,1,3,ESP,3.0,KOLOMVOS C,3 - 5,410,GRE,6:50
20 sec. exclusion in field,9.0,5,1,3,ESP,3.0,MOURIKIS K,3 - 5,388,GRE,6:28
Action shot - Saved,8.0,5,1,3,ESP,3.0,ESPANOL LIFANTE A,3 - 5,365,ESP,6:05
Turnover foul,9.0,5,1,3,ESP,3.0,TAHULL COMPTE R,3 - 5,336,ESP,5:36
Steal,5.0,5,1,3,ESP,3.0,FOUNTOULIS I,3 - 5,336,GRE,5:36
5m shot - Saved,5.0,5,1,3,ESP,3.0,FOUNTOULIS I,3 - 5,306,GRE,5:06
Centre shot - Saved,9.0,5,1,3,ESP,3.0,TAHULL COMPTE R,3 - 5,277,ESP,4:37
Action shot - Saved,12.0,5,1,3,ESP,3.0,VLACHOPOULOS A,3 - 5,253,GRE,4:13
5m shot - Saved,5.0,5,1,3,ESP,3.0,FOUNTOULIS I,3 - 5,233,GRE,3:53
Turnover foul,5.0,5,1,3,ESP,3.0,FOUNTOULIS I,3 - 5,215,GRE,3:35
20 sec. exclusion in centre,1.0,5,1,3,ESP,3.0,LOPEZ PINEDO D,3 - 5,215,ESP,3:35
Extra player shot - Goal,12.0,6,1,3,ESP,3.0,VLACHOPOULOS A,3 - 6,197,GRE,3:17
Action shot - Goal,7.0,6,1,4,ESP,3.0,BARROSO MACARRO A,4 - 6,173,ESP,2:53
5m shot - Saved,5.0,6,1,4,ESP,3.0,FOUNTOULIS I,4 - 6,143,GRE,2:23
Turnover foul,11.0,6,1,4,ESP,3.0,MALLARACH GUELL B,4 - 6,119,ESP,1:59
5m shot - Missed,3.0,6,1,4,ESP,3.0,DELAKAS E,4 - 6,96,GRE,1:36
20 sec. exclusion in centre,3.0,6,1,4,ESP,3.0,DELAKAS E,4 - 6,77,GRE,1:17
Time-Out,,6,1,4,ESP,3.0,,4 - 6,77,ESP,1:17
Extra player shot - Post,7.0,6,1,4,ESP,3.0,BARROSO MACARRO A,4 - 6,53,ESP,0:53
5m shot - Blocked,2.0,6,1,4,ESP,3.0,MUNARRIZ EGANA A,4 - 6,30,ESP,0:30
Time-Out,,6,1,4,ESP,3.0,,4 - 6,30,GRE,0:30
Goalkeeper substitution,1.0,6,1,4,ESP,3.0,FLEGKAS K,4 - 6,30,GRE,0:30
Action shot - Saved,5.0,6,1,4,ESP,3.0,FOUNTOULIS I,4 - 6,4,GRE,0:04
20 sec. exclusion in field,12.0,6,1,4,ESP,3.0,VLACHOPOULOS A,4 - 6,4,GRE,0:04
Starting goalkeeper,1.0,6,1,4,ESP,4.0,LOPEZ PINEDO D,4 - 6,480,ESP,8:00
Starting goalkeeper,1.0,6,1,4,ESP,4.0,FLEGKAS K,4 - 6,480,GRE,8:00
Sprint won possession,2.0,6,1,4,ESP,4.0,GENIDOUNIAS K,4 - 6,480,GRE,8:00
5m shot - Saved,4.0,6,1,4,ESP,4.0,DERVISIS G,4 - 6,453,GRE,7:33
Turnover foul,9.0,6,1,4,ESP,4.0,TAHULL COMPTE R,4 - 6,424,ESP,7:04
Steal,7.0,6,1,4,ESP,4.0,PONTIKEAS K,4 - 6,424,GRE,7:04
20 sec. exclusion in centre,6.0,6,1,4,ESP,4.0,MINGUELL ALFEREZ M,4 - 6,404,ESP,6:44
Extra player shot - Goal,11.0,7,1,4,ESP,4.0,GOUNAS A,4 - 7,386,GRE,6:26
Action shot - Saved,2.0,7,1,4,ESP,4.0,MUNARRIZ EGANA A,4 - 7,355,ESP,5:55
Action shot - Goal,11.0,7,1,5,ESP,4.0,MALLARACH GUELL B,5 - 7,346,ESP,5:46
5m shot - Saved,2.0,7,1,5,ESP,4.0,GENIDOUNIAS K,5 - 7,315,GRE,5:15
20 sec. exclusion in centre,3.0,7,1,5,ESP,4.0,DELAKAS E,5 - 7,296,GRE,4:56
Action shot - Saved,11.0,7,1,5,ESP,4.0,MALLARACH GUELL B,5 - 7,277,ESP,4:37
Action shot - Goal,12.0,7,1,6,ESP,4.0,GUTIERREZ SANTIAGO,6 - 7,273,ESP,4:33
20 sec. exclusion in centre,5.0,7,1,6,ESP,4.0,BUSTOS SANCHEZ A,6 - 7,252,ESP,4:12
Action shot - Saved,12.0,7,1,6,ESP,4.0,VLACHOPOULOS A,6 - 7,231,GRE,3:51
Centre shot - Goal,9.0,7,1,7,ESP,4.0,TAHULL COMPTE R,7 - 7,207,ESP,3:27
Time-Out,,7,1,7,ESP,4.0,,7 - 7,207,GRE,3:27
20 sec. exclusion in field,8.0,7,1,7,ESP,4.0,ESPANOL LIFANTE A,7 - 7,178,ESP,2:58
Extra player shot - Saved,5.0,7,1,7,ESP,4.0,FOUNTOULIS I,7 - 7,154,GRE,2:34
5m shot - Saved,2.0,7,1,7,ESP,4.0,MUNARRIZ EGANA A,7 - 7,134,ESP,2:14
Turnover foul,2.0,7,1,7,ESP,4.0,MUNARRIZ EGANA A,7 - 7,111,ESP,1:51
Steal,5.0,7,1,7,ESP,4.0,FOUNTOULIS I,7 - 7,111,GRE,1:51
20 sec. exclusion in centre,6.0,7,1,7,ESP,4.0,MINGUELL ALFEREZ M,7 - 7,86,ESP,1:26
Extra player shot - Goal,4.0,8,1,7,ESP,4.0,DERVISIS G,7 - 8,80,GRE,1:20
20 sec. exclusion in centre,3.0,8,1,7,ESP,4.0,DELAKAS E,7 - 8,55,GRE,0:55
Exclusion with substitution,3.0,8,1,7,ESP,4.0,DELAKAS E,7 - 8,55,GRE,0:55
Action shot - Saved,2.0,8,1,7,ESP,4.0,MUNARRIZ EGANA A,7 - 8,28,ESP,0:28
Starting goalkeeper,1.0,0,2,0,RSA,1.0,LEWIS J,0 - 0,480,RSA,8:00
Starting goalkeeper,1.0,0,2,0,RSA,1.0,FLEGKAS K,0 - 0,480,GRE,8:00
Sprint won possession,2.0,0,2,0,RSA,1.0,GENIDOUNIAS K,0 - 0,480,GRE,8:00
Turnover foul,11.0,0,2,0,RSA,1.0,GOUNAS A,0 - 0,461,GRE,7:41
Steal,1.0,0,2,0,RSA,1.0,LEWIS J,0 - 0,461,RSA,7:41
5m shot - Saved,3.0,0,2,0,RSA,1.0,CARD D,0 - 0,437,RSA,7:17
Action shot - Blocked,2.0,0,2,0,RSA,1.0,GENIDOUNIAS K,0 - 0,411,GRE,6:51
20 sec. exclusion in centre,3.0,0,2,0,RSA,1.0,CARD D,0 - 0,355,RSA,5:55
Extra player shot - Saved,11.0,0,2,0,RSA,1.0,GOUNAS A,0 - 0,343,GRE,5:43
Action shot - Post,5.0,0,2,0,RSA,1.0,BROWN C,0 - 0,317,RSA,5:17
Action shot - Goal,7.0,1,2,0,RSA,1.0,PONTIKEAS K,0 - 1,291,GRE,4:51
5m shot - Post,2.0,1,2,0,RSA,1.0,le ROUX E,0 - 1,259,RSA,4:19
Action shot - Goal,11.0,2,2,0,RSA,1.0,GOUNAS A,0 - 2,233,GRE,3:53
Turnover foul,4.0,2,2,0,RSA,1.0,BADENHORST N,0 - 2,203,RSA,3:23
Steal,1.0,2,2,0,RSA,1.0,FLEGKAS K,0 - 2,203,GRE,3:23
Action shot - Goal,6.0,3,2,0,RSA,1.0,KAPOTSIS M,0 - 3,182,GRE,3:02
Time-Out,,3,2,0,RSA,1.0,,0 - 3,182,RSA,3:02
20 sec. exclusion in field,6.0,3,2,0,RSA,1.0,KAPOTSIS M,0 - 3,178,GRE,2:58
Centre shot - Saved,3.0,3,2,0,RSA,1.0,CARD D,0 - 3,152,RSA,2:32
20 sec. exclusion in field,11.0,3,2,0,RSA,1.0,MOLYNEUX N,0 - 3,127,RSA,2:07
Extra player shot - Goal,5.0,4,2,0,RSA,1.0,FOUNTOULIS I,0 - 4,124,GRE,2:04
20 sec. exclusion in centre,8.0,4,2,0,RSA,1.0,ARGYROPOULOS KANAK,0 - 4,107,GRE,1:47
Turnover foul,10.0,4,2,0,RSA,1.0,le ROUX P,0 - 4,95,RSA,1:35
Steal,9.0,4,2,0,RSA,1.0,MOURIKIS K,0 - 4,95,GRE,1:35
Action shot - Saved,5.0,4,2,0,RSA,1.0,FOUNTOULIS I,0 - 4,72,GRE,1:12
Penalty foul,2.0,4,2,0,RSA,1.0,le ROUX E,0 - 4,70,RSA,1:10
Penalty shot - Goal,5.0,5,2,0,RSA,1.0,FOUNTOULIS I,0 - 5,70,GRE,1:10
Action shot - Saved,5.0,5,2,0,RSA,1.0,FOUNTOULIS I,0 - 5,31,GRE,0:31
5m shot - Saved,2.0,5,2,0,RSA,1.0,le ROUX E,0 - 5,1,RSA,0:01
Starting goalkeeper,13.0,5,2,0,RSA,2.0,MTHEMBU T,0 - 5,480,RSA,8:00
Starting goalkeeper,1.0,5,2,0,RSA,2.0,FLEGKAS K,0 - 5,480,GRE,8:00
Sprint won possession,11.0,5,2,0,RSA,2.0,MOLYNEUX N,0 - 5,480,RSA,8:00
Turnover foul,4.0,5,2,0,RSA,2.0,BADENHORST N,0 - 5,459,RSA,7:39
Steal,4.0,5,2,0,RSA,2.0,DERVISIS G,0 - 5,459,GRE,7:39
Turnover foul,8.0,5,2,0,RSA,2.0,ARGYROPOULOS KANAK,0 - 5,436,GRE,7:16
Steal,13.0,5,2,0,RSA,2.0,MTHEMBU T,0 - 5,436,RSA,7:16
20 sec. exclusion in centre,11.0,5,2,0,RSA,2.0,MOLYNEUX N,0 - 5,393,RSA,6:33
Extra player shot - Missed,11.0,5,2,0,RSA,2.0,GOUNAS A,0 - 5,388,GRE,6:28
Turnover foul,10.0,5,2,0,RSA,2.0,le ROUX P,0 - 5,362,RSA,6:02
Steal,1.0,5,2,0,RSA,2.0,FLEGKAS K,0 - 5,362,GRE,6:02
Turnover foul,12.0,5,2,0,RSA,2.0,VLACHOPOULOS A,0 - 5,338,GRE,5:38
5m shot - Saved,10.0,5,2,0,RSA,2.0,le ROUX P,0 - 5,312,RSA,5:12
Centre shot - Goal,10.0,6,2,0,RSA,2.0,KOLOMVOS C,0 - 6,293,GRE,4:53
Centre shot - Saved,3.0,6,2,0,RSA,2.0,CARD D,0 - 6,263,RSA,4:23
20 sec. exclusion in field,8.0,6,2,0,RSA,2.0,RODDA N,0 - 6,249,RSA,4:09
Extra player shot - Goal,10.0,7,2,0,RSA,2.0,KOLOMVOS C,0 - 7,240,GRE,4:00
Action shot - Goal,2.0,7,2,1,RSA,2.0,le ROUX E,1 - 7,213,RSA,3:33
5m shot - Goal,5.0,8,2,1,RSA,2.0,FOUNTOULIS I,1 - 8,195,GRE,3:15
Time-Out,,8,2,1,RSA,2.0,,1 - 8,195,RSA,3:15
Turnover foul,5.0,8,2,1,RSA,2.0,BROWN C,1 - 8,170,RSA,2:50
Steal,5.0,8,2,1,RSA,2.0,FOUNTOULIS I,1 - 8,170,GRE,2:50
20 sec. exclusion in centre,7.0,8,2,1,RSA,2.0,RABIE L,1 - 8,143,RSA,2:23
Extra player shot - Blocked,5.0,8,2,1,RSA,2.0,FOUNTOULIS I,1 - 8,132,GRE,2:12
20 sec. exclusion in field,6.0,8,2,1,RSA,2.0,KAPOTSIS M,1 - 8,111,GRE,1:51
Extra player shot - Saved,2.0,8,2,1,RSA,2.0,le ROUX E,1 - 8,93,RSA,1:33
Time-Out,,8,2,1,RSA,2.0,,1 - 8,92,GRE,1:32
Turnover foul,11.0,8,2,1,RSA,2.0,GOUNAS A,1 - 8,72,GRE,1:12
Steal,11.0,8,2,1,RSA,2.0,MOLYNEUX N,1 - 8,72,RSA,1:12
Counter attack - Goal,11.0,8,2,2,RSA,2.0,MOLYNEUX N,2 - 8,60,RSA,1:00
5m shot - Post,11.0,8,2,2,RSA,2.0,GOUNAS A,2 - 8,29,GRE,0:29
Turnover foul,4.0,8,2,2,RSA,2.0,BADENHORST N,2 - 8,5,RSA,0:05
Action shot - Missed,5.0,8,2,2,RSA,4.0,BROWN C,2 - 8,114,RSA,1:54
Action shot - Saved,8.0,8,2,2,RSA,4.0,ARGYROPOULOS KANAK,2 - 8,97,GRE,1:37
Centre shot - Goal,5.0,18,2,2,RSA,4.0,FOUNTOULIS I,2 - 18,94,GRE,1:34
Penalty foul,6.0,18,2,2,RSA,4.0,KAPOTSIS M,2 - 18,78,GRE,1:18
Exclusion with substitution,6.0,18,2,2,RSA,4.0,KAPOTSIS M,2 - 18,78,GRE,1:18
Penalty shot - Saved,11.0,18,2,2,RSA,4.0,MOLYNEUX N,2 - 18,78,RSA,1:18
Starting goalkeeper,13.0,18,2,2,RSA,3.0,MTHEMBU T,2 - 18,480,RSA,8:00
Starting goalkeeper,13.0,18,2,2,RSA,3.0,ZERDEVAS E,2 - 18,480,GRE,8:00
Sprint won possession,2.0,18,2,2,RSA,3.0,GENIDOUNIAS K,2 - 18,480,GRE,8:00
Turnover foul,10.0,18,2,2,RSA,3.0,KOLOMVOS C,2 - 18,451,GRE,7:31
Turnover foul,4.0,18,2,2,RSA,3.0,BADENHORST N,2 - 18,434,RSA,7:14
Turnover foul,10.0,18,2,2,RSA,3.0,KOLOMVOS C,2 - 18,415,GRE,6:55
Steal,13.0,18,2,2,RSA,3.0,MTHEMBU T,2 - 18,415,RSA,6:55
20 sec. exclusion in centre,7.0,18,2,2,RSA,3.0,PONTIKEAS K,2 - 18,396,GRE,6:36
Extra player shot - Saved,10.0,18,2,2,RSA,3.0,le ROUX P,2 - 18,380,RSA,6:20
Action shot - Saved,10.0,18,2,2,RSA,3.0,le ROUX P,2 - 18,370,RSA,6:10
Centre shot - Goal,11.0,9,2,2,RSA,3.0,GOUNAS A,2 - 9,353,GRE,5:53
Turnover foul,2.0,9,2,2,RSA,3.0,le ROUX E,2 - 9,334,RSA,5:34
Steal,4.0,9,2,2,RSA,3.0,DERVISIS G,2 - 9,334,GRE,5:34
5m shot - Goal,11.0,10,2,2,RSA,3.0,GOUNAS A,2 - 10,311,GRE,5:11
20 sec. exclusion in centre,4.0,10,2,2,RSA,3.0,DERVISIS G,2 - 10,297,GRE,4:57
Turnover foul,11.0,10,2,2,RSA,3.0,MOLYNEUX N,2 - 10,262,RSA,4:22
Turnover foul,9.0,10,2,2,RSA,3.0,MOURIKIS K,2 - 10,251,GRE,4:11
Steal,13.0,10,2,2,RSA,3.0,MTHEMBU T,2 - 10,251,RSA,4:11
Turnover foul,13.0,10,2,2,RSA,3.0,MTHEMBU T,2 - 10,237,RSA,3:57
Steal,2.0,10,2,2,RSA,3.0,GENIDOUNIAS K,2 - 10,237,GRE,3:57
Centre shot - Goal,5.0,11,2,2,RSA,3.0,FOUNTOULIS I,2 - 11,223,GRE,3:43
Time-Out,,11,2,2,RSA,3.0,,2 - 11,223,RSA,3:43
Turnover foul,7.0,11,2,2,RSA,3.0,RABIE L,2 - 11,206,RSA,3:26
Steal,13.0,11,2,2,RSA,3.0,ZERDEVAS E,2 - 11,206,GRE,3:26
Action shot - Saved,8.0,11,2,2,RSA,3.0,ARGYROPOULOS KANAK,2 - 11,191,GRE,3:11
Centre shot - Saved,3.0,11,2,2,RSA,3.0,CARD D,2 - 11,164,RSA,2:44
5m shot - Saved,11.0,11,2,2,RSA,3.0,GOUNAS A,2 - 11,138,GRE,2:18
Turnover foul,6.0,11,2,2,RSA,3.0,KAPOTSIS M,2 - 11,125,GRE,2:05
Turnover foul,10.0,11,2,2,RSA,3.0,le ROUX P,2 - 11,98,RSA,1:38
Steal,4.0,11,2,2,RSA,3.0,DERVISIS G,2 - 11,99,GRE,1:39
Action shot - Goal,4.0,12,2,2,RSA,3.0,DERVISIS G,2 - 12,93,GRE,1:33
Turnover foul,6.0,12,2,2,RSA,3.0,de CARVALHO J,2 - 12,68,RSA,1:08
Steal,10.0,12,2,2,RSA,3.0,KOLOMVOS C,2 - 12,68,GRE,1:08
Time-Out,,12,2,2,RSA,3.0,,2 - 12,68,GRE,1:08
20 sec. exclusion in field,12.0,12,2,2,RSA,3.0,OLVER R,2 - 12,49,RSA,0:49
Extra player shot - Goal,2.0,13,2,2,RSA,3.0,GENIDOUNIAS K,2 - 13,37,GRE,0:37
Starting goalkeeper,1.0,13,2,2,RSA,4.0,LEWIS J,2 - 13,480,RSA,8:00
Starting goalkeeper,13.0,13,2,2,RSA,4.0,ZERDEVAS E,2 - 13,480,GRE,8:00
Sprint won possession,11.0,13,2,2,RSA,4.0,MOLYNEUX N,2 - 13,480,RSA,8:00
Turnover foul,10.0,13,2,2,RSA,4.0,le ROUX P,2 - 13,450,RSA,7:30
Steal,12.0,13,2,2,RSA,4.0,VLACHOPOULOS A,2 - 13,450,GRE,7:30
Centre shot - Missed,9.0,13,2,2,RSA,4.0,MOURIKIS K,2 - 13,421,GRE,7:01
Penalty foul,7.0,13,2,2,RSA,4.0,PONTIKEAS K,2 - 13,391,GRE,6:31
Penalty shot - Saved,10.0,13,2,2,RSA,4.0,le ROUX P,2 - 13,391,RSA,6:31
20 sec. exclusion in centre,2.0,13,2,2,RSA,4.0,le ROUX E,2 - 13,372,RSA,6:12
Extra player shot - Goal,8.0,14,2,2,RSA,4.0,ARGYROPOULOS KANAK,2 - 14,361,GRE,6:01
Turnover foul,10.0,14,2,2,RSA,4.0,le ROUX P,2 - 14,332,RSA,5:32
Steal,7.0,14,2,2,RSA,4.0,PONTIKEAS K,2 - 14,332,GRE,5:32
Turnover foul,12.0,14,2,2,RSA,4.0,VLACHOPOULOS A,2 - 14,304,GRE,5:04
Turnover foul,7.0,14,2,2,RSA,4.0,RABIE L,2 - 14,285,RSA,4:45
Steal,7.0,14,2,2,RSA,4.0,PONTIKEAS K,2 - 14,285,GRE,4:45
Action shot - Goal,8.0,15,2,2,RSA,4.0,ARGYROPOULOS KANAK,2 - 15,260,GRE,4:20
Time-Out,,15,2,2,RSA,4.0,,2 - 15,260,RSA,4:20
Turnover foul,3.0,15,2,2,RSA,4.0,CARD D,2 - 15,245,RSA,4:05
5m shot - Goal,5.0,16,2,2,RSA,4.0,FOUNTOULIS I,2 - 16,221,GRE,3:41
Centre shot - Missed,4.0,16,2,2,RSA,4.0,BADENHORST N,2 - 16,201,RSA,3:21
Centre shot - Goal,10.0,17,2,2,RSA,4.0,KOLOMVOS C,2 - 17,181,GRE,3:01
Turnover foul,4.0,17,2,2,RSA,4.0,BADENHORST N,2 - 17,162,RSA,2:42
Steal,5.0,17,2,2,RSA,4.0,FOUNTOULIS I,2 - 17,162,GRE,2:42
Turnover foul,5.0,17,2,2,RSA,4.0,FOUNTOULIS I,2 - 17,138,GRE,2:18
Steal,1.0,17,2,2,RSA,4.0,LEWIS J,2 - 17,138,RSA,2:18
Turnover foul,5.0,17,2,2,RSA,4.0,BROWN C,2 - 17,66,RSA,1:06
Steal,11.0,17,2,2,RSA,4.0,GOUNAS A,2 - 17,66,GRE,1:06
Action shot - Saved,12.0,17,2,2,RSA,4.0,VLACHOPOULOS A,2 - 17,51,GRE,0:51
Turnover foul,3.0,17,2,2,RSA,4.0,CARD D,2 - 17,23,RSA,0:23
5m shot - Saved,5.0,17,2,2,RSA,4.0,FOUNTOULIS I,2 - 17,1,GRE,0:01
Starting goalkeeper,13.0,0,3,0,SRB,1.0,MITROVIC B,0 - 0,480,SRB,8:00
Starting goalkeeper,1.0,0,3,0,SRB,1.0,FLEGKAS K,0 - 0,480,GRE,8:00
Sprint won possession,2.0,0,3,0,SRB,1.0,GENIDOUNIAS K,0 - 0,480,GRE,8:00
Centre shot - Post,12.0,0,3,0,SRB,1.0,MITORVIC S,0 - 0,444,SRB,7:24
Turnover foul,9.0,0,3,0,SRB,1.0,MOURIKIS K,0 - 0,424,GRE,7:04
Turnover foul,2.0,0,3,0,SRB,1.0,MANDIC D,0 - 0,398,SRB,6:38
Steal,11.0,0,3,0,SRB,1.0,GOUNAS A,0 - 0,398,GRE,6:38
Action shot - Blocked,12.0,0,3,0,SRB,1.0,MITORVIC S,0 - 0,339,SRB,5:39
20 sec. exclusion in centre,4.0,0,3,0,SRB,1.0,RANDELOVIC S,0 - 0,313,SRB,5:13
Action shot - Saved,5.0,0,3,0,SRB,1.0,FOUNTOULIS I,0 - 0,292,GRE,4:52
Turnover foul,12.0,0,3,0,SRB,1.0,MITORVIC S,0 - 0,274,SRB,4:34
Steal,1.0,0,3,0,SRB,1.0,FLEGKAS K,0 - 0,274,GRE,4:34
Turnover foul,9.0,0,3,0,SRB,1.0,MOURIKIS K,0 - 0,257,GRE,4:17
Counter attack - Goal,2.0,0,3,1,SRB,1.0,MANDIC D,1 - 0,246,SRB,4:06
