Action,Cap,Game,NZL,Opponent,Opponent name,Period,Player,Score,Seconds,Team,Time
Steal,3.0,1,0,3,ESP,1.0,MASON K,0 - 3,95,NZL,1:35
Turnover foul,8.0,1,0,3,ESP,1.0,LOPES da SILVA C,0 - 3,74,NZL,1:14
Steal,10.0,1,0,3,ESP,1.0,CRESPI BARRIGA P,0 - 3,74,ESP,1:14
Action shot - Saved,11.0,1,0,3,ESP,1.0,GUAL ROVIROSA A,0 - 3,51,ESP,0:51
Turnover foul,10.0,1,0,3,ESP,1.0,CRESPI BARRIGA P,0 - 3,37,ESP,0:37
20 sec. exclusion in field,11.0,1,0,3,ESP,1.0,GUAL ROVIROSA A,0 - 3,23,ESP,0:23
Extra player shot - Post,2.0,1,0,3,ESP,1.0,LEWIS N,0 - 3,10,NZL,0:10
Time-Out,,1,0,3,ESP,1.0,,0 - 3,10,ESP,0:10
Action shot - Saved,9.0,1,0,3,ESP,1.0,FORCA ARIZA J,0 - 3,2,ESP,0:02
Starting goalkeeper,1.0,1,0,3,ESP,2.0,MILICICH J,0 - 3,480,NZL,8:00
Starting goalkeeper,1.0,1,0,3,ESP,2.0,ESTER RAMOS L,0 - 3,480,ESP,8:00
Sprint won possession,3.0,1,0,3,ESP,2.0,ESPAR LLAQUET A,0 - 3,480,ESP,8:00
20 sec. exclusion in centre,5.0,1,0,3,ESP,2.0,BOYD A,0 - 3,456,NZL,7:36
Action shot - Saved,8.0,1,0,3,ESP,2.0,LOPES da SILVA C,0 - 3,421,NZL,7:01
Turnover foul,12.0,1,0,3,ESP,2.0,LEITON ARRONES P,0 - 3,391,ESP,6:31
Steal,10.0,1,0,3,ESP,2.0,BOWRY C,0 - 3,391,NZL,6:31
20 sec. exclusion in field,12.0,1,0,3,ESP,2.0,LEITON ARRONES P,0 - 3,374,ESP,6:14
Extra player shot - Saved,3.0,1,0,3,ESP,2.0,MASON K,0 - 3,355,NZL,5:55
Action shot - Saved,4.0,1,0,3,ESP,2.0,ORTIZ MUNOZ B,0 - 3,342,ESP,5:42
5m shot - Goal,8.0,1,1,3,ESP,2.0,LOPES da SILVA C,1 - 3,316,NZL,5:16
Yellow card,,1,1,3,ESP,2.0,Team Official,1 - 3,316,NZL,5:16
Turnover foul,4.0,1,1,3,ESP,2.0,ORTIZ MUNOZ B,1 - 3,288,ESP,4:48
Steal,6.0,1,1,3,ESP,2.0,DOYLE B,1 - 3,288,NZL,4:48
Turnover foul,9.0,1,1,3,ESP,2.0,STONEMAN E,1 - 3,269,NZL,4:29
5m shot - Missed,3.0,1,1,3,ESP,2.0,MASON K,1 - 3,251,NZL,4:11
Turnover foul,9.0,1,1,3,ESP,2.0,FORCA ARIZA J,1 - 3,227,ESP,3:47
Steal,6.0,1,1,3,ESP,2.0,DOYLE B,1 - 3,227,NZL,3:47
Turnover foul,6.0,1,1,3,ESP,2.0,DOYLE B,1 - 3,221,NZL,3:41
Steal,6.0,1,1,3,ESP,2.0,LLORET GOMEZ H,1 - 3,221,ESP,3:41
20 sec. exclusion in centre,3.0,1,1,3,ESP,2.0,MASON K,1 - 3,204,NZL,3:24
Extra player shot - Goal,6.0,1,1,4,ESP,2.0,LLORET GOMEZ H,1 - 4,199,ESP,3:19
Turnover foul,4.0,1,1,4,ESP,2.0,FERIGO R,1 - 4,169,NZL,2:49
Turnover foul,8.0,1,1,4,ESP,4.0,LOPES da SILVA C,1 - 4,151,NZL,2:31
20 sec. exclusion in centre,9.0,1,1,4,ESP,4.0,STONEMAN E,1 - 4,140,NZL,2:20
Extra player shot - Goal,11.0,1,2,9,ESP,4.0,GUAL ROVIROSA A,2 - 9,130,ESP,2:10
5m shot - Saved,8.0,1,2,9,ESP,4.0,LOPES da SILVA C,2 - 9,101,NZL,1:41
20 sec. exclusion in centre,3.0,1,2,9,ESP,4.0,MASON K,2 - 9,79,NZL,1:19
Exclusion with substitution,3.0,1,2,9,ESP,4.0,MASON K,2 - 9,79,NZL,1:19
Steal,4.0,1,2,9,ESP,2.0,ORTIZ MUNOZ B,2 - 9,169,ESP,2:49
Turnover foul,10.0,1,2,9,ESP,2.0,CRESPI BARRIGA P,2 - 9,140,ESP,2:20
20 sec. exclusion in centre,6.0,1,2,9,ESP,2.0,LLORET GOMEZ H,2 - 9,118,ESP,1:58
Action shot - Post,4.0,1,2,9,ESP,2.0,ORTIZ MUNOZ B,2 - 9,89,ESP,1:29
Turnover foul,8.0,1,2,9,ESP,2.0,LOPES da SILVA C,2 - 9,75,NZL,1:15
Action shot - Saved,9.0,1,2,9,ESP,2.0,FORCA ARIZA J,2 - 9,61,ESP,1:01
Turnover foul,3.0,1,2,9,ESP,2.0,ESPAR LLAQUET A,2 - 9,55,ESP,0:55
Action shot - Saved,7.0,1,2,9,ESP,2.0,HOUGHTON E,2 - 9,27,NZL,0:27
5m shot - Saved,4.0,1,2,9,ESP,2.0,ORTIZ MUNOZ B,2 - 9,1,ESP,0:01
Starting goalkeeper,1.0,1,2,9,ESP,3.0,MILICICH J,2 - 9,480,NZL,8:00
Starting goalkeeper,1.0,1,2,9,ESP,3.0,ESTER RAMOS L,2 - 9,480,ESP,8:00
Sprint won possession,3.0,1,2,9,ESP,3.0,ESPAR LLAQUET A,2 - 9,480,ESP,8:00
Turnover foul,12.0,1,2,9,ESP,3.0,LEITON ARRONES P,2 - 9,451,ESP,7:31
20 sec. exclusion in centre,9.0,1,2,9,ESP,3.0,STONEMAN E,2 - 9,400,NZL,6:40
5m shot - Saved,4.0,1,2,9,ESP,3.0,ORTIZ MUNOZ B,2 - 9,376,ESP,6:16
Action shot - Missed,4.0,1,2,9,ESP,3.0,FERIGO R,2 - 9,352,NZL,5:52
Action shot - Saved,7.0,1,2,9,ESP,3.0,ESPAR LLAQUET C,2 - 9,342,ESP,5:42
20 sec. exclusion in field,7.0,1,2,9,ESP,3.0,ESPAR LLAQUET C,2 - 9,324,ESP,5:24
Action shot - Missed,4.0,1,2,9,ESP,3.0,FERIGO R,2 - 9,296,NZL,4:56
Action shot - Saved,4.0,1,2,9,ESP,3.0,ORTIZ MUNOZ B,2 - 9,283,ESP,4:43
20 sec. exclusion in field,11.0,1,2,9,ESP,3.0,GUAL ROVIROSA A,2 - 9,262,ESP,4:22
Time-Out,,1,2,9,ESP,3.0,,2 - 9,262,NZL,4:22
Turnover foul,3.0,1,2,9,ESP,3.0,MASON K,2 - 9,236,NZL,3:56
Steal,6.0,1,2,9,ESP,3.0,LLORET GOMEZ H,2 - 9,236,ESP,3:56
Action shot - Post,11.0,1,2,9,ESP,3.0,GUAL ROVIROSA A,2 - 9,215,ESP,3:35
5m shot - Post,11.0,1,2,9,ESP,3.0,HUDSON K,2 - 9,186,NZL,3:06
Action shot - Goal,9.0,1,1,5,ESP,3.0,FORCA ARIZA J,1 - 5,167,ESP,2:47
Turnover foul,2.0,1,1,5,ESP,3.0,LEWIS N,1 - 5,148,NZL,2:28
Steal,2.0,1,1,5,ESP,3.0,BACH PASCUAL M,1 - 5,148,ESP,2:28
Centre shot - Saved,2.0,1,1,5,ESP,3.0,BACH PASCUAL M,1 - 5,140,ESP,2:20
Turnover foul,6.0,1,1,5,ESP,3.0,DOYLE B,1 - 5,118,NZL,1:58
Steal,11.0,1,1,5,ESP,3.0,GUAL ROVIROSA A,1 - 5,118,ESP,1:58
Penalty foul,7.0,1,1,5,ESP,3.0,HOUGHTON E,1 - 5,93,NZL,1:33
Penalty shot - Goal,3.0,1,1,6,ESP,3.0,ESPAR LLAQUET A,1 - 6,93,ESP,1:33
20 sec. exclusion in field,8.0,1,1,6,ESP,3.0,PENA CARRASCO M,1 - 6,77,ESP,1:17
Extra player shot - Missed,8.0,1,1,6,ESP,3.0,LOPES da SILVA C,1 - 6,58,NZL,0:58
Turnover foul,12.0,1,1,6,ESP,3.0,LEITON ARRONES P,1 - 6,32,ESP,0:32
Steal,4.0,1,1,6,ESP,3.0,FERIGO R,1 - 6,32,NZL,0:32
5m shot - Saved,3.0,1,1,6,ESP,3.0,ESPAR LLAQUET A,1 - 6,6,ESP,0:06
5m shot - Missed,9.0,1,1,6,ESP,3.0,FORCA ARIZA J,1 - 6,1,ESP,0:01
Starting goalkeeper,1.0,1,1,6,ESP,4.0,MILICICH J,1 - 6,480,NZL,8:00
Starting goalkeeper,1.0,1,1,6,ESP,4.0,ESTER RAMOS L,1 - 6,480,ESP,8:00
,3.0,1,1,6,ESP,4.0,ESPAR LLAQUET A,1 - 6,480,ESP,8:00
Action shot - Goal,12.0,1,1,7,ESP,4.0,LEITON ARRONES P,1 - 7,453,ESP,7:33
Turnover foul,6.0,1,1,7,ESP,4.0,DOYLE B,1 - 7,435,NZL,7:15
Steal,4.0,1,1,7,ESP,4.0,ORTIZ MUNOZ B,1 - 7,435,ESP,7:15
Turnover foul,10.0,1,1,7,ESP,4.0,CRESPI BARRIGA P,1 - 7,414,ESP,6:54
5m shot - Post,7.0,1,1,7,ESP,4.0,HOUGHTON E,1 - 7,386,NZL,6:26
Turnover foul,8.0,1,1,7,ESP,4.0,PENA CARRASCO M,1 - 7,372,ESP,6:12
Counter attack - Saved,8.0,1,1,7,ESP,4.0,LOPES da SILVA C,1 - 7,362,NZL,6:02
5m shot - Missed,7.0,1,1,7,ESP,4.0,ESPAR LLAQUET C,1 - 7,342,ESP,5:42
5m shot - Goal,3.0,1,2,7,ESP,4.0,MASON K,2 - 7,314,NZL,5:14
Turnover foul,10.0,1,2,7,ESP,4.0,CRESPI BARRIGA P,2 - 7,292,ESP,4:52
20 sec. exclusion in centre,6.0,1,2,7,ESP,4.0,LLORET GOMEZ H,2 - 7,274,ESP,4:34
Extra player shot - Saved,7.0,1,2,7,ESP,4.0,HOUGHTON E,2 - 7,255,NZL,4:15
20 sec. exclusion in field,5.0,1,2,7,ESP,4.0,BOYD A,2 - 7,236,NZL,3:56
Extra player shot - Missed,3.0,1,2,7,ESP,4.0,ESPAR LLAQUET A,2 - 7,220,ESP,3:40
Turnover foul,4.0,1,2,7,ESP,4.0,FERIGO R,2 - 7,201,NZL,3:21
Steal,3.0,1,2,7,ESP,4.0,ESPAR LLAQUET A,2 - 7,201,ESP,3:21
20 sec. exclusion in field,4.0,1,2,7,ESP,4.0,FERIGO R,2 - 7,191,NZL,3:11
Extra player shot - Goal,10.0,1,2,8,ESP,4.0,CRESPI BARRIGA P,2 - 8,172,ESP,2:52
Extra player shot - Goal,12.0,1,2,10,ESP,4.0,LEITON ARRONES P,2 - 10,67,ESP,1:07
20 sec. exclusion in centre,2.0,1,2,10,ESP,4.0,BACH PASCUAL M,2 - 10,48,ESP,0:48
Time-Out,,1,2,10,ESP,4.0,,2 - 10,47,NZL,0:47
Extra player shot - Post,12.0,1,2,10,ESP,4.0,PYE B,2 - 10,28,NZL,0:28
20 sec. exclusion in field,10.0,1,2,10,ESP,4.0,BOWRY C,2 - 10,26,NZL,0:26
5m shot - Post,4.0,1,2,10,ESP,4.0,ORTIZ MUNOZ B,2 - 10,1,ESP,0:01
Starting goalkeeper,1.0,2,0,0,RSA,1.0,MILICICH J,0 - 0,480,NZL,8:00
Starting goalkeeper,1.0,2,0,0,RSA,1.0,THOMAS R,0 - 0,480,RSA,8:00
Sprint won possession,6.0,2,0,0,RSA,1.0,HALLENDORFF A,0 - 0,480,RSA,8:00
20 sec. exclusion in centre,3.0,2,0,0,RSA,1.0,PALEY K,0 - 0,454,RSA,7:34
Turnover foul,3.0,2,0,0,RSA,1.0,PALEY K,0 - 0,452,RSA,7:32
Extra player shot - Saved,3.0,2,0,0,RSA,1.0,MASON K,0 - 0,426,NZL,7:06
20 sec. exclusion in field,2.0,2,0,0,RSA,1.0,PENNEY A,0 - 0,383,RSA,6:23
5m shot - Goal,12.0,2,1,0,RSA,1.0,PYE B,1 - 0,377,NZL,6:17
Turnover foul,8.0,2,1,0,RSA,1.0,KEEVY A,1 - 0,364,RSA,6:04
Steal,11.0,2,1,0,RSA,1.0,HUDSON K,1 - 0,364,NZL,6:04
Turnover foul,5.0,2,1,0,RSA,1.0,BOYD A,1 - 0,353,NZL,5:53
Steal,11.0,2,1,0,RSA,1.0,BARRETT N,1 - 0,353,RSA,5:53
Turnover foul,11.0,2,1,0,RSA,1.0,BARRETT N,1 - 0,327,RSA,5:27
Steal,1.0,2,1,0,RSA,1.0,MILICICH J,1 - 0,327,NZL,5:27
Action shot - Goal,11.0,2,2,0,RSA,1.0,HUDSON K,2 - 0,318,NZL,5:18
Action shot - Saved,11.0,2,2,0,RSA,1.0,BARRETT N,2 - 0,293,RSA,4:53
5m shot - Goal,6.0,2,2,1,RSA,1.0,HALLENDORFF A,2 - 1,261,RSA,4:21
20 sec. exclusion in centre,11.0,2,2,1,RSA,1.0,BARRETT N,2 - 1,241,RSA,4:01
Turnover foul,12.0,2,2,1,RSA,1.0,PYE B,2 - 1,216,NZL,3:36
Steal,6.0,2,2,1,RSA,1.0,HALLENDORFF A,2 - 1,216,RSA,3:36
Turnover foul,8.0,2,2,1,RSA,1.0,KEEVY A,2 - 1,204,RSA,3:24
Turnover foul,6.0,2,2,1,RSA,1.0,DOYLE B,2 - 1,194,NZL,3:14
Time-Out,,2,2,1,RSA,1.0,,2 - 1,194,RSA,3:14
Turnover foul,7.0,2,2,1,RSA,1.0,HOUGHTON E,2 - 1,172,NZL,2:52
5m shot - Post,8.0,2,2,1,RSA,1.0,KEEVY A,2 - 1,144,RSA,2:24
20 sec. exclusion in centre,9.0,2,2,1,RSA,1.0,STONEMAN E,2 - 1,126,NZL,2:06
Action shot - Saved,5.0,2,2,1,RSA,1.0,SCHOOLING M,2 - 1,105,RSA,1:45
Turnover foul,8.0,2,2,1,RSA,1.0,KEEVY A,2 - 1,93,RSA,1:33
Steal,8.0,2,2,1,RSA,1.0,LOPES da SILVA C,2 - 1,93,NZL,1:33
20 sec. exclusion in centre,3.0,2,2,1,RSA,1.0,PALEY K,2 - 1,68,RSA,1:08
Time-Out,,2,2,1,RSA,1.0,,2 - 1,68,NZL,1:08
Starting goalkeeper,1.0,2,2,1,RSA,2.0,MILICICH J,2 - 1,480,NZL,8:00
Starting goalkeeper,1.0,2,2,1,RSA,2.0,THOMAS R,2 - 1,480,RSA,8:00
Sprint won possession,6.0,2,2,1,RSA,2.0,HALLENDORFF A,2 - 1,480,RSA,8:00
Action shot - Saved,12.0,2,2,1,RSA,2.0,WHITE K,2 - 1,451,RSA,7:31
20 sec. exclusion in centre,3.0,2,2,1,RSA,2.0,MASON K,2 - 1,436,NZL,7:16
Extra player shot - Goal,2.0,2,2,2,RSA,2.0,PENNEY A,2 - 2,418,RSA,6:58
20 sec. exclusion in centre,2.0,2,2,2,RSA,2.0,PENNEY A,2 - 2,406,RSA,6:46
Extra player shot - Blocked,12.0,2,2,2,RSA,2.0,PYE B,2 - 2,389,NZL,6:29
5m shot - Goal,11.0,2,2,3,RSA,2.0,BARRETT N,2 - 3,360,RSA,6:00
Turnover foul,11.0,2,2,3,RSA,2.0,HUDSON K,2 - 3,331,NZL,5:31
Steal,3.0,2,2,3,RSA,2.0,PALEY K,2 - 3,331,RSA,5:31
Turnover foul,5.0,2,2,3,RSA,2.0,SCHOOLING M,2 - 3,313,RSA,5:13
20 sec. exclusion in centre,12.0,2,2,3,RSA,2.0,WHITE K,2 - 3,306,RSA,5:06
Extra player shot - Goal,3.0,2,3,3,RSA,2.0,MASON K,3 - 3,296,NZL,4:56
20 sec. exclusion in centre,6.0,2,3,3,RSA,2.0,DOYLE B,3 - 3,277,NZL,4:37
Centre shot - Saved,7.0,2,3,3,RSA,2.0,WESSELS C,3 - 3,261,RSA,4:21
Steal,7.0,2,3,3,RSA,2.0,WESSELS C,3 - 3,252,RSA,4:12
Turnover foul,8.0,2,3,3,RSA,2.0,LOPES da SILVA C,3 - 3,239,NZL,3:59
Time-Out,,2,3,3,RSA,2.0,,3 - 3,239,RSA,3:59
Turnover foul,9.0,2,3,3,RSA,2.0,STONEMAN E,3 - 3,207,NZL,3:27
Turnover foul,9.0,2,3,3,RSA,2.0,SMIT Z,3 - 3,196,RSA,3:16
Centre shot - Saved,7.0,2,3,3,RSA,2.0,HOUGHTON E,3 - 3,180,NZL,3:00
20 sec. exclusion in centre,6.0,2,3,3,RSA,2.0,HALLENDORFF A,3 - 3,167,RSA,2:47
Centre shot - Saved,4.0,2,3,3,RSA,2.0,FERIGO R,3 - 3,151,NZL,2:31
Centre shot - Saved,10.0,2,3,3,RSA,2.0,BOWRY C,3 - 3,126,NZL,2:06
Double exclusion,10.0,2,3,3,RSA,2.0,MANSON M,3 - 3,106,RSA,1:46
Double exclusion,10.0,2,3,3,RSA,2.0,BOWRY C,3 - 3,106,NZL,1:46
Turnover foul,2.0,2,3,3,RSA,2.0,PENNEY A,3 - 3,83,RSA,1:23
Steal,4.0,2,3,3,RSA,2.0,FERIGO R,3 - 3,83,NZL,1:23
Turnover foul,4.0,2,3,3,RSA,2.0,FERIGO R,3 - 3,72,NZL,1:12
Steal,12.0,2,3,3,RSA,4.0,PYE B,3 - 3,97,NZL,1:37
5m shot - Goal,3.0,2,7,6,RSA,4.0,MASON K,7 - 6,88,NZL,1:28
Turnover foul,11.0,2,7,6,RSA,4.0,HUDSON K,7 - 6,54,NZL,0:54
Steal,12.0,2,7,6,RSA,4.0,WHITE K,7 - 6,54,RSA,0:54
Steal,3.0,2,7,6,RSA,2.0,PALEY K,7 - 6,72,RSA,1:12
5m shot - Post,3.0,2,7,6,RSA,2.0,MASON K,7 - 6,50,NZL,0:50
5m shot - Blocked,2.0,2,7,6,RSA,2.0,PENNEY A,7 - 6,19,RSA,0:19
Time-Out,,2,7,6,RSA,2.0,,7 - 6,19,NZL,0:19
5m shot - Saved,8.0,2,7,6,RSA,2.0,LOPES da SILVA C,7 - 6,1,NZL,0:01
Starting goalkeeper,1.0,2,7,6,RSA,3.0,MILICICH J,7 - 6,480,NZL,8:00
Starting goalkeeper,1.0,2,7,6,RSA,3.0,THOMAS R,7 - 6,480,RSA,8:00
Sprint won possession,6.0,2,7,6,RSA,3.0,HALLENDORFF A,7 - 6,480,RSA,8:00
Turnover foul,4.0,2,7,6,RSA,3.0,FAULMANN S,7 - 6,451,RSA,7:31
Steal,1.0,2,7,6,RSA,3.0,MILICICH J,7 - 6,451,NZL,7:31
20 sec. exclusion in centre,6.0,2,7,6,RSA,3.0,HALLENDORFF A,7 - 6,427,RSA,7:07
Action shot - Saved,8.0,2,7,6,RSA,3.0,LOPES da SILVA C,7 - 6,409,NZL,6:49
Turnover foul,12.0,2,7,6,RSA,3.0,WHITE K,7 - 6,380,RSA,6:20
Steal,6.0,2,7,6,RSA,3.0,DOYLE B,7 - 6,380,NZL,6:20
5m shot - Saved,12.0,2,7,6,RSA,3.0,PYE B,7 - 6,360,NZL,6:00
Turnover foul,10.0,2,7,6,RSA,3.0,BOWRY C,7 - 6,302,NZL,5:02
Steal,5.0,2,7,6,RSA,3.0,SCHOOLING M,7 - 6,302,RSA,5:02
5m shot - Saved,8.0,2,7,6,RSA,3.0,LOPES da SILVA C,7 - 6,291,NZL,4:51
5m shot - Missed,6.0,2,7,6,RSA,3.0,DOYLE B,7 - 6,280,NZL,4:40
Time-Out,,2,7,6,RSA,3.0,,7 - 6,279,RSA,4:39
Turnover foul,12.0,2,7,6,RSA,3.0,WHITE K,7 - 6,256,RSA,4:16
Steal,1.0,2,7,6,RSA,3.0,MILICICH J,7 - 6,256,NZL,4:16
5m shot - Saved,9.0,2,7,6,RSA,3.0,STONEMAN E,7 - 6,230,NZL,3:50
20 sec. exclusion in field,12.0,2,7,6,RSA,3.0,PYE B,7 - 6,229,NZL,3:49
5m shot - Saved,2.0,2,7,6,RSA,3.0,PENNEY A,7 - 6,202,RSA,3:22
5m shot - Saved,3.0,2,7,6,RSA,3.0,MASON K,7 - 6,179,NZL,2:59
Centre shot - Missed,3.0,2,7,6,RSA,3.0,MASON K,7 - 6,165,NZL,2:45
Turnover foul,3.0,2,7,6,RSA,3.0,PALEY K,7 - 6,146,RSA,2:26
Steal,9.0,2,7,6,RSA,3.0,STONEMAN E,7 - 6,146,NZL,2:26
5m shot - Goal,11.0,2,4,3,RSA,3.0,HUDSON K,4 - 3,124,NZL,2:04
20 sec. exclusion in field,4.0,2,4,3,RSA,3.0,FERIGO R,4 - 3,104,NZL,1:44
Extra player shot - Goal,5.0,2,4,4,RSA,3.0,SCHOOLING M,4 - 4,86,RSA,1:26
5m shot - Blocked,11.0,2,4,4,RSA,3.0,HUDSON K,4 - 4,58,NZL,0:58
Turnover foul,9.0,2,4,4,RSA,3.0,SMIT Z,4 - 4,41,RSA,0:41
Steal,4.0,2,4,4,RSA,3.0,FERIGO R,4 - 4,41,NZL,0:41
5m shot - Saved,11.0,2,4,4,RSA,3.0,HUDSON K,4 - 4,23,NZL,0:23
Time-Out,,2,4,4,RSA,3.0,,4 - 4,22,NZL,0:22
Starting goalkeeper,1.0,2,4,4,RSA,4.0,MILICICH J,4 - 4,480,NZL,8:00
Starting goalkeeper,1.0,2,4,4,RSA,4.0,THOMAS R,4 - 4,480,RSA,8:00
Sprint won possession,8.0,2,4,4,RSA,4.0,KEEVY A,4 - 4,480,RSA,8:00
Centre shot - Goal,5.0,2,4,5,RSA,4.0,SCHOOLING M,4 - 5,455,RSA,7:35
Action shot - Saved,11.0,2,4,5,RSA,4.0,HUDSON K,4 - 5,425,NZL,7:05
Turnover foul,12.0,2,4,5,RSA,4.0,WHITE K,4 - 5,391,RSA,6:31
Steal,11.0,2,4,5,RSA,4.0,HUDSON K,4 - 5,391,NZL,6:31
5m shot - Missed,3.0,2,4,5,RSA,4.0,MASON K,4 - 5,375,NZL,6:15
Action shot - Goal,7.0,2,4,6,RSA,4.0,WESSELS C,4 - 6,358,RSA,5:58
5m shot - Missed,11.0,2,4,6,RSA,4.0,HUDSON K,4 - 6,333,NZL,5:33
20 sec. exclusion in centre,11.0,2,4,6,RSA,4.0,HUDSON K,4 - 6,315,NZL,5:15
Extra player shot - Missed,7.0,2,4,6,RSA,4.0,WESSELS C,4 - 6,308,RSA,5:08
5m shot - Saved,11.0,2,4,6,RSA,4.0,HUDSON K,4 - 6,290,NZL,4:50
5m shot - Goal,12.0,2,5,6,RSA,4.0,PYE B,5 - 6,278,NZL,4:38
Turnover foul,12.0,2,5,6,RSA,4.0,WHITE K,5 - 6,263,RSA,4:23
Steal,3.0,2,5,6,RSA,4.0,MASON K,5 - 6,263,NZL,4:23
20 sec. exclusion in centre,5.0,2,5,6,RSA,4.0,SCHOOLING M,5 - 6,235,RSA,3:55
5m shot - Goal,3.0,2,6,6,RSA,4.0,MASON K,6 - 6,216,NZL,3:36
Turnover foul,9.0,2,6,6,RSA,4.0,SMIT Z,6 - 6,191,RSA,3:11
Steal,8.0,2,6,6,RSA,4.0,LOPES da SILVA C,6 - 6,191,NZL,3:11
Action shot - Blocked,12.0,2,6,6,RSA,4.0,PYE B,6 - 6,163,NZL,2:43
5m shot - Missed,8.0,2,6,6,RSA,4.0,LOPES da SILVA C,6 - 6,133,NZL,2:13
Time-Out,,2,6,6,RSA,4.0,,6 - 6,133,RSA,2:13
Turnover foul,12.0,2,6,6,RSA,4.0,WHITE K,6 - 6,97,RSA,1:37
20 sec. exclusion in centre,6.0,2,6,6,RSA,4.0,HALLENDORFF A,6 - 6,52,RSA,0:52
Time-Out,,2,6,6,RSA,4.0,,6 - 6,52,NZL,0:52
Extra player shot - Goal,11.0,2,8,6,RSA,4.0,HUDSON K,8 - 6,28,NZL,0:28
5m shot - Saved,12.0,2,8,6,RSA,4.0,WHITE K,8 - 6,1,RSA,0:01
Starting goalkeeper,1.0,3,0,0,USA,1.0,MILICICH J,0 - 0,480,NZL,8:00
Starting goalkeeper,1.0,3,0,0,USA,1.0,STONE G,0 - 0,480,USA,8:00
Sprint won possession,4.0,3,0,0,USA,1.0,FATTAL R,0 - 0,480,USA,8:00
Action shot - Goal,8.0,3,0,1,USA,1.0,NEUSHUL K,0 - 1,452,USA,7:32
5m shot - Missed,8.0,3,0,1,USA,1.0,LOPES da SILVA C,0 - 1,423,NZL,7:03
20 sec. exclusion in centre,3.0,3,0,1,USA,1.0,MASON K,0 - 1,399,NZL,6:39
5m shot,2.0,3,0,1,USA,1.0,MUSSELMAN M,0 - 1,377,USA,6:17
5m shot - Saved,2.0,3,0,1,USA,1.0,MUSSELMAN M,0 - 1,377,USA,6:17
Action shot - Goal,6.0,3,0,2,USA,1.0,STEFFENS M,0 - 2,356,USA,5:56
Turnover foul,9.0,3,0,2,USA,1.0,STONEMAN E,0 - 2,334,NZL,5:34
Steal,11.0,3,0,2,USA,1.0,FISCHER M,0 - 2,334,USA,5:34
