Action,Cap,Game,NZL,Opponent,Opponent name,Period,Player,Score,Seconds,Team,Time
5m shot - Saved,8.0,5,2,9,NED,2.0,LOPES da SILVA C,2 - 9,50,NZL,0:50
Exclusion with substitution,2.0,5,2,9,NED,4.0,SMIT Y,2 - 9,198,NED,3:18
Action shot - Post,9.0,5,2,9,NED,4.0,STONEMAN E,2 - 9,174,NZL,2:54
Action shot - Goal,5.0,5,4,18,NED,4.0,GENEE A,4 - 18,149,NED,2:29
5m shot - Missed,3.0,5,4,18,NED,4.0,MASON K,4 - 18,121,NZL,2:01
5m shot - Goal,11.0,5,4,19,NED,4.0,KLAASSEN L,4 - 19,110,NED,1:50
5m shot - Saved,8.0,5,4,19,NED,4.0,LOPES da SILVA C,4 - 19,88,NZL,1:28
Time-Out,,5,4,19,NED,2.0,,4 - 19,50,NED,0:50
Action shot - Goal,8.0,5,2,10,NED,2.0,SEVENICH V,2 - 10,34,NED,0:34
Turnover foul,4.0,5,2,10,NED,2.0,FERIGO R,2 - 10,22,NZL,0:22
Steal,3.0,5,2,10,NED,2.0,GENEE D,2 - 10,22,NED,0:22
20 sec. exclusion in field,5.0,5,2,10,NED,2.0,BOYD A,2 - 10,19,NZL,0:19
Extra player shot - Goal,3.0,5,2,11,NED,2.0,GENEE D,2 - 11,7,NED,0:07
Starting goalkeeper,1.0,5,2,11,NED,3.0,MILICICH J,2 - 11,480,NZL,8:00
Goalkeeper substitution,1.0,5,2,11,NED,3.0,AARTS L,2 - 11,480,NED,8:00
Sprint won possession,9.0,5,2,11,NED,3.0,MEGENS M,2 - 11,480,NED,8:00
5m shot - Blocked,11.0,5,2,11,NED,3.0,KLAASSEN L,2 - 11,464,NED,7:44
Centre shot - Saved,2.0,5,2,11,NED,3.0,LEWIS N,2 - 11,442,NZL,7:22
Turnover foul,11.0,5,2,11,NED,3.0,KLAASSEN L,2 - 11,423,NED,7:03
Steal,9.0,5,2,11,NED,3.0,STONEMAN E,2 - 11,423,NZL,7:03
5m shot - Post,12.0,5,2,11,NED,3.0,PYE B,2 - 11,394,NZL,6:34
Action shot - Goal,7.0,5,2,12,NED,3.0,NIJHUIS M,2 - 12,377,NED,6:17
Turnover foul,10.0,5,2,12,NED,3.0,KOOLHAAS I,2 - 12,359,NED,5:59
20 sec. exclusion in centre,7.0,5,2,12,NED,3.0,HOUGHTON E,2 - 12,343,NZL,5:43
Extra player shot - Goal,8.0,5,2,13,NED,3.0,SEVENICH V,2 - 13,341,NED,5:41
5m shot - Goal,3.0,5,3,13,NED,3.0,MASON K,3 - 13,317,NZL,5:17
Turnover foul,11.0,5,3,13,NED,3.0,KLAASSEN L,3 - 13,293,NED,4:53
Steal,6.0,5,3,13,NED,3.0,DOYLE B,3 - 13,293,NZL,4:53
20 sec. exclusion in centre,12.0,5,3,13,NED,3.0,JOUSTRA K,3 - 13,278,NED,4:38
5m shot - Saved,3.0,5,3,13,NED,3.0,MASON K,3 - 13,257,NZL,4:17
Action shot - Post,11.0,5,3,13,NED,3.0,KLAASSEN L,3 - 13,228,NED,3:48
5m shot - Saved,6.0,5,3,13,NED,3.0,DOYLE B,3 - 13,200,NZL,3:20
5m shot - Saved,11.0,5,3,13,NED,3.0,KLAASSEN L,3 - 13,175,NED,2:55
Turnover foul,12.0,5,3,13,NED,3.0,JOUSTRA K,3 - 13,149,NED,2:29
Steal,7.0,5,3,13,NED,3.0,HOUGHTON E,3 - 13,149,NZL,2:29
20 sec. exclusion in field,2.0,5,3,13,NED,3.0,SMIT Y,3 - 13,126,NED,2:06
Time-Out,,5,3,13,NED,3.0,,3 - 13,126,NZL,2:06
Action shot - Blocked,8.0,5,3,13,NED,3.0,LOPES da SILVA C,3 - 13,101,NZL,1:41
5m shot - Goal,2.0,5,3,14,NED,3.0,SMIT Y,3 - 14,87,NED,1:27
5m shot - Missed,6.0,5,3,14,NED,3.0,DOYLE B,3 - 14,58,NZL,0:58
Turnover foul,5.0,5,3,14,NED,3.0,GENEE A,3 - 14,44,NED,0:44
20 sec. exclusion in field,10.0,5,3,14,NED,3.0,KOOLHAAS I,3 - 14,28,NED,0:28
Extra player shot - Saved,6.0,5,3,14,NED,3.0,DOYLE B,3 - 14,8,NZL,0:08
Starting goalkeeper,13.0,5,3,14,NED,4.0,YOUNG A,3 - 14,480,NZL,8:00
Starting goalkeeper,13.0,5,3,14,NED,4.0,WILLEMSZ D,3 - 14,480,NED,8:00
Sprint won possession,3.0,5,3,14,NED,4.0,GENEE D,3 - 14,480,NED,8:00
5m shot - Goal,12.0,5,4,14,NED,4.0,PYE B,4 - 14,451,NZL,7:31
Turnover foul,8.0,5,4,14,NED,4.0,SEVENICH V,4 - 14,437,NED,7:17
Steal,13.0,5,4,14,NED,4.0,YOUNG A,4 - 14,437,NZL,7:17
20 sec. exclusion in centre,2.0,5,4,14,NED,4.0,SMIT Y,4 - 14,420,NED,7:00
20 sec. exclusion in centre,7.0,5,4,14,NED,4.0,HOUGHTON E,4 - 14,369,NZL,6:09
Extra player shot - Goal,11.0,5,4,15,NED,4.0,KLAASSEN L,4 - 15,365,NED,6:05
Turnover foul,10.0,5,4,15,NED,4.0,BOWRY C,4 - 15,337,NZL,5:37
20 sec. exclusion in field,6.0,5,4,15,NED,4.0,DOYLE B,4 - 15,331,NZL,5:31
Action shot - Post,7.0,5,4,15,NED,4.0,NIJHUIS M,4 - 15,325,NED,5:25
20 sec. exclusion in centre,12.0,5,4,15,NED,4.0,JOUSTRA K,4 - 15,308,NED,5:08
Exclusion with substitution,12.0,5,4,15,NED,4.0,JOUSTRA K,4 - 15,308,NED,5:08
Action shot - Missed,11.0,5,4,15,NED,4.0,HUDSON K,4 - 15,288,NZL,4:48
Turnover foul,7.0,5,4,15,NED,4.0,NIJHUIS M,4 - 15,272,NED,4:32
Steal,6.0,5,4,15,NED,4.0,DOYLE B,4 - 15,272,NZL,4:32
Turnover foul,10.0,5,4,15,NED,4.0,BOWRY C,4 - 15,250,NZL,4:10
Action shot - Goal,5.0,5,4,16,NED,4.0,GENEE A,4 - 16,240,NED,4:00
Turnover foul,5.0,5,4,16,NED,4.0,BOYD A,4 - 16,220,NZL,3:40
Steal,3.0,5,4,16,NED,4.0,GENEE D,4 - 16,220,NED,3:40
20 sec. exclusion in field,7.0,5,4,16,NED,4.0,HOUGHTON E,4 - 16,217,NZL,3:37
Exclusion with substitution,7.0,5,4,16,NED,4.0,HOUGHTON E,4 - 16,217,NZL,3:37
Extra player shot - Goal,8.0,5,4,17,NED,4.0,SEVENICH V,4 - 17,213,NED,3:33
20 sec. exclusion in centre,2.0,5,4,17,NED,4.0,SMIT Y,4 - 17,198,NED,3:18
Turnover foul,5.0,5,4,17,NED,4.0,GENEE A,4 - 17,76,NED,1:16
Steal,3.0,5,4,17,NED,4.0,MASON K,4 - 17,76,NZL,1:16
Turnover foul,3.0,5,4,17,NED,4.0,GENEE D,4 - 17,23,NED,0:23
Steal,11.0,5,4,17,NED,4.0,HUDSON K,4 - 17,23,NZL,0:23
Time-Out,,5,4,17,NED,4.0,,4 - 17,14,NZL,0:14
Starting goalkeeper,1.0,6,0,0,FRA,1.0,MILICICH J,0 - 0,480,NZL,8:00
Starting goalkeeper,1.0,6,0,0,FRA,1.0,COUNIL L,0 - 0,480,FRA,8:00
Sprint won possession,12.0,6,0,0,FRA,1.0,DAULE A,0 - 0,480,FRA,8:00
Turnover foul,7.0,6,0,0,FRA,1.0,VALVERDE C,0 - 0,459,FRA,7:39
Steal,8.0,6,0,0,FRA,1.0,LOPES da SILVA C,0 - 0,459,NZL,7:39
5m shot - Missed,11.0,6,0,0,FRA,1.0,HUDSON K,0 - 0,432,NZL,7:12
20 sec. exclusion in centre,10.0,6,0,0,FRA,1.0,BOWRY C,0 - 0,412,NZL,6:52
Extra player shot - Post,12.0,6,0,0,FRA,1.0,DAULE A,0 - 0,403,FRA,6:43
Action shot - Goal,8.0,6,1,0,FRA,1.0,LOPES da SILVA C,1 - 0,374,NZL,6:14
Turnover foul,11.0,6,1,0,FRA,1.0,BARBIEUX M,1 - 0,363,FRA,6:03
Turnover foul,2.0,6,1,0,FRA,1.0,MILLOT E,1 - 0,308,FRA,5:08
Steal,9.0,6,1,0,FRA,1.0,STONEMAN E,1 - 0,308,NZL,5:08
5m shot - Blocked,3.0,6,1,0,FRA,1.0,MASON K,1 - 0,281,NZL,4:41
Action shot - Saved,7.0,6,1,0,FRA,1.0,VALVERDE C,1 - 0,259,FRA,4:19
20 sec. exclusion in centre,5.0,6,1,0,FRA,1.0,GUILLET L,1 - 0,231,FRA,3:51
Time-Out,,6,1,0,FRA,1.0,,1 - 0,230,NZL,3:50
Extra player shot - Saved,10.0,6,1,0,FRA,1.0,BOWRY C,1 - 0,208,NZL,3:28
5m shot - Blocked,7.0,6,1,0,FRA,1.0,VALVERDE C,1 - 0,182,FRA,3:02
Turnover foul,6.0,6,1,0,FRA,1.0,MAHIEU G,1 - 0,172,FRA,2:52
Steal,10.0,6,1,0,FRA,1.0,BOWRY C,1 - 0,172,NZL,2:52
5m shot - Missed,8.0,6,1,0,FRA,1.0,LOPES da SILVA C,1 - 0,148,NZL,2:28
Action shot - Saved,12.0,6,1,0,FRA,1.0,DAULE A,1 - 0,128,FRA,2:08
5m shot - Post,3.0,6,1,0,FRA,1.0,MASON K,1 - 0,102,NZL,1:42
Turnover foul,9.0,6,1,0,FRA,1.0,SACRE A,1 - 0,78,FRA,1:18
Steal,10.0,6,1,0,FRA,1.0,BOWRY C,1 - 0,78,NZL,1:18
Centre shot - Saved,9.0,6,1,0,FRA,1.0,STONEMAN E,1 - 0,46,NZL,0:46
20 sec. exclusion in field,10.0,6,1,0,FRA,1.0,BOWRY C,1 - 0,36,NZL,0:36
Time-Out,,6,1,0,FRA,1.0,,1 - 0,36,FRA,0:36
Centre shot - Saved,3.0,6,1,0,FRA,1.0,BACHELIER L,1 - 0,10,FRA,0:10
5m shot - Saved,3.0,6,1,0,FRA,1.0,MASON K,1 - 0,1,NZL,0:01
Starting goalkeeper,1.0,6,1,0,FRA,2.0,MILICICH J,1 - 0,480,NZL,8:00
Starting goalkeeper,1.0,6,1,0,FRA,2.0,COUNIL L,1 - 0,480,FRA,8:00
Sprint won possession,4.0,6,1,0,FRA,2.0,FERIGO R,1 - 0,480,NZL,8:00
20 sec. exclusion in field,6.0,6,1,0,FRA,2.0,MAHIEU G,1 - 0,473,FRA,7:53
Extra player shot - Saved,8.0,6,1,0,FRA,2.0,LOPES da SILVA C,1 - 0,457,NZL,7:37
20 sec. exclusion in field,6.0,6,1,0,FRA,2.0,DOYLE B,1 - 0,442,NZL,7:22
Extra player shot - Saved,8.0,6,1,0,FRA,2.0,BATTU A,1 - 0,424,FRA,7:04
5m shot - Goal,11.0,6,2,0,FRA,2.0,HUDSON K,2 - 0,397,NZL,6:37
Turnover foul,7.0,6,2,0,FRA,2.0,VALVERDE C,2 - 0,372,FRA,6:12
Steal,5.0,6,2,0,FRA,2.0,BOYD A,2 - 0,372,NZL,6:12
5m shot - Blocked,5.0,6,2,0,FRA,2.0,BOYD A,2 - 0,344,NZL,5:44
20 sec. exclusion in field,4.0,6,2,0,FRA,2.0,FERIGO R,2 - 0,330,NZL,5:30
Extra player shot - Goal,7.0,6,2,1,FRA,2.0,VALVERDE C,2 - 1,318,FRA,5:18
20 sec. exclusion in field,12.0,6,2,1,FRA,2.0,DAULE A,2 - 1,293,FRA,4:53
Extra player shot - Post,3.0,6,2,1,FRA,2.0,MASON K,2 - 1,274,NZL,4:34
20 sec. exclusion in centre,12.0,6,2,1,FRA,2.0,PYE B,2 - 1,260,NZL,4:20
Extra player shot - Goal,12.0,6,2,2,FRA,2.0,DAULE A,2 - 2,244,FRA,4:04
5m shot - Saved,3.0,6,2,2,FRA,2.0,MASON K,2 - 2,222,NZL,3:42
20 sec. exclusion in centre,11.0,6,2,2,FRA,2.0,HUDSON K,2 - 2,200,NZL,3:20
Extra player shot - Missed,2.0,6,2,2,FRA,2.0,MILLOT E,2 - 2,181,FRA,3:01
5m shot - Saved,6.0,6,2,2,FRA,2.0,DOYLE B,2 - 2,152,NZL,2:32
Turnover foul,9.0,6,2,2,FRA,2.0,SACRE A,2 - 2,128,FRA,2:08
5m shot - Saved,8.0,6,2,2,FRA,2.0,LOPES da SILVA C,2 - 2,107,NZL,1:47
Time-Out,,6,2,2,FRA,2.0,,2 - 2,75,NZL,1:15
5m shot - Goal,3.0,6,3,2,FRA,2.0,MASON K,3 - 2,50,NZL,0:50
Turnover foul,7.0,6,3,2,FRA,2.0,VALVERDE C,3 - 2,27,FRA,0:27
Steal,6.0,6,3,2,FRA,2.0,DOYLE B,3 - 2,27,NZL,0:27
Yellow card,,6,3,2,FRA,2.0,Team Official,3 - 2,1,NZL,0:01
Starting goalkeeper,1.0,6,3,2,FRA,3.0,MILICICH J,3 - 2,480,NZL,8:00
Starting goalkeeper,1.0,6,3,2,FRA,3.0,COUNIL L,3 - 2,480,FRA,8:00
Sprint won possession,12.0,6,3,2,FRA,3.0,DAULE A,3 - 2,480,FRA,8:00
5m shot - Saved,8.0,6,3,2,FRA,4.0,LOPES da SILVA C,3 - 2,50,NZL,0:50
5m shot - Missed,12.0,6,3,2,FRA,4.0,PYE B,3 - 2,42,NZL,0:42
5m shot - Goal,3.0,6,3,3,FRA,3.0,BACHELIER L,3 - 3,451,FRA,7:31
5m shot - Saved,12.0,6,3,3,FRA,3.0,PYE B,3 - 3,430,NZL,7:10
20 sec. exclusion in centre,11.0,6,3,3,FRA,3.0,HUDSON K,3 - 3,411,NZL,6:51
Extra player shot - Goal,2.0,6,3,4,FRA,3.0,MILLOT E,3 - 4,396,FRA,6:36
20 sec. exclusion in field,9.0,6,3,4,FRA,3.0,SACRE A,3 - 4,377,FRA,6:17
Extra player shot - Saved,6.0,6,3,4,FRA,3.0,DOYLE B,3 - 4,357,NZL,5:57
Action shot - Saved,9.0,6,3,4,FRA,3.0,SACRE A,3 - 4,330,FRA,5:30
20 sec. exclusion in centre,9.0,6,3,4,FRA,3.0,STONEMAN E,3 - 4,313,NZL,5:13
Extra player shot - Goal,7.0,6,3,5,FRA,3.0,VALVERDE C,3 - 5,309,FRA,5:09
Time-Out,,6,3,5,FRA,3.0,,3 - 5,309,NZL,5:09
Action shot - Goal,12.0,6,4,5,FRA,3.0,PYE B,4 - 5,287,NZL,4:47
Action shot - Saved,12.0,6,4,5,FRA,3.0,DAULE A,4 - 5,260,FRA,4:20
5m shot - Saved,3.0,6,4,5,FRA,3.0,BACHELIER L,4 - 5,230,FRA,3:50
5m shot - Post,7.0,6,4,5,FRA,3.0,HOUGHTON E,4 - 5,204,NZL,3:24
Turnover foul,3.0,6,4,5,FRA,3.0,BACHELIER L,4 - 5,175,FRA,2:55
Steal,8.0,6,4,5,FRA,3.0,LOPES da SILVA C,4 - 5,175,NZL,2:55
Turnover foul,10.0,6,4,5,FRA,3.0,BOWRY C,4 - 5,172,NZL,2:52
5m shot - Goal,4.0,6,4,6,FRA,3.0,SACRE A,4 - 6,156,FRA,2:36
Centre shot - Missed,8.0,6,4,6,FRA,3.0,LOPES da SILVA C,4 - 6,137,NZL,2:17
Centre shot - Missed,5.0,6,4,6,FRA,3.0,GUILLET L,4 - 6,123,FRA,2:03
Action shot - Saved,8.0,6,4,6,FRA,3.0,LOPES da SILVA C,4 - 6,99,NZL,1:39
20 sec. exclusion in centre,11.0,6,4,6,FRA,3.0,HUDSON K,4 - 6,82,NZL,1:22
Exclusion with substitution,11.0,6,4,6,FRA,3.0,HUDSON K,4 - 6,82,NZL,1:22
Extra player shot - Goal,12.0,6,4,7,FRA,3.0,DAULE A,4 - 7,82,FRA,1:22
5m shot - Saved,12.0,6,4,7,FRA,3.0,PYE B,4 - 7,57,NZL,0:57
Turnover foul,5.0,6,4,7,FRA,3.0,GUILLET L,4 - 7,53,FRA,0:53
5m shot - Missed,3.0,6,4,7,FRA,3.0,MASON K,4 - 7,32,NZL,0:32
Time-Out,,6,4,7,FRA,3.0,,4 - 7,32,FRA,0:32
Turnover foul,12.0,6,4,7,FRA,3.0,DAULE A,4 - 7,2,FRA,0:02
Steal,9.0,6,4,7,FRA,3.0,STONEMAN E,4 - 7,2,NZL,0:02
Starting goalkeeper,1.0,6,4,7,FRA,4.0,MILICICH J,4 - 7,480,NZL,8:00
Starting goalkeeper,1.0,6,4,7,FRA,4.0,COUNIL L,4 - 7,480,FRA,8:00
Sprint won possession,12.0,6,4,7,FRA,4.0,DAULE A,4 - 7,480,FRA,8:00
Turnover foul,2.0,6,4,7,FRA,4.0,MILLOT E,4 - 7,462,FRA,7:42
Steal,1.0,6,4,7,FRA,4.0,MILICICH J,4 - 7,462,NZL,7:42
20 sec. exclusion in centre,12.0,6,4,7,FRA,4.0,DAULE A,4 - 7,450,FRA,7:30
Extra player shot - Goal,3.0,6,5,7,FRA,4.0,MASON K,5 - 7,432,NZL,7:12
20 sec. exclusion in centre,10.0,6,5,7,FRA,4.0,BOWRY C,5 - 7,406,NZL,6:46
Exclusion with substitution,10.0,6,5,7,FRA,4.0,BOWRY C,5 - 7,406,NZL,6:46
Extra player shot - Goal,5.0,6,5,8,FRA,4.0,GUILLET L,5 - 8,389,FRA,6:29
Turnover foul,3.0,6,5,8,FRA,4.0,MASON K,5 - 8,359,NZL,5:59
Steal,9.0,6,5,8,FRA,4.0,SACRE A,5 - 8,359,FRA,5:59
Action shot - Goal,5.0,6,5,9,FRA,4.0,GUILLET L,5 - 9,343,FRA,5:43
20 sec. exclusion in field,11.0,6,5,9,FRA,4.0,BARBIEUX M,5 - 9,329,FRA,5:29
Penalty foul,5.0,6,5,9,FRA,4.0,GUILLET L,5 - 9,319,FRA,5:19
Penalty shot - Goal,8.0,6,6,9,FRA,4.0,LOPES da SILVA C,6 - 9,319,NZL,5:19
Turnover foul,12.0,6,6,9,FRA,4.0,DAULE A,6 - 9,299,FRA,4:59
Steal,9.0,6,6,9,FRA,4.0,STONEMAN E,6 - 9,299,NZL,4:59
Action shot - Goal,7.0,6,7,9,FRA,4.0,HOUGHTON E,7 - 9,276,NZL,4:36
Turnover foul,3.0,6,7,9,FRA,4.0,BACHELIER L,7 - 9,256,FRA,4:16
Centre shot - Saved,2.0,6,7,9,FRA,4.0,LEWIS N,7 - 9,230,NZL,3:50
Turnover foul,12.0,6,7,9,FRA,4.0,DAULE A,7 - 9,211,FRA,3:31
Steal,7.0,6,7,9,FRA,4.0,HOUGHTON E,7 - 9,211,NZL,3:31
5m shot - Missed,7.0,6,7,9,FRA,4.0,HOUGHTON E,7 - 9,192,NZL,3:12
Turnover foul,2.0,6,7,9,FRA,4.0,MILLOT E,7 - 9,173,FRA,2:53
Steal,3.0,6,7,9,FRA,4.0,MASON K,7 - 9,173,NZL,2:53
5m shot - Saved,3.0,6,7,9,FRA,4.0,MASON K,7 - 9,143,NZL,2:23
Turnover foul,1.0,6,7,9,FRA,4.0,COUNIL L,7 - 9,130,FRA,2:10
Turnover foul,7.0,6,7,9,FRA,4.0,VALVERDE C,7 - 9,73,FRA,1:13
Steal,2.0,6,7,9,FRA,4.0,LEWIS N,7 - 9,73,NZL,1:13
Time-Out,,6,7,9,FRA,4.0,,7 - 9,62,NZL,1:02
Turnover foul,12.0,6,7,9,FRA,4.0,DAULE A,7 - 9,15,FRA,0:15
Action shot - Saved,3.0,6,7,9,FRA,4.0,MASON K,7 - 9,5,NZL,0:05
