Action,Cap,Game,HUN,Opponent,Opponent name,Period,Player,Score,Seconds,Team,Time,Result,Goal
5m shot,7.0,5,9,4,NED,4.0,MISKOLCZI I,4 - 9,400,HUN,6:40,Missed,0
Action shot,10.0,5,9,4,NED,4.0,GENEE D,4 - 9,386,NED,6:26,Post,0
Extra player shot,2.0,5,9,5,NED,4.0,SMIT Y,5 - 9,334,NED,5:34,Goal,1
Extra player shot,7.0,5,9,5,NED,4.0,van BELKUM I,5 - 9,271,NED,4:31,Saved,0
5m shot,2.0,5,9,5,NED,4.0,SMIT Y,5 - 9,232,NED,3:52,Saved,0
Action shot,5.0,5,9,6,NED,4.0,van der SLOOT S,6 - 9,217,NED,3:37,Goal,1
Centre shot,10.0,5,9,6,NED,4.0,BUJKA B,6 - 9,193,HUN,3:13,Saved,0
5m shot,7.0,5,9,6,NED,4.0,van BELKUM I,6 - 9,55,NED,0:55,Saved,0
Extra player shot,5.0,5,9,6,NED,4.0,van der SLOOT S,6 - 9,34,NED,0:34,Saved,0
Extra player shot,3.0,5,11,7,NED,4.0,ANTAL D,7 - 11,11,HUN,0:11,Goal,1
5m shot,11.0,5,11,7,NED,4.0,KLAASSEN L,7 - 11,6,NED,0:06,Saved,0
Centre shot,8.0,5,11,7,NED,4.0,SEVENICH V,7 - 11,2,NED,0:02,Saved,0
Action shot,3.0,6,0,1,ESP,1.0,ESPAR A,1 - 0,429,ESP,7:09,Goal,1
5m shot,5.0,6,1,1,ESP,1.0,SZUCS G,1 - 1,406,HUN,6:46,Goal,1
Extra player shot,8.0,6,1,2,ESP,1.0,PENA P,2 - 1,375,ESP,6:15,Goal,1
Extra player shot,6.0,6,1,2,ESP,1.0,PAREJA J,2 - 1,313,ESP,5:13,Blocked,0
Centre shot,10.0,6,2,2,ESP,1.0,BUJKA B,2 - 2,287,HUN,4:47,Goal,1
Action shot,3.0,6,2,3,ESP,1.0,ESPAR A,3 - 2,252,ESP,4:12,Goal,1
5m shot,6.0,6,2,4,ESP,1.0,PAREJA J,4 - 2,206,ESP,3:26,Goal,1
Extra player shot,3.0,6,3,4,ESP,1.0,ANTAL D,4 - 3,105,HUN,1:45,Goal,1
Extra player shot,4.0,6,4,4,ESP,1.0,KISTELEKI D,4 - 4,50,HUN,0:50,Goal,1
Centre shot,11.0,6,4,4,ESP,1.0,GARCIA GODOY M,4 - 4,35,ESP,0:35,Saved,0
Action shot,8.0,6,5,4,ESP,1.0,KESZTHELYI R,4 - 5,19,HUN,0:19,Goal,1
Extra player shot,3.0,6,5,5,ESP,1.0,ESPAR A,5 - 5,7,ESP,0:07,Goal,1
5m shot,2.0,6,5,5,ESP,1.0,ILLES A,5 - 5,1,HUN,0:01,Missed,0
5m shot,5.0,6,6,5,ESP,2.0,SZUCS G,5 - 6,428,HUN,7:08,Goal,1
Action shot,8.0,6,6,5,ESP,2.0,PENA P,5 - 6,390,ESP,6:30,Post,0
5m shot,8.0,6,6,5,ESP,2.0,KESZTHELYI R,5 - 6,375,HUN,6:15,Post,0
Action shot,6.0,6,6,5,ESP,2.0,PAREJA J,5 - 6,345,ESP,5:45,Post,0
Action shot,7.0,6,6,5,ESP,2.0,MISKOLCZI I,5 - 6,318,HUN,5:18,Saved,0
Extra player shot,5.0,6,6,6,ESP,2.0,ORTIZ M,6 - 6,295,ESP,4:55,Goal,1
Counter attack,4.0,6,6,7,ESP,2.0,TARRAGO R,7 - 6,273,ESP,4:33,Goal,1
5m shot,3.0,6,7,7,ESP,2.0,ANTAL D,7 - 7,251,HUN,4:11,Goal,1
Penalty shot,6.0,6,7,8,ESP,2.0,PAREJA J,8 - 7,239,ESP,3:59,Goal,1
Extra player shot,3.0,6,8,8,ESP,2.0,ANTAL D,8 - 8,211,HUN,3:31,Goal,1
Extra player shot,8.0,6,8,8,ESP,2.0,PENA P,8 - 8,175,ESP,2:55,Saved,0
Action shot,7.0,6,8,8,ESP,2.0,MISKOLCZI I,8 - 8,148,HUN,2:28,Saved,0
Extra player shot,6.0,6,8,8,ESP,4.0,PAREJA J,8 - 8,365,ESP,6:05,Missed,0
Extra player shot,12.0,6,12,12,ESP,4.0,LOPEZ L,12 - 12,292,ESP,4:52,Goal,1
Extra player shot,10.0,6,12,12,ESP,4.0,BUJKA B,12 - 12,265,HUN,4:25,Saved,0
Extra player shot,4.0,6,12,12,ESP,4.0,TARRAGO R,12 - 12,211,ESP,3:31,Blocked,0
5m shot,4.0,6,12,12,ESP,2.0,TARRAGO R,12 - 12,120,ESP,2:00,Missed,0
Action shot,4.0,6,9,8,ESP,2.0,KISTELEKI D,8 - 9,98,HUN,1:38,Goal,1
5m shot,5.0,6,9,8,ESP,2.0,SZUCS G,8 - 9,78,HUN,1:18,Missed,0
Extra player shot,12.0,6,9,9,ESP,2.0,LOPEZ L,9 - 9,58,ESP,0:58,Goal,1
Extra player shot,4.0,6,9,9,ESP,2.0,KISTELEKI D,9 - 9,22,HUN,0:22,Post,0
Extra player shot,12.0,6,9,9,ESP,2.0,LOPEZ L,9 - 9,1,ESP,0:01,Missed,0
Action shot,8.0,6,9,9,ESP,3.0,KESZTHELYI R,9 - 9,373,HUN,6:13,Post,0
Extra player shot,5.0,6,9,9,ESP,3.0,ORTIZ M,9 - 9,333,ESP,5:33,Saved,0
Centre shot,10.0,6,10,9,ESP,3.0,BUJKA B,9 - 10,315,HUN,5:15,Goal,1
Penalty shot,3.0,6,11,9,ESP,3.0,ANTAL D,9 - 11,278,HUN,4:38,Goal,1
5m shot,8.0,6,12,9,ESP,3.0,KESZTHELYI R,9 - 12,194,HUN,3:14,Goal,1
Centre shot,11.0,6,12,10,ESP,3.0,GARCIA GODOY M,10 - 12,184,ESP,3:04,Goal,1
Penalty shot,4.0,6,12,10,ESP,3.0,TARRAGO R,10 - 12,100,ESP,1:40,Saved,0
Action shot,7.0,6,12,10,ESP,3.0,MIRANDA L,10 - 12,79,ESP,1:19,Post,0
Action shot,8.0,6,12,10,ESP,3.0,KESZTHELYI R,10 - 12,55,HUN,0:55,Missed,0
Action shot,3.0,6,12,11,ESP,3.0,ESPAR A,11 - 12,32,ESP,0:32,Goal,1
5m shot,8.0,6,12,11,ESP,3.0,KESZTHELYI R,11 - 12,6,HUN,0:06,Saved,0
Extra player shot,3.0,6,12,11,ESP,4.0,ANTAL D,11 - 12,430,HUN,7:10,Blocked,0
Extra player shot,12.0,6,12,13,ESP,4.0,LOPEZ L,13 - 12,194,ESP,3:14,Goal,1
Action shot,10.0,6,12,13,ESP,4.0,BUJKA B,13 - 12,149,HUN,2:29,Post,0
Action shot,6.0,6,12,13,ESP,4.0,PAREJA J,13 - 12,103,ESP,1:43,Saved,0
Extra player shot,10.0,6,12,13,ESP,4.0,BUJKA B,13 - 12,69,HUN,1:09,Saved,0
Extra player shot,4.0,6,12,13,ESP,4.0,TARRAGO R,13 - 12,25,ESP,0:25,Missed,0
Extra player shot,3.0,6,12,13,ESP,4.0,ANTAL D,13 - 12,1,HUN,0:01,Saved,0
Centre shot,10.0,7,0,1,RUS,1.0,BELIAEVA O,1 - 0,417,RUS,6:57,Goal,1
Centre shot,10.0,7,0,1,RUS,1.0,BUJKA B,1 - 0,397,HUN,6:37,Missed,0
5m shot,10.0,7,0,1,RUS,1.0,BUJKA B,1 - 0,362,HUN,6:02,Blocked,0
Extra player shot,5.0,7,0,2,RUS,1.0,ANTONOVA A,2 - 0,322,RUS,5:22,Goal,1
Extra player shot,4.0,7,0,2,RUS,1.0,KISTELEKI D,2 - 0,305,HUN,5:05,Blocked,0
Extra player shot,12.0,7,1,2,RUS,1.0,MENCZINGER K,2 - 1,238,HUN,3:58,Goal,1
5m shot,9.0,7,1,2,RUS,1.0,TIMOFEEVA A,2 - 1,208,RUS,3:28,Post,0
Action shot,11.0,7,1,2,RUS,1.0,GARDA K,2 - 1,182,HUN,3:02,Saved,0
Extra player shot,6.0,7,1,3,RUS,1.0,BELOVA O,3 - 1,142,RUS,2:22,Goal,1
5m shot,8.0,7,1,3,RUS,1.0,GRINEVA A,3 - 1,106,RUS,1:46,Blocked,0
Centre shot,9.0,7,2,3,RUS,1.0,TOTH I,3 - 2,92,HUN,1:32,Goal,1
Action shot,5.0,7,3,3,RUS,1.0,SZUCS G,3 - 3,51,HUN,0:51,Goal,1
Centre shot,9.0,7,3,3,RUS,1.0,TIMOFEEVA A,3 - 3,37,RUS,0:37,Saved,0
Action shot,3.0,7,3,3,RUS,1.0,PROKOFYEVA E,3 - 3,11,RUS,0:11,Post,0
5m shot,12.0,7,3,3,RUS,1.0,MENCZINGER K,3 - 3,1,HUN,0:01,Saved,0
5m shot,11.0,7,3,3,RUS,2.0,IVANOVA E,3 - 3,455,RUS,7:35,Saved,0
5m shot,9.0,7,3,3,RUS,2.0,TIMOFEEVA A,3 - 3,408,RUS,6:48,Missed,0
Action shot,11.0,7,3,3,RUS,2.0,IVANOVA E,3 - 3,353,RUS,5:53,Saved,0
Extra player shot,8.0,7,3,3,RUS,2.0,KESZTHELYI R,3 - 3,323,HUN,5:23,Saved,0
5m shot,3.0,7,3,3,RUS,2.0,PROKOFYEVA E,3 - 3,296,RUS,4:56,Post,0
Counter attack,12.0,7,3,3,RUS,2.0,ZELENTSOVA E,3 - 3,271,RUS,4:31,Saved,0
Counter attack,8.0,7,4,3,RUS,2.0,KESZTHELYI R,3 - 4,261,HUN,4:21,Goal,1
Extra player shot,7.0,7,4,4,RUS,2.0,TANKEEVA E,4 - 4,236,RUS,3:56,Goal,1
Extra player shot,11.0,7,4,4,RUS,2.0,IVANOVA E,4 - 4,156,RUS,2:36,Saved,0
Extra player shot,7.0,7,4,4,RUS,2.0,TANKEEVA E,4 - 4,155,RUS,2:35,Missed,0
Action shot,6.0,7,9,8,RUS,4.0,BELOVA O,8 - 9,157,RUS,2:37,Goal,1
5m shot,6.0,7,10,8,RUS,4.0,TAKACS O,8 - 10,129,HUN,2:09,Goal,1
Action shot,4.0,7,10,8,RUS,4.0,KARIMOVA E,8 - 10,101,RUS,1:41,Blocked,0
Extra player shot,5.0,7,5,4,RUS,2.0,SZUCS G,4 - 5,108,HUN,1:48,Goal,1
Action shot,5.0,7,5,4,RUS,2.0,SZUCS G,4 - 5,68,HUN,1:08,Saved,0
Action shot,4.0,7,5,4,RUS,2.0,KARIMOVA E,4 - 5,41,RUS,0:41,Blocked,0
Centre shot,10.0,7,5,5,RUS,2.0,BELIAEVA O,5 - 5,9,RUS,0:09,Goal,1
5m shot,5.0,7,5,5,RUS,2.0,SZUCS G,5 - 5,5,HUN,0:05,Post,0
5m shot,3.0,7,5,5,RUS,2.0,PROKOFYEVA E,5 - 5,1,RUS,0:01,Saved,0
5m shot,5.0,7,5,5,RUS,3.0,ANTONOVA A,5 - 5,453,RUS,7:33,Saved,0
Centre shot,10.0,7,5,5,RUS,3.0,BUJKA B,5 - 5,427,HUN,7:07,Saved,0
Extra player shot,5.0,7,5,5,RUS,3.0,ANTONOVA A,5 - 5,397,RUS,6:37,Missed,0
Centre shot,9.0,7,6,5,RUS,3.0,TOTH I,5 - 6,378,HUN,6:18,Goal,1
5m shot,5.0,7,6,5,RUS,3.0,ANTONOVA A,5 - 6,350,RUS,5:50,Saved,0
Extra player shot,5.0,7,6,5,RUS,3.0,SZUCS G,5 - 6,331,HUN,5:31,Saved,0
Extra player shot,5.0,7,6,5,RUS,3.0,SZUCS G,5 - 6,319,HUN,5:19,Post,0
Extra player shot,5.0,7,6,5,RUS,3.0,ANTONOVA A,5 - 6,277,RUS,4:37,Saved,0
Extra player shot,5.0,7,6,6,RUS,3.0,ANTONOVA A,6 - 6,276,RUS,4:36,Goal,1
Penalty shot,8.0,7,7,6,RUS,3.0,KESZTHELYI R,6 - 7,265,HUN,4:25,Goal,1
Action shot,5.0,7,7,6,RUS,3.0,ANTONOVA A,6 - 7,242,RUS,4:02,Saved,0
Extra player shot,5.0,7,7,7,RUS,3.0,ANTONOVA A,7 - 7,206,RUS,3:26,Goal,1
Action shot,11.0,7,7,7,RUS,3.0,IVANOVA E,7 - 7,165,RUS,2:45,Missed,0
Centre shot,9.0,7,8,7,RUS,3.0,TOTH I,7 - 8,139,HUN,2:19,Goal,1
5m shot,3.0,7,8,7,RUS,3.0,PROKOFYEVA E,7 - 8,12,RUS,0:12,Saved,0
5m shot,8.0,7,8,7,RUS,3.0,KESZTHELYI R,7 - 8,3,HUN,0:03,Missed,0
5m shot,13.0,7,8,7,RUS,3.0,KARNAUKH A,7 - 8,1,RUS,0:01,Saved,0
Action shot,2.0,7,8,7,RUS,4.0,ILLES A,7 - 8,455,HUN,7:35,Saved,0
Centre shot,10.0,7,8,7,RUS,4.0,BELIAEVA O,7 - 8,411,RUS,6:51,Saved,0
Action shot,11.0,7,8,7,RUS,4.0,IVANOVA E,7 - 8,360,RUS,6:00,Saved,0
5m shot,12.0,7,8,7,RUS,4.0,ZELENTSOVA E,7 - 8,340,RUS,5:40,Blocked,0
Action shot,11.0,7,8,7,RUS,4.0,IVANOVA E,7 - 8,292,RUS,4:52,Saved,0
Extra player shot,8.0,7,9,7,RUS,4.0,KESZTHELYI R,7 - 9,259,HUN,4:19,Goal,1
Action shot,4.0,7,9,7,RUS,4.0,KARIMOVA E,7 - 9,236,RUS,3:56,Post,0
Action shot,5.0,7,9,7,RUS,4.0,SZUCS G,7 - 9,49,HUN,0:49,Blocked,0
